Till statsrådet Maj-Inger Klingvall ;I//PP//case//1 januari//NN|UTR|SIN|IND|NOM//obl//3 1997//RG|NOM//nummod//1 beslutade//VB|PRT|AKT//ROOT//3 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//3 om//PP//case//6 direktiv//NN|NEU|PLU|IND|NOM//obl//3 som//HP|-|-|-//nsubj//8 gav//VB|PRT|AKT//acl:relcl//6 en//DT|UTR|SIN|IND//det//11 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//11 utredare//NN|UTR|SIN|IND|NOM//obj//8 i//PP//case//13 uppdrag//NN|NEU|SIN|IND|NOM//obl//8 att//IE//mark//15 utforma//VB|INF|AKT//advcl//8 förslag//NN|NEU|PLU|IND|NOM//obj//15 till//PP//case//20 ett//DT|NEU|SIN|IND//det//20 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//20 system//NN|NEU|SIN|IND|NOM//nmod//16 för//PP//case//23 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//23 ersättning//NN|UTR|SIN|IND|NOM//nmod//20 vid//PP//case//27 långvarigt//AB|POS//advmod//26 nedsatt//PC|PRF|UTR|SIN|IND|NOM//amod//27 arbetsförmåga//NN|UTR|SIN|IND|NOM//obl//15 (//PAD//punct//3 dir//NN|AN//nmod//30 1997:9//RG|NOM//appos//3 )//PAD//punct//30 .//MAD//punct//3
3.4 Specifika utgångspunkter för utredningens förslag / Försörjning från ohälsoförsäkringen också vid studier;Om//PP//mark//54 den//DT|UTR|SIN|DEF//det//50 ersättning//NN|UTR|SIN|IND|NOM//nsubj//54 som//HP|-|-|-//nsubj:pass//52 utges//VB|PRS|SFO//acl:relcl//50 är//VB|PRS|AKT//cop//54 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//17 av//PP//fixed//54 vilken//HD|UTR|SIN|IND//det//57 aktivitet//NN|UTR|SIN|IND|NOM//nsubj//63 som//HP|-|-|-//obl//60 individen//NN|UTR|SIN|DEF|NOM//nsubj//60 ägnar//VB|PRS|AKT//acl:relcl//57 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//60 åt//PP//advmod//60 finns//VB|PRS|SFO//advcl//54 en//DT|UTR|SIN|IND//det//65 risk//NN|UTR|SIN|IND|NOM//nsubj//63 att//SN//mark//76 den//DT|UTR|SIN|DEF//det//68 aktivitet//NN|UTR|SIN|IND|NOM//nsubj:pass//76 som//HP|-|-|-//nsubj//70 ger//VB|PRS|AKT//acl:relcl//68 den//DT|UTR|SIN|DEF//det//73 bästa//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//73 ersättningen//NN|UTR|SIN|DEF|NOM//obj//70 kommer//VB|PRS|AKT//aux//76 att//IE//mark//76 väljas//VB|INF|SFO//acl//65 .//MAD//punct//17

3.4 Specifika utgångspunkter för utredningens förslag / Undanröja hinder för den normala frigörelseprocessen;En//DT|UTR|SIN|IND//det//2 viktig//JJ|POS|UTR|SIN|IND|NOM//amod//2 utgångspunkt//NN|UTR|SIN|IND|NOM//dislocated//17 är//VB|PRS|AKT//cop//2 att//IE//mark//8 på//PP//case//7 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 sätt//NN|NEU|PLU|IND|NOM//obl//8 undanröja//VB|INF|AKT//csubj//2 de//DT|UTR/NEU|PLU|DEF//det//10 hinder//NN|NEU|PLU|IND|NOM//obj//8 som//HP|-|-|-//nsubj//13 kan//VB|PRS|AKT//aux//13 finnas//VB|INF|SFO//acl:relcl//10 för//PP//case//16 de//DT|UTR/NEU|PLU|DEF//det//16 yngre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//17 funktionshindrades//VB|PRT|SFO//ROOT//17 självständighet//NN|UTR|SIN|IND|NOM//nsubj:pass//17 och//KN//cc//20 frigörelse//NN|UTR|SIN|IND|NOM//conj//18 från//PP//case//22 föräldrarna//NN|UTR|PLU|DEF|NOM//obl//17 .//MAD//punct//17
3.4 Specifika utgångspunkter för utredningens förslag / Undanröja hinder för den normala frigörelseprocessen;En//DT|UTR|SIN|IND//det//25 aspekt//NN|UTR|SIN|IND|NOM//parataxis//17 på//PP//case//27 normaliseringsprincipen//NN|UTR|SIN|DEF|NOM//nmod//25 är//VB|PRS|AKT//cop//25 att//IE//mark//30 skaffa//VB|INF|AKT//acl//25 undan//PL//compound:prt//30 eventuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 hinder//NN|NEU|PLU|IND|NOM//obj//30 för//PP//case//36 denna//DT|UTR|SIN|DEF//det//36 process//NN|UTR|SIN|IND|NOM//nmod//33 som//HP|-|-|-//nsubj//42 är//VB|PRS|AKT//cop//42 direkt//JJ|POS|UTR|SIN|IND|NOM//advmod//42 eller//KN//cc//41 indirekt//AB|POS//conj//39 förorsakade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//36 av//PP//case//44 funktionshindret//NN|NEU|SIN|DEF|NOM//obl:agent//42 .//MAD//punct//17
3.4 Specifika utgångspunkter för utredningens förslag / Undanröja hinder för den normala frigörelseprocessen;Målsättningen//NN|UTR|SIN|DEF|NOM//nsubj//48 måste//VB|PRS|AKT//aux//48 vara//VB|INF|AKT//parataxis//17 att//SN//mark//51 försäkringens//NN|UTR|SIN|DEF|GEN//nsubj:pass//51 utformas//VB|INF|SFO//ccomp//48 så//AB//mark//56 att//SN//fixed//52 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//56 inte//AB//advmod//56 förhindrar//VB|PRS|AKT//advcl//51 funktionshindrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//48 ungdomars//NN|UTR|PLU|IND|GEN//nmod:poss//59 möjlighet//NN|UTR|SIN|IND|NOM//obj//57 till//PP//case//63 ett//DT|NEU|SIN|IND//det//63 självständigt//JJ|POS|NEU|SIN|IND|NOM//amod//63 liv//NN|NEU|SIN|IND|NOM//nmod//59 vid//PP//case//66 den//DT|UTR|SIN|DEF//det//66 ålder//NN|UTR|SIN|IND|NOM//obl//57 som//HP|-|-|-//obl//70 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//69 ungdomar//NN|UTR|PLU|IND|NOM//nsubj//70 har//VB|PRS|AKT//acl:relcl//66 den//DT|UTR|SIN|DEF//det//72 möjligheten//NN|UTR|SIN|DEF|NOM//obj//70 .//MAD//punct//48

3.4 Specifika utgångspunkter för utredningens förslag / Höjda åldersgränser;Nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//1 16-årsgräns//NN|UTR|SIN|IND|NOM//nsubj:pass//7 inom//PP//case//3 förtidspensions-//NN|UTR|-|-|SMS//nmod//1 och//KN//cc//5 sjukbidragssystemet//NN|NEU|SIN|DEF|NOM//conj//3 bör//VB|PRS|AKT//aux//7 omprövas//VB|INF|SFO//ROOT//7 .//MAD//punct//7
3.4 Specifika utgångspunkter för utredningens förslag / Höjda åldersgränser;En//DT|UTR|SIN|IND//det//10 höjning//NN|UTR|SIN|IND|NOM//nsubj//16 av//PP//case//14 den//DT|UTR|SIN|DEF//det//14 nedre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//14 åldersgränsen//NN|UTR|SIN|DEF|NOM//nmod//10 bör//VB|PRS|AKT//aux//16 ske//VB|INF|AKT//parataxis//7 vad//HP|NEU|SIN|IND//nsubj//18 avser//VB|PRS|AKT//advcl//16 såväl//KN//advmod//22 vid//PP//case//22 vilken//HD|UTR|SIN|IND//det//22 ålder//NN|UTR|SIN|IND|NOM//obl//18 långvarig//JJ|POS|UTR|SIN|IND|NOM//amod//24 ersättning//NN|UTR|SIN|IND|NOM//expl//22 över//PP//advmod//29 huvud//NN|NEU|SIN|IND|NOM//fixed//25 taget//PC|PRF|NEU|SIN|IND|NOM//fixed//25 kan//VB|PRS|AKT//aux//29 komma//VB|INF|AKT//advcl//16 i//PP//compound:prt//29 fråga//NN|UTR|SIN|IND|NOM//fixed//30 som//KN//nsubj//41 vid//PP//case//35 vilken//HD|UTR|SIN|IND//det//35 ålder//NN|UTR|SIN|IND|NOM//obl//41 då//HA//advmod//41 en//DT|UTR|SIN|IND//det//39 varaktig//JJ|POS|UTR|SIN|IND|NOM//amod//39 ersättning//NN|UTR|SIN|IND|NOM//nsubj//41 kan//VB|PRS|AKT//aux//41 bli//VB|INF|AKT//advcl//29 aktuell//JJ|POS|UTR|SIN|IND|NOM//xcomp//41 .//MAD//punct//7
3.4 Specifika utgångspunkter för utredningens förslag / Höjda åldersgränser;Rätt//NN|UTR|SIN|IND|NOM//nsubj:pass//9 till//PP//case//3 långvarig//JJ|POS|UTR|SIN|IND|NOM//amod//3 ersättning//NN|UTR|SIN|IND|NOM//nmod//0 bör//VB|PRS|AKT//aux//9 enligt//PP//case//7 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//7 uppfattning//NN|UTR|SIN|IND|NOM//obl//9 kunna//VB|INF|AKT//aux//9 beviljas//VB|INF|SFO//ROOT//9 först//AB//advmod//9 vid//PP//case//13 den//DT|UTR|SIN|DEF//det//13 ålder//NN|UTR|SIN|IND|NOM//obl//9 då//HA//advmod//18 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//18 de-facto//JJ|POS|UTR/NEU|SIN|DEF|NOM//nsubj//18 kan//VB|PRS|AKT//aux//18 sägas//VB|INF|SFO//acl:relcl//13 föreligga//VB|INF|AKT//xcomp//18 ett//DT|NEU|SIN|IND//det//21 inkomstbortfall//NN|NEU|SIN|IND|NOM//obj//19 som//KN//nsubj:pass//23 följd//NN|UTR|SIN|IND|NOM//acl:relcl//21 av//PP//case//26 nedsatt//PC|PRF|UTR|SIN|IND|NOM//amod//26 arbetsförmåga//NN|UTR|SIN|IND|NOM//obl//23 ,//MID//punct//13 dvs.//AB|AN//advmod//35 då//HA//advmod//35 den//DT|UTR|SIN|DEF//det//32 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//32 utbildningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//35 i//PP//advmod//35 regel//NN|UTR|SIN|IND|NOM//fixed//33 avslutas//VB|PRS|SFO//acl:relcl//13 och//KN//cc//39 således//AB//advmod//38 långsiktig//JJ|POS|UTR|SIN|IND|NOM//amod//39 försörjning//NN|UTR|SIN|IND|NOM//conj//35 genom//PP//case//41 förvärvsarbete//NN|NEU|SIN|IND|NOM//nmod//39 i//PP//case//43 praktiken//NN|UTR|SIN|DEF|NOM//obl//35 kan//VB|PRS|AKT//aux//45 komma//VB|INF|AKT//advcl//9 ifråga//AB//compound:prt//45 för//PP//case//48 ungdomar//NN|UTR|PLU|IND|NOM//obl//45 i//PP//advmod//45 allmänhet//NN|UTR|SIN|IND|NOM//fixed//49 .//MAD//punct//9
3.4 Specifika utgångspunkter för utredningens förslag / Höjda åldersgränser;Med//PP//case//3 hänsyn//NN|UTR|SIN|IND|NOM//fixed//0 till//PP//fixed//0 svårigheterna//NN|UTR|PLU|DEF|NOM//obl//30 att//IE//mark//6 långsiktigt//AB|POS//advmod//6 bedöma//VB|INF|AKT//acl//3 arbetsförmågan//NN|UTR|SIN|DEF|NOM//obj//6 hos//PP//case//10 yngre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//10 personer//NN|UTR|PLU|IND|NOM//nmod//7 ,//MID//punct//12 särskilt//AB//advmod//17 med//PP//case//17 hänsyn//NN|UTR|SIN|IND|NOM//fixed//13 till//PP//fixed//13 den//DT|UTR|SIN|DEF//det//17 utvecklingspotential//NN|UTR|SIN|IND|NOM//nmod//3 som//HP|-|-|-//nsubj//19 föreligger//VB|PRS|AKT//acl:relcl//17 hos//PP//case//22 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 unga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//19 ,//MID//punct//30 bör//VB|PRS|AKT//aux//30 en//DT|UTR|SIN|IND//det//27 varaktig//JJ|POS|UTR|SIN|IND|NOM//amod//27 ersättning//NN|UTR|SIN|IND|NOM//nsubj:pass//30 inte//AB//advmod//30 kunna//VB|INF|AKT//aux//30 beviljas//VB|INF|SFO//ROOT//30 förrän//PP//compound:prt//30 vid//PP//case//36 en//DT|UTR|SIN|IND//det//36 betydligt//AB//advmod//35 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//36 ålder//NN|UTR|SIN|IND|NOM//obl//30 än//KN//mark//40 vad//HP|NEU|SIN|IND//dislocated//40 som//HP|-|-|-//nsubj//40 gäller//VB|PRS|AKT//acl//36 enligt//PP//case//43 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//43 regler//NN|UTR|PLU|IND|NOM//obl//40 .//MAD//punct//30

3.4 Specifika utgångspunkter för utredningens förslag / Nödvändigt att ta hänsyn till att yngre har specifika behov;Ovan//AB//nsubj:pass//2 har//VB|PRS|AKT//aux//2 konstaterats//VB|SUP|SFO//ROOT//2 att//SN//mark//6 ohälsoförsäkringen//NN|UTR|SIN|DEF|NOM//nsubj//6 bör//VB|PRS|AKT//aux//6 bidra//VB|INF|AKT//advcl//2 till//PP//case//13 unga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 funktionshindrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//12 och//KN//cc//11 sjuka//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//9 personers//NN|UTR|PLU|IND|GEN//nmod:poss//13 utveckling//NN|UTR|SIN|IND|NOM//obl//6 genom//PP//mark//19 att//IE//mark//19 vid//PP//case//18 nedsatt//PC|PRF|UTR|SIN|IND|NOM//amod//18 arbetsförmåga//NN|UTR|SIN|IND|NOM//obl//19 ge//VB|INF|AKT//advcl//6 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//22 tr//NN|AN//nmod//22 ygghet//NN|UTR|SIN|IND|NOM//obj//19 under//PP//case//24 tid//NN|UTR|SIN|IND|NOM//obl//19 med//PP//case//26 aktivitet//NN|UTR|SIN|IND|NOM//nmod//24 .//MAD//punct//2
3.4 Specifika utgångspunkter för utredningens förslag / Nödvändigt att ta hänsyn till att yngre har specifika behov;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//29 förutsätter//VB|PRS|AKT//parataxis//2 en//DT|UTR|SIN|IND//det//31 tydligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//obj//29 och//KN//cc//38 i//PP//case//35 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 fall//NN|NEU|PLU|IND|NOM//obl//38 mer//AB|KOM//advmod//37 generös//JJ|POS|UTR|SIN|IND|NOM//amod//38 reglering//NN|UTR|SIN|IND|NOM//conj//31 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//40 aktivitet//NN|UTR|SIN|IND|NOM//nmod//38 under//PP//case//42 tid//NN|UTR|SIN|IND|NOM//obl//29 med//PP//case//44 ersättning//NN|UTR|SIN|IND|NOM//nmod//42 för//PP//mark//48 att//IE//mark//48 därigenom//AB//advmod//48 undvika//VB|INF|AKT//advcl//29 den//DT|UTR|SIN|DEF//det//50 osäkerhet//NN|UTR|SIN|IND|NOM//obj//48 och//KN//cc//52 oklarhet//NN|UTR|SIN|IND|NOM//conj//50 som//HP|-|-|-//nsubj//54 råder//VB|PRS|AKT//acl:relcl//52 i//PP//advmod//54 dag//NN|UTR|SIN|IND|NOM//fixed//55 .//MAD//punct//2
3.4 Specifika utgångspunkter för utredningens förslag / Nödvändigt att ta hänsyn till att yngre har specifika behov;Gruppen//NN|UTR|SIN|DEF|NOM//nsubj//2 yngre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 funktionshindrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nsubj//6 och//KN//cc//4 sjuka//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//2 är//VB|PRS|AKT//cop//6 heterogen//JJ|POS|UTR|SIN|IND|NOM//ROOT//6 i//PP//case//9 väsentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 delar//NN|UTR|PLU|IND|NOM//nmod//6 ,//MID//punct//6 bl.a.//AB|AN//advmod//15 med//PP//case//15 avseende//NN|NEU|SIN|IND|NOM//fixed//12 på//PP//fixed//12 behovet//NN|NEU|SIN|DEF|NOM//nmod//6 av//PP//case//17 habilitering//NN|UTR|SIN|IND|NOM//nmod//15 och//KN//cc//19 rehabilitering//NN|UTR|SIN|IND|NOM//conj//17 .//MAD//punct//6
3.4 Specifika utgångspunkter för utredningens förslag / Nödvändigt att ta hänsyn till att yngre har specifika behov;I//PP//case//23 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 fall//NN|NEU|PLU|IND|NOM//obl//26 kan//VB|PRS|AKT//aux//26 behoven//NN|NEU|PLU|DEF|NOM//nsubj:pass//26 tillgodoses//VB|INF|SFO//parataxis//6 inom//PP//case//30 ramen//NN|UTR|SIN|DEF|NOM//fixed//27 för//PP//fixed//27 de//PN|UTR/NEU|PLU|DEF|SUB//det//35 i//PP//case//33 SOU//PM|NOM//nmod//33 1997:166//RG|NOM//nummod//35 föreslagna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//35 reglerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//26 om//PP//case//37 långtidssjukpenning//NN|UTR|SIN|IND|NOM//nmod//35 .//MAD//punct//6
3.4 Specifika utgångspunkter för utredningens förslag / Nödvändigt att ta hänsyn till att yngre har specifika behov;Behoven//NN|NEU|PLU|DEF|NOM//nsubj//46 är//VB|PRS|AKT//cop//46 dock//AB//advmod//46 i//PP//case//44 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 fall//NN|NEU|PLU|IND|NOM//obl//46 så//AB//advmod//46 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//6 att//SN//mark//50 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//50 är//VB|PRS|AKT//cop//50 svåra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl//46 att//IE//mark//52 tillgodose//VB|INF|AKT//acl//50 i//PP//case//55 denna//DT|UTR|SIN|DEF//det//55 ersättningsform//NN|UTR|SIN|IND|NOM//obl//52 .//MAD//punct//46
3.4 Specifika utgångspunkter för utredningens förslag / Nödvändigt att ta hänsyn till att yngre har specifika behov;Således//AB//advmod//62 bör//VB|PRS|AKT//aux//62 en//DT|UTR|SIN|IND//det//61 ny//JJ|POS|UTR|SIN|IND|NOM//amod//61 ersättningsform//NN|UTR|SIN|IND|NOM//nsubj:pass//62 skapas//VB|PRS|SFO//conj//46 för//PP//case//65 dessa//DT|UTR/NEU|PLU|DEF//det//65 fall//NN|NEU|PLU|IND|NOM//obl//62 .//MAD//punct//46
3.4 Specifika utgångspunkter för utredningens förslag / Nödvändigt att ta hänsyn till att yngre har specifika behov;Vid//PP//case//68 utformningen//NN|UTR|SIN|DEF|NOM//obl//74 av//PP//case//71 denna//DT|UTR|SIN|DEF//det//71 ersättningsform//NN|UTR|SIN|IND|NOM//nmod//68 bör//VB|PRS|AKT//aux//74 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//74 tas//VB|INF|SFO//conj//46 hänsyn//NN|UTR|SIN|IND|NOM//nsubj:pass//74 till//PP//mark//97 att//SN//mark//97 den//DT|UTR|SIN|DEF//det//79 tid//NN|UTR|SIN|IND|NOM//nsubj//97 som//HP|-|-|-//nsubj:pass//82 kan//VB|PRS|AKT//aux//82 behövas//VB|INF|SFO//acl:relcl//79 för//PP//mark//85 att//IE//mark//85 tillgodose//VB|INF|AKT//advcl//82 behoven//NN|NEU|PLU|DEF|NOM//obj//85 av//PP//case//88 rehabilitering//NN|UTR|SIN|IND|NOM//nmod//86 eller//KN//cc//90 habilitering//NN|UTR|SIN|IND|NOM//conj//88 i//PP//case//93 dessa//DT|UTR/NEU|PLU|DEF//det//93 fall//NN|NEU|PLU|IND|NOM//obl//85 kan//VB|PRS|AKT//aux//97 vara//VB|INF|AKT//cop//97 mycket//AB|POS//advmod//97 lång//JJ|POS|UTR|SIN|IND|NOM//advcl//74 .//MAD//punct//46
3.4 Specifika utgångspunkter för utredningens förslag / Nödvändigt att ta hänsyn till att yngre har specifika behov;Även//AB//advmod//101 det//DT|NEU|SIN|DEF//det//101 faktum//NN|NEU|SIN|DEF|NOM//nsubj//107 att//SN//mark//106 dessa//DT|UTR/NEU|PLU|DEF//det//104 individer//NN|UTR|PLU|IND|NOM//nsubj//106 generellt//AB|POS//advmod//106 sett//PC|PRF|NEU|SIN|IND|NOM//acl//101 har//VB|PRS|AKT//conj//46 mycket//AB|POS//advmod//109 långt//AB|POS//advmod//107 till//PP//mark//112 att//IE//mark//112 uppnå//VB|INF|AKT//advcl//107 en//DT|UTR|SIN|IND//det//114 arbetsförmåga//NN|UTR|SIN|IND|NOM//obj//112 bör//VB|PRS|AKT//aux//116 föranleda//VB|INF|AKT//conj//46 att//SN//mark//120 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//119 hänsyn//NN|UTR|SIN|IND|NOM//nsubj:pass//120 tas//VB|PRS|SFO//advcl//46 till//PP//case//124 individens//NN|UTR|SIN|DEF|GEN//nmod:poss//124 egna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//124 val//NN|NEU|SIN|IND|NOM//obl//120 och//KN//cc//132 att//SN//mark//132 kraven//NN|NEU|PLU|DEF|NOM//nsubj:pass//132 på//PP//case//129 individen//NN|UTR|SIN|DEF|NOM//nmod//127 inte//AB//advmod//132 kan//VB|PRS|AKT//aux//132 ställas//VB|INF|SFO//conj//120 lika//AB//advmod//134 högt//AB|POS//advmod//132 som//KN//case//138 i//PP//case//138 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//138 fall//NN|NEU|PLU|IND|NOM//obl//132 .//MAD//punct//46


4.1 Det finns ingen entydig officiell statistik;Mot//PP//case//1 bakgrund//NN|UTR|SIN|IND|NOM//obl//7 av//PP//case//4 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 uppdrag//NN|NEU|SIN|IND|NOM//nmod//1 är//VB|PRS|AKT//cop//7 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//7 angeläget//JJ|POS|NEU|SIN|IND|NOM//ROOT//7 att//IE//mark//9 få//VB|INF|AKT//csubj//7 en//DT|UTR|SIN|IND//det//12 ungefärlig//JJ|POS|UTR|SIN|IND|NOM//amod//12 uppfattning//NN|UTR|SIN|IND|NOM//obj//9 om//PP//mark//17 hur//HA//advmod//15 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 yngre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//17 personer//NN|UTR|PLU|IND|NOM//ccomp//9 med//PP//case//19 funktionshinder//NN|NEU|PLU|IND|NOM//nmod//17 som//HP|-|-|-//nsubj//21 finns//VB|PRS|SFO//acl:relcl//19 i//PP//case//23 Sverige//PM|NOM//obl//21 .//MAD//punct//7
4.1 Det finns ingen entydig officiell statistik;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 finns//VB|PRS|SFO//ROOT//1 ett//DT|NEU|SIN|IND//det//4 stort//JJ|POS|NEU|SIN|IND|NOM//amod//4 antal//NN|NEU|SIN|IND|NOM//nmod//5 personer//NN|UTR|PLU|IND|NOM//nsubj//1 som//HP|-|-|-//nsubj//7 har//VB|PRS|AKT//acl:relcl//5 någon//DT|UTR|SIN|IND//det//9 form//NN|UTR|SIN|IND|NOM//obj//7 av//PP//case//11 funktionshinder//NN|NEU|SIN|IND|NOM//nmod//9 eller//KN//cc//13 funktionsnedsättning//NN|UTR|SIN|IND|NOM//conj//11 .//MAD//punct//1
4.1 Det finns ingen entydig officiell statistik;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//19 är//VB|PRS|AKT//cop//19 dock//AB//advmod//19 inte//AB//advmod//19 möjligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//1 att//IE//mark//21 få//VB|INF|AKT//csubj//19 fram//PL//compound:prt//21 entydiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 officiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 uppgifter//NN|UTR|PLU|IND|NOM//obj//21 om//PP//mark//29 hur//HA//advmod//28 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 personer//NN|UTR|PLU|IND|NOM//acl//25 i//PP//case//31 befolkningen//NN|UTR|SIN|DEF|NOM//nmod//29 som//HA//obl//34 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//34 handlar//VB|PRS|AKT//acl:relcl//29 om//PP//case//34 .//MAD//punct//19
4.1 Det finns ingen entydig officiell statistik;Enligt//PP//case//1 FN//PM|NOM//obl//13 ://MID//punct//1 s//NN|AN//nummod//4 standardregler//NN|UTR|PLU|IND|NOM//appos//1 om//PP//case//6 delaktighet//NN|UTR|SIN|IND|NOM//nmod//4 och//KN//cc//8 jämlikhet//NN|UTR|SIN|IND|NOM//conj//6 för//PP//case//10 människor//NN|UTR|PLU|IND|NOM//nmod//8 med//PP//case//12 funktionsnedsättning//NN|UTR|SIN|IND|NOM//nmod//10 innefattar//VB|PRS|AKT//ROOT//13 begreppet//NN|NEU|SIN|DEF|NOM//nmod//15 funktionsnedsättning//NN|UTR|SIN|IND|NOM//nsubj//13 ett//DT|NEU|SIN|IND//det//18 stort//JJ|POS|NEU|SIN|IND|NOM//amod//18 antal//NN|NEU|SIN|IND|NOM//nmod//19 funktionshinder//NN|NEU|PLU|IND|NOM//obj//13 på//PP//case//26 grund//NN|UTR|SIN|IND|NOM//fixed//20 av//PP//fixed//20 fysiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 eller//KN//cc//25 intellektuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//23 skador//NN|UTR|PLU|IND|NOM//nmod//19 eller//KN//cc//28 sjukdomar//NN|UTR|PLU|IND|NOM//conj//26 .//MAD//punct//13
4.1 Det finns ingen entydig officiell statistik;Exempel//NN|NEU|PLU|IND|NOM//nsubj//34 på//PP//case//32 funktionshinder//NN|NEU|PLU|IND|NOM//nmod//30 är//VB|PRS|AKT//cop//34 nedsatt//PC|PRF|UTR|SIN|IND|NOM//conj//13 syn//NN|UTR|SIN|IND|NOM//compound:prt//34 eller//KN//cc//37 hörsel-//NN|UTR|-|-|SMS//conj//35 ,//MID//punct//39 tal-//NN|NEU|-|-|SMS//conj//35 eller//KN//cc//41 röstproblem//NN|NEU|PLU|IND|NOM//conj//35 ,//MID//punct//43 rörelsehinder//NN|UTR|PLU|IND|NOM//conj//35 ,//MID//punct//45 allergi//NN|UTR|SIN|IND|NOM//conj//35 ///MID//cc//47 astma//NN|UTR|SIN|IND|NOM//conj//35 och//KN//cc//50 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//50 former//NN|UTR|PLU|IND|NOM//conj//35 av//PP//case//53 psykiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 funktionshinder//NN|NEU|PLU|IND|NOM//nmod//50 .//MAD//punct//34
