
Sverige skall vara en pådrivande kraft och ett fö regångsland i strävan att skapa ett hållbart samhälle.;Ur//PP//case//2 regeringsfö//NN|UTR|SIN|IND|NOM//amod//2 rklaringen//NN|UTR|SIN|DEF|NOM//ROOT//2 den//DT|UTR|SIN|DEF//det//5 22//RG|NOM//nummod//5 mars//NN|UTR|SIN|IND|NOM//nmod//2 1996//RG|NOM//nummod//5
En effektivare styrning av statsfö rvaltningens miljö arbete;Fö//NN|NEU|SIN|IND|NOM//nmod//34 r//NN|NEU|SIN|IND|NOM//parataxis//6 att//SN//mark//52 tydliggö//NN|UTR|SIN|DEF|NOM//nsubj//37 ra//PL//nsubj//52 det//DT|NEU|SIN|DEF//det//40 egna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//40 departementets//NN|NEU|SIN|DEF|GEN//nmod:poss//41 ansvar//NN|NEU|SIN|IND|NOM//obj//37 och//KN//cc//43 med-vetenhet//NN|UTR|SIN|IND|NOM//conj//37 bö//UO//nmod//45 r//NN|NEU|SIN|IND|NOM//advmod//43 varje//DT|UTR/NEU|SIN|IND//det//47 departement//NN|NEU|SIN|IND|NOM//obj//43 på//PP//case//50 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//50 hand//NN|UTR|SIN|IND|NOM//nmod//47 fö//NN|NEU|SIN|IND|NOM//conj//37 rmedla//VB|INF|AKT//ccomp//34 denna//DT|UTR|SIN|DEF//det//54 kunskap//NN|UTR|SIN|IND|NOM//obj//52 till//PP//case//57 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//57 anställda//NN|UTR|PLU|IND|NOM//obl//52 .//MAD//punct//6
En effektivare styrning av statsfö rvaltningens miljö arbete;Här//AB//advmod//1 ingår//VB|PRS|AKT//ROOT//1 också//AB//advmod//1 att//SN//mark//11 fö//NN|NEU|SIN|IND|NOM//nmod//5 regå//NN|UTR|PLU|IND|NOM//nsubj//11 med//PP//case//8 gott//JJ|POS|NEU|SIN|IND|NOM//amod//8 exempel//NN|NEU|SIN|IND|NOM//nmod//5 eftersom//SN//case//11 en//DT|UTR|SIN|IND//det//11 integrering//NN|UTR|SIN|IND|NOM//nsubj//21 av//PP//case//13 miljö//NN|UTR|SIN|IND|NOM//nmod//11 -hänsyn//NN|UTR|SIN|IND|NOM//punct//11 i//PP//case//18 hö//NN|NEU|SIN|IND|NOM//fixed//15 gsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//18 grad//NN|UTR|SIN|IND|NOM//nmod//11 är//VB|PRS|AKT//cop//21 en//DT|UTR|SIN|IND//det//21 lednings-//NN|NEU|-|-|SMS//nsubj//1 och//KN//cc//23 attitydfråga//NN|UTR|SIN|IND|NOM//conj//21 i//PP//case//21 fö//NN|AN//fixed//24 rhållande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//1 till//PP//case//28 myndig-heterna//NN|UTR|PLU|DEF|NOM//obl//26 .//MAD//punct//1
En effektivare styrning av statsfö rvaltningens miljö arbete;En//DT|UTR|SIN|IND//det//32 fö//UO//amod//32 rutsättning//NN|UTR|SIN|IND|NOM//nsubj//1 fö//UO//nmod//34 r//UO//nmod//32 att//SN//mark//39 miljö//NN|UTR|SIN|IND|NOM//amod//37 hänsyn//NN|UTR|SIN|IND|NOM//nsubj//39 ska//VB|PRS|AKT//aux//39 bli//VB|INF|AKT//acl//32 en//DT|UTR|SIN|IND//det//41 del//NN|UTR|SIN|IND|NOM//xcomp//39 av//PP//case//45 den//DT|UTR|SIN|DEF//det//45 dagliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//45 verk-samheten//NN|UTR|SIN|DEF|NOM//nmod//41 inom//PP//case//47 myndigheterna//NN|UTR|PLU|DEF|NOM//nmod//45 är//VB|PRS|AKT//cop//32 att//SN//mark//52 varje//DT|UTR/NEU|SIN|IND//det//51 departement//NN|NEU|SIN|IND|NOM//nsubj//52 uppmärksammar//VB|PRS|AKT//csubj//32 miljö//NN|UTR|SIN|IND|NOM//obj//52 -frågan//NN|UTR|SIN|DEF|NOM//obj//52 samt//KN//cc//56 ser//VB|PRS|AKT//conj//52 ö//NN|UTR|SIN|IND|NOM//nummod//58 ver//NN|UTR|SIN|IND|NOM//obj//56 sin//PS|UTR|SIN|DEF//obj//56
En effektivare styrning av statsfö rvaltningens miljö arbete;Av//PP//case//1 Miljö//NN|UTR|SIN|IND|NOM//nmod//2 vårdsberedningens//NN|UTR|SIN|DEF|GEN//nmod:poss//3 enkät//NN|UTR|SIN|IND|NOM//nsubj//6 till//PP//case//5 myndigheterna//NN|UTR|PLU|DEF|NOM//nmod//3 framgår//VB|PRS|AKT//ROOT//6 att//SN//mark//14 de//DT|UTR/NEU|PLU|DEF//det//10 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//amod//10 myn-digheter//NN|UTR|PLU|IND|NOM//nsubj//14 ännu//AB//advmod//14 inte//AB//advmod//14 har//VB|PRS|AKT//aux//14 startat//VB|SUP|AKT//ccomp//6 eller//KN//cc//22 att//SN//mark//22 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//22 är//VB|PRS|AKT//cop//22 alldeles//AB//advmod//22 i//PP//case//22 bö//NN|AN//amod//22 rjan//NN|UTR|SIN|DEF|NOM//conj//14 av//PP//case//25 sitt//PS|NEU|SIN|DEF//nmod:poss//25 miljö//NN|UTR|SIN|IND|NOM//nmod//22 arbete//NN|NEU|SIN|IND|NOM//conj//22 och//KN//cc//28 behö//NN|UTR|SIN|IND|NOM//conj//14 ver//PN|UTR|PLU|DEF|SUB//xcomp//28 råd//NN|NEU|SIN|IND|NOM//obj//28 och//KN//cc//32 stö//NN|NEU|PLU|IND|NOM//conj//30 d//NN|AN//punct//30 under//PP//case//36 arbetets//NN|NEU|SIN|DEF|GEN//nmod:poss//36 gång//NN|UTR|SIN|IND|NOM//obl//28 .//MAD//punct//6
En effektivare styrning av statsfö rvaltningens miljö arbete;Regeringskansliet//NN|NEU|SIN|DEF|NOM//parataxis//6 i//PP//case//41 sin//PS|UTR|SIN|DEF//nmod:poss//41 helhet//NN|UTR|SIN|IND|NOM//nmod//38 måste//VB|PRS|AKT//aux//44 därfö//AB|POS//nsubj//44 r//NN|NEU|SIN|IND|NOM//punct//6 aktivt//AB|POS//fixed//44 fö//VB|PRT|AKT//amod//47 lja//NN|AN//obj//6 och//KN//cc//50 stö//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//50 dja//KN|AN//conj//47 myndigheterna//NN|UTR|PLU|DEF|NOM//conj//47 .//MID//punct//6
En effektivare styrning av statsfö rvaltningens miljö arbete;Varje//DT|UTR/NEU|SIN|IND//det//54 departement//NN|NEU|SIN|IND|NOM//nsubj//56 måste//VB|PRS|AKT//aux//56 skaffa//VB|INF|AKT//parataxis//6 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//56 en//DT|UTR|SIN|IND//det//60 klar//JJ|POS|UTR|SIN|IND|NOM//amod//60 bild//NN|UTR|SIN|IND|NOM//obj//56 ö//NN|UTR|SIN|IND|NOM//case//62 ver//NN|AN//obl//56 den//DT|UTR|SIN|DEF//det//64 miljö//NN|UTR|SIN|IND|NOM//obj//56 påverkan//NN|UTR|SIN|IND|NOM//obj//56 det//DT|NEU|SIN|DEF//det//68 egna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//68 departementsområdet//NN|NEU|SIN|DEF|NOM//nsubj//70 är//VB|PRS|AKT//cop//70 orsak//NN|UTR|SIN|IND|NOM//conj//56 till//PP//advmod//70 samt//KN//cc//73 tydliggö//NN|UTR|SIN|IND|GEN//nmod//74 ra//NN|UTR|SIN|IND|NOM//obl//70 vad//HP|NEU|SIN|IND//obj//77 man//PN|UTR|SIN|IND|SUB//nsubj//77 vill//VB|PRS|AKT//acl:relcl//74 att//SN//mark//81 myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//81 ska//VB|PRS|AKT//aux//81 gö//NN|NEU|SIN|IND|NOM//ccomp//77 ra//PL//obj//81 och//KN//cc//86 sedan//PP//case//86 fö//VB|PRT|AKT//amod//86 lja//VB|INF|AKT//conj//82 upp//PL//compound:prt//86 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//81 .//MAD//punct//6

Myndigheternas miljö arbete;Alla//DT|UTR/NEU|PLU|IND/DEF//det//2 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 myndigheter//NN|UTR|PLU|IND|NOM//nsubj//3 har//VB|PRS|AKT//ROOT//3 ett//DT|NEU|SIN|IND//det//6 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 miljö//NN|UTR|SIN|IND|NOM//amod//7 ansvar//NN|NEU|SIN|IND|NOM//obj//3 fö//NN|NEU|SIN|IND|NOM//advmod//9 r//PM|NOM//obl//3 sin//PS|UTR|SIN|DEF//nmod:poss//11 verksamhet//NN|UTR|SIN|IND|NOM//obj//3 ,//MID//punct//17 men//KN//cc//17 myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//17 är//VB|PRS|AKT//cop//17 mycket//AB|POS//advmod//17 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//3 både//KN//cc//20 vad//HP|NEU|SIN|IND//nsubj//20 gäller//VB|PRS|AKT//conj//3 storlek//NN|UTR|SIN|IND|NOM//obj//20 och//KN//cc//23 typ//NN|UTR|SIN|IND|NOM//conj//21 av//PP//case//25 verk-samhet//NN|UTR|SIN|IND|NOM//nmod//23 .//MID//punct//3
Myndigheternas miljö arbete;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//28 går//VB|PRS|AKT//parataxis//3 ändå//AB//advmod//28 att//IE//mark//31 indela//VB|INF|AKT//csubj//28 den//DT|UTR|SIN|DEF//det//33 miljö//NN|UTR|SIN|IND|NOM//obj//31 påverkan//NN|UTR|SIN|IND|NOM//obj//31 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//36 verksamhet//NN|UTR|SIN|IND|NOM//obj//31 ger//VB|PRS|AKT//conj//28 upp-hov//NN|NEU|SIN|IND|NOM//obj//37 till//PP//compound:prt//37 i//PP//case//42 tre//RG|NOM//nummod//42 kategorier//NN|UTR|PLU|IND|NOM//obl//37 .//MAD//punct//28
Myndigheternas miljö arbete;Den//DT|UTR|SIN|DEF//det//1 interna//JJ|POS|UTR/NEU|SIN|DEF|NOM//ROOT//1 och//KN//cc//6 den//DT|UTR|SIN|DEF//det//5 administrativa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//5 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj//6 påverkar//VB|PRS|AKT//conj//1 miljö//NN|UTR|SIN|IND|NOM//obj//6 n//NN|NEU|SIN|IND|NOM//nummod//6 ,//MID//punct//1 d.v.s.//AB|AN//advmod//11 drift//NN|UTR|SIN|IND|NOM//conj//1 av//PP//case//13 lokaler//NN|UTR|PLU|IND|NOM//nmod//11 ,//MID//punct//13 fö//NN|AN//amod//16 rbrukning//NN|UTR|SIN|IND|NOM//conj//1 av//PP//case//18 kontorsmaterial//NN|NEU|SIN|IND|NOM//nmod//16 och//KN//cc//20 energi//NN|UTR|SIN|IND|NOM//conj//18 ,//MID//punct//22 alstring//NN|UTR|SIN|IND|NOM//conj//1 av//PP//case//24 avfall//NN|NEU|PLU|IND|NOM//nmod//22 ,//MID//punct//26 resor//NN|UTR|PLU|IND|NOM//conj//1 och//KN//cc//28 upphandling//NN|UTR|SIN|IND|NOM//conj//1 .//MAD//punct//1
Myndigheternas miljö arbete;Vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 myndigheter//NN|UTR|PLU|IND|NOM//nsubj//4 kan//VB|PRS|AKT//aux//4 direkt//AB|POS//advmod//4 påverka//VB|INF|AKT//ROOT//4 miljö//NN|UTR|SIN|IND|NOM//obj//4 n//NN|NEU|SIN|IND|NOM//obl//4 genom//PP//case//9 t.ex.//AB|AN//advmod//9 utsläpp//NN|NEU|PLU|IND|NOM//obl//4 om//SN//mark//12 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//12 har//VB|PRS|AKT//advcl//4 drifts-//NN|UTR|-|-|SMS//obj//12 ,//MID//punct//16 och//KN//cc//16 anläggningsverksamhet//NN|UTR|SIN|IND|NOM//conj//13 eller//KN//cc//18 tjänstefordon//NN|NEU|SIN|IND|NOM//conj//13 .//MAD//punct//4
Myndigheternas miljö arbete;Exempel//NN|NEU|SIN|IND|NOM//nsubj//23 är//VB|PRS|AKT//cop//23 Luftfartsver-kets//PM|GEN//nmod:poss//23 flygplatser//NN|UTR|PLU|IND|NOM//parataxis//4 ,//MID//punct//23 Vägverkets//NN|NEU|SIN|DEF|GEN//nmod:poss//26 anläggning//NN|UTR|SIN|IND|NOM//conj//23 och//KN//cc//28 underhåll//NN|NEU|SIN|IND|NOM//conj//26 av//PP//case//30 vägar//NN|UTR|PLU|IND|NOM//nmod//28 ,//MID//punct//30 Banverkets//PM|GEN//nmod:poss//33 impregneringsanläggningar//NN|UTR|PLU|IND|NOM//conj//30 ,//MID//punct//33 polisens//NN|UTR|SIN|DEF|GEN//nmod:poss//36 bilar//NN|UTR|PLU|IND|NOM//conj//30 och//KN//cc//38 laboratorierna//NN|UTR|PLU|DEF|NOM//conj//30 vid//PP//case//40 universiteten//NN|NEU|PLU|DEF|NOM//nmod//38 .//MAD//punct//23
Myndigheternas miljö arbete;Indirekt//JJ|POS|UTR|SIN|IND|NOM//amod//1 miljö//JJ|POS|UTR|SIN|IND|NOM//nmod//2 påverkan//NN|UTR|SIN|IND|NOM//nsubj//6 är//VB|PRS|AKT//cop//6 en//DT|UTR|SIN|IND//det//6 fö//NN|UTR|SIN|IND|NOM//amod//6 ljd//NN|UTR|SIN|IND|NOM//ROOT//6 av//PP//case//8 beslut//NN|NEU|SIN|IND|NOM//nmod//6 om//PP//case//11 fö//NN|NEU|SIN|IND|NOM//amod//11 reskrifter//NN|UTR|PLU|IND|NOM//nmod//6 ,//MID//punct//13 riktlinjer//NN|UTR|PLU|IND|NOM//conj//11 ,//MID//punct//15 bidrag//NN|NEU|PLU|IND|NOM//conj//11 m.m.//AB|AN//conj//11 genom//PP//mark//20 att//SN//mark//20 sådana//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//20 påverkar//VB|PRS|AKT//advcl//6 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 aktö//NN|NEU|PLU|IND|NOM//nmod:poss//23 rer//PM|NOM//obj//20 i//PP//case//25 samhället//NN|NEU|SIN|DEF|NOM//nmod//23 att//IE//mark//27 agera//VB|INF|AKT//xcomp//20 eller//KN//cc//29 avstå//VB|INF|AKT//conj//27 från//PP//mark//32 att//IE//mark//32 agera//VB|INF|AKT//advcl//27 på//PP//case//36 ett//DT|NEU|SIN|IND//det//36 visst//JJ|POS|NEU|SIN|IND|NOM//amod//36 sätt//NN|NEU|SIN|IND|NOM//obl//32 .//MAD//punct//6
Myndigheternas miljö arbete;Sådan//JJ|POS|UTR|SIN|IND|NOM//amod//39 miljö//NN|UTR|SIN|IND|NOM//nsubj//46 påverkan//NN|UTR|SIN|IND|NOM//nsubj//46 kan//VB|PRS|AKT//aux//46 ofta//AB|POS//advmod//46 vara//VB|INF|AKT//cop//46 den//DT|UTR|SIN|DEF//det//46 mest//AB|SUV//advmod//46 be-tydelsefulla//NN|UTR|SIN|IND|NOM//appos//6 och//KN//cc//49 kan//VB|PRS|AKT//aux//49 uppstå//VB|INF|AKT//conj//6 genom//PP//case//52 t.ex.//AB|AN//advmod//52 miljö//JJ|POS|UTR|SIN|IND|NOM//amod//53 utbildning//NN|UTR|SIN|IND|NOM//obl//49 i//PP//case//55 skolan//NN|UTR|SIN|DEF|NOM//nmod//53 ,//MID//punct//58 skattereglers//NN|UTR|PLU|IND|GEN//nmod:poss//58 utformning//NN|UTR|SIN|IND|NOM//conj//53 ,//MID//punct//58 om//SN//mark//63 miljö//NN|UTR|SIN|IND|NOM//nsubj//63 frågan//NN|UTR|SIN|DEF|NOM//nsubj//63 ingår//VB|PRS|AKT//advcl//49 i//PP//case//65 arbetsmarknadsstö//NN|UTR|SIN|IND|NOM//obl//63 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//63 eller//KN//cc//74 genom//PP//mark//74 att//SN//mark//74 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//71 krav//NN|NEU|PLU|IND|NOM//nsubj:pass//74 och//KN//cc//73 regler//NN|UTR|PLU|IND|NOM//conj//71 utformas//VB|PRS|SFO//conj//63 så//AB//mark//81 att//SN//fixed//75 transportbehoven//NN|NEU|PLU|DEF|NOM//nsubj//81 eller//KN//cc//79 energiåtgången//NN|UTR|SIN|DEF|NOM//conj//77 ö//PP//amod//81 kar//NN|NEU|SIN|IND|NOM//obl//74 m.m//AB|AN//conj//81 ..//MAD//punct//6
Myndigheternas miljö arbete;Alla//DT|UTR/NEU|PLU|IND/DEF//det//1 myndigheter//NN|UTR|PLU|IND|NOM//nsubj//8 oavsett//PP//case//3 storlek//NN|UTR|SIN|IND|NOM//nmod//1 och//KN//cc//5 huvudinriktning//NN|UTR|SIN|IND|NOM//conj//3 på//PP//case//7 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//3 påver-kar//JJ|POS|UTR|SIN|IND|NOM//ROOT//8 miljö//NN|UTR|SIN|IND|NOM//nsubj//8 n//NN|NEU|SIN|IND|NOM//nummod//8 genom//PP//case//14 sin//PS|UTR|SIN|DEF//nmod:poss//13 interna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//14 verksamhet//NN|UTR|SIN|IND|NOM//obl//8 och//KN//cc//16 administrationen//NN|UTR|SIN|DEF|NOM//conj//14 .//MAD//punct//8
Myndigheternas miljö arbete;I//PP//advmod//24 ö//NN|UTR|SIN|IND|NOM//fixed//18 vrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//18 är//VB|PRS|AKT//cop//24 insla-get//NN|NEU|SIN|DEF|NOM//nmod:poss//24 stö//UO//amod//24 rre//UO//appos//8 eller//KN//cc//26 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//24 av//PP//case//31 direkt//JJ|POS|UTR|SIN|IND|NOM//amod//31 och//KN//cc//30 indirekt//JJ|POS|UTR|SIN|IND|NOM//conj//28 påverkan//NN|UTR|SIN|IND|NOM//nmod//24 .//MAD//punct//8
Myndigheternas miljö arbete;Myndigheternas//NN|UTR|PLU|DEF|GEN//nmod:poss//2 generella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 miljö//NN|UTR|SIN|IND|NOM//nmod:poss//3 ansvar//NN|NEU|SIN|IND|NOM//nsubj//4 innebär//VB|PRS|AKT//ROOT//4 att//SN//mark//16 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//16 utifrån//PP//case//11 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//11 och//KN//cc//10 riksdagens//NN|UTR|SIN|DEF|GEN//conj//8 beslut//NN|NEU|SIN|IND|NOM//obl//16 om//PP//case//15 samhällssektorernas//NN|UTR|PLU|DEF|GEN//nmod:poss//14 miljö//NN|UTR|SIN|IND|NOM//amod//15 ansvar//NN|NEU|SIN|IND|NOM//nmod//11 minskar//VB|PRS|AKT//ccomp//4 sin//PS|UTR|SIN|DEF//nmod:poss//19 negativa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//19 miljö//NN|UTR|SIN|IND|NOM//nsubj//16 påverkan//NN|UTR|SIN|IND|NOM//obj//16 och//KN//cc//22 arbetar//VB|PRS|AKT//conj//16 fö//NN|NEU|SIN|IND|NOM//nmod//24 r//NN|NEU|SIN|IND|NOM//obj//22 att//SN//mark//30 miljö//NN|UTR|SIN|IND|NOM//amod//27 aspekter//NN|UTR|PLU|IND|NOM//nsubj//30 ska//VB|PRS|AKT//aux//30 vara//VB|INF|AKT//cop//30 integrerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ccomp//22 i//PP//case//34 myndig-hetens//NN|UTR|SIN|DEF|GEN//nmod:poss//34 ordinarie//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//34 arbete//NN|NEU|SIN|IND|NOM//obl//30 på//PP//case//38 ett//DT|NEU|SIN|IND//det//38 naturligt//JJ|POS|NEU|SIN|IND|NOM//amod//38 sätt//NN|NEU|SIN|IND|NOM//obl//30 i//PP//case//40 planeringen//NN|UTR|SIN|DEF|NOM//nmod//38 ,//MID//punct//42 beslutsfattandet//NN|NEU|SIN|DEF|NOM//conj//40 och//KN//cc//47 den//DT|UTR|SIN|DEF//det//45 lö//NN|AN//nmod//47 pande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//47 verksamheten//NN|UTR|SIN|DEF|NOM//conj//40 .//MAD//punct//4
Myndigheternas miljö arbete;Myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//52 ska//VB|PRS|AKT//aux//52 alltid//AB//advmod//52 beakta//VB|INF|AKT//parataxis//4 konsekvenserna//NN|UTR|PLU|DEF|NOM//obj//52 fö//NN|NEU|SIN|IND|NOM//case//56 r//UO//nummod//56 miljö//NN|UTR|SIN|IND|NOM//nmod//53 n//NN|NEU|SIN|IND|NOM//obl//52 när//HA//mark//60 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//60 utfärdar//VB|PRS|AKT//advcl//52 regler//NN|UTR|PLU|IND|NOM//obj//60 ,//MID//punct//63 fattar//VB|PRS|AKT//conj//52 beslut//NN|NEU|PLU|IND|NOM//obj//63 eller//KN//cc//66 lämnar//VB|PRS|AKT//conj//63 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//69 fö//RG|NOM//amod//69 rslag//NN|NEU|PLU|IND|NOM//obj//66 till//PP//case//71 så-dana//NN|UTR|SIN|IND|NOM//obl//66 .//MAD//punct//52
Myndigheternas miljö arbete;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//76 ska//VB|PRS|AKT//aux//76 således//AB//advmod//76 ta//VB|INF|AKT//conj//52 hänsyn//NN|UTR|SIN|IND|NOM//obj//76 till//PP//case//80 miljö//NN|UTR|SIN|IND|NOM//amod//80 aspekter//NN|UTR|PLU|IND|NOM//obl//76 både//KN//cc//88 när//HA//case//88 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//82 gäller//VB|PRS|AKT//fixed//82 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//87 eget//JJ|POS|NEU|SIN|IND/DEF|NOM//amod//87 interna//JJ|POS|UTR/NEU|SIN|DEF|NOM//nmod//88 arbete//NN|NEU|SIN|IND|NOM//obl//76 och//KN//cc//94 när//HA//case//94 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//90 gäller//VB|PRS|AKT//fixed//90 det//DT|NEU|SIN|DEF//det//94 arbete//NN|NEU|SIN|IND|NOM//conj//88 som//HP|-|-|-//nsubj//97 är//VB|PRS|AKT//cop//97 utåtriktat//JJ|POS|NEU|SIN|IND|NOM//acl:relcl//94 mot//PP//case//99 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl//97 .//MAD//punct//52
Myndigheternas miljö arbete;I//PP//case//2 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 sammanhang//NN|NEU|PLU|IND|NOM//obl//3 har//VB|PRS|AKT//ROOT//3 det//PN|NEU|SIN|DEF|SUB/OBJ//det//7 stor//JJ|POS|UTR|SIN|IND|NOM//amod//7 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//7 betydelse//NN|UTR|SIN|IND|NOM//obj//3 att//SN//mark//11 en//DT|UTR|SIN|IND//det//10 myndighet//NN|UTR|SIN|IND|NOM//nsubj//11 har//VB|PRS|AKT//acl//7 en//DT|UTR|SIN|IND//det//15 väl//AB|POS//advmod//14 fungerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 organisation//NN|UTR|SIN|IND|NOM//obj//11 och//KN//cc//17 uppbyggd//PC|PRF|UTR|SIN|IND|NOM//conj//11 kompetens//NN|UTR|SIN|IND|NOM//obj//17 så//SN//mark//23 att//SN//fixed//19 miljö//NN|UTR|SIN|IND|NOM//fixed//19 hänsyn//NN|UTR|SIN|IND|NOM//nsubj//23 kommer//VB|PRS|AKT//conj//11 in//PL//compound:prt//23 tidigt//AB|POS//advmod//23 i//PP//case//27 planeringen//NN|UTR|SIN|DEF|NOM//obl//23 .//MAD//punct//3
Myndigheternas miljö arbete;Exempel//NN|NEU|SIN|IND|NOM//parataxis//3 på//PP//case//31 detta//PN|NEU|SIN|DEF|SUB/OBJ//nmod//29 är//VB|PRS|AKT//cop//48 att//IE//mark//48 i//PP//advmod//40 samband//NN|NEU|SIN|IND|NOM//fixed//34 med//PP//case//40 all//DT|UTR|SIN|IND/DEF//det//40 ö//PP//amod//40 vergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//40 planering//NN|UTR|SIN|IND|NOM//obl//48 av//PP//case//42 infrastruktur//NN|UTR|SIN|IND|NOM//nmod//40 t.ex.//AB|AN//advmod//44 riksvägnät//NN|NEU|SIN|IND|NOM//amod//40 eller//KN//cc//47 järnvägens//NN|UTR|SIN|DEF|GEN//nmod:poss//47 stomnät//NN|NEU|SIN|IND|NOM//conj//44 genomfö//VB|PRS|SFO//conj//3 ra//DT|UTR/NEU|PLU|DEF//iobj//48 s.k.//AB|AN//amod//52 strategiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 miljö//NN|UTR|SIN|IND|NOM//obj//48 konsekvensbeskrivningar//NN|UTR|PLU|IND|NOM//obj//48 (//PAD//punct//53 MKB//PM|NOM//appos//53 )//PAD//punct//53 och//KN//cc//60 i//PP//case//60 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//60 planerings-skeden//NN|UTR|SIN|DEF|NOM//conj//53 även//AB//advmod//60 sedvanliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//63 MKB//PM|NOM//appos//53 i//PP//case//68 enlighet//NN|UTR|SIN|IND|NOM//fixed//64 med//PP//fixed//64 lagstiftningens//NN|UTR|SIN|DEF|GEN//nmod:poss//68 krav//NN|NEU|SIN|IND|NOM//obl//48 .//MAD//punct//3
