Sammanfattning;Den//DT|UTR|SIN|DEF//det//1 undersökning//NN|UTR|SIN|IND|NOM//nsubj//8 som//HP|-|-|-//nsubj//3 skett//VB|SUP|AKT//acl:relcl//1 vid//PP//case//5 Skattemyndigheten//PM|NOM//obl//3 i//PP//case//7 Växjöregionen//PM|NOM//nmod//5 leder//VB|PRS|AKT//ROOT//8 fram//PL//compound:prt//8 till//PP//mark//16 att//SN//mark//16 total//JJ|POS|UTR|SIN|IND|NOM//amod//13 resursåtgång//NN|UTR|SIN|IND|NOM//nsubj//16 för//PP//case//15 arbetsuppgifter//NN|UTR|PLU|IND|NOM//nmod//13 föranledda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//8 av//PP//case//18 förekomsten//NN|UTR|SIN|DEF|NOM//obl//16 av//PP//case//21 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 skattesatser//NN|UTR|PLU|IND|NOM//nmod//18 för//PP//case//23 moms//NN|UTR|SIN|IND|NOM//nmod//18 för//PP//case//25 Skatteverket//PM|NOM//nmod//23 i//PP//case//27 riket//NN|NEU|SIN|DEF|NOM//nmod//25 som//KN//nsubj:pass//31 helhet//NN|UTR|SIN|IND|NOM//nsubj:pass//31 kan//VB|PRS|AKT//aux//31 uppskattas//VB|INF|SFO//acl:relcl//18 till//PP//case//35 cirka//AB//advmod//34 130–150//RG|NOM//nummod//35 årsarbetskrafter//NN|UTR|PLU|IND|NOM//obl//31 .//MAD//punct//8
10.1 Inledning;De//DT|UTR/NEU|PLU|DEF//det//47 bedömningar//NN|UTR|PLU|IND|NOM//nsubj:pass//69 som//HP|-|-|-//nsubj:pass//49 gjorts//VB|SUP|SFO//acl:relcl//47 av//PP//case//51 Skattebasutredningen//NN|UTR|SIN|DEF|NOM//obl:agent//49 ,//MID//punct//47 och//KN//cc//55 som//HP|-|-|-//nsubj//55 mynnar//VB|PRS|AKT//conj//47 ut//PL//compound:prt//55 i//PP//mark//60 att//SN//mark//60 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//60 förordar//VB|PRS|AKT//advcl//55 en//DT|UTR|SIN|IND//det//65 enhetlig//JJ|POS|UTR|SIN|IND|NOM//amod//65 och//KN//cc//64 sänkt//PC|PRF|UTR|SIN|IND|NOM//conj//62 mervärdesskattesats//NN|UTR|SIN|IND|NOM//obj//60 ,//MID//punct//47 kommer//VB|PRS|AKT//aux//69 att//IE//mark//69 tas//VB|INF|SFO//parataxis//22 upp//PL//compound:prt//69 .//MAD//punct//22
10.1 Inledning;Vad//HP|NEU|SIN|IND//dislocated//75 som//HP|-|-|-//nsubj:pass//75 behöver//VB|PRS|AKT//aux//75 analyseras//VB|INF|SFO//acl:relcl//22 är//VB|PRS|AKT//cop//85 i//PP//case//78 vad//HP|NEU|SIN|IND//obl//85 mån//NN|UTR|SIN|IND|NOM//advmod//78 ändringar//NN|UTR|PLU|IND|NOM//nsubj//85 i//PP//case//82 skattesatsstrukturen//NN|NEU|PLU|DEF|NOM//nmod//80 kan//VB|PRS|AKT//aux//85 vara//VB|INF|AKT//cop//85 fördelaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//6 ur//PP//case//89 ett//DT|NEU|SIN|IND//det//89 internationellt//JJ|POS|NEU|SIN|IND|NOM//amod//89 konkurrensperspektiv//NN|NEU|SIN|IND|NOM//obl//85 .//MAD//punct//85
10.1 Inledning;Fråga//NN|UTR|SIN|IND|NOM//parataxis//85 är//VB|PRS|AKT//cop//91 både//KN//cc//95 om//SN//case//95 nivån//NN|UTR|SIN|DEF|NOM//conj//91 på//PP//case//99 den//DT|UTR|SIN|DEF//det//99 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//99 normalskattesatsen//NN|UTR|SIN|DEF|NOM//nmod//95 ,//MID//punct//99 25//RG|NOM//nummod//102 procent//NN|UTR|PLU|IND|NOM//appos//99 ,//MID//punct//85 och//KN//cc//127 nivån//NN|UTR|SIN|DEF|NOM//nsubj//127 på//PP//case//109 de//DT|UTR/NEU|PLU|DEF//det//109 reducerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//109 skattesatserna//NN|UTR|PLU|DEF|NOM//nmod//105 ,//MID//punct//109 12//RG|NOM//nummod//114 resp.//AB|AN//cc//114 6//RG|NOM//nummod//114 procent//NN|UTR|PLU|IND|NOM//nmod//105 .//MAD//punct//105
10.1 Inledning;Inom//PP//case//122 ramen//NN|UTR|SIN|DEF|NOM//fixed//116 för//PP//fixed//116 en//DT|UTR|SIN|IND//det//122 budgetmässigt//AB|POS//advmod//121 neutral//JJ|POS|UTR|SIN|IND|NOM//amod//122 omläggning//NN|UTR|SIN|IND|NOM//obl//127 skulle//VB|PRT|AKT//aux//127 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//127 kunna//VB|INF|AKT//aux//127 vara//VB|INF|AKT//cop//127 möjligt//JJ|POS|NEU|SIN|IND|NOM//conj//85 att//IE//mark//130 bättre//AB|KOM//advmod//130 anpassa//VB|INF|AKT//csubj//127 skattesatsstrukturen//NN|UTR|SIN|DEF|NOM//obj//130 till//PP//case//134 de//DT|UTR/NEU|PLU|DEF//det//134 krav//NN|NEU|PLU|IND|NOM//obl//130 som//HP|-|-|-//nsubj:pass//136 ställs//VB|PRS|SFO//acl:relcl//134 upp//PL//compound:prt//136 av//PP//case//139 internationaliseringen//NN|UTR|SIN|DEF|NOM//obl:agent//136 .//MAD//punct//85
10.1 Inledning;I//PP//case//3 en//DT|UTR|SIN|IND//det//3 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//3 analys//NN|UTR|SIN|IND|NOM//obl//6 bör//VB|PRS|AKT//aux//6 således//AB//advmod//6 bedömas//VB|INF|SFO//ROOT//6 vilka//HD|UTR/NEU|PLU|IND//det//8 gränshandelseffekter//NN|UTR|PLU|IND|NOM//xcomp//6 den//DT|UTR|SIN|DEF//det//12 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 25//RG|NOM//nummod//12 procentsnivån//NN|NEU|PLU|IND|NOM//nsubj//8 ,//MID//punct//12 som//HP|-|-|-//nsubj//15 omfattar//VB|PRS|AKT//acl:relcl//12 flertalet//NN|NEU|SIN|DEF|NOM//nmod//17 varor//NN|UTR|PLU|IND|NOM//obj//15 och//KN//cc//19 tjänster//NN|UTR|PLU|IND|NOM//conj//17 ,//MID//punct//6 kan//VB|PRS|AKT//aux//22 förväntas//VB|INF|SFO//conj//6 ha//VB|INF|AKT//xcomp//22 nu//AB//advmod//23 eller//KN//cc//27 i//PP//case//27 framtiden//NN|UTR|SIN|DEF|NOM//conj//24 .//MAD//punct//6
10.1 Inledning;Bedömningen//NN|UTR|SIN|DEF|NOM//nsubj//32 bör//VB|PRS|AKT//aux//32 också//AB//advmod//32 avse//VB|INF|AKT//parataxis//6 om//SN//mark//40 de//DT|UTR/NEU|PLU|DEF//det//37 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//37 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//37 mervärdesskattenivåerna//NN|UTR|PLU|DEF|NOM//nsubj//40 är//VB|PRS|AKT//cop//40 rationellt//AB|POS//advmod//40 avvägda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//32 ur//PP//case//44 ett//DT|NEU|SIN|IND//det//44 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//44 perspektiv//NN|NEU|SIN|IND|NOM//obl//40 .//MAD//punct//32
10.1 Inledning;Som//KN//mark//48 Skattebasutredningen//NN|UTR|SIN|DEF|NOM//nsubj//48 konstaterat//VB|SUP|AKT//advcl//49 hänger//VB|PRS|AKT//parataxis//32 frågorna//NN|UTR|PLU|DEF|NOM//nsubj//49 ihop//PL//compound:prt//49 .//MID//punct//32
10.1 Inledning;Utnyttjande//NN|NEU|SIN|IND|NOM//nsubj//62 av//PP//case//56 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//56 mervärdesskatt//NN|UTR|SIN|IND|NOM//nmod//53 på//PP//case//59 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//59 varor//NN|UTR|PLU|IND|NOM//nmod//56 och//KN//cc//61 tjänster//NN|UTR|PLU|IND|NOM//conj//59 nödvändiggör//VB|PRS|AKT//parataxis//32 ,//MID//punct//68 för//PP//case//68 ett//DT|NEU|SIN|IND//det//68 budgetmässigt//AB|POS//amod//68 neutralt//JJ|POS|NEU|SIN|IND|NOM//amod//68 resultat//NN|NEU|SIN|IND|NOM//conj//62 ,//MID//punct//72 en//DT|UTR|SIN|IND//det//72 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//72 nivå//NN|UTR|SIN|IND|NOM//conj//68 för//PP//case//74 normalskattesatsen//NN|UTR|SIN|DEF|NOM//nmod//72 .//MAD//punct//32
10.1 Inledning;Gränshandelsfrågorna//NN|UTR|PLU|DEF|NOM//nsubj//81 bör//VB|PRS|AKT//aux//81 vara//VB|INF|AKT//cop//81 en//DT|UTR|SIN|IND//det//81 betydelsefull//JJ|POS|UTR|SIN|IND|NOM//amod//81 faktor//NN|UTR|SIN|IND|NOM//parataxis//32 vid//PP//case//83 valet//NN|NEU|SIN|DEF|NOM//nmod//81 av//PP//case//85 skattesatsstruktur//NN|UTR|SIN|IND|NOM//nmod//83 för//PP//case//87 mervärdesskatten//NN|UTR|SIN|DEF|NOM//obl//81 .//MAD//punct//6
10.1 Inledning;Hittills//AB//advmod//4 har//VB|PRS|AKT//aux//4 internationaliseringsaspekterna//NN|UTR|PLU|DEF|NOM//nsubj//4 inte//AB//advmod//4 tillmätts//VB|SUP|SFO//ROOT//4 någon//DT|UTR|SIN|IND//det//7 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 betydelse//NN|UTR|SIN|IND|NOM//obj//4 vid//PP//case//9 valet//NN|NEU|SIN|DEF|NOM//obl//4 av//PP//case//11 mervärdesskattesatsstruktur//NN|UTR|SIN|IND|NOM//nmod//9 i//PP//case//13 Sverige//PM|NOM//nmod//9 .//MAD//punct//4
10.1 Inledning;Det//DT|NEU|SIN|DEF//det//17 totala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//17 mervärdesskatteuttagets//NN|NEU|SIN|DEF|GEN//nmod:poss//18 storlek//NN|UTR|SIN|IND|NOM//obj//4 har//VB|PRS|AKT//aux//22 knappast//AB|SUV//advmod//22 heller//AB//advmod//22 bestämts//VB|SUP|SFO//conj//4 med//PP//mark//29 utgångspunkt//NN|UTR|SIN|IND|NOM//fixed//23 från//PP//fixed//23 vad//HP|NEU|SIN|IND//obj//29 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//28 konkurrenskraft//NN|UTR|SIN|IND|NOM//nsubj//29 kräver//VB|PRS|AKT//advcl//22 .//MAD//punct//4
10.1 Inledning;Den//DT|UTR|SIN|DEF//det//36 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//36 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//36 mervärdesskattesatsnivån//NN|UTR|SIN|DEF|NOM//amod//36 25//RG|NOM//nummod//36 procent//NN|UTR|PLU|IND|NOM//nsubj//38 är//VB|PRS|AKT//cop//38 högst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//parataxis//4 i//PP//case//40 Europa//PM|NOM//obl//38 ,//MID//punct//46 endast//AB//advmod//46 Danmark//PM|NOM//nsubj//46 och//KN//cc//45 Ungern//PM|NOM//conj//43 har//VB|PRS|AKT//conj//4 en//DT|UTR|SIN|IND//det//48 beskattning//NN|UTR|SIN|IND|NOM//obj//46 på//PP//case//51 samma//DT|UTR/NEU|SIN/PLU|IND//det//51 nivå//NN|UTR|SIN|IND|NOM//nmod//48 medan//SN//mark//55 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 EU-länder//NN|UTR|PLU|IND|NOM//nsubj//55 har//VB|PRS|AKT//advcl//46 normalskattesatser//NN|UTR|PLU|IND|NOM//obj//55 på//PP//case//59 15–22//RG|NOM//nummod//59 procent//NN|UTR|PLU|IND|NOM//nmod//56 (//PAD//punct//59 22//RG|NOM//nummod//62 %//NN|AN//appos//59 är//VB|PRS|AKT//cop//64 skattesatsen//NN|UTR|SIN|DEF|NOM//obj//46 i//PP//case//66 Finland//PM|NOM//nmod//64 )//PAD//punct//46 .//MAD//punct//4
10.1 Inledning;Se//VB|IMP|AKT//parataxis//4 om//SN//compound:prt//69 skattesatserna//NN|UTR|PLU|DEF|NOM//obj//69 i//PP//case//74 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//74 EG-länder//NN|NEU|PLU|IND|NOM//nmod//71 vidare//AB|KOM//advmod//69 i//PP//case//78 kapitel//NN|NEU|SIN|IND|NOM//nmod//78 4//RG|NOM//obl//69 .//MAD//punct//4
10.1 Inledning;Sett//PC|PRF|NEU|SIN|IND|NOM//ROOT//0 i//PP//case//2 relation//NN|UTR|SIN|IND|NOM//obl//0 till//PP//case//6 det//DT|NEU|SIN|DEF//det//6 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 skatteuttaget//NN|NEU|SIN|DEF|NOM//obl//0 i//PP//advmod//14 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//7 är//VB|PRS|AKT//cop//14 emellertid//AB//advmod//12 inte//AB//advmod//12 mervärdesskattenivån//NN|UTR|SIN|DEF|NOM//nsubj//14 exceptionellt//AB|POS//advmod//14 hög//JJ|POS|UTR|SIN|IND|NOM//obl//0 ://MID//punct//0
10.1 Inledning;mervärdesskatten//NN|UTR|SIN|DEF|NOM//nsubj//17 svarade//VB|PRT|AKT//parataxis//0 år//NN|NEU|SIN|IND|NOM//nmod//19 2001//RG|NOM//obl//17 för//PP//case//22 17,7//RG|NOM//nummod//22 procent//NN|UTR|PLU|IND|NOM//obl//17 av//PP//case//27 de//DT|UTR/NEU|PLU|DEF//det//27 totala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 skatteintäkterna//NN|UTR|PLU|DEF|NOM//nmod//22 ,//MID//punct//22 vilket//HP|NEU|SIN|IND//nsubj:pass//31 kan//VB|PRS|AKT//aux//31 jämföras//VB|INF|SFO//acl:relcl//22 med//PP//case//33 genomsnittet//NN|NEU|SIN|DEF|NOM//obl//31 för//PP//case//35 EU//PM|NOM//nmod//33 där//HA//advmod//43 18,6//RG|NOM//nummod//38 procent//NN|UTR|PLU|IND|NOM//nsubj//43 av//PP//case//42 de//DT|UTR/NEU|PLU|DEF//det//42 totala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 skatteintäkterna//NN|UTR|PLU|DEF|NOM//nmod//38 kommer//VB|PRS|AKT//acl:relcl//33 från//PP//case//45 mervärdesskatt//NN|UTR|SIN|IND|NOM//obl//43 .//MAD//punct//17
10.1 Inledning;Inte//AB//advmod//1 heller//AB//advmod//5 har//VB|PRS|AKT//aux//5 internationaliseringsaspekter//NN|UTR|PLU|IND|NOM//nsubj//5 varit//VB|SUP|AKT//cop//5 avgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ROOT//5 vid//PP//case//7 val//NN|NEU|SIN|IND|NOM//obl//5 av//PP//case//10 de//DT|UTR/NEU|PLU|DEF//det//10 områden//NN|NEU|PLU|IND|NOM//nmod//7 för//PP//mark//14 vilka//HP|UTR/NEU|PLU|IND//det//13 Sverige//PM|NOM//nsubj//14 infört//VB|SUP|AKT//advcl//5 reducerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//16 skattesatser//NN|UTR|PLU|IND|NOM//obj//14 .//MAD//punct//5
10.1 Inledning;Olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 skäl//NN|NEU|PLU|IND|NOM//nsubj:pass//23 för//PP//case//21 reduceringarna//NN|UTR|PLU|DEF|NOM//nmod//19 har//VB|PRS|AKT//aux//23 anförts//VB|SUP|SFO//parataxis//5 ,//MID//punct//25 se//VB|IMP|AKT//conj//23 vidare//AB|KOM//compound:prt//25 kapitel//NN|NEU|SIN|IND|NOM//nmod//28 5//RG|NOM//obl//25 ,//MID//punct//28 kapitel//NN|NEU|SIN|IND|NOM//nmod//31 13//RG|NOM//nummod//28 och//KN//cc//33 bilaga//NN|UTR|SIN|IND|NOM//conj//28 2//RG|NOM//nummod//28 ,//MID//punct//40 men//KN//cc//40 endast//AB//advmod//40 i//PP//advmod//40 undantagsfall//NN|NEU|PLU|IND|NOM//fixed//38 har//VB|PRS|AKT//csubj//45 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//42 konkurrens//NN|UTR|SIN|IND|NOM//obj//40 varit//VB|SUP|AKT//cop//45 en//DT|UTR|SIN|IND//det//45 faktor//NN|UTR|SIN|IND|NOM//nsubj//5 som//HP|-|-|-//nsubj:pass//47 beaktats//VB|SUP|SFO//acl:relcl//45 .//MAD//punct//5
10.1 Inledning;Det//DT|NEU|SIN|DEF//det//50 område//NN|NEU|SIN|IND|NOM//nsubj//58 där//HA//advmod//54 så//AB//advmod//54 kan//VB|PRS|AKT//aux//54 anses//VB|INF|SFO//acl:relcl//50 ha//VB|INF|AKT//aux//56 skett//VB|SUP|AKT//xcomp//54 är//VB|PRS|AKT//cop//58 hotell//NN|NEU|PLU|IND|NOM//parataxis//5 ,//MID//punct//60 skidliftar//NN|UTR|PLU|IND|NOM//conj//58 och//KN//cc//62 persontransportområdet//NN|NEU|SIN|DEF|NOM//conj//58 ,//MID//punct//62 där//HA//advmod//67 turistnäringens//NN|UTR|SIN|DEF|GEN//nmod:poss//66 konkurrenskraft//NN|UTR|SIN|IND|NOM//nsubj:pass//67 åberopats//VB|SUP|SFO//acl:relcl//62 vid//PP//case//69 val//NN|NEU|SIN|IND|NOM//obl//67 av//PP//case//71 mervärdesskattesatsnivå//NN|UTR|SIN|IND|NOM//nmod//69 .//MAD//punct//5
10.1 Inledning;Mervärdesskatten//NN|UTR|SIN|DEF|NOM//nsubj//1 har//VB|PRS|AKT//aux//8 således//AB//advmod//8 i//PP//case//5 dessa//DT|UTR/NEU|PLU|DEF//det//5 sammanhang//NN|NEU|PLU|IND|NOM//obl//8 inte//AB//advmod//8 alls//AB//advmod//8 uppmärksammats//VB|SUP|SFO//advcl//120 på//PP//case//11 samma//DT|UTR/NEU|SIN/PLU|IND//det//11 sätt//NN|NEU|SIN|IND|NOM//obl//8 som//KN//mark//29 punktskatterna//NN|UTR|PLU|DEF|NOM//nsubj//29 på//PP//case//15 alkohol//NN|UTR|SIN|IND|NOM//nmod//13 och//KN//cc//17 tobak//NN|UTR|SIN|IND|NOM//conj//15 och//KN//cc//21 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 produkter//NN|UTR|PLU|IND|NOM//conj//15 ,//MID//punct//29 där//HA//advmod//29 gränshandelsmöjligheterna//NN|UTR|PLU|DEF|NOM//nsubj//29 inom//PP//case//26 EU//PM|NOM//nmod//24 kommit//VB|SUP|AKT//aux//29 att//IE//mark//29 få//VB|INF|AKT//acl//11 en//DT|UTR|SIN|IND//det//32 avgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//32 betydelse//NN|UTR|SIN|IND|NOM//obj//29 för//PP//case//34 skattenivåerna//NN|UTR|PLU|DEF|NOM//obl//29 både//KN//cc//37 i//PP//case//37 Sverige//PM|NOM//conj//34 och//KN//cc//41 i//PP//case//41 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 EU-länder//NN|UTR|PLU|IND|NOM//conj//37 .//MAD//punct//8
10.1 Inledning;Ett//DT|NEU|SIN|IND//det//44 skäl//NN|NEU|SIN|IND|NOM//nsubj//68 till//PP//mark//48 att//SN//mark//48 frågan//NN|UTR|SIN|DEF|NOM//nsubj:pass//48 aktualiserats//VB|SUP|SFO//acl//44 mest//AB|SUV//advmod//48 för//PP//case//51 alkohol//NN|UTR|SIN|IND|NOM//obl//48 och//KN//cc//53 tobak//NN|UTR|SIN|IND|NOM//conj//51 är//VB|PRS|AKT//cop//44 naturligtvis//AB//advmod//44 att//SN//mark//64 skillnaderna//NN|UTR|PLU|DEF|NOM//nsubj//64 i//PP//case//59 punktskattesatser//NN|UTR|PLU|IND|NOM//nmod//57 mellan//PP//case//62 närliggande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//62 länder//NN|NEU|PLU|IND|NOM//nmod//59 historiskt//AB|POS//advmod//64 sett//PC|PRF|NEU|SIN|IND|NOM//acl//44 ofta//AB|POS//advmod//68 varit//VB|SUP|AKT//cop//68 mycket//AB|POS//advmod//68 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//8 .//MAD//punct//68
10.1 Inledning;Borttagande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//68 av//PP//case//73 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//73 restriktioner//NN|UTR|PLU|IND|NOM//nmod//70 för//PP//case//75 gränshandel//NN|UTR|SIN|IND|NOM//nmod//73 med//PP//case//77 varor//NN|UTR|PLU|IND|NOM//nmod//75 inom//PP//case//79 EU-området//NN|NEU|SIN|DEF|NOM//nmod//77 har//VB|PRS|AKT//aux//82 då//AB//advmod//82 lett//VB|SUP|AKT//conj//68 till//PP//case//86 ett//DT|NEU|SIN|IND//det//86 starkt//JJ|POS|NEU|SIN|IND|NOM//amod//86 tryck//NN|NEU|SIN|IND|NOM//obl//82 mot//PP//case//88 utjämning//NN|UTR|SIN|IND|NOM//nmod//86 av//PP//case//90 punktskattesatserna//NN|UTR|PLU|DEF|NOM//nmod//88 .//MAD//punct//68
10.1 Inledning;Denna//DT|UTR|SIN|DEF//det//93 utveckling//NN|UTR|SIN|IND|NOM//nsubj//99 har//VB|PRS|AKT//aux//99 ännu//AB//advmod//99 inte//AB//advmod//99 varit//VB|SUP|AKT//cop//99 lika//AB//advmod//99 tydlig//JJ|POS|UTR|SIN|IND|NOM//conj//68 när//HA//mark//102 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//102 gäller//VB|PRS|AKT//advcl//99 mervärdesskatterna//NN|UTR|PLU|DEF|NOM//obj//102 .//MID//punct//99
10.1 Inledning;Som//HP|-|-|-//mark//106 framgått//VB|SUP|AKT//advcl//99 av//PP//case//109 Skattebasutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//109 betänkande//NN|NEU|SIN|IND|NOM//obl//106 är//VB|PRS|AKT//cop//120 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//110 emellertid//AB//advmod//110 ur//PP//case//118 ett//DT|NEU|SIN|IND//det//118 något//AB//det//118 mera//AB|KOM//advmod//117 långsiktigt//JJ|POS|NEU|SIN|IND|NOM//amod//118 perspektiv//NN|NEU|SIN|IND|NOM//nmod//120 strategiskt//AB|POS//advmod//120 viktigt//JJ|POS|NEU|SIN|IND|NOM//advcl//139 att//IE//mark//122 beakta//VB|INF|AKT//csubj//120 internationaliseringens//NN|UTR|SIN|DEF|GEN//nmod:poss//124 effekter//NN|UTR|PLU|IND|NOM//obj//122 även//AB//advmod//127 inom//PP//case//127 momsområdet//NN|NEU|SIN|DEF|NOM//obl//122 .//MID//punct//120
10.1 Inledning;När//HA//case//132 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//129 gäller//VB|PRS|AKT//fixed//129 mervärdesskatten//NN|UTR|SIN|DEF|NOM//obl//120 kan//VB|PRS|AKT//aux//139 skillnader//NN|UTR|PLU|IND|NOM//nsubj//139 i//PP//case//136 mervärdesskattenivåer//NN|UTR|PLU|IND|NOM//nmod//134 inte//AB//advmod//139 bara//AB//advmod//139 ge//VB|INF|AKT//ROOT//139 upphov//NN|NEU|SIN|IND|NOM//obj//139 till//PP//case//142 skatteeffekter//NN|UTR|PLU|IND|NOM//obl//139 till//PP//case//147 följd//NN|UTR|SIN|IND|NOM//fixed//143 av//PP//fixed//143 traditionell//JJ|POS|UTR|SIN|IND|NOM//amod//147 gränshandel//NN|UTR|SIN|IND|NOM//nmod//142 ,//MID//punct//151 utan//KN//cc//151 också//AB//advmod//151 påverka//VB|INF|AKT//conj//139 företagens//NN|NEU|PLU|DEF|GEN//nmod:poss//153 villkor//NN|NEU|PLU|IND|NOM//obj//151 vid//PP//case//156 gränsöverskridande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//156 transaktioner//NN|UTR|PLU|IND|NOM//obl//151 av//PP//case//159 annat//JJ|POS|NEU|SIN|IND|NOM//amod//159 slag//NN|NEU|SIN|IND|NOM//nmod//156 ,//MID//punct//156 t.ex.//AB|AN//advmod//163 inom//PP//case//163 e-handelsområdet//NN|NEU|SIN|DEF|NOM//appos//156 .//MAD//punct//139
10.1 Inledning;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//168 kommer//VB|PRS|AKT//aux//168 att//IE//mark//168 utvecklas//VB|INF|SFO//parataxis//139 närmare//AB|KOM//advmod//168 i//PP//case//172 det//DT|NEU|SIN|DEF//det//172 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//168 .//MAD//punct//168
10.1 Inledning;Som//KN//case//3 en//DT|UTR|SIN|IND//det//3 nödvändig//JJ|POS|UTR|SIN|IND|NOM//amod//3 bakgrund//NN|UTR|SIN|IND|NOM//obl//11 till//PP//case//7 den//DT|UTR|SIN|DEF//det//7 fortsatta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//7 framställningen//NN|UTR|SIN|DEF|NOM//nmod//3 behöver//VB|PRS|AKT//aux//11 först//AB//advmod//11 närmare//AB|KOM//advmod//11 beskrivas//VB|INF|SFO//ROOT//11 de//DT|UTR/NEU|PLU|DEF//det//13 principer//NN|UTR|PLU|IND|NOM//nsubj:pass//11 och//KN//cc//16 det//DT|NEU|SIN|DEF//det//16 regelverk//NN|NEU|SIN|IND|NOM//conj//13 som//HP|-|-|-//nsubj//18 styr//VB|PRS|AKT//acl:relcl//16 hanteringen//NN|UTR|SIN|DEF|NOM//obj//18 av//PP//case//21 mervärdesskatt//NN|UTR|SIN|IND|NOM//nmod//19 vid//PP//case//23 handel//NN|UTR|SIN|IND|NOM//nmod//21 över//PP//case//25 gränserna//NN|UTR|PLU|DEF|NOM//nmod//23 .//MAD//punct//11
10.1 Inledning;Detta//DT|NEU|SIN|DEF//det//28 regelverk//NN|NEU|SIN|IND|NOM//nsubj//29 har//VB|PRS|AKT//parataxis//11 stor//JJ|POS|UTR|SIN|IND|NOM//amod//31 betydelse//NN|UTR|SIN|IND|NOM//obj//29 för//PP//case//36 i//PP//case//35 vilken//HD|UTR|SIN|IND//det//35 utsträckning//NN|UTR|SIN|IND|NOM//obl//36 skillnader//NN|UTR|PLU|IND|NOM//obl//29 i//PP//case//38 mervärdesskattesatser//NN|UTR|PLU|IND|NOM//nmod//36 kan//VB|PRS|AKT//aux//40 påverka//VB|INF|AKT//conj//11 handelsströmmar//NN|UTR|PLU|IND|NOM//obj//40 och//KN//cc//43 konkurrensförhållanden//NN|NEU|PLU|IND|NOM//conj//41 .//MAD//punct//11

