5 EG-rätten ;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 förslag//NN|NEU|SIN|IND|NOM//nsubj:pass//12 ://MID//punct//1
6.2 Lotterier och spel över Internet / Bakgrund;Många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 människor//NN|UTR|PLU|IND|NOM//nsubj//53 sköter//VB|PRS|AKT//conj//5 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//55 bankärenden//NN|NEU|PLU|IND|NOM//obj//53 och//KN//cc//57 handlar//VB|PRS|AKT//conj//53 varor//NN|UTR|PLU|IND|NOM//obj//57 via//PP//case//60 Internet//NN|NEU|SIN|DEF|NOM//obl//57 och//KN//cc//63 i//PP//case//63 framtiden//NN|UTR|SIN|DEF|NOM//conj//60 kommer//VB|PRS|AKT//conj//5 säkerligen//AB//advmod//64 ett//DT|NEU|SIN|IND//det//69 ännu//AB//advmod//68 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//69 antal//NN|NEU|SIN|IND|NOM//nmod//70 tjänster//NN|UTR|PLU|IND|NOM//obj//64 att//IE//mark//72 bli//VB|INF|AKT//acl//70 tillgängliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//72 på//PP//case//75 nätet//NN|NEU|SIN|DEF|NOM//obl//72 .//MAD//punct//5
6.2 Lotterier och spel över Internet / Bakgrund;Redan//AB//advmod//1 i//PP//advmod//3 dag//NN|UTR|SIN|IND|NOM//fixed//1 finns//VB|PRS|SFO//ROOT//3 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 en//DT|UTR|SIN|IND//det//6 mängd//NN|UTR|SIN|IND|NOM//nmod//7 spel//NN|NEU|PLU|IND|NOM//nsubj//3 att//IE//mark//9 tillgå//VB|INF|AKT//xcomp//3 på//PP//case//11 Internet//NN|NEU|SIN|DEF|NOM//obl//9 .//MID//punct//3
6.2 Lotterier och spel över Internet / Bakgrund;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//18 är//VB|PRS|AKT//cop//18 då//AB//advmod//18 inte//AB//advmod//18 enbart//AB//advmod//18 fråga//NN|UTR|SIN|IND|NOM//parataxis//3 om//PP//case//20 förströelsespel//NN|NEU|SIN|IND|NOM//obl//18 utan//KN//cc//23 också//AB//advmod//23 om//PP//conj//18 spel//NN|NEU|SIN|IND|NOM//fixed//23 mot//PP//case//26 betalning//NN|UTR|SIN|IND|NOM//obl//18 .//MAD//punct//18
6.2 Lotterier och spel över Internet / Bakgrund;Vanligtvis//AB//advmod//29 går//VB|PRS|AKT//parataxis//18 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//29 till//PL//compound:prt//29 så//AB//mark//35 att//SN//fixed//32 spelaren//NN|UTR|SIN|DEF|NOM//nsubj//35 öppnar//VB|PRS|AKT//advcl//29 ett//DT|NEU|SIN|IND//det//37 spelkonto//NN|NEU|SIN|IND|NOM//obj//35 hos//PP//case//39 spelanordnaren//NN|UTR|SIN|DEF|NOM//obl//35 och//KN//cc//41 gör//VB|PRS|AKT//conj//35 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//43 insatser//NN|UTR|PLU|IND|NOM//obj//41 med//PP//case//47 hjälp//NN|UTR|SIN|IND|NOM//fixed//44 av//PP//fixed//44 betal-//NN|UTR|-|-|SMS//obl//41 eller//KN//cc//49 kreditkort//NN|NEU|PLU|IND|NOM//conj//47 .//MID//punct//29
6.2 Lotterier och spel över Internet / Bakgrund;Insatser//NN|UTR|PLU|IND|NOM//nsubj:pass//54 och//KN//cc//53 vinster//NN|UTR|PLU|IND|NOM//conj//51 bokförs//VB|PRS|SFO//conj//29 sedan//AB//advmod//54 på//PP//case//57 spelkontot//NN|NEU|SIN|DEF|NOM//obl//54 .//MAD//punct//18
6.2 Lotterier och spel över Internet / Bakgrund;Genom//PP//case//1 beslut//NN|NEU|SIN|IND|NOM//obl//8 av//PP//case//3 regeringen//NN|UTR|SIN|DEF|NOM//nmod//1 den//DT|UTR|SIN|DEF//det//6 18//RG|NOM//nummod//6 september//NN|UTR|SIN|IND|NOM//obl//8 1997//RG|NOM//nummod//6 fick//VB|PRT|AKT//ROOT//8 AB//PM|NOM//nsubj//8 Trav//NN|NEU|SIN|IND|NOM//obj//8 och//KN//cc//12 Galopp//NN|UTR|SIN|IND|NOM//conj//10 (//PAD//punct//14 ATG//PM|NOM//appos//12 )//PAD//punct//14 som//KN//case//20 första//RO|NOM//amod//19 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//19 arrangör//NN|UTR|SIN|IND|NOM//nmod:poss//20 tillstånd//NN|NEU|SIN|IND|NOM//xcomp//8 att//IE//mark//22 anordna//VB|INF|AKT//acl//20 testspel//NN|NEU|PLU|IND|NOM//obj//22 över//PP//case//25 Internet//NN|NEU|SIN|DEF|NOM//nmod//23 ,//MID//punct//8 ett//DT|NEU|SIN|IND//det//28 spel//NN|NEU|SIN|IND|NOM//obj//8 som//HP|-|-|-//nsubj//30 kom//VB|PRT|AKT//acl:relcl//28 i//PP//advmod//30 gång//NN|UTR|SIN|IND|NOM//fixed//31 under//PP//case//34 vintern//NN|UTR|SIN|DEF|NOM//obl//30 1998//RG|NOM//nummod//34 .//MAD//punct//8
6.2 Lotterier och spel över Internet / Bakgrund;För//PP//mark//39 att//IE//mark//39 få//VB|INF|AKT//advcl//48 tillgång//NN|UTR|SIN|IND|NOM//obj//39 till//PP//case//42 ATG//PM|NOM//obl//39 ://MID//punct//39 s//JJ|AN//advmod//39 spel//NN|NEU|SIN|IND|NOM//fixed//44 på//PP//case//47 Internet//NN|NEU|SIN|DEF|NOM//obl//39 krävs//VB|PRS|SFO//conj//8 bl.a.//AB|AN//advmod//48 att//SN//mark//55 man//PN|UTR|SIN|IND|SUB//nsubj//55 är//VB|PRS|AKT//cop//55 över//AB//advmod//54 18//RG|NOM//nummod//55 år//NN|NEU|PLU|IND|NOM//ccomp//48 och//KN//cc//57 folkbokförd//PC|PRF|UTR|SIN|IND|NOM//conj//55 i//PP//case//59 Sverige//PM|NOM//obl//57 ,//MID//punct//55 vilket//HP|NEU|SIN|IND//nsubj:pass//62 kontrolleras//VB|PRS|SFO//acl:relcl//55 i//PP//mark//68 samband//NN|NEU|SIN|IND|NOM//fixed//63 med//PP//fixed//63 att//SN//mark//68 man//PN|UTR|SIN|IND|SUB//nsubj//68 ansöker//VB|PRS|AKT//advcl//62 om//PP//mark//72 att//IE//mark//72 få//VB|INF|AKT//aux//72 delta//VB|INF|AKT//advcl//68 i//PP//case//74 spelet//NN|NEU|SIN|DEF|NOM//obl//72 .//MID//punct//8
6.2 Lotterier och spel över Internet / Bakgrund;Om//SN//mark//78 ansökan//NN|UTR|SIN|IND|NOM//nsubj:pass//78 beviljas//VB|PRS|SFO//advcl//96 öppnar//VB|PRS|AKT//xcomp//78 ATG//PM|NOM//iobj//79 ett//DT|NEU|SIN|IND//det//82 spelkonto//NN|NEU|SIN|IND|NOM//obj//79 för//PP//case//84 spelaren//NN|UTR|SIN|DEF|NOM//nmod//82 som//HP|-|-|-//nsubj:pass//86 knyts//VB|PRS|SFO//acl:relcl//84 till//PP//case//88 ett//PN|NEU|SIN|IND|SUB/OBJ//obl//86 av//PP//case//90 spelaren//NN|UTR|SIN|DEF|NOM//nmod//92 uppgivet//PC|PRF|NEU|SIN|IND|NOM//amod//92 bankkonto//NN|NEU|SIN|IND|NOM//nmod//88 .//MAD//punct//78
6.2 Lotterier och spel över Internet / Bakgrund;Vid//PP//case//95 insatser//NN|UTR|PLU|IND|NOM//obl//96 tas//VB|PRS|SFO//parataxis//8 pengar//NN|UTR|PLU|IND|NOM//obj//96 från//PP//case//99 spelkontot//NN|NEU|SIN|DEF|NOM//obl//96 och//KN//cc//102 eventuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//102 vinster//NN|UTR|PLU|IND|NOM//nsubj:pass//103 utbetalas//VB|PRS|SFO//parataxis//8 till//PP//case//105 spelkontot//NN|NEU|SIN|DEF|NOM//obl//103 .//MID//punct//103
6.2 Lotterier och spel över Internet / Bakgrund;Säkerheten//NN|UTR|SIN|DEF|NOM//nsubj//110 i//PP//case//109 spelet//NN|NEU|SIN|DEF|NOM//nmod//107 bedöms//VB|PRS|SFO//parataxis//103 vara//VB|INF|AKT//cop//112 hög//JJ|POS|UTR|SIN|IND|NOM//xcomp//110 och//KN//cc//114 problemen//NN|NEU|PLU|DEF|NOM//conj//112 kring//PP//case//116 kreditspel//NN|NEU|SIN|IND|NOM//obl//110 och//KN//cc//118 åldersgräns//NN|UTR|SIN|IND|NOM//conj//116 synes//VB|PRS|SFO//advmod//110 ha//VB|INF|AKT//aux//121 lösts//VB|SUP|SFO//advcl//110 på//PP//case//125 ett//DT|NEU|SIN|IND//det//125 enkelt//JJ|POS|NEU|SIN|IND|NOM//amod//125 sätt//NN|NEU|SIN|IND|NOM//obl//121 .//MAD//punct//110
6.2 Lotterier och spel över Internet / Bakgrund;Genom//PP//case//128 beslut//NN|NEU|SIN|IND|NOM//obl//110 den//DT|UTR|SIN|DEF//det//131 29//RG|NOM//nummod//131 april//NN|UTR|SIN|IND|NOM//nmod//128 1998//RG|NOM//nummod//131 har//VB|PRS|AKT//aux//140 även//AB//advmod//133 AB//PM|NOM//obj//133 Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//137 Spel//NN|NEU|SIN|IND|NOM//obj//133 och//KN//cc//139 A-lotterierna//NN|UTR|PLU|DEF|NOM//conj//137 erhållit//VB|SUP|AKT//conj//8 tillstånd//NN|NEU|SIN|IND|NOM//obj//140 att//IE//mark//143 anordna//VB|INF|AKT//advcl//140 spel//NN|NEU|SIN|IND|NOM//obj//143 över//PP//case//146 Internet//NN|NEU|SIN|DEF|NOM//obl//143 .//MAD//punct//8
6.2 Lotterier och spel över Internet / Bakgrund;Alotterierna//NN|UTR|PLU|DEF|NOM//nsubj//149 startade//VB|PRT|AKT//parataxis//8 sin//PS|UTR|SIN|DEF//nmod:poss//151 spelverksamhet//NN|UTR|SIN|IND|NOM//obj//149 ,//MID//punct//155 ett//DT|NEU|SIN|IND//det//155 förhandsdraget//PC|PRF|NEU|SIN|IND|NOM//amod//155 nummerlotteri//NN|NEU|SIN|IND|NOM//conj//151 ,//MID//punct//159 i//PP//case//158 januari//NN|UTR|SIN|IND|NOM//nmod//159 1999//RG|NOM//nummod//149 .//MAD//punct//149
6.2 Lotterier och spel över Internet / Bakgrund;AB//PM|NOM//nmod//163 Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//163 Spel//NN|NEU|SIN|IND|NOM//nsubj//177 ,//MID//punct//163 som//HP|-|-|-//nsubj//166 erhållit//VB|SUP|AKT//acl:relcl//163 tillstånd//NN|NEU|SIN|IND|NOM//obj//166 att//IE//mark//169 anordna//VB|INF|AKT//advcl//166 bl.a.//AB|AN//advmod//169 tips//NN|NEU|PLU|IND|NOM//obj//169 och//KN//cc//173 joker//NN|UTR|SIN|IND|NOM//conj//171 över//PP//case//175 Internet//NN|NEU|SIN|DEF|NOM//nmod//173 ,//MID//punct//163 kom//VB|PRT|AKT//conj//149 i//PP//advmod//177 gång//NN|UTR|SIN|IND|NOM//fixed//178 med//PP//case//182 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//182 Internetspel//NN|NEU|PLU|IND|NOM//obl//177 i//PP//case//184 maj//NN|UTR|SIN|IND|NOM//nmod//182 1999//RG|NOM//nummod//184 .//MAD//punct//149
6.2 Lotterier och spel över Internet / Bakgrund;Internationellt//AB|POS//advmod//1 sett//PC|PRF|NEU|SIN|IND|NOM//advcl//2 finns//VB|PRS|SFO//ROOT//2 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 synsätt//NN|NEU|PLU|IND|NOM//nsubj//2 när//HA//advmod//10 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//5 gäller//VB|PRS|AKT//fixed//5 spel//NN|NEU|SIN|IND|NOM//fixed//5 på//PP//case//10 Internet//NN|NEU|SIN|DEF|NOM//obl//2 .//MAD//punct//2
6.2 Lotterier och spel över Internet / Bakgrund;Den//DT|UTR|SIN|DEF//det//14 europeiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//14 samarbetsorganisationen//NN|UTR|SIN|DEF|NOM//nmod//16 Gaming//PM|NOM//compound//16 Regulators//PM|GEN//nsubj//2 European//PM|NOM//amod//18 Forum//PM|NOM//nsubj//2 (//PAD//punct//18 GREF//PM|NOM//appos//18 )//PAD//punct//20 –//RG|NOM//punct//18 som//HP|-|-|-//nsubj//25 huvudsakligen//AB//advmod//25 består//VB|PRS|AKT//acl:relcl//18 av//PP//case//27 företrädare//NN|UTR|PLU|IND|NOM//obl//25 för//PP//case//33 de//DT|UTR/NEU|PLU|DEF//det//31 europeiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 ländernas//NN|NEU|PLU|DEF|GEN//nmod:poss//33 centrala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 tillsynsmyndigheter//NN|UTR|PLU|IND|NOM//nmod//27 på//PP//case//35 lotteriområdet//NN|NEU|SIN|DEF|NOM//nmod//33 –//RG|NOM//punct//18 har//VB|PRS|AKT//amod//18 den//DT|UTR|SIN|DEF//det//40 15//RG|NOM//nummod//40 maj//NN|UTR|SIN|IND|NOM//obl//42 1998//RG|NOM//nummod//40 beslutat//VB|SUP|AKT//conj//2 om//PP//case//44 riktlinjer//NN|UTR|PLU|IND|NOM//obl//42 angående//PP//case//47 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//47 spel//NN|NEU|SIN|IND|NOM//obl//42 .//MID//punct//2
6.2 Lotterier och spel över Internet / Bakgrund;De//DT|UTR/NEU|PLU|DEF//det//50 länder//NN|NEU|PLU|IND|NOM//nsubj//2 som//HP|-|-|-//nsubj//52 deltar//VB|PRS|AKT//acl:relcl//50 i//PP//case//54 GREF//PM|NOM//obl//52 ://MID//punct//50 s//NN|NEU|SIN|IND|GEN//nummod//57 verksamhet//NN|UTR|SIN|IND|NOM//appos//50 är//VB|PRS|AKT//cop//50 –//RG|NOM//punct//61 förutom//PP//case//61 Sverige//PM|NOM//appos//50 –//MAD//punct//50
6.2 Lotterier och spel över Internet / Bakgrund;Danmark//PM|NOM//nsubj//31 ,//MID//punct//2 Estland//PM|NOM//conj//0 ,//MID//punct//4 Finland//PM|NOM//conj//0 ,//MID//punct//6 Frankrike//PM|NOM//conj//0 ,//MID//punct//8 Irland//PM|NOM//conj//0 ,//MID//punct//10 Nederländerna//PM|NOM//conj//0 ,//MID//punct//12 Norge//PM|NOM//conj//0 ,//MID//punct//14 Polen//PM|NOM//conj//0 ,//MID//punct//16 Portugal//PM|NOM//conj//0 ,//MID//punct//18 Schweiz//PM|NOM//conj//0 ,//MID//punct//20 Slovakien//PM|NOM//conj//0 ,//MID//punct//22 Spanien//PM|NOM//conj//0 ,//MID//punct//24 Storbritannien//PM|NOM//conj//0 ,//MID//punct//26 Tyskland//PM|NOM//conj//0 och//KN//cc//28 Ungern//PM|NOM//conj//0 .//MAD//punct//0
6.2 Lotterier och spel över Internet / Bakgrund;"GREF//PM|NOM//conj//0 tar//VB|PRS|AKT//ROOT//31 inte//AB//advmod//31 ställning//NN|UTR|SIN|IND|NOM//obj//31 i//PP//case//35 frågan//NN|UTR|SIN|DEF|NOM//obl//31 om//SN//case//37 Internetspel//NN|NEU|SIN|IND|NOM//nmod//35 bör//VB|PRS|AKT//aux//39 tillåtas//VB|INF|SFO//conj//31 eller//KN//cc//41 förbjudas//VB|INF|SFO//conj//39 ;//MID//punct//31"
6.2 Lotterier och spel över Internet / Bakgrund;detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//48 är//VB|PRS|AKT//cop//48 enligt//PP//case//46 GREF//PM|NOM//obl//48 en//DT|UTR|SIN|IND//det//48 fråga//NN|UTR|SIN|IND|NOM//parataxis//31 som//HP|-|-|-//obl//55 de//DT|UTR/NEU|PLU|DEF//det//52 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 länderna//NN|NEU|PLU|DEF|NOM//nmod//53 självständigt//AB|POS//fixed//49 bör//VB|PRS|AKT//aux//55 besluta//VB|INF|AKT//acl:relcl//48 om//PP//compound:prt//55 .//MID//punct//48
6.2 Lotterier och spel över Internet / Bakgrund;För//PP//advmod//62 det//DT|NEU|SIN|DEF//fixed//58 fall//NN|NEU|SIN|IND|NOM//fixed//58 spel//NN|NEU|SIN|IND|NOM//fixed//58 tillåts//VB|PRS|SFO//advcl//63 går//VB|PRS|AKT//conj//31 riktlinjerna//NN|UTR|PLU|DEF|NOM//nsubj//63 i//PP//advmod//63 huvudsak//NN|UTR|SIN|IND|NOM//fixed//65 ut//PL//advmod//63 på//PP//mark//72 att//SN//mark//72 spelet//NN|NEU|SIN|DEF|NOM//nsubj:pass//72 skall//VB|PRS|AKT//aux//72 begränsas//VB|INF|SFO//advcl//63 till//PP//case//74 bosatta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//72 i//PP//case//78 det//DT|NEU|SIN|DEF//det//78 egna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//78 landet//NN|NEU|SIN|DEF|NOM//obl//72 samt//KN//cc//80 bedrivas//VB|PRS|SFO//conj//72 inom//PP//case//82 landet//NN|NEU|SIN|DEF|NOM//obl//80 och//KN//cc//84 kontrolleras//VB|PRS|SFO//conj//80 i//PP//case//87 samma//DT|UTR/NEU|SIN/PLU|IND//det//87 utsträckning//NN|UTR|SIN|IND|NOM//obl//84 som//KN//mark//91 de//DT|UTR/NEU|PLU|DEF//det//91 traditionella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//91 spelen//NN|NEU|PLU|DEF|NOM//acl//87 .//MAD//punct//31
6.2 Lotterier och spel över Internet / Bakgrund;Om//SN//mark//97 ett//DT|NEU|SIN|IND//det//95 land//NN|NEU|SIN|IND|NOM//nsubj//97 vill//VB|PRS|AKT//aux//97 förbjuda//VB|INF|AKT//advcl//119 Internetspel//NN|NEU|PLU|IND|NOM//obj//97 över//PP//case//100 gränserna//NN|UTR|PLU|DEF|NOM//nmod//98 för//PP//case//103 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//103 invånare//NN|UTR|PLU|IND|NOM//nmod//100 och//KN//cc//107 således//AB//advmod//107 vill//VB|PRS|AKT//aux//107 förhindra//VB|INF|AKT//conj//97 import//NN|UTR|SIN|IND|NOM//obj//107 av//PP//case//111 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//111 spel//NN|NEU|SIN|IND|NOM//obl//107 måste//VB|PRS|AKT//aux//119 landet//NN|NEU|SIN|DEF|NOM//nsubj//119 förmodligen//AB//advmod//119 ,//MID//punct//119 enligt//PP//case//117 GREF//PM|NOM//obl//119 ,//MID//punct//119 inrikta//VB|INF|AKT//parataxis//31 lagstiftningsåtgärderna//NN|UTR|PLU|DEF|NOM//obj//119 mot//PP//case//122 dem//PN|UTR/NEU|PLU|DEF|OBJ//obl//119 som//HP|-|-|-//nsubj//124 förmedlar//VB|PRS|AKT//acl:relcl//122 spelen//NN|NEU|PLU|DEF|NOM//obj//124 snarare//AB|KOM//advmod//131 än//KN//case//131 mot//PP//case//131 de//DT|UTR/NEU|PLU|DEF//det//131 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//131 spelarna//NN|UTR|PLU|DEF|NOM//obl//124 .//MAD//punct//31
6.2 Lotterier och spel över Internet / Bakgrund;I//PP//case//1 Finland//PM|NOM//obl//4 har//VB|PRS|AKT//aux//4 Internetspel//NN|NEU|SIN|IND|NOM//nsubj:pass//4 bedrivits//VB|SUP|SFO//ROOT//4 sedan//PP//case//6 1996//RG|NOM//obl//4 av//PP//case//12 det//DT|NEU|SIN|DEF//det//10 finska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 spelbolaget//NN|NEU|SIN|DEF|NOM//nmod//11 Veikkaus//PM|NOM//nmod:poss//12 Oy//PM|NOM//nmod//6 och//KN//cc//17 även//AB//advmod//16 på//PP//case//16 Island//PM|NOM//obl//17 förekommer//VB|PRS|AKT//conj//4 sedan//PP//case//20 1997//RG|NOM//nummod//20 Internetspel//NN|NEU|PLU|IND|NOM//obl//17 .//MID//punct//17
6.2 Lotterier och spel över Internet / Bakgrund;Några//DT|UTR/NEU|PLU|IND//det//24 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//24 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//33 i//PP//case//26 lag//NN|UTR|SIN|IND|NOM//nmod//24 som//HP|-|-|-//nsubj//28 reglerar//VB|PRS|AKT//acl:relcl//26 Internetspel//NN|NEU|PLU|IND|NOM//obj//28 i//PP//case//32 dessa//DT|UTR/NEU|PLU|DEF//det//32 länder//NN|NEU|PLU|IND|NOM//obl//28 finns//VB|PRS|SFO//parataxis//17 dock//AB//advmod//33 enligt//PP//case//36 uppgift//NN|UTR|SIN|IND|NOM//obl//33 inte//AB//advmod//33 .//MAD//punct//4
6.2 Lotterier och spel över Internet / Bakgrund;I//PP//case//1 Norge//PM|NOM//obl//2 har//VB|PRS|AKT//aux//58 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//2 ,//MID//punct//2 såvitt//SN//advmod//7 är//VB|PRS|AKT//cop//7 känt//PC|PRF|NEU|SIN|IND|NOM//conj//2 ,//MID//punct//10 inte//AB//advmod//10 givits//VB|SUP|SFO//conj//2 något//DT|NEU|SIN|IND//det//12 tillstånd//NN|NEU|SIN|IND|NOM//obj//10 till//PP//compound:prt//10 spel//NN|NEU|SIN|IND|NOM//fixed//13 via//PP//case//16 Internet//NN|NEU|SIN|DEF|NOM//obl//10 .//MAD//punct//2
6.2 Lotterier och spel över Internet / Bakgrund;I//PP//case//19 förarbetena//NN|NEU|PLU|DEF|NOM//obl//2 till//PP//case//22 det//DT|NEU|SIN|DEF//det//22 lagförslag//NN|NEU|SIN|IND|NOM//nmod//19 som//HP|-|-|-//nsubj:pass//24 lades//VB|PRT|SFO//acl:relcl//22 fram//PL//compound:prt//24 för//PP//case//27 Stortinget//NN|NEU|SIN|DEF|NOM//obl//24 i//PP//case//29 juni//NN|UTR|SIN|IND|NOM//obl//24 1999//RG|NOM//nummod//29 (//PAD//punct//19 Ot//PM|NOM//nmod//35 prp//PM|NOM//flat//32 nr//NN|AN//nmod//35 84//RG|NOM//appos//19 )//PAD//punct//2 behandlades//VB|PRT|SFO//parataxis//2 dock//AB//advmod//37 frågan//NN|UTR|SIN|DEF|NOM//nsubj:pass//37 om//PP//case//41 spel//NN|NEU|PLU|IND|NOM//nmod//39 och//KN//cc//43 lotterier//NN|NEU|PLU|IND|NOM//conj//41 som//HP|-|-|-//nsubj:pass//45 distribueras//VB|PRS|SFO//acl:relcl//43 genom//PP//case//48 elektroniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 signaler//NN|UTR|PLU|IND|NOM//obl//45 ,//MID//punct//37 bl.a.//AB|AN//advmod//52 via//PP//case//52 Internet//NN|NEU|SIN|DEF|NOM//obl//37 och//KN//cc//54 kabelnätet//NN|NEU|SIN|DEF|NOM//conj//52 .//MAD//punct//2
6.2 Lotterier och spel över Internet / Bakgrund;I//PP//case//57 förslaget//NN|NEU|SIN|DEF|NOM//obl//58 anges//VB|PRS|SFO//ROOT//58 att//SN//mark//87 lotterier//NN|UTR|PLU|IND|NOM//nsubj//87 som//HP|-|-|-//nsubj:pass//62 distribueras//VB|PRS|SFO//acl:relcl//60 genom//PP//case//65 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//65 post//NN|UTR|SIN|IND|NOM//obl//62 ,//MID//punct//67 telefon//NN|UTR|SIN|IND|NOM//conj//65 ,//MID//punct//70 elektroniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//70 signaler//NN|UTR|PLU|IND|NOM//conj//65 ,//MID//punct//60 däribland//AB//advmod//73 Internet//NN|NEU|SIN|DEF|NOM//appos//60 ,//MID//punct//60 eller//KN//cc//76 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//60 från//PP//case//81 ett//DT|NEU|SIN|IND//det//81 ”//PAD//punct//80 opphavssted//NN|UTR|SIN|IND|NOM//amod//81 ”//PAD//nmod//60 eller//KN//cc//83 säljställe//NN|NEU|SIN|IND|NOM//conj//81 utanför//PP//case//85 Norge//PM|NOM//nmod//83 ,//MID//punct//60 kräver//VB|PRS|AKT//dep//58 tillstånd//NN|NEU|SIN|IND|NOM//obj//87 om//PP//mark//91 lotteriet//NN|NEU|SIN|DEF|NOM//nsubj//91 riktar//VB|PRS|AKT//advcl//87 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//91 till//PP//case//95 personer//NN|UTR|PLU|IND|NOM//nmod//95 bosatta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//91 i//PP//case//97 Norge//PM|NOM//nmod//95 (//PAD//punct//91 1//RG|NOM//nummod//100 kap.//NN|AN//nmod//102 1//RG|NOM//nummod//102 §//NN|AN//obl//91 )//PAD//punct//87 .//MAD//punct//58
6.2 Lotterier och spel över Internet / Bakgrund;Vidare//AB|KOM//advmod//121 sägs//VB|PRS|SFO//advmod//105 att//SN//mark//108 tillstånd//NN|NEU|SIN|IND|NOM//advcl//106 till//PP//case//110 lotteri//NN|NEU|SIN|IND|NOM//obl//108 som//HP|-|-|-//nsubj:pass//113 skall//VB|PRS|AKT//aux//113 anordnas//VB|INF|SFO//acl:relcl//105 (//PAD//punct//105 ”//PM|NOM//punct//116 avholdes//VB|PRT|SFO//parataxis//105 ”//RG|NOM//punct//116 )//PAD//punct//105 via//PP//case//121 elektroniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//121 signaler//NN|UTR|PLU|IND|NOM//parataxis//58 ,//MID//punct//121 däribland//AB//advmod//124 Internet//NN|NEU|SIN|DEF|NOM//conj//121 eller//KN//cc//127 via//PP//case//127 kabelnätet//NN|NEU|SIN|DEF|NOM//conj//124 ,//MID//punct//129 satellit//NN|UTR|SIN|IND|NOM//conj//124 eller//KN//cc//131 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//124 ,//MID//punct//135 endast//AB//advmod//135 kan//VB|PRS|AKT//aux//135 ges//VB|INF|SFO//acl:relcl//121 efter//PP//case//137 föreskrift//NN|UTR|SIN|IND|NOM//obl//135 som//HP|-|-|-//nsubj:pass//139 utfärdats//VB|SUP|SFO//acl:relcl//137 av//PP//case//141 departementet//NN|NEU|SIN|DEF|NOM//obl:agent//139 (//PAD//punct//141 4//RG|NOM//nummod//144 kap.//NN|AN//nmod//146 14//RG|NOM//nummod//146 §//NN|AN//nmod//141 )//PAD//punct//121 .//MAD//punct//152
6.2 Lotterier och spel över Internet / Bakgrund;Det//DT|NEU|SIN|DEF//det//151 norska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//151 lagförslaget//NN|NEU|SIN|DEF|NOM//nsubj:pass//152 redovisas//VB|PRS|SFO//conj//58 närmare//AB|KOM//advmod//152 i//PP//case//156 det//DT|NEU|SIN|DEF//det//156 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//152 (//PAD//punct//156 avsnitt//NN|NEU|SIN|IND|NOM//nmod//159 6.6//RG|NOM//appos//156 och//KN//cc//161 6.8//RG|NOM//conj//159 )//PAD//punct//152 .//MAD//punct//58
