16.1 Uppdraget;Enligt//PP//case//1 direktiven//NN|NEU|PLU|DEF|NOM//obl//6 till//PP//case//3 Trafikförsäkringsutredningen//NN|UTR|SIN|DEF|NOM//nmod//1 ska//VB|PRS|AKT//aux//6 utredaren//NN|UTR|SIN|DEF|NOM//nsubj//6 belysa//VB|INF|AKT//ROOT//6 situationen//NN|UTR|SIN|DEF|NOM//obj//6 särskilt//AB//advmod//6 för//PP//case//11 oförsäkrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//11 fordonsägare//NN|UTR|PLU|IND|NOM//obl//6 samt//KN//cc//13 föreslå//VB|INF|AKT//conj//6 de//DT|UTR/NEU|PLU|DEF//det//15 ändringar//NN|UTR|PLU|IND|NOM//obj//13 som//HP|-|-|-//nsubj:pass//17 anses//VB|PRS|SFO//acl:relcl//15 nödvändiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//17 för//PP//mark//26 att//SN//mark//26 antalet//NN|NEU|SIN|DEF|NOM//det//23 oförsäkrade//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 fordonsägare//NN|UTR|PLU|IND|NOM//nsubj//26 inte//AB//advmod//26 ska//VB|PRS|AKT//aux//26 öka//VB|INF|AKT//advcl//17 .//MAD//punct//6
18.1 Inledning;Med//PP//case//3 hjälp//NN|UTR|SIN|IND|NOM//fixed//0 av//PP//fixed//0 Cost//PM|NOM//nmod:poss//6 of//PM|NOM//case//5 Illness//PM|GEN//nmod//3 studier//NN|UTR|PLU|IND|NOM//obl//13 är//VB|PRS|AKT//cop//13 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//13 ,//MID//punct//13 i//PP//case//11 princip//NN|UTR|SIN|IND|NOM//obl//13 ,//MID//punct//13 möjligt//JJ|POS|NEU|SIN|IND|NOM//ROOT//13 att//IE//mark//15 få//VB|INF|AKT//csubj//13 mått//NN|NEU|PLU|IND|NOM//obj//15 på//PP//case//16 ,//MID//punct//13 t.ex.//AB|AN//advmod//20 trafikskadornas//NN|UTR|PLU|DEF|GEN//parataxis//13 ,//MID//punct//22 belastning//NN|UTR|SIN|IND|NOM//conj//20 på//PP//case//25 samhällets//NN|NEU|SIN|DEF|GEN//nmod:poss//25 ekonomi//NN|UTR|SIN|IND|NOM//nmod//22 .//MAD//punct//13
18.1 Inledning;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//28 ger//VB|PRS|AKT//parataxis//13 dock//AB//advmod//28 ingen//DT|UTR|SIN|IND//det//31 vägledning//NN|UTR|SIN|IND|NOM//obj//28 om//PP//mark//36 vilka//HD|UTR/NEU|PLU|IND//det//34 åtgärder//NN|UTR|PLU|IND|NOM//dislocated//36 som//HP|-|-|-//nsubj//36 kan//VB|PRS|AKT//advcl//28 eller//KN//cc//39 bör//VB|PRS|AKT//aux//39 sättas//VB|INF|SFO//conj//36 in//PL//compound:prt//39 för//PP//mark//43 att//IE//mark//43 minska//VB|INF|AKT//advcl//39 belastningen//NN|UTR|SIN|DEF|NOM//obj//43 .//MAD//punct//28
18.1 Inledning;S.k.//AB|AN//amod//47 Cost//UO//nmod:poss//52 Effectiveness//UO//flat:name//47 eller//KN//cc//50 Cost//PM|NOM//conj//47 Benefit//PM|NOM//flat:name//47 studier//NN|UTR|PLU|IND|NOM//obj//28 skulle//VB|PRT|AKT//aux//55 kunna//VB|INF|AKT//aux//55 ge//VB|INF|AKT//conj//13 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//57 vägledningen//NN|UTR|SIN|DEF|NOM//obj//55 .//MAD//punct//13
18.1 Inledning;T.ex.//AB|AN//advmod//66 kan//VB|PRS|AKT//aux//66 Cost//PM|NOM//nmod:poss//64 of//PM|NOM//case//63 Illness//PM|NOM//nmod//61 studier//NN|UTR|PLU|IND|NOM//nsubj//66 inte//AB//advmod//66 ge//VB|INF|AKT//parataxis//13 vägledning//NN|UTR|SIN|IND|NOM//obj//66 om//PP//case//69 avvägningen//NN|UTR|SIN|DEF|NOM//obl//66 mellan//PP//case//72 individuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//72 incitament//NN|NEU|PLU|IND|NOM//nmod//69 för//PP//case//75 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//75 trafiksäkerhet//NN|UTR|SIN|IND|NOM//nmod//72 och//KN//cc//78 höjd//PC|PRF|UTR|SIN|IND|NOM//amod//78 trafiksäkerhet//NN|UTR|SIN|IND|NOM//conj//75 genom//PP//case//80 investeringar//NN|UTR|PLU|IND|NOM//nmod//78 i//PP//case//82 vägnätet//NN|NEU|SIN|DEF|NOM//nmod//80 .//MAD//punct//13

18.2 Direkta och indirekta kostnader;Med//PP//case//2 direkta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 kostnader//NN|UTR|PLU|IND|NOM//obl//3 avses//VB|PRS|SFO//ROOT//3 den//DT|UTR|SIN|DEF//det//5 resursförbrukning//NN|UTR|SIN|IND|NOM//nsubj:pass//3 en//DT|UTR|SIN|IND//det//8 viss//JJ|POS|UTR|SIN|IND|NOM//amod//8 företeelse//NN|UTR|SIN|IND|NOM//obj//3 (//PAD//punct//10 sjukdom//NN|UTR|SIN|IND|NOM//appos//8 eller//KN//cc//17 ,//MID//punct//17 i//PP//case//17 det//DT|NEU|SIN|DEF//det//16 här//AB//fixed//14 fallet//NN|NEU|SIN|DEF|NOM//nmod//17 trafikolycka//NN|UTR|SIN|IND|NOM//conj//10 )//PAD//punct//10 ger//VB|PRS|AKT//conj//3 upphov//NN|NEU|SIN|IND|NOM//obj//19 till//PP//compound:prt//19 .//MAD//punct//3
18.2 Direkta och indirekta kostnader;Resurser//NN|UTR|PLU|IND|NOM//nsubj//31 som//HP|-|-|-//nsubj:pass//27 skulle//VB|PRT|AKT//aux//27 kunna//VB|INF|AKT//aux//27 användas//VB|INF|SFO//acl:relcl//23 på//PP//case//30 annat//JJ|POS|NEU|SIN|IND|NOM//amod//30 sätt//NN|NEU|SIN|IND|NOM//obl//27 utgör//VB|PRS|AKT//parataxis//3 kostnaden//NN|UTR|SIN|DEF|NOM//obj//31 .//MAD//punct//31
18.2 Direkta och indirekta kostnader;Indirekta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 kostnader//NN|UTR|PLU|IND|NOM//nsubj:pass//37 kan//VB|PRS|AKT//aux//37 definieras//VB|INF|SFO//parataxis//31 som//KN//mark//43 den//DT|UTR|SIN|DEF//det//41 förlorade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//41 produktion//NN|UTR|SIN|IND|NOM//nmod//42 samhället//NN|NEU|SIN|DEF|NOM//nsubj:pass//43 drabbas//VB|PRS|SFO//advcl//37 av//PP//mark//47 som//KN//mark//47 ett//DT|NEU|SIN|IND//det//47 resultat//NN|NEU|SIN|IND|NOM//obl:agent//43 av//PP//case//49 företeelsen//NN|UTR|SIN|DEF|NOM//nmod//47 .//MAD//punct//31
18.2 Direkta och indirekta kostnader;T.ex.//AB|AN//advmod//53 det//DT|NEU|SIN|DEF//det//53 faktum//NN|NEU|SIN|DEF|NOM//nsubj//63 att//SN//mark//62 en//DT|UTR|SIN|IND//det//59 sjuk//JJ|POS|UTR|SIN|IND|NOM//amod//59 eller//KN//cc//58 skadad//PC|PRF|UTR|SIN|IND|NOM//conj//56 person//NN|UTR|SIN|IND|NOM//nsubj//62 inte//AB//advmod//62 kan//VB|PRS|AKT//aux//62 arbeta//VB|INF|AKT//acl//53 utgör//VB|PRS|AKT//advcl//31 grunden//NN|UTR|SIN|DEF|NOM//obj//63 för//PP//case//67 en//DT|UTR|SIN|IND//det//67 kostnad//NN|UTR|SIN|IND|NOM//nmod//64 för//PP//case//69 samhället//NN|NEU|SIN|DEF|NOM//nmod//67 .//MAD//punct//31
18.2 Direkta och indirekta kostnader;De//DT|UTR/NEU|PLU|DEF//det//2 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 ansatserna//NN|UTR|PLU|DEF|NOM//nsubj//3 ger//VB|PRS|AKT//ROOT//3 främst//AB|SUV//advmod//3 skilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//6 resultat//NN|NEU|PLU|IND|NOM//obj//3 när//HA//case//12 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//7 gäller//VB|PRS|AKT//fixed//7 de//DT|UTR/NEU|PLU|DEF//det//12 indirekta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 kostnaderna//NN|UTR|PLU|DEF|NOM//obl//3 .//MAD//punct//3
18.2 Direkta och indirekta kostnader;Merparten//NN|UTR|SIN|DEF|NOM//obj//3 av//PP//case//17 de//DT|UTR/NEU|PLU|DEF//det//17 studier//NN|UTR|PLU|IND|NOM//nmod//14 som//HP|-|-|-//nsubj:pass//19 gjorts//VB|SUP|SFO//acl:relcl//17 på//PP//case//21 området//NN|NEU|SIN|DEF|NOM//obl//19 har//VB|PRS|AKT//aux//23 byggt//VB|SUP|AKT//conj//3 på//PP//case//25 humankapitalansatsen//NN|UTR|SIN|DEF|NOM//obl//23 .//MAD//punct//3
18.2 Direkta och indirekta kostnader;Under//PP//case//29 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 år//NN|NEU|PLU|IND|NOM//obl//30 har//VB|PRS|AKT//aux//33 dock//AB//advmod//30 intresset//NN|NEU|SIN|DEF|NOM//nsubj//33 ökat//VB|SUP|AKT//conj//3 för//PP//case//35 studier//NN|UTR|PLU|IND|NOM//obl//33 enligt//PP//case//37 friktionsansatsen//NN|UTR|SIN|DEF|NOM//nmod//35 .//MAD//punct//3

18.3 Indirekta kostnader med humankapital- eller friktionsansatsen;En//DT|UTR|SIN|IND//det//2 väsentlig//JJ|POS|UTR|SIN|IND|NOM//amod//2 del//NN|UTR|SIN|IND|NOM//nsubj//7 av//PP//case//6 de//DT|UTR/NEU|PLU|DEF//det//6 indirekta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 kostnaderna//NN|UTR|PLU|DEF|NOM//nmod//2 utgör//VB|PRS|AKT//ROOT//7 produktionsbortfall//NN|NEU|SIN|IND|NOM//obj//7 till//PP//case//13 följd//NN|UTR|SIN|IND|NOM//fixed//9 av//PP//fixed//9 tillfällig//JJ|POS|UTR|SIN|IND|NOM//amod//13 sjuklighet//NN|UTR|SIN|IND|NOM//obl//7 ,//MID//punct//16 bestående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 sjukdom//NN|UTR|SIN|IND|NOM//conj//13 ,//MID//punct//18 handikapp//NN|NEU|SIN|IND|NOM//conj//13 eller//KN//cc//22 för//PP//case//22 tidig//JJ|POS|UTR|SIN|IND|NOM//amod//22 död//NN|UTR|SIN|IND|NOM//conj//13 .//MAD//punct//7
18.3 Indirekta kostnader med humankapital- eller friktionsansatsen;Humankapitalansatsen//NN|UTR|SIN|DEF|NOM//nsubj//1 innebär//VB|PRS|AKT//ROOT//1 strängt//AB|POS//advmod//1 taget//PC|PRF|NEU|SIN|IND|NOM//compound:prt//1 att//SN//mark//10 skillnaden//NN|UTR|SIN|DEF|NOM//nsubj:pass//10 mellan//PP//case//9 två//RG|NOM//nummod//9 potentiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 produktionsmöjligheter//NN|UTR|PLU|IND|NOM//nmod//5 jämförs//VB|PRS|SFO//ccomp//1 .//MID//punct//10
18.3 Indirekta kostnader med humankapital- eller friktionsansatsen;Den//DT|UTR|SIN|DEF//det//14 ena//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//14 potentialen//NN|UTR|SIN|DEF|NOM//appos//10 är//VB|PRS|AKT//cop//16 produktionsmöjligheten//NN|UTR|SIN|DEF|NOM//obj//1 utan//PP//case//18 sjukdomen//NN|UTR|SIN|DEF|NOM//nmod//16 eller//KN//cc//20 företeelsen//NN|UTR|SIN|DEF|NOM//conj//18 .//MAD//punct//1
18.3 Indirekta kostnader med humankapital- eller friktionsansatsen;Den//DT|UTR|SIN|DEF//det//24 andra//RO|NOM//amod//24 potentialen//NN|UTR|SIN|DEF|NOM//appos//1 är//VB|PRS|AKT//cop//24 den//DT|UTR|SIN|DEF//det//28 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//28 produktionsmöjlighet//NN|UTR|SIN|IND|NOM//nmod//29 samhällsekonomin//NN|UTR|SIN|DEF|NOM//nsubj//30 har//VB|PRS|AKT//conj//1 givet//VB|SUP|AKT//obj//30 sjukdomen//NN|UTR|SIN|DEF|NOM//obj//30 eller//KN//cc//34 företeelsen//NN|UTR|SIN|DEF|NOM//conj//32 .//MAD//punct//30
18.3 Indirekta kostnader med humankapital- eller friktionsansatsen;Skillnaden//NN|UTR|SIN|DEF|NOM//nsubj//43 i//PP//case//40 dessa//DT|UTR/NEU|PLU|DEF//det//40 två//RG|NOM//nummod//40 potentialer//NN|UTR|PLU|IND|NOM//nmod//36 ,//MID//punct//36 oftast//AB|SUV//advmod//43 värderade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//30 som//KN//case//45 lönekostnader//NN|UTR|PLU|IND|NOM//obl//43 för//PP//case//49 den//DT|UTR|SIN|DEF//det//49 förlorade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//49 arbetskraften//NN|UTR|SIN|DEF|NOM//nmod//45 ,//MID//punct//30 utgör//VB|PRS|AKT//conj//30 enligt//PP//case//53 ansatsen//NN|UTR|SIN|DEF|NOM//obl//51 produktionsförlusten//NN|UTR|SIN|DEF|NOM//obj//51 .//MAD//punct//1
18.3 Indirekta kostnader med humankapital- eller friktionsansatsen;En//DT|UTR|SIN|IND//det//1 alternativ//JJ|POS|UTR|SIN|IND|NOM//nsubj//2 metod//NN|UTR|SIN|IND|NOM//nsubj:pass//11 för//PP//case//4 beräkning//NN|UTR|SIN|IND|NOM//nmod//2 av//PP//case//6 produktionsförlusten//NN|UTR|SIN|DEF|NOM//nmod//4 ,//MID//punct//8 friktionsmetoden//NN|UTR|SIN|DEF|NOM//conj//6 ,//MID//punct//2 kan//VB|PRS|AKT//aux//11 förväntas//VB|INF|SFO//ROOT//11 ge//VB|INF|AKT//xcomp//11 radikalt//AB|POS//advmod//14 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 skattningar//NN|UTR|PLU|IND|NOM//obj//12 av//PP//case//17 produktionsförlusten//NN|UTR|SIN|DEF|NOM//nmod//15 .//MAD//punct//11
18.3 Indirekta kostnader med humankapital- eller friktionsansatsen;Som//HA//mark//22 namnet//NN|NEU|SIN|DEF|NOM//nsubj//21 antyder//VB|PRS|AKT//aux//22 betraktas//VB|PRS|SFO//advcl//11 med//PP//case//26 den//DT|UTR|SIN|DEF//det//26 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//26 metoden//NN|UTR|SIN|DEF|NOM//obl//22 som//KN//mark//28 utgångspunkt//NN|UTR|SIN|IND|NOM//acl:relcl//26 produktionsbortfallet//NN|NEU|SIN|DEF|NOM//nsubj//28 snarare//AB|KOM//advmod//28 som//KN//case//34 en//DT|UTR|SIN|IND//det//34 tillfällig//JJ|POS|UTR|SIN|IND|NOM//amod//34 störning//NN|UTR|SIN|IND|NOM//obl//28 än//KN//mark//38 som//KN//case//38 en//DT|UTR|SIN|IND//det//38 nettoförlust//NN|UTR|SIN|IND|NOM//acl//34 som//HP|-|-|-//nsubj//41 är//VB|PRS|AKT//cop//41 lika//JJ|POS|UTR/NEU|SIN|DEF|NOM//acl:relcl//38 med//PP//case//43 summan//NN|UTR|SIN|DEF|NOM//nmod//41 av//PP//case//47 de//DT|UTR/NEU|PLU|DEF//det//47 individuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 förlusterna//NN|UTR|PLU|DEF|NOM//nmod//43 av//PP//case//49 produktionsvärde//NN|NEU|SIN|IND|NOM//nmod//47 ,//MID//punct//55 vilket//HP|NEU|SIN|IND//obj//55 den//DT|UTR|SIN|DEF//det//54 förstnämnda//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//54 ansatsen//NN|UTR|SIN|DEF|NOM//nsubj//55 innebär//VB|PRS|AKT//acl:relcl//47 .//MAD//punct//11
18.3 Indirekta kostnader med humankapital- eller friktionsansatsen;Med//PP//case//3 hjälp//NN|UTR|SIN|IND|NOM//fixed//0 av//PP//fixed//0 antaganden//NN|NEU|PLU|IND|NOM//obl//11 om//PP//case//7 väl//AB|POS//advmod//6 fungerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 marknader//NN|UTR|PLU|IND|NOM//nmod//3 och//KN//cc//10 full//JJ|POS|UTR|SIN|IND|NOM//amod//10 sysselsättning//NN|UTR|SIN|IND|NOM//conj//7 skattas//VB|INF|SFO//ROOT//11 med//PP//case//13 humankapitalmetoden//NN|UTR|SIN|DEF|NOM//obl//11 produktionsbortfallet//NN|NEU|SIN|DEF|NOM//obl//11 till//PP//case//17 den//DT|UTR|SIN|DEF//det//17 lönekostnaden//NN|UTR|SIN|DEF|NOM//obl//11 (//PAD//punct//19 bruttolön//NN|UTR|SIN|IND|NOM//appos//17 +//MID//cc//22 sociala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 avgifter//NN|UTR|PLU|IND|NOM//conj//19 )//PAD//punct//17 den//DT|UTR|SIN|DEF//det//25 skadade//PC|PRF|UTR/NEU|SIN|DEF|NOM//appos//17 ,//MID//punct//28 eller//KN//cc//28 döde//JJ|POS|MAS|SIN|DEF|NOM//conj//25 ,//MID//punct//30 hade//VB|PRT|AKT//conj//11 före//PP//case//32 olyckan//NN|UTR|SIN|DEF|NOM//obl//30 .//MAD//punct//11
18.3 Indirekta kostnader med humankapital- eller friktionsansatsen;Friktionskostnadsmetoden//NN|UTR|SIN|DEF|NOM//nsubj//1 innebär//VB|PRS|AKT//ROOT//1 kritik//NN|UTR|SIN|IND|NOM//obj//1 särskilt//AB//advmod//1 mot//PP//case//5 antagandet//NN|NEU|SIN|DEF|NOM//obl//1 att//SN//mark//8 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//8 råder//VB|PRS|AKT//ccomp//1 full//JJ|POS|UTR|SIN|IND|NOM//amod//10 sysselsättning//NN|UTR|SIN|IND|NOM//nsubj//8 .//MAD//punct//1
18.3 Indirekta kostnader med humankapital- eller friktionsansatsen;Argumentet//NN|NEU|SIN|DEF|NOM//nsubj//13 är//VB|PRS|AKT//parataxis//1 att//SN//mark//20 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//20 i//PP//case//18 det//DT|NEU|SIN|DEF//det//18 närmaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//obl//20 alltid//AB//advmod//20 förekommer//VB|PRS|AKT//ccomp//13 en//DT|UTR|SIN|IND//det//23 viss//JJ|POS|UTR|SIN|IND|NOM//amod//23 arbetslöshet//NN|UTR|SIN|IND|NOM//nsubj//20 i//PP//case//25 ekonomin//NN|UTR|SIN|DEF|NOM//obl//20 .//MID//punct//20
18.3 Indirekta kostnader med humankapital- eller friktionsansatsen;När//HA//mark//34 en//DT|UTR|SIN|IND//det//30 skadad//PC|PRF|UTR|SIN|IND|NOM//amod//30 person//NN|UTR|SIN|IND|NOM//nsubj//34 inte//AB//advmod//32 längre//AB|KOM//advmod//34 kan//VB|PRS|AKT//aux//34 producera//VB|INF|AKT//advcl//44 kan//VB|PRS|AKT//aux//44 han//PN|UTR|SIN|DEF|SUB//nsubj:pass//44 åtminstone//AB//advmod//40 efter//PP//case//40 en//DT|UTR|SIN|IND//det//40 tid//NN|UTR|SIN|IND|NOM//obl//44 (//PAD//punct//40 friktionsperioden//NN|UTR|SIN|DEF|NOM//appos//40 )//PAD//punct//40 ersättas//VB|PRS|SFO//parataxis//20 av//PP//case//48 en//DT|UTR|SIN|IND//det//48 arbetslös//JJ|POS|UTR|SIN|IND|NOM//amod//48 person//NN|UTR|SIN|IND|NOM//obl:agent//44 .//MAD//punct//13
18.3 Indirekta kostnader med humankapital- eller friktionsansatsen;Kostnaden//NN|UTR|SIN|DEF|NOM//nsubj//56 är//VB|PRS|AKT//cop//56 därför//AB//advmod//56 enligt//PP//case//55 ansatsens//NN|UTR|SIN|DEF|GEN//nmod:poss//55 förespråkare//NN|UTR|PLU|IND|NOM//obl//56 övergående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//13 och//KN//cc//58 består//VB|PRS|AKT//conj//56 av//PP//case//60 produktionsbortfall//NN|NEU|PLU|IND|NOM//obl//58 under//PP//case//62 friktionskostnadsperioden//NN|NEU|PLU|IND|NOM//nmod//60 samt//KN//cc//64 kostnader//NN|UTR|PLU|IND|NOM//conj//62 för//PP//case//66 rekrytering//NN|UTR|SIN|IND|NOM//nmod//64 och//KN//cc//68 upplärning//NN|UTR|SIN|IND|NOM//conj//66 .//MAD//punct//1
18.3 Indirekta kostnader med humankapital- eller friktionsansatsen;Kritiken//NN|UTR|SIN|DEF|NOM//nsubj:pass//4 mot//PP//case//2 humankapitalansatsen//NN|UTR|SIN|DEF|NOM//nmod//0 har//VB|PRS|AKT//aux//4 sammanfattats//VB|SUP|SFO//ROOT//4 i//PP//case//7 en//DT|UTR|SIN|IND//det//7 artikel//NN|UTR|SIN|IND|NOM//obl//4 där//HA//advmod//11 man//PN|UTR|SIN|IND|SUB//nsubj//11 bl.a.//AB|AN//advmod//11 skriver//VB|PRS|AKT//acl:relcl//7 ://MAD//punct//4
18.3 Indirekta kostnader med humankapital- eller friktionsansatsen;Längre//AB|KOM//advmod//1 fram//AB//advmod//3 i//PP//case//3 texten//NN|UTR|SIN|DEF|NOM//obl//4 framhåller//VB|PRS|AKT//ROOT//4 man//PN|UTR|SIN|IND|SUB//nsubj//4 också//AB//advmod//4 vikten//NN|UTR|SIN|DEF|NOM//obj//4 av//PP//mark//11 att//SN//mark//11 man//PN|UTR|SIN|IND|SUB//nsubj//11 använder//VB|PRS|AKT//acl//7 bedömningar//NN|UTR|PLU|IND|NOM//obj//11 (//PAD//punct//14 estimat//NN|NEU|PLU|IND|NOM//appos//12 )//PAD//punct//14 av//PP//case//17 produktionsförluster//NN|UTR|PLU|IND|NOM//obl//11 som//HP|-|-|-//nsubj:pass//19 effektueras//VB|PRS|SFO//acl:relcl//17 i//PP//case//21 verkligheten//NN|UTR|SIN|DEF|NOM//obl//19 .//MAD//punct//4
18.3 Indirekta kostnader med humankapital- eller friktionsansatsen;I//PP//case//1 artikeln//NN|UTR|SIN|DEF|NOM//obl//2 ger//VB|PRS|AKT//ROOT//2 man//PN|UTR|SIN|IND|SUB//nsubj//2 även//AB//advmod//2 exempel//NN|NEU|PLU|IND|NOM//obj//2 på//PP//case//7 situationer//NN|UTR|PLU|IND|NOM//obl//2 då//HA//advmod//15 den//DT|UTR|SIN|DEF//det//12 förväntade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//12 faktiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//12 produktionsförlusten//NN|UTR|SIN|DEF|NOM//nsubj//15 är//VB|PRS|AKT//cop//15 väsentligt//AB|POS//advmod//15 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//2 än//KN//case//19 den//DT|UTR|SIN|DEF//det//19 potentiella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//19 produktionsförlusten//NN|UTR|SIN|DEF|NOM//nmod//15 .//MAD//punct//2
18.3 Indirekta kostnader med humankapital- eller friktionsansatsen;Dessa//DT|UTR/NEU|PLU|DEF//det//1 exempel//NN|NEU|PLU|IND|NOM//nsubj//2 följer//VB|PRS|AKT//ROOT//2 nedan//AB//advmod//2 (//PAD//punct//2 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//6 översättning//NN|UTR|SIN|IND|NOM//parataxis//2 från//PP//case//8 engelska//NN|UTR|SIN|IND|NOM//nmod//6 )//PAD//punct//2 ://MAD//punct//2
18.3 Indirekta kostnader med humankapital- eller friktionsansatsen;•//NN|UTR|SIN|IND|NOM//nsubj:pass//17 Om//PP//case//2 arbetslösheten//NN|UTR|SIN|DEF|NOM//nmod//0 ,//MID//punct//4 registrerad//PC|PRF|UTR|SIN|IND|NOM//conj//0 såväl//KN//advmod//7 som//KN//mark//7 dold//PC|PRF|UTR|SIN|IND|NOM//advcl//4 ,//MID//punct//10 är//VB|PRS|AKT//cop//10 väsentligt//JJ|POS|NEU|SIN|IND|NOM//conj//0 över//PP//case//12 friktionsarbetslösheten//NN|UTR|SIN|DEF|NOM//obl//10 ,//MID//punct//17 kan//VB|PRS|AKT//aux//17 sjuka//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 personer//NN|UTR|PLU|IND|NOM//nsubj:pass//17 ersättas//VB|INF|SFO//ROOT//17 med//PP//mark//19 arbetslösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//17 .//MAD//punct//17
18.3 Indirekta kostnader med humankapital- eller friktionsansatsen;•//NN|UTR|SIN|IND|NOM//mark//3 Om//SN//mark//3 arbetskraftsreserver//NN|NEU|SIN|IND|NOM//nsubj//3 finns//VB|PRS|SFO//advcl//12 inom//PP//case//5 företagen//NN|NEU|PLU|DEF|NOM//obl//3 med//PP//case//8 sjuka//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 personer//NN|UTR|PLU|IND|NOM//nmod//5 kan//VB|PRS|AKT//aux//12 produktionsförlusten//NN|UTR|SIN|DEF|NOM//nsubj//12 var//VB|PRT|AKT//cop//12 negligerbar//JJ|POS|UTR|SIN|IND|NOM//ROOT//12 .//MAD//punct//12
18.3 Indirekta kostnader med humankapital- eller friktionsansatsen;•//NN|UTR|SIN|IND|NOM//obl//4 Icke-överhängande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nummod//2 arbete//NN|NEU|SIN|IND|NOM//nsubj:pass//4 kan//VB|PRS|AKT//aux//4 skjutas//VB|INF|SFO//ROOT//4 på//PP//case//6 framtiden//NN|UTR|SIN|DEF|NOM//obl//4 .//MAD//punct//4
18.3 Indirekta kostnader med humankapital- eller friktionsansatsen;•//NN|UTR|SIN|IND|NOM//mark//16 Om//SN//mark//5 ersättning//NN|UTR|SIN|IND|NOM//nsubj//5 endast//AB//advmod//5 är//VB|PRS|AKT//cop//5 möjlig//JJ|POS|UTR|SIN|IND|NOM//advcl//16 genom//PP//case//7 personer//NN|UTR|PLU|IND|NOM//obl//5 som//HP|-|-|-//nsubj//10 redan//AB//advmod//10 har//VB|PRS|AKT//acl:relcl//7 arbete//NN|NEU|SIN|IND|NOM//obj//10 ,//MID//punct//16 kan//VB|PRS|AKT//aux//16 en//DT|UTR|SIN|IND//det//15 omfördelning//NN|UTR|SIN|IND|NOM//nsubj//16 inducera//VB|INF|AKT//ROOT//16 en//DT|UTR|SIN|IND//det//19 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//19 produktionsförlust//NN|UTR|SIN|IND|NOM//obj//16 och//KN//cc//24 på//PP//case//23 så//AB//amod//23 sätt//NN|NEU|SIN|IND|NOM//obl//24 skapa//VB|INF|AKT//conj//16 en//DT|UTR|SIN|IND//det//26 vakans//NN|UTR|SIN|IND|NOM//obj//24 med//PP//case//29 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 produktivitet//NN|UTR|SIN|IND|NOM//obl//24 .//MAD//punct//16
