Likvärdigt, rättssäkert och effektivt –  ett nytt nationellt system för kunskapsbedömning ;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//5 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 prov//NN|NEU|PLU|IND|NOM//nmod//2
Ett exempel baserat på empiriska data;I//PP//advmod//63 stället//NN|NEU|SIN|DEF|NOM//fixed//61 används//VB|PRS|SFO//conj//4 de//DT|UTR/NEU|PLU|DEF//det//65 data//NN|NEU|PLU|IND|NOM//nsubj:pass//63 som//HP|-|-|-//obl//69 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//69 har//VB|PRS|AKT//aux//69 haft//VB|SUP|AKT//acl:relcl//65 tillgång//NN|UTR|SIN|IND|NOM//obj//69 till//PP//case//66 ,//MID//punct//65 dvs.//AB|AN//advmod//74 provresultat//NN|NEU|PLU|IND|NOM//appos//65 och//KN//cc//76 betyg//NN|NEU|PLU|IND|NOM//conj//74 för//PP//case//81 grundskolans//NN|UTR|SIN|DEF|GEN//nmod:poss//79 årskurs//NN|UTR|SIN|IND|NOM//nmod//80 9//RG|NOM//nummod//81 vårterminerna//NN|UTR|PLU|DEF|NOM//nmod//74 2013//RG|NOM//nummod//81 och//KN//cc//82 2014//RG|NOM//nummod//82 samt//KN//cc//87 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//87 resultat//NN|NEU|SIN|IND|NOM//conj//74 för//PP//case//89 gymnasieskolan//NN|UTR|SIN|DEF|NOM//nmod//90 vårterminen//NN|UTR|SIN|DEF|NOM//nmod//87 2014//RG|NOM//nummod//90 .//MAD//punct//4
Ett exempel baserat på empiriska data;I//PP//case//1 tabellerna//NN|UTR|PLU|DEF|NOM//obl//3 nedan//AB//advmod//3 listas//VB|PRS|SFO//ROOT//3 betygsmedelvärden//NN|NEU|PLU|IND|NOM//nsubj:pass//3 och//KN//cc//6 standardavvikelser//NN|UTR|PLU|IND|NOM//conj//4 för//PP//case//8 provbetyg//NN|NEU|PLU|IND|NOM//nmod//6 och//KN//cc//10 lärarbetyg//NN|NEU|SIN|IND|NOM//conj//8 för//PP//case//12 grundskolan//NN|UTR|SIN|DEF|NOM//nmod//10 vårterminerna//NN|UTR|PLU|DEF|NOM//nmod//14 2013//RG|NOM//nummod//21 och//KN//cc//14 2014//RG|NOM//nummod//14 samt//KN//cc//14 för//PP//case//20 gymnasieskolans//NN|UTR|SIN|DEF|GEN//nmod:poss//20 kursprov//NN|NEU|SIN|IND|NOM//fixed//14 vårterminen//NN|UTR|SIN|DEF|NOM//obl//3 2014//RG|NOM//nummod//21 .//MAD//punct//3
Ett exempel baserat på empiriska data;Här//AB//advmod//25 används//VB|PRS|SFO//parataxis//3 betygspoäng//NN|UTR|SIN|IND|NOM//nsubj:pass//25 från//PP//case//28 1//RG|NOM//obl//25 (//PAD//punct//28 betyget//NN|NEU|SIN|DEF|NOM//nmod//31 F//NN|NEU|SIN|IND|NOM//appos//28 )//PAD//punct//25 till//PP//case//34 6//RG|NOM//obl//25 (//PAD//punct//34 betyget//NN|NEU|SIN|DEF|NOM//nmod//37 A//NN|NEU|SIN|IND|NOM//appos//34 )//PAD//punct//25 för//PP//mark//41 att//IE//mark//41 få//VB|INF|AKT//advcl//25 en//DT|UTR|SIN|IND//det//43 betygsskala//NN|UTR|SIN|IND|NOM//obj//41 som//HP|-|-|-//nsubj//45 liknar//VB|PRS|AKT//acl:relcl//43 den//DT|UTR|SIN|DEF//det//49 tidigare//AB|KOM//advmod//48 femgradiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//49 skalan//NN|UTR|SIN|DEF|NOM//obj//45 men//KN//cc//53 med//PP//case//53 sex//RG|NOM//nummod//53 steg//NN|NEU|PLU|IND|NOM//conj//45 i//PP//advmod//53 stället//NN|NEU|SIN|DEF|NOM//fixed//54 för//PP//fixed//54 fem//RG|NOM//nummod//53 .//MAD//punct//25
Ett exempel baserat på empiriska data;Lbet_6//PAD//nsubj//62 och//KN//cc//61 Pbet_6//RG|NOM//conj//59 markerar//VB|PRS|AKT//parataxis//25 lärarbetyg//NN|NEU|PLU|IND|NOM//obj//62 respektive//AB//amod//65 provbetyg//NN|NEU|PLU|IND|NOM//conj//63 .//MAD//punct//25
Ett exempel baserat på empiriska data;Vi//PN|UTR|PLU|DEF|SUB//nsubj//68 börjar//VB|PRS|AKT//conj//3 med//PP//mark//71 att//IE//mark//71 undersöka//VB|INF|AKT//advcl//68 avvikelserna//NN|UTR|PLU|DEF|NOM//obj//71 på//PP//case//74 gruppnivå//NN|UTR|SIN|IND|NOM//obl//71 och//KN//cc//76 undersöker//VB|PRS|AKT//conj//71 sedan//AB//compound:prt//76 avvikelserna//NN|UTR|PLU|DEF|NOM//obj//76 på//PP//case//80 systemnivå//NN|UTR|SIN|IND|NOM//obl//76 (//PAD//punct//83 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//83 nivå//NN|UTR|SIN|IND|NOM//appos//76 )//PAD//punct//83 .//MAD//punct//68

Avvikelser på gruppnivå;Av//PP//case//1 tabell//NN|UTR|SIN|IND|NOM//nmod//2 8//RG|NOM//nummod//3 framgår//VB|PRS|AKT//ROOT//3 att//SN//mark//17 standardavvikelsen//NN|UTR|SIN|DEF|NOM//nsubj//17 för//PP//case//7 betygsmedelvärdet//NN|NEU|SIN|DEF|NOM//nmod//5 för//PP//case//11 slumpmässigt//AB|POS//advmod//10 valda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//11 stickprovsgrupper//NN|UTR|PLU|IND|NOM//nmod//5 om//PP//case//14 25//RG|NOM//nummod//14 elever//NN|UTR|PLU|IND|NOM//nmod//11 är//VB|PRS|AKT//cop//17 mycket//AB|POS//advmod//17 likartad//PC|PRF|UTR|SIN|IND|NOM//ccomp//3 för//PP//case//20 såväl//KN//advmod//20 provbetyg//NN|NEU|PLU|IND|NOM//obl//17 som//KN//cc//22 lärarbetyg//NN|NEU|SIN|IND|NOM//nmod//20 och//KN//cc//28 kan//VB|PRS|AKT//aux//28 på//PP//case//27 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//27 nivå//NN|UTR|SIN|IND|NOM//obl//28 avrundat//PC|PRF|NEU|SIN|IND|NOM//conj//17 till//PP//case//31 en//DT|UTR|SIN|IND//det//31 decimal//NN|UTR|SIN|IND|NOM//obl//28 sägas//VB|INF|SFO//advcl//28 vara//VB|INF|AKT//cop//35 0,3//RG|NOM//nummod//35 betygssteg//NN|NEU|PLU|IND|NOM//obl:agent//32 för//PP//case//38 grundskolans//NN|UTR|SIN|DEF|GEN//nmod:poss//38 del//NN|UTR|SIN|IND|NOM//obl//32 .//MAD//punct//3
Avvikelser på gruppnivå;Skillnaden//NN|UTR|SIN|DEF|NOM//nsubj:pass//46 mellan//PP//case//42 provbetyg//NN|NEU|PLU|IND|NOM//nmod//40 och//KN//cc//44 lärarbetyg//NN|NEU|SIN|IND|NOM//conj//42 kan//VB|PRS|AKT//aux//46 ses//VB|INF|SFO//parataxis//3 som//KN//mark//48 försumbar//JJ|POS|UTR|SIN|IND|NOM//xcomp//46 .//MAD//punct//3
Avvikelser på gruppnivå;För//PP//case//2 gymnasieskolans//NN|UTR|SIN|DEF|GEN//nmod:poss//2 del//NN|UTR|SIN|IND|NOM//obl//7 är//VB|PRS|AKT//cop//7 bilden//NN|UTR|SIN|DEF|NOM//nsubj//7 något//DT|NEU|SIN|IND//advmod//7 mer//AB|KOM//advmod//7 varierande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ROOT//7 ,//MID//punct//11 vilket//HP|NEU|SIN|IND//nsubj//11 är//VB|PRS|AKT//cop//11 naturligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//7 med//PP//mark//20 tanke//NN|UTR|SIN|IND|NOM//fixed//12 på//PP//fixed//12 att//SN//fixed//12 de//DT|UTR/NEU|PLU|DEF//det//18 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 proven//NN|NEU|PLU|DEF|NOM//nsubj:pass//20 där//AB//advmod//20 genomförs//VB|PRS|SFO//advcl//11 av//PP//case//22 selekterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//obl:agent//20 och//KN//cc//29 därigenom//AB//advmod//29 i//PP//advmod//29 allmänhet//NN|UTR|SIN|IND|NOM//fixed//25 mer//AB|KOM//advmod//28 homogena//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 grupper//NN|UTR|PLU|IND|NOM//conj//22 .//MAD//punct//7
Avvikelser på gruppnivå;Tabell//NN|UTR|SIN|IND|NOM//nsubj//33 9//RG|NOM//nummod//31 visar//VB|PRS|AKT//parataxis//7 resultaten//NN|NEU|PLU|DEF|NOM//obj//33 .//MAD//punct//33
Avvikelser på gruppnivå;provet//NN|NEU|SIN|DEF|NOM//obj//33 (//PAD//punct//36 25//RG|NOM//nummod//36 )//PAD//punct//36 .//MAD//punct//33
Avvikelser på gruppnivå;Skillnaden//NN|UTR|SIN|DEF|NOM//nsubj//42 är//VB|PRS|AKT//conj//7 att//SN//mark//51 för//PP//case//45 0,2//RG|NOM//obl//51 var//VB|PRT|AKT//cop//51 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//51 den//DT|UTR|SIN|DEF//det//50 föreskrivna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//50 standardavvikelsen//NN|UTR|SIN|DEF|NOM//nmod//51 1//RG|NOM//ccomp//42 som//HP|-|-|-//nsubj//53 gällde//VB|PRT|AKT//acl:cleft//51 .//MAD//punct//7
Avvikelser på gruppnivå;Här//AB//advmod//61 är//VB|PRS|AKT//cop//61 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//61 den//DT|UTR|SIN|DEF//det//61 empiriskt//AB|POS//advmod//60 funna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//61 standardavvikelsen//NN|UTR|SIN|DEF|NOM//parataxis//7 för//PP//case//63 lärarbetygen//NN|UTR|SIN|DEF|NOM//nmod//61 som//HP|-|-|-//nsubj:pass//65 används//VB|PRS|SFO//acl:relcl//63 .//MAD//punct//61
Avvikelser på gruppnivå;Man//PN|UTR|SIN|IND|SUB//nsubj//69 kan//VB|PRS|AKT//aux//69 notera//VB|INF|AKT//conj//7 att//SN//mark//79 skillnaderna//NN|UTR|PLU|DEF|NOM//nsubj//79 i//PP//case//75 standardavvikelse//NN|UTR|SIN|IND|NOM//fixed//72 för//PP//fixed//72 provbetyg//NN|NEU|PLU|IND|NOM//nmod//71 och//KN//cc//77 lärarbetyg//NN|NEU|SIN|IND|NOM//conj//75 är//VB|PRS|AKT//cop//79 liten//JJ|POS|UTR|SIN|IND|NOM//ccomp//69 .//MAD//punct//69
Avvikelser på gruppnivå;Om//SN//case//1 analogin//NN|UTR|SIN|DEF|NOM//nsubj//15 med//PP//case//4 det//DT|NEU|SIN|DEF//det//4 värde//NN|NEU|SIN|IND|NOM//nmod//1 (//PAD//punct//4 0,2//RG|NOM//nmod//4 )//PAD//punct//4 som//HP|-|-|-//nsubj//9 gällde//VB|PRT|AKT//acl:relcl//1 för//PP//case//13 det//DT|NEU|SIN|DEF//det//13 relativa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//13 betygssystemet//NN|NEU|SIN|DEF|NOM//obl//9 är//VB|PRS|AKT//cop//15 tillämplig//JJ|POS|UTR|SIN|IND|NOM//ROOT//15 skulle//VB|PRT|AKT//aux//35 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 värde//NN|NEU|SIN|IND|NOM//obj//16 i//PP//case//22 det//DT|NEU|SIN|DEF//det//22 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//22 systemet//NN|NEU|SIN|DEF|NOM//nmod//18 utifrån//PP//case//25 de//DT|UTR/NEU|PLU|DEF//det//25 standardavvikelser//NN|UTR|PLU|IND|NOM//nmod//22 som//HP|-|-|-//nsubj//27 gäller//VB|PRS|AKT//acl:relcl//25 för//PP//case//29 lärarbetygen//NN|UTR|SIN|DEF|NOM//obl//27 på//PP//case//32 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//32 nivå//NN|UTR|SIN|IND|NOM//nmod//29 vara//VB|INF|AKT//cop//35 0,3//RG|NOM//nummod//35 betygspoäng//NN|UTR|SIN|IND|NOM//obj//15 för//PP//case//37 klassmedelvärdet//NN|NEU|SIN|DEF|NOM//nmod//35 utifrån//PP//advmod//40 den//DT|UTR|SIN|DEF//fixed//38 använda//PC|PRF|UTR/NEU|SIN|DEF|NOM//advcl//15 sexgradiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//42 skalan//NN|UTR|SIN|DEF|NOM//obj//40 .//MAD//punct//15
Avvikelser på gruppnivå;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//45 leder//VB|PRS|AKT//parataxis//15 till//PP//case//47 följande//NN|NEU|SIN|IND|NOM//obl//45 ,//MID//punct//51 för//PP//case//50 exemplet//NN|NEU|SIN|DEF|NOM//obl//51 tentativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//45 ,//MID//punct//53 anvisning//NN|UTR|SIN|IND|NOM//conj//51 .//MAD//punct//45
Avvikelser på gruppnivå;Accepterad//PC|PRF|UTR|SIN|IND|NOM//amod//1 avvikelse//NN|UTR|SIN|IND|NOM//ROOT//1 på//PP//case//3 gruppnivå//NN|UTR|SIN|IND|NOM//nmod//1 ://MID//punct//1
Avvikelser på gruppnivå;Skillnaden//NN|UTR|SIN|DEF|NOM//nsubj//12 mellan//PP//case//7 medelvärdet//NN|NEU|SIN|DEF|NOM//nmod//5 för//PP//case//9 lärarbetygen//NN|UTR|SIN|DEF|NOM//nmod//7 och//KN//cc//11 provbetygen//NN|NEU|PLU|DEF|NOM//conj//9 ligger//VB|PRS|AKT//parataxis//1 i//PP//case//14 intervallet//NN|NEU|SIN|DEF|NOM//obl//12 -//MID//punct//12 0,3//RG|NOM//conj//12 till//PP//case//19 0,3//RG|NOM//nummod//19 betygspoäng//NN|UTR|SIN|IND|NOM//obl//12 räknat//PC|PRF|NEU|SIN|IND|NOM//conj//12 på//PP//case//23 en//DT|UTR|SIN|IND//det//23 betygsskala//NN|UTR|SIN|IND|NOM//obl//20 med//PP//case//25 betygspoäng//NN|UTR|SIN|IND|NOM//nmod//23 från//PP//case//27 1//RG|NOM//nmod//25 för//PP//case//29 F//PM|NOM//nmod//23 till//PP//case//31 6//RG|NOM//obl//20 för//PP//case//33 A.//PM|NOM//nmod//31
Avvikelser på gruppnivå;Hur//HA//advmod//4 skulle//VB|PRT|AKT//aux//4 då//AB//advmod//4 bilden//NN|UTR|SIN|DEF|NOM//nsubj//4 se//VB|INF|AKT//ROOT//4 ut//PL//compound:prt//4 om//PP//case//8 en//DT|UTR|SIN|IND//det//8 avvikelse//NN|UTR|SIN|IND|NOM//obl//4 mellan//PP//case//10 betygsmedelvärden//NN|UTR|SIN|DEF|NOM//nmod//8 för//PP//case//12 provbetyg//NN|NEU|PLU|IND|NOM//nmod//10 och//KN//cc//14 lärarbetyg//NN|NEU|SIN|IND|NOM//conj//12 på//PP//case//17 0,3//RG|NOM//nummod//17 betygspoäng//NN|UTR|SIN|IND|NOM//nmod//14 skulle//VB|PRT|AKT//aux//19 användas//VB|INF|SFO//conj//4 som//KN//mark//21 norm//NN|UTR|SIN|IND|NOM//xcomp//19 i//PP//case//25 det//DT|NEU|SIN|DEF//det//25 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 systemet//NN|NEU|SIN|DEF|NOM//obl//21 (//PAD//punct//19 med//PP//case//28 användning//NN|UTR|SIN|IND|NOM//obl//19 av//PP//case//32 en//DT|UTR|SIN|IND//det//32 sexgradig//JJ|POS|UTR|SIN|IND|NOM//amod//32 skala//NN|UTR|SIN|IND|NOM//nmod//28 )//PAD//punct//4 ?//MID//punct//4
Avvikelser på gruppnivå;Nedan//AB//advmod//36 anges//VB|PRS|SFO//parataxis//4 några//DT|UTR/NEU|PLU|IND//det//38 exempel//NN|NEU|PLU|IND|NOM//nsubj:pass//36 .//MAD//punct//4
Avvikelser på gruppnivå;Dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//41 gäller//VB|PRS|AKT//parataxis//4 dock//AB//advmod//41 endast//AB//advmod//41 avvikelsernas//NN|UTR|PLU|DEF|GEN//nmod:poss//45 spridning//NN|UTR|SIN|IND|NOM//obj//41 ,//MID//punct//45 dvs.//AB|AN//advmod//49 den//DT|UTR|SIN|DEF//det//49 del//NN|UTR|SIN|IND|NOM//appos//45 av//PP//case//51 modellen//NN|UTR|SIN|DEF|NOM//nmod//49 som//HP|-|-|-//nsubj:pass//53 baseras//VB|PRS|SFO//acl:relcl//51 på//PP//case//55 förutsättning//NN|UTR|SIN|IND|NOM//obl//53 2//RG|NOM//nummod//55 .//MAD//punct//41
Avvikelser på gruppnivå;I//PP//case//61 nästa//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//60 avsnitt//NN|NEU|SIN|IND|NOM//nmod//61 tillkommer//VB|PRS|AKT//obl//41 den//DT|UTR|SIN|DEF//det//64 eventuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//64 korrigering//NN|UTR|SIN|IND|NOM//nsubj//61 av//PP//case//67 avvikelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//67 nivå//NN|UTR|SIN|IND|NOM//nmod//64 som//HP|-|-|-//nsubj:pass//69 baseras//VB|PRS|SFO//acl:relcl//67 på//PP//case//72 förutsättning//NN|UTR|SIN|IND|NOM//nmod//72 1//RG|NOM//obl//69 .//MAD//punct//4

Grundskolan (2);För//PP//case//1 grundskolan//NN|UTR|SIN|DEF|NOM//obl//2 visas//VB|PRS|SFO//ROOT//2 diagram//NN|NEU|PLU|IND|NOM//nsubj:pass//2 för//PP//case//6 provämnena//NN|NEU|PLU|DEF|NOM//nmod//6 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//3 ,//MID//punct//8 engelska//NN|UTR|SIN|IND|NOM//conj//6 och//KN//cc//10 matematik//NN|UTR|SIN|IND|NOM//conj//6 i//PP//case//13 årskurs//NN|UTR|SIN|IND|NOM//nmod//13 9//RG|NOM//obl//2 .//MAD//punct//2
Grundskolan (2);Prickarna//NN|UTR|PLU|DEF|NOM//nsubj//18 i//PP//case//17 diagrammet//NN|NEU|SIN|DEF|NOM//nmod//15 representerar//VB|PRS|AKT//parataxis//2 grupper//NN|UTR|PLU|IND|NOM//obj//18 (//PAD//punct//19 klasser//NN|UTR|PLU|IND|NOM//appos//19 )//PAD//punct//19 .//MAD//punct//18
Grundskolan (2);De//DT|UTR/NEU|PLU|DEF//det//26 röda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 prickarna//NN|UTR|PLU|DEF|NOM//nsubj//27 representerar//VB|PRS|AKT//conj//18 grupper//NN|UTR|PLU|IND|NOM//obj//27 inom//PP//case//30 det//DT|NEU|SIN|DEF//obl//27 accepterade//PC|PRF|UTR/NEU|SIN|DEF|NOM//advcl//27 intervallet//NN|NEU|SIN|DEF|NOM//obj//31 .//MAD//punct//18
Grundskolan (2);Av//PP//case//1 grupperna//NN|UTR|PLU|DEF|NOM//obl//4 i//PP//case//3 svenska//NN|UTR|SIN|IND|NOM//nmod//1 ligger//VB|PRS|AKT//ROOT//4 26//RG|NOM//nummod//6 procent//NN|UTR|PLU|IND|NOM//nsubj//4 utanför//PP//case//10 gränsen//NN|UTR|SIN|DEF|NOM//advmod//9 0,3//RG|NOM//nummod//10 betygssteg//NN|NEU|PLU|IND|NOM//obl//4 .//MAD//punct//4
Grundskolan (2);Flertalet//NN|NEU|SIN|DEF|NOM//nmod//13 avvikelser//NN|UTR|PLU|IND|NOM//nsubj//14 gäller//VB|PRS|AKT//parataxis//4 som//HP|-|-|-//mark//16 synes//VB|PRS|SFO//advcl//14 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 lärarbetyg//NN|NEU|PLU|IND|NOM//obj//14 än//KN//case//20 provbetyg//NN|NEU|PLU|IND|NOM//nmod//18 .//MAD//punct//4
Grundskolan (2);Avvikelse//NN|UTR|SIN|IND|NOM//nsubj//4 utanför//PP//case//3 gränsen//NN|UTR|SIN|DEF|NOM//nmod//3 0,3//RG|NOM//nmod//0 gäller//VB|PRS|AKT//ROOT//4 för//PP//case//7 20//RG|NOM//nummod//7 procent//NN|UTR|PLU|IND|NOM//obl//4 av//PP//case//9 grupperna//NN|UTR|PLU|DEF|NOM//nmod//7 i//PP//case//11 engelska//NN|UTR|SIN|IND|NOM//nmod//9 .//MAD//punct//4
Grundskolan (2);Här//AB//advmod//14 har//VB|PRS|AKT//parataxis//4 förhållandevis//AB//advmod//16 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//17 grupper//NN|UTR|PLU|IND|NOM//nsubj//14 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//19 lärarbetyg//NN|NEU|PLU|IND|NOM//obj//14 än//KN//case//21 provbetyg//NN|NEU|PLU|IND|NOM//nmod//19 .//MAD//punct//14
Grundskolan (2);Effekten//NN|UTR|SIN|DEF|NOM//nsubj//29 skulle//VB|PRT|AKT//aux//29 för//PP//case//27 engelskans//NN|UTR|SIN|DEF|GEN//nmod:poss//27 del//NN|UTR|SIN|IND|NOM//obl//29 därmed//AB//advmod//29 bli//VB|INF|AKT//parataxis//14 ett//DT|NEU|SIN|IND//det//32 visst//JJ|POS|NEU|SIN|IND|NOM//amod//32 tryck//NN|NEU|SIN|IND|NOM//xcomp//29 mot//PP//case//35 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//35 lärarbetyg//NN|NEU|PLU|IND|NOM//obl//29 .//MAD//punct//14
Grundskolan (2);I//PP//case//1 matematik//NN|UTR|SIN|IND|NOM//obl//2 avviker//VB|PRS|AKT//ROOT//2 45//RG|NOM//nummod//4 procent//NN|UTR|PLU|IND|NOM//nsubj//2 av//PP//case//6 grupperna//NN|UTR|PLU|DEF|NOM//nmod//4 med//PP//case//11 mer//AB|KOM//advmod//10 än//KN//fixed//8 0,3//RG|NOM//nummod//11 betygssteg//NN|NEU|PLU|IND|NOM//nmod//6 .//MAD//punct//2
Grundskolan (2);"I//PP//case//17 stort//AB//fixed//13 sett//PC|PRF|NEU|SIN|IND|NOM//fixed//13 alla//DT|UTR/NEU|PLU|IND/DEF//det//17 avvikelser//NN|UTR|PLU|IND|NOM//obl//18 innebär//VB|PRS|AKT//parataxis//2 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//20 lärarbetyg//NN|NEU|PLU|IND|NOM//obj//18 än//KN//case//22 provbetyg//NN|NEU|PLU|IND|NOM//nmod//20 ;//MID//punct//2"
Grundskolan (2);endast//AB//advmod//28 ett//DT|NEU|SIN|IND//det//26 fåtal//NN|NEU|SIN|IND|NOM//nmod//27 grupper//NN|UTR|PLU|IND|NOM//nsubj//28 har//VB|PRS|AKT//conj//2 negativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 avvikelser//NN|UTR|PLU|IND|NOM//obj//28 .//MAD//punct//2

Gymnasieskolan (3);För//PP//case//1 gymnasieskolan//NN|UTR|SIN|DEF|NOM//obl//2 visas//VB|PRS|SFO//ROOT//2 också//AB//advmod//2 tre//RG|NOM//nummod//5 exempel//NN|NEU|PLU|IND|NOM//nsubj:pass//2 ://MID//punct//5
Gymnasieskolan (3);engelska//NN|UTR|SIN|IND|NOM//appos//5 5//RG|NOM//nummod//7 ,//MID//punct//10 matematik//NN|UTR|SIN|IND|NOM//conj//7 1a//RG|NOM//conj//7 och//KN//cc//13 svenska//NN|UTR|SIN|IND|NOM//conj//7 3//RG|NOM//nummod//7 .//MID//punct//5
Gymnasieskolan (3);Som//HP|-|-|-//mark//17 framgått//VB|SUP|AKT//acl:relcl//5 tidigare//AB|KOM//advmod//17 är//VB|PRS|AKT//cop//20 resultaten//NN|NEU|PLU|DEF|NOM//nsubj//2 och//KN//cc//22 avvikelserna//NN|UTR|PLU|DEF|NOM//conj//20 i//PP//case//24 gymnasieskolan//NN|UTR|SIN|DEF|NOM//nmod//22 i//PP//advmod//29 allmänhet//NN|UTR|SIN|IND|NOM//fixed//25 betydligt//AB//advmod//28 mer//AB|KOM//advmod//29 varierande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//20 än//KN//case//32 i//PP//case//32 grundskolan//NN|UTR|SIN|DEF|NOM//obl//29 .//MAD//punct//2
Gymnasieskolan (3);Engelska//NN|UTR|SIN|IND|NOM//nsubj//4 är//VB|PRS|AKT//cop//4 som//KN//mark//4 tidigare//AB|KOM//advmod//4 framgått//VB|SUP|AKT//ROOT//4 det//DT|NEU|SIN|DEF//det//6 ämne//NN|NEU|SIN|IND|NOM//obj//4 som//HP|-|-|-//nsubj//8 har//VB|PRS|AKT//acl:relcl//6 den//DT|UTR|SIN|DEF//det//12 minsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//12 genomsnittliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//12 avvikelsen//NN|UTR|SIN|DEF|NOM//obj//8 på//PP//case//15 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//15 nivå//NN|UTR|SIN|IND|NOM//obl//8 och//KN//cc//19 den//DT|UTR|SIN|DEF//det//19 jämnaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//19 fördelningen//NN|UTR|SIN|DEF|NOM//conj//6 mellan//PP//case//24 positiv//JJ|POS|UTR|SIN|IND|NOM//amod//24 och//KN//cc//23 negativ//JJ|POS|UTR|SIN|IND|NOM//conj//21 avvikelse//NN|UTR|SIN|IND|NOM//nmod//19 .//MAD//punct//4
Gymnasieskolan (3);För//PP//case//28 engelska//NN|UTR|SIN|IND|NOM//nmod//28 5//RG|NOM//obl//35 skulle//VB|PRT|AKT//aux//35 en//DT|UTR|SIN|IND//det//31 gräns//NN|UTR|SIN|IND|NOM//nsubj//35 på//PP//case//34 0,3//RG|NOM//nummod//34 betygssteg//NN|NEU|PLU|IND|NOM//nmod//31 innebära//VB|INF|AKT//parataxis//4 att//SN//mark//42 cirka//AB//advmod//38 20//RG|NOM//nummod//39 procent//NN|UTR|PLU|IND|NOM//nsubj//42 av//PP//case//41 grupperna//NN|UTR|PLU|DEF|NOM//nmod//39 ligger//VB|PRS|AKT//ccomp//35 utanför//PP//case//46 den//DT|UTR|SIN|DEF//det//46 tillåtna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//46 avvikelsen//NN|UTR|SIN|DEF|NOM//obl//42 (//PAD//punct//46 de//DT|UTR/NEU|PLU|DEF//det//50 blå//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//50 grupperna//NN|UTR|PLU|DEF|NOM//appos//46 )//PAD//punct//4 .//MAD//punct//4
