
En kommunallag för framtiden;Beslut//NN|NEU|SIN|IND|NOM//ROOT//0 vid//PP//case//2 regeringssammanträde//NN|NEU|SIN|IND|NOM//nmod//0 den//DT|UTR|SIN|DEF//det//5 11//RG|NOM//nummod//5 oktober//NN|UTR|SIN|IND|NOM//nmod//0 2012//RG|NOM//nummod//5
Uppdraget;I//PP//case//1 anslutning//NN|UTR|SIN|IND|NOM//obl//3 till//PP//case//3 frågan//NN|UTR|SIN|DEF|NOM//nsubj:pass//30 om//PP//case//6 allmänhetens//NN|UTR|SIN|DEF|GEN//nmod:poss//6 rätt//NN|UTR|SIN|IND|NOM//nmod//3 till//PP//case//8 insyn//NN|UTR|SIN|IND|NOM//nmod//6 bör//VB|PRS|AKT//aux//30 också//AB//advmod//11 frågan//NN|UTR|SIN|DEF|NOM//nsubj:pass//30 om//PP//case//14 medborgarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//14 behov//NN|NEU|PLU|IND|NOM//nmod//11 av//PP//case//14 och//KN//cc//17 tillgång//NN|UTR|SIN|IND|NOM//conj//14 till//PP//case//19 information//NN|UTR|SIN|IND|NOM//nmod//17 som//HP|-|-|-//nsubj:pass//21 behövs//VB|PRS|SFO//acl:relcl//19 vid//PP//case//23 valet//NN|NEU|SIN|DEF|NOM//obl//21 av//PP//case//25 utförare//NN|UTR|PLU|IND|NOM//nmod//23 av//PP//case//29 kommunalt//AB|POS//advmod//28 finansierad//PC|PRF|UTR|SIN|IND|NOM//amod//29 verksamhet//NN|UTR|SIN|IND|NOM//nmod//25 behandlas//VB|PRS|SFO//advcl//218 .//MAD//punct//30
Uppdraget;Statskontoret//NN|NEU|SIN|DEF|NOM//nsubj//33 pekar//VB|PRS|AKT//parataxis//30 i//PP//case//35 rapporten//NN|UTR|SIN|DEF|NOM//obl//33 Vård//NN|UTR|SIN|IND|NOM//obl//33 ,//MID//punct//38 skola//NN|UTR|SIN|IND|NOM//conj//36 och//KN//cc//40 omsorg//NN|UTR|SIN|IND|NOM//conj//36 –//RG|NOM//punct//44 vilken//HD|UTR|SIN|IND//det//43 information//NN|UTR|SIN|IND|NOM//nsubj//44 behöver//VB|PRS|AKT//parataxis//30 brukaren//NN|UTR|SIN|DEF|NOM//obj//44 för//PP//mark//48 att//IE//mark//48 välja//VB|INF|AKT//advcl//44 ?//MID//punct//30
Uppdraget;(//PAD//punct//51 2007:19//RG|NOM//appos//30 )//PAD//punct//51 på//PP//case//54 behovet//NN|NEU|SIN|DEF|NOM//obl//30 av//PP//case//58 en//DT|UTR|SIN|IND//det//58 förbättrad//PC|PRF|UTR|SIN|IND|NOM//amod//58 information//NN|UTR|SIN|IND|NOM//nmod//54 till//PP//case//60 medborgarna//NN|UTR|PLU|DEF|NOM//nmod//58 så//AB//mark//65 att//SN//fixed//61 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//65 kan//VB|PRS|AKT//aux//65 utnyttja//VB|INF|AKT//advcl//30 valfrihetsreformer//NN|UTR|PLU|IND|NOM//obj//65 bättre//AB|KOM//advmod//65 .//MAD//punct//30
Uppdraget;Bestämmelser//NN|UTR|PLU|IND|NOM//nsubj:pass//73 om//PP//case//72 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//72 information//NN|UTR|SIN|IND|NOM//nmod//69 skapas//VB|PRS|SFO//parataxis//30 nu//AB//advmod//73 sektorsvis//AB//advmod//73 .//MAD//punct//30
Uppdraget;Exempelvis//AB//advmod//79 är//VB|PRS|AKT//cop//79 kommunen//NN|UTR|SIN|DEF|NOM//parataxis//30 enligt//PP//case//85 29//RG|NOM//nummod//82 kap.//NN|AN//nmod//84 19//RG|NOM//nummod//84 §//NN|AN//nmod//85 skollagen//NN|UTR|SIN|DEF|NOM//nmod//79 skyldig//JJ|POS|UTR|SIN|IND|NOM//xcomp//30 att//IE//mark//88 informera//VB|INF|AKT//xcomp//30 vårdnadshavarna//NN|UTR|PLU|DEF|NOM//obj//88 om//PP//case//91 förskola//NN|UTR|SIN|IND|NOM//obl//88 ,//MID//punct//93 fritidshem//NN|NEU|SIN|IND|NOM//conj//91 och//KN//cc//97 annan//JJ|POS|UTR|SIN|IND|NOM//amod//97 pedagogisk//JJ|POS|UTR|SIN|IND|NOM//amod//97 verksamhet//NN|UTR|SIN|IND|NOM//conj//91 som//HP|-|-|-//obj//100 kommunen//NN|UTR|SIN|DEF|NOM//nsubj//100 anordnar//VB|PRS|AKT//acl:relcl//97 eller//KN//cc//103 vars//HS|DEF//nmod:poss//103 huvudman//NN|UTR|SIN|IND|NOM//amod//104 kommunen//NN|UTR|SIN|DEF|NOM//nsubj//105 godkänt//VB|SUP|AKT//xcomp//30 .//MAD//punct//30
Uppdraget;På//PP//case//108 vård-//NN|UTR|-|-|SMS//obl//111 och//KN//cc//110 omsorgsområdet//NN|NEU|SIN|DEF|NOM//conj//108 finns//VB|PRS|SFO//parataxis//30 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//111 om//PP//case//116 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//115 myndighets//NN|NEU|SIN|DEF|GEN//nmod:poss//116 informationsansvar//NN|NEU|SIN|IND|NOM//nmod//112 i//PP//case//118 LOV//NN|AN//nmod//116 .//MAD//punct//111
Uppdraget;Enligt//PP//case//125 9//RG|NOM//nummod//122 kap.//NN|AN//obl//124 1//RG|NOM//nummod//124 §//NN|AN//nmod//125 LOV//NN|AN//obl//132 ska//VB|PRS|AKT//aux//132 den//DT|UTR|SIN|DEF//det//129 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//129 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//132 till//PP//case//131 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//129 lämna//VB|INF|AKT//conj//30 information//NN|UTR|SIN|IND|NOM//obj//132 om//PP//case//136 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//136 leverantörer//NN|UTR|PLU|IND|NOM//nmod//133 som//HP|-|-|-//obl//139 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//139 tecknat//VB|SUP|AKT//acl:relcl//136 kontrakt//NN|NEU|SIN|IND|NOM//obj//139 med//PP//case//145 inom//PP//case//145 ramen//NN|UTR|SIN|DEF|NOM//fixed//142 för//PP//fixed//142 valfrihetssystemet//NN|NEU|SIN|DEF|NOM//obl//139 .//MAD//punct//30
Uppdraget;Informationen//NN|UTR|SIN|DEF|NOM//nsubj//150 ska//VB|PRS|AKT//aux//150 vara//VB|INF|AKT//cop//150 saklig//JJ|POS|UTR|SIN|IND|NOM//parataxis//30 ,//MID//punct//152 relevant//JJ|POS|UTR|SIN|IND|NOM//conj//150 ,//MID//punct//154 jämförbar//JJ|POS|UTR|SIN|IND|NOM//conj//150 ,//MID//punct//156 lättförståelig//JJ|POS|UTR|SIN|IND|NOM//conj//150 och//KN//cc//158 lättillgänglig//JJ|POS|UTR|SIN|IND|NOM//conj//150 .//MAD//punct//150
Uppdraget;I//PP//case//164 det//DT|NEU|SIN|DEF//det//164 tidigare//AB|KOM//advmod//163 nämnda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//164 uppdraget//NN|NEU|SIN|DEF|NOM//obl//177 att//IE//mark//166 analysera//VB|INF|AKT//acl//164 och//KN//cc//168 utvärdera//VB|INF|AKT//conj//166 effekterna//NN|UTR|PLU|DEF|NOM//obj//168 av//PP//case//171 införandet//NN|NEU|SIN|DEF|NOM//nmod//169 av//PP//case//173 LOV//NN|AN//nmod//171 (//PAD//punct//173 s.//NN|AN//nmod//176 8)//RG|NOM//nmod//171 ingår//VB|PRS|AKT//conj//30 att//IE//mark//179 inventera//VB|INF|AKT//xcomp//177 och//KN//cc//181 analysera//VB|INF|AKT//conj//30 dels//KN//advmod//183 behovet//NN|NEU|SIN|DEF|NOM//obj//181 av//PP//case//185 åtgärder//NN|UTR|PLU|IND|NOM//nmod//183 för//PP//mark//188 att//IE//mark//188 ge//VB|INF|AKT//advcl//181 brukarna//NN|UTR|PLU|DEF|NOM//iobj//188 tillgång//NN|UTR|SIN|IND|NOM//obj//188 till//PP//case//195 lättfattlig//JJ|POS|UTR|SIN|IND|NOM//amod//195 och//KN//cc//194 kvalitetssäkrad//PC|PRF|UTR|SIN|IND|NOM//conj//192 information//NN|UTR|SIN|IND|NOM//nmod//190 ,//MID//punct//30 dels//KN//advmod//198 behovet//NN|NEU|SIN|DEF|NOM//appos//30 av//PP//case//200 stödinsatser//NN|UTR|PLU|IND|NOM//nmod//198 för//PP//case//202 personer//NN|UTR|PLU|IND|NOM//nmod//200 som//HP|-|-|-//nsubj//208 av//PP//case//206 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//206 skäl//NN|NEU|PLU|IND|NOM//obl//208 kan//VB|PRS|AKT//aux//208 ha//VB|INF|AKT//acl:relcl//198 svårt//AB|POS//obj//208 att//IE//mark//211 göra//VB|INF|AKT//acl//209 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//214 välgrundade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//214 val//NN|NEU|PLU|IND|NOM//obj//211 .//MAD//punct//30
Uppdraget;I//PP//case//217 uppdraget//NN|NEU|SIN|DEF|NOM//obl//30 ingår//VB|PRS|AKT//ROOT//218 även//AB//advmod//218 att//IE//mark//221 utarbeta//VB|INF|AKT//xcomp//218 en//DT|UTR|SIN|IND//det//223 vägledning//NN|UTR|SIN|IND|NOM//obj//221 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//221 hur//HA//advmod//228 information//NN|UTR|SIN|IND|NOM//nsubj:pass//228 kan//VB|PRS|AKT//aux//228 göras//VB|INF|SFO//ccomp//221 tillgänglig//JJ|POS|UTR|SIN|IND|NOM//advmod//228 för//PP//case//231 personer//NN|UTR|PLU|IND|NOM//obl//228 med//PP//case//233 hörsel-//NN|UTR|-|-|SMS//nmod//231 eller//KN//cc//235 synnedsättning//NN|UTR|SIN|IND|NOM//conj//233 samt//KN//cc//238 för//PP//case//238 personer//NN|UTR|PLU|IND|NOM//conj//233 med//PP//case//241 bristande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//241 kunskaper//NN|UTR|PLU|IND|NOM//nmod//238 i//PP//case//244 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//244 språket//NN|NEU|SIN|DEF|NOM//nmod//241 .//MID//punct//218
Uppdraget;Detta//DT|NEU|SIN|DEF//det//247 uppdrag//NN|NEU|SIN|IND|NOM//nsubj:pass//249 ska//VB|PRS|AKT//aux//249 redovisas//VB|INF|SFO//parataxis//218 senast//AB|SUV//case//253 den//DT|UTR|SIN|DEF//det//253 15//RG|NOM//nummod//253 januari//NN|UTR|SIN|IND|NOM//obl//249 2014//RG|NOM//nummod//253 .//MAD//punct//218
Uppdraget;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//261 är//VB|PRS|AKT//cop//261 ur//PP//case//261 ett//DT|NEU|SIN|IND//det//261 medborgarperspektiv//NN|NEU|SIN|IND|NOM//amod//261 viktigt//JJ|POS|NEU|SIN|IND|NOM//conj//218 att//SN//mark//270 regleringen//NN|UTR|SIN|DEF|NOM//nsubj//270 av//PP//case//268 kommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//268 och//KN//cc//267 landstingens//NN|NEU|PLU|DEF|GEN//conj//265 informationsskyldighet//NN|UTR|SIN|IND|NOM//nmod//263 är//VB|PRS|AKT//cop//270 heltäckande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//csubj//261 .//MID//punct//261
Uppdraget;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//273 finns//VB|PRS|SFO//parataxis//261 därför//AB//advmod//273 även//AB//advmod//273 anledning//NN|UTR|SIN|IND|NOM//nsubj//273 att//IE//mark//278 överväga//VB|INF|AKT//acl//276 behovet//NN|NEU|SIN|DEF|NOM//obj//278 av//PP//case//283 en//DT|UTR|SIN|IND//det//283 generell//JJ|POS|UTR|SIN|IND|NOM//amod//283 bestämmelse//NN|UTR|SIN|IND|NOM//nmod//279 om//PP//mark//289 att//SN//mark//289 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//287 information//NN|UTR|SIN|IND|NOM//nsubj:pass//289 ska//VB|PRS|AKT//aux//289 lämnas//VB|INF|SFO//advcl//278 .//MAD//punct//273
Uppdraget;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//294 är//VB|PRS|AKT//cop//294 också//AB//advmod//294 viktigt//JJ|POS|NEU|SIN|IND|NOM//conj//273 att//SN//mark//298 informationen//NN|UTR|SIN|DEF|NOM//nsubj//298 är//VB|PRS|AKT//cop//298 lättillgänglig//JJ|POS|UTR|SIN|IND|NOM//csubj//294 för//PP//case//301 de//DT|UTR/NEU|PLU|DEF//det//301 målgrupper//NN|UTR|PLU|IND|NOM//obl//298 som//HP|-|-|-//obj//304 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//304 riktar//VB|PRS|AKT//acl:relcl//301 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//304 mot//PP//case//304 .//MAD//punct//294
Uppdraget;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//4 ska//VB|PRS|AKT//aux//4 därför//AB//advmod//4 //NN|AN//nsubj//4 utreda//VB|INF|AKT//ROOT//4 förutsättningarna//NN|UTR|PLU|DEF|NOM//obj//4 för//PP//mark//8 att//IE//mark//8 tydliggöra//VB|INF|AKT//advcl//4 det//DT|NEU|SIN|DEF//det//11 kommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//11 ansvaret//NN|NEU|SIN|DEF|NOM//obj//8 för//PP//case//14 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//14 insyn//NN|UTR|SIN|IND|NOM//obl//8 i//PP//case//17 kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 entreprenader//NN|UTR|PLU|IND|NOM//nmod//14 och//KN//cc//25 ,//MID//punct//22 om//SN//mark//22 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//22 bedöms//VB|PRS|SFO//advcl//25 lämpligt//AB|POS//xcomp//22 ,//MID//punct//22 lämna//VB|INF|AKT//conj//8 förslag//NN|NEU|SIN|IND|NOM//obj//25 till//PP//case//30 en//DT|UTR|SIN|IND//det//30 generell//JJ|POS|UTR|SIN|IND|NOM//amod//30 reglering//NN|UTR|SIN|IND|NOM//nmod//26 som//HP|-|-|-//nsubj//32 ålägger//VB|PRS|AKT//acl:relcl//30 kommunerna//NN|UTR|PLU|DEF|NOM//iobj//32 en//DT|UTR|SIN|IND//det//35 skyldighet//NN|UTR|SIN|IND|NOM//obj//32 att//IE//mark//37 tillförsäkra//VB|INF|AKT//acl//35 allmänheten//NN|UTR|SIN|DEF|NOM//obj//37 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//40 insyn//NN|UTR|SIN|IND|NOM//obj//37 ,//MID//punct//37 //NN|AN//nsubj//43 överväga//VB|INF|AKT//conj//37 behovet//NN|NEU|SIN|DEF|NOM//obj//43 av//PP//case//48 en//DT|UTR|SIN|IND//det//48 generell//JJ|POS|UTR|SIN|IND|NOM//amod//48 reglering//NN|UTR|SIN|IND|NOM//nmod//44 som//HP|-|-|-//nsubj//50 syftar//VB|PRS|AKT//acl:relcl//48 till//PP//mark//53 att//IE//mark//53 ge//VB|INF|AKT//advcl//50 medborgarna//NN|UTR|PLU|DEF|NOM//iobj//53 tillgång//NN|UTR|SIN|IND|NOM//obj//53 till//PP//case//57 information//NN|UTR|SIN|IND|NOM//obl//53 som//HP|-|-|-//nsubj:pass//59 behövs//VB|PRS|SFO//acl:relcl//57 för//PP//mark//63 att//IE//mark//63 kunna//VB|INF|AKT//aux//63 välja//VB|INF|AKT//advcl//59 utförare//NN|UTR|SIN|IND|NOM//obj//63 av//PP//case//68 kommunalt//AB|POS//advmod//67 finansierad//PC|PRF|UTR|SIN|IND|NOM//amod//68 verksamhet//NN|UTR|SIN|IND|NOM//nmod//64 ,//MID//punct//4 och//KN//punct//4
Uppdraget;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//1 ingår//VB|PRS|AKT//ROOT//1 inte//AB//advmod//1 i//PP//case//5 utredarens//NN|UTR|SIN|DEF|GEN//nmod:poss//5 uppdrag//NN|NEU|SIN|IND|NOM//obl//1 att//IE//mark//7 hantera//VB|INF|AKT//acl//5 frågan//NN|UTR|SIN|DEF|NOM//obj//7 om//PP//case//10 meddelarskydd//NN|NEU|SIN|IND|NOM//nmod//8 eller//KN//cc//13 att//IE//mark//13 föreslå//VB|INF|AKT//conj//7 att//SN//mark//19 de//DT|UTR/NEU|PLU|DEF//det//17 privata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 företagen//NN|NEU|PLU|DEF|NOM//nsubj:pass//19 ska//VB|PRS|AKT//aux//19 omfattas//VB|INF|SFO//ccomp//13 av//PP//case//21 offentlighetsprincipen//NN|UTR|SIN|DEF|NOM//obl:agent//19 .//MAD//punct//1
Uppdraget;De//DT|UTR/NEU|PLU|DEF//det//2 anställdas//PC|PRF|UTR/NEU|PLU|IND/DEF|GEN//amod//2 roll//NN|UTR|SIN|IND|NOM//ROOT//2 i//PP//case//6 den//DT|UTR|SIN|DEF//det//6 kommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 organisationen//NN|UTR|SIN|DEF|NOM//nmod//2
Uppdraget;Enligt//PP//case//1 kommunallagen//NN|UTR|SIN|DEF|NOM//obl//2 tillkommer//VB|PRS|AKT//dislocated//93 beslutanderätten//NN|UTR|SIN|DEF|NOM//nsubj//2 i//PP//case//5 kommuner//NN|UTR|PLU|IND|NOM//nmod//3 och//KN//cc//7 landsting//NN|NEU|SIN|IND|NOM//conj//5 de//DT|UTR/NEU|PLU|DEF//det//10 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 organen//NN|NEU|PLU|DEF|NOM//nsubj//2 ,//MID//punct//12 fullmäktige//NN|UTR|PLU|DEF|NOM//conj//10 och//KN//cc//14 nämnderna//NN|UTR|PLU|DEF|NOM//conj//10 .//MAD//punct//2
Uppdraget;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//19 är//VB|PRS|AKT//cop//19 de//DT|UTR/NEU|PLU|DEF//det//19 förtroendevalda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//2 som//HP|-|-|-//nsubj//21 har//VB|PRS|AKT//acl:cleft//19 det//DT|NEU|SIN|DEF//det//24 yttersta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//24 ansvaret//NN|NEU|SIN|DEF|NOM//obj//21 för//PP//case//26 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//24 .//MAD//punct//19
Uppdraget;I//PP//case//29 kommunallagen//NN|UTR|SIN|DEF|NOM//obl//30 finns//VB|PRS|SFO//conj//19 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//30 om//PP//mark//34 de//DT|UTR/NEU|PLU|DEF//nsubj//34 förtroendevalda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//30 ,//MID//punct//34 fullmäktige//NN|UTR|PLU|DEF|NOM//conj//34 ,//MID//punct//38 styrelsen//NN|UTR|SIN|DEF|NOM//conj//34 ,//MID//punct//40 nämnder//NN|UTR|PLU|IND|NOM//conj//34 och//KN//cc//42 revisorer//NN|UTR|PLU|IND|NOM//conj//34 .//MID//punct//19
Uppdraget;Däremot//AB//advmod//45 finns//VB|PRS|SFO//parataxis//19 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//45 i//PP//case//48 princip//NN|UTR|SIN|IND|NOM//obl//45 inga//DT|UTR/NEU|PLU|IND//det//50 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//45 som//HP|-|-|-//nsubj//52 reglerar//VB|PRS|AKT//acl:relcl//50 hur//HA//advmod//58 en//DT|UTR|SIN|IND//det//56 kommunal//JJ|POS|UTR|SIN|IND|NOM//amod//56 förvaltning//NN|UTR|SIN|IND|NOM//nsubj:pass//58 ska//VB|PRS|AKT//aux//58 organiseras//VB|INF|SFO//ccomp//52 eller//KN//cc//64 vilken//HD|UTR|SIN|IND//det//61 roll//NN|UTR|SIN|IND|NOM//obj//64 de//DT|UTR/NEU|PLU|DEF//det//63 anställda//NN|UTR|PLU|IND|NOM//nsubj//64 har//VB|PRS|AKT//conj//58 när//HA//mark//67 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//67 biträder//VB|PRS|AKT//advcl//64 de//DT|UTR/NEU|PLU|DEF//nsubj//67 förtroendevalda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//67 att//IE//mark//71 verkställa//VB|INF|AKT//acl//69 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//73 beslut//NN|NEU|PLU|IND|NOM//obj//71 .//MAD//punct//19
Uppdraget;Ett//DT|NEU|SIN|IND//det//76 undantag//NN|NEU|SIN|IND|NOM//nsubj//2 är//VB|PRS|AKT//cop//76 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj//76 om//PP//case//80 delegation//NN|UTR|SIN|IND|NOM//nmod//78 av//PP//case//82 beslutanderätt//NN|UTR|SIN|IND|NOM//nmod//80 .//MAD//punct//76
Uppdraget;Enligt//PP//case//89 6//RG|NOM//nummod//86 kap.//NN|AN//obl//88 33//RG|NOM//nummod//88 §//NN|AN//nmod//89 kommunallagen//NN|UTR|SIN|DEF|NOM//obl//93 kan//VB|PRS|AKT//aux//93 viss//JJ|POS|UTR|SIN|IND|NOM//amod//92 beslutanderätt//NN|UTR|SIN|IND|NOM//nsubj:pass//93 delegeras//VB|INF|SFO//ROOT//93 till//PP//case//96 de//DT|UTR/NEU|PLU|DEF//det//96 anställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//obl//93 .//MAD//punct//93
Uppdraget;Någon//DT|UTR|SIN|IND//det//100 självständig//JJ|POS|UTR|SIN|IND|NOM//amod//100 beslutanderätt//NN|UTR|SIN|IND|NOM//nsubj//105 har//VB|PRS|AKT//aux//105 dock//AB//advmod//105 inte//AB//advmod//105 de//DT|UTR/NEU|PLU|DEF//det//105 anställda//NN|UTR|PLU|IND|NOM//parataxis//93 .//MAD//punct//105
Uppdraget;I//PP//case//108 praxis//NN|UTR|SIN|IND|NOM//obl//109 anses//VB|PRS|SFO//conj//93 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//112 endast//AB//advmod//112 ha//VB|INF|AKT//xcomp//109 rätt//PL//obj//112 att//IE//mark//115 fatta//VB|INF|AKT//acl//113 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//117 beslut//NN|NEU|PLU|IND|NOM//obj//115 som//HP|-|-|-//nsubj:pass//120 kan//VB|PRS|AKT//aux//120 ses//VB|INF|SFO//acl:relcl//117 som//KN//mark//123 rent//AB|POS//advmod//123 verkställande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//120 och//KN//cc//126 rent//AB|POS//advmod//126 förberedande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//123 .//MAD//punct//109
Uppdraget;Inom//PP//case//130 viss//JJ|POS|UTR|SIN|IND|NOM//amod//130 speciallagstiftning//NN|UTR|SIN|IND|NOM//obl//133 har//VB|PRS|AKT//aux//133 dock//AB//advmod//133 anställda//NN|UTR|PLU|IND|NOM//parataxis//109 getts//VB|SUP|SFO//xcomp//109 viss//JJ|POS|UTR|SIN|IND|NOM//amod//137 självständig//JJ|POS|UTR|SIN|IND|NOM//amod//137 beslutanderätt//NN|UTR|SIN|IND|NOM//obj//134 ,//MID//punct//137 t.ex.//AB|AN//advmod//142 i//PP//case//142 skollagens//NN|UTR|SIN|DEF|GEN//nmod:poss//142 reglering//NN|UTR|SIN|IND|NOM//appos//137 av//PP//case//144 förskolechef//NN|UTR|SIN|IND|NOM//nmod//142 respektive//AB//cc//146 rektor//NN|UTR|SIN|IND|NOM//conj//144 .//MAD//punct//93
Uppdraget;I//PP//case//1 förarbetena//NN|NEU|PLU|DEF|NOM//obl//7 till//PP//case//6 den//DT|UTR|SIN|DEF//det//6 nu//AB//advmod//6 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 kommunallagen//NN|UTR|SIN|DEF|NOM//nmod//1 anges//VB|PRS|SFO//ROOT//7 att//SN//mark//16 en//DT|UTR|SIN|IND//det//10 reglering//NN|UTR|SIN|IND|NOM//nsubj//16 av//PP//case//14 de//DT|UTR/NEU|PLU|DEF//det//14 anställdas//PC|PRF|UTR/NEU|PLU|IND/DEF|GEN//amod//14 befogenheter//NN|UTR|PLU|IND|NOM//nmod//10 att//IE//mark//16 fatta//VB|INF|AKT//dep//7 beslut//NN|NEU|SIN|IND|NOM//obj//16 skulle//VB|PRT|AKT//aux//20 kunna//VB|INF|AKT//aux//20 leda//VB|INF|AKT//conj//7 dels//KN//advmod//25 till//PP//case//25 en//DT|UTR|SIN|IND//det//25 olycklig//JJ|POS|UTR|SIN|IND|NOM//amod//25 diskussion//NN|UTR|SIN|IND|NOM//obl//20 om//PP//case//27 förhållandet//NN|NEU|SIN|DEF|NOM//nmod//25 mellan//PP//case//29 förtroendevalda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nmod//27 och//KN//cc//31 anställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//29 ,//MID//punct//35 dels//KN//advmod//35 till//PP//advmod//35 minskat//PC|PRF|NEU|SIN|IND|NOM//conj//20 utrymme//NN|NEU|SIN|IND|NOM//obj//35 för//PP//case//39 lokala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 anpassningar//NN|UTR|PLU|IND|NOM//obl//35 av//PP//case//41 organisationen//NN|UTR|SIN|DEF|NOM//nmod//39 (//PAD//punct//39 prop//NN|UTR|SIN|IND|NOM//appos//39 .//MAD//punct//7
Uppdraget;1990/91:117//RG|NOM//nummod//46 s.//NN|AN//nmod//47 88//RG|NOM//obl//7 och//KN//cc//49 89//RG|NOM//conj//47 )//PAD//punct//7 .//MAD//punct//7
Uppdraget;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//53 anges//VB|PRS|SFO//parataxis//7 vidare//AB|KOM//advmod//53 att//SN//mark//76 de//DT|UTR/NEU|PLU|DEF//det//58 praktiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//58 problemen//NN|NEU|PLU|DEF|NOM//nsubj//76 med//PP//mark//63 att//SN//mark//63 de//DT|UTR/NEU|PLU|DEF//det//62 anställda//NN|UTR|PLU|IND|NOM//nsubj//63 får//VB|PRS|AKT//acl//58 och//KN//cc//65 behöver//VB|PRS|AKT//conj//63 ökat//PC|PRF|NEU|SIN|IND|NOM//amod//67 utrymme//NN|NEU|SIN|IND|NOM//nsubj:pass//69 kan//VB|PRS|AKT//aux//69 lösas//VB|INF|SFO//conj//63 genom//PP//case//72 ökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//72 delegationsmöjligheter//NN|UTR|PLU|IND|NOM//obl//69 .//MAD//punct//58
