10 Förhållandet till yttrandefriheten ;Vi//PN|UTR|PLU|DEF|SUB//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 att//SN//mark//4 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//4 görs//VB|PRS|SFO//ccomp//1 ett//DT|NEU|SIN|IND//det//6 undantag//NN|NEU|SIN|IND|NOM//obj//4 i//PP//case//8 persondatalagen//NN|UTR|SIN|DEF|NOM//nmod//6 för//PP//case//12 all//DT|UTR|SIN|IND/DEF//det//12 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//12 behandling//NN|UTR|SIN|IND|NOM//nmod//6 av//PP//case//14 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//12 som//HP|-|-|-//nsubj:pass//16 skyddas//VB|PRS|SFO//acl:relcl//12 av//PP//case//18 TF//PM|NOM//obl:agent//16 och//KN//cc//20 YGL//PM|NOM//conj//18 eller//KN//cc//22 utförs//VB|PRS|SFO//conj//16 som//KN//mark//25 ett//DT|NEU|SIN|IND//det//25 led//NN|NEU|SIN|IND|NOM//advcl//22 i//PP//case//28 konstnärligt//JJ|POS|NEU|SIN|IND|NOM//amod//28 skapande//NN|NEU|SIN|IND|NOM//obl//25 .//MAD//punct//1
10.5.3 En internationell jämförelse;Yttrandefriheten//NN|UTR|SIN|DEF|NOM//nsubj//1 erkänns//VB|PRS|SFO//ROOT//1 som//KN//case//5 en//DT|UTR|SIN|IND//det//5 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 frihet//NN|UTR|SIN|IND|NOM//obl//1 ,//MID//punct//11 men//KN//cc//11 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//11 är//VB|PRS|AKT//cop//11 inte//AB//advmod//11 absolut//JJ|POS|UTR|SIN|IND|NOM//conj//1 utan//KN//cc//14 är//VB|PRS|AKT//cop//14 underkastad//PC|PRF|UTR|SIN|IND|NOM//conj//1 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 lagar//NN|UTR|PLU|IND|NOM//obj//14 .//MAD//punct//1
10.5.3 En internationell jämförelse;Den//DT|UTR|SIN|DEF//det//19 enskilde//JJ|POS|MAS|SIN|DEF|NOM//nsubj//20 har//VB|PRS|AKT//parataxis//1 enligt//PP//case//23 fransk//JJ|POS|UTR|SIN|IND|NOM//amod//23 rätt//NN|UTR|SIN|IND|NOM//obl//27 ett//DT|NEU|SIN|IND//det//27 relativt//AB|POS//advmod//26 vidsträckt//JJ|POS|NEU|SIN|IND|NOM//amod//27 skydd//NN|NEU|SIN|IND|NOM//obj//20 för//PP//case//31 sin//PS|UTR|SIN|DEF//nmod:poss//31 personliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//31 integritet//NN|UTR|SIN|IND|NOM//obl//20 .//MAD//punct//1
10.5.3 En internationell jämförelse;Det//DT|NEU|SIN|DEF//det//35 lagfästa//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//35 skyddet//NN|NEU|SIN|DEF|NOM//nsubj//36 omfattar//VB|PRS|AKT//parataxis//1 ,//MID//punct//36 förutom//PP//case//39 bestämmelser//NN|UTR|PLU|IND|NOM//obl//36 om//PP//case//41 ärekränkning//NN|UTR|SIN|IND|NOM//nmod//39 ,//MID//punct//44 även//AB//advmod//44 bestämmelser//NN|UTR|PLU|IND|NOM//parataxis//1 om//PP//case//46 skydd//NN|NEU|SIN|IND|NOM//nmod//44 till//PP//case//48 förmån//NN|UTR|SIN|IND|NOM//nmod//44 för//PP//case//51 privatlivets//NN|NEU|SIN|DEF|GEN//nmod:poss//51 fred//NN|UTR|SIN|IND|NOM//nmod//48 .//MAD//punct//44
10.5.3 En internationell jämförelse;Skyddet//NN|NEU|SIN|DEF|NOM//nsubj:pass//54 tillgodoses//VB|PRS|SFO//conj//44 genom//PP//case//60 såväl//KN//advmod//57 straffrättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//60 som//KN//case//60 civilrättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//60 regler//NN|UTR|PLU|IND|NOM//obl//54 (//PAD//punct//54 främst//AB|SUV//advmod//63 rätten//NN|UTR|SIN|DEF|NOM//appos//54 till//PP//case//65 skadestånd//NN|NEU|SIN|IND|NOM//nmod//63 )//PAD//punct//54 .//MAD//punct//1
10.5.3 En internationell jämförelse;Domstolen//NN|UTR|SIN|DEF|NOM//nsubj//70 kan//VB|PRS|AKT//aux//70 fatta//VB|INF|AKT//conj//1 beslut//NN|NEU|SIN|IND|NOM//obj//70 om//PP//mark//78 att//SN//mark//78 en//DT|UTR|SIN|IND//det//76 pågående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//76 kränkning//NN|UTR|SIN|IND|NOM//nsubj//78 skall//VB|PRS|AKT//aux//78 upphöra//VB|INF|AKT//advcl//70 genom//PP//case//80 åtgärder//NN|UTR|PLU|IND|NOM//obl//78 som//HP|-|-|-//nsubj//89 i//PP//case//85 det//DT|NEU|SIN|DEF//det//85 enskilda//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//85 fallet//NN|NEU|SIN|DEF|NOM//obl//89 kan//VB|PRS|AKT//aux//89 vara//VB|INF|AKT//cop//89 mest//AB|SUV//advmod//89 lämpade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//80 .//MAD//punct//70
10.5.3 En internationell jämförelse;Rätten//NN|UTR|SIN|DEF|NOM//nsubj//95 till//PP//case//93 genmäle//NN|NEU|SIN|IND|NOM//nmod//91 är//VB|PRS|AKT//cop//95 lagfäst//PC|PRF|NEU|SIN|IND|NOM//parataxis//70 och//KN//cc//98 mycket//AB|POS//advmod//98 vidsträckt//JJ|POS|UTR|SIN|IND|NOM//conj//95 .//MAD//punct//70
10.5.3 En internationell jämförelse;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//101 omfattar//VB|PRS|AKT//parataxis//70 både//KN//cc//103 beriktigande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obj//101 av//PP//case//105 faktauppgifter//NN|UTR|PLU|IND|NOM//nmod//103 och//KN//cc//107 bemötande//NN|NEU|SIN|IND|NOM//conj//105 av//PP//case//109 värdeomdöme//NN|NEU|SIN|IND|NOM//nmod//107 eller//KN//cc//111 kritik//NN|UTR|SIN|IND|NOM//conj//109 .//MAD//punct//101
10.5.3 En internationell jämförelse;För//PP//mark//119 att//IE//mark//119 rätt//NN|UTR|SIN|IND|NOM//advmod//119 till//PP//case//117 genmäle//NN|NEU|SIN|IND|NOM//nmod//115 skall//VB|PRS|AKT//aux//119 föreligga//VB|INF|AKT//advcl//120 krävs//VB|PRS|SFO//conj//101 sålunda//AB//advmod//120 inte//AB//advmod//120 att//SN//mark//129 den//DT|UTR|SIN|DEF//det//126 aktuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//126 publiceringen//NN|UTR|SIN|DEF|NOM//nsubj//129 har//VB|PRS|AKT//aux//129 varit//VB|SUP|AKT//cop//129 ärekränkande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ccomp//120 ,//MID//punct//131 nedsättande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//129 eller//KN//cc//135 på//PP//case//135 annat//JJ|POS|NEU|SIN|IND|NOM//amod//135 vis//NN|NEU|SIN|IND|NOM//conj//129 skadevållande//NN|NEU|SIN|IND|NOM//advcl//129 .//MAD//punct//101
10.5.3 En internationell jämförelse;Rätten//NN|UTR|SIN|DEF|NOM//nsubj//147 till//PP//case//140 genmäle//NN|NEU|SIN|IND|NOM//nmod//138 i//PP//case//142 radio//NN|UTR|SIN|IND|NOM//nmod//140 och//KN//cc//144 TV//NN|UTR|SIN|IND|NOM//conj//142 är//VB|PRS|AKT//cop//147 mer//AB|KOM//advmod//147 begränsad//PC|PRF|UTR|SIN|IND|NOM//parataxis//101 än//KN//mark//151 vad//HP|NEU|SIN|IND//dislocated//151 som//HP|-|-|-//nsubj//151 gäller//VB|PRS|AKT//advcl//147 för//PP//case//153 tidningar//NN|UTR|PLU|IND|NOM//obl//151 .//MAD//punct//70
10.5.3 En internationell jämförelse;I//PP//case//1 Tyskland//PM|NOM//obl//3  //_SP////1 omfattas//VB|PRS|SFO//ROOT//3 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//5 behandlingar//NN|UTR|PLU|IND|NOM//nsubj:pass//3 som//HP|-|-|-//nsubj:pass//7 utförs//VB|PRS|SFO//acl:relcl//5 uteslutande//AB//advmod//12 för//PP//case//12 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 publicistiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 ändamål//NN|NEU|PLU|IND|NOM//obl//7 av//PP//case//14 pressföretag//NN|NEU|PLU|IND|NOM//nmod//12 ,//MID//punct//16 radioföretag//NN|NEU|PLU|IND|NOM//conj//14 och//KN//cc//18 filmföretag//NN|NEU|PLU|IND|NOM//conj//14 endast//AB//advmod//7 av//PP//case//25 den//DT|UTR|SIN|DEF//det//24 tyska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//24 federala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//24 dataskyddslagens//NN|UTR|SIN|DEF|GEN//nmod:poss//25 bestämmelser//NN|UTR|PLU|IND|NOM//obl:agent//7 om//PP//case//27 datasäkerhet//NN|UTR|SIN|IND|NOM//nmod//25 .//MAD//punct//3
10.5.3 En internationell jämförelse;Lagens//NN|UTR|SIN|DEF|GEN//nmod:poss//31 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 regler//NN|UTR|PLU|IND|NOM//nsubj:pass//32 tillämpas//VB|PRS|SFO//conj//3 dock//AB//advmod//32 på//PP//case//36 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//36 uppgifter//NN|UTR|PLU|IND|NOM//obl//32 ,//MID//punct//32 om//SN//mark//40 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj:pass//40 används//VB|PRS|SFO//advcl//32 för//PP//case//43 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//43 syften//NN|NEU|PLU|IND|NOM//obl//40 ,//MID//punct//32 t.ex.//AB|AN//mark//48 om//SN//fixed//45 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//48 utlämnas//VB|PRS|SFO//advcl//32 till//PP//case//50 någon//PN|UTR|SIN|IND|SUB/OBJ//obl//48 utanför//PP//case//54 det//DT|NEU|SIN|DEF//det//54 egna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//54 företaget//NN|NEU|SIN|DEF|NOM//nmod//50 .//MAD//punct//3
10.5.3 En internationell jämförelse;Yttrandefriheten//NN|UTR|SIN|DEF|NOM//nsubj//2 är//VB|PRS|AKT//cop//2 grundlagsfäst//PC|PRF|UTR|SIN|IND|NOM//ROOT//2 men//KN//cc//5 inte//AB//advmod//5 absolut//AB|POS//conj//2 .//MAD//punct//2
10.5.3 En internationell jämförelse;Av//PP//case//9 författningsdomstolens//NN|UTR|SIN|DEF|GEN//nmod:poss//9 praxis//NN|UTR|SIN|IND|NOM//obl//10 framgår//VB|PRS|AKT//conj//2 att//SN//mark//14 yttrandefriheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//14 skall//VB|PRS|AKT//aux//14 balanseras//VB|INF|SFO//ccomp//10 mot//PP//case//17 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 intressen//NN|NEU|PLU|IND|NOM//obl//14 t.ex.//AB|AN//advmod//19 den//DT|UTR|SIN|DEF//det//25 i//PP//case//21 grundlagen//NN|UTR|SIN|DEF|NOM//nmod//19 likaså//AB//advmod//23 skyddade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//25 personliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//25 värdigheten//NN|UTR|SIN|DEF|NOM//obl//14 .//MAD//punct//2
10.5.3 En internationell jämförelse;Den//DT|UTR|SIN|DEF//det//29 enskilde//JJ|POS|MAS|SIN|DEF|NOM//amod//29 skyddas//VB|PRS|SFO//conj//2 –//RG|NOM//punct//34 förutom//PP//case//34 av//PP//case//34 straffrättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 regler//NN|UTR|PLU|IND|NOM//obl//29 om//PP//case//36 ärekränkning//NN|UTR|SIN|IND|NOM//nmod//34 –//PAD//punct//41 av//PP//case//41 den//DT|UTR|SIN|DEF//det//41 civilrättsliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//41 regleringen//NN|UTR|SIN|DEF|NOM//conj//36 kring//PP//case//46 den//DT|UTR|SIN|DEF//det//46 s.k.//AB|AN//amod//46 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//46 personlighetsrätten//NN|UTR|SIN|DEF|NOM//nmod//41 .//MID//punct//2
10.5.3 En internationell jämförelse;Ett//DT|NEU|SIN|IND//det//49 intrång//NN|NEU|SIN|IND|NOM//nsubj//55 i//PP//case//53 den//DT|UTR|SIN|DEF//det//53 personliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//53 sfären//NN|UTR|SIN|DEF|NOM//nmod//49 kan//VB|PRS|AKT//aux//55 utgöra//VB|INF|AKT//conj//2 en//DT|UTR|SIN|IND//det//57 kränkning//NN|UTR|SIN|IND|NOM//obj//55 av//PP//case//59 personlighetsrätten//NN|UTR|SIN|DEF|NOM//nmod//57 om//SN//case//61 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//57 vid//PP//case//64 en//DT|UTR|SIN|IND//det//64 avvägning//NN|UTR|SIN|IND|NOM//obl//69 i//PP//case//68 det//DT|NEU|SIN|DEF//det//68 enskilda//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//68 fallet//NN|NEU|SIN|DEF|NOM//nmod//64 visar//VB|PRS|AKT//conj//2 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//69 att//SN//mark//74 intrånget//NN|NEU|SIN|DEF|NOM//nsubj//74 var//VB|PRT|AKT//cop//74 obefogat//JJ|POS|NEU|SIN|IND|NOM//ccomp//69 .//MAD//punct//69
10.5.3 En internationell jämförelse;En//DT|UTR|SIN|IND//det//80 förvanskande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//80 ,//MID//punct//79 negativ//JJ|POS|UTR|SIN|IND|NOM//conj//77 pressartikel//NN|UTR|SIN|IND|NOM//nsubj//92 eller//KN//cc//82 uppspelning//NN|UTR|SIN|IND|NOM//conj//80 av//PP//case//87 en//DT|UTR|SIN|IND//det//87 icke//AB//advmod//86 medgiven//PC|PRF|UTR|SIN|IND|NOM//amod//87 upptagning//NN|UTR|SIN|IND|NOM//nmod//82 av//PP//case//90 en//DT|UTR|SIN|IND//det//90 bandinspelning//NN|UTR|SIN|IND|NOM//nmod//87 kan//VB|PRS|AKT//aux//92 utgöra//VB|INF|AKT//conj//69 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//94 kränkningar//NN|UTR|PLU|IND|NOM//obj//92 .//MAD//punct//69
10.5.3 En internationell jämförelse;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//97 kränkte//VB|PRT|AKT//nsubj//99 kan//VB|PRS|AKT//aux//99 få//VB|INF|AKT//conj//2 skadestånd//NN|NEU|SIN|IND|NOM//obj//99 och//KN//cc//102 rätt//NN|UTR|SIN|IND|NOM//conj//100 till//PP//case//104 beriktigande//NN|NEU|SIN|IND|NOM//nmod//102 .//MAD//punct//2
10.5.3 En internationell jämförelse;Nederländerna//PM|NOM//nsubj//2  //_SP////0 har//VB|PRS|AKT//advcl//74 ett//DT|NEU|SIN|IND//det//4 undantag//NN|NEU|SIN|IND|NOM//obj//2 för//PP//case//6 datafiler//NN|UTR|PLU|IND|NOM//nmod//4 som//HP|-|-|-//nsubj:pass//9 uteslutande//AB//advmod//9 används//VB|PRS|SFO//acl:relcl//6 för//PP//mark//12 att//IE//mark//12 sprida//VB|INF|AKT//advcl//9 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//14 information//NN|UTR|SIN|IND|NOM//obj//12 genom//PP//case//16 press//NN|UTR|SIN|IND|NOM//obl//12 ,//MID//punct//18 radio//NN|UTR|SIN|IND|NOM//conj//16 och//KN//cc//20 TV//NN|UTR|SIN|IND|NOM//conj//16 .//MAD//punct//2
10.5.3 En internationell jämförelse;Syftet//NN|NEU|SIN|DEF|NOM//nsubj//27 med//PP//case//24 bestämmelsen//NN|UTR|SIN|DEF|NOM//nmod//22 är//VB|PRS|AKT//cop//27 att//IE//mark//27 göra//VB|INF|AKT//parataxis//2 undantag//NN|NEU|SIN|IND|NOM//obj//27 för//PP//case//31 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//31 regler//NN|UTR|PLU|IND|NOM//obl//27 i//PP//case//33 datalagen//NN|UTR|SIN|DEF|NOM//nmod//31 som//HP|-|-|-//nsubj//36 kan//VB|PRS|AKT//aux//36 innebära//VB|INF|AKT//acl:relcl//33 inskränkningar//NN|UTR|PLU|IND|NOM//obj//36 i//PP//case//39 yttrandefriheten//NN|UTR|SIN|DEF|NOM//nmod//37 ,//MID//punct//27 när//HA//mark//46 behandlingen//NN|UTR|SIN|DEF|NOM//nsubj//46 av//PP//case//44 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//42 alltid//AB//advmod//46 leder//VB|PRS|AKT//advcl//27 till//PP//case//48 resultat//NN|NEU|PLU|IND|NOM//obl//46 som//HP|-|-|-//nsubj//50 blir//VB|PRS|AKT//acl:relcl//48 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//50 .//MAD//punct//27
10.5.3 En internationell jämförelse;Att//SN//mark//55 uppgifterna//NN|UTR|PLU|DEF|NOM//nsubj//55 blir//VB|PRS|AKT//advcl//57 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//55 gör//VB|PRS|AKT//advcl//27 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//57 möjligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//57 för//PP//case//62 den//DT|UTR|SIN|DEF//det//62 enskilde//JJ|POS|MAS|SIN|DEF|NOM//obl//57 att//IE//mark//64 kräva//VB|INF|AKT//acl//62 rättelse//NN|UTR|SIN|IND|NOM//obj//64 av//PP//case//68 felaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//68 uppgifter//NN|UTR|PLU|IND|NOM//nmod//65 .//MAD//punct//27
10.5.3 En internationell jämförelse;Försummas//PM|GEN//parataxis//27 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//70 kan//VB|PRS|AKT//aux//74 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//74 leda//VB|INF|AKT//ROOT//74 till//PP//case//76 påföljd//NN|UTR|SIN|IND|NOM//obl//74 för//PP//case//78 massmedieföretaget//NN|NEU|SIN|DEF|NOM//nmod//76 .//MAD//punct//74
10.5.3 En internationell jämförelse;Den//DT|UTR|SIN|DEF//det//3 österrikiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//3  //_SP////1 datalagen//NN|UTR|SIN|DEF|NOM//nsubj//9 är//VB|PRS|AKT//cop//9 till//PP//case//7 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//7 delen//NN|UTR|SIN|DEF|NOM//obl//9 inte//AB//advmod//9 tillämplig//JJ|POS|UTR|SIN|IND|NOM//ROOT//9 på//PP//case//12 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//12 behandling//NN|UTR|SIN|IND|NOM//obl//9 som//HP|-|-|-//nsubj:pass//14 utförs//VB|PRS|SFO//acl:relcl//12 av//PP//case//16 medieföretag//NN|NEU|PLU|IND|NOM//obl:agent//14 i//PP//case//18 syfte//NN|NEU|SIN|IND|NOM//obl//14 att//IE//mark//20 stödja//VB|INF|AKT//acl//18 den//DT|UTR|SIN|DEF//det//23 publicistiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//23 verksamheten//NN|UTR|SIN|DEF|NOM//obj//20 .//MAD//punct//9
10.5.3 En internationell jämförelse;Vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 bestämmelser//NN|UTR|PLU|IND|NOM//appos//9 ,//MID//punct//26 t.ex.//AB|AN//advmod//30 beträffande//PP//case//30 säkerhet//NN|UTR|SIN|IND|NOM//appos//26 ,//MID//punct//34 är//VB|PRS|AKT//cop//34 dock//AB//advmod//34 til??lämpliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//9 även//AB//advmod//38 på//PP//case//38 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//38 behandling//NN|UTR|SIN|IND|NOM//obl//34 .//MAD//punct//34
10.5.3 En internationell jämförelse;Den//DT|UTR|SIN|DEF//det//42 österrikiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//42 medialagen//NN|UTR|SIN|DEF|NOM//nsubj//43 innehåller//VB|PRS|AKT//parataxis//34 i//PP//case//46 gengäld//NN|UTR|SIN|IND|NOM//amod//46 bestämmelser//NN|UTR|PLU|IND|NOM//obl//43 till//PP//case//48 skydd//NN|NEU|SIN|IND|NOM//obl//43 för//PP//case//52 den//DT|UTR|SIN|DEF//det//52 personliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//52 integriteten//NN|UTR|SIN|DEF|NOM//obl//43 .//MAD//punct//9
10.5.3 En internationell jämförelse;Bland//PP//case//2 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 länder//NN|NEU|PLU|IND|NOM//obl//17 som//HP|-|-|-//nsubj//4 undantar//NN|UTR|PLU|IND|NOM//acl:relcl//2 (//PAD//punct//2 eller//KN//cc//7 har//VB|PRS|AKT//conj//2 för//PP//case//9 avsikt//NN|UTR|SIN|IND|NOM//obj//7 att//IE//mark//11 undanta//VB|INF|AKT//acl//9 )//PAD//punct//2 massmedier//NN|NEU|PLU|IND|NOM//nsubj:pass//17 från//PP//case//15 datalagstiftningen//NN|UTR|SIN|DEF|NOM//nmod//13 kan//VB|PRS|AKT//aux//17 nämnas//VB|INF|SFO//ROOT//17 Belgien//PM|NOM//nsubj:pass//17  //_SP////18 och//KN//cc//21 Schweiz//PM|NOM//conj//18 .//MAD//punct//17
10.5.3 En internationell jämförelse;I//PP//case//24 Island//PM|NOM//obl//17 ,//MID//punct//26 Irland//PM|NOM//conj//24  //_SP////26 och//KN//cc//29 Luxemburg//PM|NOM//conj//24  //_SP////29 görs//VB|PRS|SFO//conj//17 inget//DT|NEU|SIN|IND//det//33 undantag//NN|NEU|SIN|IND|NOM//nsubj:pass//31 från//PP//case//36 datalagens//NN|UTR|SIN|DEF|GEN//nmod:poss//36 tillämpning//NN|UTR|SIN|IND|NOM//nmod//33 för//PP//case//38 massmedier//NN|NEU|PLU|IND|NOM//nmod//36 .//MAD//punct//17


10.6.1 Allmänt;I//PP//case//1 datalagen//NN|UTR|SIN|DEF|NOM//obl//2 görs//VB|PRS|SFO//ROOT//2 inte//AB//advmod//2 något//DT|NEU|SIN|IND//det//5 undantag//NN|NEU|SIN|IND|NOM//nsubj:pass//2 för//PP//case//7 register//NN|NEU|PLU|IND|NOM//obl//2 som//HP|-|-|-//nsubj//9 innehåller//VB|PRS|AKT//acl:relcl//7 personuppgifter//NN|UTR|PLU|IND|NOM//obj//9 inom//PP//case//14 det//DT|NEU|SIN|DEF//det//14 massmediala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//14 området//NN|NEU|SIN|DEF|NOM//obl//9 .//MAD//punct//2
10.6.1 Allmänt;Enligt//PP//case//17 ordalydelsen//NN|UTR|SIN|DEF|NOM//obl//18 omfattar//VB|PRS|AKT//parataxis//2 datalagens//NN|UTR|SIN|DEF|GEN//nmod:poss//20 bestämmelser//NN|UTR|PLU|IND|NOM//obj//18 även//AB//advmod//23 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//23 registrering//NN|UTR|SIN|IND|NOM//obj//18 .//MAD//punct//18
10.6.1 Allmänt;Datalagsutredningen//NN|UTR|SIN|DEF|NOM//nsubj//26 fann//VB|PRT|AKT//parataxis//18 emellertid//AB//advmod//26 att//SN//mark//43 de//DT|UTR/NEU|PLU|DEF//det//30 föreskrifter//NN|UTR|PLU|IND|NOM//nsubj//43 i//PP//case//33 bl.a.//AB|AN//advmod//33 datalagen//NN|UTR|SIN|DEF|NOM//nmod//30 som//HP|-|-|-//obj//38 Datainspektionen//PM|NOM//nsubj//38 har//VB|PRS|AKT//aux//38 att//IE//mark//38 tillämpa//VB|INF|AKT//acl:relcl//33 i//PP//case//41 sin//PS|UTR|SIN|DEF//nmod:poss//41 verksamhet//NN|UTR|SIN|IND|NOM//obl//38 kan//VB|PRS|AKT//aux//43 komma//VB|INF|AKT//ccomp//26 i//PP//compound:prt//43 strid//NN|UTR|SIN|IND|NOM//fixed//44 med//PP//case//48 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 föreskrifter//NN|UTR|PLU|IND|NOM//obl//43 i//PP//case//50 TF//PM|NOM//nmod//48 och//KN//cc//52 YGL//PM|NOM//conj//50 .//MAD//punct//2
10.6.1 Allmänt;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//55 pekade//VB|PRT|AKT//parataxis//2 bl.a.//AB|AN//advmod//55 på//PP//mark//71 att//SN//mark//71 villkor//NN|NEU|PLU|IND|NOM//nsubj//71 som//HP|-|-|-//obj//63 Datainspektionen//PM|NOM//nsubj//63 kan//VB|PRS|AKT//aux//63 meddela//VB|INF|AKT//acl:relcl//59 för//PP//case//65 förandet//NN|NEU|SIN|DEF|NOM//obl//63 av//PP//case//69 ett//DT|NEU|SIN|IND//det//69 visst//JJ|POS|NEU|SIN|IND|NOM//amod//69 personregister//NN|NEU|SIN|IND|NOM//nmod//65 kan//VB|PRS|AKT//aux//71 komma//VB|INF|AKT//advcl//55 i//PP//advmod//71 konflikt//NN|UTR|SIN|IND|NOM//fixed//72 med//PP//case//75 reglerna//NN|UTR|PLU|DEF|NOM//obl//71 om//PP//case//77 förbud//NN|NEU|SIN|IND|NOM//nmod//75 mot//PP//case//79 censur//NN|UTR|SIN|IND|NOM//nmod//75 och//KN//cc//83 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//83 hindrande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//83 åtgärder//NN|UTR|PLU|IND|NOM//conj//79 .//MAD//punct//55
10.6.1 Allmänt;Vidare//AB|KOM//advmod//91 kan//VB|PRS|AKT//aux//91 enligt//PP//case//88 utredningen//NN|UTR|SIN|DEF|NOM//nmod//90 Datainspektionens//NN|UTR|SIN|DEF|GEN//nmod:poss//90 tillsynsverksamhet//NN|UTR|SIN|IND|NOM//nsubj//91 inkräkta//VB|INF|AKT//conj//55 på//PP//case//93 rätten//NN|UTR|SIN|DEF|NOM//obl//91 till//PP//case//95 anonymitetsskydd//NN|NEU|SIN|IND|NOM//nmod//93 .//MID//punct//91
10.6.1 Allmänt;190//RG|NOM//nummod//99  //_SP////97 Normkonflikten//NN|UTR|SIN|DEF|NOM//nsubj//100 tycks//VB|PRS|SFO//conj//91 inte//AB//advmod//103 har//VB|PRS|AKT//aux//103 uppmärksammats//VB|SUP|SFO//xcomp//100 i//PP//case//107 samband//NN|NEU|SIN|IND|NOM//fixed//104 med//PP//fixed//104 tillkomsten//NN|UTR|SIN|DEF|NOM//obl//103 av//PP//case//109 datalagen//NN|UTR|SIN|DEF|NOM//nmod//107 .//MAD//punct//55
