Släpvagnskörning med B-körkort ;–//RG|NOM//punct//6 när//HA//advmod//6 kan//VB|PRS|AKT//aux//6 de//DT|UTR/NEU|PLU|DEF//det//5 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 EU-reglerna//NN|UTR|PLU|DEF|NOM//nsubj//6 börja//VB|INF|AKT//ROOT//6 tillämpas//VB|INF|SFO//xcomp//6 ?//MAD//punct//6
3 Bakgrund till uppdraget;Bestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//133 om//PP//case//128 kombinationens//NN|UTR|SIN|DEF|GEN//nmod:poss//128 totalvikt//NN|UTR|SIN|IND|NOM//nmod//125 på//PP//case//132 3//RG|NOM//nummod//132 500//RG|NOM//nummod//132 kg//NN|AN//nmod//128 ansåg//VB|PRT|AKT//parataxis//107 utskottet//NN|NEU|SIN|DEF|NOM//obj//133 inte//AB//advmod//137 kunde//VB|PRT|AKT//aux//137 omprövas//VB|INF|SFO//xcomp//133 ,//MID//punct//137 eftersom//SN//mark//141 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//141 vilade//VB|PRT|AKT//advcl//137 på//PP//case//145 ett//DT|NEU|SIN|IND//det//145 internationellt//JJ|POS|NEU|SIN|IND|NOM//amod//145 regelverk//NN|NEU|SIN|IND|NOM//obl//141 och//KN//cc//148 hade//VB|PRT|AKT//aux//148 utformats//VB|SUP|SFO//conj//141 efter//PP//case//151 bl.a.//AB|AN//advmod//151 trafiksäkerhetskrav//NN|NEU|PLU|IND|NOM//obl//148 .//MAD//punct//133
3 Bakgrund till uppdraget;Däremot//AB//advmod//133 ansåg//VB|PRT|AKT//advcl//133 utskottet//NN|NEU|SIN|DEF|NOM//obj//154 att//SN//mark//160 fortsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//158 överväganden//NN|NEU|PLU|IND|NOM//nsubj//160 borde//VB|PRT|AKT//aux//160 ske//VB|INF|AKT//acl//155 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//162 kopplingen//NN|UTR|SIN|DEF|NOM//obj//160 mellan//PP//case//165 släpvagnens//NN|UTR|SIN|DEF|GEN//nmod:poss//165 totalvikt//NN|UTR|SIN|IND|NOM//nmod//162 och//KN//cc//168 bilens//NN|UTR|SIN|DEF|GEN//nmod:poss//168 tjänstevikt//NN|UTR|SIN|IND|NOM//conj//165 .//MAD//punct//133
3 Bakgrund till uppdraget;Frågan//NN|UTR|SIN|DEF|NOM//nsubj:pass//172 skulle//VB|PRT|AKT//aux//172 behandlas//VB|INF|SFO//parataxis//133 inom//PP//case//176 ramen//NN|UTR|SIN|DEF|NOM//fixed//173 för//PP//fixed//173 det//DT|NEU|SIN|DEF//obl//172 då//AB//advmod//172 pågående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//179 arbetet//NN|NEU|SIN|DEF|NOM//obl//172 inom//PP//case//181 EU//PM|NOM//nmod//179 med//PP//case//184 ändamålsenliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//184 fordons-//NN|UTR|-|-|SMS//obl//172 och//KN//cc//186 körkortsregler//NN|UTR|PLU|IND|NOM//conj//184 .//MID//punct//133
3 Bakgrund till uppdraget;Riksdagen//NN|UTR|SIN|DEF|NOM//nsubj//189 tillkännagav//VB|PRT|AKT//parataxis//133 för//PP//case//191 regeringen//NN|UTR|SIN|DEF|NOM//obl//189 som//KN//case//194 sin//PS|UTR|SIN|DEF//nmod:poss//194 mening//NN|UTR|SIN|IND|NOM//obl//189 vad//HP|NEU|SIN|IND//obj//197 utskottet//NN|NEU|SIN|DEF|NOM//nsubj//197 anfört//VB|SUP|AKT//advcl//189 om//PP//case//199 utvecklingen//NN|UTR|SIN|DEF|NOM//obl//197 av//PP//case//202 ändamålsenliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//202 regler//NN|UTR|PLU|IND|NOM//nmod//199 för//PP//case//204 släpvagnsekipage//NN|UTR|SIN|IND|NOM//nmod//202 ,//MID//punct//207 vilket//HP|NEU|SIN|IND//nsubj:pass//207 bifölls//VB|PRT|SFO//acl:relcl//199 av//PP//case//209 riksdagen//NN|UTR|SIN|DEF|NOM//obl:agent//207 .//MAD//punct//8
3 Bakgrund till uppdraget;Efter//PP//case//1 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//7 att//SN//mark//7 det//DT|NEU|SIN|DEF//det//5 tredje//RO|NOM//amod//5 körkortsdirektivet//NN|NEU|SIN|DEF|NOM//nsubj:pass//7 hade//VB|PRT|AKT//aux//7 antagits//VB|SUP|SFO//ROOT//7 behandlades//VB|PRT|SFO//xcomp//7 frågan//NN|UTR|SIN|DEF|NOM//nsubj:pass//8 på//PP//case//13 nytt//JJ|POS|NEU|SIN|IND|NOM//fixed//10 i//PP//case//13 Trafikutskottet//PM|NOM//nmod//9 i//PP//case//15 betänkandet//NN|NEU|SIN|DEF|NOM//nmod//16 2006/07//RG|NOM//nmod//13 ://MID//punct//9
3 Bakgrund till uppdraget;TU7//PM|NOM//appos//9 .//MAD//punct//7
3 Bakgrund till uppdraget;Utskottet//NN|NEU|SIN|DEF|NOM//nsubj//21 konstaterade//VB|PRT|AKT//parataxis//7 att//SN//mark//25 denna//DT|UTR|SIN|DEF//det//24 utredning//NN|UTR|SIN|IND|NOM//nsubj:pass//25 tillsatts//VB|SUP|SFO//ccomp//21 i//PP//case//27 syfte//NN|NEU|SIN|IND|NOM//obl//25 att//IE//mark//29 analysera//VB|INF|AKT//advcl//25 hur//HA//advmod//35 det//DT|NEU|SIN|DEF//det//33 tredje//RO|NOM//amod//33 körkortsdirektivet//NN|NEU|SIN|DEF|NOM//nsubj:pass//35 skall//VB|PRS|AKT//aux//35 genomföras//VB|INF|SFO//ccomp//29 i//PP//case//38 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//38 rätt//NN|UTR|SIN|IND|NOM//obl//35 och//KN//cc//42 att//SN//mark//42 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//42 ingår//VB|PRS|AKT//conj//35 i//PP//case//44 uppdraget//NN|NEU|SIN|DEF|NOM//obl//42 att//IE//mark//46 uppmärksamma//VB|INF|AKT//csubj//42 vilka//HD|UTR/NEU|PLU|IND//det//48 möjligheter//NN|UTR|PLU|IND|NOM//obj//46 som//HP|-|-|-//nsubj//50 finns//VB|PRS|SFO//acl:relcl//48 att//IE//mark//52 förenkla//VB|INF|AKT//advcl//50 regler//NN|UTR|PLU|IND|NOM//obj//52 ,//MID//punct//55 förtydliga//VB|INF|AKT//conj//48 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//55 samt//KN//cc//59 att//IE//mark//59 använda//VB|INF|AKT//conj//48 enhetliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//61 definitioner//NN|UTR|PLU|IND|NOM//obj//59 .//MAD//punct//21
3 Bakgrund till uppdraget;Utskottet//NN|NEU|SIN|DEF|NOM//nsubj//64 välkomnade//VB|PRT|AKT//conj//21 att//SN//mark//73 den//DT|UTR|SIN|DEF//det//67 delen//NN|UTR|SIN|DEF|NOM//nsubj:pass//73 av//PP//case//69 uppdraget//NN|NEU|SIN|DEF|NOM//nmod//67 som//HP|-|-|-//nsubj//71 rör//VB|PRS|AKT//acl:relcl//69 fordonsekipage//NN|UTR|SIN|IND|NOM//obj//71 skyndats//VB|SUP|SFO//ccomp//64 på//PP//compound:prt//73 och//KN//cc//76 utgick//VB|PRT|AKT//conj//73 ifrån//PP//compound:prt//76 att//SN//mark//82 de//DT|UTR/NEU|PLU|DEF//det//81 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//81 reglerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//82 införs//VB|PRS|SFO//ccomp//76 så//AB//advmod//84 snart//AB|POS//advmod//82 som//HA//mark//87 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//87 låter//VB|PRS|AKT//advcl//82 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//87 göras//VB|INF|SFO//xcomp//87 och//KN//cc//93 att//SN//mark//93 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//93 utformas//VB|PRS|SFO//conj//82 så//AB//mark//97 att//SN//fixed//94 systemet//NN|NEU|SIN|DEF|NOM//nsubj//97 blir//VB|PRS|AKT//advcl//93 så//AB//advmod//99 enkelt//JJ|POS|NEU|SIN|IND|NOM//xcomp//97 som//KN//mark//101 möjligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//97 för//PP//case//104 den//DT|UTR|SIN|DEF//det//104 enskilde//JJ|POS|MAS|SIN|DEF|NOM//obl//97 .//MAD//punct//64
3 Bakgrund till uppdraget;3.1.2//RG|NOM//appos//64 En//DT|UTR|SIN|IND//det//109 tung//JJ|POS|UTR|SIN|IND|NOM//amod//109 bilpark//NN|UTR|SIN|IND|NOM//nsubj//106
3 Bakgrund till uppdraget;Om//SN//mark//2 man//PN|UTR|SIN|IND|SUB//nsubj//2 jämför//VB|PRS|AKT//advcl//44 den//DT|UTR|SIN|DEF//det//5 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//5 personbilparken//NN|UTR|SIN|DEF|NOM//obj//2 med//PP//case//7 den//PN|UTR|SIN|DEF|SUB/OBJ//nmod//5 inom//PP//case//9 EU15//PM|NOM//obl//2 ,//MID//punct//2 dvs.//AB|AN//advmod//14 inom//PP//case//14 EU-länderna//NN|UTR|PLU|DEF|NOM//nmod//14 Belgien//PM|NOM//obl//2 ,//MID//punct//16 Danmark//PM|NOM//conj//14 ,//MID//punct//18 Finland//PM|NOM//conj//14 ,//MID//punct//20 Frankrike//PM|NOM//conj//14 ,//MID//punct//22 Grekland//PM|NOM//conj//14 ,//MID//punct//24 Irland//PM|NOM//conj//14 ,//MID//punct//26 Italien//PM|NOM//conj//14 ,//MID//punct//28 Luxemburg//PM|NOM//conj//14 ,//MID//punct//30 Nederländerna//PM|NOM//conj//14 ,//MID//punct//32 Portugal//PM|NOM//conj//14 ,//MID//punct//34 Spanien//PM|NOM//conj//14 ,//MID//punct//36 Storbritannien//PM|NOM//conj//14 ,//MID//punct//38 Sverige//PM|NOM//conj//14 ,//MID//punct//40 Tyskland//PM|NOM//conj//14 och//KN//cc//42 Österrike//PM|NOM//conj//14 ,//MID//punct//2 framgår//VB|PRS|AKT//ROOT//44 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//44 att//SN//mark//48 Sverige//PM|NOM//nsubj//48 har//VB|PRS|AKT//ccomp//44 de//DT|UTR/NEU|PLU|DEF//det//51 tyngsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//51 personbilarna//NN|UTR|PLU|DEF|NOM//obj//48 .//MAD//punct//44
3 Bakgrund till uppdraget;Under//PP//case//55 år//NN|NEU|SIN|IND|NOM//nmod//55 2002//RG|NOM//obl//44 hade//VB|PRT|AKT//advcl//44 nästan//AB//advmod//58 varannan//DT|UTR|SIN|IND//det//60 nyregistrerad//PC|PRF|UTR|SIN|IND|NOM//amod//60 personbil//NN|UTR|SIN|IND|NOM//obj//56 i//PP//case//62 Sverige//PM|NOM//obl//56 en//DT|UTR|SIN|IND//det//64 tjänstvikt//NN|UTR|SIN|IND|NOM//obj//56 över//PP//case//68 1//RG|NOM//nummod//67 500//RG|NOM//nummod//68 kg//NN|AN//nmod//64 jämfört//PC|PRF|NEU|SIN|IND|NOM//case//71 med//PP//fixed//69 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//75 än//KN//fixed//71 var//DT|UTR|SIN|IND//cop//75 tjugonde//RO|NOM//amod//75 bil//NN|UTR|SIN|IND|NOM//obl//56 under//PP//case//77 1980-talet//NN|NEU|SIN|DEF|NOM//nmod//75 .//MAD//punct//44
3 Bakgrund till uppdraget;Nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//80 personbilar//NN|UTR|PLU|IND|NOM//nsubj//83 i//PP//case//82 Sverige//PM|NOM//nmod//80 väger//VB|PRS|AKT//parataxis//44 cirka//AB//advmod//85 12//RG|NOM//nummod//86 procent//NN|UTR|PLU|IND|NOM//obj//83 (//PAD//punct//86 140//RG|NOM//nummod//89 kg//NN|AN//appos//86 )//PAD//punct//83 mer//AB|KOM//advmod//83 än//KN//case//93 genomsnittet//NN|NEU|SIN|DEF|NOM//nmod//91 inom//PP//case//95 EU-15//PM|NOM//obl//83 .//MAD//punct//83
3 Bakgrund till uppdraget;Ett//DT|NEU|SIN|IND//det//98 fordons//NN|NEU|SIN|IND|GEN//nmod:poss//99 tyngd//NN|UTR|SIN|IND|NOM//nsubj//100 har//VB|PRS|AKT//parataxis//83 tillsammans//AB//advmod//104 med//PP//case//104 motoreffekten//NN|UTR|SIN|DEF|NOM//nmod//104 betydelse//NN|UTR|SIN|IND|NOM//obj//100 för//PP//case//107 fordonets//NN|NEU|SIN|DEF|GEN//nmod:poss//107 utsläpp//NN|NEU|SIN|IND|NOM//obl//100 av//PP//case//109 koldioxid//NN|UTR|SIN|IND|NOM//nmod//107 och//KN//cc//115 är//VB|PRS|AKT//cop//115 därför//AB//advmod//115 också//AB//advmod//115 av//PP//case//115 intresse//NN|NEU|SIN|IND|NOM//conj//83 för//PP//case//117 fastställande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//115 av//PP//case//119 fordonsskatt//NN|UTR|SIN|IND|NOM//obl//117 .//MID//punct//83
3 Bakgrund till uppdraget; //_SP////120 Andelen//NN|UTR|SIN|DEF|NOM//nmod:poss//124 nyregistrerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//124 personbilar//NN|UTR|PLU|IND|NOM//obj//83 med//PP//case//127 en//DT|UTR|SIN|IND//det//127 tjänstevikt//NN|UTR|SIN|IND|NOM//obl//83 om//PP//case//131 1//RG|NOM//nummod//130 700//RG|NOM//nummod//131 kg//NN|AN//nmod//127 och//KN//cc//136 mer//AB|KOM//advmod//136 var//VB|PRT|AKT//cop//136 15,1//RG|NOM//nummod//136 procent//NN|UTR|PLU|IND|NOM//conj//131 under//PP//case//139 år//NN|NEU|SIN|IND|NOM//nmod//139 2005//RG|NOM//nummod//136 enligt//PP//case//142 Statistiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//142 centralbyrån//NN|UTR|SIN|DEF|NOM//nmod//136 .//MAD//punct//83
3 Bakgrund till uppdraget;Motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//145 andel//NN|UTR|SIN|IND|NOM//nsubj//151 för//PP//case//148 år//NN|NEU|SIN|IND|NOM//nmod//148 1995//RG|NOM//nmod//145 var//VB|PRT|AKT//cop//151 5,8//RG|NOM//nummod//151 procent//NN|UTR|PLU|IND|NOM//parataxis//83 .//MAD//punct//83
3 Bakgrund till uppdraget;3.2//RG|NOM//case//154 Probleminventering//NN|UTR|SIN|IND|NOM//nsubj//44
3 Bakgrund till uppdraget;Det//DT|NEU|SIN|DEF//det//2 tredje//RO|NOM//amod//2 körkortsdirektivet//NN|NEU|SIN|DEF|NOM//nsubj//3 medför//VB|PRS|AKT//ROOT//3 att//SN//mark//11 viktbestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//11 för//PP//case//7 dragbil//NN|UTR|SIN|IND|NOM//nmod//5 och//KN//cc//9 släp//NN|NEU|SIN|IND|NOM//conj//7 måste//VB|PRS|AKT//aux//11 justeras//VB|INF|SFO//ccomp//3 .//MAD//punct//3
3 Bakgrund till uppdraget;Den//DT|UTR|SIN|DEF//det//14 begränsning//NN|UTR|SIN|IND|NOM//nsubj//66 som//HP|-|-|-//nsubj//16 innebär//VB|PRS|AKT//acl:relcl//14 att//SN//mark//21 släpvagnens//NN|UTR|SIN|DEF|GEN//nmod:poss//19 totalvikt//NN|UTR|SIN|IND|NOM//nsubj//21 inte//AB//advmod//21 får//VB|PRS|AKT//ccomp//16 överstiga//VB|INF|AKT//xcomp//21 dragbilens//NN|UTR|SIN|DEF|GEN//nmod:poss//24 tjänstevikt//NN|UTR|SIN|IND|NOM//nsubj:pass//25 tas//VB|PRS|SFO//conj//21 bort//PL//compound:prt//25 och//KN//cc//28 en//DT|UTR|SIN|IND//conj//25 –//RG|NOM//punct//33 inom//PP//case//33 ramen//NN|UTR|SIN|DEF|NOM//fixed//30 för//PP//fixed//30 B-behörigheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//37 –//RG|NOM//punct//33 utökad//PC|PRF|UTR|SIN|IND|NOM//amod//36 behörighet//NN|UTR|SIN|IND|NOM//conj//33 läggs//VB|PRS|SFO//advcl//25 till//PL//compound:prt//37 för//PP//case//40 kombinationer//NN|UTR|PLU|IND|NOM//obl//37 som//HP|-|-|-//nsubj//42 väger//VB|PRS|AKT//acl:relcl//40 mellan//PP//case//45 3//RG|NOM//nummod//45 500//RG|NOM//nummod//49 och//KN//cc//45 4//RG|NOM//nummod//45 250//RG|NOM//nummod//49 kg//NN|AN//obl//42 .//MAD//punct//14
3 Bakgrund till uppdraget;De//DT|UTR/NEU|PLU|DEF//det//53 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 reglerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//55 skall//VB|PRS|AKT//aux//55 tillämpas//VB|INF|SFO//acl:relcl//14 från//PP//compound:prt//55 och//KN//cc//61 med//PP//case//61 den//DT|UTR|SIN|DEF//det//61 19//RG|NOM//nummod//61 januari//NN|UTR|SIN|IND|NOM//conj//14 2013//RG|NOM//nummod//61 .//MAD//punct//14
3 Bakgrund till uppdraget;Till//PP//case//65 dess//AB//obl//66 gäller//VB|PRS|AKT//parataxis//3 det//DT|NEU|SIN|DEF//det//70 andra//RO|NOM//amod//70 körkortsdirektivets//NN|NEU|SIN|DEF|GEN//nmod:poss//70 regler//NN|UTR|PLU|IND|NOM//obj//66 .//MAD//punct//3
3 Bakgrund till uppdraget;Möjligheten//NN|UTR|SIN|DEF|NOM//nsubj//15 att//IE//mark//5 i//PP//case//3 fortsättningen//NN|UTR|SIN|DEF|NOM//obl//5 kunna//VB|INF|AKT//aux//5 dra//VB|INF|AKT//acl//0 en//DT|UTR|SIN|IND//det//7 släpvagn//NN|UTR|SIN|IND|NOM//obj//5 med//PP//case//9 stöd//NN|NEU|SIN|IND|NOM//obl//5 av//PP//case//12 enbart//AB//advmod//12 B-behörighet//NN|UTR|SIN|IND|NOM//obl//5 kommer//VB|PRS|AKT//aux//15 att//IE//mark//15 finnas//VB|INF|SFO//ROOT//15 kvar//PL//compound:prt//15 även//AB//advmod//19 efter//PP//case//19 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//15 att//SN//mark//26 det//DT|NEU|SIN|DEF//det//23 tredje//RO|NOM//amod//23 körkortsdirektivets//NN|NEU|SIN|DEF|GEN//nmod:poss//24 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj:pass//26 har//VB|PRS|AKT//aux//26 genomförts//VB|SUP|SFO//ccomp//15 .//MAD//punct//15
3 Bakgrund till uppdraget;En//DT|UTR|SIN|IND//det//29 fordonskombination//NN|UTR|SIN|IND|NOM//nsubj:pass//48 bestående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//29 av//PP//case//32 dragbil//NN|UTR|SIN|IND|NOM//obl//30 och//KN//cc//34 släp//NN|NEU|SIN|IND|NOM//conj//32 som//HP|-|-|-//nsubj//36 har//VB|PRS|AKT//acl:relcl//34 en//DT|UTR|SIN|IND//det//39 sammanlagd//PC|PRF|UTR|SIN|IND|NOM//amod//39 totalvikt//NN|UTR|SIN|IND|NOM//obj//36 av//PP//case//44 maximalt//AB|POS//advmod//43 3//RG|NOM//nummod//43 500//RG|NOM//nummod//44 kg//NN|AN//nmod//39 kommer//VB|PRS|AKT//aux//48 att//IE//mark//48 kunna//VB|INF|AKT//aux//48 köras//VB|INF|SFO//parataxis//15 med//PP//case//50 stöd//NN|NEU|SIN|IND|NOM//obl//48 av//PP//case//53 ett//DT|NEU|SIN|IND//det//53 B-körkort//NN|NEU|SIN|IND|NOM//obl//48 utan//PP//case//55 krav//NN|NEU|SIN|IND|NOM//obl//48 på//PP//case//58 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//58 utbildning//NN|UTR|SIN|IND|NOM//nmod//55 eller//KN//cc//60 prov//NN|NEU|SIN|IND|NOM//conj//58 .//MAD//punct//15
3 Bakgrund till uppdraget;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 konstaterar//VB|PRS|AKT//ROOT//1 att//SN//mark//13 kraven//NN|NEU|PLU|DEF|NOM//nsubj//13 för//PP//mark//6 att//IE//mark//6 erhålla//VB|INF|AKT//acl//3 den//DT|UTR|SIN|DEF//det//9 utökade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//9 B-behörigheten//NN|UTR|SIN|DEF|NOM//obj//6 sannolikt//AB|POS//advmod//6 kommer//VB|PRS|AKT//aux//13 att//IE//mark//13 påverka//VB|INF|AKT//ccomp//1 hur//HA//advmod//15 efterfrågad//PC|PRF|UTR|SIN|IND|NOM//ccomp//13 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//17 blir//VB|PRS|AKT//conj//13 .//MID//punct//1
3 Bakgrund till uppdraget;Andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 faktorer//NN|UTR|PLU|IND|NOM//appos//1 som//HP|-|-|-//nsubj//23 kan//VB|PRS|AKT//aux//23 påverka//VB|INF|AKT//acl:relcl//20 intresset//NN|NEU|SIN|DEF|NOM//obj//23 av//PP//mark//27 att//IE//mark//27 förvärva//VB|INF|AKT//acl//24 den//DT|UTR|SIN|DEF//det//30 utökade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//30 B-behörigheten//NN|UTR|SIN|DEF|NOM//obj//27 är//VB|PRS|AKT//cop//33 t.ex.//AB|AN//advmod//33 risken//NN|UTR|SIN|DEF|NOM//nsubj//57 att//IE//mark//36 bli//VB|INF|AKT//aux:pass//36 upptäckt//PC|PRF|UTR|SIN|IND|NOM//acl//33 vid//PP//case//38 överträdelser//NN|UTR|PLU|IND|NOM//obl//36 av//PP//case//40 behörighetsreglerna//NN|UTR|PLU|DEF|NOM//nmod//38 och//KN//cc//42 påföljden//NN|UTR|SIN|DEF|NOM//conj//40 för//PP//case//45 olovlig//JJ|POS|UTR|SIN|IND|NOM//amod//45 körning//NN|UTR|SIN|IND|NOM//nmod//42 och//KN//cc//47 överskridande//NN|NEU|SIN|IND|NOM//conj//45 av//PP//case//49 maximilast//NN|UTR|SIN|IND|NOM//nmod//47 etc.//AB|AN//conj//49 Inrättandet//NN|NEU|SIN|DEF|NOM//obj//36 av//PP//case//56 den//DT|UTR|SIN|DEF//det//56 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//56 utökade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//56 B-behörigheten//NN|UTR|SIN|DEF|NOM//nmod//51 har//VB|PRS|AKT//ccomp//1 inte//AB//advmod//57 sin//PS|UTR|SIN|DEF//nmod:poss//60 grund//NN|UTR|SIN|IND|NOM//obj//57 i//PP//case//63 ett//DT|NEU|SIN|IND//det//63 trafiksäkerhetsproblem//NN|NEU|SIN|IND|NOM//obl//57 .//MAD//punct//1
3 Bakgrund till uppdraget;Antalet//NN|NEU|SIN|DEF|NOM//nsubj//66 polisrapporterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//1 olyckor//NN|UTR|PLU|IND|NOM//obj//66 med//PP//case//69 släpekipage//NN|UTR|SIN|IND|NOM//amod//70 inblandat//PC|PRF|NEU|SIN|IND|NOM//xcomp//66 är//VB|PRS|AKT//cop//73 förhållandevis//AB//advmod//73 få//JJ|POS|UTR/NEU|PLU|IND|NOM//conj//1 ,//MID//punct//1 se//VB|INF|AKT//conj//1 vidare//AB|KOM//advmod//75 i//PP//case//79 avsnitt//NN|NEU|SIN|IND|NOM//nmod//79 4.6//RG|NOM//obl//75 .//MAD//punct//1
3 Bakgrund till uppdraget;Följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//1 frågeställningar//NN|UTR|PLU|IND|NOM//nsubj//2 finner//VB|PRS|AKT//aux//5 utredningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//5 bör//VB|PRS|AKT//aux//5 övervägas//VB|INF|SFO//ROOT//5 .//MAD//punct//5
3 Bakgrund till uppdraget;•//NN|UTR|SIN|IND|NOM//obl//2 Hur//HA//advmod//2 ser//VB|PRS|AKT//ROOT//2 målgruppen//NN|UTR|SIN|DEF|NOM//nsubj//2 för//PP//case//9 den//DT|UTR|SIN|DEF//det//9 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//9 utökade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//9  //_SP////7 B-behörigheten//NN|UTR|SIN|DEF|NOM//nmod//3 ut//PL//compound:prt//2 och//KN//cc//15 hur//HA//advmod//15 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj:pass//15 kan//VB|PRS|AKT//aux//15 tänkas//VB|INF|SFO//conj//2 vara//VB|INF|AKT//cop//17 intresserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//15 av//PP//case//19 den//PN|UTR|SIN|DEF|SUB/OBJ//obl:agent//17 ?//MAD//punct//2
3 Bakgrund till uppdraget;•//NN|UTR|SIN|IND|NOM//advmod//3 Är//VB|PRS|AKT//cop//3 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 tillåtet//PC|PRF|NEU|SIN|IND|NOM//ROOT//3 att//IE//mark//5 tillämpa//VB|INF|AKT//acl//3 reglerna//NN|UTR|PLU|DEF|NOM//obj//5 om//PP//case//8 släpvagnskombinationer//NN|UTR|PLU|IND|NOM//obl//5 tidigare//AB|KOM//advmod//8 än//KN//case//11 vad//HP|NEU|SIN|IND//obj//15 det//DT|NEU|SIN|DEF//det//14 tredje//RO|NOM//amod//14 körkortsdirektivet//NN|NEU|SIN|DEF|NOM//nsubj//15 anger//VB|PRS|AKT//advcl//5 ?//MAD//punct//3

4 Målgrupp för de nya reglerna;4.1//RG|NOM//nmod//1 Allmänt//AB|POS//ROOT//1
4 Målgrupp för de nya reglerna;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 försöker//VB|PRS|AKT//ROOT//1 i//PP//case//3 avsnittet//NN|NEU|SIN|DEF|NOM//obl//1 ringa//VB|INF|AKT//conj//1 in//PL//advmod//4 den//DT|UTR|SIN|DEF//det//7 målgrupp//NN|UTR|SIN|IND|NOM//obj//4 som//HP|-|-|-//nsubj//12 kan//VB|PRS|AKT//aux//12 komma//VB|INF|AKT//aux//12 att//IE//mark//12 utnyttja//VB|INF|AKT//acl:relcl//7 de//DT|UTR/NEU|PLU|DEF//det//15 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 reglerna//NN|UTR|PLU|DEF|NOM//obj//12 .//MID//punct//1
