Etik och demokratisk statskonst (1);Demokratiutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 skrift//NN|UTR|SIN|IND|NOM//nmod//3 nr//NN|AN//nmod//3 15//RG|NOM//ROOT//3
1. Totalsamhället;Var//VB|IMP|AKT//cop//1 sällskaplig//JJ|POS|UTR|SIN|IND|NOM//ROOT//1 ,//MID//punct//3 dra//VB|IMP|AKT//conj//1 dig//PN|UTR|SIN|DEF|OBJ//obj//3 inte//AB//advmod//3 undan//PL//compound:prt//3 Ta//VB|IMP|AKT//conj//1 ansvar//NN|NEU|SIN|IND|NOM//obj//7 för//PP//case//11 de//DT|UTR/NEU|PLU|DEF//det//11 dina//PS|UTR/NEU|PLU|DEF//nmod//8
1. Totalsamhället;Älska//VB|INF|AKT//ROOT//0 dina//PS|UTR/NEU|PLU|DEF//nmod:poss//2 närmaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//obj//0 som//KN//case//4 dig//PN|UTR|SIN|DEF|OBJ//obl//0 själv//JJ|POS|UTR|SIN|IND|NOM//amod//4 Utveckla//VB|INF|AKT//xcomp//0 dig//PN|UTR|SIN|DEF|OBJ//obj//6 själv//JJ|POS|UTR|SIN|IND|NOM//amod//7 ,//MID//punct//10 utveckla//VB|INF|AKT//conj//0 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//amod//12 Hedra//VB|INF|AKT//obj//10 dina//PS|UTR/NEU|PLU|DEF//nmod:poss//14 föräldrar//NN|UTR|PLU|IND|NOM//obj//12
1. Totalsamhället;Ljug//VB|IMP|AKT//aux//2 inte//AB//advmod//2 Stjäl//VB|PRS|AKT//ROOT//2 inte//AB//advmod//2 Döda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//2 inte//AB//advmod//2
1. Totalsamhället;STATSKONSTEN//NN|UTR|SIN|DEF|NOM//ROOT//0
1. Totalsamhället;Skapa//VB|IMP|AKT//ROOT//0 ordning//NN|UTR|SIN|IND|NOM//obj//0
1. Totalsamhället;Använd//VB|IMP|AKT//ROOT//0 maktmedel//NN|NEU|PLU|IND|NOM//obj//0 effektivt//AB|POS//advmod//0
1. Totalsamhället;Upprätthåll//VB|IMP|AKT//ROOT//0 disciplin//NN|UTR|SIN|IND|NOM//obj//0
1. Totalsamhället;Respektera//VB|INF|AKT//ROOT//0 beslutsordningen//NN|UTR|SIN|DEF|NOM//obj//0
1. Totalsamhället;Var//VB|IMP|AKT//cop//1 lojal//JJ|POS|UTR|SIN|IND|NOM//ROOT//1 ,//MID//punct//3 utveckla//VB|INF|AKT//conj//1 andras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//5 lojalitet//NN|UTR|SIN|IND|NOM//obj//3
1. Totalsamhället;Gör//VB|IMP|AKT//ROOT//0 inte//AB//advmod//0 affärer//NN|UTR|PLU|IND|NOM//obj//0
1. Totalsamhället;Använd//VB|IMP|AKT//ROOT//0 frikostighet//NN|UTR|SIN|IND|NOM//obj//0 för//PP//mark//4 att//IE//mark//4 nå//VB|INF|AKT//advcl//0 mål//NN|NEU|PLU|IND|NOM//obj//4
1. Totalsamhället;Njut//VB|IMP|AKT//ROOT//0 av//PP//case//2 pompa//NN|UTR|SIN|IND|NOM//obl//0 och//KN//cc//4 ståt//NN|UTR|SIN|IND|NOM//conj//2
1. Totalsamhället;Håll//VB|IMP|AKT//ROOT//0 på//PL//compound:prt//0 din//PS|UTR|SIN|DEF//nmod:poss//3 rätt//NN|UTR|SIN|IND|NOM//obj//0 och//KN//cc//5 heder//NN|UTR|SIN|IND|NOM//conj//3
1. Totalsamhället;Visa//VB|IMP|AKT//ROOT//0 mod//NN|NEU|SIN|IND|NOM//obj//0
1. Totalsamhället;NÄRINGSLIVET//NN|NEU|SIN|DEF|NOM//ROOT//0
1. Totalsamhället;Skapa//VB|INF|AKT//ROOT//0 rikedom//NN|UTR|SIN|IND|NOM//obj//0
1. Totalsamhället;Gör//VB|IMP|AKT//ROOT//0 frivilliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advmod//0 fördelaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 avslut//NN|NEU|PLU|IND|NOM//obj//0
1. Totalsamhället;Konkurrera//VB|INF|AKT//ROOT//0
1. Totalsamhället;Respektera//VB|INF|AKT//ROOT//0 kontrakt//NN|NEU|SIN|IND|NOM//obj//0
1. Totalsamhället;Använd//VB|IMP|AKT//ROOT//0 aldrig//AB//advmod//0 våldsmedel//NN|NEU|SIN|IND|NOM//obj//0
1. Totalsamhället;Samarbeta//VB|IMP|AKT//ROOT//0 med//PP//case//2 främlingar//NN|UTR|PLU|IND|NOM//obl//0
1. Totalsamhället;Var//VB|IMP|AKT//cop//1 initiativrik//JJ|POS|UTR|SIN|IND|NOM//ROOT//1 och//KN//cc//3 företagsam//JJ|POS|UTR|SIN|IND|NOM//conj//1
1. Totalsamhället;Sök//VB|IMP|AKT//ROOT//0 nyheter//NN|UTR|PLU|IND|NOM//obj//0 och//KN//cc//3 uppfinningar//NN|UTR|PLU|IND|NOM//conj//1
1. Totalsamhället;Var//VB|IMP|AKT//cop//1 flitig//JJ|POS|UTR|SIN|IND|NOM//ROOT//1
1. Totalsamhället;Olikheterna//NN|UTR|PLU|DEF|NOM//nsubj//6 mellan//PP//case//4 dessa//DT|UTR/NEU|PLU|DEF//det//4 tre//RG|NOM//nummod//4 normsystem//NN|NEU|PLU|IND|NOM//nmod//0 är//VB|PRS|AKT//cop//6 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ROOT//6 .//MAD//punct//6
1. Totalsamhället;I//PP//case//9 civilsamhället//NN|NEU|SIN|DEF|NOM//obl//13 skall//VB|PRS|AKT//aux//13 man//PN|UTR|SIN|IND|SUB//nsubj//13 inte//AB//advmod//13 ljuga//VB|INF|AKT//parataxis//6 och//KN//cc//15 dräpa//VB|INF|AKT//conj//13 ,//MID//punct//25 men//KN//cc//25 i//PP//case//20 statens//NN|UTR|SIN|DEF|GEN//nmod:poss//20 tjänst//NN|UTR|SIN|IND|NOM//obl//25 skall//VB|PRS|AKT//aux//25 dock//AB//advmod//25 soldaten//NN|UTR|SIN|DEF|NOM//nsubj//25 kunna//VB|INF|AKT//aux//25 lura//VB|INF|AKT//conj//13 och//KN//cc//27 döda//VB|INF|AKT//conj//25 sin//PS|UTR|SIN|DEF//nmod:poss//29 fiende//NN|UTR|SIN|IND|NOM//obj//25 .//MAD//punct//13
1. Totalsamhället;Här//AB//advmod//32 föreligger//VB|PRS|AKT//conj//13 motsättningar//NN|UTR|PLU|IND|NOM//nsubj//32 ,//MID//punct//36 lika//AB//advmod//36 välkända//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//33 som//KN//mark//38 olösliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl//36 ,//MID//punct//42 som//HP|-|-|-//nsubj//42 alltid//AB//advmod//42 plågat//VB|SUP|AKT//acl:relcl//36 känsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 unga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 människor//NN|UTR|PLU|IND|NOM//obj//42 i//PP//case//48 differentierade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//48 samhällen//NN|NEU|PLU|IND|NOM//obl//42 .//MAD//punct//6
1. Totalsamhället;Ett//DT|NEU|SIN|IND//det//2 lysande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 uttryck//NN|NEU|SIN|IND|NOM//nsubj//11 av//PP//case//4 konflikten//NN|UTR|SIN|DEF|NOM//nmod//2 mellan//PP//case//10 civilsamhällets//NN|NEU|SIN|DEF|GEN//nmod:poss//10 och//KN//cc//8 statens//NN|UTR|SIN|DEF|GEN//conj//6 moraliska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 syndrom//NN|NEU|SIN|IND|NOM//nmod//4 finns//VB|PRS|SFO//ROOT//11 i//PP//case//15 Sofokles//PM|GEN//nmod:poss//14 drama//NN|NEU|SIN|IND|NOM//nmod//15 Antigones//PM|NOM//obl//11 .//MID//punct//11
1. Totalsamhället;Oidipus//PM|GEN//nsubj//20 dotter//NN|UTR|SIN|IND|NOM//nmod//19 Antigone//PM|NOM//nsubj//20 lyder//VB|PRS|AKT//parataxis//11 civilsamhällets//NN|NEU|SIN|DEF|GEN//nmod:poss//22 bud//NN|NEU|SIN|IND|NOM//obj//20 och//KN//cc//25 vill//VB|PRS|AKT//aux//25 ge//VB|INF|AKT//conj//20 sin//PS|UTR|SIN|DEF//nmod:poss//29 stupade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//29 upproriske//JJ|POS|MAS|SIN|DEF|NOM//amod//29 broder//PM|NOM//obj//25 Polyneikes//PM|NOM//flat//29 en//DT|UTR|SIN|IND//det//33 värdig//JJ|POS|UTR|SIN|IND|NOM//amod//33 begravning//NN|UTR|SIN|IND|NOM//obj//25 .//MAD//punct//20
1. Totalsamhället;Den//DT|UTR|SIN|DEF//det//37 härskande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//37 Kreon//PM|NOM//nsubj//38 följer//VB|PRS|AKT//parataxis//20 statskonstens//NN|UTR|SIN|DEF|GEN//nmod:poss//40 bud//NN|NEU|SIN|IND|NOM//obj//38 att//IE//mark//42 radera//VB|INF|AKT//acl//40 all//DT|UTR|SIN|IND/DEF//det//44 ära//NN|UTR|SIN|IND|NOM//obj//42 från//PP//case//47 statens//NN|UTR|SIN|DEF|GEN//nmod:poss//47 fiender//NN|UTR|PLU|IND|NOM//obl//42 och//KN//cc//50 vill//VB|PRS|AKT//aux//50 kasta//VB|INF|AKT//conj//38 hans//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//52 lik//NN|NEU|PLU|IND|NOM//obj//50 till//PP//case//54 hundarna//NN|UTR|PLU|DEF|NOM//obl//50 .//MAD//punct//20
1. Totalsamhället;"Konflikten//NN|UTR|SIN|DEF|NOM//nsubj//58 är//VB|PRS|AKT//cop//58 olöslig//JJ|POS|UTR|SIN|IND|NOM//parataxis//20 ;//MID//punct//58"
1. Totalsamhället;tragedin//NN|UTR|SIN|DEF|NOM//nsubj//62 är//VB|PRS|AKT//cop//62 inbyggd//PC|PRF|UTR|SIN|IND|NOM//parataxis//58 i//PP//case//67 det//DT|NEU|SIN|DEF//det//67 differentierade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//67 samhällets//NN|NEU|SIN|DEF|GEN//nmod:poss//67 struktur//NN|UTR|SIN|IND|NOM//obl//62 .//MAD//punct//58
1. Totalsamhället;Parterna//NN|UTR|PLU|DEF|NOM//nsubj//1 stat//NN|UTR|SIN|IND|NOM//nsubj//4 och//KN//cc//3 civilsamhälle//NN|NEU|SIN|IND|NOM//conj//1 är//VB|PRS|AKT//cop//24 i//PP//case//6 konflikt//NN|UTR|SIN|IND|NOM//obl//4 ,//MID//punct//4 men//KN//cc//10 parterna//NN|UTR|PLU|DEF|NOM//nsubj//10 behöver//VB|PRS|AKT//conj//4 också//AB//advmod//10 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obj//10 .//MAD//punct//4
1. Totalsamhället;Trots//PP//case//17 den//DT|UTR|SIN|DEF//det//17 inbyggda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//17 motsättningen//NN|UTR|SIN|DEF|NOM//obl//24 mellan//PP//case//19 civilsamhälle//NN|NEU|SIN|IND|NOM//nmod//17 och//KN//cc//21 stat//NN|UTR|SIN|IND|NOM//conj//19 är//VB|PRS|AKT//cop//24 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//24 givet//PC|PRF|NEU|SIN|IND|NOM//ROOT//24 att//SN//mark//27 civilsamhället//NN|NEU|SIN|DEF|NOM//nsubj//27 fungerar//VB|PRS|AKT//csubj//24 dåligt//AB|POS//advmod//27 om//SN//mark//32 inte//AB//advmod//32 staten//NN|UTR|SIN|DEF|NOM//nsubj//32 upprätthåller//VB|PRS|AKT//advcl//27 fred//NN|UTR|SIN|IND|NOM//obj//32 och//KN//cc//35 ordning//NN|UTR|SIN|IND|NOM//conj//33 .//MAD//punct//24
1. Totalsamhället;Men//KN//cc//42 staten//NN|UTR|SIN|DEF|NOM//nsubj//42 kan//VB|PRS|AKT//aux//42 heller//AB//advmod//42 inte//AB//advmod//42 fungera//VB|INF|AKT//conj//24 effektivt//AB|POS//advmod//42 om//SN//mark//46 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//46 saknar//VB|PRS|AKT//advcl//42 civilsamhällets//NN|NEU|SIN|DEF|GEN//nmod:poss//48 förtroende//NN|NEU|SIN|IND|NOM//obj//46 och//KN//cc//50 stöd//NN|NEU|SIN|IND|NOM//conj//48 .//MAD//punct//42
1. Totalsamhället;Hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//53 statskonstens//NN|UTR|SIN|DEF|GEN//nmod:poss//54 livsområde//NN|NEU|SIN|IND|NOM//nsubj//55 behöver//VB|PRS|AKT//conj//42 det//DT|NEU|SIN|DEF//det//57 förtroende//NN|NEU|SIN|IND|NOM//obj//55 för//PP//case//59 medmänniskor//NN|UTR|PLU|IND|NOM//nmod//57 som//HP|-|-|-//nsubj//66 bara//AB//advmod//64 ett//DT|NEU|SIN|IND//det//64 vitalt//JJ|POS|NEU|SIN|IND|NOM//amod//64 civilsamhälle//NN|NEU|SIN|IND|NOM//nsubj//66 kan//VB|PRS|AKT//aux//66 skapa//VB|INF|AKT//acl:relcl//59 .//MAD//punct//42
1. Totalsamhället;(//PAD//punct//69 Putnam//PM|NOM//appos//42 1993//RG|NOM//flat:name//69 )//PAD//punct//69 .//MAD//punct//42
1. Totalsamhället;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//4 har//VB|PRS|AKT//aux//4 länge//AB|POS//advmod//4 varit//VB|SUP|AKT//cop//4 självklart//JJ|POS|NEU|SIN|IND|NOM//ROOT//4 att//SN//mark//8 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//8 är//VB|PRS|AKT//cop//8 ogörligt//JJ|POS|NEU|SIN|IND|NOM//csubj//4 för//PP//case//10 staten//NN|UTR|SIN|DEF|NOM//obl//8 att//IE//mark//12 byta//VB|INF|AKT//acl//10 den//DT|UTR|SIN|DEF//det//15 civila//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 lydnadens//NN|UTR|SIN|DEF|GEN//nmod:poss//16 förbud//NN|NEU|SIN|IND|NOM//obj//12 för//PP//case//18 lögn//NN|UTR|SIN|IND|NOM//obl//12 ,//MID//punct//20 stöld//NN|UTR|SIN|IND|NOM//conj//18 och//KN//cc//22 dråp//NN|NEU|SIN|IND|NOM//conj//18 mot//PP//case//24 polis-//NN|NEU|-|-|SMS//obl//22 och//KN//cc//26 fogdevälde//NN|NEU|PLU|IND|NOM//conj//24 .//MID//punct//4
1. Totalsamhället;Så//AB//advmod//31 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 poliser//NN|UTR|PLU|IND|NOM//nsubj//31 finns//VB|PRS|SFO//conj//4 inte//AB//advmod//31 ens//AB//advmod//31 i//PP//case//35 polisstater//NN|UTR|PLU|IND|NOM//obl//31 .//MAD//punct//31
1. Totalsamhället;En//DT|UTR|SIN|IND//det//38 insikt//NN|UTR|SIN|IND|NOM//nsubj//39 växer//VB|PRS|AKT//parataxis//31 också//AB//advmod//39 fram//PL//compound:prt//39 att//SN//mark//45 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//45 är//VB|PRS|AKT//cop//45 ogörligt//JJ|POS|NEU|SIN|IND|NOM//ccomp//39 att//IE//mark//47 ersätta//VB|INF|AKT//csubj//45 civilsamhällets//NN|NEU|SIN|DEF|GEN//nmod:poss//49 bud//NN|NEU|SIN|IND|NOM//obj//47 om//PP//mark//52 att//IE//mark//52 ta//VB|INF|AKT//advcl//47 ansvar//NN|NEU|SIN|IND|NOM//obj//52 för//PP//case//59 de//DT|UTR/NEU|PLU|DEF//det//56 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//59 med//PP//case//59 statsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//59 åtaganden//NN|NEU|PLU|IND|NOM//obl//52 .//MAD//punct//31
1. Totalsamhället;Så//AB//advmod//64 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 välfärdsfunktionärer//NN|UTR|PLU|IND|NOM//nsubj//64 finns//VB|PRS|SFO//conj//31 inte//AB//advmod//64 ens//AB//advmod//64 i//PP//case//69 maximalistiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//69 välfärdsstater//NN|UTR|PLU|IND|NOM//obl//64 .//MAD//punct//31
1. Totalsamhället;Liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//1 mönster//NN|NEU|PLU|IND|NOM//nsubj//7 av//PP//case//3 konflikt//NN|UTR|SIN|IND|NOM//nmod//1 och//KN//cc//5 ömsesidigt//AB|POS//conj//3 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//1 gäller//VB|PRS|AKT//ROOT//7 för//PP//case//9 parterna//NN|UTR|PLU|DEF|NOM//nmod//10 stat//NN|UTR|SIN|IND|NOM//obl//7 och//KN//cc//12 näringsliv//NN|NEU|SIN|IND|NOM//conj//10 .//MAD//punct//7
1. Totalsamhället;Motsättningarna//NN|UTR|PLU|DEF|NOM//nsubj//21 mellan//PP//case//16 statskonstens//NN|UTR|SIN|DEF|GEN//nmod//14 och//KN//cc//20 affärslivets//NN|NEU|SIN|DEF|GEN//nmod:poss//20 sedliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 regler//NN|UTR|PLU|IND|NOM//conj//16 har//VB|PRS|AKT//parataxis//7 oöverkomliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 inslag//NN|NEU|PLU|IND|NOM//obj//21 .//MAD//punct//21
1. Totalsamhället;Myndigheter//NN|UTR|PLU|IND|NOM//nsubj//28 skall//VB|PRS|AKT//aux//28 inte//AB//advmod//28 konkurrera//VB|INF|AKT//parataxis//21 .//MAD//punct//21
1. Totalsamhället;Man//PN|UTR|SIN|IND|SUB//nsubj//33 kan//VB|PRS|AKT//aux//33 möjligen//AB//advmod//33 få//VB|INF|AKT//conj//21 sin//PS|UTR|SIN|DEF//nmod:poss//36 rätt//NN|UTR|SIN|IND|NOM//amod//36 prövad//PC|PRF|UTR|SIN|IND|NOM//obj//33 av//PP//case//40 en//DT|UTR|SIN|IND//det//40 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//40 domstol//NN|UTR|SIN|IND|NOM//nmod//36 ,//MID//punct//46 men//KN//cc//46 inte//AB//advmod//46 av//PP//case//46 konkurrerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//46 domstol//NN|UTR|SIN|IND|NOM//conj//33 .//MAD//punct//33
1. Totalsamhället;Statstjänstemän//NN|UTR|PLU|IND|NOM//nsubj//51 skall//VB|PRS|AKT//aux//51 inte//AB//advmod//51 göra//VB|INF|AKT//parataxis//33 affärer//NN|UTR|PLU|IND|NOM//obj//51 ,//MID//punct//55 inte//AB//advmod//55 ta//VB|INF|AKT//conj//51 mutor//NN|UTR|PLU|IND|NOM//obj//55 .//MAD//punct//21
1. Totalsamhället;Om//SN//mark//60 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//60 söker//VB|PRS|AKT//advcl//68 tjäna//VB|INF|AKT//xcomp//60 pengar//NN|UTR|PLU|IND|NOM//obj//61 med//PP//case//67 hjälp//NN|UTR|SIN|IND|NOM//fixed//63 av//PP//fixed//63 statsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//67 våldsmedel//NN|NEU|SIN|IND|NOM//obl//61 blir//VB|PRS|AKT//parataxis//21 staten//NN|UTR|SIN|DEF|NOM//nsubj//68 ett//DT|NEU|SIN|IND//det//71 rövarband//NN|NEU|SIN|IND|NOM//xcomp//68 .//MAD//punct//21
1. Totalsamhället;Politiker//NN|UTR|PLU|IND|NOM//nsubj//7 och//KN//cc//2 ämbetsmän//NN|UTR|PLU|IND|NOM//conj//0 kan//VB|PRS|AKT//aux//7 däremot//AB//advmod//7 med//PP//case//6 oväld//NN|UTR|SIN|IND|NOM//obl//7 se//VB|INF|AKT//ROOT//7 till//PL//compound:prt//7 att//SN//mark//12 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//12 kan//VB|PRS|AKT//aux//12 göra//VB|INF|AKT//ccomp//7 affärer//NN|UTR|PLU|IND|NOM//obj//12 och//KN//cc//15 konkurrera//VB|INF|AKT//conj//13 .//MAD//punct//7
1. Totalsamhället;För//PP//mark//21 att//SN//mark//21 marknader//NN|UTR|PLU|IND|NOM//nsubj//21 skall//VB|PRS|AKT//aux//21 fungera//VB|INF|AKT//advcl//22 behövs//VB|PRS|SFO//parataxis//7 lagstiftning//NN|UTR|SIN|IND|NOM//nsubj:pass//22 om//PP//case//25 äganderätt//NN|UTR|SIN|IND|NOM//nmod//23 och//KN//cc//27 rättsregler//NN|UTR|PLU|IND|NOM//conj//25 för//PP//mark//32 hur//HA//advmod//32 kontrakt//NN|NEU|SIN|IND|NOM//nsubj:pass//32 skall//VB|PRS|AKT//aux//32 tolkas//VB|INF|SFO//advcl//22 .//MAD//punct//7
1. Totalsamhället;Affärslivet//NN|NEU|SIN|DEF|NOM//nsubj//35 behöver//VB|PRS|AKT//parataxis//7 dessutom//AB//advmod//35 det//DT|NEU|SIN|DEF//det//38 förtroende//NN|NEU|SIN|IND|NOM//obj//35 för//PP//case//40 medmänniskor//NN|UTR|PLU|IND|NOM//nmod//38 som//KN//obj//46 ett//DT|NEU|SIN|IND//det//44 vitalt//JJ|POS|NEU|SIN|IND|NOM//amod//44 civilsamhälle//NN|NEU|SIN|IND|NOM//nsubj//46 kan//VB|PRS|AKT//aux//46 skapa//VB|INF|AKT//acl:relcl//38 .//MAD//punct//35
1. Totalsamhället;Affärsföretag//NN|NEU|PLU|IND|NOM//nsubj//6 å//PP//advmod//0 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//3 sidan//NN|UTR|SIN|DEF|NOM//nmod//0 skall//VB|PRS|AKT//aux//6 enbart//AB//advmod//6 göra//VB|INF|AKT//ROOT//6 frivilliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 avslut//NN|NEU|PLU|IND|NOM//obj//6 ,//MID//punct//12 inte//AB//advmod//12 själva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 använda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//6 tvångsmedel//NN|NEU|PLU|IND|NOM//obj//12 .//MAD//punct//6
1. Totalsamhället;Absolut//AB|POS//advmod//18 inte//AB//advmod//18 fysiskt//JJ|POS|NEU|SIN|IND|NOM//amod//18 våld//NN|NEU|SIN|IND|NOM//appos//6 eller//KN//cc//20 vapenmakt//NN|UTR|SIN|IND|NOM//conj//18 ,//MID//punct//26 men//KN//cc//26 inte//AB//advmod//26 heller//AB//advmod//26 det//DT|NEU|SIN|DEF//det//26 tvång//NN|NEU|SIN|IND|NOM//conj//18 som//HP|-|-|-//nsubj//28 ligger//VB|PRS|AKT//acl:relcl//26 i//PP//mark//31 att//IE//mark//31 ha//VB|INF|AKT//advcl//28 monopol//NN|NEU|SIN|IND|NOM//obj//31 .//MAD//punct//6
1. Totalsamhället;Ett//DT|NEU|SIN|IND//det//35 företag//NN|NEU|SIN|IND|NOM//nsubj//43 som//HP|-|-|-//nsubj//39 med//PP//case//38 våldsmetoder//NN|UTR|PLU|IND|NOM//obl//39 gör//VB|PRS|AKT//acl:relcl//35 affärer//NN|UTR|PLU|IND|NOM//obj//39 är//VB|PRS|AKT//cop//43 en//DT|UTR|SIN|IND//det//43 gangsterliga//NN|UTR|SIN|IND|NOM//parataxis//6 ,//MID//punct//43 en//DT|UTR|SIN|IND//det//47 ”//JJ|POS|UTR|SIN|IND|NOM//punct//47 maffia//NN|UTR|SIN|IND|NOM//conj//43 ”//PAD//punct//47 .//MID//punct//6
1. Totalsamhället;Ett//DT|NEU|SIN|IND//det//52 privat//JJ|POS|NEU|SIN|IND|NOM//amod//52 monopol//NN|NEU|SIN|IND|NOM//nsubj//54 är//VB|PRS|AKT//cop//54 exploatering//NN|UTR|SIN|IND|NOM//parataxis//6 ,//MID//punct//54 precis//AB//advmod//60 som//KN//case//60 ett//DT|NEU|SIN|IND//det//60 statligt//JJ|POS|NEU|SIN|IND|NOM//amod//60 monopol//NN|NEU|SIN|IND|NOM//conj//54 .//MAD//punct//6
1. Totalsamhället;Flykt//NN|UTR|SIN|IND|NOM//ROOT//0 från//PP//case//2 gemenskaper//NN|UTR|PLU|IND|NOM//nmod//0 och//KN//cc//4 marknad//NN|UTR|SIN|IND|NOM//conj//2 ://MID//punct//0
1. Totalsamhället;tre//RG|NOM//nummod//7 välfärdsmodeller//NN|UTR|PLU|IND|NOM//appos//0
1. Totalsamhället;Vi//PN|UTR|PLU|DEF|SUB//nsubj//3 kan//VB|PRS|AKT//aux//3 nu//AB//advmod//3 tillämpa//VB|INF|AKT//ROOT//3 den//DT|UTR|SIN|DEF//det//6 förenklade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//6 bilden//NN|UTR|SIN|DEF|NOM//obj//3 av//PP//case//10 ett//DT|NEU|SIN|IND//det//10 treenigt//JJ|POS|NEU|SIN|IND|NOM//amod//10 samhälle//NN|NEU|SIN|IND|NOM//nmod//6 på//PP//case//13 välfärdens//NN|UTR|SIN|DEF|GEN//nmod:poss//13 område//NN|NEU|SIN|IND|NOM//nmod//10 ,//MID//punct//20 på//PP//case//20 de//DT|UTR/NEU|PLU|DEF//det//20 etiskt//AB|POS//advmod//18 mest//AB|SUV//advmod//19 laddade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//20 institutionerna//NN|UTR|PLU|DEF|NOM//obl//3 i//PP//case//24 ett//DT|NEU|SIN|IND//det//24 modernt//JJ|POS|NEU|SIN|IND|NOM//amod//24 samhälle//NN|NEU|SIN|IND|NOM//nmod//20 .//MAD//punct//3
1. Totalsamhället;Den//DT|UTR|SIN|DEF//det//2 nordiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 välfärdsstaten//NN|UTR|SIN|DEF|NOM//nsubj//5  //_SP////2 är//VB|PRS|AKT//cop//5 speciell//JJ|POS|UTR|SIN|IND|NOM//ROOT//5 i//PP//case//8 sin//PS|UTR|SIN|DEF//nmod:poss//8 flykt//NN|UTR|SIN|IND|NOM//obl//5 både//KN//cc//14 från//PP//case//14 det//DT|NEU|SIN|DEF//det//13 civila//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//13 samhällets//NN|NEU|SIN|DEF|GEN//nmod:poss//14 krav//NN|NEU|PLU|IND|NOM//obl//5 och//KN//cc//17 marknadernas//NN|UTR|PLU|DEF|GEN//nmod:poss//17 krav//NN|NEU|PLU|IND|NOM//conj//14 .//MAD//punct//5
