Skyddet för den personliga integriteten;Kartläggning//NN|UTR|SIN|IND|NOM//ROOT//0 och//KN//cc//2 analys//NN|UTR|SIN|IND|NOM//conj//0
25.1 Regler om sekretess;I//PP//case//81 den//DT|UTR|SIN|DEF//det//81 utsträckning//NN|UTR|SIN|IND|NOM//obl//83 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//83 föreskriver//VB|PRS|AKT//advcl//85 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//83 omfattar//VB|PRS|AKT//parataxis//68 sekretessen//NN|UTR|SIN|DEF|NOM//nsubj//85 också//AB//advmod//85 annan//JJ|POS|UTR|SIN|IND|NOM//amod//89 verksamhet//NN|UTR|SIN|IND|NOM//obj//85 som//HP|-|-|-//nsubj//91 avser//VB|PRS|AKT//acl:relcl//89 registrering//NN|UTR|SIN|IND|NOM//obj//91 av//PP//case//96 en//DT|UTR|SIN|IND//det//96 betydande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//96 del//NN|UTR|SIN|IND|NOM//nmod//92 av//PP//case//98 befolkningen//NN|UTR|SIN|DEF|NOM//nmod//96 .//MAD//punct//68
25.1 Regler om sekretess;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//102 har//VB|PRS|AKT//aux//102 meddelat//VB|SUP|AKT//parataxis//68 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//104 föreskrifter//NN|UTR|PLU|IND|NOM//obj//102 i//PP//case//107 1//RG|NOM//nummod//107 §//NN|AN//nmod//104 b//NN|NEU|SIN|IND|NOM//case//109 SekrF//PM|NOM//nmod//107 ,//MID//punct//102 bl.a.//AB|AN//advmod//117 i//PP//case//117 fråga//NN|UTR|SIN|IND|NOM//fixed//112 om//PP//fixed//112 Rikspolisstyrelsens//PM|GEN//nmod:poss//117 centrala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//117 passregister//NN|UTR|PLU|IND|NOM//obl//102 .//MAD//punct//6
25.1 Regler om sekretess;Förutsättningen//NN|UTR|SIN|DEF|NOM//nsubj//3 för//PP//case//2 sekretess//NN|UTR|SIN|IND|NOM//nmod//0 är//VB|PRS|AKT//ROOT//3 att//SN//mark//10 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//10 av//PP//case//8 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//8 anledning//NN|UTR|SIN|IND|NOM//obl//10 kan//VB|PRS|AKT//aux//10 antas//VB|INF|SFO//ccomp//3 att//SN//mark//19 den//DT|UTR|SIN|DEF//det//13 enskilde//JJ|POS|MAS|SIN|DEF|NOM//nsubj//19 eller//KN//cc//16 någon//DT|UTR|SIN|IND//det//16 närstående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//13 till//PP//case//18 denne//PN|MAS|SIN|DEF|SUB/OBJ//nmod//16 lider//VB|PRS|AKT//ccomp//10 men//KN//cc//23 om//SN//case//23 uppgiften//NN|UTR|SIN|DEF|NOM//nmod//23 röjs//VB|PRS|SFO//conj//19 ,//MID//punct//23 dvs.//AB|AN//advmod//28 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//28 är//VB|PRS|AKT//cop//28 fråga//NN|UTR|SIN|IND|NOM//appos//23 om//PP//case//32 ett//DT|NEU|SIN|IND//det//32 rakt//JJ|POS|NEU|SIN|IND|NOM//amod//32 skaderekvisit//NN|NEU|SIN|IND|NOM//obl//28 som//HP|-|-|-//nsubj//34 innebär//VB|PRS|AKT//acl:relcl//32 presumtion//NN|UTR|SIN|IND|NOM//obj//34 för//PP//case//37 offentlighet//NN|UTR|SIN|IND|NOM//obl//34 .//MID//punct//3
25.1 Regler om sekretess;Det//DT|NEU|SIN|DEF//det//40 skaderekvisit//NN|NEU|SIN|IND|NOM//nsubj//43 som//HP|-|-|-//nsubj:pass//42 föreskrivs//VB|PRS|SFO//acl:relcl//40 innebär//VB|PRS|AKT//ccomp//3 att//SN//mark//47 sekretesskydd//NN|NEU|SIN|IND|NOM//nsubj:pass//47 kan//VB|PRS|AKT//aux//47 ges//VB|INF|SFO//ccomp//43 både//KN//cc//50 åt//PP//case//50 uppgifter//NN|UTR|PLU|IND|NOM//obl//47 av//PP//case//54 särskilt//AB//advmod//53 ömtålig//JJ|POS|UTR|SIN|IND|NOM//amod//54 art//NN|UTR|SIN|IND|NOM//nmod//50 och//KN//cc//61 ,//MID//punct//61 på//PP//case//61 grund//NN|UTR|SIN|IND|NOM//fixed//57 av//PP//fixed//57 speciella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//61 omständigheter//NN|UTR|PLU|IND|NOM//conj//50 ,//MID//punct//61 åt//PP//case//66 normalt//AB|POS//advmod//65 harmlösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 uppgifter//NN|UTR|PLU|IND|NOM//appos//61 .//MAD//punct//3
25.1 Regler om sekretess;Föredragande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//69 statsrådet//NN|NEU|SIN|DEF|NOM//nsubj//70 anförde//VB|PRT|AKT//parataxis//3 att//SN//mark//76 huvudregeln//NN|UTR|SIN|DEF|NOM//nsubj//76 liksom//PP//mark//74 dittills//AB//advmod//76 borde//VB|PRT|AKT//aux//76 vara//VB|INF|AKT//ccomp//70 att//SN//mark//91 uppgifter//NN|UTR|PLU|IND|NOM//nsubj//91 om//PP//case//80 namn//NN|NEU|SIN|IND|NOM//nmod//78 ,//MID//punct//82 adress//NN|UTR|SIN|IND|NOM//conj//80 ,//MID//punct//84 personnummer//NN|NEU|SIN|IND|NOM//conj//80 ,//MID//punct//86 civilstånd//NN|NEU|SIN|IND|NOM//conj//80 eller//KN//cc//88 nationalitet//NN|UTR|SIN|IND|NOM//conj//80 skulle//VB|PRT|AKT//aux//91 vara//VB|INF|AKT//cop//91 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ccomp//76 (//PAD//punct//91 prop//NN|UTR|SIN|IND|NOM//appos//91 .//MAD//punct//91
25.1 Regler om sekretess;1979/89:2//RG|NOM//nummod//96 Del//PM|NOM//nmod//97 A//PM|NOM//nummod//98 s.//NN|AN//nmod//100 210//RG|NOM//nummod//100 f.//NN|AN//obl//91 )//PAD//punct//91 .//MAD//punct//104
25.1 Regler om sekretess;Att//IE//mark//104 förhindra//VB|INF|AKT//ccomp//3 att//SN//mark//107 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//107 ledde//VB|PRT|AKT//ccomp//104 till//PP//case//110 obehörig//JJ|POS|UTR|SIN|IND|NOM//amod//110 dataregistrering//NN|UTR|SIN|IND|NOM//obl//107 ankom//VB|PRT|AKT//advcl//104 på//PP//case//113 datalagstiftningen//NN|UTR|SIN|DEF|NOM//obl//111 .//MAD//punct//104
25.1 Regler om sekretess;I//PP//case//117 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//117 undantagsfall//NN|NEU|PLU|IND|NOM//obl//122 kunde//VB|PRT|AKT//aux//122 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//122 dock//AB//advmod//122 vara//VB|INF|AKT//cop//122 påkallat//PC|PRF|NEU|SIN|IND|NOM//parataxis//104 att//IE//mark//124 hindra//VB|INF|AKT//advcl//122 att//SN//mark//129 uppgift//NN|UTR|SIN|IND|NOM//nsubj:pass//129 som//HP|-|-|-//nsubj:pass//129 regelmässigt//AB|POS//advmod//129 antecknas//VB|PRS|SFO//ccomp//124 inom//PP//case//131 folkbokföringen//NN|UTR|SIN|DEF|NOM//obl//129 lämnas//VB|PRS|SFO//advcl//122 ut//PL//compound:prt//132 .//MAD//punct//104
25.1 Regler om sekretess;Ett//DT|NEU|SIN|IND//det//137 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//137 fall//NN|NEU|SIN|IND|NOM//nsubj//139 kunde//VB|PRT|AKT//aux//139 vara//VB|INF|AKT//parataxis//104 att//SN//mark//142 uppgifter//NN|UTR|PLU|IND|NOM//nsubj//142 begärs//VB|PRS|SFO//ccomp//139 om//PP//case//144 utlänningar//NN|UTR|PLU|IND|NOM//obl//142 med//PP//case//147 viss//JJ|POS|UTR|SIN|IND|NOM//amod//147 nationalitet//NN|UTR|SIN|IND|NOM//nmod//144 .//MAD//punct//104
25.1 Regler om sekretess;Tydde//PM|NOM//advmod//158 omständigheterna//NN|UTR|PLU|DEF|NOM//nsubj//158 på//PP//mark//153 att//SN//mark//153 utlämnade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl//150 av//PP//case//156 dylik//JJ|POS|UTR|SIN|IND|NOM//amod//156 förteckning//NN|UTR|SIN|IND|NOM//obl//153 kunde//VB|PRT|AKT//aux//158 leda//VB|INF|AKT//parataxis//104 till//PP//case//160 aktioner//NN|UTR|PLU|IND|NOM//obl//158 mot//PP//case//162 invandrarna//NN|UTR|PLU|DEF|NOM//obl//158 som//HP|-|-|-//obj//165 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//165 uppfattade//VB|PRT|AKT//advcl//158 som//KN//case//170 hotande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//170 eller//KN//cc//169 påtagligt//AB|POS//conj//167 obehagliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//165 borde//VB|PRT|AKT//aux//174 enligt//PP//case//173 statsrådet//NN|NEU|SIN|DEF|NOM//obl//174 utlämnande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//165 av//PP//case//178 det//DT|NEU|SIN|DEF//det//178 begärda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//178 urvalet//NN|NEU|SIN|DEF|NOM//nmod//174 vägras//VB|INF|SFO//advcl//165 .//MAD//punct//3
25.1 Regler om sekretess;Även//AB//advmod//3 i//PP//case//3 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 fall//NN|NEU|PLU|IND|NOM//obl//6 då//HA//advmod//3 enstaka//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 uppgift//NN|UTR|SIN|IND|NOM//obl//18 av//PP//mark//14 i//PP//advmod//14 och//KN//fixed//8 för//PP//fixed//8 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//fixed//8 harmlöst//JJ|POS|NEU|SIN|IND|NOM//fixed//8 slag//NN|NEU|SIN|IND|NOM//fixed//8 begärs//VB|PRS|SFO//acl//6 utlämnad//PC|PRF|UTR|SIN|IND|NOM//obj//14 kan//VB|PRS|AKT//aux//18 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//18 finnas//VB|INF|SFO//ROOT//18 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//20 anledning//NN|UTR|SIN|IND|NOM//nsubj//18 att//IE//mark//22 vägra//VB|INF|AKT//acl//20 utlämnande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//22 ,//MID//punct//18 såsom//HA//mark//31 då//HA//advmod//31 en//DT|UTR|SIN|IND//det//28 adress//NN|UTR|SIN|IND|NOM//nsubj:pass//31 har//VB|PRS|AKT//aux//31 blivit//VB|SUP|AKT//aux:pass//31 spärrad//PC|PRF|UTR|SIN|IND|NOM//advcl//18 på//PP//case//36 grund//NN|UTR|SIN|IND|NOM//fixed//32 av//PP//fixed//32 befarad//PC|PRF|UTR|SIN|IND|NOM//amod//36 personförföljelse//NN|UTR|SIN|IND|NOM//obl//31 .//MAD//punct//18
25.1 Regler om sekretess;En//DT|UTR|SIN|IND//det//40 s.k.//AB|AN//amod//40 sekretessmarkering//NN|UTR|SIN|IND|NOM//nsubj//43 i//PP//case//42 folkbokföringen//NN|UTR|SIN|DEF|NOM//nmod//40 innebär//VB|PRS|AKT//parataxis//18 dock//AB//advmod//43 inte//AB//advmod//43 att//SN//mark//53 uppgifter//NN|UTR|PLU|IND|NOM//nsubj//53 om//PP//case//49 personen//NN|UTR|SIN|DEF|NOM//nmod//47 i//PP//case//51 fråga//NN|UTR|SIN|IND|NOM//nmod//49 är//VB|PRS|AKT//cop//53 hemliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ccomp//43 utan//KN//cc//55 syftar//VB|PRS|AKT//conj//43 endast//AB//advmod//55 till//PP//mark//59 att//IE//mark//59 säkerställa//VB|INF|AKT//advcl//55 att//SN//mark//64 en//DT|UTR|SIN|IND//det//63 noggrann//JJ|POS|UTR|SIN|IND|NOM//amod//63 prövning//NN|UTR|SIN|IND|NOM//nsubj:pass//64 görs//VB|PRS|SFO//ccomp//59 innan//SN//mark//68 en//DT|UTR|SIN|IND//det//67 uppgift//NN|UTR|SIN|IND|NOM//nsubj:pass//68 lämnas//VB|PRS|SFO//advcl//64 ut//PL//compound:prt//68 (//PAD//punct//73 Skatteverkets//NN|NEU|SIN|DEF|GEN//nmod:poss//72 handledning//NN|UTR|SIN|IND|NOM//nsubj//73 Offentligt//AB|POS//advmod//68 eller//KN//cc//75 hemligt//JJ|POS|NEU|SIN|IND|NOM//conj//73 ,//MID//punct//73 s.//NN|AN//nmod//79 100//RG|NOM//nummod//79 f.//NN|AN//conj//73 )//PAD//punct//43 .//MAD//punct//18
25.1 Regler om sekretess;Markeringen//NN|UTR|SIN|DEF|NOM//nsubj//83 har//VB|PRS|AKT//parataxis//18 alltså//AB//advmod//83 ingen//DT|UTR|SIN|IND//det//88 självständig//JJ|POS|UTR|SIN|IND|NOM//amod//88 rättslig//JJ|POS|UTR|SIN|IND|NOM//amod//88 betydelse//NN|UTR|SIN|IND|NOM//obj//83 .//MAD//punct//83
25.1 Regler om sekretess;För//PP//mark//95 att//SN//fixed//90 en//DT|UTR|SIN|IND//det//93 uppgift//NN|UTR|SIN|IND|NOM//nsubj:pass//95 skall//VB|PRS|AKT//aux//95 spärrmarkeras//VB|INF|SFO//advcl//98 i//PP//case//97 folkbokföringen//NN|UTR|SIN|DEF|NOM//obl//95 krävs//VB|PRS|SFO//conj//83 enligt//PP//case//101 Skatteverkets//NN|NEU|SIN|DEF|GEN//nmod:poss//101 praxis//NN|UTR|SIN|IND|NOM//obl//98 att//SN//mark//114 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//108 som//HP|-|-|-//nsubj//105 ansöker//VB|PRS|AKT//acl:relcl//103 om//PP//case//107 spärr//NN|UTR|SIN|IND|NOM//obl//105 kan//VB|PRS|AKT//aux//114 styrka//VB|INF|AKT//obj//108 att//SN//mark//114 han//PN|UTR|SIN|DEF|SUB//nsubj//114 eller//KN//cc//113 hon//PN|UTR|SIN|DEF|SUB//conj//111 förföljs//VB|PRS|SFO//advcl//98 (//PAD//punct//114 prop//NN|UTR|SIN|IND|NOM//appos//114 .//MAD//punct//83
25.1 Regler om sekretess;2003/94:93//RG|NOM//nummod//119 s.//NN|AN//nmod//120 28//RG|NOM//obl//83 )//PAD//punct//83 .//MAD//punct//83
25.1 Regler om sekretess;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//127 är//VB|PRS|AKT//cop//127 alltså//AB//advmod//127 inte//AB//advmod//127 tillräckligt//JJ|POS|NEU|SIN|IND|NOM//conj//83 att//SN//mark//130 sökanden//NN|UTR|SIN|DEF|NOM//nsubj//130 känner//VB|PRS|AKT//csubj//127 en//DT|UTR|SIN|IND//det//133 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//133 motvilja//NN|UTR|SIN|IND|NOM//obj//130 mot//PP//mark//136 att//IE//mark//136 ha//VB|INF|AKT//advcl//130 kontakt//NN|UTR|SIN|IND|NOM//obj//136 med//PP//case//141 en//DT|UTR|SIN|IND//det//141 viss//JJ|POS|UTR|SIN|IND|NOM//amod//141 person//NN|UTR|SIN|IND|NOM//obl//136 eller//KN//cc//145 att//SN//mark//145 sökanden//NN|UTR|SIN|DEF|NOM//nsubj//145 tillhör//VB|PRS|AKT//conj//130 någon//DT|UTR|SIN|IND//det//147 yrkeskategori//NN|UTR|SIN|IND|NOM//obj//145 som//HP|-|-|-//nsubj:pass//151 generellt//AB|POS//advmod//151 kan//VB|PRS|AKT//aux//151 sägas//VB|INF|SFO//acl:relcl//147 vara//VB|INF|AKT//cop//153 utsatt//PC|PRF|UTR|SIN|IND|NOM//xcomp//151 för//PP//case//155 hot//NN|NEU|SIN|IND|NOM//obl//153 .//MAD//punct//127
25.1 Regler om sekretess;En//DT|UTR|SIN|IND//det//158 spärrmarkering//NN|UTR|SIN|IND|NOM//nsubj:pass//161 i//PP//case//160 folkbokföringen//NN|UTR|SIN|DEF|NOM//nmod//158 förs//VB|PRS|SFO//parataxis//127 också//AB//advmod//161 in//PL//compound:prt//161 i//PP//case//165 beskattningsdatabasen//NN|UTR|SIN|DEF|NOM//obl//161 och//KN//cc//167 överförs//VB|PRS|SFO//conj//161 till//PP//case//170 de//DT|UTR/NEU|PLU|DEF//det//170 myndigheter//NN|UTR|PLU|IND|NOM//obl//167 som//HP|-|-|-//nsubj//172 får//VB|PRS|AKT//acl:relcl//170 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//174 uppgifter//NN|UTR|PLU|IND|NOM//obj//172 från//PP//case//176 folkbokföringsdatabasen//NN|UTR|SIN|DEF|NOM//obl//172 .//MAD//punct//127
25.1 Regler om sekretess;Enligt//PP//case//6 7//RG|NOM//nummod//2 kap.//NN|AN//nmod//4 15//RG|NOM//nummod//4 §//NN|AN//nmod//6 tredje//RO|NOM//amod//6 stycket//NN|NEU|SIN|DEF|NOM//obl//8 SekrL//PM|NOM//nmod//6 gäller//VB|PRS|AKT//ROOT//8 sekretess//NN|UTR|SIN|IND|NOM//obj//8 i//PP//case//11 ärende//NN|NEU|SIN|IND|NOM//nmod//9 om//PP//case//14 fingerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//14 personuppgifter//NN|UTR|PLU|IND|NOM//obl//8 för//PP//case//16 uppgift//NN|UTR|SIN|IND|NOM//nmod//14 om//PP//case//20 enskilds//JJ|POS|UTR|SIN|IND|GEN//nmod:poss//20 personliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 förhållanden//NN|NEU|PLU|IND|NOM//nmod//16 .//MAD//punct//8
25.1 Regler om sekretess;Sekretessen//NN|UTR|SIN|DEF|NOM//nsubj//23 gäller//VB|PRS|AKT//parataxis//8 med//PP//case//27 ett//DT|NEU|SIN|IND//det//27 omvänt//PC|PRF|NEU|SIN|IND|NOM//amod//27 skaderekvisit//NN|NEU|SIN|IND|NOM//obl//23 både//KN//cc//30 vad//HP|NEU|SIN|IND//nsubj//30 avser//VB|PRS|AKT//conj//23 den//DT|UTR|SIN|DEF//det//32 enskilde//JJ|POS|MAS|SIN|DEF|NOM//obj//30 och//KN//cc//34 närstående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//32 till//PP//case//36 denne//PN|MAS|SIN|DEF|SUB/OBJ//obl//30 .//MAD//punct//23
25.1 Regler om sekretess;Denna//DT|UTR|SIN|DEF//det//39 sekretess//NN|UTR|SIN|IND|NOM//nsubj//41 har//VB|PRS|AKT//aux//41 kommit//VB|SUP|AKT//conj//23 till//PL//compound:prt//41 med//PP//case//44 anledning//NN|UTR|SIN|IND|NOM//obl//41 av//PP//case//46 lagen//NN|UTR|SIN|DEF|NOM//nmod//44 (//PAD//punct//48 1991:483//RG|NOM//appos//46 )//PAD//punct//48 om//PP//case//52 fingerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//52 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//46 ,//MID//punct//58 enligt//PP//case//55 vilken//HP|UTR|SIN|IND//obl//58 en//DT|UTR|SIN|IND//det//58 folkbokförd//PC|PRF|UTR|SIN|IND|NOM//amod//58 person//NN|UTR|SIN|IND|NOM//obl//23 som//HP|-|-|-//nsubj//60 riskerar//VB|PRS|AKT//acl:relcl//58 att//IE//mark//63 bli//VB|INF|AKT//aux:pass//63 utsatt//PC|PRF|UTR|SIN|IND|NOM//xcomp//60 för//PP//case//66 allvarlig//JJ|POS|UTR|SIN|IND|NOM//amod//66 brottslighet//NN|UTR|SIN|IND|NOM//obl//63 som//HP|-|-|-//nsubj//68 riktar//VB|PRS|AKT//acl:relcl//66 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//68 mot//PP//case//72 dennes//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//72 liv//NN|NEU|SIN|IND|NOM//obl//68 ,//MID//punct//74 hälsa//NN|UTR|SIN|IND|NOM//conj//72 eller//KN//cc//76 frihet//NN|UTR|SIN|IND|NOM//conj//72 kan//VB|PRS|AKT//aux//78 få//VB|INF|AKT//conj//8 medgivande//NN|NEU|SIN|IND|NOM//obj//78 att//IE//mark//81 använda//VB|INF|AKT//advcl//78 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//83 personuppgifter//NN|UTR|PLU|IND|NOM//obj//81 om//PP//case//85 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//81 själv//JJ|POS|UTR|SIN|IND|NOM//amod//85 än//KN//case//89 de//DT|UTR/NEU|PLU|DEF//det//89 verkliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//81 .//MAD//punct//8
25.1 Regler om sekretess;Medgivande//NN|NEU|SIN|IND|NOM//nsubj:pass//96 att//IE//mark//93 använda//VB|INF|AKT//acl//91 fingerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//95 personuppgifter//NN|UTR|PLU|IND|NOM//obj//93 lämnas//VB|PRS|SFO//parataxis//8 av//PP//case//99 Stockholms//PM|GEN//nmod:poss//99 tingsrätt//NN|UTR|SIN|IND|NOM//obl:agent//96 på//PP//case//101 ansökan//NN|UTR|SIN|IND|NOM//nmod//99 av//PP//case//103 Rikspolisstyrelsen//PM|NOM//nmod//101 .//MAD//punct//96
25.1 Regler om sekretess;Om//SN//mark//108 medgivande//NN|NEU|SIN|IND|NOM//nsubj:pass//108 har//VB|PRS|AKT//aux//108 lämnats//VB|SUP|SFO//advcl//111 skall//VB|PRS|AKT//aux//111 Rikspolisstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//111 se//VB|INF|AKT//conj//8 till//PL//compound:prt//111 att//SN//mark//117 de//DT|UTR/NEU|PLU|DEF//det//116 fingerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//116 uppgifterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//117 registreras//VB|PRS|SFO//ccomp//111 inom//PP//case//119 folkbokföringen//NN|UTR|SIN|DEF|NOM//obl//117 .//MAD//punct//8
25.1 Regler om sekretess;Om//SN//mark//8 uppgifterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//8 i//PP//case//4 ett//DT|NEU|SIN|IND//det//4 ärende//NN|NEU|SIN|IND|NOM//nmod//1 om//PP//case//7 fingerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//7 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//4 lämnas//VB|PRS|SFO//advcl//13 till//PP//case//12 en//DT|UTR|SIN|IND//det//12 annan//JJ|POS|UTR|SIN|IND|NOM//amod//12 myndighet//NN|UTR|SIN|IND|NOM//obl//8 överförs//VB|PRS|SFO//ROOT//13 sekretessen//NN|UTR|SIN|DEF|NOM//nsubj:pass//13 dit//AB//advmod//13 .//MAD//punct//13
25.1 Regler om sekretess;På//PP//case//19 så//AB//amod//19 sätt//NN|NEU|SIN|IND|NOM//obl//22 skall//VB|PRS|AKT//aux//22 sekretessen//NN|UTR|SIN|DEF|NOM//nsubj//22 skydda//VB|INF|AKT//conj//13 uppgifter//NN|UTR|PLU|IND|NOM//obj//22 som//HP|-|-|-//nsubj//25 gör//VB|PRS|AKT//acl:relcl//23 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//25 möjligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//25 att//IE//mark//29 koppla//VB|INF|AKT//advcl//25 ihop//PL//compound:prt//29 verklig//JJ|POS|UTR|SIN|IND|NOM//amod//34 och//KN//cc//33 fingerad//PC|PRF|UTR|SIN|IND|NOM//conj//31 identitet//NN|UTR|SIN|IND|NOM//obj//29 till//PP//case//39 en//DT|UTR|SIN|IND//nummod//39 och//KN//fixed//36 samma//DT|UTR/NEU|SIN/PLU|IND//conj//36 person//NN|UTR|SIN|IND|NOM//obl//29 (//PAD//punct//39 prop//NN|UTR|SIN|IND|NOM//appos//39 .//MAD//punct//13
25.1 Regler om sekretess;1997/98:9//RG|NOM//punct//13 s.//NN|AN//nmod//45 64//RG|NOM//nummod//43 ,//MID//punct//45 65//RG|NOM//nummod//43 och//KN//cc//49 118//RG|NOM//conj//43 )//PAD//punct//43 .//MAD//punct//43
25.1 Regler om sekretess;25.1.2//RG|NOM//nummod//53 Sekretess//NN|UTR|SIN|IND|NOM//appos//43 hos//PP//case//55 Kronofogdemyndigheten//PM|NOM//nmod//53
25.1 Regler om sekretess;Exekutionsväsendet//NN|NEU|SIN|DEF|NOM//ROOT//0
25.1 Regler om sekretess;I//PP//case//5 9//RG|NOM//nummod//2 kap.//NN|AN//nmod//3 19//RG|NOM//nummod//4 §//NN|AN//nmod//5 SekrL//PM|NOM//obl//6 ges//VB|PRS|SFO//ROOT//6 föreskrifter//NN|UTR|PLU|IND|NOM//nsubj:pass//6 om//PP//case//9 sekretess//NN|UTR|SIN|IND|NOM//obl//6 inom//PP//case//13 Kronofogdemyndighetens//PM|GEN//nmod:poss//13 exekutiva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//13 verksamhet//NN|UTR|SIN|IND|NOM//nmod//9 för//PP//case//15 uppgift//NN|UTR|SIN|IND|NOM//obl//6 om//PP//case//21 enskildas//JJ|POS|UTR/NEU|PLU|IND/DEF|GEN//nmod:poss//21 personliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 eller//KN//cc//20 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//18 förhållanden//NN|NEU|PLU|IND|NOM//nmod//15 .//MAD//punct//6
25.1 Regler om sekretess;Enligt//PP//case//25 första//RO|NOM//amod//25 stycket//NN|NEU|SIN|DEF|NOM//obl//26 gäller//VB|PRS|AKT//conj//6 sekretess//NN|UTR|SIN|IND|NOM//obj//26 i//PP//case//29 mål//NN|NEU|SIN|IND|NOM//obl//26 eller//KN//cc//31 ärende//NN|NEU|SIN|IND|NOM//conj//29 angående//PP//case//33 utsökning//NN|UTR|SIN|IND|NOM//obl//26 och//KN//cc//35 indrivning//NN|UTR|SIN|IND|NOM//conj//33 ,//MID//punct//33 dvs.//AB|AN//advmod//40 vid//PP//case//40 all//DT|UTR|SIN|IND/DEF//det//40 tillämpning//NN|UTR|SIN|IND|NOM//appos//33 av//PP//case//42 utsökningbalken//NN|UTR|SIN|DEF|NOM//nmod//40 och//KN//cc//45 annan//JJ|POS|UTR|SIN|IND|NOM//amod//45 verkställighet//NN|UTR|SIN|IND|NOM//conj//42 .//MAD//punct//26
