8 Premiepensionssystemets basalternativ ;I//PP//case//2 premiepensionssystemets//NN|NEU|SIN|DEF|GEN//nmod:poss//2 basalternativ//NN|NEU|SIN|IND|NOM//obl//6 ,//MID//punct//4 Premiesparfonden//NN|UTR|SIN|DEF|NOM//conj//2 ,//MID//punct//4 placeras//VB|PRS|SFO//ROOT//6 medel//NN|NEU|PLU|IND|NOM//nsubj:pass//6 för//PP//case//10 de//DT|UTR/NEU|PLU|DEF//det//10 pensionssparare//NN|UTR|PLU|IND|NOM//nmod//7 som//HP|-|-|-//nsubj//13 inte//AB//advmod//13 gör//VB|PRS|AKT//acl:relcl//10 ett//DT|NEU|SIN|IND//det//16 aktivt//JJ|POS|NEU|SIN|IND|NOM//amod//16 val//NN|NEU|SIN|IND|NOM//obj//13 av//PP//case//18 fondförvaltare//NN|UTR|PLU|IND|NOM//nmod//16 .//MAD//punct//6
8 Premiepensionssystemets basalternativ ;För//PP//case//2 den//DT|UTR|SIN|DEF//det//2 pensionssparare//NN|UTR|SIN|IND|NOM//obl//9 som//HP|-|-|-//nsubj//5 inte//AB//advmod//5 gjort//VB|SUP|AKT//acl:relcl//2 ett//DT|NEU|SIN|IND//det//8 aktivt//JJ|POS|NEU|SIN|IND|NOM//amod//8 val//NN|NEU|SIN|IND|NOM//obj//5 förs//VB|PRS|SFO//ROOT//9 i//PP//advmod//9 dag//NN|UTR|SIN|IND|NOM//fixed//10 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//13 kontobehållningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//9 till//PP//case//15 Premiesparfonden//NN|UTR|SIN|DEF|NOM//obl//9 .//MAD//punct//9
8 Premiepensionssystemets basalternativ ;För//PP//case//18 dem//PN|UTR/NEU|PLU|DEF|OBJ//obl//26 som//HP|-|-|-//nsubj//22 någon//DT|UTR|SIN|IND//det//21 gång//NN|UTR|SIN|IND|NOM//obl//22 gjort//VB|SUP|AKT//acl:relcl//18 ett//DT|NEU|SIN|IND//det//25 aktivt//JJ|POS|NEU|SIN|IND|NOM//amod//25 val//NN|NEU|SIN|IND|NOM//obj//22 finns//VB|PRS|SFO//advcl//9 emellertid//AB//advmod//26 inte//AB//advmod//26 möjligheten//NN|UTR|SIN|DEF|NOM//nsubj//26 att//IE//mark//32 därefter//AB//advmod//32 få//VB|INF|AKT//acl//29 hela//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//32 eller//KN//cc//35 delar//NN|UTR|PLU|IND|NOM//conj//33 av//PP//case//38 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//38 premiepensionsmedel//NN|NEU|PLU|IND|NOM//nmod//35 placerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//26 i//PP//case//42 denna//DT|UTR|SIN|DEF//det//42 fond//NN|UTR|SIN|IND|NOM//obl//39 .//MAD//punct//9
8 Premiepensionssystemets basalternativ ;Denna//DT|UTR|SIN|DEF//det//45 begränsning//NN|UTR|SIN|IND|NOM//nsubj:pass//49 är//VB|PRS|AKT//cop//49 emellertid//AB//advmod//49 inte//AB//advmod//49 reglerad//PC|PRF|UTR|SIN|IND|NOM//parataxis//9 i//PP//case//51 lagstiftningen//NN|UTR|SIN|DEF|NOM//obl//49 .//MAD//punct//49
8 Premiepensionssystemets basalternativ ;Motiv//NN|NEU|SIN|IND|NOM//nsubj:pass//56 för//PP//case//55 begränsningen//NN|UTR|SIN|DEF|NOM//nmod//53 saknas//VB|PRS|SFO//conj//49 vidare//AB|KOM//advmod//56 i//PP//case//59 förarbetena//NN|NEU|PLU|DEF|NOM//obl//56 till//PP//case//61 premiepensionssystemet//NN|NEU|SIN|DEF|NOM//obl//56 .//MAD//punct//9
8 Premiepensionssystemets basalternativ ;Begränsningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//3 skulle//VB|PRT|AKT//aux//3 kunna//VB|INF|AKT//aux//3 motiveras//VB|INF|SFO//ROOT//3 genom//PP//mark//8 att//SN//mark//8 man//PN|UTR|SIN|IND|SUB//nsubj//8 politiskt//AB|POS//advmod//8 önskar//VB|PRS|AKT//advcl//3 att//SN//mark//15 så//AB//advmod//11 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//15 som//KN//mark//13 möjligt//JJ|POS|NEU|SIN|IND|NOM//acl//11 skall//VB|PRS|AKT//aux//15 göra//VB|INF|AKT//ccomp//8 ett//DT|NEU|SIN|IND//det//18 aktivt//JJ|POS|NEU|SIN|IND|NOM//amod//18 val//NN|NEU|SIN|IND|NOM//obj//15 och//KN//cc//21 därmed//AB//advmod//21 minimera//VB|INF|AKT//conj//15 den//DT|UTR|SIN|DEF//det//23 andel//NN|UTR|SIN|IND|NOM//obj//21 av//PP//case//25 kapitalet//NN|NEU|SIN|DEF|NOM//nmod//23 som//HP|-|-|-//nsubj:pass//27 förvaltas//VB|PRS|SFO//acl:relcl//25 av//PP//case//29 staten//NN|UTR|SIN|DEF|NOM//obl:agent//27 .//MAD//punct//3
8 Premiepensionssystemets basalternativ ;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//36 är//VB|PRS|AKT//cop//36 emellertid//AB//advmod//36 långt//AB|POS//advmod//35 ifrån//AB//advmod//36 säkert//JJ|POS|NEU|SIN|IND|NOM//conj//3 att//SN//mark//39 begränsningen//NN|UTR|SIN|DEF|NOM//nsubj//39 uppnår//VB|PRS|AKT//csubj//36 detta//DT|NEU|SIN|DEF//det//41 syfte//NN|NEU|SIN|IND|NOM//obj//39 .//MAD//punct//36
8 Premiepensionssystemets basalternativ ;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//45 kan//VB|PRS|AKT//aux//45 vara//VB|INF|AKT//conj//36 så//AB//advmod//45 att//SN//mark//50 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 pensionssparare//NN|UTR|PLU|IND|NOM//nsubj//50 tvekar//VB|PRS|AKT//ccomp//45 att//IE//mark//52 göra//VB|INF|AKT//xcomp//50 ett//DT|NEU|SIN|IND//det//55 aktivt//JJ|POS|NEU|SIN|IND|NOM//amod//55 val//NN|NEU|SIN|IND|NOM//obj//52 därför//HA//mark//63 att//SN//fixed//56 man//PN|UTR|SIN|IND|SUB//nsubj//63 i//PP//advmod//63 så//AB//fixed//59 fall//NN|NEU|SIN|IND|NOM//fixed//59 skulle//VB|PRT|AKT//aux//63 spärra//VB|INF|AKT//advcl//52 ut//PL//compound:prt//63 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//63 från//PP//case//67 Premiesparfonden//NN|UTR|SIN|DEF|NOM//obl//63 för//PP//case//70 all//DT|UTR|SIN|IND/DEF//det//70 framtid//NN|UTR|SIN|IND|NOM//obl//63 .//MAD//punct//36
8 Premiepensionssystemets basalternativ ;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 anser//VB|PRS|AKT//ROOT//1 emellertid//AB//advmod//1 inte//AB//advmod//1 att//SN//mark//14 en//DT|UTR|SIN|IND//det//6 målsättning//NN|UTR|SIN|IND|NOM//nsubj//14 om//PP//mark//9 att//IE//mark//9 maximera//VB|INF|AKT//acl//6 andelen//NN|UTR|SIN|DEF|NOM//obj//9 aktiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 väljare//NN|UTR|PLU|IND|NOM//obj//9 är//VB|PRS|AKT//cop//14 rimlig//JJ|POS|UTR|SIN|IND|NOM//ccomp//1 .//MAD//punct//1
8 Premiepensionssystemets basalternativ ;För//PP//case//18 det//DT|NEU|SIN|DEF//det//18 första//RO|NOM//obl//22 är//VB|PRS|AKT//cop//22 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//22 inte//AB//advmod//22 skäligt//JJ|POS|NEU|SIN|IND|NOM//conj//1 att//IE//mark//24 förhindra//VB|INF|AKT//csubj//22 en//DT|UTR|SIN|IND//det//26 pensionssparare//NN|UTR|SIN|IND|NOM//obj//24 från//PP//case//28 ett//DT|NEU|SIN|IND//obl//24 göra//VB|INF|AKT//advcl//22 ett//DT|NEU|SIN|IND//det//32 aktivt//JJ|POS|NEU|SIN|IND|NOM//amod//32 val//NN|NEU|SIN|IND|NOM//obj//29 av//PP//case//34 Premiesparfonden//NN|UTR|SIN|DEF|NOM//nmod//32 om//PP//case//36 denne//PN|MAS|SIN|DEF|SUB/OBJ//nmod//34 ,//MID//punct//40 efter//PP//case//40 noggrann//JJ|POS|UTR|SIN|IND|NOM//amod//40 analys//NN|UTR|SIN|IND|NOM//appos//22 ,//MID//punct//42 konstaterat//VB|SUP|AKT//conj//1 att//SN//mark//54 den//DT|UTR|SIN|DEF//det//45 fondens//NN|UTR|SIN|DEF|GEN//nmod:poss//46 riskprofil//NN|UTR|SIN|IND|NOM//nsubj//54 ,//MID//punct//46 låga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 avgifter//NN|UTR|PLU|IND|NOM//conj//46 och//KN//cc//51 förvaltning//NN|UTR|SIN|IND|NOM//conj//49 är//VB|PRS|AKT//cop//54 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//54 alternativ//NN|NEU|SIN|IND|NOM//obj//42 som//HP|-|-|-//nsubj//56 passar//VB|PRS|AKT//acl:relcl//54 individen//NN|UTR|SIN|DEF|NOM//obj//56 bäst//AB|SUV//advmod//56 .//MAD//punct//1
8 Premiepensionssystemets basalternativ ;För//PP//case//2 det//DT|NEU|SIN|DEF//det//2 andra//RO|NOM//obl//3 anser//VB|PRS|AKT//ROOT//3 utredningen//NN|UTR|SIN|DEF|NOM//obj//3 ,//MID//punct//3 vilket//HP|NEU|SIN|IND//nsubj//7 framgår//VB|PRS|AKT//parataxis//3 ovan//AB//advmod//7 ,//MID//punct//7 att//SN//mark//13 pensionsspararnas//NN|UTR|PLU|DEF|GEN//nsubj//13 skall//VB|PRS|AKT//aux//13 erbjudas//VB|INF|SFO//ccomp//7 produkter//NN|UTR|PLU|IND|NOM//obj//13 som//HP|-|-|-//nsubj//17 är//VB|PRS|AKT//cop//17 avpassade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//14 efter//PP//case//20 spararnas//NN|UTR|PLU|DEF|GEN//nmod:poss//20 kunskapsnivå//NN|UTR|SIN|IND|NOM//obl//17 och//KN//cc//22 engagemang//NN|NEU|SIN|IND|NOM//conj//20 .//MID//punct//3
8 Premiepensionssystemets basalternativ ;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//29 är//VB|PRS|AKT//cop//29 därför//AB//advmod//29 inte//AB//advmod//29 heller//AB//advmod//29 rimligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//3 att//SN//mark//42 en//DT|UTR|SIN|IND//det//32 person//NN|UTR|SIN|IND|NOM//nsubj:pass//42 ,//MID//punct//32 som//HP|-|-|-//nsubj//37 en//DT|UTR|SIN|IND//det//36 gång//NN|UTR|SIN|IND|NOM//obl//37 gjort//VB|SUP|AKT//acl:relcl//32 ett//DT|NEU|SIN|IND//det//40 aktivt//JJ|POS|NEU|SIN|IND|NOM//amod//40 val//NN|NEU|SIN|IND|NOM//obj//37 ,//MID//punct//32 hindras//VB|INF|SFO//csubj//29 från//PP//mark//45 att//IE//mark//45 gå//VB|INF|AKT//advcl//42 tillbaka//PL//advmod//45 till//PP//case//48 Premiesparfonden//NN|UTR|SIN|DEF|NOM//obl//45 .//MID//punct//29
8 Premiepensionssystemets basalternativ ;Han//PN|UTR|SIN|DEF|SUB//nsubj//58 eller//KN//cc//52 hon//PN|UTR|SIN|DEF|SUB//conj//50 kan//VB|PRS|AKT//aux//58 av//PP//case//56 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 skäl//NN|NEU|PLU|IND|NOM//obl//58 ha//VB|INF|AKT//aux//58 överskattat//VB|SUP|AKT//parataxis//29 sin//PS|UTR|SIN|DEF//nmod:poss//60 kunskap//NN|UTR|SIN|IND|NOM//obj//58 vid//PP//case//62 valtillfället//NN|NEU|SIN|DEF|NOM//obl//58 ,//MID//punct//65 eller//KN//cc//65 önskat//VB|SUP|AKT//conj//58 vara//VB|INF|AKT//cop//68 mindre//AB|KOM//advmod//68 aktiv//JJ|POS|UTR|SIN|IND|NOM//xcomp//65 i//PP//case//70 framtiden//NN|UTR|SIN|DEF|NOM//nmod//68 .//MAD//punct//58
8 Premiepensionssystemets basalternativ ;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//75 kan//VB|PRS|AKT//aux//75 vara//VB|INF|AKT//cop//75 motiverat//PC|PRF|NEU|SIN|IND|NOM//conj//58 t.ex.//AB|AN//advmod//80 av//PP//case//80 en//DT|UTR|SIN|IND//det//80 förändrad//PC|PRF|UTR|SIN|IND|NOM//amod//80 livssituation//NN|UTR|SIN|IND|NOM//obl//75 .//MAD//punct//58
8 Premiepensionssystemets basalternativ ;Ännu//AB//advmod//1 orimligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//2 blir//VB|PRS|AKT//ROOT//2 begränsningen//NN|UTR|SIN|DEF|NOM//nsubj//2 om//SN//mark//6 man//PN|UTR|SIN|IND|SUB//nsubj//6 beaktar//VB|PRS|AKT//advcl//2 möjligheten//NN|UTR|SIN|DEF|NOM//obj//6 att//SN//mark//10 Premiesparfonden//NN|UTR|SIN|DEF|NOM//nsubj:pass//10 omvandlas//VB|PRS|SFO//advcl//6 till//PP//case//13 ett//DT|NEU|SIN|IND//det//13 basalternativ//NN|NEU|SIN|IND|NOM//obl//10 med//PP//case//16 en//DT|UTR|SIN|IND//det//16 generationsfondsprofil//NN|UTR|SIN|IND|NOM//obl//10 .//MAD//punct//2
8 Premiepensionssystemets basalternativ ;Den//DT|UTR|SIN|DEF//det//19 pensionssparare//NN|UTR|SIN|IND|NOM//nsubj:pass//37 som//HP|-|-|-//nsubj//23 tidigare//AB|KOM//advmod//23 inte//AB//advmod//23 ansett//VB|SUP|AKT//acl:relcl//19 att//SN//mark//28 Premiesparfondens//PM|GEN//nmod:poss//26 allokering//NN|UTR|SIN|IND|NOM//nsubj//28 varit//VB|SUP|AKT//cop//28 optimal//JJ|POS|UTR|SIN|IND|NOM//ccomp//23 och//KN//cc//31 därför//AB//advmod//31 gjort//VB|SUP|AKT//conj//28 ett//DT|NEU|SIN|IND//det//34 aktivt//JJ|POS|NEU|SIN|IND|NOM//amod//34 val//NN|NEU|SIN|IND|NOM//obj//31 ,//MID//punct//19 skulle//VB|PRT|AKT//aux//37 spärras//VB|INF|SFO//parataxis//2 ut//PL//compound:prt//37 från//PP//case//41 detta//DT|NEU|SIN|DEF//det//41 alternativ//NN|NEU|SIN|IND|NOM//obl//37 trots//PP//mark//50 att//SN//mark//50 detta//DT|NEU|SIN|DEF//det//46 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//46 alternativ//NN|NEU|SIN|IND|NOM//nsubj//50 kanske//AB//advmod//50 skulle//VB|PRT|AKT//aux//50 ha//VB|INF|AKT//aux//50 passat//VB|SUP|AKT//advcl//37 denne//PN|MAS|SIN|DEF|SUB/OBJ//obj//50 väl//AB|POS//advmod//50 .//MAD//punct//2
8 Premiepensionssystemets basalternativ ;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 därför//AB//mark//5 att//SN//mark//5 begränsningen//NN|UTR|SIN|DEF|NOM//nsubj//5 upphör//VB|PRS|AKT//advcl//1 och//KN//cc//19 att//SN//mark//19 en//DT|UTR|SIN|IND//det//9 möjlighet//NN|UTR|SIN|IND|NOM//nsubj:pass//19 till//PP//case//12 aktiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 val//NN|NEU|PLU|IND|NOM//nmod//9 av//PP//case//15 premiepensionssystemets//NN|NEU|SIN|DEF|GEN//nmod:poss//15 basalternativ//NN|NEU|PLU|IND|NOM//nmod//12 (//PAD//punct//9 generationsfondsprofilen//NN|UTR|SIN|DEF|NOM//appos//9 )//PAD//punct//9 införs//VB|PRS|SFO//conj//5 .//MID//punct//1
8 Premiepensionssystemets basalternativ ;Basalternativet//NN|NEU|SIN|DEF|NOM//obj//1 skall//VB|PRS|AKT//aux//24 alltså//AB//advmod//24 räknas//VB|INF|SFO//conj//1 som//KN//case//26 en//RG|UTR|SIN|IND|NOM//obl//24 av//PP//case//30 fem//RG|NOM//nummod//30 möjliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 fonder//NN|UTR|PLU|IND|NOM//nmod//26 i//PP//case//34 en//DT|UTR|SIN|IND//det//34 pensionssparares//NN|UTR|SIN|IND|GEN//amod//34 fondportfölj//NN|UTR|SIN|IND|NOM//nmod//30 (//PAD//punct//42 även//AB//mark//42 om//SN//fixed//36 de//DT|UTR/NEU|PLU|DEF//det//40 underliggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//40 tillgångsslagsfonderna//NN|UTR|PLU|DEF|NOM//nsubj//42 är//VB|PRS|AKT//cop//42 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//acl:relcl//26 )//PAD//punct//42 .//MAD//punct//1
8 Premiepensionssystemets basalternativ ;De//DT|UTR/NEU|PLU|DEF//det//47 underliggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//47 tillgångsslagsfonderna//NN|UTR|PLU|DEF|NOM//nsubj//52 bör//VB|PRS|AKT//aux//52 däremot//AB//advmod//52 inte//AB//advmod//52 vara//VB|INF|AKT//cop//52 valbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//1 .//MAD//punct//1
8 Premiepensionssystemets basalternativ ;Premievalsfonden//NN|UTR|SIN|DEF|NOM//ROOT//0
8 Premiepensionssystemets basalternativ ;Premievalsfonden//NN|UTR|SIN|DEF|NOM//nsubj:pass//2 har//VB|PRS|AKT//aux//2 införts//VB|SUP|SFO//ROOT//2 för//PP//case//5 de//DT|UTR/NEU|PLU|DEF//det//5 pensionssparare//NN|UTR|PLU|IND|NOM//obl//2 som//HP|-|-|-//nsubj//8 vill//VB|PRS|AKT//aux//8 göra//VB|INF|AKT//acl:relcl//5 ett//DT|NEU|SIN|IND//det//11 aktivt//JJ|POS|NEU|SIN|IND|NOM//amod//11 val//NN|NEU|SIN|IND|NOM//obj//8 men//KN//cc//20 som//HP|-|-|-//nsubj//20 av//PP//case//18 en//RG|UTR|SIN|IND|NOM//det//18 eller//KN//cc//17 annan//JJ|POS|UTR|SIN|IND|NOM//conj//15 anledning//NN|UTR|SIN|IND|NOM//obl//20 vill//VB|PRS|AKT//aux//20 ha//VB|INF|AKT//conj//2 staten//NN|UTR|SIN|DEF|NOM//obj//20 som//KN//mark//23 förvaltare//NN|UTR|SIN|IND|NOM//xcomp//20 .//MID//punct//2
8 Premiepensionssystemets basalternativ ;Detta//DT|NEU|SIN|DEF//det//26 behov//NN|NEU|SIN|IND|NOM//nsubj:pass//27 bortfaller//VB|PRS|AKT//parataxis//2 om//SN//mark//30 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//30 införs//VB|PRS|SFO//advcl//27 ett//DT|NEU|SIN|IND//det//32 basalternativ//NN|NEU|SIN|IND|NOM//nsubj:pass//30 med//PP//case//35 en//DT|UTR|SIN|IND//det//35 generationsfondsprofil//NN|UTR|SIN|IND|NOM//obl//30 som//HP|-|-|-//nsubj//38 är//VB|PRS|AKT//cop//38 öppen//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//35 för//PP//case//41 aktiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 val//NN|NEU|PLU|IND|NOM//obl//38 .//MAD//punct//2
8 Premiepensionssystemets basalternativ ;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//44 föreslår//VB|PRS|AKT//parataxis//2 därför//AB//mark//48 att//SN//fixed//45 Premievalsfonden//NN|UTR|SIN|DEF|NOM//nsubj//48 avskaffas//VB|PRS|SFO//advcl//44 .//MAD//punct//2
8 Premiepensionssystemets basalternativ ;Ett//DT|NEU|SIN|IND//det//1 alternativ//NN|NEU|SIN|IND|NOM//nsubj//4 skulle//VB|PRT|AKT//aux//4 kunna//VB|INF|AKT//aux//4 vara//VB|INF|AKT//ROOT//4 att//IE//mark//6 slå//VB|INF|AKT//ccomp//4 samman//PL//compound:prt//6 Premievalsfonden//NN|UTR|SIN|DEF|NOM//obj//6 med//PP//case//11 systemets//NN|NEU|SIN|DEF|GEN//nmod:poss//11 basalternativ//NN|NEU|SIN|IND|NOM//obl//6 .//MAD//punct//4
8 Premiepensionssystemets basalternativ ;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//14 förordar//VB|PRS|AKT//parataxis//4 emellertid//AB//advmod//14 inte//AB//advmod//14 detta//DT|NEU|SIN|DEF//det//18 alternativ//NN|NEU|SIN|IND|NOM//obj//14 eftersom//SN//mark//22 Premievalsfonden//NN|UTR|SIN|DEF|NOM//nsubj//22 är//VB|PRS|AKT//cop//22 klassificerad//PC|PRF|UTR|SIN|IND|NOM//advcl//14 som//KN//case//25 en//DT|UTR|SIN|IND//det//25 globalfond//NN|UTR|SIN|IND|NOM//obl//22 i//PP//case//27 PPM//PM|NOM//nmod//25 ://MID//punct//27 s//JJ|AN//nummod//30 fondutbud//NN|NEU|SIN|IND|NOM//nsubj//36 och//KN//cc//33 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 sparare//NN|UTR|PLU|IND|NOM//conj//30 kan//VB|PRS|AKT//aux//36 ha//VB|INF|AKT//aux//36 valt//VB|SUP|AKT//conj//14 fonden//NN|UTR|SIN|DEF|NOM//obj//36 som//KN//case//40 en//DT|UTR|SIN|IND//det//40 del//NN|UTR|SIN|IND|NOM//xcomp//36 av//PP//case//43 en//DT|UTR|SIN|IND//det//43 fondportfölj//NN|UTR|SIN|IND|NOM//nmod//40 där//HA//advmod//45 fonder//NN|UTR|PLU|IND|NOM//nsubj//49 med//PP//case//48 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 tillgångsslag//NN|NEU|PLU|IND|NOM//nmod//45 ingår//VB|PRS|AKT//conj//14 .//MAD//punct//14
8 Premiepensionssystemets basalternativ ;Att//IE//mark//55 för//PP//case//54 dessa//DT|UTR/NEU|PLU|DEF//det//54 individer//NN|UTR|PLU|IND|NOM//obl//55 ersätta//VB|INF|AKT//csubj//61 en//DT|UTR|SIN|IND//det//57 globalfondsexponering//NN|UTR|SIN|IND|NOM//obj//55 med//PP//case//60 en//DT|UTR|SIN|IND//det//60 generationsfondsprofil//NN|UTR|SIN|IND|NOM//nmod//57 vore//VB|KON|PRT|AKT//ccomp//14 enligt//PP//case//63 utredningen//NN|UTR|SIN|DEF|NOM//obl//14 inte//AB//advmod//14 någon//DT|UTR|SIN|IND//det//67 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//67 lösning//NN|UTR|SIN|IND|NOM//obj//14 eftersom//SN//mark//73 dessa//DT|UTR/NEU|PLU|DEF//det//70 individer//NN|UTR|PLU|IND|NOM//nsubj//73 skulle//VB|PRT|AKT//aux//73 kunna//VB|INF|AKT//aux//73 få//VB|INF|AKT//advcl//14 en//DT|UTR|SIN|IND//det//76 annan//JJ|POS|UTR|SIN|IND|NOM//amod//76 exponering//NN|UTR|SIN|IND|NOM//obj//73 än//KN//mark//80 som//HP|-|-|-//nsubj//80 var//VB|PRT|AKT//cop//80 avsikten//NN|UTR|SIN|DEF|NOM//acl//76 i//PP//case//84 det//DT|NEU|SIN|DEF//det//84 ursprungliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//84 valet//NN|NEU|SIN|DEF|NOM//nmod//80 .//MAD//punct//14
8 Premiepensionssystemets basalternativ ;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//87 föreslår//VB|PRS|AKT//conj//14 därför//AB//mark//91 att//SN//fixed//88 PPM//PM|NOM//nsubj//91 överför//VB|PRS|AKT//advcl//87 medlen//NN|NEU|PLU|DEF|NOM//obj//91 i//PP//case//94 Premievalsfonden//NN|UTR|SIN|DEF|NOM//obl//91 till//PP//case//97 de//DT|UTR/NEU|PLU|DEF//det//97 fonder//NN|UTR|PLU|IND|NOM//obl//91 som//HP|-|-|-//mark//100 Sjunde//RO|NOM//amod//100 AP-fonden//NN|UTR|SIN|DEF|NOM//nmod//97 ,//MID//punct//102 beaktat//VB|SUP|AKT//conj//14 ovanstående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//104 resonemang//NN|NEU|SIN|IND|NOM//obj//102 ,//MID//punct//106 anser//VB|PRS|AKT//conj//14 lämpliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//106 och//KN//cc//111 efter//PP//case//111 en//DT|UTR|SIN|IND//det//111 fördelning//NN|UTR|SIN|IND|NOM//conj//14 som//HP|-|-|-//obj//115 Sjunde//RO|NOM//amod//114 AP-fonden//NN|UTR|SIN|DEF|NOM//nsubj//115 bestämt//AB//acl:relcl//111 .//MAD//punct//14
8 Premiepensionssystemets basalternativ ;Förvaltningen//NN|UTR|SIN|DEF|NOM//ROOT//0 av//PP//case//2 PPM//PM|NOM//nmod//0 ://MID//punct//2 s//NN|AN//nummod//6 traditionella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 livförsäkring//NN|UTR|SIN|IND|NOM//appos//2
8 Premiepensionssystemets basalternativ ;Tidigast//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//advmod//12 i//PP//advmod//0 samband//NN|NEU|SIN|IND|NOM//fixed//1 med//PP//mark//7 att//SN//mark//7 en//DT|UTR|SIN|IND//det//6 pensionssparare//NN|UTR|SIN|IND|NOM//nsubj//7 börjar//VB|PRS|AKT//fixed//1 ta//VB|INF|AKT//xcomp//7 ut//PL//compound:prt//8 premiepension//NN|UTR|SIN|IND|NOM//obj//8 ,//MID//punct//12 finns//VB|PRS|SFO//advcl//57 en//DT|UTR|SIN|IND//det//14 möjlighet//NN|UTR|SIN|IND|NOM//nsubj//12 för//PP//case//16 pensionsspararen//NN|UTR|SIN|DEF|NOM//nmod//14 att//IE//mark//18 övergå//VB|INF|AKT//acl//14 från//PP//case//20 fondförsäkring//NN|UTR|SIN|IND|NOM//obl//18 till//PP//case//22 livränta//NN|UTR|SIN|IND|NOM//nmod//20 .//MAD//punct//12
8 Premiepensionssystemets basalternativ ;Den//DT|UTR|SIN|DEF//det//26 finansiella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//26 risken//NN|UTR|SIN|DEF|NOM//nsubj//36 för//PP//case//29 de//DT|UTR/NEU|PLU|DEF//det//29 tillgångar//NN|UTR|PLU|IND|NOM//nmod//26 som//HP|-|-|-//nsubj//31 motsvarar//VB|PRS|AKT//acl:relcl//29 tillgodohavandet//NN|NEU|SIN|DEF|NOM//obj//31 på//PP//case//35 pensionsspararens//NN|UTR|SIN|DEF|GEN//nmod:poss//35 premiepensionskonto//NN|NEU|SIN|IND|NOM//nmod//32 övergår//VB|PRS|AKT//parataxis//12 då//AB//advmod//36 på//PP//case//39 PPM//PM|NOM//obl//36 .//MAD//punct//12
8 Premiepensionssystemets basalternativ ;Myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//42 förvaltar//VB|PRS|AKT//parataxis//12 således//AB//advmod//42 en//DT|UTR|SIN|IND//det//46 traditionell//JJ|POS|UTR|SIN|IND|NOM//amod//46 livförsäkringsportfölj//NN|UTR|SIN|IND|NOM//obj//42 ,//MID//punct//42 se//VB|IMP|AKT//conj//42 vidare//AB|KOM//advmod//48 kapitel//NN|NEU|SIN|IND|NOM//nmod//51 12//RG|NOM//obl//48 .//MID//punct//42
