6 Vinst i vården och vården som marknad? ;I//PP//case//1 målen//NN|NEU|PLU|DEF|NOM//obl//8 för//PP//case//3 hälso-//NN|UTR|-|-|SMS//nmod//1 och//KN//cc//5 sjukvården//NN|UTR|SIN|DEF|NOM//conj//3 i//PP//case//7 Sverige//PM|NOM//nmod//5 anges//VB|PRS|SFO//ROOT//8 att//SN//mark//12 vården//NN|UTR|SIN|DEF|NOM//nsubj:pass//12 skall//VB|PRS|AKT//aux//12 ges//VB|INF|SFO//ccomp//8 efter//PP//case//14 behov//NN|NEU|SIN|IND|NOM//obl//12 –//PAD//punct//8 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//22 med//PP//case//20 de//DT|UTR/NEU|PLU|DEF//det//20 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//20 behoven//NN|NEU|PLU|DEF|NOM//nmod//16 skall//VB|PRS|AKT//aux//22 ha//VB|INF|AKT//parataxis//8 vård//NN|UTR|SIN|IND|NOM//obj//22 först//AB//advmod//22 .//MAD//punct//22
6.5 Forskning och utbildning;Mest//AB|SUV//advmod//35 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//appos//2 och//KN//cc//37 tydligt//JJ|POS|NEU|SIN|IND|NOM//conj//35 är//VB|PRS|AKT//cop//35 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//35 vid//PP//case//41 universitetssjukhusen//NN|NEU|PLU|DEF|NOM//obl//35 .//MAD//punct//2
6.5 Forskning och utbildning;Den//DT|UTR|SIN|DEF//det//2 integrerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//2 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj//7 är//VB|PRS|AKT//cop//7 till//PP//case//6 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 delar//NN|UTR|PLU|IND|NOM//obl//7 av//PP//ROOT//7 godo//NN|-|-|-|-//fixed//7 för//PP//case//10 utvecklingen//NN|UTR|SIN|DEF|NOM//obl//7 men//KN//cc//14 kan//VB|PRS|AKT//aux//14 samtidigt//AB//advmod//14 medföra//VB|INF|AKT//conj//7 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 kostnader//NN|UTR|PLU|IND|NOM//obj//14 för//PP//case//18 vården//NN|UTR|SIN|DEF|NOM//obl//14 vid//PP//case//20 jämförelse//NN|UTR|SIN|IND|NOM//nmod//18 med//PP//case//22 enheter//NN|UTR|PLU|IND|NOM//nmod//20 som//HP|-|-|-//nsubj//25 mer//AB|KOM//advmod//25 odelat//JJ|POS|NEU|SIN|IND|NOM//acl:relcl//20 kan//VB|PRS|AKT//aux//27 koncentrera//VB|INF|AKT//xcomp//14 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//27 på//PP//mark//32 att//IE//mark//32 endast//AB//advmod//32 tillhandahålla//VB|INF|AKT//advcl//27 sjukvård//NN|UTR|SIN|IND|NOM//obj//32 .//MAD//punct//7
6.5 Forskning och utbildning;De//DT|UTR/NEU|PLU|DEF//det//1 delar//NN|UTR|PLU|IND|NOM//nsubj//10 inom//PP//case//3 sjukvården//NN|UTR|SIN|DEF|NOM//nmod//1 som//HP|-|-|-//nsubj//8 inte//AB//advmod//8 är//VB|PRS|AKT//cop//8 tydligt//AB|POS//advmod//8 prissatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//1 eller//KN//cc//10 kostnadsdefinierade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//13 måste//VB|PRS|AKT//aux//13 därför//AB//advmod//13 definieras//VB|INF|SFO//ROOT//13 –//RG|NOM//punct//16 exempelvis//AB//advmod//16 verksamhetsutveckling//NN|UTR|SIN|IND|NOM//obl:agent//13 ,//MID//punct//18 forskning//NN|UTR|SIN|IND|NOM//conj//16 och//KN//cc//20 utbildning//NN|UTR|SIN|IND|NOM//conj//16 .//MAD//punct//13
6.5 Forskning och utbildning;Universitetssjukhusen//NN|UTR|SIN|DEF|NOM//nsubj//2 ska//VB|PRS|AKT//aux//2 agera//VB|INF|AKT//ROOT//2 brygga//NN|UTR|SIN|IND|NOM//xcomp//2 mellan//PP//case//5 grundforskning//NN|UTR|SIN|IND|NOM//obl//3 och//KN//cc//9 den//DT|UTR|SIN|DEF//nsubj//9 praktiskt//AB|POS//advmod//9 tillämpade//PC|PRF|UTR/NEU|SIN|DEF|NOM//conj//3 vården//NN|UTR|SIN|DEF|NOM//obj//9 och//KN//cc//12 bidra//VB|INF|AKT//conj//3 till//PP//mark//15 att//IE//mark//15 introducera//VB|INF|AKT//advcl//12 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 metoder//NN|UTR|PLU|IND|NOM//obj//15 under//PP//case//20 kontrollerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//20 former//NN|UTR|PLU|IND|NOM//obl//15 .//MAD//punct//2
6.5 Forskning och utbildning;I//PP//case//3 en//DT|UTR|SIN|IND//det//3 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//3 bilaga//NN|UTR|SIN|IND|NOM//obl//6 till//PP//case//5 utredningen//NN|UTR|SIN|DEF|NOM//nmod//3 diskuteras//VB|PRS|SFO//ROOT//6 specifika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 problem//NN|NEU|PLU|IND|NOM//nsubj:pass//6 och//KN//cc//10 frågeställningar//NN|UTR|PLU|IND|NOM//conj//8 som//HP|-|-|-//nsubj//12 uppstår//VB|PRS|AKT//acl:relcl//10 när//HA//mark//17 en//DT|UTR|SIN|IND//det//16 forskningsinriktad//PC|PRF|UTR|SIN|IND|NOM//amod//16 verksamheter//NN|UTR|PLU|IND|NOM//nsubj:pass//17 utsätts//VB|PRS|SFO//advcl//12 för//PP//case//19 konkurrens//NN|UTR|SIN|IND|NOM//obl//17 från//PP//case//22 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 vårdgivare//NN|UTR|PLU|IND|NOM//nmod//19 .//MAD//punct//6
6.5 Forskning och utbildning;Där//AB//advmod//25 konstateras//VB|PRS|SFO//parataxis//6 ://MAD//punct//6
6.5 Forskning och utbildning;Förutsättningarna//NN|UTR|PLU|DEF|NOM//nsubj//6 för//PP//case//4 klinisk//JJ|POS|UTR|SIN|IND|NOM//amod//4 patientnära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//4 FoU//NN|AN//nmod//0 är//VB|PRS|AKT//cop//6 unika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ROOT//6 i//PP//case//8 Sverige//PM|NOM//obl//6 .//MAD//punct//6
6.5 Forskning och utbildning;Kvaliteten//NN|UTR|SIN|DEF|NOM//nsubj//17 på//PP//case//13 denna//DT|UTR|SIN|DEF//det//13 forskning//NN|UTR|SIN|IND|NOM//nmod//10 är//VB|PRS|AKT//cop//17 fortsatt//PC|PRF|UTR|SIN|IND|NOM//cop//17 internationellt//AB|POS//advmod//17 hög//JJ|POS|UTR|SIN|IND|NOM//parataxis//6 ,//MID//punct//22 men//KN//cc//22 Sverige//PM|NOM//nsubj//22 har//VB|PRS|AKT//aux//22 tappat//VB|SUP|AKT//conj//17 under//PP//case//26 det//DT|NEU|SIN|DEF//det//26 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//26 decenniet//NN|NEU|SIN|DEF|NOM//obl//22 .//MAD//punct//17
6.5 Forskning och utbildning;Konkurrensutsättning//NN|UTR|SIN|IND|NOM//nsubj//1 sätter//VB|PRS|AKT//ROOT//1 kostnadspress//NN|UTR|SIN|IND|NOM//obj//1 på//PP//case//4 sjukvården//NN|UTR|SIN|DEF|NOM//obl//1 vilket//HP|NEU|SIN|IND//nsubj//10 kan//VB|PRS|AKT//aux//10 kan//VB|PRS|AKT//aux//10 komma//VB|INF|AKT//aux//10 att//IE//mark//10 hota//VB|INF|AKT//advcl//1 patientnära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obj//10 FoU.//KN|AN//punct//1 Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//12 beskrivs//VB|PRS|SFO//conj//1 också//AB//advmod//14 som//KN//case//19 ett//DT|NEU|SIN|IND//det//19 globalt//JJ|POS|NEU|SIN|IND|NOM//amod//19 problem//NN|NEU|SIN|IND|NOM//obl//14 .//MAD//punct//1
6.5 Forskning och utbildning;Staten//NN|UTR|SIN|DEF|NOM//nsubj//3 och//KN//cc//2 sjukvårdshuvudmännen//NN|UTR|SIN|DEF|NOM//conj//0 har//VB|PRS|AKT//ROOT//3 ett//DT|NEU|SIN|IND//det//6 gemensamt//JJ|POS|NEU|SIN|IND|NOM//amod//6 ansvar//NN|NEU|SIN|IND|NOM//obj//3 för//PP//mark//9 att//IE//mark//9 medverka//VB|INF|AKT//acl//6 vid//PP//case//11 finansiering//NN|UTR|SIN|IND|NOM//obl//9 ,//MID//punct//13 planering//NN|UTR|SIN|IND|NOM//conj//11 och//KN//cc//15 genomförande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//11 av//PP//case//18 kliniskt//JJ|POS|NEU|SIN|IND|NOM//amod//18 forskningsarbete//NN|NEU|SIN|IND|NOM//nmod//15 på//PP//case//20 hälso-//NN|UTR|-|-|SMS//nmod:poss//23 och//KN//cc//22 sjukvårdens//NN|UTR|SIN|DEF|GEN//conj//20 område//NN|NEU|SIN|IND|NOM//obl//9 .//MAD//punct//3
6.5 Forskning och utbildning;Detta//DT|NEU|SIN|DEF//det//26 förtydligande//NN|NEU|SIN|IND|NOM//nsubj:pass//30 av//PP//case//29 sjukvårdshuvudmännens//NN|UTR|SIN|DEF|GEN//nmod:poss//29 ansvar//NN|NEU|SIN|IND|NOM//nmod//26 infördes//VB|PRT|SFO//parataxis//3 i//PP//case//32 hälso-//NN|UTR|-|-|SMS//obl//30 och//KN//cc//34 sjukvårdslagen//NN|UTR|SIN|DEF|NOM//conj//32 (//PAD//punct//32 §//NN|AN//case//38 26//RG|NOM//nummod//38 b//NN|NEU|SIN|IND|NOM//appos//32 )//PAD//punct//30 och//KN//cc//41 tillkom//VB|PRT|AKT//conj//30 på//PP//case//43 förslag//NN|NEU|SIN|IND|NOM//obl//41 av//PP//case//45 Kommittén//NN|UTR|SIN|DEF|NOM//nmod//43 för//PP//case//47 hälso-//NN|UTR|-|-|SMS//nmod//43 och//KN//cc//49 sjukvårdens//NN|UTR|SIN|DEF|GEN//nmod:poss//50 finansiering//NN|UTR|SIN|IND|NOM//conj//47 och//KN//cc//52 organisation//NN|UTR|SIN|IND|NOM//conj//50 inom//PP//case//56 ramen//NN|UTR|SIN|DEF|NOM//fixed//53 för//PP//fixed//53 HSU//PM|NOM//nmod//57 2000//RG|NOM//conj//47 (//PAD//punct//43 SOU//PM|NOM//nmod//60 1994:132//RG|NOM//appos//43 )//PAD//punct//60 .//MAD//punct//3
6.5 Forskning och utbildning;Från//PP//case//1 monopol//NN|NEU|SIN|IND|NOM//ROOT//1 till//PP//case//3 mångfald//NN|UTR|SIN|IND|NOM//nmod//1
6.5 Forskning och utbildning;Övergången//NN|UTR|SIN|DEF|NOM//nsubj//11 från//PP//case//3 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 monopol//NN|NEU|PLU|IND|NOM//nmod//0 till//PP//case//7 mer//AB|KOM//advmod//6 marknadslika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 system//NN|NEU|PLU|IND|NOM//nmod//0 med//PP//case//10 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//10 aktörer//NN|UTR|PLU|IND|NOM//nmod//7 skapar//VB|PRS|AKT//ROOT//11 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 möjligheter//NN|UTR|PLU|IND|NOM//obj//11 och//KN//cc//15 problem//NN|NEU|PLU|IND|NOM//conj//13 .//MAD//punct//11
6.5 Forskning och utbildning;I//PP//case//21 mer//AB|KOM//advmod//20 än//KN//fixed//18 hundra//RG|NOM//nummod//21 år//NN|NEU|PLU|IND|NOM//nmod//27 var//VB|PRT|AKT//cop//27 t.ex.//AB|AN//advmod//25 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//25 Järnvägar//NN|UTR|PLU|IND|NOM//nsubj//27 de//DT|UTR/NEU|PLU|DEF//det//27 enda//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//11 i//PP//case//29 landet//NN|NEU|SIN|DEF|NOM//nmod//27 som//HP|-|-|-//nsubj//31 drev//VB|PRT|AKT//acl:relcl//29 järnvägsverksamhet//NN|UTR|SIN|IND|NOM//obj//31 och//KN//cc//35 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//35 föll//VB|PRT|AKT//conj//31 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//35 därför//AB//advmod//35 högst//AB|POS//advmod//39 naturligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//35 att//SN//mark//42 SJ//PM|NOM//nsubj//42 tog//VB|PRT|AKT//acl//39 ett//DT|NEU|SIN|IND//det//45 eget//JJ|POS|NEU|SIN|IND/DEF|NOM//amod//45 ansvar//NN|NEU|SIN|IND|NOM//obj//42 för//PP//case//48 t.ex.//AB|AN//advmod//48 utbildningen//NN|UTR|SIN|DEF|NOM//obl//42 av//PP//case//50 lokförare//NN|UTR|PLU|IND|NOM//nmod//48 .//MAD//punct//11
6.5 Forskning och utbildning;Nu//AB//advmod//53 körs//VB|PRS|SFO//parataxis//11 loken//NN|NEU|PLU|DEF|NOM//nsubj:pass//53 av//PP//case//56 SJ//PM|NOM//nmod//54 ,//MID//punct//58 Tågkompaniet//PM|NOM//conj//56 ,//MID//punct//60 BK-tåg//NN|NEU|SIN|IND|NOM//conj//56 och//KN//cc//66 ett//DT|NEU|SIN|IND//det//64 stort//JJ|POS|NEU|SIN|IND|NOM//amod//64 antal//NN|NEU|SIN|IND|NOM//nmod//66 regionala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 trafikföretag//NN|NEU|PLU|IND|NOM//conj//56 som//HP|-|-|-//obj//69 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//69 behöver//VB|PRS|AKT//acl:relcl//66 lokförare//NN|UTR|PLU|IND|NOM//obj//69 .//MAD//punct//53
6.5 Forskning och utbildning;SJ//PM|NOM//parataxis//53 har//VB|PRS|AKT//conj//11 då//AB//advmod//73 inte//AB//advmod//77 samma//DT|UTR/NEU|SIN/PLU|IND//det//77 intresse//NN|NEU|SIN|IND|NOM//obj//73 att//IE//mark//79 bekosta//VB|INF|AKT//acl//77 utbildningen//NN|UTR|SIN|DEF|NOM//obj//79 .//MAD//punct//11
6.5 Forskning och utbildning;Därför//AB//advmod//16 kan//VB|PRS|AKT//aux//16 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//3 frågor//NN|UTR|PLU|IND|NOM//nsubj:pass//16 om//PP//mark//6 hur//HA//advmod//6 ansvar//NN|NEU|SIN|IND|NOM//nsubj:pass//16 för//PP//case//8 utbildning//NN|UTR|SIN|IND|NOM//nmod//6 ,//MID//punct//10 långsiktig//JJ|POS|UTR|SIN|IND|NOM//amod//11 personalförsörjning//NN|UTR|SIN|IND|NOM//conj//8 ,//MID//punct//13 utvecklingsarbete//NN|NEU|SIN|IND|NOM//conj//11 och//KN//cc//15 forskning//NN|UTR|SIN|IND|NOM//conj//11 ställas//VB|INF|SFO//ROOT//16 även//AB//advmod//16 för//PP//case//19 hälso-//NN|UTR|-|-|SMS//obl//16 och//KN//cc//21 sjukvården//NN|UTR|SIN|DEF|NOM//conj//19 när//HA//advmod//25 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//24 vårdgivare//NN|UTR|PLU|IND|NOM//nsubj:pass//25 engageras//VB|PRS|SFO//advcl//16 i//PP//case//27 verksamheten//NN|UTR|SIN|DEF|NOM//obl//25 och//KN//cc//32 i//PP//advmod//32 synnerhet//NN|UTR|SIN|IND|NOM//fixed//29 om//PP//case//32 relationen//NN|UTR|SIN|DEF|NOM//nsubj//35 dem//PN|UTR/NEU|PLU|DEF|OBJ//nmod//32 emellan//PP//advmod//32 bygger//VB|PRS|AKT//advcl//25 på//PP//case//37 konkurrens//NN|UTR|SIN|IND|NOM//obl//35 .//MAD//punct//16
6.5 Forskning och utbildning;Ersättningssystemen//NN|NEU|PLU|DEF|NOM//ROOT//0 m.m.//AB|AN//conj//0
6.5 Forskning och utbildning;Staten//NN|UTR|SIN|DEF|NOM//nsubj//1 finansierar//VB|PRS|AKT//ROOT//1 klinisk//JJ|POS|UTR|SIN|IND|NOM//amod//3 forskning//NN|UTR|SIN|IND|NOM//obj//1 och//KN//cc//5 utbildning//NN|UTR|SIN|IND|NOM//conj//3 inom//PP//case//8 landstingens//NN|NEU|PLU|DEF|GEN//nmod:poss//8 organisation//NN|UTR|SIN|IND|NOM//nmod//5 .//MAD//punct//1
6.5 Forskning och utbildning;Gråzonsutredningen//NN|UTR|SIN|DEF|NOM//nsubj//11 försökte//VB|PRT|AKT//parataxis//1 att//IE//mark//13 definiera//VB|INF|AKT//xcomp//11 gråzonen//NN|UTR|SIN|DEF|NOM//obj//13 mellan//PP//case//17 klinisk//JJ|POS|UTR|SIN|IND|NOM//amod//17 forskning//NN|UTR|SIN|IND|NOM//nmod//14 och//KN//cc//19 sjukvård//NN|UTR|SIN|IND|NOM//conj//17 på//PP//case//21 universitetssjukhus//NN|NEU|PLU|IND|NOM//nmod//19 (//PAD//punct//11 Universitetssjukhusens//NN|UTR|SIN|DEF|GEN//nmod:poss//24 roll//NN|UTR|SIN|IND|NOM//parataxis//11 och//KN//cc//26 ställning//NN|UTR|SIN|IND|NOM//conj//24 ,//MID//punct//28 Rapport//NN|UTR|SIN|IND|NOM//conj//24 från//PP//case//30 Gråzonsgruppen//NN|UTR|SIN|DEF|NOM//nmod//28 ,//MID//punct//28 1994//RG|NOM//nummod//28 )//PAD//punct//11 .//MAD//punct//1
6.5 Forskning och utbildning;Några//DT|UTR/NEU|PLU|IND//det//1 faktorer//NN|UTR|PLU|IND|NOM//nsubj:pass//8 av//PP//case//4 vital//JJ|POS|UTR|SIN|IND|NOM//amod//4 betydelse//NN|UTR|SIN|IND|NOM//nmod//1 för//PP//case//7 sjukvårdens//NN|UTR|SIN|DEF|GEN//nmod:poss//7 FoU//NN|AN//nmod//4 redovisades//VB|PRT|SFO//ROOT//8 .//MAD//punct//8
6.5 Forskning och utbildning;Krav//NN|NEU|PLU|IND|NOM//parataxis//8 på//PP//case//12 tydliggörande//NN|NEU|SIN|IND|NOM//nmod//10 av//PP//case//14 kostnadsfördelningen//NN|UTR|SIN|DEF|NOM//nmod//12 inom//PP//case//17 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//17 sjukvård//NN|UTR|SIN|IND|NOM//nmod//12 i//PP//case//19 kombination//NN|UTR|SIN|IND|NOM//nmod//17 med//PP//case//22 krympta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//22 resurser//NN|UTR|PLU|IND|NOM//nmod//19 har//VB|PRS|AKT//aux//25 oavsiktligt//AB|POS//advmod//25 minskat//VB|SUP|AKT//conj//8 resurserna//NN|UTR|PLU|DEF|NOM//obj//25 för//PP//case//28 FoU//NN|AN//obl//25 i//PP//case//30 storleksordningen//NN|UTR|SIN|DEF|NOM//nmod//28 1,5//RG|NOM//nummod//32 miljarder//NN|UTR|PLU|IND|NOM//nmod//33 kronor//NN|UTR|PLU|IND|NOM//nmod//28 .//MAD//punct//8
6.5 Forskning och utbildning;Kunskaperna//NN|UTR|PLU|DEF|NOM//nsubj//40 om//PP//case//38 sjukvårdens//NN|UTR|SIN|DEF|GEN//nmod:poss//38 FoU//NN|AN//nmod//35 är//VB|PRS|AKT//cop//40 bristfällig//JJ|POS|UTR|SIN|IND|NOM//parataxis//8 .//MAD//punct//8
6.5 Forskning och utbildning;Ledarskapet//NN|NEU|SIN|DEF|NOM//nsubj//43 har//VB|PRS|AKT//parataxis//8 stor//JJ|POS|UTR|SIN|IND|NOM//amod//45 betydelse//NN|UTR|SIN|IND|NOM//obj//43 för//PP//case//47 integreringen//NN|UTR|SIN|DEF|NOM//obl//43 av//PP//case//50 universitetssjukhusens//NN|UTR|SIN|DEF|GEN//nmod:poss//50 verksamheter//NN|UTR|PLU|IND|NOM//nmod//47 .//MAD//punct//8
6.5 Forskning och utbildning;Universitetssjukhusen//NN|UTR|SIN|DEF|NOM//nsubj//55 har//VB|PRS|AKT//aux//55 inte//AB//advmod//55 lyckats//VB|SUP|SFO//parataxis//8 förklara//VB|INF|AKT//xcomp//55 sin//PS|UTR|SIN|DEF//nmod:poss//58 roll//NN|UTR|SIN|IND|NOM//obj//56 inom//PP//case//61 högspecialiserad//PC|PRF|UTR|SIN|IND|NOM//amod//61 vård//NN|UTR|SIN|IND|NOM//obl//56 och//KN//cc//63 FoU//NN|AN//conj//61 för//PP//case//66 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 delar//NN|UTR|PLU|IND|NOM//nmod//63 av//PP//case//68 landet//NN|NEU|SIN|DEF|NOM//nmod//66 .//MAD//punct//55
6.5 Forskning och utbildning;Ansvarsfördelningen//NN|UTR|SIN|DEF|NOM//nsubj//78 mellan//PP//case//72 sjukvård//NN|UTR|SIN|IND|NOM//nmod//70 och//KN//cc//74 FoU//NN|AN//conj//72 på//PP//case//76 universitetssjukhusen//NN|NEU|PLU|DEF|NOM//nmod//74 är//VB|PRS|AKT//cop//78 otydlig//JJ|POS|UTR|SIN|IND|NOM//parataxis//55 .//MAD//punct//8
6.5 Forskning och utbildning;Universitetssjukhusens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 uppdrag//NN|NEU|SIN|IND|NOM//ROOT//1
6.5 Forskning och utbildning;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj:pass//2 måste//VB|PRS|AKT//aux//2 definieras//VB|INF|SFO//ROOT//2 och//KN//cc//4 förtydligas//VB|INF|SFO//conj//2 .//MID//punct//2
6.5 Forskning och utbildning;Alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//8 är//VB|PRS|AKT//cop//8 ense//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//2 om//PP//mark//26 att//SN//mark//14 den//DT|UTR|SIN|DEF//det//13 medicinska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//13 forskningen//NN|UTR|SIN|DEF|NOM//nsubj//14 ska//VB|PRS|AKT//aux//26 –//RG|NOM//punct//26 i//PP//case//18 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 utsträckning//NN|UTR|SIN|IND|NOM//obl//26 än//KN//mark//24 vad//HP|NEU|SIN|IND//dislocated//24 som//HP|-|-|-//nsubj//24 idag//AB//advmod//24 är//VB|PRS|AKT//cop//24 fallet//NN|NEU|SIN|DEF|NOM//acl//18 –//RG|NOM//punct//26 famna//VB|INF|AKT//ccomp//8 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//28 vårdkedjan//NN|UTR|SIN|DEF|NOM//obj//26 .//MAD//punct//8
6.5 Forskning och utbildning;Forskning//NN|UTR|SIN|IND|NOM//nsubj:pass//34 måste//VB|PRS|AKT//aux//34 därför//AB//advmod//34 även//AB//advmod//34 bedrivas//VB|INF|SFO//parataxis//8 utanför//PP//case//36 sjukhusen//NN|NEU|PLU|DEF|NOM//obl//34 .//MAD//punct//8
6.5 Forskning och utbildning;Universitetssjukhus//NN|NEU|PLU|IND|NOM//nsubj//4 behöver//VB|PRS|AKT//aux//4 inte//AB//advmod//4 vara//VB|INF|AKT//cop//4 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ROOT//4 i//PP//case//7 den//DT|UTR|SIN|DEF//det//7 meningen//NN|UTR|SIN|DEF|NOM//obl//4 att//SN//mark//11 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//11 ska//VB|PRS|AKT//aux//11 bedriva//VB|INF|AKT//acl//7 en//DT|UTR|SIN|IND//det//14 stor//JJ|POS|UTR|SIN|IND|NOM//amod//14 andel//NN|UTR|SIN|IND|NOM//obj//11 basal//JJ|POS|UTR|SIN|IND|NOM//amod//16 sjukvård//NN|UTR|SIN|IND|NOM//obj//11 .//MAD//punct//4
6.5 Forskning och utbildning;Ändå//AB//advmod//20 är//VB|PRS|AKT//cop//20 har//VB|PRS|AKT//parataxis//4 de//PN|UTR/NEU|PLU|DEF|SUB//det//25 tveklöst//AB|POS//fixed//21 en//DT|UTR|SIN|IND//det//25 avgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 roll//NN|UTR|SIN|IND|NOM//obj//20 för//PP//case//30 den//DT|UTR|SIN|DEF//det//29 medicinska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//29 forskningens//NN|UTR|SIN|DEF|GEN//nmod:poss//30 utveckling//NN|UTR|SIN|IND|NOM//nmod//25 och//KN//cc//32 kvalitet//NN|UTR|SIN|IND|NOM//conj//30 genom//PP//mark//36 att//IE//mark//36 vara//VB|INF|AKT//cop//36 forskningsinriktade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//20 ,//MID//punct//38 högspecialiserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//36 med//PP//case//41 stor//JJ|POS|UTR|SIN|IND|NOM//amod//41 utredningskapacitet//NN|UTR|SIN|IND|NOM//obl//38 och//KN//cc//43 förmåga//NN|UTR|SIN|IND|NOM//conj//41 att//IE//mark//45 hålla//VB|INF|AKT//acl//43 samman//PL//compound:prt//45 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//48 forskningsprojekt//NN|NEU|PLU|IND|NOM//obj//45 .//MAD//punct//20
6.5 Forskning och utbildning;Finansiering//NN|UTR|SIN|IND|NOM//ROOT//0 av//PP//case//2 FoU//NN|AN//nmod//0 i//PP//case//4 sjukvården//NN|UTR|SIN|DEF|NOM//nmod//2
6.5 Forskning och utbildning;I//PP//case//2 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 avtal//NN|NEU|SIN|IND|NOM//obl//17 om//PP//case//4 läkarutbildning//NN|UTR|SIN|IND|NOM//nmod//2 och//KN//cc//6 forskning//NN|UTR|SIN|IND|NOM//conj//4 (//PAD//punct//2 ALF//PM|NOM//appos//2 )//PAD//punct//2 mellan//PP//case//11 staten//NN|UTR|SIN|DEF|NOM//nmod//2 och//KN//cc//16 de//DT|UTR/NEU|PLU|DEF//det//16 sex//RG|NOM//nummod//16 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//16 landstingen//NN|NEU|PLU|DEF|NOM//conj//11 sker//VB|PRS|AKT//ROOT//17 regleringen//NN|UTR|SIN|DEF|NOM//nsubj//17 av//PP//mark//30 hur//HA//advmod//30 den//DT|UTR|SIN|DEF//det//23 statliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//23 ersättningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//30 för//PP//case//26 klinisk//JJ|POS|UTR|SIN|IND|NOM//amod//26 forskning//NN|UTR|SIN|IND|NOM//nmod//23 och//KN//cc//28 utbildning//NN|UTR|SIN|IND|NOM//conj//26 ska//VB|PRS|AKT//aux//30 fördelas//VB|INF|SFO//advcl//17 landstingen//NN|NEU|PLU|DEF|NOM//nsubj:pass//30 emellan//PP//case//30 .//MAD//punct//17
