F-skatt åt flera ;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//0
3.2.1 Olika skattebetalningsformer;Arbetstagarbegreppet//NN|NEU|SIN|DEF|NOM//nsubj//54 är//VB|PRS|AKT//cop//54 tvingande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//1 i//PP//case//57 den//DT|UTR|SIN|DEF//det//57 meningen//NN|UTR|SIN|DEF|NOM//obl//54 att//SN//mark//63 parterna//NN|UTR|PLU|DEF|NOM//nsubj//63 i//PP//case//61 princip//NN|UTR|SIN|IND|NOM//obl//63 inte//AB//advmod//63 förfogar//VB|PRS|AKT//acl//57 över//PP//compound:prt//63 huruvida//SN//mark//69 den//DT|UTR|SIN|DEF//det//68 arbetspresterande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//68 parten//NN|UTR|SIN|DEF|NOM//nsubj//69 är//VB|PRS|AKT//ccomp//63 att//IE//mark//71 anse//VB|INF|AKT//csubj//63 som//KN//mark//73 arbetstagare//NN|UTR|SIN|IND|NOM//xcomp//71 eller//KN//cc//75 inte//AB//conj//73 .//MID//punct//1
3.2.1 Olika skattebetalningsformer;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//78 innebär//VB|PRS|AKT//parataxis//1 att//SN//mark//84 arbetsgivaransvaret//NN|NEU|SIN|DEF|NOM//nsubj:pass//84 aldrig//AB//advmod//84 kan//VB|PRS|AKT//aux//84 ”//PN|UTR|SIN|IND|SUB//nsubj:pass//84 avtalas//VB|INF|SFO//ccomp//78 bort//PL//compound:prt//84 ”//PM|NOM//punct//84 .//MAD//punct//1
3.2.1 Olika skattebetalningsformer;Skälet//NN|NEU|SIN|DEF|NOM//nsubj//89 härför//AB//parataxis//1 är//VB|PRS|AKT//cop//89 att//SN//mark//95 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//95 annars//AB//advmod//95 vore//VB|KON|PRT|AKT//cop//95 möjligt//JJ|POS|NEU|SIN|IND|NOM//ccomp//89 att//IE//mark//97 undgå//VB|INF|AKT//csubj//95 tillämpning//NN|UTR|SIN|IND|NOM//obj//97 av//PP//case//101 tvingande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//101 bestämmelser//NN|UTR|PLU|IND|NOM//nmod//98 .//MAD//punct//1
3.2.1 Olika skattebetalningsformer;Ett//DT|NEU|SIN|IND//det//1 anställningsavtal//NN|NEU|SIN|IND|NOM//nsubj//2 innebär//VB|PRS|AKT//ROOT//2 i//PP//case//4 princip//NN|UTR|SIN|IND|NOM//obl//2 att//SN//mark//9 arbetsgivare//NN|UTR|PLU|IND|NOM//nsubj//9 genom//PP//case//8 avtal//NN|NEU|SIN|IND|NOM//nmod//6 får//VB|PRS|AKT//ccomp//2 rätten//NN|UTR|SIN|DEF|NOM//obj//9 till//PP//case//13 arbetstagarens//NN|UTR|SIN|DEF|GEN//nmod:poss//13 arbetskraft//NN|UTR|SIN|IND|NOM//nmod//10 under//PP//case//15 arbetstiden//NN|UTR|SIN|DEF|NOM//obl//9 .//MAD//punct//2
3.2.1 Olika skattebetalningsformer;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//18 innebär//VB|PRS|AKT//parataxis//2 i//PP//case//21 sin//PS|UTR|SIN|DEF//nmod:poss//21 tur//NN|UTR|SIN|IND|NOM//obl//18 att//SN//mark//26 arbetsgivaren//NN|UTR|SIN|DEF|NOM//nsubj//26 i//PP//case//25 normalfallet//NN|NEU|SIN|DEF|NOM//obl//26 har//VB|PRS|AKT//ccomp//18 rätt//NN|UTR|SIN|IND|NOM//obj//26 till//PP//case//29 resultatet//NN|NEU|SIN|DEF|NOM//obl//26 av//PP//case//31 arbetet//NN|NEU|SIN|DEF|NOM//nmod//29 liksom//PP//mark//33 rätten//NN|UTR|SIN|DEF|NOM//acl//29 att//IE//mark//35 bestämma//VB|INF|AKT//acl//33 hur//HA//advmod//53 ,//MID//punct//53 när//HA//mark//53 ,//MID//punct//38 var//PN|UTR|SIN|IND|SUB/OBJ//fixed//38 och//KN//fixed//40 med//PP//mark//47 vilka//HD|UTR/NEU|PLU|IND//det//44 hjälpmedel//NN|NEU|PLU|IND|NOM//obl//47 arbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//47 ska//VB|PRS|AKT//aux//47 utföras//VB|INF|SFO//advcl//40 .//MAD//punct//38
3.2.1 Olika skattebetalningsformer;Dessa//DT|UTR/NEU|PLU|DEF//det//50 rättigheter//NN|UTR|PLU|IND|NOM//nsubj//53 är//VB|PRS|AKT//cop//53 inte//AB//advmod//53 uttryckta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ccomp//35 i//PP//case//55 lag//NN|UTR|SIN|IND|NOM//obl//53 utan//KN//cc//58 det//PN|NEU|SIN|DEF|SUB/OBJ//det//58 betraktas//VB|PRS|SFO//conj//53 som//KN//mark//62 en//DT|UTR|SIN|IND//det//62 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//62 rättsgrundsats//NN|UTR|SIN|IND|NOM//xcomp//58 att//SN//mark//65 arbetsgivaren//NN|UTR|SIN|DEF|NOM//nsubj//65 har//VB|PRS|AKT//acl//62 vad//HP|NEU|SIN|IND//dislocated//68 som//HP|-|-|-//nsubj//68 brukar//VB|PRS|AKT//ccomp//65 kallas//VB|INF|SFO//xcomp//68 företagslednings-//NN|UTR|-|-|SMS//nsubj:pass//69 och//KN//cc//72 arbetsledningsrätten//NN|UTR|SIN|DEF|NOM//conj//70 .//MAD//punct//2
3.2.1 Olika skattebetalningsformer;För//PP//mark//8 att//SN//fixed//0 en//DT|UTR|SIN|IND//det//3 person//NN|UTR|SIN|IND|NOM//nsubj:pass//8 i//PP//case//6 civilrättslig//JJ|POS|UTR|SIN|IND|NOM//amod//6 mening//NN|UTR|SIN|IND|NOM//nmod//3 ska//VB|PRS|AKT//aux//8 betraktas//VB|INF|SFO//advcl//18 som//KN//mark//10 arbetstagare//NN|UTR|PLU|IND|NOM//xcomp//8 hos//PP//case//12 annan//JJ|POS|UTR|SIN|IND|NOM//nmod//10 måste//VB|PRS|AKT//aux//18 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 förutsättningar//NN|UTR|PLU|IND|NOM//nsubj//18 vara//VB|INF|AKT//cop//18 uppfyllda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//18 .//MAD//punct//18
3.2.1 Olika skattebetalningsformer;Dessa//DT|UTR/NEU|PLU|DEF//det//21 förutsättningar//NN|UTR|PLU|IND|NOM//nsubj//23 är//VB|PRS|AKT//cop//23 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//18 ://MAD//punct//23
3.2.1 Olika skattebetalningsformer;1//RG|NOM//appos//23 .//MAD//punct//23
3.2.1 Olika skattebetalningsformer;Förhållandet//NN|NEU|SIN|DEF|NOM//nsubj//30 måste//VB|PRS|AKT//aux//30 vara//VB|INF|AKT//cop//30 grundat//PC|PRF|NEU|SIN|IND|NOM//conj//23 på//PP//case//32 avtal//NN|NEU|PLU|IND|NOM//obl//30 ,//MID//punct//30 dvs.//AB|AN//advmod//40 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//40 måste//VB|PRS|AKT//aux//40 vara//VB|INF|AKT//cop//40 ett//DT|NEU|SIN|IND//det//40 frivilligt//JJ|POS|NEU|SIN|IND|NOM//advmod//40 åtagande//NN|NEU|SIN|IND|NOM//appos//30 .//MAD//punct//30
3.2.1 Olika skattebetalningsformer;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//49 behöver//VB|PRS|AKT//aux//49 dock//AB//advmod//49 inte//AB//advmod//49 vara//VB|INF|AKT//cop//49 ett//DT|NEU|SIN|IND//det//49 skriftligt//JJ|POS|NEU|SIN|IND|NOM//amod//49 avtal//NN|NEU|SIN|IND|NOM//parataxis//30 .//MAD//punct//49
3.2.1 Olika skattebetalningsformer;2//RG|NOM//punct//18 .//MAD//punct//18
3.2.1 Olika skattebetalningsformer;Avtalet//NN|NEU|SIN|DEF|NOM//nsubj//54 innebär//VB|PRS|AKT//parataxis//18 att//SN//mark//57 arbete//NN|NEU|SIN|IND|NOM//nsubj:pass//57 utförs//VB|PRS|SFO//ccomp//54 för//PP//case//60 annans//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//60 räkning//NN|UTR|SIN|IND|NOM//obl//57 .//MAD//punct//54
3.2.1 Olika skattebetalningsformer;3//RG|NOM//punct//18 .//MAD//punct//18
3.2.1 Olika skattebetalningsformer;Den//DT|UTR|SIN|DEF//det//66 arbetspresterande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//66 parten//NN|UTR|SIN|DEF|NOM//nsubj//67 utför//VB|PRS|AKT//parataxis//18 arbetet//NN|NEU|SIN|DEF|NOM//obj//67 personligen//AB//advmod//67 .//MAD//punct//18
3.2.1 Olika skattebetalningsformer;Ett//DT|NEU|SIN|IND//det//1 arbetsavtal//NN|NEU|SIN|IND|NOM//nsubj:pass//11 som//HP|-|-|-//nsubj//3 uppfyller//VB|PRS|AKT//acl:relcl//1 dessa//DT|UTR/NEU|PLU|DEF//det//5 krav//NN|NEU|PLU|IND|NOM//obj//3 kan//VB|PRS|AKT//aux//11 dock//AB//advmod//11 även//AB//advmod//11 komma//VB|INF|AKT//aux//11 att//IE//mark//11 bedömas//VB|INF|SFO//ROOT//11 som//KN//case//14 ett//DT|NEU|SIN|IND//det//14 uppdragsavtal//NN|NEU|SIN|IND|NOM//obl//11 .//MAD//punct//11
3.2.1 Olika skattebetalningsformer;Gränsdragningen//NN|UTR|SIN|DEF|NOM//nsubj//28 mellan//PP//case//18 vem//HP|UTR|SIN|IND//nmod//16 som//HP|-|-|-//nsubj//21 är//VB|PRS|AKT//cop//21 uppdragstagare//NN|UTR|SIN|IND|NOM//acl:relcl//18 och//KN//cc//23 vem//HP|UTR|SIN|IND//conj//21 som//HP|-|-|-//nsubj//26 är//VB|PRS|AKT//cop//26 arbetstagare//NN|UTR|SIN|IND|NOM//nsubj//28 är//VB|PRS|AKT//cop//28 viktig//JJ|POS|UTR|SIN|IND|NOM//parataxis//11 eftersom//SN//mark//38 skyddsregler//NN|UTR|PLU|IND|NOM//nsubj//38 i//PP//case//35 form//NN|UTR|SIN|IND|NOM//fixed//31 av//PP//fixed//31 exempelvis//AB//advmod//35 semesterförmåner//NN|UTR|PLU|IND|NOM//nmod//30 och//KN//cc//37 anställningsskydd//NN|NEU|SIN|IND|NOM//conj//35 gäller//VB|PRS|AKT//advcl//28 för//PP//case//40 arbetstagare//NN|UTR|PLU|IND|NOM//obl//38 men//KN//cc//44 inte//AB//advmod//44 för//PP//case//44 uppdragstagare//NN|UTR|PLU|IND|NOM//conj//40 .//MAD//punct//28
3.2.1 Olika skattebetalningsformer;För//PP//mark//48 att//IE//mark//48 avgöra//VB|INF|AKT//advcl//55 om//SN//case//50 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//48 som//HP|-|-|-//nsubj//52 utför//VB|PRS|AKT//acl:relcl//50 arbetet//NN|NEU|SIN|DEF|NOM//obj//52 är//VB|PRS|AKT//cop//55 uppdragstagare//NN|UTR|PLU|IND|NOM//nsubj:pass//58 eller//KN//cc//57 arbetstagare//NN|UTR|PLU|IND|NOM//conj//55 beaktas//VB|PRS|SFO//conj//28 under//PP//case//61 vilka//HD|UTR/NEU|PLU|IND//det//61 förhållanden//NN|NEU|PLU|IND|NOM//obl//58 som//HP|-|-|-//obl//64 arbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//64 utförs//VB|PRS|SFO//acl:relcl//61 .//MAD//punct//11
3.2.1 Olika skattebetalningsformer;Inom//PP//case//3 den//DT|UTR|SIN|DEF//det//3 arbetsrättsliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//3 lagstiftningen//NN|UTR|SIN|DEF|NOM//obl//5 är//VB|PRS|AKT//cop//5 arbetstagarbegreppet//NN|NEU|SIN|DEF|NOM//nsubj:pass//128 i//PP//case//9 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//9 civilrättsliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//9 betydelse//NN|UTR|SIN|IND|NOM//nmod//5 i//PP//case//12 huvudsak//NN|UTR|SIN|IND|NOM//fixed//10 enhetligt//JJ|POS|NEU|SIN|IND|NOM//nmod//5 .//MAD//punct//5
3.2.1 Olika skattebetalningsformer;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//15 gäller//VB|PRS|AKT//parataxis//5 t.ex.//AB|AN//advmod//15 lagen//NN|UTR|SIN|DEF|NOM//obj//15 (//PAD//punct//19 1994:1809//RG|NOM//conj//17 )//PAD//punct//19 om//PP//case//22 anställningsskydd//NN|NEU|SIN|IND|NOM//conj//17 ,//MID//punct//24 LAS//NN|AN//conj//22 ,//MID//punct//26 lagen//NN|UTR|SIN|DEF|NOM//conj//22 (//PAD//punct//28 1976:580//RG|NOM//conj//22 )//PAD//punct//28 om//PP//case//31 medbestämmande//NN|NEU|SIN|IND|NOM//advcl//15 i//PP//case//33 arbetslivet//NN|NEU|SIN|DEF|NOM//obl//31 ,//MID//punct//35 MBL//PM|NOM//conj//31 ,//MID//punct//37 lönegarantilagen//NN|UTR|SIN|DEF|NOM//conj//31 (//PAD//punct//37 1992:497//RG|NOM//appos//37 )//PAD//punct//37 och//KN//cc//42 semesterlagen//NN|UTR|SIN|DEF|NOM//conj//31 (//PAD//punct//44 1977:480//RG|NOM//appos//42 )//PAD//punct//44 ,//MID//punct//50 men//KN//cc//50 även//AB//advmod//50 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//50 lagar//NN|UTR|PLU|IND|NOM//conj//5 som//HP|-|-|-//mark//52 skadeståndslagen//NN|UTR|SIN|DEF|NOM//acl//50 (//PAD//punct//54 1972:272//RG|NOM//conj//52 )//PAD//punct//54 och//KN//cc//57 förmånsrättslagen//NN|UTR|SIN|DEF|NOM//conj//52 (//PAD//punct//57 1970:979//RG|NOM//nmod//57 )//PAD//punct//57 .//MAD//punct//5
3.2.1 Olika skattebetalningsformer;Även//AB//mark//66 om//SN//fixed//62 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//66 således//AB//advmod//66 finns//VB|PRS|SFO//dislocated//80 ett//DT|NEU|SIN|IND//det//71 nära//AB|POS//advmod//70 nog//AB//advmod//70 enhetligt//JJ|POS|NEU|SIN|IND|NOM//amod//71 arbetstagarbegrepp//NN|NEU|SIN|IND|NOM//nsubj//66 inom//PP//case//73 arbetsrätten//NN|UTR|SIN|DEF|NOM//nmod//71 så//AB//advcl//80 har//VB|PRS|AKT//aux//80 man//PN|UTR|SIN|IND|SUB//nsubj//80 i//PP//case//78 praktiken//NN|UTR|SIN|DEF|NOM//obl//80 att//IE//mark//80 räkna//VB|INF|AKT//parataxis//5 med//PP//case//83 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//83 skillnader//NN|UTR|PLU|IND|NOM//obl//80 när//HA//mark//87 begreppet//NN|NEU|SIN|DEF|NOM//nsubj:pass//87 ska//VB|PRS|AKT//aux//87 tolkas//VB|INF|SFO//advcl//80 i//PP//case//90 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//90 sammanhang//NN|NEU|PLU|IND|NOM//obl//87 .//MAD//punct//5
3.2.1 Olika skattebetalningsformer;En//DT|UTR|SIN|IND//det//94 inbördes//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//94 skillnad//NN|UTR|SIN|IND|NOM//appos//5 mellan//PP//case//98 de//DT|UTR/NEU|PLU|DEF//det//98 arbetsrättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//98 lagarna//NN|UTR|PLU|DEF|NOM//nmod//94 är//VB|PRS|AKT//cop//94 att//SN//mark//105 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//105 inte//AB//advmod//105 helt//AB|POS//advmod//105 har//VB|PRS|AKT//aux//105 knutits//VB|SUP|SFO//ccomp//99 till//PP//case//108 begreppet//NN|NEU|SIN|DEF|NOM//nmod//108 arbetstagare//NN|UTR|PLU|IND|NOM//obl//105 .//MAD//punct//5
3.2.1 Olika skattebetalningsformer;Även//AB//mark//115 om//SN//fixed//110 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//115 i//PP//case//114 princip//NN|UTR|SIN|IND|NOM//obl//115 utgår//VB|PRS|AKT//advcl//124 från//PP//case//119 ett//DT|NEU|SIN|IND//det//119 enhetligt//JJ|POS|NEU|SIN|IND|NOM//amod//119 arbetstagarbegrepp//NN|NEU|SIN|IND|NOM//obl//115 kan//VB|PRS|AKT//aux//124 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//122 fall//NN|NEU|PLU|IND|NOM//nsubj:pass//124 ha//VB|INF|AKT//aux//124 lagts//VB|SUP|SFO//parataxis//5 till//PP//compound:prt//124 eller//KN//cc//127 ha//VB|INF|AKT//aux//128 dragits//VB|SUP|SFO//ROOT//128 ifrån//PP//case//133 de//DT|UTR/NEU|PLU|DEF//det//132 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//132 lagarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//133 tillämpningsområde//NN|NEU|SIN|IND|NOM//obl//128 .//MAD//punct//128
3.2.1 Olika skattebetalningsformer;3.4.2//RG|NOM//nummod//137 Jämställda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//137 uppdragstagare//NN|UTR|PLU|IND|NOM//parataxis//128
3.2.1 Olika skattebetalningsformer;MBL//PM|NOM//nsubj//1 utgör//VB|PRS|AKT//ROOT//1 ett//DT|NEU|SIN|IND//det//3 exempel//NN|NEU|SIN|IND|NOM//obj//1 på//PP//case//6 en//DT|UTR|SIN|IND//det//6 lagstiftning//NN|UTR|SIN|IND|NOM//nmod//3 med//PP//case//11 ett//DT|NEU|SIN|IND//det//11 något//AB//det//11 utvidgat//PC|PRF|NEU|SIN|IND|NOM//amod//11 arbetstagarbegrepp//NN|NEU|SIN|IND|NOM//nmod//6 jämfört//PC|PRF|NEU|SIN|IND|NOM//case//19 med//PP//fixed//12 det//DT|NEU|SIN|DEF//det//19 ”//PAD//punct//14 vanliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//17 ”//PAD//nmod//19 civilrättsliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//19 arbetstagarbegreppet//NN|NEU|SIN|DEF|NOM//nmod//11 .//MAD//punct//1
3.2.1 Olika skattebetalningsformer;I//PP//case//23 1//RG|NOM//nummod//23 §//NN|AN//nmod//26 första//RO|NOM//amod//25 stycket//NN|NEU|SIN|DEF|NOM//nmod//26 MBL//PM|NOM//obl//1 anges//VB|PRS|SFO//advcl//1 att//SN//mark//31 lagen//NN|UTR|SIN|DEF|NOM//nsubj//31 är//VB|PRS|AKT//cop//31 tillämplig//JJ|POS|UTR|SIN|IND|NOM//ccomp//27 på//PP//case//33 förhållandet//NN|NEU|SIN|DEF|NOM//obl//31 mellan//PP//case//35 arbetsgivare//NN|UTR|PLU|IND|NOM//nmod//33 och//KN//cc//37 arbetstagare//NN|UTR|PLU|IND|NOM//conj//35 .//MID//punct//1
3.2.1 Olika skattebetalningsformer;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//42 är//VB|PRS|AKT//cop//42 här//AB//advmod//42 fråga//NN|UTR|SIN|IND|NOM//parataxis//1 om//PP//case//44 arbetstagare//NN|UTR|PLU|IND|NOM//obl//42 i//PP//case//48 ordets//NN|NEU|SIN|DEF|GEN//nmod:poss//48 civilrättsliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//48 mening//NN|UTR|SIN|IND|NOM//nmod//44 .//MAD//punct//42
3.2.1 Olika skattebetalningsformer; //_SP////49 Av//PP//case//54 paragrafens//NN|UTR|SIN|DEF|GEN//nmod:poss//54 andra//RO|NOM//amod//54 stycke//NN|NEU|SIN|IND|NOM//nmod//42 framgår//VB|PRS|AKT//conj//1 emellertid//AB//advmod//55 att//SN//mark//62 som//KN//mark//59 arbetstagare//NN|UTR|PLU|IND|NOM//xcomp//62 i//PP//case//61 lagen//NN|UTR|SIN|DEF|NOM//nmod//59 anses//VB|PRS|SFO//ccomp//55 även//AB//advmod//62 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//62 som//HP|-|-|-//nsubj//66 utför//VB|PRS|AKT//acl:relcl//64 arbete//NN|NEU|SIN|IND|NOM//obj//66 åt//PP//case//69 annan//JJ|POS|UTR|SIN|IND|NOM//obl//66 och//KN//cc//74 därvid//AB//advmod//74 inte//AB//advmod//74 är//VB|PRS|AKT//cop//74 anställd//PC|PRF|UTR|SIN|IND|NOM//conj//66 hos//PP//case//76 denne//PN|MAS|SIN|DEF|SUB/OBJ//obl//74 men//KN//cc//78 har//VB|PRS|AKT//conj//66 en//DT|UTR|SIN|IND//det//80 ställning//NN|UTR|SIN|IND|NOM//obj//78 av//PP//case//84 väsentligen//AB//det//84 samma//DT|UTR/NEU|SIN/PLU|IND//det//84 slag//NN|NEU|SIN|IND|NOM//nmod//80 som//KN//case//87 en//DT|UTR|SIN|IND//det//87 anställd//PC|PRF|UTR|SIN|IND|NOM//acl//84 .//MAD//punct//1
3.2.1 Olika skattebetalningsformer;Sistnämnda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//90 grupp//NN|UTR|SIN|IND|NOM//nsubj//93 av//PP//case//92 personer//NN|UTR|PLU|IND|NOM//nmod//90 brukar//VB|PRS|AKT//parataxis//1 kallas//VB|INF|SFO//xcomp//93 jämställda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//96 uppdragstagare//NN|UTR|PLU|IND|NOM//xcomp//94 .//MAD//punct//1
3.2.1 Olika skattebetalningsformer;Som//KN//case//2 ett//DT|NEU|SIN|IND//det//2 exempel//NN|NEU|SIN|IND|NOM//obl//7 på//PP//case//6 en//DT|UTR|SIN|IND//det//6 jämställd//PC|PRF|UTR|SIN|IND|NOM//amod//6 uppdragstagare//NN|UTR|SIN|IND|NOM//nmod//2 brukar//VB|PRS|AKT//ROOT//7 bensinstationsföreståndare//AB|KOM//obj//7 nämnas//VB|INF|SFO//xcomp//7 .//MAD//punct//7
3.2.1 Olika skattebetalningsformer;Denne//PN|MAS|SIN|DEF|SUB/OBJ//nsubj//12 driver//VB|PRS|AKT//parataxis//7 rörelsen//NN|UTR|SIN|DEF|NOM//obj//12 i//PP//case//16 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//16 regi//NN|UTR|SIN|IND|NOM//obl//12 och//KN//cc//21 är//VB|PRS|AKT//cop//21 därmed//AB//advmod//21 inte//AB//advmod//21 anställd//PC|PRF|UTR|SIN|IND|NOM//conj//12 ,//MID//punct//27 men//KN//cc//27 han//PN|UTR|SIN|DEF|SUB//nsubj//27 är//VB|PRS|AKT//cop//27 starkt//AB|POS//advmod//27 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//12 av//PP//case//30 det//DT|NEU|SIN|DEF//det//30 bolag//NN|NEU|SIN|IND|NOM//obl:agent//27 som//HP|-|-|-//nsubj//32 levererar//VB|PRS|AKT//acl:relcl//30 olja//NN|UTR|SIN|IND|NOM//obj//32 till//PP//case//35 stationen//NN|UTR|SIN|DEF|NOM//obl//32 ,//MID//punct//40 eftersom//SN//mark//40 leveranserna//NN|UTR|PLU|DEF|NOM//nsubj//40 är//VB|PRS|AKT//cop//40 avgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//27 för//PP//case//43 rörelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//43 fortbestånd//NN|NEU|SIN|IND|NOM//obl//40 .//MAD//punct//12
3.2.1 Olika skattebetalningsformer;Andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//46 exempel//NN|NEU|PLU|IND|NOM//nsubj//51 på//PP//case//49 jämställda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 uppdragstagare//NN|UTR|PLU|IND|NOM//nmod//46 är//VB|PRS|AKT//cop//51 symaskinsrepresentanter//NN|UTR|PLU|IND|NOM//parataxis//12 och//KN//cc//54 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 handels-//NN|UTR|-|-|SMS//conj//51 eller//KN//cc//56 försäkringsagenter//NN|UTR|PLU|IND|NOM//conj//54 ,//MID//punct//58 annonsombud//NN|NEU|SIN|IND|NOM//conj//51 och//KN//cc//60 skogskörare//NN|UTR|PLU|IND|NOM//conj//51 med//PP//case//63 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 fordon//NN|NEU|PLU|IND|NOM//nmod//60 .//MAD//punct//12
3.2.1 Olika skattebetalningsformer;Arbetsdomstolen//NN|UTR|SIN|DEF|NOM//nsubj//1 har//VB|PRS|AKT//aux//72 i//PP//case//4 ett//DT|NEU|SIN|IND//det//4 mål//NN|NEU|SIN|IND|NOM//obl//1 ,//MID//punct//7 mot//PP//case//7 bakgrund//NN|UTR|SIN|IND|NOM//nmod//4 av//PP//mark//17 att//SN//mark//17 det//DT|NEU|SIN|DEF//det//12 civilrättsliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//12 arbetstagarbegreppet//NN|NEU|SIN|DEF|NOM//nsubj//17 efterhand//AB//advmod//17 har//VB|PRS|AKT//aux//17 kommit//VB|SUP|AKT//aux//17 att//IE//mark//17 få//VB|INF|AKT//acl//7 ett//DT|NEU|SIN|IND//det//21 alltmer//AB//advmod//20 vidsträckt//JJ|POS|NEU|SIN|IND|NOM//amod//21 tillämpningsområde//NN|NEU|SIN|IND|NOM//obj//17 ,//MID//punct//1 ifrågasatt//PC|PRF|UTR|SIN|IND|NOM//conj//1 om//SN//mark//29 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//29 över//PP//advmod//29 huvud//NN|NEU|SIN|IND|NOM//fixed//26 taget//PC|PRF|NEU|SIN|IND|NOM//fixed//26 finns//VB|PRS|SFO//advcl//1 något//DT|NEU|SIN|IND//det//31 utrymme//NN|NEU|SIN|IND|NOM//nsubj//29 för//PP//mark//34 att//IE//mark//34 tillämpa//VB|INF|AKT//advcl//29 bestämmelsen//NN|UTR|SIN|DEF|NOM//obj//34 om//PP//case//38 jämställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//38 uppdragstagare//NN|UTR|PLU|IND|NOM//obl//34 .//MAD//punct//1
3.2.1 Olika skattebetalningsformer; //_SP////39 Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//43 torde//VB|PRT|AKT//aux//43 innebära//VB|INF|AKT//parataxis//1 att//SN//mark//55 merparten//NN|UTR|SIN|DEF|NOM//nsubj//55 av//PP//case//47 dem//PN|UTR/NEU|PLU|DEF|OBJ//nmod//45 som//HP|-|-|-//nsubj:pass//50 tidigare//AB|KOM//advmod//50 betraktades//VB|PRT|SFO//acl:relcl//45 som//KN//mark//53 jämställda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 uppdragstagare//NN|UTR|PLU|IND|NOM//obl//50 numera//AB//advmod//50 är//VB|PRS|AKT//ccomp//43 att//IE//mark//57 anse//VB|INF|AKT//ccomp//55 som//KN//mark//59 arbetstagare//NN|UTR|SIN|IND|NOM//xcomp//57 och//KN//cc//61 därmed//AB//conj//59 omfattas//VB|PRS|SFO//conj//1 även//AB//advmod//62 av//PP//compound:prt//62 t.ex.//AB|AN//advmod//66 LAS//NN|AN//obl//62 .//MAD//punct//1
