Nytt regelverk för marksänd digital-TV ;Delbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Radio-//NN|UTR|-|-|SMS//nmod//0 och//KN//cc//4 TV-lagsutredningen//NN|UTR|SIN|DEF|NOM//conj//2
1.2.1 Digital-TV-kommitténs förslag;Frågor//NN|UTR|PLU|IND|NOM//nsubj:pass//49 om//PP//case//41 ägande//NN|NEU|SIN|IND|NOM//nmod//39 samt//KN//cc//43 relationen//NN|UTR|SIN|DEF|NOM//conj//39 mellan//PP//case//45 operatörsföretaget//NN|NEU|SIN|DEF|NOM//nmod//43 och//KN//cc//47 programföretagen//NN|UTR|SIN|DEF|NOM//conj//45 skall//VB|PRS|AKT//aux//49 behandlas//VB|INF|SFO//parataxis//2 .//MAD//punct//2

1.2.2 Jurisdiktionsfrågan;Radio-//NN|UTR|-|-|SMS//nmod:poss//3 och//KN//cc//2 TV-lagens//NN|UTR|SIN|DEF|GEN//conj//0 tillämpningsområde//NN|NEU|SIN|IND|NOM//nsubj//5 är//VB|PRS|AKT//cop//5 utformat//PC|PRF|NEU|SIN|IND|NOM//ROOT//5 i//PP//case//11 enlighet//NN|UTR|SIN|IND|NOM//fixed//6 med//PP//fixed//6 rådets//NN|NEU|SIN|DEF|GEN//nmod:poss//11 direktiv//NN|NEU|PLU|IND|NOM//amod//11 89/552//RG|NOM//obl//5 ///MID//cc//13 EEG//NN|AN//conj//11 av//PP//case//17 den//DT|UTR|SIN|DEF//det//17 3//RO|NOM//nummod//17 oktober//NN|UTR|SIN|IND|NOM//obl//5 1989//RG|NOM//nummod//17 om//PP//case//20 samordning//NN|UTR|SIN|IND|NOM//obl//5 av//PP//case//23 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 bestämmelser//NN|UTR|PLU|IND|NOM//nmod//20 som//HP|-|-|-//nsubj:pass//25 fastställts//VB|SUP|SFO//acl:relcl//20 i//PP//case//28 medlemsstaternas//NN|UTR|PLU|DEF|GEN//nmod:poss//28 lagar//NN|UTR|PLU|IND|NOM//obl//25 och//KN//cc//31 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 författningar//NN|UTR|PLU|IND|NOM//conj//28 om//PP//case//33 utförandet//NN|NEU|SIN|DEF|NOM//nmod//31 av//PP//case//35 sändningsverksamhet//NN|UTR|SIN|IND|NOM//nmod//33 för//PP//case//37 television//NN|UTR|SIN|IND|NOM//nmod//35 ,//MID//punct//40  //_SP////38 ändrat//PC|PRF|NEU|SIN|IND|NOM//conj//5 genom//PP//case//46 Europaparlamentets//NN|NEU|SIN|DEF|GEN//nmod:poss//45 och//KN//cc//44 rådets//NN|NEU|SIN|DEF|GEN//conj//42 direktiv//NN|NEU|SIN|IND|NOM//nmod//46 97/36//RG|NOM//obl//40 ///MID//cc//48 EG//PM|NOM//nmod//46 (//PAD//punct//50 TV-direktivet//NN|NEU|SIN|DEF|NOM//appos//46 )//PAD//punct//50 .//MAD//punct//5
1.2.2 Jurisdiktionsfrågan;Lagen//NN|UTR|SIN|DEF|NOM//nsubj//54 gäller//VB|PRS|AKT//parataxis//5 om//SN//case//56 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//54 som//HP|-|-|-//nsubj//58 bedriver//VB|PRS|AKT//acl:relcl//56 sändningsverksamheten//NN|UTR|SIN|DEF|NOM//obj//58 enligt//PP//case//62 direktivets//NN|NEU|SIN|DEF|GEN//nmod:poss//62 bestämmelser//NN|UTR|PLU|IND|NOM//obl//58 är//VB|PRS|AKT//cop//64 etablerad//PC|PRF|UTR|SIN|IND|NOM//advcl//54 i//PP//case//66 Sverige//PM|NOM//obl//64 eller//KN//cc//69 om//SN//case//69 Sverige//PM|NOM//nsubj//75 enligt//PP//case//71 direktivet//NN|NEU|SIN|DEF|NOM//nmod//69 i//PP//case//74 annat//JJ|POS|NEU|SIN|IND|NOM//amod//74 fall//NN|NEU|SIN|IND|NOM//nmod//71 har//VB|PRS|AKT//advcl//54 jurisdiktion//NN|UTR|SIN|IND|NOM//obj//75 .//MAD//punct//54
1.2.2 Jurisdiktionsfrågan;Lagen//NN|UTR|SIN|DEF|NOM//nsubj//79 gäller//VB|PRS|AKT//parataxis//54 inte//AB//advmod//79 om//SN//case//82 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//79 som//HP|-|-|-//nsubj//84 bedriver//VB|PRS|AKT//acl:relcl//82 sändningsverksamheten//NN|UTR|SIN|DEF|NOM//obj//84 är//VB|PRS|AKT//cop//87 etablerad//PC|PRF|UTR|SIN|IND|NOM//advcl//79 i//PP//case//91 någon//DT|UTR|SIN|IND//det//91 annan//JJ|POS|UTR|SIN|IND|NOM//amod//91 EES-stat//NN|UTR|SIN|IND|NOM//obl//87 .//MAD//punct//54
1.2.2 Jurisdiktionsfrågan;Den//DT|UTR|SIN|DEF//det//2 digitala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 sändningstekniken//NN|UTR|SIN|DEF|NOM//nsubj//3 möjliggör//VB|PRS|AKT//ROOT//3 att//SN//mark//9 långt//AB|POS//advmod//6 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//7 programföretag//NN|NEU|PLU|IND|NOM//nsubj//9 kan//VB|PRS|AKT//aux//9 få//VB|INF|AKT//ccomp//3 tillstånd//NN|NEU|SIN|IND|NOM//obj//9 att//IE//mark//12 sända//VB|INF|AKT//advcl//9 TV-program//NN|NEU|PLU|IND|NOM//obj//12 jämfört//PC|PRF|NEU|SIN|IND|NOM//mark//18 med//PP//fixed//14 vad//HP|NEU|SIN|IND//dislocated//18 som//HP|-|-|-//nsubj//18 gäller//VB|PRS|AKT//advcl//9 i//PP//case//23 fråga//NN|UTR|SIN|IND|NOM//fixed//19 om//PP//fixed//19 analoga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 sändningar//NN|UTR|PLU|IND|NOM//obl//18 .//MAD//punct//3
1.2.2 Jurisdiktionsfrågan;En//DT|UTR|SIN|IND//det//26 följd//NN|UTR|SIN|IND|NOM//parataxis//3 av//PP//case//28 detta//PN|NEU|SIN|DEF|SUB/OBJ//nmod//26 är//VB|PRS|AKT//cop//26 att//SN//mark//35 även//AB//advmod//33 utländska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 programföretag//NN|NEU|PLU|IND|NOM//nsubj:pass//35 har//VB|PRS|AKT//aux//35 beviljats//VB|SUP|SFO//csubj//26 tillstånd//NN|NEU|SIN|IND|NOM//xcomp//35 att//IE//mark//38 sända//VB|INF|AKT//acl//36 TV-program//NN|NEU|PLU|IND|NOM//obj//38 i//PP//case//44 det//DT|NEU|SIN|DEF//det//44 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//44 digitala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//44 marknätet//NN|NEU|SIN|DEF|NOM//obl//38 .//MAD//punct//3
1.2.2 Jurisdiktionsfrågan;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 skall//VB|PRS|AKT//aux//2 överväga//VB|INF|AKT//ROOT//2 behovet//NN|NEU|SIN|DEF|NOM//obj//2 av//PP//case//5 lagstiftning//NN|UTR|SIN|IND|NOM//nmod//3 som//HP|-|-|-//nsubj//7 gör//VB|PRS|AKT//acl:relcl//5 att//SN//mark//16 TVsändningar//NN|UTR|PLU|IND|NOM//nsubj//16 i//PP//case//13 det//DT|NEU|SIN|DEF//det//13 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//13 marknätet//NN|NEU|SIN|DEF|NOM//nmod//9 med//PP//case//15 säkerhet//NN|UTR|SIN|IND|NOM//nmod//13 kommer//VB|PRS|AKT//ccomp//7 under//PP//case//19 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//19 jurisdiktion//NN|UTR|SIN|IND|NOM//obl//16 .//MAD//punct//2
1.2.2 Jurisdiktionsfrågan;I//PP//case//23 det//DT|NEU|SIN|DEF//det//23 sammanhanget//NN|NEU|SIN|DEF|NOM//obl//26 skall//VB|PRS|AKT//aux//26 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//26 analysera//VB|INF|AKT//parataxis//2 vilket//HD|NEU|SIN|IND//det//28 utrymme//NN|NEU|SIN|IND|NOM//obj//26 för//PP//case//31 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//31 lagstiftning//NN|UTR|SIN|IND|NOM//nmod//28 som//HP|-|-|-//nsubj//33 finns//VB|PRS|SFO//acl:relcl//31 inom//PP//case//37 ramen//NN|UTR|SIN|DEF|NOM//fixed//34 för//PP//fixed//34 EG-rätten//NN|UTR|SIN|DEF|NOM//obl//33 .//MAD//punct//2
1.2.2 Jurisdiktionsfrågan;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//41 skall//VB|PRS|AKT//aux//41 lägga//VB|INF|AKT//conj//2 fram//PL//compound:prt//41 de//DT|UTR/NEU|PLU|DEF//det//44 förslag//NN|NEU|PLU|IND|NOM//obj//41 som//HP|-|-|-//nsubj:pass//46 föranleds//VB|PRS|SFO//acl:relcl//44 av//PP//case//48 övervägandena//NN|NEU|PLU|DEF|NOM//obl//46 .//MAD//punct//41

1.2.3 Åtgärder vid underlåtelse att lämna vissa uppgifter;Enligt//PP//case//2 3//RG|NOM//nummod//2 kap.//NN|AN//obl//4 2//RG|NOM//nummod//4 §//NN|AN//nmod//6 första//RO|NOM//amod//6 stycket//NN|NEU|SIN|DEF|NOM//obl//14 p.//NN|UTR|SIN|IND|NOM//nmod//8 16//RG|NOM//nummod//9 RTVL//NN|UTR|SIN|DEF|NOM//nmod//6 kan//VB|PRS|AKT//aux//14 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//14 i//PP//case//13 tillståndsvillkor//NN|NEU|SIN|IND|NOM//obl//14 föreskriva//VB|INF|AKT//ROOT//14 skyldighet//NN|UTR|SIN|IND|NOM//obj//14 att//IE//mark//26 till//PP//case//18 Granskningsnämnden//NN|UTR|SIN|DEF|NOM//obl//26 för//PP//case//20 radio//NN|UTR|SIN|IND|NOM//nmod//18 och//KN//cc//22 TV//NN|UTR|SIN|IND|NOM//conj//20 (//PAD//punct//24 Granskningsnämnden//NN|UTR|SIN|DEF|NOM//appos//18 )//PAD//punct//24 lämna//VB|INF|AKT//advcl//14 uppgifter//NN|UTR|PLU|IND|NOM//obj//26 som//HP|-|-|-//nsubj//30 är//VB|PRS|AKT//cop//30 nödvändiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//27 för//PP//case//33 nämndens//NN|UTR|SIN|DEF|GEN//nmod:poss//33 bedömning//NN|UTR|SIN|IND|NOM//obl//30 om//PP//case//36 sända//VB|INF|AKT//amod//36 program//NN|NEU|PLU|IND|NOM//nmod//33 stämmer//VB|PRS|AKT//conj//14 överens//PL//compound:prt//37 med//PP//case//41 de//DT|UTR/NEU|PLU|DEF//det//41 villkor//NN|NEU|PLU|IND|NOM//obl//37 som//HP|-|-|-//nsubj:pass//44 har//VB|PRS|AKT//aux//44 meddelats//VB|SUP|SFO//acl:relcl//41 enligt//PP//case//46 lagen//NN|UTR|SIN|DEF|NOM//obl//44 .//MAD//punct//14
1.2.3 Åtgärder vid underlåtelse att lämna vissa uppgifter;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//51 kan//VB|PRS|AKT//aux//51 t.ex.//AB|AN//advmod//51 ha//VB|INF|AKT//parataxis//14 betydelse//NN|UTR|SIN|IND|NOM//obj//51 för//PP//mark//58 att//SN//mark//58 nämnden//NN|UTR|SIN|DEF|NOM//nsubj//58 skall//VB|PRS|AKT//aux//58 kunna//VB|INF|AKT//aux//58 bedöma//VB|INF|AKT//advcl//51 om//SN//mark//62 programföretaget//NN|NEU|SIN|DEF|NOM//nsubj//62 har//VB|PRS|AKT//aux//62 överträtt//VB|SUP|AKT//advcl//58 villkor//NN|NEU|PLU|IND|NOM//obj//62 om//PP//case//66 sponsrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//66 program//NN|NEU|PLU|IND|NOM//nmod//63 .//MAD//punct//51
1.2.3 Åtgärder vid underlåtelse att lämna vissa uppgifter;Om//SN//mark//71 ett//DT|NEU|SIN|IND//det//70 programföretag//NN|NEU|SIN|IND|NOM//nsubj//71 underlåter//VB|PRS|AKT//advcl//85 att//IE//mark//73 lämna//VB|INF|AKT//xcomp//71 uppgifter//NN|UTR|PLU|IND|NOM//obj//73 som//HP|-|-|-//obj//78 Granskningsnämnden//NN|UTR|SIN|DEF|NOM//nsubj//78 har//VB|PRS|AKT//aux//78 begärt//VB|SUP|AKT//acl:relcl//74 enligt//PP//case//81 denna//DT|UTR|SIN|DEF//det//81 bestämmelse//NN|UTR|SIN|IND|NOM//obl//78 är//VB|PRS|AKT//cop//85 den//DT|UTR|SIN|DEF//det//85 enda//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//85 sanktionen//NN|UTR|SIN|DEF|NOM//obj//14 att//SN//mark//89 Granskningsnämnden//NN|UTR|SIN|DEF|NOM//nsubj//89 kan//VB|PRS|AKT//aux//89 förelägga//VB|INF|AKT//acl//85 företaget//NN|NEU|SIN|DEF|NOM//obj//89 att//IE//mark//94 på//PP//case//94 lämpligt//JJ|POS|NEU|SIN|IND|NOM//amod//94 sätt//NN|NEU|SIN|IND|NOM//obl//89
1.2.3 Åtgärder vid underlåtelse att lämna vissa uppgifter;offentliggöra//VB|INF|AKT//ROOT//0 nämndens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 beslut//NN|NEU|SIN|IND|NOM//obj//0 om//PP//mark//6 att//SN//mark//6 underlåtelsen//NN|UTR|SIN|DEF|NOM//nsubj//6 innebär//VB|PRS|AKT//advcl//0 ett//DT|NEU|SIN|IND//det//8 brott//NN|NEU|SIN|IND|NOM//obj//6 mot//PP//case//10 tillståndsvillkoren//NN|UTR|SIN|DEF|NOM//nmod//8 .//MAD//punct//0
1.2.3 Åtgärder vid underlåtelse att lämna vissa uppgifter;Villkoren//NN|NEU|PLU|DEF|NOM//nsubj//10 om//PP//mark//5 vilka//HD|UTR/NEU|PLU|IND//det//3 programtyper//NN|UTR|PLU|IND|NOM//dislocated//5 som//HP|-|-|-//nsubj//5 får//VB|PRS|AKT//acl//0 och//KN//cc//9 inte//AB//advmod//9 får//VB|PRS|AKT//aux//9 sponsras//VB|INF|SFO//conj//5 har//VB|PRS|AKT//aux//68 till//PP//compound:prt//10 syfte//NN|NEU|SIN|IND|NOM//fixed//11 att//IE//mark//14 motverka//VB|INF|AKT//xcomp//10 att//SN//mark//18 programverksamhetens//NN|NEU|PLU|DEF|GEN//nmod:poss//17 integritet//NN|UTR|SIN|IND|NOM//nsubj:pass//18 hotas//VB|PRS|SFO//ccomp//14 genom//PP//mark//25 att//SN//mark//25 möjligheten//NN|UTR|SIN|DEF|NOM//nsubj//25 att//IE//mark//23 erhålla//VB|INF|AKT//acl//21 sponsorsbidrag//NN|NEU|SIN|IND|NOM//obj//23 blir//VB|PRS|AKT//advcl//18 styrande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//25 för//PP//case//29 vilka//HD|UTR/NEU|PLU|IND//det//29 program//NN|NEU|PLU|IND|NOM//obl//25 som//HP|-|-|-//nsubj:pass//31 produceras//VB|PRS|SFO//acl:relcl//29 och//KN//cc//33 sänds//VB|PRS|SFO//conj//31 .//MAD//punct//10
1.2.3 Åtgärder vid underlåtelse att lämna vissa uppgifter;En//DT|UTR|SIN|IND//det//36 överträdelse//NN|UTR|SIN|IND|NOM//nsubj//42 av//PP//case//38 villkor//NN|NEU|PLU|IND|NOM//nmod//36 om//PP//case//40 sponsring//NN|UTR|SIN|IND|NOM//nmod//36 kan//VB|PRS|AKT//aux//42 leda//VB|INF|AKT//parataxis//10 till//PP//mark//46 att//SN//mark//46 programföretaget//NN|NEU|SIN|DEF|NOM//nsubj:pass//46 åläggs//VB|PRS|SFO//advcl//42 att//IE//mark//48 betala//VB|INF|AKT//xcomp//46 en//DT|UTR|SIN|IND//det//51 särskild//JJ|POS|UTR|SIN|IND|NOM//amod//51 avgift//NN|UTR|SIN|IND|NOM//obj//48 .//MID//punct//42
1.2.3 Åtgärder vid underlåtelse att lämna vissa uppgifter;När//HA//mark//56 Granskningsnämnden//NN|UTR|SIN|DEF|NOM//nsubj//56 skall//VB|PRS|AKT//aux//56 bedöma//VB|INF|AKT//advcl//68 om//SN//mark//61 ett//DT|NEU|SIN|IND//det//59 program//NN|NEU|SIN|IND|NOM//nsubj//61 är//VB|PRS|AKT//cop//61 sponsrat//PC|PRF|NEU|SIN|IND|NOM//ccomp//56 i//PP//case//65 strid//NN|UTR|SIN|IND|NOM//fixed//62 med//PP//fixed//62 tillståndsvillkoren//NN|UTR|SIN|DEF|NOM//obl//61 behöver//VB|PRS|AKT//aux//68 nämnden//NN|UTR|SIN|DEF|NOM//nsubj//68 ha//VB|INF|AKT//ROOT//68 tillgång//NN|UTR|SIN|IND|NOM//obj//68 till//PP//case//71 handlingar//NN|UTR|PLU|IND|NOM//obl//68 som//HP|-|-|-//nsubj//73 belyser//VB|PRS|AKT//acl:relcl//71 de//DT|UTR/NEU|PLU|DEF//det//76 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//76 relationerna//NN|UTR|PLU|DEF|NOM//obj//73 mellan//PP//case//78 programföretaget//NN|NEU|SIN|DEF|NOM//nmod//76 och//KN//cc//81 utomstående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//81 aktörer//NN|UTR|PLU|IND|NOM//conj//78 .//MAD//punct//68
1.2.3 Åtgärder vid underlåtelse att lämna vissa uppgifter;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//86 är//VB|PRS|AKT//cop//86 inte//AB//advmod//86 tillfredsställande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//68 om//SN//case//88 nämnden//NN|UTR|SIN|DEF|NOM//nmod//86 saknar//VB|PRS|AKT//conj//68 påtryckningsmedel//NN|NEU|SIN|IND|NOM//obj//89 för//PP//mark//95 att//IE//mark//95 från//PP//case//94 programföretagen//NN|UTR|SIN|DEF|NOM//obl//95 få//VB|INF|AKT//advcl//89 fram//PL//compound:prt//95 de//DT|UTR/NEU|PLU|DEF//det//98 uppgifter//NN|UTR|PLU|IND|NOM//obj//95 som//HP|-|-|-//obj//101 nämnen//NN|UTR|SIN|DEF|NOM//nsubj//101 behöver//VB|PRS|AKT//acl:relcl//98 för//PP//mark//105 att//IE//mark//105 kunna//VB|INF|AKT//aux//105 pröva//VB|INF|AKT//advcl//101 om//SN//case//108 en//DT|UTR|SIN|IND//det//108 överträdelse//NN|UTR|SIN|IND|NOM//obl//105 har//VB|PRS|AKT//aux//110 skett//VB|SUP|AKT//conj//68 .//MAD//punct//68
1.2.3 Åtgärder vid underlåtelse att lämna vissa uppgifter;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//2 skall//VB|PRS|AKT//aux//2 lägga//VB|INF|AKT//ROOT//2 fram//PL//compound:prt//2 förslag//NN|NEU|SIN|IND|NOM//obj//2 som//HP|-|-|-//nsubj//6 ger//VB|PRS|AKT//acl:relcl//4 Granskningsnämnden//NN|UTR|SIN|DEF|NOM//iobj//6 en//DT|UTR|SIN|IND//det//9 möjlighet//NN|UTR|SIN|IND|NOM//obj//6 att//IE//mark//11 få//VB|INF|AKT//acl//9 fram//PL//compound:prt//11 nödvändiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 uppgifter//NN|UTR|PLU|IND|NOM//obj//11 ,//MID//punct//11 t.ex.//AB|AN//advmod//19 genom//PP//mark//19 att//IE//mark//19 använda//VB|INF|AKT//advcl//11 föreläggande//NN|NEU|SIN|IND|NOM//xcomp//19 som//HP|-|-|-//nsubj:pass//23 kan//VB|PRS|AKT//aux//23 förenas//VB|INF|SFO//acl:relcl//20 med//PP//case//25 vite//NN|NEU|SIN|IND|NOM//obl//23 .//MAD//punct//2

1.3 Uppdragets genomförande;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 hållit//VB|SUP|AKT//ROOT//2 en//DT|UTR|SIN|IND//det//4 hearing//NN|UTR|SIN|IND|NOM//obj//2 för//PP//mark//7 att//IE//mark//7 få//VB|INF|AKT//advcl//2 del//NN|UTR|SIN|IND|NOM//obj//7 av//PP//case//11 de//DT|UTR/NEU|PLU|DEF//det//11 synpunkter//NN|UTR|PLU|IND|NOM//obl//7 som//HP|-|-|-//obj//20 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//15 företag//NN|NEU|PLU|IND|NOM//nsubj//20 ,//MID//punct//17 organisationer//NN|UTR|PLU|IND|NOM//conj//15 och//KN//cc//19 myndigheter//NN|UTR|PLU|IND|NOM//conj//15 har//VB|PRS|AKT//acl:relcl//11 i//PP//case//23 de//DT|UTR/NEU|PLU|DEF//det//23 frågor//NN|UTR|PLU|IND|NOM//obl//20 som//HP|-|-|-//nsubj//25 rör//VB|PRS|AKT//acl:relcl//23 frågorna//NN|UTR|PLU|DEF|NOM//obj//25 om//PP//case//28 operatörsskapet//NN|NEU|SIN|DEF|NOM//obl//25 i//PP//case//32 det//DT|NEU|SIN|DEF//det//32 digitala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//32 marknätet//NN|NEU|SIN|DEF|NOM//nmod//28 ,//MID//punct//34 tillståndsgivning//NN|UTR|SIN|IND|NOM//conj//28 genom//PP//case//36 myndighet//NN|UTR|SIN|IND|NOM//nmod//34 och//KN//cc//39 tillståndstidens//NN|UTR|SIN|DEF|GEN//nmod:poss//39 längd//NN|UTR|SIN|IND|NOM//conj//36 (//PAD//punct//2 se//VB|IMP|AKT//conj//2 inbjudan//NN|UTR|SIN|IND|NOM//obj//41 och//KN//cc//44 deltagarförteckning//NN|UTR|SIN|IND|NOM//conj//42 i//PP//case//46 bilaga//NN|UTR|SIN|IND|NOM//nmod//44 3//RG|NOM//nummod//44 )//PAD//punct//41 .//MAD//punct//2
1.3 Uppdragets genomförande;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//5 och//KN//cc//2 sekreterarna//NN|UTR|PLU|DEF|NOM//conj//0 har//VB|PRS|AKT//aux//5 dessutom//AB//advmod//5 sammanträffat//VB|SUP|AKT//ROOT//5 enskilt//AB|POS//advmod//5 med//PP//case//8 företrädare//NN|UTR|PLU|IND|NOM//obl//5 för//PP//case//11 Sveriges//PM|GEN//nmod:poss//11 Television//NN|UTR|SIN|IND|NOM//nmod//8 AB//PM|NOM//flat//11 ,//MID//punct//14 TV4//PM|NOM//conj//8 AB//PM|NOM//nmod//14 ,//MID//punct//14 Kanal//NN|UTR|SIN|IND|NOM//nmod//18 5//RG|NOM//nummod//19 AB//NN|AN//nmod//14 ,//MID//punct//21 Boxer//NN|UTR|SIN|IND|NOM//conj//8 TV-Access//PM|NOM//punct//21 AB//PM|NOM//conj//21 ,//MID//punct//25 Teracom//PM|NOM//conj//8 AB//PM|NOM//flat//25 ,//MID//punct//28 MTG//PM|NOM//nmod//29 Sverige//PM|NOM//conj//8 AB//PM|NOM//flat//29 ,//MID//punct//34 SMI//PM|NOM//nmod//33 Media//NN|UTR|SIN|IND|NOM//compound//34 Invest//PM|NOM//appos//5 AB//PM|NOM//flat:name//34 och//KN//cc//37 Nordic//PM|NOM//compound//39 Media//PM|NOM//compound//39 Partner//PM|NOM//compound//40 AB//PM|NOM//conj//34 .//MAD//punct//5
1.3 Uppdragets genomförande;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//3 och//KN//cc//2 sekreterarna//NN|UTR|PLU|DEF|NOM//conj//0 har//VB|PRS|AKT//aux//9 vid//PP//case//6 en//DT|UTR|SIN|IND//det//6 studieresa//NN|UTR|SIN|IND|NOM//obl//9 till//PP//case//8 London//PM|NOM//nmod//6 haft//VB|SUP|AKT//ROOT//9 sammanträffanden//NN|NEU|PLU|IND|NOM//obj//9 med//PP//case//14 dels//KN//advmod//14 ansvariga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 personer//NN|UTR|PLU|IND|NOM//obl//9 på//PP//case//16 Department//PM|NOM//nmod//14 of//PM|NOM//case//18 Culture//PM|NOM//nmod//16 ,//MID//punct//20 Media//UO//conj//16 and//PM|NOM//cc//22 Sport//PM|NOM//conj//16 ,//MID//punct//25 dels//KN//advmod//25 företrädare//NN|UTR|PLU|IND|NOM//obl//9 för//PP//case//31 såväl//KN//advmod//31 den//DT|UTR|SIN|DEF//det//31 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//30 brittiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//31 motsvarigheten//NN|UTR|SIN|DEF|NOM//nmod//25 till//PP//case//33 Post-//NN|UTR|-|-|SMS//nmod//31 och//KN//cc//35 Telestyrelsen//PM|NOM//conj//33 –//PAD//punct//37 Oftel//PM|NOM//conj//25 –//RG|NOM//punct//37 som//HP|-|-|-//case//44 för//PP//case//44 den//DT|UTR|SIN|DEF//det//44 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//43 brittiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//44 gransknings-//NN|UTR|-|-|SMS//acl:relcl//37 och//KN//cc//47 tillståndsmyndigheten//NN|UTR|SIN|DEF|NOM//nmod//47 ITC//PM|NOM//conj//44 (//PAD//punct//37 Independent//PM|NOM//compound//50 Television//PM|NOM//compound//51 Commission//PM|NOM//appos//37 )//PAD//punct//37 ,//MID//punct//25 och//KN//cc//56 därvid//AB//advmod//56 fått//VB|SUP|AKT//conj//25 information//NN|UTR|SIN|IND|NOM//obj//56 om//PP//case//59 strukturerna//NN|UTR|PLU|DEF|NOM//nmod//57 och//KN//cc//61 regelverket//NN|NEU|SIN|DEF|NOM//conj//59 för//PP//case//66 det//DT|NEU|SIN|DEF//det//66 brittiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//66 digitala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//66 marknätet//NN|NEU|SIN|DEF|NOM//nmod//61 .//MAD//punct//9
1.3 Uppdragets genomförande;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 har//VB|PRS|AKT//ROOT//1 under//PP//case//3 arbetet//NN|NEU|SIN|DEF|NOM//obl//1 med//PP//case//7 detta//DT|NEU|SIN|DEF//det//7 delbetänkande//NN|NEU|SIN|IND|NOM//amod//7 sammanträtt//VB|SUP|AKT//obl//1 vid//PP//case//10 sex//RG|NOM//nummod//10 tillfällen//NN|NEU|PLU|IND|NOM//nmod//7 .//MAD//punct//1

2 Det digitala marknätet – regelverk och ställningstaganden;2.1//RG|NOM//nmod//1 Inledning//NN|UTR|SIN|IND|NOM//ROOT//1
