– dokumentation från ett seminarium;Demokratiutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 skrift//NN|UTR|SIN|IND|NOM//nmod//3 nr//NN|AN//nmod//3 12//RG|NOM//ROOT//3
Slutord;Jag//PN|UTR|SIN|DEF|SUB//nsubj//2 har//VB|PRS|AKT//aux//2 ställt//VB|SUP|AKT//ROOT//2 två//RG|NOM//nummod//4 uppfattningar//NN|UTR|PLU|IND|NOM//obj//2 om//PP//case//6 förhållandet//NN|NEU|SIN|DEF|NOM//nmod//4 mellan//PP//case//8 identitet//NN|UTR|SIN|IND|NOM//nmod//6 och//KN//cc//10 folkstyre//NN|NEU|SIN|IND|NOM//conj//8 i//PP//case//13 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//13 Europa//PM|NOM//nmod//10 mot//PP//case//15 varandra//PN|UTR/NEU|PLU|DEF|OBJ//nmod//6 .//MAD//punct//2
Slutord;Den//DT|UTR|SIN|DEF//det//1 ena//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//2 är//VB|PRS|AKT//ROOT//2 att//SN//mark//6 demokrati//NN|UTR|SIN|IND|NOM//nsubj//6 kan//VB|PRS|AKT//aux//6 fungera//VB|INF|AKT//ccomp//2 ,//MID//punct//9 eller//KN//cc//9 fungera//VB|INF|AKT//conj//6 väl//AB|POS//advmod//9 ,//MID//punct//9 bara//AB//advmod//17 inom//PP//case//17 ramen//NN|UTR|SIN|DEF|NOM//fixed//13 för//PP//fixed//13 befintliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 nationer//NN|UTR|PLU|IND|NOM//obl//9 .//MAD//punct//2
Slutord;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//20 gäller//VB|PRS|AKT//parataxis//2 oavsett//AB|POS//mark//26 hur//HA//advmod//26 de//DT|UTR/NEU|PLU|DEF//det//25 europeiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 institutionerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//26 konstrueras//VB|PRS|SFO//advcl//20 .//MID//punct//20
Slutord;Det//DT|NEU|SIN|DEF//det//30 demokratiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//30 underskottet//NN|NEU|SIN|DEF|NOM//nsubj:pass//33 kan//VB|PRS|AKT//aux//33 inte//AB//advmod//33 konstrueras//VB|INF|SFO//conj//20 bort//PL//advmod//33 ,//MID//punct//33 eftersom//SN//mark//41 identitetsmässiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 förutsättningar//NN|UTR|PLU|IND|NOM//nsubj:pass//41 för//PP//case//40 demokrati//NN|UTR|SIN|IND|NOM//nmod//38 saknas//VB|PRS|SFO//advcl//33 på//PP//case//43 EU-nivå//NN|UTR|SIN|IND|NOM//obl//41 .//MAD//punct//20
Slutord;Det//DT|NEU|SIN|DEF//det//2 andra//RO|NOM//amod//2 synsättet//NN|NEU|SIN|DEF|NOM//nsubj//45 är//VB|PRS|AKT//cop//2 inte//AB//advmod//3 att//SN//mark//10 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//10 bara//AB//advmod//10 är//VB|PRS|AKT//cop//10 att//IE//mark//10 köra//VB|INF|AKT//ccomp//3 på//PL//case//10 .//MAD//punct//2
Slutord;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//14 är//VB|PRS|AKT//cop//45 att//SN//mark//20 vi//PN|UTR|PLU|DEF|SUB//nsubj//20 inte//AB//advmod//20 kan//VB|PRS|AKT//aux//20 vara//VB|INF|AKT//cop//20 säkra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ccomp//14 på//PP//mark//25 vad//HP|NEU|SIN|IND//dislocated//25 som//HP|-|-|-//nsubj//25 är//VB|PRS|AKT//cop//25 möjligt//JJ|POS|NEU|SIN|IND|NOM//advcl//20 och//KN//cc//27 omöjligt//JJ|POS|NEU|SIN|IND|NOM//conj//25 .//MID//punct//20
Slutord;Tesen//NN|UTR|SIN|DEF|NOM//nsubj//38 om//PP//case//32 demokratins//NN|UTR|SIN|DEF|GEN//nmod:poss//32 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//29 av//PP//case//35 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//35 gemenskap//NN|UTR|SIN|IND|NOM//nmod//32 är//VB|PRS|AKT//cop//38 antingen//KN//cc//38 truistisk//JJ|POS|UTR|SIN|IND|NOM//conj//20 eller//KN//cc//40 diskutabel//JJ|POS|UTR|SIN|IND|NOM//conj//38 .//MID//punct//14
Slutord;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//45 är//VB|PRS|AKT//cop//45 inte//AB//advmod//45 säkert//JJ|POS|NEU|SIN|IND|NOM//ROOT//45 att//SN//mark//59 den//DT|UTR|SIN|DEF//det//49 gemensamma//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//49 identitet//NN|UTR|SIN|IND|NOM//nsubj//59 ,//MID//punct//49 som//HP|-|-|-//nsubj//52 bär//VB|PRS|AKT//acl:relcl//49 upp//PL//compound:prt//52 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//55 demokratier//NN|UTR|PLU|IND|NOM//obj//52 ,//MID//punct//49 är//VB|PRS|AKT//cop//59 så//AB//advmod//59 märkvärdig//JJ|POS|UTR|SIN|IND|NOM//csubj//45 att//SN//mark//63 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//63 är//VB|PRS|AKT//cop//63 otänkbar//JJ|POS|UTR|SIN|IND|NOM//acl//59 på//PP//case//66 europeisk//JJ|POS|UTR|SIN|IND|NOM//amod//66 nivå//NN|UTR|SIN|IND|NOM//obl//63 .//MID//punct//45
Slutord;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//71 är//VB|PRS|AKT//cop//71 inte//AB//advmod//71 säkert//JJ|POS|NEU|SIN|IND|NOM//parataxis//45 att//SN//mark//76 institutioner//NN|UTR|PLU|IND|NOM//nsubj:pass//76 nödvändigtvis//AB//advmod//76 måste//VB|PRS|AKT//aux//76 anpassas//VB|INF|SFO//csubj//71 till//PP//case//79 rådande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//79 identiteter//NN|UTR|PLU|IND|NOM//obl//76 .//MAD//punct//71
Slutord;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//85 är//VB|PRS|AKT//cop//85 ,//MID//punct//85 kort//AB//advmod//85 sagt//PC|PRF|NEU|SIN|IND|NOM//conj//71 ,//MID//punct//88 inte//AB//advmod//88 säkert//JJ|POS|NEU|SIN|IND|NOM//conj//85 att//SN//mark//91 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//91 finns//VB|PRS|SFO//csubj//85 nödvändigheter//NN|UTR|PLU|IND|NOM//nsubj//91 och//KN//cc//94 omöjligheter//NN|UTR|PLU|IND|NOM//conj//92 .//MAD//punct//85
Slutord;Vilket//HP|NEU|SIN|IND//discourse//101 ,//MID//punct//96 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//101 har//VB|PRS|AKT//aux//101 ju//AB//advmod//101 framgått//VB|SUP|AKT//advcl//106 ,//MID//punct//106 är//VB|PRS|AKT//cop//106 min//PS|UTR|SIN|DEF//nmod:poss//106 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//106 syn//NN|UTR|SIN|IND|NOM//conj//85 .//MAD//punct//85
Slutord;Jag//PN|UTR|SIN|DEF|SUB//nsubj//3 kan//VB|PRS|AKT//aux//3 inte//AB//advmod//3 motstå//VB|INF|AKT//ROOT//3 frestelsen//NN|UTR|SIN|DEF|NOM//obj//3 att//IE//mark//6 påpeka//VB|INF|AKT//xcomp//3 ,//MID//punct//6 att//SN//mark//10 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//10 ser//VB|PRS|AKT//ccomp//6 ut//PL//compound:prt//10 som//KN//case//15 ännu//AB//advmod//14 en//DT|UTR|SIN|IND//det//15 variation//NN|UTR|SIN|IND|NOM//obl//10 på//PP//case//20 det//DT|NEU|SIN|DEF//det//19 eviga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//19 temat//NN|NEU|SIN|DEF|NOM//nmod:poss//20 determinism//NN|UTR|SIN|IND|NOM//nmod//15 kontra//PP//amod//22 voluntarism//NN|UTR|SIN|IND|NOM//obl//10 .//MAD//punct//3
Slutord;Å//PP//nummod//26 ena//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//26 sidan//NN|UTR|SIN|DEF|NOM//obl//3 ,//MID//punct//32 som//HP|-|-|-//case//32 i//PP//case//32 marxismens//NN|UTR|SIN|DEF|GEN//nmod:poss//32 historiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//32 materialism//NN|UTR|SIN|IND|NOM//appos//26 eller//KN//cc//38 den//DT|UTR|SIN|DEF//det//36 internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//36 politikens//NN|UTR|SIN|DEF|GEN//nmod:poss//38 realpolitiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//38 tradition//NN|UTR|SIN|IND|NOM//conj//32 ,//MID//punct//40 uppfattningen//NN|UTR|SIN|DEF|NOM//conj//32 att//SN//mark//45 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//43 förhållanden//NN|NEU|PLU|IND|NOM//nsubj//45 radikalt//AB|POS//advmod//45 begränsar//VB|PRS|AKT//acl//40 vår//PS|UTR|SIN|DEF//nmod:poss//47 handlingsfrihet//NN|UTR|SIN|IND|NOM//obj//45 .//MAD//punct//32
Slutord;Å//PP//nummod//52 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//fixed//49 sidan//NN|UTR|SIN|DEF|NOM//fixed//49 skepsis//NN|UTR|SIN|IND|NOM//conj//26 mot//PP//case//57 de//DT|UTR/NEU|PLU|DEF//det//56 deterministiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 tesernas//NN|UTR|PLU|DEF|GEN//nmod:poss//57 hållbarhet//NN|UTR|SIN|IND|NOM//nmod//52 och//KN//cc//61 en//DT|UTR|SIN|IND//expl//61 därmed//AB//advmod//61 förknippad//PC|PRF|UTR|SIN|IND|NOM//conj//3 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//63 optimism//NN|UTR|SIN|IND|NOM//obj//61 om//PP//case//65 möjligheterna//NN|UTR|PLU|DEF|NOM//nmod//63 att//IE//mark//67 förändra//VB|INF|AKT//acl//65 saker//NN|UTR|PLU|IND|NOM//obj//67 och//KN//cc//70 ting//NN|NEU|PLU|IND|NOM//conj//68 .//MAD//punct//3

Medborgarinflytandet över EU;Kerstin//PM|NOM//ROOT//0 Jacobsson//PM|NOM//flat:name//0 ,//MID//punct//0 fil//NN|AN//conj//0 .//MID//punct//0
Medborgarinflytandet över EU;dr//NN|AN//conj//0 ,//MID//punct//7 Linköping//PM|NOM//conj//5
Medborgarinflytandet över EU;Delade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//1 meningar//NN|UTR|PLU|IND|NOM//nsubj//10 om//PP//mark//5 vad//HP|NEU|SIN|IND//obj//5 demokratin//NN|UTR|SIN|DEF|NOM//nsubj//5 innebär//VB|PRS|AKT//acl//1 och//KN//cc//7 kräver//VB|PRS|AKT//conj//5 är//VB|PRS|AKT//cop//10 en//DT|UTR|SIN|IND//det//10 del//NN|UTR|SIN|IND|NOM//ROOT//10 av//PP//case//12 demokratin//NN|UTR|SIN|DEF|NOM//nmod//10 .//MAD//punct//10
Medborgarinflytandet över EU;Demokratin//NN|UTR|SIN|DEF|NOM//nsubj//17 är//VB|PRS|AKT//cop//17 ett//DT|NEU|SIN|IND//det//17 pågående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//10 –//RG|NOM//punct//20 och//KN//cc//20 oavslutat//JJ|POS|NEU|SIN|IND|NOM//conj//17 –//RG|NOM//punct//22 projekt//NN|NEU|PLU|IND|NOM//xcomp//20 .//MAD//punct//17
Medborgarinflytandet över EU;Medan//SN//mark//28 etablerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//26 makthavare//NN|UTR|PLU|IND|NOM//nsubj//28 lätt//AB|POS//advmod//28 betraktar//VB|PRS|AKT//advcl//35 demokrati//NN|UTR|SIN|IND|NOM//obj//28 som//HP|-|-|-//obj//33 något//PN|NEU|SIN|IND|SUB/OBJ//nsubj//33 redan//AB//advmod//33 uppnått//VB|SUP|AKT//acl:relcl//29 ,//MID//punct//35 blir//VB|PRS|AKT//conj//17 denna//DT|UTR|SIN|DEF//det//37 tolkning//NN|UTR|SIN|IND|NOM//nsubj//35 ifrågasatt//PC|PRF|UTR|SIN|IND|NOM//acl//37 av//PP//case//42 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 sociala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 aktörer//NN|UTR|PLU|IND|NOM//obl:agent//38 och//KN//cc//44 rörelser//NN|UTR|PLU|IND|NOM//conj//42 som//HP|-|-|-//nsubj//46 hävdar//VB|PRS|AKT//acl:relcl//44 att//SN//mark//49 demokratin//NN|UTR|SIN|DEF|NOM//nsubj//49 återstår//VB|PRS|AKT//ccomp//46 att//IE//mark//51 skapa//VB|INF|AKT//xcomp//49 .//MAD//punct//35
Medborgarinflytandet över EU;Drivkraften//NN|UTR|SIN|DEF|NOM//xcomp//35 i//PP//case//57 denna//DT|UTR|SIN|DEF//det//56 demokratins//NN|UTR|SIN|DEF|GEN//nmod:poss//57 omtolknings-//NN|UTR|-|-|SMS//nmod//53 och//KN//cc//59 förändringsprocess//NN|UTR|SIN|IND|NOM//conj//57 har//VB|PRS|AKT//aux//61 varit//VB|SUP|AKT//conj//17 –//RG|NOM//punct//17 och//KN//cc//67 är//VB|PRS|AKT//cop//67 –//RG|NOM//punct//67 sociala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//67 konflikter//NN|UTR|PLU|IND|NOM//conj//17 .//MID//punct//17
Medborgarinflytandet över EU;"Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//71 är//VB|PRS|AKT//cop//71 svårt//JJ|POS|NEU|SIN|IND|NOM//conj//17 att//IE//mark//73 tänka//VB|INF|AKT//csubj//71 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//73 ett//DT|NEU|SIN|IND//det//76 slut//NN|NEU|SIN|IND|NOM//obj//73 på//PP//case//79 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//79 konflikter//NN|UTR|PLU|IND|NOM//obl//73 ;//MID//punct//71"
Medborgarinflytandet över EU;ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//86 ,//MID//punct//83 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//81 och//KN//cc//85 kulturella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//86 förändringar//NN|UTR|PLU|IND|NOM//nsubj//87 gör//VB|PRS|AKT//parataxis//71 att//SN//mark//92 krav//NN|NEU|PLU|IND|NOM//nsubj//92 på//PP//case//91 demokratisering//NN|UTR|SIN|IND|NOM//nmod//89 är//VB|PRS|AKT//ccomp//87 att//IE//mark//94 förvänta//VB|INF|AKT//xcomp//92 också//AB//advmod//94 i//PP//case//98 de//DT|UTR/NEU|PLU|DEF//det//98 länder//NN|NEU|PLU|IND|NOM//obl//94 som//HP|-|-|-//nsubj//100 brukar//VB|PRS|AKT//acl:relcl//98 klassificeras//VB|INF|SFO//xcomp//100 som//KN//mark//103 demokratiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//101 .//MAD//punct//71
Medborgarinflytandet över EU;Vi//PN|UTR|PLU|DEF|SUB//nsubj//111 kan//VB|PRS|AKT//aux//111 med//PP//case//109 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//109 ord//NN|NEU|PLU|IND|NOM//obl//111 inte//AB//advmod//111 förutsätta//VB|INF|AKT//parataxis//71 att//SN//mark//115 sociala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//114 konflikter//NN|UTR|PLU|IND|NOM//nsubj:pass//115 saknas//VB|PRS|SFO//ccomp//111 ,//MID//punct//121 eller//KN//cc//121 att//SN//mark//121 medborgarna//NN|UTR|PLU|DEF|NOM//nsubj//121 är//VB|PRS|AKT//cop//121 överens//PL//conj//115 om//PP//mark//128 vilka//HD|UTR/NEU|PLU|IND//det//125 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//125 målsättningar//NN|UTR|PLU|IND|NOM//dislocated//128 vi//PN|UTR|PLU|DEF|SUB//nsubj//128 ska//VB|PRS|AKT//aux//128 ha//VB|INF|AKT//advcl//121 i//PP//case//130 samhället//NN|NEU|SIN|DEF|NOM//obl//128 .//MAD//punct//71
Medborgarinflytandet över EU;Vi//PN|UTR|PLU|DEF|SUB//nsubj//136 kan//VB|PRS|AKT//aux//136 därför//AB//advmod//136 inte//AB//advmod//136 förutsätta//VB|INF|AKT//parataxis//71 att//SN//mark//145 frågan//NN|UTR|SIN|DEF|NOM//nsubj//145 om//PP//case//141 demokratins//NN|UTR|SIN|DEF|GEN//nmod:poss//141 spelregler//NN|UTR|PLU|IND|NOM//nmod//138 idag//AB//advmod//145 är//VB|PRS|AKT//cop//145 mindre//AB|KOM//advmod//145 relevant//JJ|POS|NEU|SIN|IND|NOM//ccomp//136 än//KN//mark//147 tidigare//AB|KOM//acl//145 .//MAD//punct//71

Effektiviteten i fokus;sakresultat//NN|NEU|SIN|IND|NOM//ROOT//0 som//HP|-|-|-//obj//3 politiken//NN|UTR|SIN|DEF|NOM//nsubj//3 leder//VB|PRS|AKT//acl:relcl//0 till//PP//compound:prt//3 ,//MID//punct//0 inte//AB//advmod//9 hur//HA//advmod//9 beslutsskapandet//NN|NEU|SIN|DEF|NOM//nsubj//9 går//VB|PRS|AKT//advcl//0 till//PL//compound:prt//9 .//MID//punct//0
Effektiviteten i fokus;Några//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//13 går//VB|PRS|AKT//conj//0 så//AB//advmod//15 långt//AB|POS//advmod//13 som//HA//mark//18 att//IE//mark//18 hävda//VB|INF|AKT//advcl//13 att//SN//mark//24 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 frågor//NN|UTR|PLU|IND|NOM//nsubj:pass//24 inte//AB//advmod//24 behöver//VB|PRS|AKT//aux//24 legitimeras//VB|INF|SFO//ccomp//18 demokratiskt//AB|POS//advmod//24 utan//KN//mark//30 i//PP//advmod//30 stället//NN|NEU|SIN|DEF|NOM//fixed//27 kan//VB|PRS|AKT//aux//30 legitimeras//VB|INF|SFO//advcl//13 genom//PP//case//33 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//33 effektivitet//NN|UTR|SIN|IND|NOM//obl//30 .//MAD//punct//13
Effektiviteten i fokus;Ett//DT|NEU|SIN|IND//det//37 välkänt//PC|PRF|NEU|SIN|IND|NOM//amod//37 exempel//NN|NEU|SIN|IND|NOM//appos//13 ,//MID//punct//37 som//HP|-|-|-//nsubj//40 fått//VB|SUP|AKT//acl:relcl//37 stort//JJ|POS|NEU|SIN|IND|NOM//amod//42 genomslag//NN|NEU|SIN|IND|NOM//obj//40 i//PP//case//46 den//DT|UTR|SIN|DEF//det//46 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//46 diskussionen//NN|UTR|SIN|DEF|NOM//obl//40 ,//MID//punct//52 är//VB|PRS|AKT//cop//52 den//DT|UTR|SIN|DEF//det//51 italienske//JJ|POS|MAS|SIN|DEF|NOM//amod//51 statsvetaren//NN|UTR|SIN|DEF|NOM//nmod//52 Majone//PM|NOM//conj//13 .//MID//punct//13
Effektiviteten i fokus;Han//PN|UTR|SIN|DEF|SUB//nsubj//55 menar//VB|PRS|AKT//conj//0 att//SN//mark//59 vad//HP|NEU|SIN|IND//obj//59 han//PN|UTR|SIN|DEF|SUB//nsubj//59 benämner//VB|PRS|AKT//ccomp//55 regulativ//JJ|POS|UTR|SIN|IND|NOM//iobj//59 politik//NN|UTR|SIN|IND|NOM//obj//59 ,//MID//punct//63 politik//NN|UTR|SIN|IND|NOM//conj//59 som//HP|-|-|-//mark//66 i//PP//case//66 EU//PM|NOM//nmod//63 ://MID//punct//70 s//JJ|AN//advmod//70 fall//NN|NEU|SIN|IND|NOM//fixed//68 handlar//VB|PRS|AKT//conj//59 om//PP//mark//73 att//IE//mark//73 upprätta//VB|INF|AKT//advcl//70 den//DT|UTR|SIN|DEF//det//76 inre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//76 marknaden//NN|UTR|SIN|DEF|NOM//obj//73 men//KN//cc//80 också//AB//advmod//80 att//IE//mark//80 sätta//VB|INF|AKT//conj//70 gränser//NN|UTR|PLU|IND|NOM//obj//80 för//PP//case//83 denna//PN|UTR|SIN|DEF|SUB/OBJ//obl//80 ,//MID//punct//86 som//KN//case//86 konkurrenslagstiftning//NN|UTR|SIN|IND|NOM//appos//80 ,//MID//punct//88 miljölagstiftning//NN|UTR|SIN|IND|NOM//conj//86 etc//AB|AN//conj//86 ,//MID//punct//94 inte//AB//advmod//94 är//VB|PRS|AKT//cop//94 politiskt//AB|POS//advmod//94 kontroversiell//JJ|POS|UTR|SIN|IND|NOM//conj//70 och//KN//cc//98 därför//AB//advmod//98 kan//VB|PRS|AKT//aux//98 skötas//VB|INF|SFO//conj//94 på//PP//case//101 överstatlig//JJ|POS|UTR|SIN|IND|NOM//amod//101 nivå//NN|UTR|SIN|IND|NOM//obl//98 utan//PP//case//104 demokratisk//JJ|POS|UTR|SIN|IND|NOM//amod//104 legitimering//NN|UTR|SIN|IND|NOM//obl//98 .//MAD//punct//70
Effektiviteten i fokus;Enligt//PP//case//107 honom//PN|UTR|SIN|DEF|OBJ//obl//108 vinner//VB|PRS|AKT//parataxis//70 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//obj//108 på//PP//case//112 den//DT|UTR|SIN|DEF//det//112 typen//NN|UTR|SIN|DEF|NOM//obl//108 av//PP//case//114 reglering//NN|UTR|SIN|IND|NOM//nmod//112 och//KN//cc//116 effektiviteten//NN|UTR|SIN|DEF|NOM//conj//114 kan//VB|PRS|AKT//aux//119 därför//AB//advmod//119 få//VB|INF|AKT//conj//55 företräde//NN|NEU|SIN|IND|NOM//obj//119 framför//PP//case//122 demokratin//NN|UTR|SIN|DEF|NOM//obl//119 .//MAD//punct//55
Effektiviteten i fokus;Andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//125 frågor//NN|UTR|PLU|IND|NOM//nsubj//148 ,//MID//punct//125 vad//HP|NEU|SIN|IND//obj//129 Majone//PM|NOM//nsubj//129 kallar//VB|PRS|AKT//acl:relcl//125 omfördelande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//131 politik//NN|UTR|SIN|IND|NOM//obj//129 ,//MID//punct//133 politik//NN|UTR|SIN|IND|NOM//conj//125 som//HP|-|-|-//nsubj//135 syftar//VB|PRS|AKT//acl:relcl//133 till//PP//case//137 omfördelning//NN|UTR|SIN|IND|NOM//obl//135 av//PP//case//139 resurser//NN|UTR|PLU|IND|NOM//nmod//137 mellan//PP//case//141 grupper//NN|UTR|PLU|IND|NOM//nmod//137 eller//KN//cc//143 regioner//NN|UTR|PLU|IND|NOM//conj//141 är//VB|PRS|AKT//cop//148 däremot//AB//advmod//148 mer//AB|KOM//advmod//147 politiskt//AB|POS//advmod//148 kontroversiell//JJ|POS|UTR|SIN|IND|NOM//parataxis//55 och//KN//cc//150 kräver//VB|PRS|AKT//conj//148 en//DT|UTR|SIN|IND//det//153 demokratisk//JJ|POS|UTR|SIN|IND|NOM//amod//153 legitimering//NN|UTR|SIN|IND|NOM//obj//150 .//MAD//punct//156
Effektiviteten i fokus;"Denna//DT|UTR|SIN|DEF//det//156 typ//NN|UTR|SIN|IND|NOM//nsubj//163 av//PP//case//158 politik//NN|UTR|SIN|IND|NOM//nmod//156 är//VB|PRS|AKT//cop//163 enligt//PP//case//161 Majone//PM|NOM//obl//159 ett//DT|NEU|SIN|IND//det//163 nollsummespel//NN|NEU|SIN|IND|NOM//conj//55 ;//MID//punct//163"
Effektiviteten i fokus;här//AB//advmod//166 finns//VB|PRS|SFO//conj//55 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//166 vinnare//NN|UTR|PLU|IND|NOM//nsubj//166 på//PP//case//171 andras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//171 bekostnad//NN|UTR|SIN|IND|NOM//nmod//168 .//MAD//punct//166
Effektiviteten i fokus;Därför//AB//advmod//174 tror//VB|PRS|AKT//parataxis//166 inte//AB//advmod//174 Majone//PM|NOM//nsubj//174 på//PP//case//180 en//DT|UTR|SIN|IND//det//180 övernationell//JJ|POS|UTR|SIN|IND|NOM//amod//180 välfärdsstat//NN|UTR|SIN|IND|NOM//obl//174 ,//MID//punct//187 men//KN//cc//187 väl//AB//advmod//187 på//PP//case//187 ett//DT|NEU|SIN|IND//det//187 överstatligt//JJ|POS|NEU|SIN|IND|NOM//amod//187 EU//PM|NOM//conj//174 som//HP|-|-|-//nsubj//189 reglerar//VB|PRS|AKT//acl:relcl//187 en//DT|UTR|SIN|IND//det//192 stor//JJ|POS|UTR|SIN|IND|NOM//amod//192 del//NN|UTR|SIN|IND|NOM//obj//189 av//PP//case//195 de//DT|UTR/NEU|PLU|DEF//det//195 politikområden//NN|NEU|PLU|IND|NOM//obl//189 som//HP|-|-|-//case//199 –//PAD//punct//199 trots//PP//case//199 allt//PN|NEU|SIN|IND|SUB/OBJ//obl//189 ,//MID//punct//201 menar//VB|PRS|AKT//conj//55 jag//PN|UTR|SIN|DEF|SUB//nsubj//201 –//RG|NOM//punct//204 påverkar//VB|PRS|AKT//conj//55 människors//NN|UTR|PLU|IND|GEN//nmod:poss//206 liv//NN|NEU|PLU|IND|NOM//obj//204 .//MAD//punct//55
Effektiviteten i fokus;Man//PN|UTR|SIN|IND|SUB//nsubj//210 kan//VB|PRS|AKT//aux//210 tolka//VB|INF|AKT//conj//55 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//210 Majone//PM|NOM//nsubj//213 förespråkar//VB|PRS|AKT//advcl//210 som//KN//case//217 en//DT|UTR|SIN|IND//det//217 gigantisk//JJ|POS|UTR|SIN|IND|NOM//amod//217 avpolitisering//NN|UTR|SIN|IND|NOM//obl//213 av//PP//case//220 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//220 politikområden//NN|NEU|PLU|IND|NOM//nmod//217 .//MAD//punct//210
Effektiviteten i fokus;Dessa//DT|UTR/NEU|PLU|DEF//det//223 frågor//NN|UTR|PLU|IND|NOM//nsubj:pass//224 delegeras//VB|PRS|SFO//parataxis//210 bort//PL//advmod//224 från//PP//case//228 folkvalda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//228 församlingar//NN|UTR|PLU|IND|NOM//obl//224 till//PP//case//231 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//231 ”//PAD//obl//224 oberoende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//234 ”//PAD//punct//234 organ//NN|NEU|PLU|IND|NOM//obl//224 ,//MID//punct//234 eller//KN//cc//239 med//PP//case//238 Majones//PM|GEN//nmod:poss//239 ordval//NN|NEU|PLU|IND|NOM//conj//234 ,//MID//punct//243 till//PP//case//243 reglerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//243 myndigheter//NN|UTR|PLU|IND|NOM//conj//234 .//MAD//punct//210
