4WFOTL  LPE  GÚS   CPMBHTTUZSOJOH ;&//KN|AN//cc//2 ÚRSLAG//JJ|POS|UTR/NEU|SIN|DEF|NOM//mark//2 FRÍN//PM|NOM//ROOT//2 +//MID//cc//4 ODGRUPPEN//PM|NOM//conj//2
2.1 Den angloamerikanska respektive kontinentaleuropeiska modellen;Styrelsen//NN|UTR|SIN|DEF|NOM//nsubj//73 har//VB|PRS|AKT//parataxis//18 således//AB//advmod//73 i//PP//case//76 praktiken//NN|UTR|SIN|DEF|NOM//obl//73 också//AB//advmod//73 en//DT|UTR|SIN|IND//det//80 verkställande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//80 funktion//NN|UTR|SIN|IND|NOM//obj//73 ,//MID//punct//82 låt//VB|IMP|AKT//conj//73 vara//VB|INF|AKT//obj//82 att//SN//mark//89 ansvaret//NN|NEU|SIN|DEF|NOM//nsubj:pass//89 för//PP//case//87 detta//PN|NEU|SIN|DEF|SUB/OBJ//det//89 normalt//AB|POS//advmod//89 vilar//VB|PRS|AKT//ccomp//82 på//PP//case//96 en//DT|UTR|SIN|IND//det//95 inom//PP//case//93 styrelsen//NN|UTR|SIN|DEF|NOM//obl//94 utsedd//PC|PRF|UTR|SIN|IND|NOM//amod//95 managing//UO//nmod//96 director//UO//obl//89 .//MAD//punct//18
2.1 Den angloamerikanska respektive kontinentaleuropeiska modellen;Traditionellt//AB|POS//advmod//1 har//VB|PRS|AKT//ROOT//1 styrelseledamöter//NN|UTR|PLU|IND|NOM//nsubj//1 i//PP//case//5 brittiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 börsbolag//NN|NEU|PLU|IND|NOM//obl//1 i//PP//case//8 stor//JJ|POS|UTR|SIN|IND|NOM//amod//8 utsträckning//NN|UTR|SIN|IND|NOM//nmod//5 rekryterats//VB|SUP|SFO//advcl//1 ur//PP//case//12 bolagets//NN|NEU|SIN|DEF|GEN//nmod:poss//12 ledning//NN|UTR|SIN|IND|NOM//obl//9 ,//MID//punct//12 s.k.//AB|AN//amod//16 executive//UO//amod//16 directors//UO//conj//12 .//MAD//punct//1
2.1 Den angloamerikanska respektive kontinentaleuropeiska modellen;Corporate//PM|NOM//nmod:poss//19 governance-debatten//NN|UTR|SIN|DEF|NOM//nsubj//20 har//VB|PRS|AKT//aux//25 emellertid//AB//advmod//20 på//PP//case//24 denna//DT|UTR|SIN|DEF//det//24 punkt//NN|UTR|SIN|IND|NOM//obl//25 lett//VB|SUP|AKT//parataxis//1 till//PP//case//28 successiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 skärpningar//NN|UTR|PLU|IND|NOM//obl//25 i//PP//case//30 regelverket//NN|NEU|SIN|DEF|NOM//nmod//28 och//KN//cc//34 en//DT|UTR|SIN|IND//det//34 ändrad//PC|PRF|UTR|SIN|IND|NOM//amod//34 praxis//NN|UTR|SIN|IND|NOM//conj//30 .//MAD//punct//1
2.1 Den angloamerikanska respektive kontinentaleuropeiska modellen;Idag//AB//advmod//37 föreskriver//VB|PRS|AKT//parataxis//1 den//DT|UTR|SIN|DEF//det//40 brittiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//40 corporate//PM|NOM//nmod:poss//41 governance-koden//NN|UTR|SIN|DEF|NOM//obj//37 (//PAD//punct//41 Combined//PM|NOM//compound//44 Code//PM|NOM//appos//41 )//PAD//punct//41 att//SN//mark//54 en//DT|UTR|SIN|IND//det//48 majoritet//NN|UTR|SIN|IND|NOM//nsubj//54 av//PP//case//50 styrelseledamöterna//NN|UTR|PLU|DEF|NOM//nmod//48 skall//VB|PRS|AKT//aux//54 vara//VB|INF|AKT//cop//54 ”//PAD//punct//54 non-executives//NN|UTR|SIN|IND|NOM//ccomp//37 ”//RG|NOM//punct//54 ,//MID//punct//54 dvs.//AB|AN//advmod//59 inte//AB//advmod//59 ingå//VB|INF|AKT//acl:relcl//54 i//PP//case//61 bolagsledningen//NN|UTR|SIN|DEF|NOM//obl//59 .//MAD//punct//1
2.1 Den angloamerikanska respektive kontinentaleuropeiska modellen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 finns//VB|PRS|SFO//ROOT//1 i//PP//case//3 Storbritannien//PM|NOM//obl//1 inte//AB//advmod//1 någon//DT|UTR|SIN|IND//det//7 lagstadgad//PC|PRF|UTR|SIN|IND|NOM//amod//7 rätt//NN|UTR|SIN|IND|NOM//nsubj//1 till//PP//case//9 styrelserepresentation//NN|UTR|SIN|IND|NOM//obl//1 för//PP//case//11 anställda//NN|UTR|PLU|IND|NOM//nmod//9 .//MAD//punct//1
2.1 Den angloamerikanska respektive kontinentaleuropeiska modellen;Karakteristiskt//JJ|POS|NEU|SIN|IND|NOM//ROOT//0 för//PP//case//5 den//DT|UTR|SIN|DEF//det//5 dualistiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//5  //_SP////3 ledningsmodellen//NN|UTR|SIN|DEF|NOM//nmod//0 ,//MID//punct//12 med//PP//mark//12 vilken//HP|UTR|SIN|IND//obl//12 framför//PP//advmod//11 allt//PN|NEU|SIN|IND|SUB/OBJ//fixed//9 Tyskland//PM|NOM//nsubj//12 brukar//VB|PRS|AKT//conj//0 förknippas//VB|INF|SFO//xcomp//12 ,//MID//punct//0 är//VB|PRS|AKT//cop//0 att//SN//mark//18 ledningsfunktionen//NN|UTR|SIN|DEF|NOM//nsubj:pass//18 delats//VB|SUP|SFO//ccomp//15 upp//PL//compound:prt//18 på//PP//case//22 två//RG|NOM//nummod//22 bolagsorgan//NN|NEU|PLU|IND|NOM//obl//18 –//PAD//punct//26 ett//DT|NEU|SIN|IND//det//26 övervakande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//26 organ//NN|NEU|SIN|IND|NOM//appos//22 (//PAD//punct//26 Aufsichtsrat//PM|NOM//appos//26 )//PAD//punct//26 och//KN//cc//33 ett//DT|NEU|SIN|IND//det//33 verkställande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//33 organ//NN|NEU|SIN|IND|NOM//conj//22 (//PAD//punct//33 Vorstand//PM|NOM//appos//33 )//PAD//punct//33 .//MAD//punct//0
2.1 Den angloamerikanska respektive kontinentaleuropeiska modellen;Bolagsstämman//NN|UTR|SIN|DEF|NOM//nsubj//5 är//VB|PRS|AKT//cop//5 bolagets//NN|NEU|SIN|DEF|GEN//nmod:poss//5 högsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//5 beslutande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 organ//NN|NEU|SIN|IND|NOM//nsubj//41 .//MAD//punct//5
2.1 Den angloamerikanska respektive kontinentaleuropeiska modellen;Stämman//NN|UTR|SIN|DEF|NOM//appos//5 utser//VB|PRS|AKT//conj//5 Aufsichtsrat//PM|NOM//obj//8 ,//MID//punct//5 vilken//HP|UTR|SIN|IND//nsubj//15 i//PP//case//14 sin//PS|UTR|SIN|DEF//nmod:poss//14 tur//NN|UTR|SIN|IND|NOM//obl//15 utser//VB|PRS|AKT//acl:relcl//5 Vorstand//PM|NOM//obj//15 ,//MID//punct//5 men//KN//cc//20 stämman//NN|UTR|SIN|DEF|NOM//nsubj//20 har//VB|PRS|AKT//conj//5 ytterst//AB|SUV//advmod//22 begränsade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//23 möjligheter//NN|UTR|PLU|IND|NOM//obj//20 att//IE//mark//29 genom//PP//case//26 beslut//NN|NEU|PLU|IND|NOM//obl//29 eller//KN//cc//28 riktlinjer//NN|UTR|PLU|IND|NOM//conj//26 påverka//VB|INF|AKT//acl//23 ledningsorganens//NN|NEU|PLU|DEF|GEN//nmod:poss//31 verksamhet//NN|UTR|SIN|IND|NOM//obj//29 .//MAD//punct//5
2.1 Den angloamerikanska respektive kontinentaleuropeiska modellen;Utmärkande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//5 för//PP//case//37 den//DT|UTR|SIN|DEF//det//37 dualistiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//37 ledningsorganisationen//NN|UTR|SIN|DEF|NOM//nmod//33 är//VB|PRS|AKT//cop//41 den//DT|UTR|SIN|DEF//det//41 stränga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//41 funktionsfördelningen//NN|UTR|SIN|DEF|NOM//nsubj//51 mellan//PP//case//43 Aufsichtsrat//PM|NOM//nmod//41 och//KN//cc//45 Vorstand//PM|NOM//conj//43 .//MID//punct//41
2.1 Den angloamerikanska respektive kontinentaleuropeiska modellen;Det//DT|NEU|SIN|DEF//det//49 centrala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//49 ledningsorganet//NN|NEU|SIN|DEF|NOM//nsubj//51 är//VB|PRS|AKT//cop//51 Vorstand//PM|NOM//ROOT//51 ,//MID//punct//51 som//HP|-|-|-//nsubj//58 på//PP//case//56 eget//JJ|POS|NEU|SIN|IND/DEF|NOM//amod//56 ansvar//NN|NEU|SIN|IND|NOM//obl//58 skall//VB|PRS|AKT//aux//58 sköta//VB|INF|AKT//acl:relcl//51 förvaltningen//NN|UTR|SIN|DEF|NOM//obj//58 av//PP//case//61 bolaget//NN|NEU|SIN|DEF|NOM//nmod//59 .//MAD//punct//51
2.1 Den angloamerikanska respektive kontinentaleuropeiska modellen;Aufsichtsrat//NN|NEU|SIN|DEF|NOM//advmod//65 skall//VB|PRS|AKT//aux//65 övervaka//VB|INF|AKT//parataxis//51 Vorstands//PM|GEN//nmod:poss//67 arbete//NN|NEU|SIN|IND|NOM//obj//65 och//KN//cc//75 kan//VB|PRS|AKT//aux//75 endast//AB//advmod//75 i//PP//case//74 mycket//AB|POS//advmod//73 begränsad//PC|PRF|UTR|SIN|IND|NOM//amod//74 utsträckning//NN|UTR|SIN|IND|NOM//obl//75 ingripa//VB|INF|AKT//conj//65 i//PP//case//79 den//DT|UTR|SIN|DEF//det//79 direkta//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//79 ledningen//NN|UTR|SIN|DEF|NOM//obl//75 av//PP//case//81 bolaget//NN|NEU|SIN|DEF|NOM//nmod//79 .//MID//punct//65
2.1 Den angloamerikanska respektive kontinentaleuropeiska modellen;Dessutom//AB//advmod//84 förbjuder//VB|PRS|AKT//conj//65 lagen//NN|UTR|SIN|DEF|NOM//nsubj//84 att//SN//mark//91 en//DT|UTR|SIN|IND//det//90 och//KN//fixed//87 samma//DT|UTR/NEU|SIN/PLU|IND//amod//90 person//NN|UTR|SIN|IND|NOM//nsubj//91 ingår//VB|PRS|AKT//ccomp//84 i//PP//case//94 båda//JJ|POS|UTR/NEU|SIN|DEF|NOM//det//94 ledningsorganen//NN|UTR|SIN|DEF|NOM//obl//91 .//MAD//punct//65
2.1 Den angloamerikanska respektive kontinentaleuropeiska modellen;I//PP//case//2 tysk//JJ|POS|UTR|SIN|IND|NOM//amod//2 lag//NN|UTR|SIN|IND|NOM//obl//3 finns//VB|PRS|SFO//ROOT//3 också//AB//advmod//3 långtgående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 regler//NN|UTR|PLU|IND|NOM//nsubj//3 om//PP//case//9 anställdas//PC|PRF|UTR/NEU|PLU|IND/DEF|GEN//amod//9 representation//NN|UTR|SIN|IND|NOM//nmod//6 i//PP//case//12 bolagets//NN|NEU|SIN|DEF|GEN//nmod:poss//12 ledning//NN|UTR|SIN|IND|NOM//nmod//9 .//MAD//punct//3
2.1 Den angloamerikanska respektive kontinentaleuropeiska modellen;I//PP//case//15 bolag//NN|NEU|PLU|IND|NOM//obl//3 med//PP//case//19 minst//AB|SUV//advmod//18 500//RG|NOM//nummod//19 anställda//NN|UTR|PLU|IND|NOM//nmod//15 skall//VB|PRS|AKT//aux//27 en//DT|UTR|SIN|IND//det//22 tredjedel//NN|UTR|SIN|IND|NOM//nsubj:pass//27 av//PP//case//24 ledamöterna//NN|UTR|PLU|DEF|NOM//nmod//22 i//PP//case//26 Aufsichtsrat//PM|NOM//nmod//24 utses//VB|PRS|SFO//punct//3 av//PP//case//30 de//DT|UTR/NEU|PLU|DEF//det//30 anställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//obl:agent//27 ,//MID//punct//30 i//PP//case//33 bolag//NN|NEU|PLU|IND|NOM//obl//27 med//PP//case//38 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//advmod//37 än//KN//fixed//35 2000//RG|NOM//nummod//38 anställda//NN|UTR|PLU|IND|NOM//nmod//33 skall//VB|PRS|AKT//aux//43 hälften//NN|UTR|SIN|DEF|NOM//nsubj:pass//43 av//PP//case//42 ledamöterna//NN|UTR|PLU|DEF|NOM//nmod//40 utses//VB|PRS|SFO//parataxis//3 av//PP//case//46 de//DT|UTR/NEU|PLU|DEF//det//46 anställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//obl:agent//43 .//MAD//punct//3
2.1 Den angloamerikanska respektive kontinentaleuropeiska modellen;De//DT|UTR/NEU|PLU|DEF//det//49 anställda//NN|UTR|PLU|IND|NOM//nsubj//50 har//VB|PRS|AKT//parataxis//3 inte//AB//advmod//50 rätt//NN|UTR|SIN|IND|NOM//obj//50 till//PP//case//54 representation//NN|UTR|SIN|IND|NOM//obl//50 i//PP//case//56 Vorstand//PM|NOM//nmod//54 .//MAD//punct//3

2.2 Den svenska corporate governance-modellen;Den//DT|UTR|SIN|DEF//det//2 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 corporate//JJ|POS|UTR/NEU|SIN|DEF|NOM//nmod:poss//3 governance-modellen//NN|UTR|SIN|DEF|NOM//nsubj:pass//8 kan//VB|PRS|AKT//aux//8 i//PP//case//7 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//7 avseenden//NN|NEU|PLU|IND|NOM//obl//8 sägas//VB|INF|SFO//ROOT//8 ligga//VB|INF|AKT//xcomp//8 någonstans//AB//advmod//9 mellan//PP//case//16 den//DT|UTR|SIN|DEF//det//16 angloamerikanska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//16 och//KN//cc//15 kontinentaleuropeiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//13 modellen//NN|UTR|SIN|DEF|NOM//nmod//10 .//MAD//punct//8
2.2 Den svenska corporate governance-modellen;De//DT|UTR/NEU|PLU|DEF//det//3 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//amod//3 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 börsbolags//NN|NEU|PLU|IND|GEN//nsubj//5 ägarstruktur//NN|UTR|SIN|IND|NOM//nsubj//5 liknar//VB|PRS|AKT//ROOT//5 mer//AB|KOM//advmod//7 de//DT|UTR/NEU|PLU|DEF//det//8 kontinentaleuropeiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obj//5 än//KN//mark//16 de//DT|UTR/NEU|PLU|DEF//det//15 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 amerikanska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 och//KN//cc//14 brittiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//12 börsbolagens//NN|NEU|PLU|DEF|GEN//nmod:poss//16 ägarstruktur//NN|UTR|SIN|IND|NOM//acl//8 .//MAD//punct//5
2.2 Den svenska corporate governance-modellen;Många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 bolag//NN|NEU|PLU|IND|NOM//nsubj//20 har//VB|PRS|AKT//parataxis//5 visserligen//AB//advmod//20 ett//DT|NEU|SIN|IND//det//25 förhållandevis//AB//advmod//24 stort//JJ|POS|NEU|SIN|IND|NOM//amod//25 antal//NN|NEU|SIN|IND|NOM//nmod//26 ägare//NN|UTR|PLU|IND|NOM//obj//20 ,//MID//punct//30 men//KN//cc//30 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//30 finns//VB|PRS|SFO//conj//5 i//PP//case//32 flertalet//NN|NEU|SIN|DEF|NOM//obl//30 av//PP//case//34 bolagen//NN|NEU|PLU|DEF|NOM//nmod//32 en//DT|UTR|SIN|IND//det//36 ägare//NN|UTR|SIN|IND|NOM//nsubj//30 eller//KN//cc//38 grupp//NN|UTR|SIN|IND|NOM//conj//36 av//PP//case//40 ägare//NN|UTR|PLU|IND|NOM//nmod//38 vars//HS|DEF//nmod:poss//42 innehav//NN|NEU|SIN|IND|NOM//nsubj//49 av//PP//case//44 aktier//NN|UTR|PLU|IND|NOM//nmod//42 och//KN//cc//46 röster//NN|UTR|PLU|IND|NOM//conj//44 är//VB|PRS|AKT//cop//49 så//AB//advmod//49 stort//JJ|POS|NEU|SIN|IND|NOM//conj//30 att//SN//mark//53 bolaget//NN|NEU|SIN|DEF|NOM//nsubj:pass//53 kan//VB|PRS|AKT//aux//53 sägas//VB|INF|SFO//ccomp//49 ha//VB|INF|AKT//xcomp//53 en//DT|UTR|SIN|IND//det//57 kontrollerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//57 ägare//NN|UTR|SIN|IND|NOM//obj//54 .//MAD//punct//64
2.2 Den svenska corporate governance-modellen;Endast//AB//advmod//63 ett//DT|NEU|SIN|IND//det//61 fåtal//NN|NEU|SIN|IND|NOM//nmod//63 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 börsbolag//NN|NEU|PLU|IND|NOM//nsubj//64 saknar//VB|PRS|AKT//conj//5 kontrollerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//66 ägare//NN|UTR|PLU|IND|NOM//obj//64 .//MAD//punct//5
2.2 Den svenska corporate governance-modellen;Förekomsten//NN|UTR|SIN|DEF|NOM//nsubj//9 av//PP//case//3 starka//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 ägare//NN|UTR|PLU|IND|NOM//nmod//0 i//PP//case//5 bolagen//NN|NEU|PLU|DEF|NOM//nmod//3 har//VB|PRS|AKT//aux//9 emellertid//AB//advmod//9 inte//AB//advmod//9 hindrat//VB|SUP|AKT//ROOT//9 framväxten//NN|UTR|SIN|DEF|NOM//obj//9 av//PP//case//16 en//DT|UTR|SIN|IND//det//16 mycket//AB|POS//advmod//14 aktiv//JJ|POS|UTR|SIN|IND|NOM//amod//16 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//16 marknad//NN|UTR|SIN|IND|NOM//nmod//10 för//PP//case//18 företagskontroll//NN|UTR|SIN|IND|NOM//nmod//16 .//MAD//punct//9
2.2 Den svenska corporate governance-modellen;I//PP//case//22 det//DT|NEU|SIN|DEF//det//22 avseendet//NN|NEU|SIN|DEF|NOM//obl//23 påminner//VB|PRS|AKT//parataxis//9 den//DT|UTR|SIN|DEF//det//26 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//26 situationen//NN|UTR|SIN|DEF|NOM//obj//23 mycker//VB|PRS|AKT//xcomp//9 mer//AB|KOM//advmod//27 om//PP//case//31 den//DT|UTR|SIN|DEF//det//31 angloamerikanska//JJ|POS|UTR/NEU|SIN|DEF|NOM//obl//27 än//KN//case//34 den//DT|UTR|SIN|DEF//det//34 kontinentaleuropeiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//nmod//31 .//MAD//punct//9
2.2 Den svenska corporate governance-modellen;Takeover-aktiviteten//NN|UTR|SIN|DEF|NOM//nsubj//43 på//PP//case//40 den//DT|UTR|SIN|DEF//det//40 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//40 aktiemarknaden//NN|UTR|SIN|DEF|NOM//nmod//36 är//VB|PRS|AKT//cop//43 snarare//AB|KOM//advmod//43 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//9 än//KN//case//47 i//PP//case//47 exempelvis//AB//advmod//47 Storbritannien//PM|NOM//obl//43 .//MAD//punct//9
2.2 Den svenska corporate governance-modellen;Den//DT|UTR|SIN|DEF//det//2 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 aktiebolagslagstiftningen//NN|UTR|SIN|DEF|NOM//nsubj//3 har//VB|PRS|AKT//ROOT//3 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//6 historiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 rötter//NN|UTR|PLU|IND|NOM//obj//3 i//PP//case//9 tysk//JJ|POS|UTR|SIN|IND|NOM//fixed//7 rätt//NN|UTR|SIN|IND|NOM//obl//3 ,//MID//punct//3 men//KN//cc//17 lagens//NN|UTR|SIN|DEF|GEN//nmod:poss//13 regler//NN|UTR|PLU|IND|NOM//nsubj//17 om//PP//case//16 bolagets//NN|NEU|SIN|DEF|GEN//nmod:poss//16 organisation//NN|UTR|SIN|IND|NOM//nmod//13 bär//VB|PRS|AKT//conj//3 inte//AB//advmod//17 den//DT|UTR|SIN|DEF//det//21 dualistiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//21 ledningsorganisationens//NN|UTR|SIN|DEF|GEN//nmod:poss//22 prägel//NN|UTR|SIN|IND|NOM//obj//17 .//MAD//punct//3
2.2 Den svenska corporate governance-modellen;Den//DT|UTR|SIN|DEF//det//26 föreskrivna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//26 ledningsorganisationen//NN|UTR|SIN|DEF|NOM//nsubj//27 ligger//VB|PRS|AKT//parataxis//3 ,//MID//punct//27 som//HP|-|-|-//nsubj//30 framgår//VB|PRS|AKT//acl:relcl//27 nedan//AB//advmod//30 ,//MID//punct//41 i//PP//case//34 grunden//NN|UTR|SIN|DEF|NOM//obl//41 närmare//AB|KOM//advmod//41 den//DT|UTR|SIN|DEF//det//41 brittiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//41 ,//MID//punct//39 monistiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//37 ,//MID//punct//41 modellen//NN|UTR|SIN|DEF|NOM//obl//30 .//MAD//punct//3
2.2 Den svenska corporate governance-modellen;Aktiebolagets//NN|NEU|SIN|DEF|GEN//nmod:poss//3 högsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//3 beslutande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//3 organ//NN|NEU|SIN|IND|NOM//nsubj//5 är//VB|PRS|AKT//cop//5 bolagsstämman//NN|UTR|SIN|DEF|NOM//ROOT//5 ,//MID//punct//11 vid//PP//case//10 vilken//HP|UTR|SIN|IND//det//10 varje//DT|UTR/NEU|SIN|IND//det//10 aktieägare//NN|UTR|SIN|IND|NOM//obl//11 har//VB|PRS|AKT//conj//5 rätt//NN|UTR|SIN|IND|NOM//obj//11 att//IE//mark//14 delta//VB|INF|AKT//acl//12 .//MAD//punct//18
2.2 Den svenska corporate governance-modellen;Stämman//NN|UTR|SIN|DEF|NOM//nsubj//18 kan//VB|PRS|AKT//aux//18 besluta//VB|INF|AKT//conj//5 i//PP//case//21 alla//DT|UTR/NEU|PLU|IND/DEF//det//21 frågor//NN|UTR|PLU|IND|NOM//obl//18 som//HP|-|-|-//nsubj//29 inte//AB//advmod//29 enligt//PP//case//25 lagen//NN|UTR|SIN|DEF|NOM//obl//29 eller//KN//cc//27 bolagsordningen//NN|UTR|SIN|DEF|NOM//conj//25 uttryckligen//AB//advmod//29 faller//VB|PRS|AKT//acl:relcl//21 under//PP//compound:prt//29 ett//DT|NEU|SIN|IND//det//33 annat//JJ|POS|NEU|SIN|IND|NOM//amod//33 bolagsorgans//NN|UTR|SIN|DEF|GEN//obl//29 exklusiva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//35 kompetens//NN|UTR|SIN|IND|NOM//obj//29 .//MAD//punct//5
2.2 Den svenska corporate governance-modellen;Stämman//NN|UTR|SIN|DEF|NOM//nsubj//2 skall//VB|PRS|AKT//aux//2 välja//VB|INF|AKT//ROOT//2 bolagets//NN|NEU|SIN|DEF|GEN//nmod:poss//4 styrelse//NN|UTR|SIN|IND|NOM//obj//2 ,//MID//punct//10 som//HP|-|-|-//nsubj//10 i//PP//advmod//10 sin//PS|UTR|SIN|DEF//fixed//7 tur//NN|UTR|SIN|IND|NOM//fixed//7 utser//VB|PRS|AKT//acl:relcl//4 bolagets//NN|NEU|SIN|DEF|GEN//nmod:poss//13 verkställande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//13 direktör//NN|UTR|SIN|IND|NOM//obj//10 .//MAD//punct//2
2.2 Den svenska corporate governance-modellen;Till//PP//case//18 bolagsstämmans//NN|UTR|SIN|DEF|GEN//nmod:poss//18 obligatoriska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 uppgifter//NN|UTR|PLU|IND|NOM//obl//2 hör//VB|PRS|AKT//conj//2 vidare//AB|KOM//advmod//19 bl.a.//AB|AN//advmod//19 att//IE//mark//23 fastställa//VB|INF|AKT//advcl//19 bolagets//NN|NEU|SIN|DEF|GEN//nmod:poss//25 balans-//NN|UTR|-|-|SMS//obj//23 och//KN//cc//27 resultaträkningar//NN|UTR|PLU|IND|NOM//conj//25 ,//MID//punct//23 att//IE//mark//30 besluta//VB|INF|AKT//advcl//23 om//PP//case//32 disposition//NN|UTR|SIN|IND|NOM//obl//30 av//PP//case//34 resultatet//NN|NEU|SIN|DEF|NOM//nmod//32 av//PP//case//37 bolagets//NN|NEU|SIN|DEF|GEN//nmod:poss//37 verksamhet//NN|UTR|SIN|IND|NOM//nmod//34 samt//KN//cc//40 att//IE//mark//40 besluta//VB|INF|AKT//conj//2 i//PP//case//42 frågor//NN|UTR|PLU|IND|NOM//obl//40 om//PP//case//44 ansvarsfrihet//NN|UTR|SIN|IND|NOM//nmod//42 för//PP//case//46 styrelseledamöter//NN|UTR|PLU|IND|NOM//nmod//44 och//KN//cc//49 verkställande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//49 direktör//NN|UTR|SIN|IND|NOM//conj//46 .//MAD//punct//2
2.2 Den svenska corporate governance-modellen;Bolagsstämman//NN|UTR|SIN|DEF|NOM//nsubj//52 väljer//VB|PRS|AKT//parataxis//2 också//AB//advmod//52 bolagets//NN|NEU|SIN|DEF|GEN//nmod:poss//55 revisorer//NN|UTR|PLU|IND|NOM//obj//52 .//MAD//punct//52
2.2 Den svenska corporate governance-modellen;I//PP//case//59 förekommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//59 fall//NN|NEU|SIN|IND|NOM//obl//60 beslutar//VB|PRS|AKT//conj//52 stämman//NN|UTR|SIN|DEF|NOM//nsubj//60 vidare//AB|KOM//advmod//60 bl.a.//AB|AN//advmod//60 om//PP//case//65 ökning//NN|UTR|SIN|IND|NOM//obl//60 eller//KN//cc//67 minskning//NN|UTR|SIN|IND|NOM//conj//65 av//PP//case//69 aktiekapitalet//NN|NEU|SIN|DEF|NOM//nmod//67 .//MAD//punct//52
2.2 Den svenska corporate governance-modellen;Stämman//NN|UTR|SIN|DEF|NOM//nsubj//74 kan//VB|PRS|AKT//aux//74 också//AB//advmod//74 ändra//VB|INF|AKT//parataxis//52 bolagsordningen//NN|UTR|SIN|DEF|NOM//obj//74 .//MAD//punct//2
