Promemoria;2013-11-11//RG|NOM//ROOT//0
Föreningen Svensk Elitfotboll;Tanken//NN|UTR|SIN|DEF|NOM//obj//4 med//PP//case//34 projektet//NN|NEU|SIN|DEF|NOM//nmod//32 är//VB|PRS|AKT//cop//32 att//IE//mark//37 bejaka//VB|INF|AKT//acl//32 stämningen//NN|UTR|SIN|DEF|NOM//obj//37 på//PP//case//40 läktarna//NN|UTR|PLU|DEF|NOM//nmod//38 och//KN//cc//42 skapa//VB|INF|AKT//conj//37 trivsel//NN|UTR|SIN|IND|NOM//obj//42 .//MAD//punct//4
Föreningen Svensk Elitfotboll;Man//PN|UTR|SIN|IND|SUB//nsubj//46 arbetar//VB|PRS|AKT//parataxis//4 aktivt//AB|POS//advmod//46 med//PP//case//50 bl.a.//AB|AN//advmod//50 ordningsstörningar//NN|UTR|PLU|IND|NOM//obl//46 ,//MID//punct//52 kommunikation//NN|UTR|SIN|IND|NOM//conj//50 och//KN//cc//55 med//PP//case//55 värdegrundsarbete//NN|NEU|SIN|IND|NOM//conj//50 .//MAD//punct//46
Föreningen Svensk Elitfotboll;SEF//PM|NOM//nsubj//1 avser//VB|PRS|AKT//ROOT//1 att//IE//mark//3 införa//VB|INF|AKT//xcomp//1 ett//DT|NEU|SIN|IND//det//7 helt//AB|POS//advmod//6 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//7 bestraffningssystem//NN|NEU|SIN|IND|NOM//obj//3 ,//MID//punct//27 där//HA//advmod//27 man//PN|UTR|SIN|IND|SUB//nsubj//27 ,//MID//punct//13 i//PP//case//13 likhet//NN|UTR|SIN|IND|NOM//obl//27 med//PP//mark//17 vad//HP|NEU|SIN|IND//dislocated//17 som//HP|-|-|-//nsubj//17 gäller//VB|PRS|AKT//acl//13 i//PP//case//20 det//DT|NEU|SIN|DEF//det//20 system//NN|NEU|SIN|IND|NOM//obl//17 som//HP|-|-|-//nsubj:pass//23 har//VB|PRS|AKT//aux//23 införts//VB|SUP|SFO//acl:relcl//20 inom//PP//case//25 ishockeyn//NN|UTR|SIN|DEF|NOM//obl//23 ,//MID//punct//27 frångår//VB|PRS|AKT//acl:relcl//7 de//DT|UTR/NEU|PLU|DEF//det//30 kollektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 bestraffningarna//NN|UTR|PLU|DEF|NOM//obj//27 och//KN//cc//32 lägger//VB|PRS|AKT//conj//27 om//PL//compound:prt//32 inriktningen//NN|UTR|SIN|DEF|NOM//obj//32 mot//PP//case//38 mer//AB|KOM//advmod//37 proaktiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 åtgärder//NN|UTR|PLU|IND|NOM//nmod//34 .//MAD//punct//1
Föreningen Svensk Elitfotboll;SEF//PM|NOM//nsubj//41 vill//VB|PRS|AKT//parataxis//1 att//SN//mark//49 alla//DT|UTR/NEU|PLU|IND/DEF//det//45 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 kategorier//NN|UTR|PLU|IND|NOM//nsubj//49 av//PP//case//47 arenabesökare//NN|UTR|PLU|IND|NOM//nmod//45 ska//VB|PRS|AKT//aux//49 känna//VB|INF|AKT//ccomp//41 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//49 lika//AB//advmod//52 välkomna//VB|INF|AKT//obj//49 på//PP//case//54 arenan//NN|UTR|SIN|DEF|NOM//obl//49 och//KN//cc//58 vill//VB|PRS|AKT//aux//58 inte//AB//advmod//58 utesluta//VB|INF|AKT//conj//49 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//60 grupper//NN|UTR|PLU|IND|NOM//obj//58 av//PP//case//62 besökare//NN|UTR|PLU|IND|NOM//nmod//60 genom//PP//mark//65 att//IE//mark//65 höja//VB|INF|AKT//advcl//58 biljettpriset//NN|NEU|SIN|DEF|NOM//obj//65 .//MAD//punct//1
Föreningen Svensk Elitfotboll;Genom//PP//case//1 undersökningen//NN|UTR|SIN|DEF|NOM//nmod//3  //_SP////1 Fotbollspubliken//PM|NOM//ROOT//3 idag//AB//advmod//3 –//RG|NOM//punct//3 och//KN//cc//7 imorgon//AB//dep//21 ,//MID//punct//13 som//HP|-|-|-//obl//13 United//PM|NOM//amod//11 Minds//PM|NOM//nsubj//13 har//VB|PRS|AKT//aux//13 genomfört//VB|SUP|AKT//acl:relcl//7 på//PP//case//15 uppdrag//NN|NEU|SIN|IND|NOM//obl//13 av//PP//case//17 SEF//PM|NOM//nmod//15 ,//MID//punct//7 har//VB|PRS|AKT//aux//21 SEF//PM|NOM//nsubj//21 kommit//VB|SUP|AKT//conj//3 fram//PL//advmod//21 till//PP//case//25 åtta//RG|NOM//nummod//25 insikter//NN|UTR|PLU|IND|NOM//obl//21 som//HP|-|-|-//obj//29 man//PN|UTR|SIN|IND|SUB//nsubj//29 kommer//VB|PRS|AKT//aux//29 ta//VB|INF|AKT//acl:relcl//25 med//PL//case//31 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//29 i//PP//case//35 det//DT|NEU|SIN|DEF//det//35 fortsatta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//35 arbetet//NN|NEU|SIN|DEF|NOM//obl//29 .//MAD//punct//3
Föreningen Svensk Elitfotboll;SEF//PM|NOM//nsubj//40 kommer//VB|PRS|AKT//aux//40 att//IE//mark//40 ta//VB|INF|AKT//parataxis//3 ansvar//NN|NEU|SIN|IND|NOM//obj//40 för//PP//case//43 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//41 som//HP|-|-|-//nsubj//45 sker//VB|PRS|AKT//acl:relcl//43 på//PP//case//47 planen//NN|UTR|SIN|DEF|NOM//obl//45 och//KN//cc//50 på//PP//case//50 läktaren//NN|UTR|SIN|DEF|NOM//conj//47 ,//MID//punct//40 och//KN//cc//53 förväntar//VB|PRS|AKT//conj//40 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//53 att//SN//mark//57 polisen//NN|UTR|SIN|DEF|NOM//nsubj//57 tar//VB|PRS|AKT//ccomp//53 ansvar//NN|NEU|SIN|IND|NOM//obj//57 för//PP//case//60 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//57 som//HP|-|-|-//nsubj//62 sker//VB|PRS|AKT//acl:relcl//60 utanför//PP//case//64 läktaren//NN|UTR|SIN|DEF|NOM//obl//62 .//MAD//punct//40
Föreningen Svensk Elitfotboll;Ett//DT|NEU|SIN|IND//det//67 område//NN|NEU|SIN|IND|NOM//nsubj//72 som//HP|-|-|-//nsubj:pass//70 måste//VB|PRS|AKT//aux//70 förändras//VB|INF|SFO//acl:relcl//67 är//VB|PRS|AKT//cop//72 språkbruket//NN|NEU|SIN|DEF|NOM//parataxis//40 på//PP//case//74 läktaren//NN|UTR|SIN|DEF|NOM//nmod//72 .//MAD//punct//40
Föreningen Svensk Elitfotboll;SEF//PM|NOM//nsubj//77 anser//VB|PRS|AKT//parataxis//40 att//SN//mark//83 spelarna//NN|UTR|PLU|DEF|NOM//nsubj//83 och//KN//cc//81 ledarna//NN|UTR|PLU|DEF|NOM//conj//79 ska//VB|PRS|AKT//aux//83 ha//VB|INF|AKT//ccomp//77 ett//DT|NEU|SIN|IND//det//86 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//86 språkbruk//NN|NEU|SIN|IND|NOM//obj//83 och//KN//cc//88 agera//VB|INF|AKT//conj//83 korrekt//AB|POS//advmod//88 både//KN//cc//92 på//PP//case//92 planen//NN|UTR|SIN|DEF|NOM//obl//88 och//KN//cc//95 på//PP//case//95 bänken//NN|UTR|SIN|DEF|NOM//conj//92 ,//MID//punct//100 eftersom//SN//mark//100 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//100 är//VB|PRS|AKT//cop//100 förebilder//NN|UTR|PLU|IND|NOM//conj//40 .//MAD//punct//100
Föreningen Svensk Elitfotboll;Att//IE//mark//103 komma//VB|INF|AKT//advcl//40 närmare//AB|KOM//advmod//103 en//DT|UTR|SIN|IND//det//106 lösning//NN|UTR|SIN|IND|NOM//obj//103 kräver//VB|PRS|AKT//advcl//40 att//SN//mark//110 aktörerna//NN|UTR|PLU|DEF|NOM//nsubj//110 arbetar//VB|PRS|AKT//ccomp//107 tillsammans//AB//advmod//110 och//KN//cc//114 mer//AB|KOM//advmod//114 strukturerat//PC|PRF|NEU|SIN|IND|NOM//conj//110 .//MAD//punct//40

Djurgårdsandan;Patrik//PM|NOM//ROOT//0 Asplund//PM|NOM//flat//0
Djurgårdsandan;Patrik//PM|NOM//nsubj//17 Asplund//PM|NOM//flat//0 ,//MID//punct//1 som//HP|-|-|-//nsubj//5 själv//JJ|POS|UTR|SIN|IND|NOM//advmod//5 var//VB|PRT|AKT//acl:relcl//1 med//PL//compound:prt//5 i//PP//case//8 en//PN|UTR|SIN|IND|SUB/OBJ//obl//5 av//PP//case//12 de//DT|UTR/NEU|PLU|DEF//det//12 första//RO|NOM//amod//12 firmorna//NN|UTR|PLU|DEF|NOM//nmod//8 som//HP|-|-|-//nsubj//14 startade//VB|PRT|AKT//acl:relcl//12 1987//RG|NOM//obl//14 ,//MID//punct//0 uppger//VB|PRS|AKT//ROOT//17 att//SN//mark//32 det//DT|NEU|SIN|DEF//det//21 enda//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//21 sättet//NN|NEU|SIN|DEF|NOM//nsubj//32 att//IE//mark//23 komma//VB|INF|AKT//acl//21 till//PP//compound:prt//23 rätta//NN|UTR|-|-|-//fixed//24 med//PP//case//29 de//DT|UTR/NEU|PLU|DEF//det//29 aktuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 problemen//NN|NEU|PLU|DEF|NOM//obl//23 är//VB|PRS|AKT//cop//32 att//IE//mark//32 föra//VB|INF|AKT//ccomp//17 en//DT|UTR|SIN|IND//det//34 dialog//NN|UTR|SIN|IND|NOM//obj//32 med//PP//case//36 supportrarna//NN|UTR|PLU|DEF|NOM//obl//32 .//MAD//punct//17
Djurgårdsandan;Att//IE//mark//39 föra//VB|INF|AKT//csubj//42 en//DT|UTR|SIN|IND//det//41 dialog//NN|UTR|SIN|IND|NOM//obj//39 innebär//VB|PRS|AKT//parataxis//17 inte//AB//advmod//42 att//SN//mark//46 man//PN|UTR|SIN|IND|SUB//nsubj//46 accepterar//VB|PRS|AKT//ccomp//42 ett//DT|NEU|SIN|IND//det//49 visst//JJ|POS|NEU|SIN|IND|NOM//amod//49 beteende//NN|NEU|SIN|IND|NOM//obj//46 ,//MID//punct//54 utan//KN//cc//54 genom//PP//case//53 dialogen//NN|UTR|SIN|DEF|NOM//obl//54 bygger//VB|PRS|AKT//conj//17 man//PN|UTR|SIN|IND|SUB//nsubj//54 upp//PL//compound:prt//54 en//DT|UTR|SIN|IND//det//58 relation//NN|UTR|SIN|IND|NOM//obj//54 till//PP//case//60 supportrarna//NN|UTR|PLU|DEF|NOM//nmod//58 och//KN//cc//65 därigenom//AB//advmod//65 kan//VB|PRS|AKT//aux//65 man//PN|UTR|SIN|IND|SUB//nsubj//65 ställa//VB|INF|AKT//conj//54 krav//NN|NEU|PLU|IND|NOM//obj//65 på//PP//case//68 supportrarna//NN|UTR|PLU|DEF|NOM//obl//65 för//PP//mark//71 att//IE//mark//71 få//VB|INF|AKT//advcl//65 till//PP//case//74 en//DT|UTR|SIN|IND//det//74 förändring//NN|UTR|SIN|IND|NOM//obl//71 .//MID//punct//54
Djurgårdsandan;Patrik//PM|NOM//nsubj//78 Asplund//PM|NOM//flat//76 menar//VB|PRS|AKT//conj//17 att//SN//mark//91 ett//DT|NEU|SIN|IND//det//81 Exit-program//NN|NEU|SIN|IND|NOM//nsubj//91 ,//MID//punct//83 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//84 det//PN|NEU|SIN|DEF|SUB/OBJ//conj//81 som//HP|-|-|-//obj//87 Fryshuset//PM|NOM//nsubj//87 bedriver//VB|PRS|AKT//acl:relcl//84 ,//MID//punct//91 inte//AB//advmod//91 är//VB|PRS|AKT//cop//91 verkningsbart//JJ|POS|NEU|SIN|IND|NOM//ccomp//78 när//HA//mark//94 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//94 kommer//VB|PRS|AKT//advcl//91 till//PP//case//96 risksupportrar//NN|UTR|PLU|IND|NOM//obl//94 .//MAD//punct//78
Djurgårdsandan;Även//AB//mark//103 om//SN//fixed//98 en//DT|UTR|SIN|IND//det//101 risksupporter//NN|UTR|SIN|IND|NOM//nsubj//103 vill//VB|PRS|AKT//aux//103 bryta//VB|INF|AKT//dislocated//116 upp//PL//compound:prt//103 från//PP//case//109 sitt//PS|NEU|SIN|DEF//nmod:poss//109 gamla//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//109 destruktiva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//109 liv//NN|NEU|SIN|IND|NOM//obl//103 så//AB//advmod//116 kommer//VB|PRS|AKT//aux//116 supportern//NN|UTR|SIN|DEF|NOM//nsubj//116 ändå//AB//advmod//116 att//IE//mark//116 vara//VB|INF|AKT//cop//116 supporter//NN|UTR|SIN|IND|NOM//parataxis//78 till//PP//case//119 sitt//PS|NEU|SIN|DEF//nmod:poss//119 lag//NN|NEU|SIN|IND|NOM//obl//116 och//KN//cc//122 därmed//AB//advmod//122 befinna//VB|INF|AKT//conj//116 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//122 på//PP//case//126 samma//DT|UTR/NEU|SIN/PLU|IND//det//126 arena//NN|UTR|SIN|IND|NOM//obl//122 som//KN//mark//130 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//130 gamla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//130 supporter-vänner//NN|UTR|PLU|IND|NOM//acl//126 .//MAD//punct//116
Djurgårdsandan;Patrik//PM|NOM//nsubj//134 Asplund//PM|NOM//flat//132 föreslår//VB|PRS|AKT//conj//78 istället//AB//case//137 ett//DT|NEU|SIN|IND//det//137 system//NN|NEU|SIN|IND|NOM//obl//134 med//PP//case//141 s.k.//AB|AN//amod//141 alternativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//141 avstängningar//NN|UTR|PLU|IND|NOM//nmod//137 ,//MID//punct//141 som//HP|-|-|-//nsubj:pass//144 prövades//VB|PRT|SFO//acl:relcl//141 av//PP//case//146 Djurgårdsandan//PM|NOM//obl:agent//144 2006–2009//JJ|POS|UTR|SIN|IND|NOM//obl//144 med//PP//case//150 positiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//150 resultat//NN|NEU|PLU|IND|NOM//obl//144 .//MAD//punct//134
Djurgårdsandan;Systemet//NN|NEU|SIN|DEF|NOM//nsubj//153 innebär//VB|PRS|AKT//parataxis//17 att//SN//mark//161 en//DT|UTR|SIN|IND//det//156 supporter//NN|UTR|SIN|IND|NOM//nsubj//161 som//HP|-|-|-//nsubj//158 begått//VB|SUP|AKT//acl:relcl//156 överträdelser//NN|UTR|PLU|IND|NOM//obj//158 får//VB|PRS|AKT//aux//161 välja//VB|INF|AKT//ccomp//153 mellan//PP//case//163 avstängning//NN|UTR|SIN|IND|NOM//obl//161 eller//KN//cc//166 att//IE//mark//166 skriva//VB|INF|AKT//conj//161 ett//DT|NEU|SIN|IND//det//168 kontrakt//NN|NEU|SIN|IND|NOM//obj//166 med//PP//case//170 klubben//NN|UTR|SIN|DEF|NOM//nmod//168 om//PP//mark//175 vilka//HD|UTR/NEU|PLU|IND//det//173 regler//NN|UTR|PLU|IND|NOM//dislocated//175 som//HP|-|-|-//nsubj//175 gäller//VB|PRS|AKT//advcl//166 på//PP//case//177 arenan//NN|UTR|SIN|DEF|NOM//obl//175 .//MAD//punct//153
Djurgårdsandan;Vidare//AB|KOM//advmod//180 utbildas//VB|PRS|SFO//conj//153 avhoppade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//180 supportrar//NN|UTR|PLU|IND|NOM//obj//181 till//PP//case//184 mentorer//NN|UTR|PLU|IND|NOM//obl//181 och//KN//cc//186 fungerar//VB|PRS|AKT//conj//180 som//KN//mark//189 positiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//189 förebilder//NN|UTR|PLU|IND|NOM//xcomp//186 för//PP//case//192 yngre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//192 supportrar//NN|UTR|PLU|IND|NOM//nmod//189 .//MAD//punct//153
Djurgårdsandan;Mentorerna//NN|UTR|PLU|DEF|NOM//nsubj//195 följer//VB|PRS|AKT//parataxis//153 med//PP//case//199 de//DT|UTR/NEU|PLU|DEF//det//199 yngre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//199 supportrarna//NN|UTR|PLU|DEF|NOM//obl//195 på//PP//case//201 matcherna//NN|UTR|PLU|DEF|NOM//nmod//199 som//KN//mark//203 stöd//NN|NEU|SIN|IND|NOM//obl//195 .//MAD//punct//153
Djurgårdsandan;Patrik//PM|NOM//nsubj//2 Asplund//PM|NOM//flat//0 menar//VB|PRS|AKT//ROOT//2 att//SN//mark//13 situationen//NN|UTR|SIN|DEF|NOM//nsubj//13 för//PP//case//6 risksupportrar//NN|UTR|PLU|IND|NOM//nmod//4 i//PP//case//8 England//PM|NOM//nmod//6 och//KN//cc//10 Norge//PM|NOM//conj//8 är//VB|PRS|AKT//cop//13 vida//AB//advmod//13 annorlunda//AB//ccomp//2 jämfört//PC|PRF|NEU|SIN|IND|NOM//case//16 med//PP//case//16 situationen//NN|UTR|SIN|DEF|NOM//obl//13 i//PP//case//18 Sverige//PM|NOM//nmod//16 .//MAD//punct//2
Djurgårdsandan;I//PP//case//21 England//PM|NOM//obl//22 uppger//VB|PRS|AKT//conj//2 en//DT|UTR|SIN|IND//det//24 del//NN|UTR|SIN|IND|NOM//nmod//25 supportar//NN|UTR|PLU|IND|NOM//nsubj//22 att//SN//mark//31 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//31 inte//AB//advmod//31 längre//AB|KOM//advmod//31 är//VB|PRS|AKT//cop//31 värt//JJ|POS|NEU|SIN|IND|NOM//ccomp//22 att//IE//mark//33 begå//VB|INF|AKT//csubj//31 överträdelser//NN|UTR|PLU|IND|NOM//obj//33 eftersom//SN//mark//40 straffen//NN|NEU|PLU|DEF|NOM//nsubj//40 nu//AB//advmod//40 är//VB|PRS|AKT//cop//40 så//AB//advmod//40 hårda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advcl//33 och//KN//cc//50 eftersom//SN//mark//50 en//DT|UTR|SIN|IND//det//44 supporter//NN|UTR|SIN|IND|NOM//nsubj:pass//50 som//HP|-|-|-//nsubj//47 har//VB|PRS|AKT//aux//47 begått//VB|SUP|AKT//acl:relcl//44 en//DT|UTR|SIN|IND//det//49 överträdelse//NN|UTR|SIN|IND|NOM//obj//47 lagförs//VB|PRS|SFO//conj//40 direkt//AB|POS//advmod//50 .//MAD//punct//22
Djurgårdsandan;Likaså//AB//advmod//54 håller//VB|PRS|AKT//parataxis//22 den//DT|UTR|SIN|DEF//det//57 negativa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//57 supporterscenen//NN|UTR|SIN|DEF|NOM//obj//54 i//PP//case//59 Norge//PM|NOM//obl//54 på//PP//mark//62 att//IE//mark//62 försvinna//VB|INF|AKT//advcl//54 ,//MID//punct//69 eftersom//SN//mark//69 supportar//NN|UTR|PLU|IND|NOM//nsubj//69 som//HP|-|-|-//nsubj//67 begår//VB|PRS|AKT//acl:relcl//65 överträdelser//NN|UTR|PLU|IND|NOM//obj//67 riskerar//VB|PRS|AKT//advcl//22 att//IE//mark//72 få//VB|INF|AKT//aux//72 betala//VB|INF|AKT//xcomp//69 ca//AB|AN//advmod//74 30//RG|NOM//nummod//75 000//RG|NOM//nummod//76 kr//NN|AN//obj//72 i//PP//case//78 böter//NN|UTR|PLU|IND|NOM//obl//72 .//MAD//punct//22
Djurgårdsandan;För//PP//case//83 en//DT|UTR|SIN|IND//det//83 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//83 händelse//NN|UTR|SIN|IND|NOM//obl//22 i//PP//case//85 Sverige//PM|NOM//nmod//83 kan//VB|PRS|AKT//aux//88 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//88 dröja//VB|INF|AKT//conj//2 mycket//AB|POS//advmod//90 lång//JJ|POS|UTR|SIN|IND|NOM//amod//91 tid//NN|UTR|SIN|IND|NOM//obj//88 innan//SN//mark//96 en//DT|UTR|SIN|IND//det//95 eventuell//JJ|POS|UTR|SIN|IND|NOM//amod//95 konsekvens//NN|UTR|SIN|IND|NOM//nsubj//96 kommer//VB|PRS|AKT//advcl//88 .//MAD//punct//2
Djurgårdsandan;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//100 måste//VB|PRS|AKT//aux//100 finnas//VB|INF|SFO//parataxis//2 en//DT|UTR|SIN|IND//det//103 direkt//JJ|POS|UTR|SIN|IND|NOM//amod//103 konsekvens//NN|UTR|SIN|IND|NOM//xcomp//100 till//PP//case//106 ett//DT|NEU|SIN|IND//det//106 handlande//NN|NEU|SIN|IND|NOM//obl//100 och//KN//cc//109 i//PP//case//109 Sverige//PM|NOM//conj//106 är//VB|PRS|AKT//cop//111 konsekvenserna//NN|UTR|PLU|DEF|NOM//nsubj//119 av//PP//case//115 en//DT|UTR|SIN|IND//det//114 supporters//NN|UTR|SIN|IND|GEN//nmod:poss//115 handlande//NN|NEU|SIN|IND|NOM//nmod//111 inte//AB//advmod//119 är//VB|PRS|AKT//cop//119 tillräckligt//AB|POS//advmod//119 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advcl//120 menar//VB|PRS|AKT//conj//100 Patrik//PM|NOM//nsubj//120 Asplund//PM|NOM//flat:name//121 .//MAD//punct//100
Djurgårdsandan;Patrik//PM|NOM//nsubj//2 Asplund//PM|NOM//flat//0 betonar//VB|PRS|AKT//ROOT//2 att//SN//mark//6 aktörerna//NN|UTR|PLU|DEF|NOM//nsubj//6 måste//VB|PRS|AKT//aux//6 ha//VB|INF|AKT//ccomp//2 ett//DT|NEU|SIN|IND//det//9 gemensamt//JJ|POS|NEU|SIN|IND|NOM//amod//9 mål//NN|NEU|SIN|IND|NOM//obj//6 att//IE//mark//11 arbeta//VB|INF|AKT//acl//9 mot//PP//compound:prt//11 .//MAD//punct//2
Djurgårdsandan;Han//PN|UTR|SIN|DEF|SUB//nsubj//15 hoppas//VB|PRS|SFO//parataxis//2 att//SN//mark//29 man//PN|UTR|SIN|IND|SUB//nsubj//29 genom//PP//case//20 det//DT|NEU|SIN|DEF//det//20 arbete//NN|NEU|SIN|IND|NOM//obl//29 som//HP|-|-|-//obj//27 den//DT|UTR|SIN|DEF//det//24 nationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//24 samordnaren//NN|UTR|SIN|DEF|NOM//nsubj//27 kommer//VB|PRS|AKT//aux//27 att//IE//mark//27 bedriva//VB|INF|AKT//acl:relcl//20 kan//VB|PRS|AKT//aux//29 hitta//VB|INF|AKT//ccomp//15 en//DT|UTR|SIN|IND//det//32 röd//JJ|POS|UTR|SIN|IND|NOM//amod//32 tråd//NN|UTR|SIN|IND|NOM//obj//29 i//PP//case//36 aktörernas//NN|UTR|PLU|DEF|GEN//nmod:poss//36 fortsatta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//36 arbete//NN|NEU|SIN|IND|NOM//nmod//32 mot//PP//case//41 en//DT|UTR|SIN|IND//det//41 mer//AB|KOM//advmod//40 positiv//JJ|POS|UTR|SIN|IND|NOM//amod//41 supporterkultur//NN|UTR|SIN|IND|NOM//obl//29 .//MAD//punct//15

Justitiedepartementet;Martin//PM|NOM//ROOT//0 Valfridsson//PM|NOM//flat:name//0 ,//MID//punct//3 statssekreterare//NN|UTR|SIN|IND|NOM//conj//0
Justitiedepartementet;Justitiedepartementet//NN|NEU|SIN|DEF|NOM//nsubj//23 anför//VB|PRS|AKT//mark//5 att//SN//mark//5 betänkandet//NN|NEU|SIN|DEF|NOM//nsubj//5 har//VB|PRS|AKT//aux//5 lett//VB|SUP|AKT//acl//0 fram//PL//advmod//5 till//PP//mark//12 att//SN//mark//12 poliskostnaden//NN|UTR|SIN|DEF|NOM//nsubj:pass//12 för//PP//case//11 klubbarna//NN|UTR|PLU|DEF|NOM//nmod//9 avskaffades//VB|PRT|SFO//advcl//5 .//MAD//punct//0
Justitiedepartementet;Den//DT|UTR|SIN|DEF//det//16 främsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//16 anledningen//NN|UTR|SIN|DEF|NOM//appos//0 till//PP//mark//20 att//SN//mark//20 Justitiedepartementet//PM|NOM//nsubj//20 fattade//VB|PRT|AKT//acl//16 det//DT|NEU|SIN|DEF//obj//20 beslutet//NN|NEU|SIN|DEF|NOM//obj//20 var//VB|PRT|AKT//ROOT//23 att//SN//mark//26 frågan//NN|UTR|SIN|DEF|NOM//nsubj//26 skapade//VB|PRT|AKT//ccomp//23 samarbetsproblem//NN|NEU|PLU|IND|NOM//obj//26 mellan//PP//case//29 klubbarna//NN|UTR|PLU|DEF|NOM//nmod//27 och//KN//cc//31 polisen//NN|UTR|SIN|DEF|NOM//conj//29 .//MAD//punct//23
Justitiedepartementet;Förhoppningen//NN|UTR|SIN|DEF|NOM//nsubj//34 är//VB|PRS|AKT//conj//23 att//SN//mark//40 klubbarna//NN|UTR|PLU|DEF|NOM//nsubj//40 nu//AB//advmod//40 kommer//VB|PRS|AKT//aux//40 att//IE//mark//40 använda//VB|INF|AKT//ccomp//34 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//42 summa//NN|UTR|SIN|IND|NOM//amod//43 pengar//NN|UTR|PLU|IND|NOM//obj//40 som//HP|-|-|-//nsubj:pass//46 tidigare//AB|KOM//advmod//46 lades//VB|PRT|SFO//acl:relcl//43 på//PP//case//48 poliskostnader//NN|UTR|PLU|IND|NOM//obl//46 till//PP//mark//51 att//IE//mark//51 öka//VB|INF|AKT//advcl//46 säkerheten//NN|UTR|SIN|DEF|NOM//obj//51 vid//PP//case//54 matcherna//NN|UTR|PLU|DEF|NOM//obl//51 och//KN//cc//56 arbeta//VB|INF|AKT//conj//46 med//PP//mark//60 att//IE//mark//60 kunna//VB|INF|AKT//aux//60 erbjuda//VB|INF|AKT//advcl//56 en//DT|UTR|SIN|IND//det//63 positiv//JJ|POS|UTR|SIN|IND|NOM//amod//63 idrottsupplevelse//NN|UTR|SIN|IND|NOM//obj//60 .//MAD//punct//34
