Inledning;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 förslag//NN|NEU|SIN|IND|NOM//nsubj//2 innebär//VB|PRS|AKT//ROOT//2 att//SN//mark//8 socialtjänstens//NN|UTR|SIN|DEF|GEN//nmod:poss//5 behandling//NN|UTR|SIN|IND|NOM//nsubj:pass//8 av//PP//case//7 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//5 författningsregleras//VB|PRS|SFO//ccomp//2 och//KN//cc//10 anpassas//VB|INF|SFO//conj//8 till//PP//case//12 bestämmelserna//NN|UTR|PLU|DEF|NOM//obl//10 i//PP//case//14 personuppgiftslagen//NN|UTR|SIN|DEF|NOM//nmod//12 (//PAD//punct//8 1998:204//RG|NOM//conj//8 )//PAD//punct//8 .//MAD//punct//2
Ikraftträdande- och övergångsbestämmelser;Lagen//NN|UTR|SIN|DEF|NOM//nsubj//10 om//PP//case//2 behandling//NN|UTR|SIN|IND|NOM//nmod//0 av//PP//case//4 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//2 inom//PP//case//6 socialtjänsten//NN|UTR|SIN|DEF|NOM//nmod//4 kommer//VB|PRS|AKT//aux//10 således//AB//advmod//10 att//IE//mark//10 gälla//VB|INF|AKT//ROOT//10 för//PP//case//14 de//DT|UTR/NEU|PLU|DEF//det//14 automatiserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//14 behandlingar//NN|UTR|PLU|IND|NOM//obl//10 som//HP|-|-|-//nsubj//16 pågår//VB|PRS|AKT//acl:relcl//14 den//DT|UTR|SIN|DEF//det//19 1//RO|NOM//nummod//19 juli//NN|UTR|SIN|IND|NOM//obl//16 2000//RG|NOM//nummod//19 och//KN//cc//24 som//HP|-|-|-//nsubj:pass//24 har//VB|PRS|AKT//aux//24 påbörjats//VB|SUP|SFO//conj//16 efter//PP//case//28 den//DT|UTR|SIN|DEF//det//28 24//RG|NOM//nummod//28 oktober//NN|UTR|SIN|IND|NOM//obl//24 1998//RG|NOM//nummod//28 .//MAD//punct//10
Ikraftträdande- och övergångsbestämmelser;Den//DT|UTR|SIN|DEF//det//33 1//RO|NOM//nummod//33 oktober//NN|UTR|SIN|IND|NOM//obl//10 2001//RG|NOM//nummod//33 kommer//VB|PRS|AKT//advcl//10 denna//DT|UTR|SIN|DEF//det//37 lag//NN|UTR|SIN|IND|NOM//nsubj//35 –//PAD//punct//37 liksom//PP//mark//40 personuppgiftslagen//NN|UTR|SIN|DEF|NOM//nsubj//45 –//RG|NOM//punct//40 i//PP//case//43 princip//NN|UTR|SIN|IND|NOM//obl//45 att//IE//mark//45 gälla//VB|INF|AKT//acl:relcl//37 fullt//AB|POS//advmod//47 ut//AB//advmod//45 för//PP//case//51 all//DT|UTR|SIN|IND/DEF//det//51 automatiserad//PC|PRF|UTR|SIN|IND|NOM//amod//51 behandling//NN|UTR|SIN|IND|NOM//obl//45 av//PP//case//53 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//51 ,//MID//punct//45 oavsett//AB|POS//mark//59 när//HA//mark//59 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//59 har//VB|PRS|AKT//aux//59 påbörjats//VB|SUP|SFO//advcl//45 .//MAD//punct//10
Ikraftträdande- och övergångsbestämmelser;När//HA//mark//3 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 sedan//AB//advmod//3 gäller//VB|PRS|AKT//advcl//17 manuell//JJ|POS|UTR|SIN|IND|NOM//amod//5 behandling//NN|UTR|SIN|IND|NOM//nsubj//3  //_SP////5 av//PP//case//8 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//5 som//HP|-|-|-//nsubj:pass//10 påbörjats//VB|SUP|SFO//acl:relcl//8 före//PP//case//14 den//DT|UTR|SIN|DEF//det//14 24//RG|NOM//nummod//14 oktober//NN|UTR|SIN|IND|NOM//obl//10 1998//RG|NOM//nummod//14 ,//MID//punct//3 anser//VB|PRS|AKT//ROOT//17 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//17 att//SN//mark//24 den//DT|UTR|SIN|DEF//det//22 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//22 lagen//NN|UTR|SIN|DEF|NOM//nsubj//24 bör//VB|PRS|AKT//aux//24 träda//VB|INF|AKT//ccomp//17 i//PP//compound:prt//24 kraft//NN|UTR|SIN|IND|NOM//fixed//25 först//AB//advmod//24 den//DT|UTR|SIN|DEF//det//30 1//RO|NOM//nummod//30 oktober//NN|UTR|SIN|IND|NOM//obl//24 2007//RG|NOM//nummod//30 .//MAD//punct//17
Ikraftträdande- och övergångsbestämmelser;För//PP//case//36 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//36 manuell//JJ|POS|UTR|SIN|IND|NOM//amod//36 behandling//NN|UTR|SIN|IND|NOM//obl//46 av//PP//case//38 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//36 inom//PP//case//40 socialtjänsten//NN|UTR|SIN|DEF|NOM//nmod//38 kommer//VB|PRS|AKT//aux//46 således//AB//advmod//46 endast//AB//advmod//46 personuppgiftslagen//NN|UTR|SIN|DEF|NOM//nsubj//46 att//IE//mark//46 gälla//VB|INF|AKT//conj//17 till//AB//case//52 och//KN//fixed//47 med//AB//fixed//47 den//DT|UTR|SIN|DEF//det//51 30//RG|NOM//nummod//52 september//NN|UTR|SIN|IND|NOM//obl//46 2007//RG|NOM//nummod//52 .//MID//punct//46
Ikraftträdande- och övergångsbestämmelser;När//HA//mark//57 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//57 gäller//VB|PRS|AKT//advcl//46 manuell//JJ|POS|UTR|SIN|IND|NOM//amod//59 behandling//NN|UTR|SIN|IND|NOM//obj//57 som//HP|-|-|-//nsubj:pass//61 påbörjats//VB|SUP|SFO//acl:relcl//59 efter//PP//case//66  //_SP////62 den//DT|UTR|SIN|DEF//det//66 24//RG|NOM//nummod//66 oktober//NN|UTR|SIN|IND|NOM//obl//61 1998//RG|NOM//nummod//66 gäller//VB|PRS|AKT//conj//17 däremot//AB//advmod//68 såväl//KN//advmod//72 personuppgiftslagens//NN|UTR|SIN|DEF|GEN//nmod:poss//72 bestämmelser//NN|UTR|PLU|IND|NOM//obl//68 som//HP|-|-|-//mark//74 lagen//NN|UTR|SIN|DEF|NOM//appos//72 om//PP//case//76 behandling//NN|UTR|SIN|IND|NOM//nmod//74 av//PP//case//78 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//76 inom//PP//case//80 socialtjänsten//NN|UTR|SIN|DEF|NOM//nmod//76 redan//AB//advmod//84 den//DT|UTR|SIN|DEF//det//84 1//RO|NOM//nummod//84 juli//NN|UTR|SIN|IND|NOM//nmod//76 2000//RG|NOM//nummod//84 .//MAD//punct//17

Förslaget till lag om ändring i socialtjänstlagen;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 förslag//NN|NEU|SIN|IND|NOM//nsubj//2 innebär//VB|PRS|AKT//ROOT//2 vidare//AB|KOM//compound:prt//2 att//SN//mark//8 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//8 i//PP//case//7 socialtjänstlagen//NN|UTR|SIN|DEF|NOM//obl//8 tas//VB|PRS|SFO//ccomp//2 in//PL//compound:prt//8 en//DT|UTR|SIN|IND//det//12 ny//JJ|POS|UTR|SIN|IND|NOM//amod//12 bestämmelse//NN|UTR|SIN|IND|NOM//obj//8 ,//MID//punct//8 59//RG|NOM//nummod//16 a//NN|NEU|SIN|IND|NOM//case//16 §//NN|AN//obl//8 ,//MID//punct//16 som//HP|-|-|-//nsubj//19 innebär//VB|PRS|AKT//acl:relcl//16 att//SN//mark//28 förbudet//NN|NEU|SIN|DEF|NOM//nsubj//28 i//PP//case//24 59//RG|NOM//nummod//24 §//NN|AN//nmod//21 första//RO|NOM//amod//26 stycket//NN|NEU|SIN|DEF|NOM//nmod//21 samma//DT|UTR/NEU|SIN/PLU|IND//det//28 lag//NN|UTR|SIN|IND|NOM//ccomp//19 mot//PP//mark//36 att//IE//mark//36 i//PP//case//33 s.k.//AB|AN//amod//33 sammanställningsregister//NN|UTR|PLU|IND|NOM//obl//36 hos//PP//case//35 socialnämnden//NN|UTR|SIN|DEF|NOM//nmod//33 anteckna//VB|INF|AKT//acl//28 uppgifter//NN|UTR|PLU|IND|NOM//obj//36 om//PP//case//41 ömtåliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 personliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 förhållanden//NN|NEU|PLU|IND|NOM//nmod//37 inte//AB//advmod//44 skall//VB|PRS|AKT//aux//44 hindra//VB|INF|AKT//conj//8 att//SN//mark//47 personuppgifter//NN|UTR|PLU|IND|NOM//nsubj:pass//47 behandlas//VB|PRS|SFO//ccomp//44 hos//PP//case//49 socialnämnden//NN|UTR|SIN|DEF|NOM//obl//47 för//PP//case//51 uppföljning//NN|UTR|SIN|IND|NOM//obl//47 ,//MID//punct//53 utvärdering//NN|UTR|SIN|IND|NOM//conj//51 ,//MID//punct//55 kvalitetssäkring//NN|UTR|SIN|IND|NOM//conj//51 ,//MID//punct//57 forskning//NN|UTR|SIN|IND|NOM//conj//51 och//KN//cc//59 framställning//NN|UTR|SIN|IND|NOM//conj//51 av//PP//case//61 statistik//NN|UTR|SIN|IND|NOM//nmod//59 (//PAD//punct//51 avsnitt//NN|NEU|SIN|IND|NOM//nmod//64 6.1.5//RG|NOM//appos//51 )//PAD//punct//2 .//MAD//punct//2
Förslaget till lag om ändring i socialtjänstlagen;Vidare//AB|KOM//advmod//1 föreslås//VB|PRS|SFO//ROOT//1 en//DT|UTR|SIN|IND//det//3 ändring//NN|UTR|SIN|IND|NOM//nsubj:pass//1 i//PP//case//7 61//RG|NOM//nummod//6 §//NN|AN//nmod//7 socialtjänstlagen//NN|UTR|SIN|DEF|NOM//nmod//3 ,//MID//punct//10 som//HP|-|-|-//nsubj//10 innebär//VB|PRS|AKT//acl:relcl//7 att//SN//mark//16 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//16 i//PP//case//15 den//DT|UTR|SIN|DEF//det//15 paragrafen//NN|UTR|SIN|DEF|NOM//obl//16 tas//VB|PRS|SFO//ccomp//10 in//PL//compound:prt//16 en//DT|UTR|SIN|IND//det//19 hänvisning//NN|UTR|SIN|IND|NOM//nsubj:pass//16 inte//AB//advmod//16 bara//AB//advmod//16 till//PP//case//23 personuppgiftslagen//NN|UTR|SIN|DEF|NOM//obl//16 utan//KN//cc//27 även//AB//advmod//27 till//PP//case//27 lagen//NN|UTR|SIN|DEF|NOM//obl//16 om//PP//case//29 behandling//NN|UTR|SIN|IND|NOM//nmod//27 av//PP//case//31 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//29 inom//PP//case//33 socialtjänsten//NN|UTR|SIN|DEF|NOM//nmod//29 (//PAD//punct//16 avsnitt//NN|NEU|SIN|IND|NOM//nmod//36 8.2//RG|NOM//appos//16 )//PAD//punct//1 .//MAD//punct//1
Förslaget till lag om ändring i socialtjänstlagen;Även//AB//advmod//4 ändringarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//4 i//PP//case//3 socialtjänstlagen//NN|UTR|SIN|DEF|NOM//nmod//1 föreslås//VB|PRS|SFO//advcl//21 träda//VB|INF|AKT//xcomp//4 i//PP//compound:prt//5 kraft//NN|UTR|SIN|IND|NOM//fixed//6 den//DT|UTR|SIN|DEF//det//10 1//RO|NOM//nummod//10 juli//NN|UTR|SIN|IND|NOM//obl//5 2000//RG|NOM//nummod//10 (//PAD//punct//4 avsnitt//NN|NEU|SIN|IND|NOM//nmod//14 7.2//RG|NOM//appos//4 )//PAD//punct//4 .//MAD//punct//21
Förslaget till lag om ändring i socialtjänstlagen;Beträffande//PP//case//20 61//RG|NOM//nummod//19 §//NN|AN//nmod//20 socialtjänstlagen//NN|UTR|SIN|DEF|NOM//obl//21 föreslås//VB|PRS|SFO//ROOT//21 en//DT|UTR|SIN|IND//det//24 viss//JJ|POS|UTR|SIN|IND|NOM//amod//24 övergångsreglering//NN|UTR|SIN|IND|NOM//nsubj:pass//21 .//MAD//punct//21

