Statsrådet Lars-Erik Lövdén ;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 bemyndigade//VB|PRT|AKT//ROOT//1 genom//PP//case//3 beslut//NN|NEU|SIN|IND|NOM//obl//1 den//DT|UTR|SIN|DEF//det//6 21//RG|NOM//nummod//6 december//NN|UTR|SIN|IND|NOM//obl//1 2000//RG|NOM//nummod//6 det//DT|NEU|SIN|DEF//det//9 statsråd//NN|NEU|SIN|IND|NOM//obl//1 som//HP|-|-|-//nsubj//11 ansvarar//VB|PRS|AKT//acl:relcl//9 för//PP//case//13 frågor//NN|UTR|PLU|IND|NOM//obl//11 om//PP//case//16 kommunal//JJ|POS|UTR|SIN|IND|NOM//amod//16 ekonomi//NN|UTR|SIN|IND|NOM//nmod//13 att//IE//mark//18 tillkalla//VB|INF|AKT//acl//16 en//DT|UTR|SIN|IND//det//21 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//21 utredare//NN|UTR|SIN|IND|NOM//obj//18 med//PP//case//23 uppdrag//NN|NEU|SIN|IND|NOM//obl//18 att//IE//mark//25 utreda//VB|INF|AKT//acl//23 frågan//NN|UTR|SIN|DEF|NOM//obj//25 om//PP//case//28 kontroll//NN|UTR|SIN|IND|NOM//nmod//26 och//KN//cc//30 omprövning//NN|UTR|SIN|IND|NOM//conj//28 av//PP//case//32 beslut//NN|NEU|SIN|IND|NOM//nmod//30 om//PP//case//34 utbetalning//NN|UTR|SIN|IND|NOM//obl//25 i//PP//case//36 kommunkontosystemet//NN|NEU|SIN|DEF|NOM//nmod//34 .//MAD//punct//1
5.2 Behovet av kontroll;Vidare//AB|KOM//punct//4 sägs//VB|PRS|SFO//advcl//4 att//SN//mark//51 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//51 från//PP//case//48 rättssäkerhetssynpunkt//NN|UTR|SIN|IND|NOM//obl//51 inte//AB//advmod//51 är//VB|PRS|AKT//cop//51 tillfredsställande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ccomp//44 att//SN//case//54 ett//DT|NEU|SIN|IND//det//54 system//NN|NEU|SIN|IND|NOM//obl//51 med//PP//case//58 den//DT|UTR|SIN|DEF//det//58 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//58 omfattning//NN|UTR|SIN|IND|NOM//nmod//54 som//HP|-|-|-//obl//62 kommunkontosystemet//NN|NEU|SIN|DEF|NOM//nsubj//62 har//VB|PRS|AKT//aux//62 saknar//VB|PRS|AKT//acl:relcl//58 en//DT|UTR|SIN|IND//det//64 kontrollfunktion//NN|UTR|SIN|IND|NOM//obj//62 .//MAD//punct//54
5.2 Behovet av kontroll;Även//AB//advmod//3 i//PP//case//3 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//3 utredningssammanhang//NN|NEU|PLU|IND|NOM//obl//8 har//VB|PRS|AKT//aux//8 behovet//NN|NEU|SIN|DEF|NOM//nsubj:pass//8 av//PP//case//7 kontrollmöjligheter//NN|UTR|PLU|IND|NOM//nmod//5 tagits//VB|SUP|SFO//ROOT//8 upp//PL//compound:prt//8 .//MAD//punct//8
5.2 Behovet av kontroll;I//PP//case//12 promemorian//NN|UTR|SIN|DEF|NOM//nmod//13 Ersättning//NN|UTR|SIN|IND|NOM//obl//8 för//PP//case//16 viss//JJ|POS|UTR|SIN|IND|NOM//amod//16 mervärdesskatt//NN|UTR|SIN|IND|NOM//nmod//13 till//PP//case//18 kommuner//NN|UTR|PLU|IND|NOM//nmod//16 och//KN//cc//20 landsting//NN|NEU|SIN|IND|NOM//conj//18 (//PAD//punct//13 Ds//PM|NOM//nmod//23 1997:74//RG|NOM//appos//13 )//PAD//punct//8 pekas//VB|PRS|SFO//conj//8 på//PP//case//27 behovet//NN|NEU|SIN|DEF|NOM//obl//25 av//PP//case//29 kontroll//NN|UTR|SIN|IND|NOM//nmod//27 främst//AB|SUV//advmod//25 i//PP//case//32 anledning//NN|UTR|SIN|IND|NOM//obl//25 av//PP//mark//36 att//SN//mark//36 6-procentsersättningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//36 föreslogs//VB|PRT|SFO//acl//32 kompletteras//VB|INF|SFO//conj//8 med//PP//case//40 en//DT|UTR|SIN|IND//det//40 18-//RG|SMS//obl//37 och//KN//cc//43 en//DT|UTR|SIN|IND//det//43 5-procentsersättning//NN|UTR|SIN|IND|NOM//conj//40 .//MAD//punct//8
5.2 Behovet av kontroll;Utbetalningarna//NN|UTR|PLU|DEF|NOM//nsubj//5 från//PP//case//2 systemet//NN|NEU|SIN|DEF|NOM//nmod//0 har//VB|PRS|AKT//aux//5 hittills//AB//advmod//5 ökat//VB|SUP|AKT//ROOT//5 procentuellt//AB|POS//advmod//7 sett//VB|SUP|AKT//advcl//5 mer//AB|KOM//advmod//5 än//KN//case//11 kommunsektorns//NN|UTR|SIN|DEF|GEN//nmod:poss//11 utgifter//NN|UTR|PLU|IND|NOM//obl//5 för//PP//case//13 förbrukning//NN|UTR|SIN|IND|NOM//nmod//11 (//PAD//punct//15 köp//NN|NEU|SIN|IND|NOM//advcl//5 av//PP//case//17 materiel//NN|UTR|SIN|IND|NOM//nmod//15 och//KN//cc//19 tjänster//NN|UTR|PLU|IND|NOM//conj//17 )//PAD//punct//15 och//KN//cc//22 investeringar//NN|UTR|PLU|IND|NOM//conj//15 .//MAD//punct//15
5.2 Behovet av kontroll;Enligt//PP//case//25 betänkandet//NN|NEU|SIN|DEF|NOM//nmod//26 Kommunkontosystemet//NN|NEU|SIN|DEF|NOM//nmod//15 och//KN//cc//28 rättvisan//NN|UTR|SIN|DEF|NOM//conj//26 –//PM|NOM//punct//30 momsen//NN|UTR|SIN|DEF|NOM//conj//26 ,//MID//punct//32 kommunerna//NN|UTR|PLU|DEF|NOM//conj//30 och//KN//cc//34 konkurrensen//NN|UTR|SIN|DEF|NOM//conj//30 (//PAD//punct//30 SOU//PM|NOM//nmod//37 1999:133//RG|NOM//appos//30 )//PAD//punct//15 beror//VB|PRS|AKT//conj//5 ökningen//NN|UTR|SIN|DEF|NOM//nsubj//39 bl.a.//AB|AN//advmod//39 på//PP//mark//47 att//SN//mark//47 verksamheter//NN|UTR|PLU|IND|NOM//nsubj:pass//47 som//HP|-|-|-//nsubj:pass//47 tidigare//AB|KOM//advmod//47 bedrivits//VB|SUP|SFO//advcl//39 enbart//AB//advmod//52 i//PP//case//51 kommunal//JJ|POS|UTR|SIN|IND|NOM//amod//51 regi//NN|UTR|SIN|IND|NOM//obl//52 övergått//VB|SUP|AKT//advcl//47 i//PP//advmod//52 eller//KN//cc//55 kompletterats//VB|SUP|SFO//conj//52 med//PP//case//58 privat//JJ|POS|UTR|SIN|IND|NOM//amod//58 drift//NN|UTR|SIN|IND|NOM//obl//55 och//KN//cc//68 att//SN//mark//68 stödverksamheter//NN|UTR|PLU|IND|NOM//nsubj:pass//68 ,//MID//punct//65 såsom//KN//mark//65 exempelvis//AB//advmod//65 städning//NN|UTR|SIN|IND|NOM//nmod//61 ,//MID//punct//68 har//VB|PRS|AKT//aux//68 lämnats//VB|SUP|SFO//conj//52 ut//PL//compound:prt//68 till//PP//case//71 entreprenörer//NN|UTR|PLU|IND|NOM//obl//68 .//MAD//punct//5
5.2 Behovet av kontroll;I//PP//case//1 betänkandet//NN|NEU|SIN|DEF|NOM//obl//2 anförs//VB|PRS|SFO//ROOT//2 att//SN//mark//9 i//PP//case//6 det//DT|NEU|SIN|DEF//det//6 fall//NN|NEU|SIN|IND|NOM//obl//9 kommunkontosystemet//NN|NEU|SIN|DEF|NOM//nsubj:pass//9 helt//AB|POS//advmod//9 finansieras//VB|PRS|SFO//ccomp//2 av//PP//case//11 kommunsektorn//NN|UTR|SIN|DEF|NOM//obl:agent//9 finns//VB|PRS|SFO//conj//2 inget//DT|NEU|SIN|IND//det//15 annat//JJ|POS|NEU|SIN|IND|NOM//amod//15 skäl//NN|NEU|SIN|IND|NOM//nsubj//12 för//PP//case//17 staten//NN|UTR|SIN|DEF|NOM//nmod//15 att//IE//mark//19 kontrollera//VB|INF|AKT//acl//15 systemet//NN|NEU|SIN|DEF|NOM//obj//19 än//KN//mark//24 för//PP//mark//24 att//IE//mark//24 tillförsäkra//VB|INF|AKT//advcl//19 att//SN//mark//30 tolkningar//NN|UTR|PLU|IND|NOM//nsubj//30 av//PP//case//28 regelverket//NN|NEU|SIN|DEF|NOM//nmod//26 inte//AB//advmod//30 ger//VB|PRS|AKT//ccomp//24 upphov//NN|NEU|SIN|IND|NOM//obj//30 till//PP//case//33 omfördelningseffekter//NN|UTR|PLU|IND|NOM//obl//30 och//KN//cc//38 att//SN//mark//38 systemet//NN|NEU|SIN|DEF|NOM//nsubj:pass//38 därmed//AB//advmod//38 upplevs//VB|PRS|SFO//conj//30 som//KN//mark//40 orättvist//JJ|POS|NEU|SIN|IND|NOM//xcomp//38 .//MID//punct//2
5.2 Behovet av kontroll;Om//SN//mark//45 däremot//AB//advmod//45 kommunkontot//NN|NEU|SIN|DEF|NOM//nsubj:pass//45 läggs//VB|PRS|SFO//advcl//59 in//PL//compound:prt//45 på//PP//case//49 statsbudgetens//NN|UTR|SIN|DEF|GEN//nmod:poss//49 inkomstsida//NN|UTR|SIN|IND|NOM//obl//45 och//KN//cc//53 staten//NN|UTR|SIN|DEF|NOM//nsubj//53 därmed//AB//advmod//53 tar//VB|PRS|AKT//conj//45 över//PL//compound:prt//53 ansvaret//NN|NEU|SIN|DEF|NOM//obj//53 för//PP//case//58 kommunkontots//NN|NEU|SIN|IND|GEN//amod//58 finansiering//NN|UTR|SIN|IND|NOM//obl//53 ökar//VB|PRS|AKT//parataxis//2 behovet//NN|NEU|SIN|DEF|NOM//obj//59 av//PP//case//63 statlig//JJ|POS|UTR|SIN|IND|NOM//amod//63 kontroll//NN|UTR|SIN|IND|NOM//nmod//60 vid//PP//case//65 sidan//NN|UTR|SIN|DEF|NOM//obl//59 av//PP//case//69 den//DT|UTR|SIN|DEF//det//69 kommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//69 revisionen//NN|UTR|SIN|DEF|NOM//nmod//65 .//MAD//punct//59
5.2 Behovet av kontroll;Exempelvis//AB//advmod//72 kan//VB|PRS|AKT//aux//102 enligt//PP//case//74 utredningen//NN|UTR|SIN|DEF|NOM//obl//75 tillämpningen//NN|UTR|SIN|DEF|NOM//obj//72 av//PP//case//77 reglerna//NN|UTR|PLU|DEF|NOM//nmod//75 för//PP//case//79 ersättning//NN|UTR|SIN|IND|NOM//nmod//77 med//PP//case//82 18//RG|NOM//nummod//82 procent//NN|UTR|PLU|IND|NOM//nmod//79 vid//PP//case//84 hyra//NN|UTR|SIN|IND|NOM//nmod//77 av//PP//case//86 lokal//NN|UTR|SIN|IND|NOM//nmod//84 och//KN//cc//88 reglerna//NN|UTR|PLU|DEF|NOM//conj//86 för//PP//case//92 de//DT|UTR/NEU|PLU|DEF//det//92 tre//RG|NOM//nummod//92 ersättningsnivåerna//NN|UTR|PLU|DEF|NOM//nmod//88 vid//PP//case//94 upphandling//NN|UTR|SIN|IND|NOM//nmod//92 från//PP//compound:prt//72 ,//MID//punct//98 respektive//AB//cc//98 bidrag//NN|NEU|PLU|IND|NOM//conj//72 till//PP//case//98 ,//MID//punct//101 entreprenörer//NN|UTR|PLU|IND|NOM//conj//72 behöva//VB|INF|AKT//conj//59 kontrolleras//VB|INF|SFO//xcomp//102 .//MAD//punct//2
5.2 Behovet av kontroll;Betänkandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//1 remitterades//VB|PRT|SFO//ROOT//1 till//PP//case//5 ca//AB|AN//advmod//4 70//RG|NOM//nummod//5 instanser//NN|UTR|PLU|IND|NOM//obl//1 ,//MID//punct//10 varav//HA//advmod//10 ungefär//AB//advmod//9 en//RG|UTR|SIN|IND|NOM//det//10 tredjedel//NN|UTR|SIN|IND|NOM//conj//1 –//RG|NOM//punct//13 mestadels//AB//advmod//13 kommuner//NN|UTR|PLU|IND|NOM//appos//10 –//RG|NOM//punct//13 yttrade//VB|PRT|AKT//conj//1 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//15 i//PP//case//18 frågan//NN|UTR|SIN|DEF|NOM//obl//15 om//PP//case//20 kontroll//NN|UTR|SIN|IND|NOM//nmod//18 .//MAD//punct//1
5.2 Behovet av kontroll;Av//PP//case//24 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//24 tillstyrkte//VB|PRT|AKT//conj//1 uttryckligen//AB//advmod//24 mer//AB|KOM//advmod//24 än//KN//case//28 hälften//NN|UTR|SIN|DEF|NOM//nmod//26 en//DT|UTR|SIN|IND//det//33 förbättrad//PC|PRF|UTR|SIN|IND|NOM//amod//33 eller//KN//cc//32 ökad//PC|PRF|UTR|SIN|IND|NOM//conj//30 kontroll//NN|UTR|SIN|IND|NOM//obj//24 .//MAD//punct//24
5.2 Behovet av kontroll;Som//KN//case//36 skäl//NN|NEU|SIN|IND|NOM//obl//41 för//PP//case//40 en//DT|UTR|SIN|IND//det//40 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//40 kontroll//NN|UTR|SIN|IND|NOM//nmod//36 anfördes//VB|PRT|SFO//conj//1 bl.a.//AB|AN//advmod//41 den//DT|UTR|SIN|DEF//det//45 betydande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//45 omsättningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//41 ,//MID//punct//47 betydelsen//NN|UTR|SIN|DEF|NOM//parataxis//1 av//PP//mark//51 att//SN//mark//51 regelverket//NN|NEU|SIN|DEF|NOM//nsubj:pass//51 tillämpas//VB|PRS|SFO//acl//47 lika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advmod//51 av//PP//case//55 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//55 kommuner//NN|UTR|PLU|IND|NOM//obl//51 samt//KN//cc//59 det//DT|NEU|SIN|DEF//det//59 fortsatta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//59 förtroendet//NN|NEU|SIN|DEF|NOM//conj//1 för//PP//case//61 systemet//NN|NEU|SIN|DEF|NOM//nmod//59 .//MAD//punct//59
5.2 Behovet av kontroll;Som//KN//case//64 skäl//NN|NEU|SIN|IND|NOM//obl//69 mot//PP//case//68 en//DT|UTR|SIN|IND//det//68 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//68 kontroll//NN|UTR|SIN|IND|NOM//nmod//64 anfördes//VB|PRT|SFO//conj//1 bl.a.//AB|AN//advmod//69 att//SN//mark//83 den//DT|UTR|SIN|DEF//det//73 kontroll//NN|UTR|SIN|IND|NOM//nsubj//83 som//HP|-|-|-//nsubj:pass//77 i//PP//advmod//77 dag//NN|UTR|SIN|IND|NOM//fixed//75 utövas//VB|PRS|SFO//acl:relcl//73 av//PP//case//80 kommunens//NN|UTR|SIN|DEF|GEN//nmod:poss//80 revisorer//NN|UTR|PLU|IND|NOM//obl:agent//77 är//VB|PRS|AKT//cop//83 fullt//AB|POS//advmod//83 tillräcklig//JJ|POS|UTR|SIN|IND|NOM//ccomp//69 .//MAD//punct//1
5.2 Behovet av kontroll;Tillämpningsföreskrifter//NN|UTR|PLU|IND|NOM//nsubj:pass//5 beträffande//PP//case//2 redovisningen//NN|UTR|SIN|DEF|NOM//nmod//0 till//PP//case//4 kommunkontosystemet//NN|NEU|SIN|DEF|NOM//nmod//2 saknas//VB|PRS|SFO//ROOT//5 .//MAD//punct//5
5.2 Behovet av kontroll;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//8 får//VB|PRS|AKT//parataxis//5 till//PP//compound:prt//8 följd//NN|UTR|SIN|IND|NOM//fixed//9 att//SN//mark//13 kommuner//NN|UTR|PLU|IND|NOM//nsubj//13 tillämpar//VB|PRS|AKT//ccomp//8 systemet//NN|NEU|SIN|DEF|NOM//obj//13 på//PP//case//17 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 sätt//NN|NEU|PLU|IND|NOM//obl//13 .//MID//punct//8
5.2 Behovet av kontroll;De//DT|UTR/NEU|PLU|DEF//det//20 iakttagelser//NN|UTR|PLU|IND|NOM//nsubj//31 Riksrevisionsverket//NN|NEU|SIN|DEF|NOM//nsubj//22 gjort//VB|SUP|AKT//acl:relcl//20 vid//PP//case//25 sin//PS|UTR|SIN|DEF//nmod:poss//25 kartläggning//NN|UTR|SIN|IND|NOM//obl//22 av//PP//case//28 kommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//28 ersättning//NN|UTR|SIN|IND|NOM//nmod//25 från//PP//case//30 kommunkontosystemet//NN|NEU|SIN|DEF|NOM//nmod//28 bekräftar//VB|PRS|AKT//parataxis//8 också//AB//advmod//31 att//SN//mark//35 systemet//NN|NEU|SIN|DEF|NOM//nsubj:pass//35 tillämpas//VB|PRS|SFO//ccomp//31 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//35 (//PAD//punct//8 se//VB|IMP|AKT//parataxis//8 avsnitt//NN|NEU|SIN|IND|NOM//nmod//40 5.1//RG|NOM//obj//38 )//PAD//punct//8 .//MAD//punct//5
5.2 Behovet av kontroll;Den//DT|UTR|SIN|DEF//det//45 förmodade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//45 felredovisningen//NN|UTR|SIN|DEF|NOM//nsubj//52 av//PP//case//47 mervärdesskatten//NN|UTR|SIN|DEF|NOM//nmod//45 i//PP//case//49 affärsverksamheten//NN|UTR|SIN|DEF|NOM//nmod//47 i//PP//case//51 kommunerna//NN|UTR|PLU|DEF|NOM//nmod//49 leder//VB|PRS|AKT//parataxis//5 till//PP//case//55 en//DT|UTR|SIN|IND//det//55 omfördelning//NN|UTR|SIN|IND|NOM//obl//52 mellan//PP//case//57 kommunerna//NN|UTR|PLU|DEF|NOM//nmod//55 .//MAD//punct//5
5.2 Behovet av kontroll;Att//SN//mark//2 kontrollfunktion//NN|UTR|SIN|IND|NOM//nsubj:pass//2 saknas//VB|PRS|SFO//advcl//5 i//PP//case//4 kommunkontosystemet//NN|NEU|SIN|DEF|NOM//obl//2 påverkar//VB|PRS|AKT//ROOT//5 Riksskatteverkets//NN|NEU|SIN|DEF|GEN//nmod:poss//7 handläggning//NN|UTR|SIN|IND|NOM//nsubj//5 .//MAD//punct//5
5.2 Behovet av kontroll;Riksskatteverket//NN|NEU|SIN|DEF|NOM//nsubj//12 kan//VB|PRS|AKT//aux//12 inte//AB//advmod//12 göra//VB|INF|AKT//parataxis//5 någon//DT|UTR|SIN|IND//det//15 materiell//JJ|POS|UTR|SIN|IND|NOM//amod//15 prövning//NN|UTR|SIN|IND|NOM//obj//12 av//PP//case//18 en//DT|UTR|SIN|IND//det//18 ansökan//NN|UTR|SIN|IND|NOM//nmod//15 om//PP//case//20 ersättning//NN|UTR|SIN|IND|NOM//nmod//18 från//PP//case//22 kommunkontosystemet//NN|NEU|SIN|DEF|NOM//nmod//20 ,//MID//punct//32 eftersom//SN//mark//32 en//DT|UTR|SIN|IND//det//26 lagreglering//NN|UTR|SIN|IND|NOM//nsubj:pass//32 som//HP|-|-|-//nsubj//28 möjliggör//VB|PRS|AKT//acl:relcl//26 en//DT|UTR|SIN|IND//det//31 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//31 prövning//NN|UTR|SIN|IND|NOM//obj//28 saknas//VB|PRS|SFO//advcl//12 .//MID//punct//32
5.2 Behovet av kontroll;Verkets//NN|NEU|SIN|DEF|GEN//nmod:poss//36 formella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//36 prövning//NN|UTR|SIN|IND|NOM//nsubj//39 är//VB|PRS|AKT//cop//39 också//AB//advmod//39 begränsad//PC|PRF|UTR|SIN|IND|NOM//xcomp//5 och//KN//cc//42 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//42 saknas//VB|PRS|SFO//conj//39 t.ex.//AB|AN//advmod//42 stöd//NN|NEU|SIN|IND|NOM//nsubj:pass//42 för//PP//mark//47 att//IE//mark//47 förelägga//VB|INF|AKT//advcl//42 en//DT|UTR|SIN|IND//det//49 kommun//NN|UTR|SIN|IND|NOM//obj//47 att//IE//mark//51 komplettera//VB|INF|AKT//xcomp//47 sin//PS|UTR|SIN|DEF//nmod:poss//53 ansökan//NN|UTR|SIN|IND|NOM//obj//51 om//PP//case//55 ersättning//NN|UTR|SIN|IND|NOM//obl//51 .//MAD//punct//5
5.2 Behovet av kontroll;Någon//DT|UTR|SIN|IND//det//58 möjlighet//NN|UTR|SIN|IND|NOM//appos//5 till//PP//case//60 rättelse//NN|UTR|SIN|IND|NOM//nmod//58 och//KN//cc//62 omprövning//NN|UTR|SIN|IND|NOM//conj//60 ,//MID//punct//64 annat//PN|NEU|SIN|IND|SUB/OBJ//conj//58 än//KN//case//68 vid//PP//case//68 uppenbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//68 felaktigheter//NN|UTR|PLU|IND|NOM//nmod//64 i//PP//case//70 beslut//NN|NEU|PLU|IND|NOM//nmod//68 ,//MID//punct//72 finns//VB|PRS|SFO//conj//5 inte//AB//advmod//72 heller//AB//advmod//72 .//MAD//punct//5
5.2 Behovet av kontroll;De//DT|UTR/NEU|PLU|DEF//nsubj//4 nu//AB//advmod//4 angivna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//3 förhållandena//NN|NEU|PLU|DEF|NOM//nsubj//4 talar//VB|PRS|AKT//ROOT//4 för//PP//mark//12 att//SN//mark//12 en//DT|UTR|SIN|IND//det//8 möjlighet//NN|UTR|SIN|IND|NOM//nsubj:pass//12 till//PP//case//10 kontroll//NN|UTR|SIN|IND|NOM//nmod//8 bör//VB|PRS|AKT//aux//12 skapas//VB|INF|SFO//advcl//4 i//PP//case//14 systemet//NN|NEU|SIN|DEF|NOM//obl//12 .//MID//punct//4
5.2 Behovet av kontroll;Även//AB//advmod//18 det//DT|NEU|SIN|DEF//det//18 faktum//NN|NEU|SIN|DEF|NOM//parataxis//4 att//SN//mark//21 systemet//NN|NEU|SIN|DEF|NOM//nsubj:pass//21 upplevs//VB|PRS|SFO//acl//18 som//KN//nsubj//24 svåröverskådligt//AB|POS//advmod//24 talar//VB|PRS|AKT//xcomp//21 för//PP//mark//30 att//SN//mark//30 en//DT|UTR|SIN|IND//det//28 kontrollmöjlighet//NN|UTR|SIN|IND|NOM//nsubj:pass//30 bör//VB|PRS|AKT//aux//30 tillskapas//VB|INF|SFO//advcl//24 .//MAD//punct//4
5.2 Behovet av kontroll;Kontroller//NN|UTR|PLU|IND|NOM//nsubj//34 kan//VB|PRS|AKT//aux//34 tydliggöra//VB|INF|AKT//parataxis//4 i//PP//case//37 vilka//HD|UTR/NEU|PLU|IND//det//37 avseenden//NN|NEU|PLU|IND|NOM//obl//34 tillämpningen//NN|UTR|SIN|DEF|NOM//obj//34 av//PP//case//41 systemet//NN|NEU|SIN|DEF|NOM//nmod//41 brister//VB|PRS|AKT//nmod//38 och//KN//cc//43 ge//VB|INF|AKT//conj//34 stöd//NN|NEU|SIN|IND|NOM//obj//43 för//PP//case//49 en//DT|UTR|SIN|IND//det//49 mer//AB|KOM//advmod//48 enhetlig//JJ|POS|UTR|SIN|IND|NOM//amod//49 tolkning//NN|UTR|SIN|IND|NOM//obl//43 av//PP//case//52 regelsystemet//NN|NEU|SIN|DEF|NOM//nmod//52 kommuner//NN|UTR|PLU|IND|NOM//nmod//49 emellan//PP//case//49 .//MAD//punct//34
5.2 Behovet av kontroll;Kontrollmöjligheter//NN|UTR|PLU|IND|NOM//nsubj//61 skulle//VB|PRT|AKT//aux//61 med//PP//case//59 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//59 sannolikhet//NN|UTR|SIN|IND|NOM//obl//61 även//AB//advmod//61 öka//VB|INF|AKT//parataxis//34 systemets//NN|NEU|SIN|DEF|GEN//nmod:poss//63 trovärdighet//NN|UTR|SIN|IND|NOM//obj//61 .//MAD//punct//4
5.2 Behovet av kontroll;En//DT|UTR|SIN|IND//det//1 kontroll//NN|UTR|SIN|IND|NOM//nsubj//3 bör//VB|PRS|AKT//aux//3 avse//VB|INF|AKT//ROOT//3 ,//MID//punct//8 förutom//PP//case//8 de//DT|UTR/NEU|PLU|DEF//det//8 formella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 kriterierna//NN|NEU|PLU|DEF|NOM//obl//3 för//PP//case//10 rätt//NN|UTR|SIN|IND|NOM//nmod//8 till//PP//case//12 ersättning//NN|UTR|SIN|IND|NOM//nmod//10 ,//MID//punct//17 även//AB//advmod//17 de//DT|UTR/NEU|PLU|DEF//det//17 materiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 förutsättningarna//NN|UTR|PLU|DEF|NOM//conj//3 för//PP//case//19 rätt//NN|UTR|SIN|IND|NOM//nmod//17 till//PP//case//21 ersättning//NN|UTR|SIN|IND|NOM//nmod//19 .//MAD//punct//17
5.2 Behovet av kontroll;Således//AB//advmod//25 bör//VB|PRS|AKT//aux//25 kontrolleras//VB|INF|SFO//advcl//3 att//SN//mark//30 de//DT|UTR/NEU|PLU|DEF//det//29 rekvirerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//29 beloppen//NN|NEU|PLU|DEF|NOM//nsubj//30 avser//VB|PRS|AKT//advcl//25 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//32 mervärdesskatt//NN|UTR|SIN|IND|NOM//obj//30 som//HP|-|-|-//mark//34 berättigar//VB|PRS|AKT//xcomp//30 till//PP//case//36 ersättning//NN|UTR|SIN|IND|NOM//nmod//34 från//PP//case//38 kommunkontosystemet//NN|NEU|SIN|DEF|NOM//nmod//36 samt//KN//cc//45 att//SN//mark//45 de//DT|UTR/NEU|PLU|DEF//det//43 rekvirerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//43 beloppen//NN|NEU|PLU|DEF|NOM//nsubj//45 är//VB|PRS|AKT//cop//45 korrekta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//25 .//MAD//punct//3
5.2 Behovet av kontroll;Kontrollen//NN|UTR|SIN|DEF|NOM//nsubj//2 bör//VB|PRS|AKT//aux//2 ha//VB|INF|AKT//ROOT//2 till//PP//case//4 syfte//NN|NEU|SIN|IND|NOM//obj//2 ,//MID//punct//2 inte//AB//advmod//9 bara//AB//advmod//9 att//IE//mark//9 korrigera//VB|INF|AKT//conj//2 redan//AB//advmod//11 begångna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 fel//NN|NEU|PLU|IND|NOM//obj//9 ,//MID//punct//15 utan//KN//cc//15 även//AB//advmod//9 –//RG|NOM//punct//15 och//KN//cc//19 kanske//AB//advmod//19 främst//AB|SUV//conj//9 –//PAD//punct//22 att//IE//mark//22 förebygga//VB|INF|AKT//advcl//2 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//24 fel//NN|NEU|PLU|IND|NOM//obj//22 i//PP//case//26 framtiden//NN|UTR|SIN|DEF|NOM//obl//22 .//MAD//punct//22
