MATS LEDERHAUSEN  ,  strategiansvarig, globalt McDonald’s Corp, USA, samtalsledare MICHAEL TRESCHOW  ,  koncernchef Electrolux ;HANS//PM|NOM//nmod//1 VON//PM|NOM//nmod//2 UTHMANN//PM|NOM//ROOT//2  //_SP////2 ,//MID//punct//7  //_SP////4 koncernchef//NN|UTR|SIN|IND|NOM//nmod//7 Shell//PM|NOM//conj//2 Sverige//PM|NOM//flat//7
Var och en i sitt hörn;Vi//PN|UTR|PLU|DEF|SUB//nsubj//2 har//VB|PRS|AKT//aux//2 fått//VB|SUP|AKT//ROOT//2 en//DT|UTR|SIN|IND//det//6 väldig//JJ|POS|UTR|SIN|IND|NOM//amod//6 ”//PAD//punct//6 compartmentalisation//NN|UTR|SIN|IND|NOM//obj//2 ”//PM|NOM//punct//6 i//PP//case//9 Sverige//PM|NOM//nmod//6 ,//MID//punct//6 en//DT|UTR|SIN|IND//det//12 specialisering//NN|UTR|SIN|IND|NOM//appos//6 som//HP|-|-|-//nsubj//15 inte//AB//advmod//15 gagnar//VB|PRS|AKT//acl:relcl//12 förståelsen//NN|UTR|SIN|DEF|NOM//obj//15 .//MAD//punct//2
Var och en i sitt hörn;Vi//PN|UTR|PLU|DEF|SUB//nsubj//19 har//VB|PRS|AKT//parataxis//2 yrkespolitiker//NN|UTR|PLU|IND|NOM//obj//19 ,//MID//punct//22 yrkesnäringslivsmänniskor//NN|UTR|PLU|IND|NOM//conj//20 ,//MID//punct//24 yrkesakademiker//NN|UTR|PLU|IND|NOM//conj//20 ,//MID//punct//26 yrkesjournalister//NN|UTR|PLU|IND|NOM//conj//20 …//PM|NOM//conj//20 –//NN|AN//punct//30 Vi//PN|UTR|PLU|DEF|SUB//nsubj//30 var//VB|PRT|AKT//conj//19 inne//AB//advmod//30 på//PP//case//33 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//30 förut//AB//advmod//30 ,//MID//punct//30 påpekar//VB|PRS|AKT//conj//19 Hans//PM|NOM//nmod:poss//38 von//PM|NOM//nmod//39 Uthmann//PM|NOM//obj//36 ,//MID//punct//36 att//SN//mark//45 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//45 inte//AB//advmod//45 är//VB|PRS|AKT//cop//45 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//ccomp//36 som//HP|-|-|-//nsubj//48 är//VB|PRS|AKT//cop//48 idealistiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//45 ,//MID//punct//48 att//SN//mark//54 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//54 inte//AB//advmod//54 är//VB|PRS|AKT//cop//54 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//ccomp//48 som//HP|-|-|-//nsubj:pass//56 strävar//VB|PRS|AKT//acl:relcl//54 efter//PP//mark//59 att//IE//mark//59 lämna//VB|INF|AKT//advcl//56 de//DT|UTR/NEU|PLU|DEF//det//62 här//AB//fixed//60 hörnen//NN|NEU|PLU|DEF|NOM//obj//59 ,//MID//punct//59 att//SN//mark//67 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//67 kan//VB|PRS|AKT//aux//67 ligga//VB|INF|AKT//ccomp//59 i//PP//case//71 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//70 parters//NN|UTR|PLU|IND|GEN//nmod:poss//71 intresse//NN|NEU|SIN|IND|NOM//obl//67 att//SN//mark//74 vi//PN|UTR|PLU|DEF|SUB//nsubj//74 har//VB|PRS|AKT//csubj//67 den//DT|UTR|SIN|DEF//det//77 här//AB//fixed//75 konfrontationen//NN|UTR|SIN|DEF|NOM//obj//74 .//MAD//punct//19 –//PAD//punct//83
Var och en i sitt hörn;Jag//PN|UTR|SIN|DEF|SUB//nsubj//83 skulle//VB|PRT|AKT//aux//83 vilja//VB|INF|AKT//aux//83 komma//VB|INF|AKT//parataxis//19 tillbaka//PL//advmod//83 till//PP//case//86 frågeställningen//NN|UTR|SIN|DEF|NOM//obl//83 om//PP//mark//90 varför//HA//advmod//90 vi//PN|UTR|PLU|DEF|SUB//nsubj//90 har//VB|PRS|AKT//acl//86 ”//PAD//punct//92 compartmentalisation//NN|UTR|SIN|IND|NOM//obj//90 ”//PM|NOM//punct//92 i//PP//case//95 Sverige//PM|NOM//obl//90 ,//MID//punct//97 säger//VB|PRS|AKT//parataxis//19 Jacob//PM|NOM//nsubj//97 Wallenberg//PM|NOM//flat:name//98 .//MAD//punct//19
Var och en i sitt hörn;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//104 är//VB|PRS|AKT//cop//104 verkligen//AB//advmod//104 ovanligt//JJ|POS|NEU|SIN|IND|NOM//conj//19 .//MID//punct//104
Var och en i sitt hörn;Jag//PN|UTR|SIN|DEF|SUB//nsubj//109 kan//VB|PRS|AKT//aux//109 inte//AB//advmod//109 komma//VB|INF|AKT//parataxis//104 på//PP//case//113 något//DT|NEU|SIN|IND//det//113 annat//JJ|POS|NEU|SIN|IND|NOM//amod//113 exempel//NN|NEU|SIN|IND|NOM//obl//109 i//PP//case//116 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//116 världen//NN|UTR|SIN|DEF|NOM//nmod//113 .//MAD//punct//109
Var och en i sitt hörn;Jag//PN|UTR|SIN|DEF|SUB//nsubj//1 tror//VB|PRS|AKT//ROOT//1 att//SN//mark//5 en//DT|UTR|SIN|IND//det//4 del//NN|UTR|SIN|IND|NOM//nsubj//5 står//VB|PRS|AKT//ccomp//1 att//SN//mark//7 ﬁnna//VB|INF|AKT//xcomp//5 i//PP//case//11 den//DT|UTR|SIN|DEF//det//11 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//11 framgång//NN|UTR|SIN|IND|NOM//nmod//7 som//HP|-|-|-//obl//14 Sverige//PM|NOM//nsubj//14 rönte//VB|PRT|AKT//acl:relcl//11 efter//PP//case//17 andra//RO|NOM//amod//17 världskriget//NN|NEU|SIN|DEF|NOM//obl//14 .//MID//punct//1
Var och en i sitt hörn;Då//AB//advmod//20 bestämde//VB|PRT|AKT//parataxis//1 Sverige//PM|NOM//nsubj//20 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//20 för//PP//mark//26 att//IE//mark//26 ha//VB|INF|AKT//aux//26 hittat//VB|SUP|AKT//advcl//20 den//DT|UTR|SIN|DEF//det//29 eviga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//29 nyckeln//NN|UTR|SIN|DEF|NOM//obj//26 till//PP//case//31 framgång//NN|UTR|SIN|IND|NOM//obl//26 .//MAD//punct//20
Var och en i sitt hörn;Sedan//AB//advmod//34 har//VB|PRS|AKT//parataxis//20 vi//PN|UTR|PLU|DEF|SUB//nsubj//34 en//DT|UTR|SIN|IND//det//37 faiblesse//NN|UTR|SIN|IND|NOM//obj//34 för//PP//case//39 konsensus//NN|UTR|SIN|IND|NOM//nmod//37 ,//MID//punct//34 vi//PN|UTR|PLU|DEF|SUB//nsubj//45 är//VB|PRS|AKT//cop//45 väldigt//AB|POS//advmod//45 väl//AB|POS//advmod//45 organiserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//34 ,//MID//punct//34 vi//PN|UTR|PLU|DEF|SUB//nsubj//48 skapar//VB|PRS|AKT//parataxis//34 allt//PN|NEU|SIN|IND|SUB/OBJ//obj//48 från//PP//case//51 SAF//PM|NOM//obl//48 till//PP//case//53 LO//PM|NOM//obl//48 till//PP//case//55 Industriförbundet//PM|NOM//obl//48 ,//MID//punct//57 organisationer//NN|UTR|PLU|IND|NOM//conj//55 utan//PP//case//59 ansikte//NN|NEU|SIN|IND|NOM//nmod//57 på//PP//case//62 något//DT|NEU|SIN|IND//det//62 sätt//NN|NEU|SIN|IND|NOM//obl//48 –//MID//punct//34 alla//DT|UTR/NEU|PLU|IND/DEF//det//65 bitarna//NN|UTR|PLU|DEF|NOM//obj//34 i//PP//case//68 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//68 hörn//NN|NEU|PLU|IND|NOM//nmod//65 i//PP//case//71 vår//PS|UTR|SIN|DEF//nmod:poss//71 oktagon//NN|UTR|SIN|IND|NOM//nmod//68 .//MAD//punct//1
Var och en i sitt hörn;Samtidigt//AB//advmod//1 har//VB|PRS|AKT//ROOT//1 vi//PN|UTR|PLU|DEF|SUB//nsubj//1 en//DT|UTR|SIN|IND//det//5 ny//JJ|POS|UTR|SIN|IND|NOM//amod//5 värld//NN|UTR|SIN|IND|NOM//obj//1 ,//MID//punct//1 med//PP//case//8 globalisering//NN|UTR|SIN|IND|NOM//obl//1 och//KN//cc//10 allt//PN|NEU|SIN|IND|SUB/OBJ//conj//8 som//HP|-|-|-//obj//14 vi//PN|UTR|PLU|DEF|SUB//nsubj//14 har//VB|PRS|AKT//aux//14 beskrivit//VB|SUP|AKT//acl:relcl//10 ,//MID//punct//17 som//HP|-|-|-//nsubj//17 kräver//VB|PRS|AKT//advcl//14 en//DT|UTR|SIN|IND//det//20 annan//JJ|POS|UTR|SIN|IND|NOM//amod//20 ﬂexibilitet//NN|UTR|SIN|IND|NOM//obj//17 .//MAD//punct//1
Var och en i sitt hörn;Vi//PN|UTR|PLU|DEF|SUB//nsubj//3 måste//VB|PRS|AKT//aux//3 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//3 komma//VB|INF|AKT//ROOT//3 in//PL//compound:prt//3 i//PP//case//6 mitten//NN|UTR|SIN|DEF|NOM//obl//3 på//PP//case//9 något//DT|NEU|SIN|IND//det//9 sätt//NN|NEU|SIN|IND|NOM//obl//3 ,//MID//punct//3 men//KN//cc//13 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//13 bryter//VB|PRS|AKT//conj//3 mot//PP//case//16 det//DT|NEU|SIN|DEF//det//16 etablerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//obl//13 .//MAD//punct//3
Var och en i sitt hörn;Finländarna//NN|UTR|PLU|DEF|NOM//nsubj//20 har//VB|PRS|AKT//aux//20 klarat//VB|SUP|AKT//parataxis//3 av//PL//case//22 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//20 ,//MID//punct//20 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//25 gick//VB|PRT|AKT//conj//20 igenom//PL//compound:prt//25 en//DT|UTR|SIN|IND//det//28 kris//NN|UTR|SIN|IND|NOM//obj//25 ,//MID//punct//30 frigörandet//NN|NEU|SIN|DEF|NOM//appos//28 från//PP//case//32 Sovjetunionen//PM|NOM//nmod//30 ,//MID//punct//30 som//HP|-|-|-//nsubj//37 var//VB|PRT|AKT//cop//37 tillräckligt//AB|POS//advmod//37 långtgående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl:relcl//30 för//PP//mark//41 att//SN//mark//41 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//41 såg//VB|PRT|AKT//advcl//37 ett//DT|NEU|SIN|IND//det//43 skäl//NN|NEU|SIN|IND|NOM//obj//41 att//IE//mark//45 samlas//VB|INF|SFO//acl//43 i//PP//case//47 centrum//NN|NEU|SIN|DEF|NOM//obl//45 .//MAD//punct//30
Var och en i sitt hörn;Sverige//PM|NOM//nsubj//52 har//VB|PRS|AKT//aux//52 inte//AB//advmod//52 gått//VB|SUP|AKT//conj//20 igenom//PL//compound:prt//52 någon//DT|UTR|SIN|IND//det//56 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//56 kris//NN|UTR|SIN|IND|NOM//obj//52 ,//MID//punct//61 vi//PN|UTR|PLU|DEF|SUB//nsubj//61 har//VB|PRS|AKT//aux//61 inte//AB//advmod//61 haft//VB|SUP|AKT//conj//52 någon//DT|UTR|SIN|IND//det//64 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//64 katalysator//NN|UTR|SIN|IND|NOM//obj//61 .//MAD//punct//52 –//PAD//punct//68
Var och en i sitt hörn;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//68 slog//VB|PRT|AKT//conj//20 mig//PN|UTR|SIN|DEF|OBJ//obj//68 att//IE//mark//83 trots//PP//case//77 att//SN//mark//77 jag//PN|UTR|SIN|DEF|SUB//nsubj//77 varit//VB|SUP|AKT//cop//77 så//AB//advmod//76 kort//JJ|POS|UTR|SIN|IND|NOM//amod//77 tid//NN|UTR|SIN|IND|NOM//obl//83 på//PP//case//79 Electrolux//PM|NOM//nmod//77 ,//MID//punct//77 har//VB|PRS|AKT//aux//83 jag//PN|UTR|SIN|DEF|SUB//nsubj//83 träffat//VB|SUP|AKT//ccomp//68 ﬂer//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obj//83 politiker//NN|UTR|PLU|IND|NOM//obj//83 ,//MID//punct//87 regionpresidenter//NN|UTR|PLU|IND|NOM//conj//85 och//KN//cc//89 annat//PN|NEU|SIN|IND|SUB/OBJ//conj//85 i//PP//case//91 Spanien//PM|NOM//obl//83 än//SN//mark//95 jag//PN|UTR|SIN|DEF|SUB//nsubj//95 har//VB|PRS|AKT//aux//95 gjort//VB|SUP|AKT//acl:relcl//91 i//PP//case//97 Sverige//PM|NOM//obl//95 ,//MID//punct//99 berättar//VB|PRS|AKT//parataxis//68 Michael//PM|NOM//nsubj//99 Treschow//PM|NOM//flat//100 .//MID//punct//68
Var och en i sitt hörn;Och//KN//cc//106 jag//PN|UTR|SIN|DEF|SUB//nsubj//106 har//VB|PRS|AKT//aux//106 blivit//VB|SUP|AKT//conj//20 inbjuden//PC|PRF|UTR|SIN|IND|NOM//xcomp//106 för//PP//mark//110 att//IE//mark//110 prata//VB|INF|AKT//advcl//106 om//PP//case//113 vår//PS|UTR|SIN|DEF//nmod:poss//113 situation//NN|UTR|SIN|IND|NOM//obl//110 i//PP//case//115 Spanien//PM|NOM//nmod//113 i//PP//case//119 samband//NN|NEU|SIN|IND|NOM//fixed//116 med//PP//fixed//116 rationaliseringsprojekten//NN|UTR|SIN|DEF|NOM//nmod//115 där//AB//advmod//110 –//RG|NOM//punct//106 och//KN//cc//123 säg//VB|IMP|AKT//conj//106 att//SN//mark//127 om//SN//mark//127 vi//PN|UTR|PLU|DEF|SUB//nsubj//127 har//VB|PRS|AKT//dislocated//133 tiotusen//RG|NOM//nummod//129 människor//NN|UTR|PLU|IND|NOM//obj//127 i//PP//case//131 Sverige//PM|NOM//obl//127 så//KN//advcl//133 har//VB|PRS|AKT//ccomp//123 vi//PN|UTR|PLU|DEF|SUB//nsubj//133 kanske//AB//advmod//133 tretusen//RG|NOM//obj//133 i//PP//case//138 Spanien//PM|NOM//nmod//136 .//MAD//punct//20
Var och en i sitt hörn;Man//PN|UTR|SIN|IND|SUB//nsubj//1 blir//VB|PRS|AKT//ROOT//1 alltid//AB//advmod//1 lite//AB|POS//advmod//4 imponerad//PC|PRF|UTR|SIN|IND|NOM//xcomp//1 när//HA//mark//7 någon//PN|UTR|SIN|IND|SUB/OBJ//nsubj//7 frågar//VB|PRS|AKT//advcl//1 om//SN//mark//11 man//PN|UTR|SIN|IND|SUB//nsubj//11 vill//VB|PRS|AKT//aux//11 dansa//VB|INF|AKT//ccomp//7 .//MAD//punct//1
Var och en i sitt hörn;Och//KN//cc//15 då//AB//advmod//15 blir//VB|PRS|AKT//conj//1 man//PN|UTR|SIN|IND|SUB//nsubj//15 välvilligt//AB|POS//advmod//18 inställd//PC|PRF|UTR|SIN|IND|NOM//xcomp//15 ,//MID//punct//20 konstaterar//VB|PRS|AKT//parataxis//15 han//PN|UTR|SIN|DEF|SUB//nsubj//20 .//MAD//punct//1 –//RG|NOM//punct//1
Var och en i sitt hörn;Är//VB|PRS|AKT//cop//26 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//26 så//AB//parataxis//1 att//SN//mark//30 i//PP//case//29 Sverige//PM|NOM//obl//30 upplevs//VB|PRS|SFO//csubj//26 allt//PN|NEU|SIN|IND|SUB/OBJ//obj//30 som//KN//mark//33 givet//PC|PRF|NEU|SIN|IND|NOM//xcomp//30 ?//MID//punct//1
Var och en i sitt hörn;frågar//VB|PRS|AKT//parataxis//1 Jacob//PM|NOM//nsubj//35 Wallenberg//PM|NOM//flat:name//36 .//MAD//punct//35
Var och en i sitt hörn;Institutionerna//NN|UTR|PLU|DEF|NOM//xcomp//1 igen//AB//advmod//39 ,//MID//punct//1 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//43 gör//VB|PRS|AKT//conj//1 sin//PS|UTR|SIN|DEF//nmod:poss//45 sak//NN|UTR|SIN|IND|NOM//obj//43 ,//MID//punct//1 man//PN|UTR|SIN|IND|SUB//nsubj//50 får//VB|PRS|AKT//aux//50 inte//AB//advmod//50 lägga//VB|INF|AKT//parataxis//1 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//50 i//PP//case//54 varandras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//54 områden//NN|NEU|PLU|IND|NOM//obl//50 .//MAD//punct//1
Var och en i sitt hörn;Jag//PN|UTR|SIN|DEF|SUB//nsubj//58 har//VB|PRS|AKT//aux//58 varit//VB|SUP|AKT//conj//1 med//PL//compound:prt//58 i//PP//case//61 diskussioner//NN|UTR|PLU|IND|NOM//obl//58 med//PP//case//63 politiker//NN|UTR|PLU|IND|NOM//nmod//61 där//HA//advmod//66 politikerna//NN|UTR|PLU|DEF|NOM//nsubj//66 har//VB|PRS|AKT//aux//67 läxat//AB//xcomp//1 upp//PL//compound:prt//67 mig//PN|UTR|SIN|DEF|OBJ//obj//67 och//KN//cc//71 sagt//VB|SUP|AKT//conj//1 att//SN//mark//76 jag//PN|UTR|SIN|DEF|SUB//nsubj//76 inte//AB//advmod//76 ska//VB|PRS|AKT//aux//76 ha//VB|INF|AKT//ccomp//71 åsikter//NN|UTR|PLU|IND|NOM//obj//76 om//PP//case//79 politik//NN|UTR|SIN|IND|NOM//nmod//77 för//PP//mark//84 att//SN//mark//84 jag//PN|UTR|SIN|DEF|SUB//nsubj//84 inte//AB//advmod//84 kan//VB|PRS|AKT//advcl//76 politik//NN|UTR|SIN|IND|NOM//obj//84 .//MID//punct//1
Var och en i sitt hörn;Jag//PN|UTR|SIN|DEF|SUB//nsubj//89 har//VB|PRS|AKT//aux//89 varit//VB|SUP|AKT//conj//1 med//PL//compound:prt//89 om//PP//case//94 det//PN|NEU|SIN|DEF|SUB/OBJ//det//94 ﬂera//NN|NEU|SIN|IND|NOM//amod//94 gånger//NN|UTR|PLU|IND|NOM//obl//89 .//MAD//punct//1
Var och en i sitt hörn;Och//KN//cc//10 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//9 här//AB//fixed//1 med//PP//mark//6 att//SN//mark//6 ”//PM|GEN//punct//6 välstånd//NN|NEU|SIN|IND|NOM//acl//1 ,//MID//punct//1 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//9 är//VB|PRS|AKT//cop//10 något//PN|NEU|SIN|IND|SUB/OBJ//obl//21 vi//PN|UTR|PLU|DEF|SUB//nsubj//10 fördelar//NN|UTR|PLU|IND|NOM//nmod//10 och//KN//cc//16 ska//VB|PRS|AKT//aux//16 du//PN|UTR|SIN|DEF|SUB//nsubj//16 rationalisera//VB|INF|AKT//conj//10 så//AB//advcl//21 får//VB|PRS|AKT//aux//21 du//PN|UTR|SIN|DEF|SUB//nsubj//21 väl//AB//advmod//21 göra//VB|INF|AKT//ROOT//21 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//21 ”//PAD//punct//21 –//RG|NOM//punct//29 medan//SN//mark//29 man//PN|UTR|SIN|IND|SUB//nsubj//29 i//PP//case//28 Spanien//PM|NOM//obl//29 förenar//VB|PRS|AKT//advcl//21 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//29 ,//MID//punct//29 försöker//VB|PRS|AKT//conj//29 hjälpa//VB|INF|AKT//xcomp//32 till//PL//compound:prt//33 att//IE//mark//36 hitta//VB|INF|AKT//xcomp//33 lösningar//NN|UTR|PLU|IND|NOM//obj//36 och//KN//cc//39 bjuder//VB|PRS|AKT//conj//36 in//PL//compound:prt//39 verkställande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//42 direktören//NN|UTR|SIN|DEF|NOM//obj//39 .//MAD//punct//21
Var och en i sitt hörn;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//45 ﬁnns//VB|PRS|SFO//parataxis//21 en//DT|UTR|SIN|IND//det//47 fundamental//JJ|POS|UTR|SIN|IND|NOM//nmod//48 skillnad//NN|UTR|SIN|IND|NOM//amod//45 .//MAD//punct//21
Var och en i sitt hörn;Mats//PM|NOM//nsubj//3 Lederhausen//PM|NOM//flat//0 vill//VB|PRS|AKT//aux//3 ställa//VB|INF|AKT//ROOT//3 diskussionen//NN|UTR|SIN|DEF|NOM//obj//3 på//PP//case//7 sin//PS|UTR|SIN|DEF//nmod:poss//7 spets//NN|UTR|SIN|IND|NOM//nmod//4 ,//MID//punct//10 i//PP//case//10 oktagonsammanhang//NN|NEU|SIN|IND|NOM//obl//3 .//MAD//punct//3 –//RG|NOM//punct//16
Var och en i sitt hörn;Om//SN//mark//16 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//16 nu//AB//advmod//16 är//VB|PRS|AKT//conj//3 så//AB//advmod//16 att//SN//fixed//16 vi//PN|UTR|PLU|DEF|SUB//nsubj//21 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//21 sitter//VB|PRS|AKT//ccomp//16 i//PP//case//25 de//DT|UTR/NEU|PLU|DEF//det//25 här//AB//fixed//23 hörnen//NN|NEU|PLU|DEF|NOM//obl//21 ,//MID//punct//30 och//KN//cc//30 vi//PN|UTR|PLU|DEF|SUB//nsubj//30 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//30 tror//VB|PRS|AKT//conj//16 att//SN//mark//34 om//SN//mark//34 vi//PN|UTR|PLU|DEF|SUB//nsubj//34 kom//VB|PRT|AKT//ccomp//30 närmare//AB|KOM//case//36 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obl//34 så//AB//advmod//40 kunde//VB|PRT|AKT//aux//40 vi//PN|UTR|PLU|DEF|SUB//nsubj//40 hitta//VB|INF|AKT//conj//3 lösningar//NN|UTR|PLU|IND|NOM//obj//40 på//PP//case//43 samhällsproblem//NN|NEU|PLU|IND|NOM//obl//40 .//MAD//punct//3
Var och en i sitt hörn;Vem//HP|UTR|SIN|IND//nsubj//47 ska//VB|PRS|AKT//aux//47 gå//VB|INF|AKT//parataxis//3 först//AB//advmod//47 ?//MID//punct//47
Var och en i sitt hörn;Vad//HP|NEU|SIN|IND//obj//51 har//VB|PRS|AKT//parataxis//47 vi//PN|UTR|PLU|DEF|SUB//nsubj//51 ansvar//NN|NEU|SIN|IND|NOM//obj//51 för//PP//mark//56 att//IE//mark//56 göra//VB|INF|AKT//acl//53 ?//MID//punct//51
Var och en i sitt hörn;Vad//HP|NEU|SIN|IND//obj//61 kan//VB|PRS|AKT//aux//61 vi//PN|UTR|PLU|DEF|SUB//nsubj//61 göra//VB|INF|AKT//advcl//51 ?//MAD//punct//47
Var och en i sitt hörn;Enligt//PP//case//1 Jacob//PM|NOM//obl//5 Wallenberg//PM|NOM//flat//1 är//VB|PRS|AKT//cop//5 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//5 statsministern//NN|UTR|SIN|DEF|NOM//ROOT//5 som//HP|-|-|-//nsubj//8 ska//VB|PRS|AKT//aux//8 ta//VB|INF|AKT//acl:relcl//5 initiativ//NN|NEU|SIN|IND|NOM//obj//8 ,//MID//punct//5 men//KN//cc//13 han//PN|UTR|SIN|DEF|SUB//nsubj//13 upplever//VB|PRS|AKT//conj//5 att//SN//mark//17 så//AB//advmod//17 inte//AB//advmod//17 sker//VB|PRS|AKT//ccomp//13 och//KN//cc//21 inte//AB//advmod//21 har//VB|PRS|AKT//aux//21 skett//VB|SUP|AKT//conj//17 på//PP//case//24 lång//JJ|POS|UTR|SIN|IND|NOM//amod//24 tid//NN|UTR|SIN|IND|NOM//obl//21 .//MAD//punct//5 –//RG|NOM//punct//35
Var och en i sitt hörn;Ska//VB|PRS|AKT//aux//35 inte//AB//advmod//29 vi//PN|UTR|PLU|DEF|SUB//nsubj//27 då//AB//advmod//35 ,//MID//punct//33 i//PP//case//33 näringslivet//NN|NEU|SIN|DEF|NOM//obl//35 ,//MID//punct//35 klättra//VB|INF|AKT//parataxis//5 upp//PL//compound:prt//35 på//PP//case//38 barrikaderna//NN|UTR|PLU|DEF|NOM//obl//35 ?//MID//punct//35
Var och en i sitt hörn;Vi//PN|UTR|PLU|DEF|SUB//nsubj//42 kanske//AB//advmod//42 bryter//VB|PRS|AKT//parataxis//35 lite//AB|POS//advmod//42 mot//PP//case//45 konventionen//NN|UTR|SIN|DEF|NOM//obl//42 ,//MID//punct//35 men//KN//cc//50 vi//PN|UTR|PLU|DEF|SUB//nsubj//50 får//VB|PRS|AKT//aux//50 ta//VB|INF|AKT//conj//35 vårt//PS|NEU|SIN|DEF//nmod:poss//52 ansvar//NN|NEU|SIN|IND|NOM//obj//50 från//PP//case//56 vårt//PS|NEU|SIN|DEF//nmod:poss//56 lilla//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//56 hörn//NN|NEU|SIN|IND|NOM//nmod//52 i//PP//case//58 åttkantingen//NN|UTR|SIN|DEF|NOM//nmod//56 och//KN//cc//60 säga//VB|INF|AKT//conj//50 att//SN//mark//63 vi//PN|UTR|PLU|DEF|SUB//nsubj//63 har//VB|PRS|AKT//ccomp//60 åsikter//NN|UTR|PLU|IND|NOM//obj//63 och//KN//cc//66 driva//VB|INF|AKT//conj//63 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//68 frågor//NN|UTR|PLU|IND|NOM//obj//66 .//MAD//punct//5
Var och en i sitt hörn;Jag//PN|UTR|SIN|DEF|SUB//nsubj//2 är//VB|PRS|AKT//cop//2 orolig//JJ|POS|UTR|SIN|IND|NOM//ROOT//2 för//PP//mark//6 att//SN//mark//6 Sverige//PM|NOM//nsubj//6 håller//VB|PRS|AKT//advcl//2 på//PL//compound:prt//6 att//IE//mark//9 försätta//VB|INF|AKT//xcomp//6 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//9 i//PP//case//13 en//DT|UTR|SIN|IND//det//13 situation//NN|UTR|SIN|IND|NOM//obl//9 som//HP|-|-|-//nsubj//17 är//VB|PRS|AKT//cop//17 långsiktigt//AB|POS//advmod//17 skadlig//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//13 .//MID//punct//2
Var och en i sitt hörn;Då//AB//advmod//23 måste//VB|PRS|AKT//aux//23 man//PN|UTR|SIN|IND|SUB//nsubj//23 ju//AB//advmod//23 hitta//VB|INF|AKT//parataxis//2 på//PP//compound:prt//23 ett//DT|NEU|SIN|IND//det//26 sätt//NN|NEU|SIN|IND|NOM//obj//23 att//IE//mark//28 bearbeta//VB|INF|AKT//acl//26 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//28 .//MAD//punct//23
Var och en i sitt hörn;Jag//PN|UTR|SIN|DEF|SUB//nsubj//33 är//VB|PRS|AKT//cop//33 villig//JJ|POS|UTR|SIN|IND|NOM//conj//23 att//IE//mark//35 engagera//VB|INF|AKT//acl//33 mig//PN|UTR|SIN|DEF|OBJ//obj//35 och//KN//cc//38 jobba//VB|INF|AKT//conj//35 kring//PP//case//42 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//42 här//AB//fixed//40 frågor//NN|UTR|PLU|IND|NOM//obl//38 .//MAD//punct//23

