%DNJUXQG;OLJW//PM|NOM//ROOT//0 VWUXNWXUELGUDJ//PM|NOM//obj//0
%DNJUXQG;PHG//PM|NOM//nsubj//1 PRWVYDUDQGH//PM|NOM//ROOT//1 EHORSS//PM|NOM//advmod//1 7DEHOO//AB|AN//punct//2 6HNWRU//AB|AN//nummod//2 .RPPXQ//MID//punct//2 /DQGVWLQJ//MAD//parataxis//1 7RWDOW//NN|AN//nummod//8 %//NN|AN//nmod//9 HORSS//NN|NEU|SIN|DEF|NOM//nsubj//6

7.1 Kommunernas faktorkostnader;Till//PP//case//31 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//32 kommer//VB|PRS|AKT//advcl//9 personalrelaterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//34 kostnader//NN|UTR|PLU|IND|NOM//nsubj//32 i//PP//case//36 delar//NN|UTR|PLU|IND|NOM//nmod//34 av//PP//case//39 kommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//39 verksamhet//NN|UTR|SIN|IND|NOM//nmod//36 som//HP|-|-|-//nsubj:pass//42 inte//AB//advmod//42 bedrivs//VB|PRS|SFO//acl:relcl//34 i//PP//case//45 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//45 regi//NN|UTR|SIN|IND|NOM//obl//42 .//MID//punct//9
7.1 Kommunernas faktorkostnader;Om//SN//mark//49 man//PN|UTR|SIN|IND|SUB//nsubj//49 lägger//VB|PRS|AKT//advcl//53 till//PL//case//52 dessa//DT|UTR/NEU|PLU|DEF//det//52 tjänster//NN|UTR|PLU|IND|NOM//obl//49 utgör//VB|PRS|AKT//parataxis//9 de//DT|UTR/NEU|PLU|DEF//det//56 personalrelaterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//56 kostnaderna//NN|UTR|PLU|DEF|NOM//nsubj//53 för//PP//case//58 kommunerna//NN|UTR|PLU|DEF|NOM//obl//53 som//KN//case//63 helhet//NN|UTR|SIN|IND|NOM//fixed//59 knappt//AB|POS//advmod//62 70//RG|NOM//nummod//63 procent//NN|UTR|PLU|IND|NOM//obl//53 .//MAD//punct//9
7.1 Kommunernas faktorkostnader;De//DT|UTR/NEU|PLU|DEF//det//3 resterande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//3 30//RG|NOM//nummod//3 procenten//NN|UTR|SIN|DEF|NOM//nsubj//8 av//PP//case//7 de//DT|UTR/NEU|PLU|DEF//det//7 totala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 kostnaderna//NN|UTR|PLU|DEF|NOM//nmod//3 består//VB|PRS|AKT//ROOT//8 till//PP//case//11 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//11 delen//NN|UTR|SIN|DEF|NOM//obl//8 av//PP//case//13 lokalkostnader//NN|UTR|PLU|IND|NOM//nmod//11 (//PAD//punct//11 10//RG|NOM//nummod//16 procent//NN|UTR|PLU|IND|NOM//appos//11 )//PAD//punct//11 ,//MID//punct//19 inköp//NN|NEU|PLU|IND|NOM//conj//8 av//PP//case//21 varor//NN|UTR|PLU|IND|NOM//nmod//19 (//PAD//punct//21 6//RG|NOM//nummod//24 procent//NN|UTR|PLU|IND|NOM//appos//21 )//PAD//punct//21 och//KN//cc//27 transfereringar//NN|UTR|PLU|IND|NOM//conj//19 (//PAD//punct//27 6//RG|NOM//nummod//30 procent//NN|UTR|PLU|IND|NOM//appos//27 )//PAD//punct//27 varav//HA//cc//34 hälften//NN|UTR|SIN|DEF|NOM//nsubj//34 går//VB|PRS|AKT//conj//8 till//PP//case//37 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 personer//NN|UTR|PLU|IND|NOM//obl//34 .//MAD//punct//8
7.1 Kommunernas faktorkostnader;Källa//NN|UTR|SIN|IND|NOM//ROOT//0 ://MID//punct//0
7.1 Kommunernas faktorkostnader;SCB//PM|NOM//appos//0 .//MAD//punct//0
7.1 Kommunernas faktorkostnader;De//DT|UTR/NEU|PLU|DEF//det//1 faktorkostnader//NN|UTR|PLU|IND|NOM//nsubj//18 som//HP|-|-|-//nsubj//3 utgör//VB|PRS|AKT//acl:relcl//1 den//DT|UTR|SIN|DEF//det//6 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 delen//NN|UTR|SIN|DEF|NOM//obj//3 av//PP//case//9 kommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//9 verksamhet//NN|UTR|SIN|IND|NOM//nmod//6 och//KN//cc//12 är//VB|PRS|AKT//cop//12 intressanta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//1 ur//PP//case//16 ett//DT|NEU|SIN|IND//det//16 strukturellt//JJ|POS|NEU|SIN|IND|NOM//amod//16 perspektiv//NN|NEU|SIN|IND|NOM//obl//12 är//VB|PRS|AKT//cop//18 personal-//NN|UTR|-|-|SMS//ROOT//18 och//KN//cc//20 lokalkostnader//NN|UTR|PLU|IND|NOM//conj//18 .//MAD//punct//18
7.1 Kommunernas faktorkostnader;7.1.1//RG|NOM//amod//23 Personalkostnader//NN|UTR|PLU|IND|NOM//conj//18
7.1 Kommunernas faktorkostnader;Personalkostnaderna//NN|UTR|PLU|DEF|NOM//nsubj//1 består//VB|PRS|AKT//ROOT//1 dels//KN//advmod//4 av//PP//case//4 löner//NN|UTR|PLU|IND|NOM//obl//1 till//PP//case//7 de//DT|UTR/NEU|PLU|DEF//det//7 anställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nmod//4 ,//MID//punct//11 dels//KN//advmod//11 av//PP//case//11 arbetsgivaravgifter//NN|UTR|PLU|IND|NOM//obl//1 .//MAD//punct//1
7.1 Kommunernas faktorkostnader;De//DT|UTR/NEU|PLU|DEF//nsubj:pass//15 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//15 utgörs//VB|PRS|SFO//parataxis//1 till//PP//case//18 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//18 del//NN|UTR|SIN|IND|NOM//obl//15 av//PP//case//22 de//DT|UTR/NEU|PLU|DEF//det//22 lagstadgade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//22 arbetsgivaravgifterna//NN|UTR|PLU|DEF|NOM//nmod//18 ,//MID//punct//28 en//DT|UTR|SIN|IND//det//26 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//26 del//NN|UTR|SIN|IND|NOM//nsubj//28 är//VB|PRS|AKT//cop//28 avtalsenliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//15 .//MAD//punct//1
7.1 Kommunernas faktorkostnader;Personalkostnadsandelen//NN|UTR|SIN|DEF|NOM//nsubj//1 skiljer//VB|PRS|AKT//ROOT//1 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//1 mellan//PP//case//5 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 verksamheter//NN|UTR|PLU|IND|NOM//obl//1 .//MAD//punct//7
7.1 Kommunernas faktorkostnader;Barn-//NN|NEU|-|-|SMS//xcomp//1 och//KN//cc//9 äldreomsorg//NN|UTR|SIN|IND|NOM//conj//7 är//VB|PRS|AKT//cop//12 de//DT|UTR/NEU|PLU|DEF//det//12 verksamheter//NN|UTR|PLU|IND|NOM//obj//1 med//PP//case//15 högst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//amod//15 andel//NN|UTR|SIN|IND|NOM//nmod//12 ,//MID//punct//15 80//RG|NOM//nummod//20 respektive//AB//fixed//17 81//RG|NOM//nummod//20 procent//NN|UTR|PLU|IND|NOM//appos//15 .//MAD//punct//1
7.1 Kommunernas faktorkostnader;Se//VB|IMP|AKT//parataxis//1 tabell//NN|UTR|SIN|IND|NOM//nmod//24 7.1//RG|NOM//obj//22 .//MAD//punct//1
7.1 Kommunernas faktorkostnader;Källa//NN|UTR|SIN|IND|NOM//ROOT//0 ://MID//punct//0
7.1 Kommunernas faktorkostnader;Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//3 Kommunförbundet//NN|NEU|SIN|DEF|NOM//appos//0 .//MAD//punct//0
7.1 Kommunernas faktorkostnader;Den//DT|UTR|SIN|DEF//det//1 del//NN|UTR|SIN|IND|NOM//nsubj:pass//14 av//PP//case//3 skillnaden//NN|UTR|SIN|DEF|NOM//nmod//1 i//PP//case//5 personalkostnader//NN|UTR|PLU|IND|NOM//nmod//3 mellan//PP//case//7 kommunerna//NN|UTR|PLU|DEF|NOM//nmod//5 som//HP|-|-|-//nsubj//9 beror//VB|PRS|AKT//acl:relcl//7 på//PP//case//11 skillnader//NN|UTR|PLU|IND|NOM//obl//9 i//PP//case//13 åldersstrukturen//NN|UTR|SIN|DEF|NOM//nmod//11 kompenseras//VB|PRS|SFO//ROOT//14 i//PP//case//18 respektive//AB//cc//18 verksamhets//NN|NEU|SIN|DEF|GEN//nmod:poss//18 delmodell//NN|UTR|SIN|IND|NOM//obl//14 .//MAD//punct//14
7.1 Kommunernas faktorkostnader;Personaltäthet//NN|UTR|SIN|IND|NOM//ROOT//0
7.1 Kommunernas faktorkostnader;En//DT|UTR|SIN|IND//det//2 hög//JJ|POS|UTR|SIN|IND|NOM//amod//2 personaltäthet//NN|UTR|SIN|IND|NOM//nsubj//3 ger//VB|PRS|AKT//ROOT//3 höga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 personalkostnader//NN|UTR|PLU|IND|NOM//obj//3 som//HP|-|-|-//nsubj//10 i//PP//advmod//10 sin//PS|UTR|SIN|DEF//fixed//7 tur//NN|UTR|SIN|IND|NOM//fixed//7 ger//VB|PRS|AKT//acl:relcl//5 höga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 verksamhetskostnader//NN|UTR|PLU|IND|NOM//obj//10 ,//MID//punct//15 detta//DT|NEU|SIN|DEF//det//15 givet//PC|PRF|NEU|SIN|IND|NOM//parataxis//3 en//DT|UTR|SIN|IND//det//18 viss//JJ|POS|UTR|SIN|IND|NOM//amod//18 lönenivå//NN|UTR|SIN|IND|NOM//obj//15 .//MAD//punct//3
7.1 Kommunernas faktorkostnader;Personaltätheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//3 kan//VB|PRS|AKT//aux//3 också//AB//advmod//3 ses//VB|INF|SFO//ROOT//3 som//KN//mark//6 ett//DT|NEU|SIN|IND//det//6 servicemått//PC|PRF|NEU|SIN|IND|NOM//xcomp//3 och//KN//cc//13 i//PP//case//10 viss//JJ|POS|UTR|SIN|IND|NOM//amod//10 mån//NN|UTR|SIN|IND|NOM//obl//13 vara//VB|INF|AKT//cop//13 en//DT|UTR|SIN|IND//det//13 indikator//NN|UTR|SIN|IND|NOM//conj//6 på//PP//case//15 skillnader//NN|UTR|PLU|IND|NOM//nmod//13 i//PP//case//18 verksamhetens//NN|UTR|SIN|DEF|GEN//nmod:poss//18 kvalitet//NN|UTR|SIN|IND|NOM//nmod//15 .//MID//punct//3
7.1 Kommunernas faktorkostnader;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//23 kan//VB|PRS|AKT//aux//23 också//AB//advmod//23 vara//VB|INF|AKT//parataxis//3 av//PP//case//26 strukturell//JJ|POS|UTR|SIN|IND|NOM//amod//26 karaktär//NN|UTR|SIN|IND|NOM//obl//23 .//MAD//punct//23
7.1 Kommunernas faktorkostnader;En//DT|UTR|SIN|IND//det//30 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//30 andel//NN|UTR|SIN|IND|NOM//nmod//31 äldre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//32 kräver//VB|PRS|AKT//parataxis//23 mer//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//34 personal//NN|UTR|SIN|IND|NOM//obj//32 ,//MID//punct//41 är//VB|PRS|AKT//cop//41 de//PN|UTR/NEU|PLU|DEF|SUB//det//38 äldres//NN|UTR|PLU|IND|GEN//nmod:poss//39 hälsa//NN|UTR|SIN|IND|NOM//nsubj//41 dessutom//AB//advmod//41 sämre//AB|KOM//advmod//23 krävs//VB|PRS|SFO//conj//3 det//PN|NEU|SIN|DEF|SUB/OBJ//det//45 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//45 personal//NN|UTR|SIN|IND|NOM//nsubj:pass//42 .//MAD//punct//3
7.1 Kommunernas faktorkostnader;Ska//VB|PRS|AKT//aux//2 man//PN|UTR|SIN|IND|SUB//nsubj//2 jämföra//VB|INF|AKT//advcl//11 skillnader//NN|UTR|PLU|IND|NOM//obj//2 i//PP//case//5 personaltäthet//NN|UTR|SIN|IND|NOM//obl//2 mellan//PP//case//8 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 kommuner//NN|UTR|PLU|IND|NOM//nmod//5 bör//VB|PRS|AKT//aux//11 man//PN|UTR|SIN|IND|SUB//nsubj//11 försöka//VB|INF|AKT//ROOT//11 eliminera//VB|INF|AKT//xcomp//11 eventuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 skillnader//NN|UTR|PLU|IND|NOM//obj//12 som//HP|-|-|-//nsubj//16 beror//VB|PRS|AKT//acl:relcl//14 på//PP//case//19 strukturella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 faktorer//NN|UTR|PLU|IND|NOM//obl//16 såsom//KN//mark//21 åldersstruktur//NN|UTR|SIN|IND|NOM//acl//19 .//MAD//punct//11
7.1 Kommunernas faktorkostnader;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//24 görs//VB|PRS|SFO//parataxis//11 enklast//AB|SUV//advmod//24 genom//PP//mark//28 att//IE//mark//28 mäta//VB|INF|AKT//advcl//24 personaltätheten//NN|UTR|SIN|DEF|NOM//obj//28 per//PP//case//31 brukare//NN|UTR|SIN|IND|NOM//nmod//29 ,//MID//punct//28 exempelvis//AB//advmod//35 per//PP//case//35 elev//NN|UTR|SIN|IND|NOM//obl//28 .//MAD//punct//24
7.1 Kommunernas faktorkostnader;Strukturella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 skillnader//NN|UTR|PLU|IND|NOM//nsubj//46 som//HP|-|-|-//nsubj//40 beror//VB|PRS|AKT//acl:relcl//38 på//PP//case//43 geografiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//43 faktorer//NN|UTR|PLU|IND|NOM//obl//40 kan//VB|PRS|AKT//aux//46 vara//VB|INF|AKT//cop//46 svårare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//24 att//IE//mark//48 sortera//VB|INF|AKT//acl//46 bort//PL//compound:prt//48 .//MAD//punct//24
7.1 Kommunernas faktorkostnader;Barnomsorg//NN|UTR|SIN|IND|NOM//ROOT//0
7.1 Kommunernas faktorkostnader;Inom//PP//case//1 barnomsorgen//NN|UTR|SIN|DEF|NOM//obl//33 ,//MID//punct//5 här//AB//advmod//5 kommunal//JJ|POS|UTR|SIN|IND|NOM//amod//5 förskola//NN|UTR|SIN|IND|NOM//conj//1 ,//MID//punct//12 är//VB|PRS|AKT//cop//12 den//DT|UTR|SIN|DEF//det//10 genomsnittliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 personaltätheten//NN|UTR|SIN|DEF|NOM//nmod//12 5,3//RG|NOM//nummod//12 barn//NN|NEU|PLU|IND|NOM//conj//1 per//PP//case//14 årsarbetare//NN|UTR|SIN|IND|NOM//nmod//12 .//MAD//punct//12
7.1 Kommunernas faktorkostnader;Den//DT|UTR|SIN|DEF//det//18 enda//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 kommungrupper//NN|UTR|PLU|IND|NOM//nsubj//28 som//HP|-|-|-//nsubj//21 väsentligt//AB|POS//advmod//21 avviker//VB|PRS|AKT//acl:relcl//18 från//PP//case//23 genomsnittet//NN|NEU|SIN|DEF|NOM//obl//21 och//KN//cc//26 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 grupper//NN|UTR|PLU|IND|NOM//conj//23 är//VB|PRS|AKT//cop//28 glesbygdskommunerna//NN|UTR|PLU|DEF|NOM//appos//1 .//MAD//punct//28
7.1 Kommunernas faktorkostnader;I//PP//case//32 denna//DT|UTR|SIN|DEF//det//32 grupp//NN|UTR|SIN|IND|NOM//obl//33 går//VB|PRS|AKT//ROOT//33 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//33 endast//AB//advmod//33 4,7//RG|NOM//nummod//37 barn//NN|NEU|PLU|IND|NOM//nsubj//33 per//PP//case//39 årsarbetare//NN|UTR|SIN|IND|NOM//nmod//37 .//MID//punct//33
7.1 Kommunernas faktorkostnader;Skillnaderna//NN|UTR|PLU|DEF|NOM//nsubj//45 mellan//PP//case//43 grupperna//NN|UTR|PLU|DEF|NOM//nmod//41 har//VB|PRS|AKT//aux//45 minskat//VB|SUP|AKT//parataxis//33 under//PP//case//49 de//DT|UTR/NEU|PLU|DEF//det//49 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//49 åren//NN|NEU|PLU|DEF|NOM//obl//45 .//MAD//punct//33
7.1 Kommunernas faktorkostnader;Barn//NN|NEU|PLU|IND|NOM//ROOT//0 per//PP//case//2 årsarbetare//NN|UTR|SIN|IND|NOM//nmod//0 ,//MID//punct//2 enskild//JJ|POS|UTR|SIN|IND|NOM//amod//5 förskola//NN|UTR|SIN|IND|NOM//conj//2  //_SP////5 Barn//NN|NEU|PLU|IND|NOM//conj//0 per//PP//case//9 årsarbetare//NN|UTR|SIN|IND|NOM//nmod//7 ,//MID//punct//12 kommunal//JJ|POS|UTR|SIN|IND|NOM//amod//12 förskola//NN|UTR|SIN|IND|NOM//conj//7
7.1 Kommunernas faktorkostnader;Källa//NN|UTR|SIN|IND|NOM//ROOT//0 ://MID//punct//0
7.1 Kommunernas faktorkostnader;Skolverket//NN|NEU|SIN|DEF|NOM//appos//0 .//MAD//punct//0
7.1 Kommunernas faktorkostnader;Inom//PP//case//1 fritidsverksamheten//NN|UTR|SIN|DEF|NOM//obl//4 är//VB|PRS|AKT//cop//4 skillnaderna//NN|UTR|PLU|DEF|NOM//nsubj//4 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//ROOT//4 .//MAD//punct//4
7.1 Kommunernas faktorkostnader;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//10 är//VB|PRS|AKT//cop//10 framför//PP//advmod//9 allt//PN|NEU|SIN|IND|SUB/OBJ//det//10 förorter//NN|UTR|PLU|IND|NOM//parataxis//4 ,//MID//punct//12 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 och//KN//cc//14 medelstora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//12 städer//NN|UTR|PLU|IND|NOM//conj//10 som//HP|-|-|-//nsubj//17 har//VB|PRS|AKT//acl:relcl//15 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//19 barn//NN|NEU|PLU|IND|NOM//obj//17 per//PP//case//21 anställda//NN|UTR|PLU|IND|NOM//obl//17 än//KN//case//23 genomsnittet//NN|NEU|SIN|DEF|NOM//obl//17 .//MAD//punct//10
7.1 Kommunernas faktorkostnader;Fritidsverksamheten//NN|UTR|SIN|DEF|NOM//nsubj//26 utgör//VB|PRS|AKT//parataxis//10 dock//AB//advmod//26 en//DT|UTR|SIN|IND//det//30 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//30 del//NN|UTR|SIN|IND|NOM//obj//26 av//PP//case//32 barnomsorg//NN|UTR|SIN|IND|NOM//nmod//30 varför//HA//advmod//36 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//36 inte//AB//advmod//36 slår//VB|PRS|AKT//advcl//26 igenom//PL//compound:prt//36 i//PP//case//39 kostnaden//NN|UTR|SIN|DEF|NOM//obl//36 .//MAD//punct//26
7.1 Kommunernas faktorkostnader;Grundskola//NN|UTR|SIN|IND|NOM//ROOT//0
7.1 Kommunernas faktorkostnader;Vid//PP//case//2 en//DT|UTR|SIN|IND//det//2 analys//NN|UTR|SIN|IND|NOM//obl//9 av//PP//case//4 antalet//NN|NEU|SIN|DEF|NOM//nmod//5 lärare//NN|UTR|PLU|IND|NOM//nsubj:pass//9 per//PP//case//7 elev//NN|UTR|SIN|IND|NOM//nmod//5 kan//VB|PRS|AKT//aux//9 konstateras//VB|INF|SFO//ROOT//9 att//SN//mark//14 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//14 är//VB|PRS|AKT//cop//14 två//RG|NOM//nummod//14 kommungrupper//NN|UTR|PLU|IND|NOM//ccomp//9 som//HP|-|-|-//nsubj//16 avviker//VB|PRS|AKT//acl:cleft//14 från//PP//case//18 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//16 –//PAD//punct//14 storstäderna//NN|UTR|PLU|DEF|NOM//appos//14 och//KN//cc//22 glesbygdskommunerna//NN|UTR|PLU|DEF|NOM//conj//20 .//MAD//punct//14
7.1 Kommunernas faktorkostnader;I//PP//case//26 storstädernas//NN|UTR|PLU|DEF|GEN//nmod:poss//26 fall//NN|NEU|SIN|IND|NOM//obl//27 beror//VB|PRS|AKT//parataxis//9 skillnaden//NN|UTR|SIN|DEF|NOM//nsubj//27 på//PP//case//31 betydande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//31 undervisning//NN|UTR|SIN|IND|NOM//nmod//28 i//PP//case//33 modersmål//NN|NEU|SIN|IND|NOM//nmod//31 och//KN//cc//35 svenska//NN|UTR|SIN|IND|NOM//conj//33 som//KN//mark//37 andraspråk//NN|NEU|SIN|IND|NOM//xcomp//27 .//MAD//punct//9
7.1 Kommunernas faktorkostnader;Exkluderas//VB|PRS|SFO//parataxis//9 denna//DT|UTR|SIN|DEF//det//41 personalkategori//NN|UTR|SIN|IND|NOM//nsubj:pass//39 hamnar//VB|PRS|AKT//parataxis//9 lärartätheten//NN|UTR|SIN|DEF|NOM//nsubj//42 för//PP//case//45 storstäder//NN|UTR|PLU|IND|NOM//obl//42 i//PP//case//47 nivå//NN|UTR|SIN|IND|NOM//nmod//45 med//PP//case//50 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//50 grupper//NN|UTR|PLU|IND|NOM//nmod//47 .//MAD//punct//9
7.1 Kommunernas faktorkostnader;Glesbygdskommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//54 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//54 värde//NN|NEU|SIN|IND|NOM//nsubj:pass//55 förklaras//VB|PRS|SFO//parataxis//9 delvis//AB//advmod//55 av//PP//mark//63 att//SN//mark//63 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//63 av//PP//case//62 geografiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 skäl//NN|NEU|PLU|IND|NOM//obl//63 bedriver//VB|PRS|AKT//advcl//55 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//65 skolor//NN|UTR|PLU|IND|NOM//obj//63 med//PP//case//69 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//68 antal//NN|NEU|SIN|IND|NOM//nmod//69 elever//NN|UTR|PLU|IND|NOM//obl//63 per//PP//case//71 klass//NN|UTR|SIN|IND|NOM//nmod//69 vilket//HP|NEU|SIN|IND//nsubj//76 i//PP//case//75 sin//PS|UTR|SIN|DEF//nmod:poss//75 tur//NN|UTR|SIN|IND|NOM//obl//76 ger//VB|PRS|AKT//acl:relcl//69 en//DT|UTR|SIN|IND//det//79 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//79 lärartäthet//NN|UTR|SIN|IND|NOM//obj//76 .//MAD//punct//9
7.1 Kommunernas faktorkostnader;Källa//NN|UTR|SIN|IND|NOM//ROOT//0 ://MID//punct//0
7.1 Kommunernas faktorkostnader;Skolverket//NN|NEU|SIN|DEF|NOM//appos//0 .//MAD//punct//0
7.1 Kommunernas faktorkostnader;Den//DT|UTR|SIN|DEF//det//1 skillnad//NN|UTR|SIN|IND|NOM//ROOT//1 i//PP//case//3 lärartäthet//NN|UTR|SIN|IND|NOM//nmod//1 och//KN//cc//5 kostnad//NN|UTR|SIN|IND|NOM//conj//3 som//HP|-|-|-//nsubj//7 beror//VB|PRS|AKT//acl:relcl//5 på//PP//mark//12 att//SN//mark//12 glesbygdskommunerna//NN|UTR|PLU|DEF|NOM//nsubj//12 är//VB|PRS|AKT//cop//12 tvungna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ccomp//7 att//IE//mark//14 bedriva//VB|INF|AKT//xcomp//12 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 skolenheter//NN|UTR|PLU|IND|NOM//obj//14 kompenseras//VB|INF|SFO//xcomp//12 i//PP//case//19 tillägget//NN|NEU|SIN|DEF|NOM//obl//17 för//PP//case//22 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 skolor//NN|UTR|PLU|IND|NOM//nmod//19 och//KN//cc//24 skolskjutsar//NN|UTR|PLU|IND|NOM//conj//22 .//MAD//punct//1
7.1 Kommunernas faktorkostnader;Skillnaden//NN|UTR|SIN|DEF|NOM//appos//1 för//PP//case//28 storstäderna//NN|UTR|PLU|DEF|NOM//nmod//26 som//HP|-|-|-//nsubj//30 beror//VB|PRS|AKT//acl:relcl//28 på//PP//case//34 en//DT|UTR|SIN|IND//det//34 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//34 omfattning//NN|UTR|SIN|IND|NOM//obl//30 av//PP//case//36 modermålsundervisning//NN|UTR|SIN|IND|NOM//nmod//34 och//KN//cc//38 undervisning//NN|UTR|SIN|IND|NOM//conj//36 av//PP//case//40 svenska//NN|UTR|SIN|IND|NOM//nmod//38 som//KN//nsubj:pass//43 andraspråk//NN|NEU|SIN|IND|NOM//nsubj:pass//43 kompenseras//VB|INF|SFO//acl:relcl//34 i//PP//case//45 tillägget//NN|NEU|SIN|DEF|NOM//obl//43 för//PP//case//47 modermålsundervisning//NN|UTR|SIN|IND|NOM//obl//43 .//MAD//punct//1
7.1 Kommunernas faktorkostnader;Gymnasieskola//NN|UTR|SIN|IND|NOM//ROOT//0
7.1 Kommunernas faktorkostnader;Lärartätheten//NN|UTR|SIN|DEF|NOM//nsubj//3 i//PP//case//2 gymnasieskolan//NN|UTR|SIN|DEF|NOM//nmod//0 skiljer//VB|PRS|AKT//ROOT//3 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//3 mer//AB|KOM//advmod//3 mellan//PP//case//7 kommungrupper//NN|UTR|PLU|IND|NOM//obl//3 än//KN//mark//9 vad//HP|NEU|SIN|IND//advcl//3 fallet//NN|NEU|SIN|DEF|NOM//nsubj//11 är//VB|PRS|AKT//cop//9 i//PP//case//13 grundskolan//NN|UTR|SIN|DEF|NOM//obl//11 .//MAD//punct//3
7.1 Kommunernas faktorkostnader;Storstäderna//NN|UTR|PLU|DEF|NOM//nsubj//16 har//VB|PRS|AKT//parataxis//3 den//DT|UTR|SIN|DEF//det//19 lägsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//19 lärartätheten//NN|UTR|SIN|DEF|NOM//obj//16 medan//SN//case//21 glesbygdskommuner//NN|UTR|PLU|IND|NOM//nsubj//22 har//VB|PRS|AKT//advcl//16 den//DT|UTR|SIN|DEF//det//24 högsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//obj//22 .//MAD//punct//16
