B I L A G A 5;Landstingens//NN|NEU|PLU|DEF|GEN//ROOT//0
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / Tre landsting med likartad utredningsgång enligt 7 § tandvårdsförordningen;Om//SN//mark//2 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 framkommer//VB|PRS|AKT//advcl//8 behov//NN|NEU|SIN|IND|NOM//nsubj//2 av//PP//case//6 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 fakta//NN|NEU|PLU|IND|NOM//nmod//3 ,//MID//punct//2 remitteras//VB|PRS|SFO//ROOT//8 patienten//NN|UTR|SIN|DEF|NOM//nsubj:pass//8 i//PP//case//11 Västerbotten//PM|NOM//obl//8  //_SP////11 till//PP//case//14 Utredningsenheten//NN|UTR|SIN|DEF|NOM//obl//8 vid//PP//case//17 Odontologiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//17 institutionen//NN|UTR|SIN|DEF|NOM//nmod//14 i//PP//case//19 Umeå//PM|NOM//nmod//17 .//MAD//punct//8
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / Tre landsting med likartad utredningsgång enligt 7 § tandvårdsförordningen;Där//AB//advmod//22 sker//VB|PRS|AKT//parataxis//8 en//DT|UTR|SIN|IND//det//25 fortsatt//PC|PRF|UTR|SIN|IND|NOM//amod//25 undersökning//NN|UTR|SIN|IND|NOM//nsubj//22 och//KN//cc//27 bedömning//NN|UTR|SIN|IND|NOM//conj//25 ,//MID//punct//27 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//30 medicinsk//JJ|POS|UTR|SIN|IND|NOM//amod//31 expertis//NN|UTR|SIN|IND|NOM//nsubj:pass//35 kan//VB|PRS|AKT//aux//35 komma//VB|INF|AKT//aux//35 att//IE//mark//35 kopplas//VB|INF|SFO//conj//22 in//PL//compound:prt//35 .//MAD//punct//8
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / Tre landsting med likartad utredningsgång enligt 7 § tandvårdsförordningen;Om//SN//mark//4 läkare//NN|UTR|PLU|IND|NOM//nsubj//4 och//KN//cc//3 tandläkare//NN|UTR|PLU|IND|NOM//conj//1 anser//VB|PRS|AKT//ROOT//4 att//SN//mark//10 ett//DT|NEU|SIN|IND//det//7 fyllningsbyte//NN|NEU|SIN|IND|NOM//nsubj//10 skulle//VB|PRT|AKT//aux//10 kunna//VB|INF|AKT//aux//10 rehabilitera//VB|INF|AKT//ccomp//4 patienten//NN|UTR|SIN|DEF|NOM//obj//10 ,//MID//punct//13 skickas//VB|PRS|SFO//conj//10 i//PP//case//16 Västra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//16 Götaland//PM|NOM//obl//13  //_SP////16 och//KN//cc//20 på//PP//case//20 Gotland//PM|NOM//conj//16  //_SP////20 en//DT|UTR|SIN|IND//det//23 förhandsbedömning//NN|UTR|SIN|IND|NOM//obj//13 till//PP//case//25 landstinget//NN|NEU|SIN|DEF|NOM//nmod//23 .//MAD//punct//4
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / Tre landsting med likartad utredningsgång enligt 7 § tandvårdsförordningen;Västerbotten//PM|NOM//nsubj//29  //_SP////27 tydliggör//VB|PRS|AKT//parataxis//4 att//SN//mark//33 behandlingsplan//NN|UTR|SIN|IND|NOM//nsubj:pass//33 ska//VB|PRS|AKT//aux//33 upprättas//VB|INF|SFO//ccomp//29 av//PP//case//36 ansvarig//JJ|POS|UTR|SIN|IND|NOM//amod//36 läkare//NN|UTR|SIN|IND|NOM//obl:agent//33 .//MAD//punct//29
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / Tre landsting med likartad utredningsgång enligt 7 § tandvårdsförordningen;Tandläkaren//NN|UTR|SIN|DEF|NOM//nsubj//1 upprättar//VB|PRS|AKT//ROOT//1 en//DT|UTR|SIN|IND//det//3 förhandsbedömning//NN|UTR|SIN|IND|NOM//obj//1 ,//MID//punct//3 där//HA//advmod//8 läkarens//NN|UTR|SIN|DEF|GEN//nmod:poss//7 behandlingsplan//NN|UTR|SIN|IND|NOM//nsubj:pass//8 bifogas//VB|PRS|SFO//acl:relcl//3 .//MAD//punct//1
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / Tre landsting med likartad utredningsgång enligt 7 § tandvårdsförordningen;Vid//PP//case//12 tveksamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 fall//NN|NEU|PLU|IND|NOM//obl//13 rådgör//VB|PRS|AKT//conj//1 landstinget//NN|NEU|SIN|DEF|NOM//obj//13 med//PP//case//19 medicinska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 och//KN//cc//18 odontologiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//16 experter//NN|UTR|PLU|IND|NOM//nmod//14 .//MAD//punct//1
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / Tre landsting med likartad utredningsgång enligt 7 § tandvårdsförordningen;Patienten//NN|UTR|SIN|DEF|NOM//nsubj:pass//25 kan//VB|PRS|AKT//aux//25 komma//VB|INF|AKT//aux//25 att//IE//mark//25 remitteras//VB|INF|SFO//parataxis//1 till//PP//case//28 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//28 specialist//NN|UTR|SIN|IND|NOM//obl//25 .//MAD//punct//25

26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / Patientnämnder;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 har//VB|PRS|AKT//ROOT//1 via//PP//case//4 en//DT|UTR|SIN|IND//det//4 enkät//NN|UTR|SIN|IND|NOM//obl//1 till//PP//case//7 landstingens//NN|NEU|PLU|DEF|GEN//nmod:poss//7 patientnämnder//NN|UTR|PLU|IND|NOM//nmod//4 undersökt//VB|SUP|AKT//advcl//1 hur//HA//advmod//10 vanligt//JJ|POS|NEU|SIN|IND|NOM//ccomp//8 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//10 är//VB|PRS|AKT//cop//10 med//PP//case//14 klagomål//NN|NEU|PLU|IND|NOM//obl//10 på//PP//case//16 vård//NN|UTR|SIN|IND|NOM//nmod//14 och//KN//cc//18 bemötande//NN|NEU|SIN|IND|NOM//conj//16 respektive//AB//cc//21 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 frågor//NN|UTR|PLU|IND|NOM//conj//10 som//HP|-|-|-//nsubj//23 gäller//VB|PRS|AKT//acl:relcl//21 6//RG|NOM//nummod//27 och//KN//cc//24 7//RG|NOM//nummod//24 §//NN|AN//nmod//29 §//NN|AN//nmod//29 tandvårdsförordningen//NN|UTR|SIN|DEF|NOM//obj//23 .//MAD//punct//1
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / Patientnämnder;Många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 patientnämnder//NN|UTR|PLU|IND|NOM//nsubj//4 kunde//VB|PRT|AKT//aux//4 inte//AB//advmod//4 urskilja//VB|INF|AKT//ROOT//4 dessa//DT|UTR/NEU|PLU|DEF//det//6 ärenden//NN|NEU|PLU|IND|NOM//obj//4 från//PP//case//9 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 ärenden//NN|NEU|PLU|IND|NOM//nmod//6 och//KN//cc//14 kunde//VB|PRT|AKT//aux//14 därför//AB//advmod//14 inte//AB//advmod//14 ange//VB|INF|AKT//conj//4 några//DT|UTR/NEU|PLU|IND//det//16 siffror//NN|UTR|PLU|IND|NOM//obj//14 på//PP//case//19 antalet//NN|NEU|SIN|DEF|NOM//nmod//19 klagomål//NN|NEU|PLU|IND|NOM//nmod//16 .//MAD//punct//4
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / Patientnämnder;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//23 var//VB|PRT|AKT//cop//23 genomgående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//4 så//AB//mark//31 att//SN//fixed//24 dessa//DT|UTR/NEU|PLU|DEF//det//27 paragrafer//NN|UTR|PLU|IND|NOM//nsubj//31 i//PP//case//29 tandvårdsförordningen//NN|UTR|SIN|DEF|NOM//nmod//27 inte//AB//advmod//31 gav//VB|PRT|AKT//advcl//23 upphov//NN|NEU|SIN|IND|NOM//obj//31 till//PP//case//36 särskilt//AB//advmod//35 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 klagomål//NN|NEU|PLU|IND|NOM//obl//31 .//MAD//punct//23
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / Patientnämnder;Under//PP//case//40 perioden//NN|UTR|SIN|DEF|NOM//nmod//40 1999–2001//NN|UTR|SIN|IND|NOM//obl//41 registrerades//VB|PRT|SFO//conj//23 i//PP//case//43 Stockholm//PM|NOM//nmod//41 90//RG|NOM//nummod//46 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//46 fall//NN|NEU|PLU|IND|NOM//obl//23 ,//MID//punct//50 i//PP//case//49 Skåne//PM|NOM//obl//50 20//RG|NOM//conj//23 och//KN//cc//55 i//PP//case//54 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 landsting//NN|NEU|PLU|IND|NOM//nmod//55 10//RG|NOM//conj//50 eller//KN//cc//57 färre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//50 .//MAD//punct//23
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / Patientnämnder;"Klagomålen//NN|NEU|PLU|DEF|NOM//nsubj//60 handlade//VB|PRT|AKT//parataxis//23 ofta//AB|POS//advmod//60 om//PP//case//63 rätt//NN|UTR|SIN|IND|NOM//obl//60 till//PP//case//66 subventionerad//PC|PRF|UTR|SIN|IND|NOM//amod//66 vård//NN|UTR|SIN|IND|NOM//nmod//63 och//KN//cc//69 rena//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//69 bemötandefrågor//NN|UTR|PLU|IND|NOM//conj//66 .//MAD//punct//60 !//MID//punct//60 ""//PAD//punct//60"
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / Patientnämnder;      //_SP////72 #//MID//punct//23 $//NN|NEU|SIN|IND|NOM//nummod//76 %//NN|AN//obl//23 !//MID//punct//23 &//KN|AN//nmod//23 '//PAD//punct//78
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / Patientnämnder;"(//PAD//punct//81 $//UO//appos//23 )//PAD//punct//81 )//PAD//punct//23 )//PAD//punct//23 '//PAD//punct//87        //_SP////85 &//KN|AN//conj//23 *//MID//punct//23     //_SP////88 ""//PAD//punct//4       //_SP////90 ""//PAD//punct//4                      //_SP////92 +//MID//cc//98   //_SP////94 ,//MID//punct//94 -//MID//punct//94 $//IN//conj//92 .//MAD//punct//98 ///MID//case//109"
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / Patientnämnder;   //_SP////100 )//PAD//punct//100 (//PAD//punct//100   //_SP////103 0//RG|NOM//nummod//109          //_SP////105 &//KN|AN//cc//105       //_SP////107 1//RG|NOM//punct//4      //_SP////109 &//KN|AN//cc//113        //_SP////111 &//KN|AN//cc//109 +//MID//punct//4       //_SP////114 !//MID//punct//4
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / Patientnämnder;"         //_SP////116 (//PAD//punct//4            //_SP////118 !//MID//punct//4 ""//PAD//punct//4"
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / Patientnämnder;"                  //_SP////121 2//RG|NOM//nummod//4  //_SP////123 !//MAD//punct//4 ""//PAD//punct//4 -//MID//punct//4"
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / Patientnämnder;"(//PAD//punct//4                 //_SP////128 !//MID//punct//4 ""//PAD//punct//4"
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / Patientnämnder;"                  //_SP////131 2//RG|NOM//nummod//4  //_SP////133 !//MID//punct//4 ""//PAD//punct//150"
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / Patientnämnder;" //_SP////136 &//KN|AN//conj//136 +//MID//cc//141         //_SP////139 #//MID//nummod//145        //_SP////141 (//PAD//punct//141               //_SP////143 #//MID//conj//136      //_SP////145 !//MID//punct//145 ""//PAD//punct//136"
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / Patientnämnder;      //_SP////148 #//MID//punct//4          //_SP////150 !//MAD//punct//150
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / Patientnämnder;(//PAD//punct//165             //_SP////153 #//MID//conj//153  //_SP////155 !//MID//punct//153 !//MID//punct//153
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / Patientnämnder;                 //_SP////158 3//RG|NOM//nummod//164          //_SP////160 !//MID//punct//160
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / Patientnämnder;     //_SP////162 4//RG|NOM//nummod//165 &//KN|AN//punct//4 &//KN|AN//fixed//165 (//PAD//punct//165  //_SP////167 #//MID//compound//171                                                        //_SP////169 &//KN|AN//nmod//165 '//PAD//punct//165       //_SP////172 !//MID//punct//165
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / Patientnämnder;                                //_SP////174 !//MAD//punct//165 (//PAD//punct//178 %//NN|AN//parataxis//165
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / Patientnämnder;"(//PAD//punct//178    //_SP////179 (//PAD//punct//178 ""//PAD//punct//178  //_SP////182 !//MID//punct//178"
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / Patientnämnder;                                            //_SP////184 #//MID//punct//178                //_SP////186 !//MID//punct//178 #//MID//punct//178
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / Patientnämnder;                               //_SP////189 0//RG|NOM//punct//178   //_SP////191 !//MID//punct//178
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / Patientnämnder;"       //_SP////193 ""//PAD//punct//178                 //_SP////195 &//KN|AN//punct//178 ://MID//punct//178 %//NN|AN//parataxis//178"
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / Patientnämnder;"(//PAD//punct//199    //_SP////200 (//PAD//punct//178 ""//PAD//punct//178  //_SP////203 !//MID//punct//178"
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / Patientnämnder;                                            //_SP////205 #//MID//punct//178                //_SP////207 !//MID//punct//178 #//MID//punct//178
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / Patientnämnder;"                              //_SP////210 ""//PAD//punct//178                 //_SP////212 &//KN|AN//conj//178 ://MID//punct//178 ""//PAD//punct//178"
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / Patientnämnder; //_SP////216 (//PAD//punct//178           //_SP////218 (//PAD//punct//178             //_SP////220 #//MID//punct//178  //_SP////222 !//MID//punct//178
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / Patientnämnder;   //_SP////224 !//MID//punct//178
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / Patientnämnder;                                  //_SP////226 &//KN|AN//punct//178 -//MID//punct//178 !//MAD//punct//178 #//MID//nummod//178 !//MID//punct//178
26. Tandvårdsskadeförbundet heter det handikappförbund som tar tillvara de tandvårdsskadades intresse. Samarbetar landstinget och Tandvårdsskadeförbundet när det gäller upprättande av vårdprogram etc. för patienter som relaterar sina symtom till amalgam eller andra dentala material? / Patientnämnder;"          //_SP////232 !//MID//punct//178 ""//PAD//punct//178"
