Statens Institut för Kommunikationsanalys;Analyser//NN|UTR|PLU|IND|NOM//ROOT//0 för//PP//case//2 Järnvägsutredningen//NN|UTR|SIN|DEF|NOM//nmod//0
6 Slutsatser;Av//PP//case//1 resultaten//NN|NEU|PLU|DEF|NOM//obl//2 framgår//VB|PRS|AKT//ROOT//2 att//SN//mark//7 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//7 inte//AB//advmod//7 är//VB|PRS|AKT//cop//7 omöjligt//JJ|POS|NEU|SIN|IND|NOM//ccomp//2 att//SN//mark//14 ett//DT|NEU|SIN|IND//det//10 bibehållet//JJ|POS|NEU|SIN|IND|NOM//nmod//11 SJ//PM|NOM//nsubj//14 skulle//VB|PRT|AKT//aux//14 kunna//VB|INF|AKT//aux//14 trafikera//VB|INF|AKT//csubj//7 de//DT|UTR/NEU|PLU|DEF//det//18 tio//RG|NOM//nummod//18 studerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//18 stråken//NN|NEU|PLU|DEF|NOM//obj//14 med//PP//case//22 ett//DT|NEU|SIN|IND//det//22 positivt//JJ|POS|NEU|SIN|IND|NOM//amod//22 netto//NN|NEU|SIN|IND|NOM//nmod//18 i//PP//case//24 framtiden//NN|UTR|SIN|DEF|NOM//nmod//22 .//MAD//punct//2
6 Slutsatser;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//27 innebär//VB|PRS|AKT//parataxis//2 samtidigt//AB//mark//44 att//SN//fixed//28 ett//DT|NEU|SIN|IND//det//31 system//NN|NEU|SIN|IND|NOM//nsubj//44 där//HA//advmod//37 trafikeringen//NN|UTR|SIN|DEF|NOM//nsubj:pass//37 på//PP//case//36 respektive//AB//amod//36 stråk//NN|NEU|SIN|IND|NOM//nmod//33 upphandlades//VB|PRT|SFO//acl:relcl//31 genom//PP//case//39 budgivning//NN|UTR|SIN|IND|NOM//obl//37 antagligen//AB//advmod//44 också//AB//advmod//44 skulle//VB|PRT|AKT//aux//44 kunna//VB|INF|AKT//aux//44 bli//VB|INF|AKT//ccomp//27 självbärande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//48 –//RG|NOM//punct//45 positiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 bud//NN|NEU|PLU|IND|NOM//xcomp//44 för//PP//mark//52 att//IE//mark//52 få//VB|INF|AKT//aux//52 trafikera//VB|INF|AKT//advcl//44 de//DT|UTR/NEU|PLU|DEF//det//55 lönsamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 stråken//NN|NEU|PLU|DEF|NOM//obj//52 skulle//VB|PRT|AKT//aux//58 kunna//VB|INF|AKT//aux//58 täcka//VB|INF|AKT//xcomp//44 de//DT|UTR/NEU|PLU|DEF//det//61 negativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//61 buden//NN|NEU|PLU|DEF|NOM//obj//58 (//PAD//punct//63 kraven//NN|NEU|PLU|DEF|NOM//appos//61 på//PP//case//65 ersättning//NN|UTR|SIN|IND|NOM//nmod//63 )//PAD//punct//63 för//PP//mark//69 att//IE//mark//69 trafikera//VB|INF|AKT//advcl//44 de//DT|UTR/NEU|PLU|DEF//det//71 olönsamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obj//69 .//MAD//punct//27
6 Slutsatser;Dessa//DT|UTR/NEU|PLU|DEF//det//75 två//RG|NOM//nummod//75 organisationsmodeller//NN|UTR|PLU|IND|NOM//nsubj//114 –//RG|NOM//punct//75 ett//DT|NEU|SIN|IND//det//79 fortsatt//PC|PRF|NEU|SIN|IND|NOM//amod//79 sammanhållet//PC|PRF|NEU|SIN|IND|NOM//nmod//80 SJ//PM|NOM//appos//75 med//PP//case//82 ensamrätt//NN|UTR|SIN|IND|NOM//nmod//75 på//PP//case//85 ett//DT|NEU|SIN|IND//det//85 affärsnät//NN|NEU|SIN|IND|NOM//nmod//82 eller//KN//cc//88 ett//DT|NEU|SIN|IND//det//88 system//NN|NEU|SIN|IND|NOM//conj//82 med//PP//case//90 upphandling//NN|UTR|SIN|IND|NOM//nmod//88 av//PP//case//92 stråk//NN|NEU|PLU|IND|NOM//nmod//90 –//RG|NOM//punct//75 är//VB|PRS|AKT//cop//96 bara//AB//advmod//96 två//RG|NOM//conj//75 av//PP//case//100 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//100 tänkbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//100 modeller//NN|UTR|PLU|IND|NOM//nmod//96 och//KN//cc//102 vilken//HP|UTR|SIN|IND//conj//96 av//PP//case//105 dessa//DT|UTR/NEU|PLU|DEF//det//105 modeller//NN|UTR|PLU|IND|NOM//nmod//102 som//HP|-|-|-//nsubj//109 är//VB|PRS|AKT//cop//109 mest//AB|SUV//advmod//109 gynnsam//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//105 för//PP//case//111 samhället//NN|NEU|SIN|DEF|NOM//obl//109 är//VB|PRS|AKT//cop//114 inte//AB//advmod//114 självklart//JJ|POS|NEU|SIN|IND|NOM//parataxis//27 .//MAD//punct//27
6 Slutsatser;Effekten//NN|UTR|SIN|DEF|NOM//nsubj//32 av//PP//case//4 en//DT|UTR|SIN|IND//det//4 total//JJ|POS|UTR|SIN|IND|NOM//amod//4 avreglering//NN|UTR|SIN|IND|NOM//nmod//0 ,//MID//punct//4 som//HP|-|-|-//nsubj//7 innebär//VB|PRS|AKT//acl:relcl//4 att//SN//mark//11 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 operatörer//NN|UTR|PLU|IND|NOM//nsubj//11 har//VB|PRS|AKT//ccomp//7 möjlighet//NN|UTR|SIN|IND|NOM//obj//11 att//IE//mark//15 fritt//AB|POS//advmod//15 konkurrera//VB|INF|AKT//acl//12 om//SN//case//17 tåglägen//NN|NEU|PLU|IND|NOM//obl//15 på//PP//case//21 ett//DT|NEU|SIN|IND//det//21 kommersiellt//JJ|POS|NEU|SIN|IND|NOM//amod//21 järnvägsnät//NN|NEU|SIN|IND|NOM//nmod//17 ,//MID//punct//24 är//VB|PRS|AKT//cop//24 svårbedömd//PC|PRF|UTR|SIN|IND|NOM//conj//15 .//MAD//punct//0
6 Slutsatser;Enligt//PP//case//28 vår//PS|UTR|SIN|DEF//nmod:poss//28 bedömning//NN|UTR|SIN|IND|NOM//nmod//32 är//VB|PRS|AKT//cop//32 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//32 endast//AB//advmod//32 stråken//NN|NEU|PLU|DEF|NOM//ROOT//32 mellan//PP//case//34 Stockholm//PM|NOM//nmod//32 och//KN//cc//36 Göteborg//PM|NOM//conj//34 samt//KN//cc//38 Stockholm//PM|NOM//conj//34 och//KN//cc//40 Malmö//PM|NOM//conj//34 som//HP|-|-|-//nsubj//42 har//VB|PRS|AKT//acl:relcl//40 förutsättningar//NN|UTR|PLU|IND|NOM//obj//42 att//IE//mark//45 ge//VB|INF|AKT//advcl//42 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//47 lönsamhetsmarginaler//NN|UTR|PLU|IND|NOM//obj//45 att//SN//mark//55 en//DT|UTR|SIN|IND//det//52 avreglerad//PC|PRF|UTR|SIN|IND|NOM//amod//52 kommersiell//JJ|POS|UTR|SIN|IND|NOM//amod//52 persontrafik//NN|UTR|SIN|IND|NOM//nsubj//55 på//PP//case//54 järnväg//NN|UTR|SIN|IND|NOM//nmod//52 framstår//VB|PRS|AKT//advcl//45 som//KN//mark//57 realistisk//JJ|POS|UTR|SIN|IND|NOM//xcomp//55 .//MAD//punct//32
6 Slutsatser;De//DT|UTR/NEU|PLU|DEF//det//61 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//61 osäkerheter//NN|UTR|PLU|IND|NOM//nsubj//68 som//HP|-|-|-//nsubj//64 är//VB|PRS|AKT//cop//64 förknippade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//61 med//PP//case//67 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//67 prognosantaganden//NN|NEU|PLU|IND|NOM//obl//64 medför//VB|PRS|AKT//parataxis//32 att//SN//mark//72 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//72 måste//VB|PRS|AKT//aux//72 anses//VB|INF|SFO//ccomp//68 vara//VB|INF|AKT//cop//74 förenat//PC|PRF|NEU|SIN|IND|NOM//xcomp//72 med//PP//case//77 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//77 risker//NN|UTR|PLU|IND|NOM//obl//74 att//IE//mark//79 bedriva//VB|INF|AKT//acl//77 kommersiell//JJ|POS|UTR|SIN|IND|NOM//amod//81 järnvägstrafik//NN|UTR|SIN|IND|NOM//obj//79 även//AB//advmod//85 i//PP//case//85 dessa//DT|UTR/NEU|PLU|DEF//det//85 stråk//NN|NEU|PLU|IND|NOM//obl//79 .//MAD//punct//68
6 Slutsatser;Sammantaget//AB//nsubj//1 tyder//VB|PRS|AKT//ROOT//1 resultaten//NN|NEU|PLU|DEF|NOM//nsubj//1 av//PP//case//5 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//5 analyser//NN|UTR|PLU|IND|NOM//nmod//2 på//PP//mark//8 att//SN//mark//8 förutsättningarna//NN|UTR|PLU|DEF|NOM//acl//2 att//IE//mark//10 bedriva//VB|INF|AKT//acl//8 företagsekonomiskt//AB|POS//advmod//12 lönsam//JJ|POS|UTR|SIN|IND|NOM//amod//13 persontrafik//NN|UTR|SIN|IND|NOM//obj//10 på//PP//case//15 järnväg//NN|UTR|SIN|IND|NOM//obl//10 är//VB|PRS|AKT//cop//18 högst//AB|SUV//advmod//18 osäkra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//1 .//MAD//punct//1
6 Slutsatser;Denna//DT|UTR|SIN|DEF//det//21 osäkerhet//NN|UTR|SIN|IND|NOM//nsubj//23 kan//VB|PRS|AKT//aux//23 verka//VB|INF|AKT//parataxis//1 i//PP//case//26 båda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//det//26 riktningarna//NN|UTR|PLU|DEF|NOM//obl//23 .//MAD//punct//1
6 Slutsatser;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//32 kan//VB|PRS|AKT//aux//32 således//AB//advmod//32 inte//AB//advmod//32 uteslutas//VB|INF|SFO//parataxis//1 att//SN//mark//38 järnvägstrafiken//NN|UTR|SIN|DEF|NOM//nsubj:pass//38 i//PP//case//36 framtiden//NN|UTR|SIN|DEF|NOM//nmod//34 kan//VB|PRS|AKT//aux//38 bedrivas//VB|INF|SFO//ccomp//32 mer//AB|KOM//advmod//40 kostnadseffektivt//JJ|POS|NEU|SIN|IND|NOM//advmod//38 än//KN//mark//42 hittills//AB//advmod//38 ,//MID//punct//47 eller//KN//cc//47 att//SN//mark//47 omvärldsförutsättningarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//47 ändras//VB|PRS|SFO//conj//32 på//PP//case//50 ett//DT|NEU|SIN|IND//det//50 sätt//NN|NEU|SIN|IND|NOM//obl//47 som//HP|-|-|-//nsubj//52 leder//VB|PRS|AKT//acl:relcl//50 till//PP//case//55 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//55 efterfrågan//NN|UTR|SIN|IND|NOM//obl//52 på//PP//case//57 järnvägsresor//NN|UTR|PLU|IND|NOM//nmod//55 ,//MID//punct//50 t.ex.//AB|AN//advmod//64 genom//PP//case//64 en//DT|UTR|SIN|IND//det//64 kraftigt//AB|POS//advmod//63 skärpt//PC|PRF|UTR|SIN|IND|NOM//amod//64 klimatpolitik//NN|UTR|SIN|IND|NOM//appos//50 .//MAD//punct//32
6 Slutsatser;Å//PP//discourse//78 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//68 sidan//NN|UTR|SIN|DEF|NOM//obl//78 kan//VB|PRS|AKT//aux//78 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj:pass//78 av//PP//case//73 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//73 grundantaganden//NN|NEU|PLU|IND|NOM//nmod//70 om//PP//mark//78 bl.a.//AB|AN//advmod//77 järnvägstrafikens//NN|UTR|SIN|DEF|GEN//nmod:poss//77 kostnadsutveckling//NN|UTR|SIN|IND|NOM//nsubj:pass//78 betraktas//VB|PRS|SFO//parataxis//32 som//KN//mark//81 ganska//AB//advmod//81 optimistiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//78 .//MAD//punct//78
6 Slutsatser;Vi//PN|UTR|PLU|DEF|SUB//nsubj//86 har//VB|PRS|AKT//aux//86 t.ex.//AB|AN//advmod//86 antagit//VB|SUP|AKT//parataxis//78 att//SN//mark//94 järnvägstrafiken//NN|UTR|SIN|DEF|NOM//nsubj//94 även//AB//advmod//90 framöver//AB//advmod//94 ska//VB|PRS|AKT//aux//94 vara//VB|INF|AKT//cop//94 skattemässigt//AB|POS//advmod//94 gynnad//PC|PRF|UTR|SIN|IND|NOM//ccomp//86 i//PP//case//97 samma//DT|UTR/NEU|SIN/PLU|IND//det//97 omfattning//NN|UTR|SIN|IND|NOM//obl//94 som//HP|-|-|-//mark//99 hittills//AB//acl//97 ,//MID//punct//104 vilket//HP|NEU|SIN|IND//nsubj//104 inte//AB//advmod//104 är//VB|PRS|AKT//cop//104 självklart//JJ|POS|NEU|SIN|IND|NOM//acl:relcl//97 .//MAD//punct//104
6 Slutsatser;För//PP//case//107 järnvägssektorn//NN|UTR|SIN|DEF|NOM//obl//94 som//KN//mark//110 helhet//NN|UTR|SIN|IND|NOM//obl//110 uppgår//VB|PRS|AKT//acl:relcl//107 dessa//DT|UTR/NEU|PLU|DEF//det//113 s.k.//AB|AN//amod//113 skatteavvikelser//NN|UTR|PLU|IND|NOM//obj//110 enligt//PP//case//117 den//DT|UTR|SIN|DEF//det//117 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//117 budgetpropositionen//NN|UTR|SIN|DEF|NOM//obl//110 till//PP//case//119 betydligt//AB|POS//obl//110 över//PP//case//123 en//DT|UTR|SIN|IND//det//122 miljard//NN|UTR|SIN|IND|NOM//nmod//123 kronor//NN|UTR|PLU|IND|NOM//nmod//119 för//PP//case//126 år//NN|NEU|SIN|IND|NOM//nmod//126 2003//RG|NOM//nmod//123 .//MAD//punct//1
6 Slutsatser;Mot//PP//case//2 denna//DT|UTR|SIN|DEF//det//2 bakgrund//NN|UTR|SIN|IND|NOM//obl//3 framstår//VB|PRS|AKT//ROOT//3 även//AB//advmod//3 marginalerna//NN|UTR|PLU|DEF|NOM//nsubj//3 i//PP//case//10 den//DT|UTR|SIN|DEF//det//10 mest//AB|SUV//advmod//9 lönsamma//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 trafiken//NN|UTR|SIN|DEF|NOM//nmod//5 år//NN|NEU|SIN|IND|NOM//nmod//12 2010//RG|NOM//nmod//10 som//HA//mark//15 ganska//AB//advmod//15 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//10 och//KN//cc//18 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//18 verkar//VB|PRS|AKT//conj//15 uppenbart//JJ|POS|NEU|SIN|IND|NOM//xcomp//18 att//SN//mark//32 utsikterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//32 att//IE//mark//26 över//PP//advmod//26 huvud//NN|NEU|SIN|IND|NOM//fixed//23 taget//PC|PRF|NEU|SIN|IND|NOM//fixed//23 bedriva//VB|INF|AKT//acl//21 kommersiell//JJ|POS|UTR|SIN|IND|NOM//amod//28 persontrafik//NN|UTR|SIN|IND|NOM//obj//26 på//PP//case//30 järnväg//NN|UTR|SIN|IND|NOM//obl//26 måste//VB|PRS|AKT//aux//32 betraktas//VB|INF|SFO//csubj//18 som//KN//mark//35 mycket//AB|POS//advmod//35 osäkra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//32 och//KN//cc//37 sårbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//35 för//PP//case//40 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 typer//NN|UTR|PLU|IND|NOM//obl//37 av//PP//case//42 omvärldsförändringar//NN|UTR|PLU|IND|NOM//nmod//40 .//MAD//punct//3
6 Slutsatser;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//45 betyder//VB|PRS|AKT//parataxis//3 också//AB//advmod//45 att//SN//mark//50 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//50 måste//VB|PRS|AKT//aux//50 anses//VB|INF|SFO//ccomp//45 vara//VB|INF|AKT//cop//54 ett//DT|NEU|SIN|IND//det//54 betydande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//54 risktagande//NN|NEU|SIN|IND|NOM//xcomp//50 att//IE//mark//62 i//PP//case//59 den//DT|UTR|SIN|DEF//det//59 fortsatta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//59 transportpolitiken//NN|UTR|SIN|DEF|NOM//obl//62 och//KN//cc//61 infrastrukturplaneringen//NN|UTR|SIN|DEF|NOM//conj//59 utgå//VB|INF|AKT//acl//54 ifrån//PP//mark//72 att//SN//mark//72 en//DT|UTR|SIN|IND//det//67 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//67 persontrafik//NN|UTR|SIN|IND|NOM//nsubj:pass//72 på//PP//case//69 järnväg//NN|UTR|SIN|IND|NOM//nmod//67 långsiktigt//AB|POS//advmod//72 kan//VB|PRS|AKT//aux//72 upprätthållas//VB|INF|SFO//ccomp//62 på//PP//case//75 företagsekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//75 grunder//NN|UTR|PLU|IND|NOM//obl//72 .//MAD//punct//45
6 Slutsatser;6.2//RG|NOM//parataxis//3 Vad//HP|NEU|SIN|IND//nsubj//79 innebär//VB|PRS|AKT//acl:relcl//77 resultaten//NN|NEU|PLU|DEF|NOM//obj//79 för//PP//case//82 transportpolitiken//NN|UTR|SIN|DEF|NOM//nmod//80 ?//MAD//punct//3
6 Slutsatser;Dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 transportpolitik//NN|UTR|SIN|IND|NOM//nsubj//2 bygger//VB|PRS|AKT//ROOT//2 på//PP//case//4 tanken//NN|UTR|SIN|DEF|NOM//obl//2 att//SN//mark//11 merparten//NN|UTR|SIN|DEF|NOM//nsubj:pass//11 av//PP//case//8 järnvägstrafiken//NN|UTR|SIN|DEF|NOM//nmod//6 ska//VB|PRS|AKT//aux//11 kunna//VB|INF|AKT//aux//11 drivas//VB|INF|SFO//acl//4 lönsamt//AB|POS//advmod//11 i//PP//case//15 ett//DT|NEU|SIN|IND//det//15 affärsnät//NN|NEU|SIN|IND|NOM//obl//11 med//PP//case//18 samhällsekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 infrastrukturavgifter//NN|UTR|PLU|IND|NOM//nmod//15 och//KN//cc//23 att//SN//mark//23 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//23 ska//VB|PRS|AKT//aux//23 kompletteras//VB|INF|SFO//conj//2 av//PP//case//26 en//DT|UTR|SIN|IND//det//26 upphandling//NN|UTR|SIN|IND|NOM//obl:agent//23 av//PP//case//28 trafik//NN|UTR|SIN|IND|NOM//nmod//26 som//HP|-|-|-//nsubj:pass//32 inte//AB//advmod//32 kan//VB|PRS|AKT//aux//32 drivas//VB|INF|SFO//acl:relcl//26 företagsekonomiskt//AB|POS//advmod//34 lönsamt//AB|POS//advmod//32 .//MAD//punct//2
6 Slutsatser;Våra//PS|UTR/NEU|PLU|DEF//nmod:poss//1 analyser//NN|UTR|PLU|IND|NOM//nsubj//2 tyder//VB|PRS|AKT//ROOT//2 på//PP//mark//11 att//SN//mark//11 betydande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 delar//NN|UTR|PLU|IND|NOM//nsubj:pass//11 av//PP//case//8 affärsnätet//NN|NEU|SIN|DEF|NOM//nmod//6 inte//AB//advmod//11 kan//VB|PRS|AKT//aux//11 drivas//VB|INF|SFO//advcl//2 företagsekonomiskt//AB|POS//advmod//13 lönsamt//AB|POS//advmod//11 ,//MID//punct//19 ens//AB//advmod//19 på//PP//case//19 ganska//AB//advmod//18 lång//JJ|POS|UTR|SIN|IND|NOM//amod//19 sikt//NN|UTR|SIN|IND|NOM//conj//11 .//MAD//punct//19
6 Slutsatser;En//PN|UTR|SIN|IND|SUB/OBJ//nsubj//27 av//PP//case//23 grundpelarna//NN|UTR|PLU|DEF|NOM//nmod//21 i//PP//case//26 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//26 järnvägspolitik//NN|UTR|SIN|IND|NOM//nmod//23 förefaller//VB|PRS|AKT//conj//2 därför//AB//advmod//27 inte//AB//advmod//27 längre//AB|KOM//advmod//31 hållbar//JJ|POS|UTR|SIN|IND|NOM//xcomp//27 –//RG|NOM//punct//27 om//PP//mark//40 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 delar//NN|UTR|PLU|IND|NOM//nsubj//40 av//PP//case//37 affärsnätet//NN|NEU|SIN|DEF|NOM//nmod//35 inte//AB//advmod//40 är//VB|PRS|AKT//cop//40 lönsamt//JJ|POS|NEU|SIN|IND|NOM//advmod//44 ens//AB//advmod//40 på//PP//advmod//40 sikt//NN|UTR|SIN|IND|NOM//fixed//42 riskerar//VB|PRS|AKT//advcl//27 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//44 som//HP|-|-|-//nsubj//48 var//VB|PRT|AKT//cop//48 tänkt//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//45 som//KN//case//53 ett//DT|NEU|SIN|IND//det//51 kompletterande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//53 upphandlat//PC|PRF|NEU|SIN|IND|NOM//amod//53 nät//NN|NEU|SIN|IND|NOM//obl//48 att//IE//mark//55 bli//VB|INF|AKT//acl//53 en//DT|UTR|SIN|IND//det//58 dominerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//58 del//NN|UTR|SIN|IND|NOM//xcomp//55 av//PP//case//60 systemet//NN|NEU|SIN|DEF|NOM//nmod//58 .//MAD//punct//27
6 Slutsatser;Argumenten//NN|NEU|PLU|DEF|NOM//obj//27 för//PP//mark//65 att//IE//mark//65 subventionera//VB|INF|AKT//advcl//27 trafiken//NN|UTR|SIN|DEF|NOM//obj//65 är//VB|PRS|AKT//cop//69 ganska//AB//advmod//69 svaga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//27 ,//MID//punct//69 samtidigt//AB//mark//76 som//HA//fixed//71 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//76 naturligtvis//AB//advmod//76 knappast//AB|SUV//advmod//76 ter//VB|PRS|AKT//advcl//69 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//76 rimligt//AB|POS//xcomp//76 att//IE//mark//80 sluta//VB|INF|AKT//advcl//76 att//IE//mark//82 trafikera//VB|INF|AKT//xcomp//80 nybyggda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//84 spår//NN|NEU|PLU|IND|NOM//obj//82 .//MAD//punct//27
6 Slutsatser;Vi//PN|UTR|PLU|DEF|SUB//nsubj//87 tycks//VB|PRS|SFO//parataxis//27 således//AB//advmod//87 stå//VB|INF|AKT//xcomp//87 inför//PP//case//94 ett//DT|NEU|SIN|IND//det//94 betydande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//94 transportpolitiskt//JJ|POS|NEU|SIN|IND|NOM//amod//94 dilemma//NN|NEU|SIN|IND|NOM//obl//89 .//MAD//punct//2

Bilaga 1: Trafikering 1997;STRÅK//NN|NEU|PLU|IND|NOM//ROOT//0

Bilaga 2: Trafikering 2010;STRÅK//NN|NEU|PLU|IND|NOM//ROOT//0

Bilaga 3: Kostnader för järnvägstrafik 1997 och 2010;I//PP//case//2 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 tabell//NN|UTR|SIN|IND|NOM//obl//3 redovisas//VB|PRS|SFO//ROOT//3 de//DT|UTR/NEU|PLU|DEF//det//5 kostnader//NN|UTR|PLU|IND|NOM//nsubj:pass//3 från//PP//case//7 Järnvägsutredningen//NN|UTR|SIN|DEF|NOM//nmod//5 som//HP|-|-|-//nsubj:pass//10 har//VB|PRS|AKT//aux//10 använts//VB|SUP|SFO//acl:relcl//7 i//PP//case//13 denna//DT|UTR|SIN|DEF//det//13 studie//NN|UTR|SIN|IND|NOM//obl//10 .//MAD//punct//3
Bilaga 3: Kostnader för järnvägstrafik 1997 och 2010;I//PP//case//16 tabellen//NN|UTR|SIN|DEF|NOM//obl//17 redovisas//VB|PRS|SFO//parataxis//3 även//AB//advmod//20 de//DT|UTR/NEU|PLU|DEF//det//20 värden//NN|NEU|PLU|IND|NOM//nsubj:pass//17 som//HP|-|-|-//nsubj:pass//22 rekommenderas//VB|PRS|SFO//acl:relcl//20 för//PP//case//25 samhällsekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 analyser//NN|UTR|PLU|IND|NOM//obl//22 enligt//PP//case//31 den//DT|UTR|SIN|DEF//det//31 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//31 så//AB//advmod//30 kallade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//31 ASEK-översynen//NN|UTR|SIN|DEF|NOM//nmod//25 .//MAD//punct//3
Bilaga 3: Kostnader för järnvägstrafik 1997 och 2010;Skillnaden//NN|UTR|SIN|DEF|NOM//nsubj//63 mellan//PP//case//36 dessa//DT|UTR/NEU|PLU|DEF//det//36 värden//NN|NEU|PLU|IND|NOM//nmod//33 är//VB|PRS|AKT//cop//33 att//SN//mark//42 moms//NN|UTR|SIN|IND|NOM//nsubj:pass//42 och//KN//cc//41 skatt//NN|UTR|SIN|IND|NOM//conj//39 hanteras//VB|PRS|SFO//acl//33 annorlunda//AB//advmod//42 i//PP//case//47 en//DT|UTR|SIN|IND//det//47 företagsekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//47 analys//NN|UTR|SIN|IND|NOM//obl//42 än//KN//mark//52 i//PP//case//52 en//DT|UTR|SIN|IND//det//52 samhällsekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//52 analys//NN|UTR|SIN|IND|NOM//acl//47 .//MAD//punct//33
Bilaga 3: Kostnader för järnvägstrafik 1997 och 2010;I//PP//case//55 kostnaderna//NN|UTR|PLU|DEF|NOM//nmod//33 som//HP|-|-|-//nsubj:pass//58 har//VB|PRS|AKT//aux//58 använts//VB|SUP|SFO//acl:relcl//55 här//AB//advmod//58 är//VB|PRS|AKT//cop//63 dessutom//AB//advmod//63 totala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 kapital-//NN|NEU|-|-|SMS//parataxis//3 och//KN//cc//65 overheadkostnader//NN|UTR|PLU|IND|NOM//conj//63 inkluderade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//63 .//MAD//punct//63
Bilaga 3: Kostnader för järnvägstrafik 1997 och 2010;I//PP//case//69 ASEK-värdena//NN|NEU|PLU|DEF|NOM//obl//70 ingår//VB|PRS|AKT//conj//3 enbart//AB//advmod//70 trafikberoende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//73 kostnader//NN|UTR|PLU|IND|NOM//obj//70 .//MAD//punct//3
