Till statsrådet Lars-Erik Lövdén ;Genom//PP//case//1 beslut//NN|NEU|SIN|IND|NOM//obl//6 den//DT|UTR|SIN|DEF//det//4 12//RG|NOM//nummod//4 november//NN|UTR|SIN|IND|NOM//obl//6 1998//RG|NOM//nummod//4 bemyndigade//VB|PRT|AKT//ROOT//6 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//6 chefen//NN|UTR|SIN|DEF|NOM//obj//6 för//PP//case//10 Inrikesdepartementet//NN|NEU|SIN|DEF|NOM//nmod//8 ,//MID//punct//6 statsrådet//NN|NEU|SIN|DEF|NOM//appos//6 Engqvist//PM|NOM//flat//12 ,//MID//punct//12 att//IE//mark//16 tillkalla//VB|INF|AKT//acl//12 en//DT|UTR|SIN|IND//det//19 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//19 utredare//NN|UTR|SIN|IND|NOM//obj//16 för//PP//mark//22 att//IE//mark//22 göra//VB|INF|AKT//advcl//16 en//DT|UTR|SIN|IND//det//24 översyn//NN|UTR|SIN|IND|NOM//obj//22 av//PP//case//27 Fastighetsmäklarnämndens//NN|UTR|SIN|DEF|GEN//nmod:poss//27 tillsyn//NN|UTR|SIN|IND|NOM//nmod//24 över//PP//case//29 fastighetsmäklare//NN|UTR|PLU|IND|NOM//nmod//27 .//MAD//punct//6
3.2 Konkurrenssituationen;På//PP//case//45 marknader//NN|UTR|PLU|IND|NOM//obl//51 där//HA//advmod//49 transparensen//NN|UTR|SIN|DEF|NOM//nsubj//49 är//VB|PRS|AKT//cop//49 dålig//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//45 ,//MID//punct//51 spelar//VB|PRS|AKT//parataxis//2 priset//NN|NEU|SIN|DEF|NOM//nsubj//51 ofta//AB|POS//advmod//51 en//DT|UTR|SIN|IND//det//56 underordnad//PC|PRF|UTR|SIN|IND|NOM//amod//56 roll//NN|UTR|SIN|IND|NOM//obj//51 och//KN//cc//62 företagen//NN|NEU|PLU|DEF|NOM//nsubj//62 kan//VB|PRS|AKT//aux//62 med//PP//case//61 fördel//NN|UTR|SIN|IND|NOM//obl//62 konkurrera//VB|INF|AKT//conj//51 med//PP//case//64 service//NN|UTR|SIN|IND|NOM//obl//62 ,//MID//punct//66 image//NN|UTR|SIN|IND|NOM//conj//64 och//KN//cc//69 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//69 konkurrensmedel//NN|NEU|PLU|IND|NOM//conj//64 .//MAD//punct//51
3.2 Konkurrenssituationen;Konsumenten//NN|UTR|SIN|DEF|NOM//nsubj//72 får//VB|PRS|AKT//parataxis//51 i//PP//case//75 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//75 fall//NN|NEU|PLU|IND|NOM//obl//76 svårt//JJ|POS|NEU|SIN|IND|NOM//xcomp//72 att//IE//mark//78 väga//VB|INF|AKT//acl//76 prisskillnader//NN|UTR|PLU|IND|NOM//obj//78 mot//PP//case//81 skillnader//NN|UTR|PLU|IND|NOM//obl//78 i//PP//case//83 service//NN|UTR|SIN|IND|NOM//nmod//81 o.dyl//AB|AN//nmod//81 .//MAD//punct//51
3.2 Konkurrenssituationen;Jämförelser//NN|UTR|PLU|IND|NOM//nsubj:pass//92 av//PP//case//88 kvaliteten//NN|UTR|SIN|DEF|NOM//nmod//86 på//PP//case//91 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//91 mäklartjänster//NN|UTR|PLU|IND|NOM//nmod//88 försvåras//VB|PRS|SFO//parataxis//51 också//AB//advmod//92 av//PP//mark//99 att//SN//mark//99 varje//DT|UTR/NEU|SIN|IND//det//97 förmedling//NN|UTR|SIN|IND|NOM//nsubj//99 är//VB|PRS|AKT//cop//99 unik//JJ|POS|UTR|SIN|IND|NOM//advcl//92 .//MAD//punct//2

3.3 Företagsstruktur;På//PP//case//3 den//DT|UTR|SIN|DEF//det//3 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//3 marknaden//NN|UTR|SIN|DEF|NOM//obl//4 fanns//VB|PRT|SFO//ROOT//4 4//RG|NOM//nummod//6 850//RG|NOM//nsubj//4 vid//PP//case//8 utgången//NN|UTR|SIN|DEF|NOM//obl//4 av//PP//case//12 1998//RG|NOM//nummod//12 registrerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//12 mäklare//NN|UTR|PLU|IND|NOM//nmod//8 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//15 var//VB|PRT|AKT//cop//15 verksamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//12 i//PP//case//19 3//RG|NOM//nummod//18 898//RG|NOM//nummod//19 mäklarföretag//NN|NEU|PLU|IND|NOM//obl//15 .//MAD//punct//4
3.3 Företagsstruktur;Den//DT|UTR|SIN|DEF//det//23 1//RO|NOM//nummod//23 februari//NN|UTR|SIN|IND|NOM//obl//30 1999//RG|NOM//nummod//23 var//VB|PRT|AKT//cop//30 antalet//NN|NEU|SIN|DEF|NOM//nsubj//27 registrerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//28 mäklare//NN|UTR|PLU|IND|NOM//nsubj//30 4//RG|NOM//nummod//30 763//RG|NOM//parataxis//4 .//MAD//punct//4
3.3 Företagsstruktur;Se//VB|IMP|AKT//parataxis//4 tabell//NN|UTR|SIN|IND|NOM//obj//32 3:2//RG|NOM//obl//32 .//MAD//punct//4
3.3 Företagsstruktur;Fastighetsförmedling//NN|UTR|SIN|IND|NOM//nsubj:pass//1 bedrivs//VB|PRS|SFO//ROOT//1 också//AB//advmod//1 som//KN//case//5 en//DT|UTR|SIN|IND//det//5 del//NN|UTR|SIN|IND|NOM//obl//1 av//PP//case//8 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 uppdrag//NN|NEU|PLU|IND|NOM//nmod//5 ,//MID//punct//5 dvs.//AB|AN//advmod//13 inom//PP//case//13 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 serviceområden//NN|NEU|PLU|IND|NOM//nmod//5 såsom//KN//mark//15 kameral//NN|UTR|SIN|IND|NOM//acl//13 och//KN//cc//18 juridisk//JJ|POS|UTR|SIN|IND|NOM//amod//18 uppdragsverksamhet//NN|UTR|SIN|IND|NOM//conj//15 .//MAD//punct//1
3.3 Företagsstruktur;För//PP//case//1 åren//NN|NEU|PLU|DEF|NOM//obl//4 innan//SN//mark//4 Fastighetsmäklarnämnden//NN|UTR|SIN|DEF|NOM//nsubj//4 tog//VB|PRT|AKT//advcl//7 över//PL//case//6 registreringen//NN|UTR|SIN|DEF|NOM//obl//4 finns//VB|PRS|SFO//ROOT//7 ingen//DT|UTR|SIN|IND//det//10 samlad//PC|PRF|UTR|SIN|IND|NOM//amod//10 statistik//NN|UTR|SIN|IND|NOM//nsubj//7 över//PP//case//12 antalet//NN|NEU|SIN|DEF|NOM//nmod//14 registrerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//14 mäklare//NN|UTR|PLU|IND|NOM//nsubj//7 .//MAD//punct//14
3.3 Företagsstruktur;Minskningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//26 av//PP//case//19 antalet//NN|NEU|SIN|DEF|NOM//nmod//19 mäklare//NN|UTR|PLU|IND|NOM//nmod//16 mellan//PP//case//21 åren//NN|NEU|PLU|DEF|NOM//nmod//22 1995//RG|NOM//nmod//19 och//KN//cc//24 1996//RG|NOM//conj//16 kan//VB|PRS|AKT//aux//26 förklaras//VB|INF|SFO//conj//7 med//PP//mark//33 att//SN//mark//33 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 regler//NN|UTR|PLU|IND|NOM//nsubj:pass//33 för//PP//case//32 registrering//NN|UTR|SIN|IND|NOM//nmod//30 infördes//VB|PRT|SFO//advcl//26 .//MAD//punct//26
3.3 Företagsstruktur;De//DT|UTR/NEU|PLU|DEF//det//37 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 kraven//NN|NEU|PLU|DEF|NOM//nsubj//38 gällde//VB|PRT|AKT//parataxis//26 dels//KN//advmod//40 ansvarsförsäkringen//NN|UTR|SIN|DEF|NOM//obj//38 och//KN//cc//43 dels//KN//advmod//43 verksamhetskavet//NN|NEU|SIN|DEF|NOM//conj//40 .//MAD//punct//43
3.3 Företagsstruktur;Från//PP//case//46 branschhåll//NN|NEU|SIN|IND|NOM//obl//49 har//VB|PRS|AKT//aux//49 farhågor//NN|UTR|PLU|IND|NOM//nsubj:pass//49 uttalats//VB|SUP|SFO//conj//26 för//PP//mark//57 att//SN//mark//57 de//DT|UTR/NEU|PLU|DEF//det//54 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 utbildningskraven//NN|NEU|PLU|DEF|NOM//nsubj//57 kommer//VB|PRS|AKT//aux//57 att//IE//mark//57 leda//VB|INF|AKT//advcl//49 till//PP//mark//61 att//SN//mark//61 nyrekryteringen//NN|UTR|SIN|DEF|NOM//nsubj//61 blir//VB|PRS|AKT//advcl//57 mycket//AB|POS//advmod//63 liten//JJ|POS|UTR|SIN|IND|NOM//xcomp//61 på//PP//case//69 grund//NN|UTR|SIN|IND|NOM//fixed//64 av//PP//fixed//64 alltför//AB//advmod//68 låg//JJ|POS|UTR|SIN|IND|NOM//amod//69 utbildningskapacitet//NN|UTR|SIN|IND|NOM//obl//61 .//MAD//punct//7
3.3 Företagsstruktur;Enligt//PP//case//1 statistik//NN|UTR|SIN|IND|NOM//obl//4 från//PP//case//3 SCB//PM|NOM//nmod//1 fanns//VB|PRT|SFO//ROOT//4 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//4 3//RG|NOM//nummod//7 898//RG|NOM//nummod//9 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 mäklarföretag//NN|NEU|PLU|IND|NOM//nsubj//4 1998//RG|NOM//nummod//9 .//MAD//punct//4
3.3 Företagsstruktur;Mäklarföretagen//PM|NOM//nsubj//16 är//VB|PRS|AKT//cop//16 i//PP//advmod//16 allmänhet//NN|UTR|SIN|IND|NOM//fixed//14 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//4 ,//MID//punct//16 flertalet//NN|NEU|SIN|DEF|NOM//nmod//19 sysselsätter//VB|PRS|AKT//parataxis//16 bara//AB//advmod//19 en//RG|UTR|SIN|IND|NOM//det//22 mäklare//NN|UTR|SIN|IND|NOM//obj//19 .//MAD//punct//16
3.3 Företagsstruktur;1998//RG|NOM//nummod//25 fanns//VB|PRT|SFO//conj//4 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//25 endast//AB//advmod//28 51//RG|NOM//nummod//29 företag//NN|NEU|PLU|IND|NOM//nsubj//25 som//HP|-|-|-//mark//34 vardera//PN|UTR/NEU|PLU|DEF|SUB/OBJ//det//34 sysselsatte//VB|PRT|AKT//amod//34 10//RG|NOM//nummod//34 mäklare//NN|UTR|PLU|IND|NOM//appos//29 eller//KN//cc//36 fler//PN|UTR/NEU|PLU|IND|SUB/OBJ//conj//34 .//MAD//punct//25
3.3 Företagsstruktur;Se//VB|IMP|AKT//parataxis//25 tabell//NN|UTR|SIN|IND|NOM//obj//38 3:3//RG|NOM//obj//38 .//MAD//punct//25
3.3 Företagsstruktur;Antal//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//1 anställda//NN|UTR|PLU|IND|NOM//ROOT//1
3.3 Företagsstruktur;Källa//NN|UTR|SIN|IND|NOM//ROOT//0 ://MID//punct//0
3.3 Företagsstruktur;SCB//PM|NOM//appos//0

3.4 Branschorganisationer;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 förekommer//VB|PRS|AKT//ROOT//1 en//DT|UTR|SIN|IND//det//5 relativt//AB|POS//advmod//4 hög//JJ|POS|UTR|SIN|IND|NOM//amod//5 grad//NN|UTR|SIN|IND|NOM//nsubj//1 av//PP//case//7 samverkan//NN|UTR|SIN|IND|NOM//nmod//5 inom//PP//case//9 branschen//NN|UTR|SIN|DEF|NOM//nmod//7 .//MAD//punct//1
3.4 Branschorganisationer;Genom//PP//mark//13 att//IE//mark//13 samverka//VB|INF|AKT//advcl//20 kan//VB|PRS|AKT//aux//20 framför//PP//case//19 allt//PN|NEU|SIN|IND|SUB/OBJ//fixed//15 de//DT|UTR/NEU|PLU|DEF//det//19 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//19 företagen//NN|NEU|PLU|DEF|NOM//obl//20 tillgodogöra//VB|INF|AKT//parataxis//1 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//20 vissa//PN|UTR/NEU|PLU|IND|SUB/OBJ//xcomp//20 av//PP//case//27 de//DT|UTR/NEU|PLU|DEF//det//26 marknadsledande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//26 företagens//NN|NEU|PLU|DEF|GEN//nmod:poss//27 stordriftsfördelar//NN|UTR|PLU|IND|NOM//nmod//22 ,//MID//punct//20 t.ex.//AB|AN//advmod//31 inom//PP//case//31 marknadsföring//NN|UTR|SIN|IND|NOM//obl//20 och//KN//cc//33 prissättning//NN|UTR|SIN|IND|NOM//conj//31 .//MAD//punct//20
3.4 Branschorganisationer;Den//DT|UTR|SIN|DEF//det//37 övervägande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//37 delen//NN|UTR|SIN|DEF|NOM//nsubj//40 av//PP//case//39 samarbetet//NN|NEU|SIN|DEF|NOM//nmod//37 sker//VB|PRS|AKT//conj//20 i//PP//case//45 de//DT|UTR/NEU|PLU|DEF//det//44 två//RG|NOM//nummod//44 branschförbunden//NN|NEU|PLU|IND|NOM//nmod//45 Mäklarsamfundet//NN|NEU|SIN|DEF|NOM//obl//40  //_SP////45 och//KN//cc//48 Fastighetsmäklarförbundet//NN|NEU|SIN|DEF|NOM//conj//45 ,//MID//punct//50 FMF//PM|NOM//conj//45 .//MAD//punct//1
3.4 Branschorganisationer;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//53 organiserar//VB|PRS|AKT//parataxis//1 de//DT|UTR/NEU|PLU|DEF//det//56 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 mäklarna//NN|UTR|PLU|DEF|NOM//nsubj//59 och//KN//cc//58 samarbetet//NN|NEU|SIN|DEF|NOM//conj//56 går//VB|PRS|AKT//conj//53 ut//PL//compound:prt//59 på//PP//mark//63 att//IE//mark//63 profilera//VB|INF|AKT//advcl//59 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//63 och//KN//cc//67 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//67 medlemsföretag//NN|NEU|PLU|IND|NOM//conj//59 i//PP//case//72 den//DT|UTR|SIN|DEF//det//72 alltmer//AB//advmod//71 tilltagande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//72 konkurrensen//NN|UTR|SIN|DEF|NOM//obl//59 .//MAD//punct//53
3.4 Branschorganisationer;3.4.1//RG|NOM//appos//1 Fastighetsmäklarförbundet//NN|NEU|SIN|DEF|NOM//nsubj//74
3.4 Branschorganisationer;Fastighetsmäklarförbundet//NN|NEU|SIN|DEF|NOM//nsubj//6  //_SP////0 (//PAD//punct//3 FMF//PM|NOM//appos//0 )//PAD//punct//3 ,//MID//punct//0 organiserar//VB|PRS|AKT//ROOT//6 ca//AB|AN//advmod//8 1//RG|NOM//nummod//10 100//RG|NOM//nummod//10 mäklare//NN|UTR|PLU|IND|NOM//obj//6 .//MAD//punct//6
3.4 Branschorganisationer;Ungefär//AB//advmod//13 350//RG|NOM//appos//6 av//PP//case//15 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nmod//13 har//VB|PRS|AKT//aux//17 genomgått//VB|SUP|AKT//conj//6 FMF//PM|NOM//obj//17 ://MID//punct//18 s//NN|AN//case//22 interna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//22 utbildning//NN|UTR|SIN|IND|NOM//obj//6 och//KN//cc//24 blivit//VB|SUP|AKT//conj//22 auktoriserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//24 av//PP//case//27 organisationen//NN|UTR|SIN|DEF|NOM//nmod//25 .//MAD//punct//6
3.4 Branschorganisationer;FMF//PM|NOM//nsubj//2 är//VB|PRS|AKT//cop//2 organiserad//PC|PRF|UTR|SIN|IND|NOM//ROOT//2 i//PP//case//5 en//DT|UTR|SIN|IND//det//5 riksorganisation//NN|UTR|SIN|IND|NOM//obl//2  //_SP////5 som//HP|-|-|-//nsubj:pass//8 leds//VB|PRS|SFO//acl:relcl//5 av//PP//case//11 en//DT|UTR|SIN|IND//det//11 förbundsstyrelse//NN|UTR|SIN|IND|NOM//obl:agent//8 .//MID//punct//2
3.4 Branschorganisationer;Vidare//AB|KOM//advmod//14 finns//VB|PRS|SFO//parataxis//2 en//DT|UTR|SIN|IND//det//16 auktorisationsnämnd//NN|UTR|SIN|IND|NOM//nsubj//14  //_SP////16 och//KN//cc//20 en//DT|UTR|SIN|IND//det//20 disciplinnämnd//NN|UTR|SIN|IND|NOM//conj//16 .//MID//punct//14
3.4 Branschorganisationer;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//23 finns//VB|PRS|SFO//parataxis//14 i//PP//advmod//23 dag//NN|UTR|SIN|IND|NOM//fixed//24 fyra//RG|NOM//nummod//27 regioner//NN|UTR|PLU|IND|NOM//nsubj//23  //_SP////27 vilka//HP|UTR/NEU|PLU|IND//nsubj:pass//30 leds//VB|PRS|SFO//acl:relcl//27 av//PP//case//33 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 styrelser//NN|UTR|PLU|IND|NOM//obl:agent//30 .//MAD//punct//23
3.4 Branschorganisationer;Dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//36 anordnar//VB|PRS|AKT//parataxis//23 kurser//NN|UTR|PLU|IND|NOM//obj//36 ,//MID//punct//39 studiebesök//NN|NEU|PLU|IND|NOM//conj//37 och//KN//cc//41 informationsmöten//NN|NEU|PLU|IND|NOM//conj//37 .//MAD//punct//14
3.4 Branschorganisationer;FMF//PM|NOM//nsubj//1 står//VB|PRS|AKT//ROOT//1 till//PP//case//3 tjänst//NN|UTR|SIN|IND|NOM//obl//1 med//PP//case//6 juridisk//JJ|POS|UTR|SIN|IND|NOM//amod//6 rådgivning//NN|UTR|SIN|IND|NOM//obl//1 till//PP//case//9 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//9 medlemmar//NN|UTR|PLU|IND|NOM//nmod//6 och//KN//cc//13 även//AB//advmod//13 ett//DT|NEU|SIN|IND//det//13 system//NN|NEU|SIN|IND|NOM//conj//1 med//PP//case//18 ”//NN|UTR|SIN|IND|NOM//punct//16 äldre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 ”//PAD//punct//16 kollegor//NN|UTR|PLU|IND|NOM//nmod//13 att//IE//mark//20 rådfråga//VB|INF|AKT//acl//13 i//PP//case//23 diverse//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//23 spörsmål//NN|NEU|PLU|IND|NOM//obl//20 ,//MID//punct//26 exempelvis//AB//advmod//26 etikfrågor//NN|UTR|PLU|IND|NOM//conj//20 .//MAD//punct//13
3.4 Branschorganisationer;För//PP//mark//30 att//IE//mark//30 bli//VB|INF|AKT//advcl//32 auktoriserad//PC|PRF|UTR|SIN|IND|NOM//xcomp//30 krävs//VB|PRS|SFO//advcl//1 att//SN//mark//36 man//PN|UTR|SIN|IND|SUB//nsubj//36 är//VB|PRS|AKT//cop//36 medlem//NN|UTR|SIN|IND|NOM//dep//32 i//PP//case//38 FMF//PM|NOM//obl//36 ,//MID//punct//36 att//SN//mark//42 man//PN|UTR|SIN|IND|SUB//nsubj//42 har//VB|PRS|AKT//advcl//36 minst//AB|SUV//advmod//44 tre//RG|NOM//nummod//45 års//NN|NEU|PLU|IND|GEN//nmod:poss//46 yrkeserfarenhet//NN|UTR|SIN|IND|NOM//obj//42 och//KN//cc//50 att//SN//mark//50 man//PN|UTR|SIN|IND|SUB//nsubj//50 genomgått//VB|SUP|AKT//conj//42 de//DT|UTR/NEU|PLU|DEF//det//53 fyra//RG|NOM//nummod//53 auktorisationskurser//NN|UTR|PLU|IND|NOM//obj//50 i//PP//case//55 fastighetsjuridik//NN|UTR|SIN|IND|NOM//obl//50 ,//MID//punct//57 plan-//NN|UTR|-|-|SMS//conj//55 och//KN//cc//59 byggnadsjuridik//NN|UTR|SIN|IND|NOM//conj//55 ,//MID//punct//61 ekonomi//NN|UTR|SIN|IND|NOM//conj//55 samt//KN//cc//63 etik//NN|UTR|SIN|IND|NOM//conj//55 .//MAD//punct//1
3.4 Branschorganisationer;En//DT|UTR|SIN|IND//det//2 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//2 reklamationsnämnd//NN|UTR|SIN|IND|NOM//nsubj//10  //_SP////2 (//PAD//punct//2 Fastighetsmarknadens//NN|UTR|SIN|DEF|GEN//nmod:poss//6 Reklamationsnämnd//PM|NOM//appos//2 ,//MID//punct//8 FRN//PM|NOM//conj//6 )//PAD//punct//2 prövar//VB|PRS|AKT//ROOT//10 klagomål//NN|NEU|PLU|IND|NOM//obj//10 mot//PP//case//13 mäklare//NN|UTR|PLU|IND|NOM//obl//10 som//HP|-|-|-//nsubj//16 är//VB|PRS|AKT//cop//16 medlemmar//NN|UTR|PLU|IND|NOM//acl:relcl//13 i//PP//case//18 FMF//PM|NOM//obl//16 .//MAD//punct//10
3.4 Branschorganisationer;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//23 är//VB|PRS|AKT//cop//23 helt//AB|POS//advmod//23 fristående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//10 från//PP//case//25 FMF//PM|NOM//obl//23 och//KN//cc//27 arbetar//VB|PRS|AKT//conj//23 i//PP//case//29 samarbete//NN|NEU|SIN|IND|NOM//obl//27 med//PP//case//32 Föreningssparbanken//PM|NOM//nmod:poss//32 Fastighetsbyrå//NN|UTR|SIN|IND|NOM//nmod//29 .//MAD//punct//23
3.4 Branschorganisationer;Nämnden//NN|UTR|SIN|DEF|NOM//nsubj:pass//35 leds//VB|PRS|SFO//conj//23 av//PP//case//39 en//DT|UTR|SIN|IND//det//38 lagfaran//PC|PRF|UTR|SIN|IND|NOM//nmod//39 domare//NN|UTR|SIN|IND|NOM//obl:agent//35 .//MAD//punct//23
3.4 Branschorganisationer;Ledamöterna//NN|UTR|PLU|DEF|NOM//nsubj//42 har//VB|PRS|AKT//conj//23 varierande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//44 yrkesbakgrund//NN|UTR|SIN|IND|NOM//obj//42 såsom//KN//mark//47 exempelvis//AB//advmod//47 arkitekter//NN|UTR|PLU|IND|NOM//obl//42 och//KN//cc//49 lantmätare//NN|UTR|PLU|IND|NOM//conj//47 .//MAD//punct//42
3.4 Branschorganisationer;En//DT|UTR|SIN|IND//det//52 fastighetsmäklare//NN|UTR|SIN|IND|NOM//nsubj//53 sitter//VB|PRS|AKT//parataxis//42 med//PL//case//53 .//MAD//punct//10
3.4 Branschorganisationer;En//DT|UTR|SIN|IND//det//57 fastighetsmäklare//NN|UTR|SIN|IND|NOM//nsubj//63 som//HP|-|-|-//nsubj//60 är//VB|PRS|AKT//cop//60 ansluten//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//57 till//PP//case//62 FMF//PM|NOM//nmod//60 följer//VB|PRS|AKT//parataxis//10 alltid//AB//advmod//63 nämndens//NN|UTR|SIN|DEF|GEN//nmod:poss//66 beslut//NN|NEU|SIN|IND|NOM//obj//63 även//AB//mark//74 om//SN//fixed//67 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//74 på//PP//case//72 inget//DT|NEU|SIN|IND//det//72 sätt//NN|NEU|SIN|IND|NOM//obl//74 är//VB|PRS|AKT//cop//74 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//63 .//MAD//punct//63
3.4 Branschorganisationer;3.4.2//RG|NOM//nmod//77 Mäklarsamfundet//NN|NEU|SIN|DEF|NOM//obj//63
3.4 Branschorganisationer;Mäklarsamfundet//NN|NEU|SIN|DEF|NOM//nsubj//11 ,//MID//punct//4 eller//KN//cc//4 Sveriges//PM|GEN//nmod:poss//4 Fastighetsmäklarsamfund//NN|NEU|SIN|IND|NOM//conj//0 som//KN//obj//9 det//DT|NEU|SIN|DEF//det//8 fullständiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//8 namnet//NN|NEU|SIN|DEF|NOM//nsubj//9 lyder//VB|PRS|AKT//acl:relcl//4 ,//MID//punct//4 organiserar//VB|PRS|AKT//csubj//26 över//PP//case//15 1//RG|NOM//nummod//14 800//RG|NOM//nummod//15 mäklare//NN|UTR|PLU|IND|NOM//obl//11 i//PP//case//19 1//RG|NOM//nummod//19 100//RG|NOM//nummod//19 mäklarföretag//NN|NEU|PLU|IND|NOM//nmod//15 .//MAD//punct//11
3.4 Branschorganisationer;Medlem//NN|UTR|SIN|IND|NOM//obj//11 kan//VB|PRS|AKT//aux//26 bara//AB//advmod//25 fysiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 personer//NN|UTR|PLU|IND|NOM//nsubj//26 vara//VB|INF|AKT//ROOT//26 som//HP|-|-|-//nsubj//29 är//VB|PRS|AKT//cop//29 registrerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//26 som//KN//case//31 fastighetsmäklare//NN|UTR|SIN|IND|NOM//obl//29 hos//PP//case//33 Fastighetsmäklarnämnden//PM|NOM//nmod//31 .//MAD//punct//26
3.4 Branschorganisationer;Mäklarsamfundet//NN|NEU|SIN|DEF|NOM//nsubj//36 erbjuder//VB|PRS|AKT//parataxis//26 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//38 medlemmar//NN|UTR|PLU|IND|NOM//iobj//36 en//DT|UTR|SIN|IND//det//40 auktorisation//NN|UTR|SIN|IND|NOM//obj//36 om//SN//mark//44 medlemmen//NN|UTR|SIN|DEF|NOM//nsubj//44 har//VB|PRS|AKT//aux//44 genomgått//VB|SUP|AKT//advcl//36 vidareutbildning//NN|UTR|SIN|IND|NOM//obj//44 i//PP//case//48 Mäklarsamfundets//NN|NEU|SIN|DEF|GEN//nmod:poss//48 regi//NN|UTR|SIN|IND|NOM//obl//44 ,//MID//punct//50 har//VB|PRS|AKT//conj//26 minst//AB|SUV//advmod//52 3//RG|NOM//nummod//53 års//NN|NEU|PLU|IND|GEN//nmod:poss//54 yrkeserfarenhet//NN|UTR|SIN|IND|NOM//obj//50 samt//KN//cc//56 förbinder//VB|PRS|AKT//conj//26 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//56 att//IE//mark//59 följa//VB|INF|AKT//xcomp//56 de//DT|UTR/NEU|PLU|DEF//det//62 professionella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 arbetsrutiner//NN|UTR|PLU|IND|NOM//obj//59 som//HP|-|-|-//nsubj:pass//64 utarbetats//VB|SUP|SFO//acl:relcl//62 .//MAD//punct//26
3.4 Branschorganisationer;Organisationen//NN|UTR|SIN|DEF|NOM//nsubj:pass//67 leds//VB|PRS|SFO//parataxis//26 av//PP//case//70 en//DT|UTR|SIN|IND//det//70 styrelse//NN|UTR|SIN|IND|NOM//obl:agent//67 som//HP|-|-|-//nsubj:pass//72 utses//VB|PRS|SFO//acl:relcl//70 på//PP//case//74 årsmötet//NN|NEU|SIN|DEF|NOM//obl//72 .//MID//punct//26
