KG HAMMAR  ,  ärkebiskopen, samtalsledare ;ELISABETH//PM|NOM//nmod//1 GERLE//PM|NOM//ROOT//1  //_SP////1 ,//MID//punct//5  //_SP////3 präst//NN|UTR|SIN|IND|NOM//conj//1 och//KN//cc//7 forskare//NN|UTR|PLU|IND|NOM//conj//5 vid//PP//case//10 teologiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 institutionen//NN|UTR|SIN|DEF|NOM//nmod//7 i//PP//case//12 Lund//PM|NOM//nmod//10
Gå i försvarsposition;Man//PN|UTR|SIN|IND|SUB//nsubj//75 har//VB|PRS|AKT//conj//41 ingenting//PN|NEU|SIN|IND|SUB/OBJ//obj//75 att//IE//mark//78 försvara//VB|INF|AKT//xcomp//75 .//MAD//punct//75
Gå i försvarsposition;Jag//PN|UTR|SIN|DEF|SUB//nsubj//83 skulle//VB|PRT|AKT//aux//83 vilja//VB|INF|AKT//aux//83 stärka//VB|INF|AKT//conj//75 alla//DT|UTR/NEU|PLU|IND/DEF//det//85 religioner//NN|UTR|PLU|IND|NOM//obj//83 i//PP//case//87 konﬂiktområden//NN|UTR|SIN|DEF|NOM//nmod//85 ,//MID//punct//89 stärka//VB|INF|AKT//conj//75 människors//NN|UTR|PLU|IND|GEN//nmod:poss//92 religiösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//92 upplevelser//NN|UTR|PLU|IND|NOM//obj//89 ,//MID//punct//94 göra//VB|INF|AKT//conj//75 människor//NN|UTR|PLU|IND|NOM//obj//94 mer//AB|KOM//advmod//97 medvetna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//94 om//PP//mark//100 det//DT|NEU|SIN|DEF//det//100 gudomliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//advcl//94 .//MAD//punct//75
Gå i försvarsposition;Magnus//PM|NOM//nsubj//2 Almgren//PM|NOM//flat//0 menar//VB|PRS|AKT//ROOT//2 att//SN//mark//5 man//PN|UTR|SIN|IND|SUB//nsubj//5 kastar//VB|PRS|AKT//ccomp//2 inte//AB//advmod//5 bort//PL//compound:prt//5 Bibeln//NN|UTR|SIN|DEF|NOM//obj//5 bara//AB//advmod//5 för//PP//mark//13 att//SN//fixed//10 någon//PN|UTR|SIN|IND|SUB/OBJ//nsubj//13 ber//VB|PRS|AKT//advcl//5 en//PN|UTR|SIN|IND|SUB/OBJ//obj//13 att//IE//mark//16 göra//VB|INF|AKT//acl//14 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//16 ,//MID//punct//2 man//PN|UTR|SIN|IND|SUB//nsubj//20 försvarar//VB|PRS|AKT//conj//2 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//20 ,//MID//punct//20 speciellt//AB|POS//advmod//26 i//PP//case//26 en//DT|UTR|SIN|IND//det//26 kultur//NN|UTR|SIN|IND|NOM//obl//20 där//HA//advmod//29 religionen//NN|UTR|SIN|DEF|NOM//nsubj:pass//29 anses//VB|PRS|SFO//acl:relcl//26 vara//VB|INF|AKT//cop//31 stark//JJ|POS|UTR|SIN|IND|NOM//xcomp//29 .//MID//punct//20
Gå i försvarsposition;Till//AB//advmod//38 och//KN//fixed//33 med//AB//fixed//33 här//AB//fixed//33 i//PP//case//38 Sverige//PM|NOM//obl//39 försvarar//VB|PRS|AKT//conj//2 man//PN|UTR|SIN|IND|SUB//nsubj//39 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//39 ,//MID//punct//39 fastän//SN//mark//46 man//PN|UTR|SIN|IND|SUB//nsubj//46 inte//AB//advmod//46 tror//VB|PRS|AKT//advcl//39 på//PP//case//48 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//46 .//MAD//punct//2
Gå i försvarsposition;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//51 ger//VB|PRS|AKT//parataxis//2 en//DT|UTR|SIN|IND//obj//51 inte//AB//advmod//51 så//AB//advmod//55 mycket//AB|POS//advmod//51 ,//MID//punct//51 men//KN//cc//59 man//PN|UTR|SIN|IND|SUB//nsubj//59 vet//VB|PRS|AKT//conj//51 att//SN//mark//63 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//63 är//VB|PRS|AKT//cop//63 helig//JJ|POS|UTR|SIN|IND|NOM//ccomp//59 ,//MID//punct//67 åtminstone//AB//advmod//67 i//PP//case//67 teorin//NN|UTR|SIN|DEF|NOM//obl//63 .//MAD//punct//51 –//PAD//punct//71
Gå i försvarsposition;"Jag//PN|UTR|SIN|DEF|SUB//nsubj//71 tror//VB|PRS|AKT//parataxis//51 att//SN//mark//78 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//74 religioner//NN|UTR|PLU|IND|NOM//nsubj:pass//78 och//KN//cc//76 organisationer//NN|UTR|PLU|IND|NOM//conj//74 kan//VB|PRS|AKT//aux//78 stärkas//VB|INF|SFO//ccomp//71 utifrån//AB//advmod//78 ,//MID//punct//83 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//83 kan//VB|PRS|AKT//aux//83 gå//VB|INF|AKT//parataxis//71 framåt//PL//advmod//83 i//PP//case//88 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//88 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//88 kulturer//NN|UTR|PLU|IND|NOM//obl//83 och//KN//cc//90 göra//VB|INF|AKT//conj//83 människor//NN|UTR|PLU|IND|NOM//obj//90 på//PP//case//95 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//95 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//95 vis//NN|NEU|PLU|IND|NOM//obl//90 medvetna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//90 om//PP//case//98 möjligheten//NN|UTR|SIN|DEF|NOM//obl//90 till//PP//case//100 försoning//NN|UTR|SIN|IND|NOM//nmod//98 och//KN//cc//102 fred//NN|UTR|SIN|IND|NOM//conj//100 ;//MID//punct//104"
Gå i försvarsposition;försoning//NN|UTR|SIN|IND|NOM//parataxis//83 som//HP|-|-|-//nsubj//106 börjar//VB|PRS|AKT//acl:relcl//104 med//PP//case//109 en//DT|UTR|SIN|IND//det//109 individ//NN|UTR|SIN|IND|NOM//obl//106 och//KN//cc//113 som//HP|-|-|-//nsubj//113 sedan//AB//advmod//113 sprider//VB|PRS|AKT//conj//106 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//113 .//MAD//punct//51

Tendens att tolka identiteten mot andra;När//HA//mark//6 man//PN|UTR|SIN|IND|SUB//nsubj//6 för//PP//case//4 hundra//RG|NOM//nummod//4 år//NN|NEU|PLU|IND|NOM//obl//6 sedan//AB//fixed//4 hade//VB|PRT|AKT//advcl//11 ett//DT|NEU|SIN|IND//det//9 kristet//JJ|POS|NEU|SIN|IND|NOM//amod//9 missionärsprojekt//NN|NEU|SIN|IND|NOM//obj//6 ,//MID//punct//11 säger//VB|PRS|AKT//ROOT//11 K//PM|NOM//nmod//13 G//PM|NOM//nsubj//11 Hammar//PM|NOM//flat:name//13 ,//MID//punct//13 så//KN//advmod//17 var//VB|PRT|AKT//cop//21 erfarenheten//NN|UTR|SIN|DEF|NOM//nsubj//21 inte//AB//advmod//21 så//AB//advmod//21 stor//JJ|POS|UTR|SIN|IND|NOM//conj//11 av//PP//case//24 ickekristna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//24 religioner//NN|UTR|PLU|IND|NOM//nmod//21 .//MAD//punct//11
Tendens att tolka identiteten mot andra;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//27 sågs//VB|PRT|SFO//parataxis//11 snarare//AB|KOM//advmod//27 som//KN//case//31 kulturella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 identiteter//NN|UTR|PLU|IND|NOM//obl//27 .//MAD//punct//27 –//RG|NOM//punct//27
Tendens att tolka identiteten mot andra;Idag//AB//advmod//35 ser//VB|PRS|AKT//advcl//82 vi//PN|UTR|PLU|DEF|SUB//nsubj//35 en//DT|UTR|SIN|IND//det//38 väckelse//NN|UTR|SIN|IND|NOM//obj//35 inom//PP//case//41 alla//DT|UTR/NEU|PLU|IND/DEF//det//41 religioner//NN|UTR|PLU|IND|NOM//nmod//38 och//KN//cc//46 ett//DT|NEU|SIN|IND//det//46 stärkande//NN|NEU|SIN|IND|NOM//amod//46 eller//KN//cc//46 fördjupning//NN|UTR|SIN|IND|NOM//conj//41 av//PP//case//48 identiteter//NN|UTR|PLU|IND|NOM//nmod//46 .//MAD//punct//35
Tendens att tolka identiteten mot andra;För//PP//mark//52 att//IE//mark//52 göra//VB|INF|AKT//advcl//61 det//PN|NEU|SIN|DEF|SUB/OBJ//det//55 mer//AB|KOM//advmod//55 komplicerat//PC|PRF|NEU|SIN|IND|NOM//xcomp//52 kan//VB|PRS|AKT//aux//61 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//61 inte//AB//advmod//61 bara//AB//advmod//61 vara//VB|INF|AKT//cop//61 fråga//NN|UTR|SIN|IND|NOM//parataxis//35 om//PP//mark//64 att//IE//mark//64 fördjupa//VB|INF|AKT//advcl//61 ens//PS|UTR/NEU|SIN/PLU|DEF//advmod//64 identitet//NN|UTR|SIN|IND|NOM//obj//64 ,//MID//punct//64 eftersom//SN//mark//71 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//71 också//AB//advmod//71 ﬁnns//VB|PRS|SFO//advcl//64 en//DT|UTR|SIN|IND//det//73 risk//NN|UTR|SIN|IND|NOM//nsubj//71 för//PP//mark//78 att//SN//mark//78 om//SN//mark//78 man//PN|UTR|SIN|IND|SUB//nsubj//78 fördjupar//VB|PRS|AKT//acl//73 sin//PS|UTR|SIN|DEF//nmod:poss//80 identitet//NN|UTR|SIN|IND|NOM//obj//78 så//AB//advcl//82 gör//VB|PRS|AKT//advcl//97 man//PN|UTR|SIN|IND|SUB//nsubj//82 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//82 gentemot//PP//case//86 andras//PS|UTR/NEU|SIN/PLU|DEF//obl//82 .//MID//punct//82
Tendens att tolka identiteten mot andra;När//HA//mark//90 vi//PN|UTR|PLU|DEF|SUB//nsubj//90 talar//VB|PRS|AKT//advcl//97 om//PP//case//93 religiöst//JJ|POS|NEU|SIN|IND|NOM//amod//93 våld//NN|NEU|SIN|IND|NOM//obl//90 kunde//VB|PRT|AKT//aux//97 vi//PN|UTR|PLU|DEF|SUB//nsubj//97 också//AB//advmod//97 nämna//VB|INF|AKT//parataxis//27 utvecklingen//NN|UTR|SIN|DEF|NOM//obj//97 mot//PP//case//104 en//DT|UTR|SIN|IND//det//104 mer//AB|KOM//advmod//102 fundamentalistisk//JJ|POS|UTR|SIN|IND|NOM//amod//104 religiös//JJ|POS|UTR|SIN|IND|NOM//amod//104 förståelse//NN|UTR|SIN|IND|NOM//nmod//98 ,//MID//punct//111 vilken//HP|UTR|SIN|IND//nsubj//111 idag//AB//advmod//111 är//VB|PRS|AKT//cop//111 mycket//AB|POS//advmod//110 mer//AB|KOM//advmod//111 uppenbar//JJ|POS|UTR|SIN|IND|NOM//advcl//27 än//KN//mark//118 vad//HP|NEU|SIN|IND//fixed//112 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//118 var//VB|PRT|AKT//cop//118 för//PP//advmod//117 hundra//RG|NOM//nummod//118 år//NN|NEU|PLU|IND|NOM//obl//111 sedan//AB//advmod//118 .//MAD//punct//27

Multipla identiteter;Elisabeth//PM|NOM//nsubj//2 Gerle//PM|NOM//nsubj//2 tänker//VB|PRS|AKT//ROOT//2 på//PP//case//5 multipla//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod:poss//5 identiteter//NN|UTR|PLU|IND|NOM//obl//2 ,//MID//punct//2 och//KN//cc//8 säger//VB|PRS|AKT//conj//2 att//SN//mark//13 hon//PN|UTR|SIN|DEF|SUB//nsubj//13 är//VB|PRS|AKT//cop//13 väldigt//AB|POS//advmod//13 rädd//JJ|POS|UTR|SIN|IND|NOM//ccomp//8 för//PP//case//16 den//DT|UTR|SIN|DEF//det//16 känsla//NN|UTR|SIN|IND|NOM//obl//13 av//PP//case//18 identitet//NN|UTR|SIN|IND|NOM//nmod//16 som//HP|-|-|-//obj//21 man//PN|UTR|SIN|IND|SUB//nsubj//21 har//VB|PRS|AKT//acl:relcl//16 som//KN//case//24 en//DT|UTR|SIN|IND//det//24 individ//NN|UTR|SIN|IND|NOM//obj//21 inom//PP//case//28 ett//DT|NEU|SIN|IND//det//28 snävt//JJ|POS|NEU|SIN|IND|NOM//amod//28 samhälle//NN|NEU|SIN|IND|NOM//nmod//24 ,//MID//punct//32 när//HA//mark//32 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//32 visar//VB|PRS|AKT//advcl//8 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//32 vara//VB|INF|AKT//cop//36 vårt//PS|NEU|SIN|DEF//nmod:poss//36 samhälle//NN|NEU|SIN|IND|NOM//xcomp//32 mot//PP//case//39 det//DT|NEU|SIN|DEF//det//39 andra//RO|NOM//nmod//36 .//MAD//punct//2 –//RG|NOM//punct//44
Multipla identiteter;I//PP//case//43 USA//PM|NOM//obl//44 pratar//VB|PRS|AKT//parataxis//2 man//PN|UTR|SIN|IND|SUB//nsubj//44 om//PP//case//48 ”//PAD//punct//48 identitetspolitik//NN|UTR|SIN|IND|NOM//obl//44 ”//RG|NOM//punct//48 ,//MID//punct//53 varje//DT|UTR/NEU|SIN|IND//det//52 grupp//NN|UTR|SIN|IND|NOM//nsubj//53 deﬁnierar//VB|PRS|AKT//parataxis//44 sin//PS|UTR|SIN|DEF//nmod:poss//55 politik//NN|UTR|SIN|IND|NOM//obj//53 utifrån//PP//case//58 sin//PS|UTR|SIN|DEF//nmod:poss//58 förståelse//NN|UTR|SIN|IND|NOM//obl//53 av//PP//case//60 identitet//NN|UTR|SIN|IND|NOM//nmod//58 .//MID//punct//44
Multipla identiteter;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//63 behövs//VB|PRS|SFO//parataxis//44 förstås//AB//advmod//63 som//KN//case//67 en//DT|UTR|SIN|IND//det//67 reaktion//NN|UTR|SIN|IND|NOM//obl//63 mot//PP//mark//76 att//SN//mark//76 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//76 som//HP|-|-|-//nsubj//72 sitter//VB|PRS|AKT//acl:relcl//70 vid//PP//case//74 makten//NN|UTR|SIN|DEF|NOM//obl//72 inte//AB//advmod//76 lyssnar//VB|PRS|AKT//acl//67 ,//MID//punct//80 inte//AB//advmod//80 är//VB|PRS|AKT//cop//80 lyhörda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//76 för//PP//case//83 t//NN|AN//nmod//83 ex//NN|AN//obl//80 hur//HA//advmod//86 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//86 är//VB|PRS|AKT//advcl//63 att//IE//mark//91 vara//VB|INF|AKT//cop//91 en//DT|UTR|SIN|IND//det//91 svart//JJ|POS|UTR|SIN|IND|NOM//amod//91 kvinna//NN|UTR|SIN|IND|NOM//ccomp//86 eller//KN//cc//95 en//DT|UTR|SIN|IND//det//95 latinamerikansk//JJ|POS|UTR|SIN|IND|NOM//amod//95 immigrant//NN|UTR|SIN|IND|NOM//conj//91 i//PP//case//97 USA//PM|NOM//nmod//95 ,//MID//punct//105 där//HA//advmod//105 den//DT|UTR|SIN|DEF//det//103 dominerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//103 politiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//103 makten//NN|UTR|SIN|DEF|NOM//nsubj:pass//105 fortfarande//AB//advmod//105 innehas//VB|PRS|SFO//advcl//86 av//PP//case//109 vita//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//109 anglosaxiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//109 immigranter//NN|UTR|PLU|IND|NOM//obl:agent//105 ,//MID//punct//109 mestadels//AB//advmod//112 män//NN|UTR|PLU|IND|NOM//appos//109 .//MAD//punct//2
Multipla identiteter;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 är//VB|PRS|AKT//cop//2 lätt//JJ|POS|NEU|SIN|IND|NOM//ROOT//2 att//IE//mark//4 förstå//VB|INF|AKT//csubj//2 att//SN//mark//8 identitetspolitik//NN|UTR|SIN|IND|NOM//nsubj//8 kan//VB|PRS|AKT//aux//8 uppstå//VB|INF|AKT//ccomp//4 ,//MID//punct//14 men//KN//cc//14 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//14 är//VB|PRS|AKT//cop//14 inte//AB//advmod//14 hälsosamt//JJ|POS|NEU|SIN|IND|NOM//conj//8 .//MID//punct//14
Multipla identiteter;Om//SN//mark//18 man//PN|UTR|SIN|IND|SUB//nsubj//18 driver//VB|PRS|AKT//advcl//26 politik//NN|UTR|SIN|IND|NOM//obj//18 enbart//AB//advmod//18 utifrån//PP//case//22 betydelserna//NN|UTR|PLU|DEF|NOM//obl//18 av//PP//case//24 identitet//NN|UTR|SIN|IND|NOM//nmod//22 ,//MID//punct//18 inser//VB|PRS|AKT//parataxis//14 man//PN|UTR|SIN|IND|SUB//nsubj//26 inte//AB//advmod//26 att//SN//mark//32 vi//PN|UTR|PLU|DEF|SUB//nsubj//32 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//32 har//VB|PRS|AKT//ccomp//26 något//DT|NEU|SIN|IND//obj//32 gemensamt//JJ|POS|NEU|SIN|IND|NOM//advmod//32 ,//MID//punct//36 män//NN|UTR|PLU|IND|NOM//conj//32 och//KN//cc//38 kvinnor//NN|UTR|PLU|IND|NOM//conj//36 ,//MID//punct//40 svarta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//32 och//KN//cc//42 vita//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//40 .//MAD//punct//2
Multipla identiteter;Jag//PN|UTR|SIN|DEF|SUB//nsubj//1 försvarar//VB|PRS|AKT//ROOT//1 inte//AB//advmod//1 en//DT|UTR|SIN|IND//det//4 slags//NN|NEU|SIN|IND|GEN//nmod:poss//6 gammaldags//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 universalism//NN|UTR|SIN|IND|NOM//obj//1 ,//MID//punct//13 eftersom//SN//mark//13 min//PS|UTR|SIN|DEF//nmod:poss//10 vision//NN|UTR|SIN|IND|NOM//nsubj//13 är//VB|PRS|AKT//cop//13 mer//AB|KOM//advmod//13 relaterad//PC|PRF|UTR|SIN|IND|NOM//acl//6 till//PP//case//15 förståelsen//NN|UTR|SIN|DEF|NOM//obl//13 av//PP//case//18 Babels//PM|GEN//nmod:poss//18 torn//NN|NEU|SIN|IND|NOM//nmod//15 ,//MID//punct//18 då//HA//mark//22 Gud//PM|NOM//nsubj//22 förhindrade//VB|PRT|AKT//advcl//13 ondskan//NN|UTR|SIN|DEF|NOM//obj//22 genom//PP//mark//26 att//IE//mark//26 skapa//VB|INF|AKT//advcl//22 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 språk//NN|NEU|PLU|IND|NOM//obj//26 ,//MID//punct//26 så//AB//mark//33 som//HA//fixed//30 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//33 berättas//VB|PRS|SFO//advcl//26 i//PP//case//35 Skapelseberättelsen//NN|UTR|SIN|DEF|NOM//obl//33 11//RG|NOM//nummod//35 .//MAD//punct//1
Multipla identiteter;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//4 var//VB|PRT|AKT//cop//4 verkligen//AB//advmod//4 ett//DT|NEU|SIN|IND//det//4 sätt//NN|NEU|SIN|IND|NOM//ROOT//4 att//IE//mark//6 förhindra//VB|INF|AKT//csubj//4 ondskan//NN|UTR|SIN|DEF|NOM//obj//6 från//PP//mark//10 att//IE//mark//10 spridas//VB|INF|SFO//advcl//6 ,//MID//punct//6 då//HA//mark//17 människorna//NN|UTR|PLU|DEF|NOM//nsubj//17 plötsligt//AB|POS//advmod//17 inte//AB//advmod//17 kunde//VB|PRT|AKT//aux//17 förstå//VB|INF|AKT//appos//6 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obj//17 .//MAD//punct//4
Multipla identiteter;Vi//PN|UTR|PLU|DEF|SUB//nsubj//21 har//VB|PRS|AKT//parataxis//4 också//AB//advmod//21 den//DT|UTR|SIN|DEF//det//25 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//25 historien//NN|UTR|SIN|DEF|NOM//obj//21 i//PP//case//27 Apostlagärningarna//PM|NOM//obl//21 ,//MID//punct//21 då//HA//advmod//34 människor//NN|UTR|PLU|IND|NOM//nsubj//34 under//PP//case//32 pingsthögtiden//NN|UTR|SIN|DEF|NOM//nmod//30 kunde//VB|PRT|AKT//aux//34 förstå//VB|INF|AKT//advcl//21 när//HA//mark//37 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//37 talade//VB|PRT|AKT//advcl//34 ett//DT|NEU|SIN|IND//det//40 annat//JJ|POS|NEU|SIN|IND|NOM//amod//40 språk//NN|NEU|SIN|IND|NOM//obj//37 .//MAD//punct//21
Multipla identiteter;BÅDE//KN//cc//1 OCH//KN//ROOT//1
Multipla identiteter;Jag//PN|UTR|SIN|DEF|SUB//nsubj//1 tror//VB|PRS|AKT//ROOT//1 att//SN//mark//7 i//PP//case//6 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//5 modern//JJ|POS|UTR|SIN|IND|NOM//amod//6 tid//NN|UTR|SIN|IND|NOM//obl//7 är//VB|PRS|AKT//cop//13 ”//PAD//punct//13 både//KN//cc//13 och//KN//cc//11 ”//VB|PRS|AKT//conj//9 det//DT|NEU|SIN|DEF//det//13 positiva//JJ|POS|UTR/NEU|SIN|DEF|NOM//ccomp//1 som//HP|-|-|-//obj//17 vi//PN|UTR|PLU|DEF|SUB//nsubj//17 behöver//VB|PRS|AKT//aux//17 sträva//VB|INF|AKT//acl:relcl//13 efter//PL//compound:prt//17 i//PP//case//20 framtiden//NN|UTR|SIN|DEF|NOM//obl//17 .//MAD//punct//1
Multipla identiteter;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//24 är//VB|PRS|AKT//cop//24 inte//AB//advmod//40 antingen//KN//cc//26 eller//KN//conj//24 ,//MID//punct//31 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//31 är//VB|PRS|AKT//cop//31 inte//AB//advmod//31 identitet//NN|UTR|SIN|IND|NOM//conj//24 eller//KN//cc//33 inte//AB//conj//24 ,//MID//punct//40 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//40 är//VB|PRS|AKT//cop//40 både//KN//cc//40 en//DT|UTR|SIN|IND//det//40 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//40 identitet//NN|UTR|SIN|IND|NOM//obj//1 och//KN//cc//43 att//IE//mark//43 inse//VB|INF|AKT//conj//1 att//SN//mark//46 vi//PN|UTR|PLU|DEF|SUB//nsubj//46 har//VB|PRS|AKT//ccomp//43 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 identiteter//NN|UTR|PLU|IND|NOM//obj//46 ,//MID//punct//46 var//PN|UTR|SIN|IND|SUB/OBJ//advmod//46 och//KN//fixed//51 en//PN|UTR|SIN|IND|SUB/OBJ//fixed//51 av//PP//case//55 oss//PN|UTR|PLU|DEF|OBJ//obl//46 ,//MID//punct//58 som//KN//case//58 individer//NN|UTR|PLU|IND|NOM//obl//46 och//KN//cc//61 som//KN//case//61 grupper//NN|UTR|PLU|IND|NOM//conj//58 och//KN//cc//66 därför//HA//advmod//66 också//AB//advmod//66 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 saker//NN|UTR|PLU|IND|NOM//conj//61 gemensamt//AB|POS//amod//61 .//MAD//punct//1

Försök att utplåna religion med postmodernism;Varför//HA//advmod//1 står//VB|PRS|AKT//ROOT//1 då//AB//advmod//1 religionsfrågan//NN|UTR|SIN|DEF|NOM//nsubj//1 i//PP//case//5 fokus//NN|NEU|SIN|IND|NOM//nmod//3 i//PP//case//7 diskussionen//NN|UTR|SIN|DEF|NOM//nmod//5 ?//MID//punct//1
Försök att utplåna religion med postmodernism;Rienzie//PM|NOM//nmod//10 Perera//PM|NOM//nsubj//11 menar//VB|PRS|AKT//parataxis//1 att//SN//mark//14 man//PN|UTR|SIN|IND|SUB//nsubj//14 ser//VB|PRS|AKT//ccomp//11 ﬂera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//16 trender//NN|UTR|PLU|IND|NOM//obj//14 om//SN//mark//19 man//PN|UTR|SIN|IND|SUB//nsubj//19 tittar//VB|PRS|AKT//advcl//14 på//PP//case//21 historien//NN|UTR|SIN|DEF|NOM//obl//19 .//MAD//punct//1
Försök att utplåna religion med postmodernism;En//PN|UTR|SIN|IND|SUB/OBJ//nsubj//31 är//VB|PRS|AKT//cop//23 att//SN//mark//28 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 människor//NN|UTR|PLU|IND|NOM//nsubj//28 trodde//VB|PRT|AKT//csubj//23 sekularisering//NN|UTR|SIN|IND|NOM//obj//28 skulle//VB|PRT|AKT//aux//31 utplåna//VB|INF|AKT//parataxis//1 religionen//NN|UTR|SIN|DEF|NOM//obj//31 och//KN//cc//37 att//SN//mark//37 postmodernism//NN|UTR|SIN|IND|NOM//nsubj//37 var//VB|PRT|AKT//cop//37 lösningen//NN|UTR|SIN|DEF|NOM//conj//31 .//MAD//punct//31 –//PAD//punct//41
Försök att utplåna religion med postmodernism;Jag//PN|UTR|SIN|DEF|SUB//nsubj//41 tror//VB|PRS|AKT//parataxis//31 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//44 är//VB|PRS|AKT//cop//44 sant//JJ|POS|NEU|SIN|IND|NOM//ccomp//41 om//SN//mark//47 man//PN|UTR|SIN|IND|SUB//nsubj//47 tittar//VB|PRS|AKT//advcl//44 på//PP//case//49 experimentet//NN|NEU|SIN|DEF|NOM//obl//47 i//PP//case//51 Kina//PM|NOM//nmod//49 och//KN//cc//54 i//PP//case//54 Sovjetunionen//PM|NOM//obl//47 ,//MID//punct//56 säger//VB|PRS|AKT//parataxis//41 han//PN|UTR|SIN|DEF|SUB//nsubj//56 .//MAD//punct//41
Försök att utplåna religion med postmodernism;I//PP//case//60 Sovjetunionen//PM|NOM//obl//61 tänkte//VB|PRT|AKT//parataxis//41 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//61 först//AB//advmod//61 att//SN//mark//67 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//67 skulle//VB|PRT|AKT//aux//67 utplåna//VB|INF|AKT//ccomp//61 religionen//NN|UTR|SIN|DEF|NOM//obj//67 ,//MID//punct//70 därav//AB//advmod//67 förföljelserna//NN|UTR|PLU|DEF|NOM//nsubj//70 .//MAD//punct//73
Försök att utplåna religion med postmodernism;Senare//AB|KOM//advmod//70 ,//MID//punct//73 när//HA//mark//79 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//79 inte//AB//advmod//79 kunde//VB|PRT|AKT//aux//79 utrota//VB|INF|AKT//advcl//73 religionen//NN|UTR|SIN|DEF|NOM//obj//79 ,//MID//punct//73 började//VB|PRT|AKT//conj//67 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//82 träffa//VB|INF|AKT//xcomp//82 en//DT|UTR|SIN|IND//det//86 uppgörelse//NN|UTR|SIN|IND|NOM//obj//84 med//PP//case//88 religionen//NN|UTR|SIN|DEF|NOM//nmod//86 .//MAD//punct//41
