Sammanfattning i delrapporten (SOU:152) Vindkraften en ren energikälla tar plats;(//PAD//punct//1 Utdrag//NN|NEU|SIN|IND|NOM//ROOT//1 )//PAD//punct//1
Plan och bygglagen;Enligt//PP//case//2 4//RG|NOM//nummod//2 kap.//NN|AN//nmod//4 1//RG|NOM//nummod//4 §//NN|AN//obl//11 skall//VB|PRS|AKT//aux//11 kommunen//NN|UTR|SIN|DEF|NOM//nsubj//11 i//PP//case//9 sin//PS|UTR|SIN|DEF//nmod:poss//9 översiktsplan//NN|UTR|SIN|IND|NOM//nmod//6 särskilt//AB//advmod//11 ange//VB|INF|AKT//ROOT//11 riksi//UO//nmod//13 ntressen//NN|UTR|SIN|DEF|NOM//obj//11 enligt//PP//case//19 3//RG|NOM//nummod//18 och//KN//cc//15 4//RG|NOM//nummod//15 kap.//NN|AN//nmod//19 MB//PM|NOM//obl//11 och//KN//cc//21 redovisa//VB|INF|AKT//conj//11 hur//HA//advmod//24 kommunen//NN|UTR|SIN|DEF|NOM//nsubj//24 avser//VB|PRS|AKT//ccomp//21 att//IE//mark//26 tillgodose//VB|INF|AKT//xcomp//24 riksintressena//NN|NEU|PLU|DEF|NOM//obj//26 .//MAD//punct//11
Plan och bygglagen;Enligt//PP//case//2 3//RG|NOM//nummod//2 kap.//NN|AN//nmod//4 1//RG|NOM//nummod//4 §//NN|AN//obl//7 skall//VB|PRS|AKT//aux//7 byggnader//NN|UTR|PLU|IND|NOM//nsubj:pass//7 placeras//VB|INF|SFO//ROOT//7 och//KN//cc//9 utformas//VB|INF|SFO//conj//7 på//PP//case//12 ett//DT|NEU|SIN|IND//det//12 sätt//NN|NEU|SIN|IND|NOM//obl//9 som//HP|-|-|-//nsubj//15 är//VB|PRS|AKT//cop//15 lämpligt//JJ|POS|NEU|SIN|IND|NOM//acl:relcl//12 med//PP//case//19 hänsyn//NN|UTR|SIN|IND|NOM//fixed//16 till//PP//fixed//16 stads-//NN|UTR|-|-|SMS//obl//15 eller//KN//cc//21 landskapsbilden//NN|UTR|SIN|DEF|NOM//conj//19 och//KN//cc//24 till//PP//case//24 natur-//NN|UTR|-|-|SMS//conj//19 och//KN//cc//26 kulturvärdena//NN|NEU|PLU|DEF|NOM//conj//24 på//PP//case//28 platsen//NN|UTR|SIN|DEF|NOM//nmod//19 .//MAD//punct//7
Plan och bygglagen;Byggnader//NN|UTR|PLU|IND|NOM//nsubj//32 skall//VB|PRS|AKT//aux//32 ha//VB|INF|AKT//conj//7 en//DT|UTR|SIN|IND//det//35 yttre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//35 form//NN|UTR|SIN|IND|NOM//obj//32 och//KN//cc//37 färg//NN|UTR|SIN|IND|NOM//conj//35 som//HP|-|-|-//nsubj//41 är//VB|PRS|AKT//cop//41 estetiskt//AB|POS//advmod//41 tilltalande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl:relcl//37 ,//MID//punct//43 lämplig//JJ|POS|UTR|SIN|IND|NOM//conj//41 för//PP//case//45 byggnaderna//NN|UTR|PLU|DEF|NOM//nmod//43 som//KN//case//47 sådana//PN|UTR/NEU|PLU|IND|SUB/OBJ//amod//45 och//KN//cc//50 som//HP|-|-|-//nsubj//50 ger//VB|PRS|AKT//conj//41 en//DT|UTR|SIN|IND//det//53 god//JJ|POS|UTR|SIN|IND|NOM//amod//53 helhetsverkan//NN|UTR|SIN|IND|NOM//obj//50 .//MAD//punct//32

Annan prövning;För//PP//case//2 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 lokaliseringar//NN|UTR|PLU|IND|NOM//obl//8 av//PP//case//4 vindkraftverk//NN|NEU|PLU|IND|NOM//nmod//2 kan//VB|PRS|AKT//aux//8 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//8 vara//VB|INF|AKT//cop//8 aktuellt//JJ|POS|NEU|SIN|IND|NOM//ROOT//8 med//PP//case//10 prövning//NN|UTR|SIN|IND|NOM//obl//8 även//AB//advmod//20 med//PP//case//20 avseende//NN|NEU|SIN|IND|NOM//fixed//12 på//PP//fixed//12 en//RG|UTR|SIN|IND|NOM//fixed//12 eller//KN//cc//17 flera//PN|UTR/NEU|PLU|IND|SUB/OBJ//conj//15 av//PP//case//20 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//20 bestämmelser//NN|UTR|PLU|IND|NOM//obl//8 .//MAD//punct//8
Annan prövning;Kulturminneslagen//NN|UTR|SIN|DEF|NOM//ROOT//0
Annan prövning;Enligt//PP//case//2 1//RG|NOM//nummod//2 kap.//NN|AN//obl//4 1//RG|NOM//nummod//4 §//NN|AN//nmod//5 lagen//NN|UTR|SIN|DEF|NOM//ROOT//5 (//PAD//punct//5 1988:950//RG|NOM//appos//5 )//PAD//punct//7 om//PP//case//10 kulturminnen//NN|NEU|PLU|IND|NOM//nmod//5 m.m.//AB|AN//conj//10 ,//MID//punct//13 KML//PM|NOM//conj//10 ,//MID//punct//19 är//VB|PRS|AKT//cop//19 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//19 en//DT|UTR|SIN|IND//det//19 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//19 angelägenhet//NN|UTR|SIN|IND|NOM//conj//5 att//IE//mark//21 skydda//VB|INF|AKT//acl//19 och//KN//cc//23 vårda//VB|INF|AKT//conj//21 vår//PS|UTR|SIN|DEF//nmod:poss//25 kulturmiljö//NN|UTR|SIN|IND|NOM//obj//21 .//MAD//punct//5
Annan prövning;KML//PM|NOM//nsubj//1 innehåller//VB|PRS|AKT//ROOT//1 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//3 bestämmelser//NN|UTR|PLU|IND|NOM//obj//1 om//PP//case//5 fornminnen//NN|NEU|PLU|IND|NOM//nmod//3 och//KN//cc//7 byggnadsmi//VB|PRT|AKT//conj//5 nnen//NN|UTR|SIN|DEF|NOM//obj//7 .//MAD//punct//1
Annan prövning;Fasta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 fornlämningar//NN|UTR|PLU|IND|NOM//nsubj//3 är//VB|PRS|AKT//cop//3 skyddade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//3 enligt//PP//case//8 2//RG|NOM//nummod//6 kap.//NN|AN//nmod//8 1//RG|NOM//nummod//8 §//NN|AN//obl//3 .//MAD//punct//3
Annan prövning;KML//PM|NOM//parataxis//3 .//MAD//punct//3
Annan prövning;Enligt//PP//case//14 2//RG|NOM//nummod//14 kap.//NN|AN//nmod//16 6//RG|NOM//nummod//16 §//NN|AN//obl//3 krävs//VB|PRS|SFO//conj//3 tillstånd//NN|NEU|SIN|IND|NOM//nsubj:pass//17 för//PP//mark//21 att//IE//mark//21 rubba//VB|INF|AKT//advcl//17 ,//MID//punct//23 ändra//VB|INF|AKT//conj//21 eller//KN//cc//25 ta//VB|INF|AKT//conj//21 bort//PL//compound:prt//25 en//DT|UTR|SIN|IND//det//29 fast//JJ|POS|UTR|SIN|IND|NOM//amod//29 fornlämning//NN|UTR|SIN|IND|NOM//obj//25 .//MAD//punct//3
Annan prövning;Enligt//PP//case//5 2//RG|NOM//nummod//2 kap.//NN|AN//nmod//3 11//RG|NOM//nummod//4 §//NN|AN//nmod//5 KML//PM|NOM//obl//8 kan//VB|PRS|AKT//aux//8 länsstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//8 fatta//VB|INF|AKT//ROOT//8 beslut//NN|NEU|SIN|IND|NOM//obj//8 om//PP//case//12 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//12 utredning//NN|UTR|SIN|IND|NOM//obl//8 för//PP//mark//15 att//IE//mark//15 ta//VB|INF|AKT//acl//12 reda//PL//compound:prt//15 på//PP//mark//22 om//SN//mark//22 en//DT|UTR|SIN|IND//det//21 fast//JJ|POS|UTR|SIN|IND|NOM//amod//21 fornlämning//NN|UTR|SIN|IND|NOM//nsubj:pass//22 berörs//VB|PRS|SFO//advcl//15 av//PP//case//27 ett//DT|NEU|SIN|IND//det//27 planerat//PC|PRF|NEU|SIN|IND|NOM//amod//27 arbetsför//JJ|POS|NEU|SIN|IND|NOM//amod//27 etag//NN|NEU|SIN|IND|NOM//obl:agent//22 som//HP|-|-|-//nsubj//29 innebär//VB|PRS|AKT//acl:relcl//27 att//SN//mark//34 ett//DT|NEU|SIN|IND//det//33 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//33 markområde//NN|NEU|SIN|IND|NOM//nsubj:pass//34 tas//VB|PRS|SFO//ccomp//29 i//PP//case//36 anspråk//NN|NEU|SIN|IND|NOM//obl//34
Annan prövning;Enligt//PP//case//2 3//RG|NOM//nummod//2 kap.//NN|AN//nmod//4 1//RG|NOM//nummod//4 §//NN|AN//nsubj//5 får//VB|PRS|AKT//aux//29 en//DT|UTR|SIN|IND//det//7 byggnad//NN|UTR|SIN|IND|NOM//obj//5 eller//KN//cc//10 annan//JJ|POS|UTR|SIN|IND|NOM//amod//10 anläggning//NN|UTR|SIN|IND|NOM//conj//7 som//HP|-|-|-//nsubj//14 är//VB|PRS|AKT//cop//14 synnerligen//AB//advmod//14 märklig//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//10 genom//PP//case//18 sitt//PS|NEU|SIN|DEF//nmod:poss//18 kulturhistoriska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//18 värde//NN|NEU|SIN|IND|NOM//obl//14 eller//KN//cc//21 som//HP|-|-|-//nsubj//21 ingår//VB|PRS|AKT//conj//14 i//PP//case//28 ett//DT|NEU|SIN|IND//det//28 kulturhist//NN|NEU|SIN|IND|NOM//amod//28 oriskt//AB|POS//advmod//27 synnerligen//AB//advmod//27 märkligt//JJ|POS|NEU|SIN|IND|NOM//amod//28 bebyggelseområde//NN|NEU|SIN|IND|NOM//obl//21 förklaras//VB|PRS|SFO//ROOT//29 för//PP//case//31 byggnadsminne//NN|NEU|SIN|IND|NOM//obl//29 .//MAD//punct//29
Annan prövning;Skyddsföreskrifter//NN|UTR|PLU|IND|NOM//nsubj//34 får//VB|PRS|AKT//aux//38 enligt//PP//case//37 2//RG|NOM//nummod//37 §//NN|AN//obl//38 innehålla//VB|INF|AKT//conj//29 bestämmelser//NN|UTR|PLU|IND|NOM//obj//38 om//PP//mark//47 att//SN//mark//47 ett//DT|NEU|SIN|IND//det//43 område//NN|NEU|SIN|IND|NOM//nsubj:pass//47 kring//PP//case//45 byggnaden//NN|UTR|SIN|DEF|NOM//nmod//43 skall//VB|PRS|AKT//aux//47 hållas//VB|INF|SFO//advcl//38 i//PP//case//50 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//50 skick//NN|NEU|SIN|IND|NOM//obl//47 att//SN//mark//57 byggnadsminnets//NN|NEU|SIN|DEF|GEN//nmod:poss//53 utseende//NN|NEU|SIN|IND|NOM//nsubj:pass//57 och//KN//cc//55 karaktär//NN|UTR|SIN|IND|NOM//conj//53 inte//AB//advmod//57 förvanskas//VB|PRS|SFO//advcl//47 .//MAD//punct//29
Annan prövning;Luftfartslagstiftningen//NN|UTR|SIN|DEF|NOM//ROOT//0
Annan prövning;Luftfartsverkets//NN|NEU|SIN|DEF|GEN//nmod:poss//1 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//18 för//PP//case//4 civil//JJ|POS|UTR|SIN|IND|NOM//amod//4 luftfart//NN|UTR|SIN|IND|NOM//nmod//1 (//PAD//punct//6 BCL//PM|NOM//appos//4 )//PAD//punct//6 ,//MID//punct//4 som//HP|-|-|-//nsubj:pass//10 publiceras//VB|PRS|SFO//acl:relcl//4 i//PP//case//13 Luftfartsverkets//NN|NEU|SIN|DEF|GEN//nmod:poss//13 författningssamling//NN|UTR|SIN|IND|NOM//obl//10 (//PAD//punct//15 LFS//PM|NOM//appos//13 )//PAD//punct//15 ,//MID//punct//18 innehåller//VB|PRS|AKT//ROOT//18 bestämmelser//NN|UTR|PLU|IND|NOM//obj//18 som//HP|-|-|-//nsubj//21 rör//VB|PRS|AKT//acl:relcl//19 vindkraftverk//NN|NEU|PLU|IND|NOM//obj//21 som//KN//mark//24 hinder//NN|NEU|PLU|IND|NOM//xcomp//21 för//PP//case//26 luftfarten//NN|UTR|SIN|DEF|NOM//nmod//24 .//MAD//punct//18
Annan prövning;För//PP//case//30 civila//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 flygplatser//NN|UTR|PLU|IND|NOM//obl//31 finns//VB|PRS|SFO//conj//18 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//31 om//PP//case//35 hinderfria//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 ytor//NN|UTR|PLU|IND|NOM//nmod//32 .//MAD//punct//18
Annan prövning;Vidare//AB|KOM//advmod//1 finns//VB|PRS|SFO//ROOT//1 skyddsområden//NN|NEU|PLU|IND|NOM//nsubj//1 med//PP//case//6 hänsyn//NN|UTR|SIN|IND|NOM//fixed//3 till//PP//fixed//3 luftfartsradioanläggningar//NN|UTR|PLU|IND|NOM//obl//1 .//MAD//punct//1
Annan prövning;Dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj:pass//9 regleras//VB|PRS|SFO//parataxis//1 i//PP//case//13 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//13 standard//NN|UTR|SIN|IND|NOM//amod//13 SS//PM|NOM//obl//9 447//RG|NOM//advmod//9 10//RG|NOM//nmod//16 12//RG|NOM//obl//9 .//MAD//punct//1
Annan prövning;Ellagen//NN|UTR|SIN|DEF|NOM//ROOT//0
Annan prövning;För//PP//case//1 överföringsledning//NN|UTR|SIN|IND|NOM//obl//8 och//KN//cc//5 för//PP//case//5 anslutande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 sjökablar//NN|UTR|PLU|IND|NOM//conj//1 vid//PP//case//7 havslokalisering//NN|UTR|SIN|IND|NOM//nmod//5 krävs//VB|PRS|SFO//ROOT//8 nätkoncession//NN|UTR|SIN|IND|NOM//nsubj:pass//8 ,//MID//punct//8 enligt//PP//case//12 bestämmelserna//NN|UTR|PLU|DEF|NOM//obl//8 om//PP//case//14 tillstånd//NN|NEU|SIN|IND|NOM//nmod//12 till//PP//case//17 elektrisk//JJ|POS|UTR|SIN|IND|NOM//amod//17 starkströmsledning//NN|UTR|SIN|IND|NOM//nmod//14 i//PP//case//20 2//RG|NOM//nummod//20 kap.//NN|AN//nmod//12 1//RG|NOM//nummod//22 §//NN|AN//nmod//23 ellagen//NN|UTR|SIN|DEF|NOM//nmod//12 (//PAD//punct//25 1997:857//RG|NOM//appos//23 )//PAD//punct//25 .//MAD//punct//8
Annan prövning;Tillståndsfrågor//NN|UTR|PLU|IND|NOM//nsubj:pass//29 prövas//VB|PRS|SFO//parataxis//8 av//PP//case//31 Energimyndigheten//NN|UTR|SIN|DEF|NOM//obl:agent//29 .//MAD//punct//8
Annan prövning;Enligt//PP//case//4 2//RG|NOM//nummod//2 kap.//NN|AN//nmod//3 8//RG|NOM//nummod//4 a//NN|NEU|SIN|IND|NOM//nummod//5 §//NN|AN//obl//12 skall//VB|PRS|AKT//aux//12 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//12 i//PP//case//11 2–4//RG|NOM//nummod//11 kap.//NN|AN//nmod//11 MB//PM|NOM//nmod//7 tillämpas//VB|PRS|SFO//ROOT//12 vid//PP//case//14 prövning//NN|UTR|SIN|IND|NOM//obl//12 av//PP//case//16 nätkoncession//NN|UTR|SIN|IND|NOM//nmod//14 för//PP//case//18 linje//NN|UTR|SIN|IND|NOM//obl//12 .//MAD//punct//12
Annan prövning;En//DT|UTR|SIN|IND//det//21 miljökonsekvensbeskrivning//NN|UTR|SIN|IND|NOM//nsubj//23 skall//VB|PRS|AKT//aux//23 ingå//VB|INF|AKT//parataxis//12 i//PP//case//25 koncessionsansökan//NN|UTR|SIN|DEF|NOM//obl//23 .//MAD//punct//12
Annan prövning;Ledningsrättslagen//NN|UTR|SIN|DEF|NOM//ROOT//0
Annan prövning;Enligt//PP//case//1 1//RG|NOM//nummod//4 och//KN//cc//1 2//RG|NOM//nummod//1 §//NN|AN//nmod//5 §//NN|AN//nmod//6 ledningsrättslagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//12 (//PAD//punct//6 1973:1144//RG|NOM//appos//6 )//PAD//punct//6 kan//VB|PRS|AKT//aux//12 rätt//PL//advmod//12 ges//VB|INF|SFO//ROOT//12 att//IE//mark//14 utnyttja//VB|INF|AKT//xcomp//12 utrymme//NN|NEU|SIN|IND|NOM//obj//14 inom//PP//case//17 fastighet//NN|UTR|SIN|IND|NOM//obl//14 för//PP//case//20 elektrisk//JJ|POS|UTR|SIN|IND|NOM//amod//20 starkströmsledning//NN|UTR|SIN|IND|NOM//nmod//17 för//PP//case//24 vilken//HD|UTR|SIN|IND//det//24 konce//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//24 ssion//NN|UTR|SIN|IND|NOM//nmod//20 fordras//VB|PRS|SFO//conj//12 .//MAD//punct//12
Annan prövning;Alternativt//AB|POS//nsubj:pass//29 kan//VB|PRS|AKT//aux//29 upprättas//VB|INF|SFO//conj//12 avtalsservitut//NN|NEU|SIN|IND|NOM//nsubj:pass//29 med//PP//case//32 fastighetsägaren//NN|UTR|SIN|DEF|NOM//obl//29 enligt//PP//case//34 jordabalken//NN|UTR|SIN|DEF|NOM//obl//29 .//MAD//punct//12
Annan prövning;Lagen//NN|UTR|SIN|DEF|NOM//ROOT//0 om//PP//case//4 Sveriges//PM|GEN//nmod:poss//4 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//4 zon//NN|UTR|SIN|IND|NOM//nmod//0
Annan prövning;Enligt//PP//case//3 5//RG|NOM//nummod//2 §//NN|AN//nmod//3 lagen//NN|UTR|SIN|DEF|NOM//obl//11 (//PAD//punct//3 1992:1140//RG|NOM//appos//3 )//PAD//punct//5 om//PP//case//10 Sveriges//PM|GEN//nmod:poss//10 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 zon//NN|UTR|SIN|IND|NOM//nmod//3 krävs//VB|PRS|SFO//ROOT//11 tillstånd//NN|NEU|SIN|IND|NOM//nsubj:pass//11 av//PP//case//14 regeringen//NN|UTR|SIN|DEF|NOM//nmod//12 eller//KN//cc//17 den//DT|UTR|SIN|DEF//det//17 myndighet//NN|UTR|SIN|IND|NOM//conj//14 som//HP|-|-|-//obj//20 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//20 bestämmer//VB|PRS|AKT//acl:relcl//17 för//PP//mark//22 uppföra//VB|INF|AKT//advcl//20 nde//NN|UTR|SIN|IND|NOM//obj//22 och//KN//cc//25 användning//NN|UTR|SIN|IND|NOM//conj//23 i//PP//case//28 kommersiellt//JJ|POS|NEU|SIN|IND|NOM//amod//28 syfte//NN|NEU|SIN|IND|NOM//nmod//25 av//PP//case//30 anläggningar//NN|UTR|PLU|IND|NOM//nmod//28 och//KN//cc//33 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 inrättningar//NN|UTR|PLU|IND|NOM//conj//30 i//PP//case//37 den//DT|UTR|SIN|DEF//det//37 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//37 zonen//NN|UTR|SIN|DEF|NOM//nmod//33 .//MAD//punct//11
Annan prövning;Ett//DT|NEU|SIN|IND//det//40 tillstånd//NN|NEU|SIN|IND|NOM//nsubj:pass//42 skall//VB|PRS|AKT//aux//42 förenas//VB|INF|SFO//parataxis//11 med//PP//case//44 villkor//NN|NEU|PLU|IND|NOM//obl//42 för//PP//mark//47 att//IE//mark//47 skydda//VB|INF|AKT//advcl//42 människors//NN|UTR|PLU|IND|GEN//nmod:poss//49 hälsa//NN|UTR|SIN|IND|NOM//obj//47 och//KN//cc//51 miljön//NN|UTR|SIN|DEF|NOM//conj//49 ,//MID//punct//53 främja//VB|INF|AKT//conj//11 en//DT|UTR|SIN|IND//det//57 långsiktigt//AB|POS//advmod//56 god//JJ|POS|UTR|SIN|IND|NOM//amod//57 hushållning//NN|UTR|SIN|IND|NOM//obj//53 med//PP//case//59 mark//NN|UTR|SIN|IND|NOM//nmod//57 och//KN//cc//61 vatten//NN|NEU|SIN|IND|NOM//conj//59 och//KN//cc//64 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//64 resurser//NN|UTR|PLU|IND|NOM//conj//59 samt//KN//cc//66 trygga//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//11 säkerheten//NN|UTR|SIN|DEF|NOM//obj//66 .//MAD//punct//11
Annan prövning;Enligt//PP//case//3 5//RG|NOM//nummod//2 b//NN|NEU|SIN|IND|NOM//nmod//3 §//NN|AN//obl//4 får//VB|PRS|AKT//aux//7 ett//DT|NEU|SIN|IND//det//6 tillstånd//NN|NEU|SIN|IND|NOM//nsubj:pass//7 göras//VB|INF|SFO//ROOT//7 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//mark//12 av//PP//fixed//8 att//SN//mark//12 säkerhet//NN|UTR|SIN|IND|NOM//nsubj:pass//12 ställs//VB|PRS|SFO//advcl//7 för//PP//case//14 kostn//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//12 aderna//NN|UTR|PLU|DEF|NOM//obj//12 för//PP//mark//18 att//IE//mark//18 ta//VB|INF|AKT//advcl//12 bort//PL//compound:prt//18 anläggningar//NN|UTR|PLU|IND|NOM//obj//18 och//KN//cc//23 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 inrättningar//NN|UTR|PLU|IND|NOM//conj//20 samt//KN//cc//27 för//PP//case//27 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 åtgärder//NN|UTR|PLU|IND|NOM//conj//20 för//PP//case//30 återställ//NN|UTR|SIN|IND|NOM//amod//30 ning//NN|UTR|SIN|IND|NOM//nmod//27 .//MAD//punct//7
Annan prövning;Enligt//PP//case//2 6//RG|NOM//nummod//2 §//NN|AN//obl//3 skall//VB|PRS|AKT//aux//11 vid//PP//case//5 prövningen//NN|UTR|SIN|DEF|NOM//nmod//6 bestämmelserna//NN|UTR|PLU|DEF|NOM//obj//3 i//PP//case//10 2–4//RG|NOM//nummod//10 kap.//NN|AN//nmod//10 MB//PM|NOM//nmod//6 tillämpas//VB|PRS|SFO//ROOT//11 .//MAD//punct//11
Annan prövning;Bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//19 i//PP//case//17 6//RG|NOM//nummod//16 kap.//NN|AN//nmod//17 MB//PM|NOM//nmod//13 skall//VB|PRS|AKT//aux//19 tillämpas//VB|INF|SFO//parataxis//11 vad//HP|NEU|SIN|IND//nsubj//21 gäller//VB|PRS|AKT//advcl//19 miljökonsekvensbeskrivningar//NN|UTR|PLU|IND|NOM//obj//21 samt//KN//cc//24 planer//NN|UTR|PLU|IND|NOM//conj//22 och//KN//cc//26 planeringsunderlag//NN|NEU|PLU|IND|NOM//conj//24 .//MAD//punct//11
Annan prövning;Kontinentalsockellagen//NN|UTR|SIN|DEF|NOM//ROOT//0
Annan prövning;Med//PP//case//1 kontinentalsockeln//NN|UTR|SIN|DEF|NOM//obl//2 avses//VB|PRS|SFO//ROOT//2 havsbottnen//NN|UTR|SIN|DEF|NOM//nsubj:pass//2 och//KN//cc//6 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//6 underlag//NN|NEU|SIN|IND|NOM//conj//3 inom//PP//case//9 allmänt//JJ|POS|NEU|SIN|IND|NOM//amod//9 vattenområde//NN|NEU|SIN|IND|NOM//nmod//6 samt//KN//cc//13 inom//PP//case//13 det//DT|NEU|SIN|DEF//det//13 havsområde//NN|NEU|SIN|IND|NOM//conj//9 utanför//PP//case//16 Sveriges//PM|GEN//nmod:poss//16 territorialgräns//NN|UTR|SIN|IND|NOM//nmod//13 som//HP|-|-|-//obj//19 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//19 bestämmer//VB|PRS|AKT//acl:relcl//16 i//PP//case//23 enlighet//NN|UTR|SIN|IND|NOM//fixed//20 med//PP//fixed//20 konventionen//NN|UTR|SIN|DEF|NOM//obl//19 om//PP//case//25 kontinentalsockeln//NN|UTR|SIN|DEF|NOM//nmod//23 .//MAD//punct//2
Annan prövning;Enligt//PP//case//28 lagen//NN|UTR|SIN|DEF|NOM//obl//2 (//PAD//punct//30 1966:314//RG|NOM//appos//28 )//PAD//punct//30 om//PP//case//33 kontinentalsockeln//NN|UTR|SIN|DEF|NOM//conj//28 har//VB|PRS|AKT//cc//2 en//DT|UTR|SIN|IND//det//37 kuststat//NN|UTR|SIN|IND|NOM//amod//37 suverä//NN|UTR|SIN|IND|GEN//det//40 _//PM|NOM//nmod//39 _//PM|NOM//nmod//40 _//PM|NOM//nmod//41 _//PM|NOM//nmod//42 _//PM|NOM//nsubj//2 na//PM|NOM//nummod//44 rättigheter//NN|UTR|PLU|IND|NOM//obj//2 att//IE//mark//46 utforska//VB|INF|AKT//xcomp//2 kontinentalsockeln//NN|UTR|SIN|DEF|NOM//obj//46 och//KN//cc//49 tillgodogöra//VB|INF|AKT//conj//46 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//49 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//52 naturtillgångar//NN|UTR|PLU|IND|NOM//obj//49 .//MAD//punct//2
Annan prövning;Enligt//PP//case//2 15//RG|NOM//nummod//2 a//NN|NEU|SIN|IND|NOM//nummod//3 §//NN|AN//obl//4 krävs//VB|PRS|SFO//ROOT//4 tillstånd//NN|NEU|SIN|IND|NOM//nsubj:pass//4 av//PP//case//7 regeringen//NN|UTR|SIN|DEF|NOM//nmod//5 eller//KN//cc//10 den//DT|UTR|SIN|DEF//det//10 myndighet//NN|UTR|SIN|IND|NOM//conj//7 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//12 bestämmer//VB|PRS|AKT//acl:relcl//10 för//PP//case//14 utläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//12 av//PP//case//16 undervattenskablar//NN|UTR|PLU|IND|NOM//nmod//14 utanför//PP//case//18 territorialgränsen//NN|UTR|SIN|DEF|NOM//nmod//16 .//MAD//punct//4
Annan prövning;Ett//DT|NEU|SIN|IND//det//21 tillstånd//NN|NEU|SIN|IND|NOM//nsubj:pass//23 skall//VB|PRS|AKT//aux//23 förenas//VB|INF|SFO//parataxis//4 med//PP//case//26 de//DT|UTR/NEU|PLU|DEF//det//26 villkor//NN|NEU|PLU|IND|NOM//obl//23 som//HP|-|-|-//nsubj:pass//28 behövs//VB|PRS|SFO//acl:relcl//26 för//PP//mark//31 att//IE//mark//31 möjliggöra//VB|INF|AKT//advcl//28 utforskning//NN|UTR|SIN|IND|NOM//obj//31 av//PP//case//34 kontinentalsockeln//NN|UTR|SIN|DEF|NOM//nmod//32 och//KN//cc//36 utvinning//NN|UTR|SIN|IND|NOM//conj//34 av//PP//case//39 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//39 naturtillgångar//NN|UTR|PLU|IND|NOM//nmod//36 och//KN//cc//41 skydda//VB|INF|AKT//conj//31 möjligheten//NN|UTR|SIN|DEF|NOM//obj//41 att//IE//mark//44 använda//VB|INF|AKT//acl//42 och//KN//cc//46 reparera//VB|INF|AKT//conj//44 redan//AB//advmod//46 befintliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 undervatten//NN|NEU|PLU|IND|NOM//obj//46 skablar//NN|UTR|PLU|IND|NOM//obj//46 och//KN//cc//52 rörledningar//NN|UTR|PLU|IND|NOM//conj//50 .//MAD//punct//4
