"""%(/6 /#( +/34.!$%2";Bilagor//NN|UTR|PLU|IND|NOM//ROOT//0
1.1 Beskrivning av uppdraget;Bakgrunden//NN|UTR|SIN|DEF|NOM//nmod//3 är//VB|PRS|AKT//cop//21 att//SN//mark//21 Miljövårdsberedningen//PM|NOM//nsubj//21 bl.a.//AB|AN//advmod//21 skall//VB|PRS|AKT//aux//21 yttra//VB|INF|AKT//parataxis//3 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//21 över//PP//compound:prt//21 i//PP//case//26 vilken//HD|UTR|SIN|IND//det//26 omfattning//NN|UTR|SIN|IND|NOM//obl//32 arealen//NN|UTR|SIN|DEF|NOM//nmod//30 skyddad//PC|PRF|UTR|SIN|IND|NOM//amod//30 produktiv//JJ|POS|UTR|SIN|IND|NOM//amod//30 skogsmark//NN|UTR|SIN|IND|NOM//nsubj:pass//32 behöver//VB|PRS|AKT//aux//32 utökas//VB|INF|SFO//advcl//21 för//PP//mark//35 att//IE//mark//35 nå//VB|INF|AKT//advcl//39 de//PN|UTR/NEU|PLU|DEF|SUB//obj//35 av//PP//case//38 riksdagen//NN|UTR|SIN|DEF|NOM//obl//35 beslutade//VB|PRT|AKT//parataxis//3 miljömålen//NN|NEU|PLU|IND|NOM//obj//39 (//PAD//punct//40 dir//NN|AN//nmod:poss//43 1995:167//RG|NOM//appos//40 )//PAD//punct//39 .//MAD//punct//3
1.1 Beskrivning av uppdraget;"Uppgiften//NN|UTR|SIN|DEF|NOM//nsubj//2 är//VB|PRS|AKT//cop//2 formulerad//PC|PRF|UTR|SIN|IND|NOM//ROOT//2 som//HP|-|-|-//nsubj//4 följer//VB|PRS|AKT//advcl//2 ://MID//punct//2 ""//PAD//punct//7"
1.1 Beskrivning av uppdraget;Skatta//VB|INF|AKT//parataxis//2 skyddsbehovet//NN|NEU|SIN|DEF|NOM//obj//7 på//PP//case//11 produktiv//JJ|POS|UTR|SIN|IND|NOM//amod//11 skogsmark//NN|UTR|SIN|IND|NOM//obl//7 nedan//AB//advmod//7 gränsen//NN|UTR|SIN|DEF|NOM//obj//7 för//PP//case//16 fjällnära//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 skog//NN|UTR|SIN|IND|NOM//nmod//13 (//PAD//punct//16 enl//NN|NEU|SIN|IND|NOM//appos//16 .//MAD//punct//7
1.1 Beskrivning av uppdraget;SKSFS//NN|UTR|SIN|IND|NOM//parataxis//7 1991:3//RG|NOM//nmod//20 )//PAD//punct//7 för//PP//mark//25 att//IE//mark//25 klara//VB|INF|AKT//advcl//29 de//PN|UTR/NEU|PLU|DEF|SUB//obj//25 av//PP//case//28 riksdagen//NN|UTR|SIN|DEF|NOM//nmod//26 beslutade//VB|PRT|AKT//parataxis//7 miljömålen//NN|NEU|PLU|DEF|NOM//obj//29 .//MAD//punct//7
1.1 Beskrivning av uppdraget;Analysen//NN|UTR|SIN|DEF|NOM//nsubj//37 skall//VB|PRS|AKT//aux//37 i//PP//case//36 möjligaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//36 mån//NN|UTR|SIN|IND|NOM//obl//37 ta//VB|INF|AKT//parataxis//7 hänsyn//NN|UTR|SIN|IND|NOM//obj//37 till//PP//case//40 skillnader//NN|UTR|PLU|IND|NOM//obl//37 i//PP//case//43 mänsklig//JJ|POS|UTR|SIN|IND|NOM//amod//43 påverkan//NN|UTR|SIN|IND|NOM//nmod//40 samt//KN//cc//46 varierande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//46 biologiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//40 ,//MID//punct//48 klimatologiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//46 och//KN//cc//51 geologiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 förutsättningar//NN|UTR|PLU|IND|NOM//conj//46 .//MID//punct//37
1.1 Beskrivning av uppdraget;Nödvändigt//JJ|POS|NEU|SIN|IND|NOM//amod//54 inventeringsunderlag//NN|NEU|SIN|IND|NOM//nsubj:pass//65 i//PP//case//56 form//NN|UTR|SIN|IND|NOM//nmod//54 av//PP//case//58 riksskogsstaxeringen//NN|UTR|SIN|DEF|NOM//nmod//56 ,//MID//punct//60 ÖSI//PM|NOM//conj//58 och//KN//cc//63 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 naturvärdesinventeringar//NN|UTR|PLU|IND|NOM//conj//58 skall//VB|PRS|AKT//aux//65 användas//VB|INF|SFO//advcl//37 .//MAD//punct//7
1.1 Beskrivning av uppdraget;Behovet//NN|NEU|SIN|DEF|NOM//nsubj:pass//71 skall//VB|PRS|AKT//aux//71 om//SN//mark//70 möjligt//JJ|POS|NEU|SIN|IND|NOM//obl//71 redovisas//VB|INF|SFO//parataxis//7 i//PP//case//73 hektar//NN|NEU|PLU|IND|NOM//obl//71 ,//MID//punct//75 region-//NN|UTR|-|-|SMS//conj//73 och//KN//cc//77 skogsmiljövis//NN|UTR|SIN|IND|NOM//conj//73 ,//MID//punct//71 uppdelat//PC|PRF|NEU|SIN|IND|NOM//conj//71 i//PP//case//82 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//82 skalor//NN|UTR|PLU|IND|NOM//obl//79 och//KN//cc//85 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//85 hänsynsgrad//PC|PRF|UTR|SIN|IND|NOM//conj//82 med//PP//case//90 vars//HS|DEF//nmod:poss//88 hjälp//NN|UTR|SIN|IND|NOM//nmod:poss//90 lämpligt//JJ|POS|NEU|SIN|IND|NOM//amod//90 skyddsinstrument//NN|NEU|SIN|IND|NOM//nmod//85 och//KN//cc//92 kostnaden//NN|UTR|SIN|DEF|NOM//conj//90 för//PP//case//94 detta//PN|NEU|SIN|DEF|SUB/OBJ//nmod//92 kan//VB|PRS|AKT//aux//96 bedömas//VB|INF|SFO//conj//71 .//MAD//punct//7
1.1 Beskrivning av uppdraget;"Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj:pass//99 genomförs//VB|PRS|SFO//parataxis//7 i//PP//case//102 fortlöpande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//102 samråd//NN|NEU|SIN|IND|NOM//obl//99 med//PP//case//104 MVB//PM|NOM//nmod//102 ://MID//punct//104 s//JJ|AN//nummod//107 kansli//NN|NEU|SIN|IND|NOM//obl//99 .//MAD//punct//7 ""//PAD//punct//7"

1.2 Definitioner;Skogsmiljöer//NN|UTR|PLU|IND|NOM//ROOT//0
1.2 Definitioner;I//PP//case//2 denna//DT|UTR|SIN|DEF//det//2 rapport//NN|UTR|SIN|IND|NOM//obl//3 definieras//VB|PRS|SFO//ROOT//3 skog//NN|UTR|SIN|IND|NOM//nsubj:pass//3 som//KN//case//6 ekosystem//NN|NEU|PLU|IND|NOM//nmod//4 där//HA//advmod//10 träden//NN|NEU|PLU|DEF|NOM//nsubj//10 är//VB|PRS|AKT//cop//10 nyckelarter//NN|UTR|PLU|IND|NOM//acl:relcl//6 som//HP|-|-|-//nsubj//22 i//PP//advmod//22 kombination//NN|UTR|SIN|IND|NOM//obl//22 med//PP//case//21 speciella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 abiotiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 ,//MID//punct//18 biotiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//16 och//KN//cc//20 historiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//16 förhållanden//NN|NEU|PLU|IND|NOM//nmod//13 skapar//VB|PRS|AKT//acl:relcl//10 livsmiljöer//NN|UTR|PLU|IND|NOM//obj//22 för//PP//case//29 en//DT|UTR|SIN|IND//det//27 lång//JJ|POS|UTR|SIN|IND|NOM//amod//27 rad//NN|UTR|SIN|IND|NOM//nmod//29 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 arter//NN|UTR|PLU|IND|NOM//nmod//23 .//MAD//punct//3
1.2 Definitioner;Med//PP//case//33 detta//DT|NEU|SIN|DEF//det//33 synsätt//NN|NEU|SIN|IND|NOM//obl//34 utgör//VB|PRS|AKT//parataxis//3 marker//NN|UTR|PLU|IND|NOM//obj//34 som//HP|-|-|-//nsubj//41 under//PP//case//40 mycket//AB|POS//advmod//39 lång//JJ|POS|UTR|SIN|IND|NOM//amod//40 tid//NN|UTR|SIN|IND|NOM//obl//41 haft//VB|SUP|AKT//acl:relcl//35 ett//DT|NEU|SIN|IND//det//44 lågt//JJ|POS|NEU|SIN|IND|NOM//amod//44 antal//NN|NEU|SIN|IND|NOM//nmod//45 träd//NN|NEU|PLU|IND|NOM//obj//41 per//PP//case//47 ytenhet//NN|UTR|SIN|IND|NOM//nmod//45 och//KN//cc//52 som//HP|-|-|-//nsubj:pass//52 traditionellt//AB|POS//advmod//52 inte//AB//advmod//52 räknas//VB|PRS|SFO//conj//34 till//PP//case//55 produktiv//JJ|POS|UTR|SIN|IND|NOM//amod//55 skogsmark//NN|UTR|SIN|IND|NOM//obl//52 trots//PP//case//57 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//52 en//DT|UTR|SIN|IND//det//60 viktig//JJ|POS|UTR|SIN|IND|NOM//amod//60 skogsmiljö//NN|UTR|SIN|IND|NOM//nsubj:pass//52 .//MAD//punct//3
1.2 Definitioner;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//63 finns//VB|PRS|SFO//parataxis//3 å//PP//advmod//63 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//66 sidan//NN|UTR|SIN|DEF|NOM//fixed//64 även//AB//advmod//68 skogsmiljöer//NN|UTR|PLU|IND|NOM//nsubj//63 som//KN//mark//101 planteringar//NN|UTR|PLU|IND|NOM//obl//101 av//PP//case//72 träd//NN|NEU|PLU|IND|NOM//nmod//70 på//PP//case//74 mark//NN|UTR|SIN|IND|NOM//nmod//72 som//HP|-|-|-//nsubj//78 inte//AB//advmod//78 har//VB|PRS|AKT//aux//78 haft//VB|SUP|AKT//acl:relcl//72 träd//NN|NEU|SIN|IND|NOM//obj//78 på//PP//case//83 mycket//AB|POS//advmod//82 lång//JJ|POS|UTR|SIN|IND|NOM//amod//83 tid//NN|UTR|SIN|IND|NOM//obl//78 (//PAD//punct//83 t.ex.//AB|AN//advmod//86 granåkrar//NN|UTR|PLU|IND|NOM//appos//83 )//PAD//punct//83 som//HP|-|-|-//nsubj:pass//91 inte//AB//advmod//91 bör//VB|PRS|AKT//aux//91 betraktas//VB|INF|SFO//acl:relcl//83 som//KN//mark//93 skog//NN|UTR|SIN|IND|NOM//xcomp//91 i//PP//case//98 en//DT|UTR|SIN|IND//det//98 strikt//JJ|POS|UTR|SIN|IND|NOM//advmod//97 ekologisk//JJ|POS|UTR|SIN|IND|NOM//amod//98 mening//NN|UTR|SIN|IND|NOM//obl//91 .//MAD//punct//70
1.2 Definitioner;Vi//PN|UTR|PLU|DEF|SUB//nsubj//101 använder//VB|PRS|AKT//acl:relcl//68 ordet//NN|NEU|SIN|DEF|NOM//nmod//103 skogsmiljö//NN|UTR|SIN|IND|NOM//obj//101 för//PP//mark//106 att//IE//mark//106 tydliggöra//VB|INF|AKT//advcl//101 vår//PS|UTR|SIN|DEF//nmod:poss//108 definition//NN|UTR|SIN|IND|NOM//obj//106 av//PP//case//110 skogen//NN|UTR|SIN|DEF|NOM//nmod//108 som//KN//case//113 en//DT|UTR|SIN|IND//det//113 helhet//NN|UTR|SIN|IND|NOM//xcomp//106 .//MID//punct//63
1.2 Definitioner;Dessa//DT|UTR/NEU|PLU|DEF//det//116 skogsmiljöer//NN|UTR|PLU|IND|NOM//nsubj:pass//117 beskrivs//VB|PRS|SFO//conj//63 i//PP//case//120 avsnitt//NN|NEU|SIN|IND|NOM//nmod//120 5.1.3//RG|NOM//obl//117 och//KN//cc//122 sammanfattas//VB|PRS|SFO//conj//117 i//PP//case//124 tabell//NN|UTR|SIN|IND|NOM//obl//122 3a//RG|NOM//obl//122 och//KN//cc//125 3b//RG|NOM//conj//125 .//MAD//punct//3
1.2 Definitioner;De//DT|UTR/NEU|PLU|DEF//det//2 skogliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 kvaliteter//NN|UTR|PLU|IND|NOM//nsubj//58 av//PP//case//4 betydelse//NN|UTR|SIN|IND|NOM//nmod//2 för//PP//case//7 biologisk//JJ|POS|UTR|SIN|IND|NOM//amod//7 mångfald//NN|UTR|SIN|IND|NOM//nmod//4 som//HP|-|-|-//nsubj//9 finns//VB|PRS|SFO//acl:relcl//7 i//PP//case//12 en//DT|UTR|SIN|IND//det//12 skogsmiljö//NN|UTR|SIN|IND|NOM//obl//9 är//VB|PRS|AKT//cop//2 dels//KN//advmod//15 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//43 som//HP|-|-|-//nsubj//17 går//VB|PRS|AKT//acl:relcl//15 att//IE//mark//19 mäta//VB|INF|AKT//advcl//17 med//PP//case//23 traditionella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 skogliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 mått//NN|NEU|PLU|IND|NOM//obl//19 (//PAD//punct//23 t.ex.//AB|AN//advmod//26 ståndort//NN|UTR|SIN|IND|NOM//appos//23 ,//MID//punct//28 ålder//NN|UTR|SIN|IND|NOM//conj//26 och//KN//cc//30 trädslag//NN|NEU|SIN|IND|NOM//conj//26 )//PAD//punct//23 och//KN//cc//34 dels//KN//advmod//34 kvaliteter//NN|UTR|PLU|IND|NOM//conj//15 som//KN//mark//38 mängden//NN|UTR|SIN|DEF|NOM//fixed//35 död//JJ|POS|UTR|SIN|IND|NOM//amod//38 ved//NN|UTR|SIN|IND|NOM//nmod//34 av//PP//case//41 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 nedbrytningsgrad//NN|UTR|SIN|IND|NOM//nmod//38 ,//MID//punct//34 kontinuiteten//NN|UTR|SIN|DEF|NOM//nsubj//2 på//PP//case//47 en//DT|UTR|SIN|IND//det//47 viss//JJ|POS|UTR|SIN|IND|NOM//amod//47 plats//NN|UTR|SIN|IND|NOM//nmod//43 i//PP//case//49 markegenskaper//NN|UTR|PLU|IND|NOM//nmod//47 ,//MID//punct//51 trädskikt//NN|NEU|PLU|IND|NOM//conj//49 och//KN//cc//53 förekomst//NN|UTR|SIN|IND|NOM//conj//49 av//PP//case//56 död//JJ|POS|UTR|SIN|IND|NOM//amod//56 ved//NN|UTR|SIN|IND|NOM//nmod//53 (//PAD//punct//2 se//VB|IMP|AKT//ROOT//58 referenser//NN|UTR|PLU|IND|NOM//obj//58 i//PP//case//61 Hansson//PM|NOM//nmod//59 1997//RG|NOM//nummod//61 ,//MID//punct//64 Angelstam//PM|NOM//obl//58 1997a//RG|NOM//nummod//64 ,//MID//punct//67 b//NN|NEU|SIN|IND|NOM//conj//64 )//PAD//punct//58 .//MAD//punct//58
1.2 Definitioner;I//PP//case//71 skogar//NN|UTR|PLU|IND|NOM//obl//80 utan//PP//case//74 mänsklig//JJ|POS|UTR|SIN|IND|NOM//amod//74 påverkan//NN|UTR|SIN|IND|NOM//nmod//71 är//VB|PRS|AKT//cop//80 mängden//NN|UTR|SIN|DEF|NOM//nsubj//78 död//JJ|POS|UTR|SIN|IND|NOM//amod//78 ved//NN|UTR|SIN|IND|NOM//nsubj//80 mycket//AB|POS//advmod//80 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//58 än//KN//case//84 i//PP//case//84 påverkade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//84 skogar//NN|UTR|PLU|IND|NOM//nmod//80 (//PAD//punct//84 20-40//RG|NOM//nummod//87 %//NN|AN//appos//84 jämfört//PC|PRF|NEU|SIN|IND|NOM//case//92 med//PP//fixed//88 <//MID//nummod//92 5//RG|NOM//nummod//92 %//NN|AN//nmod//87 av//PP//case//96 den//DT|UTR|SIN|DEF//det//96 totala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//96 virkesvolymen//NN|UTR|SIN|DEF|NOM//nmod//92 )//PAD//punct//87 .//MAD//punct//58
1.2 Definitioner;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//100 gäller//VB|PRS|AKT//parataxis//58 skogsmiljöer//NN|UTR|PLU|IND|NOM//obj//100 i//PP//case//104 alla//DT|UTR/NEU|PLU|IND/DEF//det//104 naturregioner//NN|UTR|PLU|IND|NOM//obl//100 .//MAD//punct//100
1.2 Definitioner;Speciellt//AB|POS//advmod//109 i//PP//case//109 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//109 skogsmiljöer//NN|UTR|PLU|IND|NOM//obl//100 med//PP//case//112 intern//JJ|POS|UTR|SIN|IND|NOM//amod//112 dynamik//NN|UTR|SIN|IND|NOM//nmod//109 eller//KN//cc//117 med//PP//case//117 ursprungliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//117 nemorala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//117 störningsmönster//NN|UTR|PLU|IND|NOM//conj//112 (//PAD//punct//119 bete//NN|NEU|SIN|IND|NOM//advcl//100 under//PP//case//121 jätteträd//NN|NEU|PLU|IND|NOM//obl//119 )//PAD//punct//100 är//VB|PRS|AKT//cop//124 förekomsten//NN|UTR|SIN|DEF|NOM//nsubj//132 av//PP//case//130 mycket//AB|POS//advmod//127 gamla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//130 och//KN//cc//129 grova//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//127 träd//NN|NEU|PLU|IND|NOM//nmod//124 mycket//AB|POS//advmod//132 vanligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//58 än//KN//mark//134 i//PP//advcl//132 brukade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//58 skogar//NN|UTR|PLU|IND|NOM//obj//135 .//MAD//punct//58
1.2 Definitioner;För//PP//case//140 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//140 kvaliteter//NN|UTR|PLU|IND|NOM//obl//150 (//PAD//punct//140 skog//NN|UTR|SIN|IND|NOM//appos//140 med//PP//case//145 intern//JJ|POS|UTR|SIN|IND|NOM//amod//145 dynamik//NN|UTR|SIN|IND|NOM//nmod//142 )//PAD//punct//140 kan//VB|PRS|AKT//aux//150 behovet//NN|NEU|SIN|DEF|NOM//nsubj:pass//150 svårligen//AB//advmod//150 tillgodoses//VB|INF|SFO//parataxis//58 i//PP//case//152 den//DT|UTR|SIN|DEF//obl//150 brukade//PC|PRF|UTR/NEU|SIN|DEF|NOM//conj//58 skogen//NN|UTR|SIN|DEF|NOM//obj//153 oavsett//PP//case//156 hänsyn//NN|UTR|SIN|IND|NOM//obl//153 .//MAD//punct//58
1.2 Definitioner;För//PP//case//160 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//160 arter//NN|UTR|PLU|IND|NOM//obl//58 är//VB|PRS|AKT//cop//162 hänsyn//NN|UTR|SIN|IND|NOM//ccomp//58 (//PAD//punct//58 spara//VB|INF|AKT//parataxis//58 död//JJ|POS|UTR|SIN|IND|NOM//amod//166 ved//NN|UTR|SIN|IND|NOM//obj//164 ,//MID//punct//168 lövträd//NN|NEU|PLU|IND|NOM//conj//166 ,//MID//punct//171 gamla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//171 träd//NN|NEU|PLU|IND|NOM//conj//166 )//PAD//punct//58 tillräckligt//AB|POS//parataxis//58 för//PP//mark//178 att//SN//mark//178 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//178 ska//VB|PRS|AKT//aux//178 leva//VB|INF|AKT//acl//173 kvar//PL//compound:prt//178 .//MAD//punct//58
1.2 Definitioner;Skydd//NN|NEU|SIN|IND|NOM//ROOT//0
1.2 Definitioner;Skydd//NN|NEU|SIN|IND|NOM//nsubj:pass//1 krävs//VB|PRS|SFO//ROOT//1 för//PP//mark//4 att//IE//mark//4 behålla//VB|INF|AKT//advcl//1 ,//MID//punct//6 tillåta//VB|INF|AKT//conj//4 utvecklande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//6 av//PP//case//11 eller//KN//cc//10 återskapa//VB|INF|AKT//conj//8 kvaliteter//NN|UTR|PLU|IND|NOM//nmod//7 som//HP|-|-|-//nsubj:pass//15 inte//AB//advmod//15 kan//VB|PRS|AKT//aux//15 anses//VB|INF|SFO//acl:relcl//11 tillgodosedda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//15 av//PP//case//20 ett//DT|NEU|SIN|IND//det//20 rationellt//JJ|POS|NEU|SIN|IND|NOM//amod//20 skogsbruk//NN|NEU|SIN|IND|NOM//nmod//16 som//HP|-|-|-//nsubj//23 enbart//AB//advmod//23 strävar//VB|PRS|AKT//acl:relcl//20 efter//PP//case//28 stor//JJ|POS|UTR|SIN|IND|NOM//amod//28 och//KN//cc//27 värdefull//JJ|POS|UTR|SIN|IND|NOM//conj//25 virkesproduktion//NN|UTR|SIN|IND|NOM//obl//23 genom//PP//case//31 låga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 drivningskostnader//NN|UTR|PLU|IND|NOM//obl//23 per//PP//case//33 volymsenhet//NN|UTR|SIN|IND|NOM//nmod//31 och//KN//cc//36 högt//JJ|POS|NEU|SIN|IND|NOM//amod//36 pris//NN|NEU|SIN|IND|NOM//conj//33 per//PP//case//38 volymsenhet//NN|UTR|SIN|IND|NOM//nmod//36 .//MAD//punct//1
1.2 Definitioner;Denna//DT|UTR|SIN|DEF//det//41 syn//NN|UTR|SIN|IND|NOM//nsubj//46 på//PP//case//43 skydd//NN|NEU|SIN|IND|NOM//nmod//41 är//VB|PRS|AKT//cop//46 alltså//AB//advmod//46 vidare//AB|KOM//advmod//1 än//KN//mark//49 att//IE//mark//49 se//VB|INF|AKT//acl//46 skydd//NN|NEU|SIN|IND|NOM//obj//49 som//KN//case//52 något//PN|NEU|SIN|IND|SUB/OBJ//obl//49 som//HP|-|-|-//nsubj//54 innebär//VB|PRS|AKT//acl:relcl//52 undantag//NN|NEU|SIN|IND|NOM//obj//54 från//PP//case//59 all//DT|UTR|SIN|IND/DEF//det//59 mänsklig//JJ|POS|UTR|SIN|IND|NOM//amod//59 påverkan//NN|UTR|SIN|IND|NOM//nmod//55 .//MAD//punct//1

2 Naturvårdsbiologiska fakta;2.1//RG|NOM//nmod//2 Biologisk//JJ|POS|UTR|SIN|IND|NOM//amod//2 mångfald//NN|UTR|SIN|IND|NOM//nsubj//3 kräver//VB|PRS|AKT//ROOT//3 mål//NN|NEU|SIN|IND|NOM//obj//3 i//PP//case//7 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//7 skalor//NN|UTR|PLU|IND|NOM//obl//3
2 Naturvårdsbiologiska fakta;För//PP//case//2 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 människor//NN|UTR|PLU|IND|NOM//nmod//10 i//PP//case//5 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//5 samhälle//NN|NEU|SIN|IND|NOM//nmod//2 är//VB|PRS|AKT//cop//10 biologisk//JJ|POS|UTR|SIN|IND|NOM//amod//8 mångfald//NN|UTR|SIN|IND|NOM//nsubj//10 ett//DT|NEU|SIN|IND//det//10 modeord//NN|NEU|SIN|IND|NOM//nsubj//85 .//MAD//punct//10
2 Naturvårdsbiologiska fakta;Trots//PP//case//13 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//14 har//VB|PRS|AKT//parataxis//10 begreppet//NN|NEU|SIN|DEF|NOM//obj//14 en//DT|UTR|SIN|IND//det//18 klar//JJ|POS|UTR|SIN|IND|NOM//amod//18 definition//NN|UTR|SIN|IND|NOM//obj//14 (//PAD//punct//14 se//VB|IMP|AKT//parataxis//14 Heywood//PM|NOM//nmod//22 1995//RG|NOM//obj//20 )//PAD//punct//14 .//MAD//punct//10
2 Naturvårdsbiologiska fakta;Med//PP//case//27 biologisk//JJ|POS|UTR|SIN|IND|NOM//amod//27 mångfald//NN|UTR|SIN|IND|NOM//obl//28 menas//VB|PRS|SFO//conj//10 variationen//NN|UTR|SIN|DEF|NOM//nsubj:pass//28 bland//PP//case//32 allt//DT|NEU|SIN|IND/DEF//det//32 levande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//29 .//MAD//punct//10
2 Naturvårdsbiologiska fakta;Tydligast//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//advmod//35 ser//VB|PRS|AKT//parataxis//10 man//PN|UTR|SIN|IND|SUB//nsubj//35 denna//DT|UTR|SIN|DEF//det//38 variation//NN|UTR|SIN|IND|NOM//obj//35 som//HP|-|-|-//case//41 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 arter//NN|UTR|PLU|IND|NOM//obl//35 av//PP//case//43 djur//NN|NEU|PLU|IND|NOM//nmod//41 ,//MID//punct//45 växter//NN|UTR|PLU|IND|NOM//conj//43 och//KN//cc//47 svampar//NN|UTR|PLU|IND|NOM//conj//43 .//MAD//punct//10
2 Naturvårdsbiologiska fakta;Men//KN//cc//72 variationen//NN|UTR|SIN|DEF|NOM//nsubj//65 i//PP//case//53 genetisk//JJ|POS|UTR|SIN|IND|NOM//amod//53 sammansättning//NN|UTR|SIN|IND|NOM//nmod//50 och//KN//cc//56 i//PP//case//56 ekosystem//NN|NEU|PLU|IND|NOM//conj//53 och//KN//cc//58 biotoper//NN|UTR|PLU|IND|NOM//conj//56 -//MID//punct//50 livsmiljöer//NN|UTR|PLU|IND|NOM//nmod//50 -//MID//punct//50 är//VB|PRS|AKT//cop//65 lika//AB//advmod//64 viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//65 delar//NN|UTR|PLU|IND|NOM//nsubj//72 av//PP//case//69 den//DT|UTR|SIN|DEF//det//69 biologiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//69 mångfalden//NN|UTR|SIN|DEF|NOM//nmod//65 .//MAD//punct//65
2 Naturvårdsbiologiska fakta;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//72 finns//VB|PRS|SFO//conj//10 väldigt//AB|POS//advmod//74 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//75 arter//NN|UTR|PLU|IND|NOM//nsubj//72 i//PP//case//78 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//78 Sverige//PM|NOM//obl//72 -//MID//punct//72 ca//AB|AN//advmod//81 50//RG|NOM//nummod//82 000//RG|NOM//nummod//83 arter//NN|UTR|PLU|IND|NOM//nsubj//72 är//VB|PRS|AKT//cop//85 kända//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//85 (//PAD//punct//85 Bernes//PM|NOM//appos//85 1994//RG|NOM//nummod//87 )//PAD//punct//85 -//MID//punct//85 medan//SN//mark//96 antalet//NN|NEU|SIN|DEF|NOM//nsubj//96 typiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//95 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//95 skogsmiljöer//NN|UTR|PLU|IND|NOM//nsubj//96 uppgår//VB|PRS|AKT//advcl//85 till//PP//case//99 knappt//AB|POS//advmod//99 20//RG|NOM//obl//96 .//MAD//punct//85
