Ny instansordning för va-målen ;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Va-nämndsutredningen//NN|UTR|SIN|DEF|NOM//nmod//0
1.2.2 Bakgrund;De//DT|UTR/NEU|PLU|DEF//det//146 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//146 vattenmålen//NN|NEU|PLU|IND|NOM//nsubj//149 är//VB|PRS|AKT//cop//149 dock//AB//advmod//149 få//JJ|POS|UTR/NEU|PLU|IND|NOM//parataxis//125 till//PP//case//151 antalet//NN|NEU|SIN|DEF|NOM//obl//149 jämfört//PC|PRF|NEU|SIN|IND|NOM//case//154 med//PP//fixed//152 fastighetsmålen//NN|UTR|SIN|DEF|NOM//nmod//151 och//KN//cc//156 målen//NN|NEU|PLU|DEF|NOM//conj//154 och//KN//cc//158 ärendena//NN|NEU|PLU|DEF|NOM//conj//154 enligt//PP//case//160 plan-//NN|UTR|-|-|SMS//nmod//158 och//KN//cc//162 bygglagen//NN|UTR|SIN|DEF|NOM//conj//160 och//KN//cc//168 har//VB|PRS|AKT//aux//168 därför//AB//advmod//168 inte//AB//advmod//168 fått//VB|SUP|AKT//aux//168 styra//VB|INF|AKT//conj//149 valet//NN|NEU|SIN|DEF|NOM//obj//168 av//PP//case//171 indelningsgrund//NN|UTR|SIN|IND|NOM//nmod//169 .//MAD//punct//125
1.2.2 Bakgrund;För//PP//mark//177 den//DT|UTR|SIN|DEF//det//176 enskilde//JJ|POS|MAS|SIN|DEF|NOM//amod//176 medborgaren//NN|UTR|SIN|DEF|NOM//nsubj//177 ansågs//VB|PRT|SFO//conj//7 också//AB//advmod//177 en//DT|UTR|SIN|IND//det//181 administrativ//JJ|POS|UTR|SIN|IND|NOM//amod//181 indelning//NN|UTR|SIN|IND|NOM//nsubj//183 mer//AB|KOM//advmod//183 naturlig//JJ|POS|UTR|SIN|IND|NOM//xcomp//177 .//MAD//punct//7
1.2.2 Bakgrund;De//DT|UTR/NEU|PLU|DEF//det//186 problem//NN|NEU|PLU|IND|NOM//nsubj:pass//203 som//HP|-|-|-//obj//194 den//DT|UTR|SIN|DEF//det//190 administrativa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//190 indelningsgrunden//NN|UTR|SIN|DEF|NOM//nsubj//194 kan//VB|PRS|AKT//aux//194 komma//VB|INF|AKT//aux//194 att//IE//mark//194 medföra//VB|INF|AKT//acl:relcl//186 för//PP//case//198 de//DT|UTR/NEU|PLU|DEF//det//198 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//198 vattenmålen//NN|NEU|PLU|IND|NOM//obl//194 borde//VB|PRT|AKT//aux//203 enligt//PP//case//201 regeringen//NN|UTR|SIN|DEF|NOM//obl//203 kunna//VB|INF|AKT//aux//203 bemästras//VB|INF|SFO//parataxis//7 genom//PP//case//207 de//DT|UTR/NEU|PLU|DEF//det//207 flexibla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//207 bestämmelserna//NN|UTR|PLU|DEF|NOM//obl//203 om//PP//mark//209 överlämnande//NN|NEU|SIN|IND|NOM//acl//207 av//PP//case//211 mål//NN|NEU|PLU|IND|NOM//obl//209 mellan//PP//case//215 de//DT|UTR/NEU|PLU|DEF//det//215 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//215 domstolarna//NN|UTR|PLU|DEF|NOM//nmod//211 samt//KN//cc//222 av//PP//mark//222 att//SN//mark//222 miljöboken//NN|UTR|SIN|DEF|NOM//nsubj:pass//222 ///MID//cc//221 vattenboken//NN|UTR|SIN|DEF|NOM//conj//219 överförs//VB|PRS|SFO//conj//203 till//PP//mark//225 att//IE//mark//225 bli//VB|INF|AKT//advcl//222 digital//JJ|POS|UTR|SIN|IND|NOM//xcomp//225 och//KN//cc//230 därmed//AB//advmod//230 omedelbart//AB|POS//advmod//230 tillgänglig//JJ|POS|UTR|SIN|IND|NOM//conj//222 för//PP//case//233 alla//DT|UTR/NEU|PLU|IND/DEF//det//233 mark-//NN|UTR|-|-|SMS//obl//230 och//KN//cc//235 miljödomstolar//NN|UTR|PLU|IND|NOM//conj//233 .//MAD//punct//7
1.2.2 Bakgrund;Behovet//NN|NEU|SIN|DEF|NOM//ROOT//0 av//PP//case//3 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//3 kompetens//NN|UTR|SIN|IND|NOM//nmod//0
1.2.2 Bakgrund;Sammansättningsreglerna//NN|UTR|PLU|DEF|NOM//nsubj//1 varierade//VB|PRT|AKT//ROOT//1 mellan//PP//case//5 de//DT|UTR/NEU|PLU|DEF//det//5 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 måltyperna//NN|UTR|PLU|DEF|NOM//obl//1 som//HP|-|-|-//nsubj:pass//7 sammanfördes//VB|PRT|SFO//acl:relcl//5 under//PP//case//9 mark-//NN|UTR|-|-|SMS//obl//7 och//KN//cc//11 miljödomstolarna//NN|UTR|PLU|DEF|NOM//conj//9 och//KN//cc//15 de//DT|UTR/NEU|PLU|DEF//det//15 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 domstolarna//NN|UTR|PLU|DEF|NOM//conj//9 ansågs//VB|PRT|SFO//conj//7 behöva//VB|INF|AKT//xcomp//16 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 gemensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 regler//NN|UTR|PLU|IND|NOM//obj//17 .//MAD//punct//1
1.2.2 Bakgrund;En//DT|UTR|SIN|IND//det//23 utgångspunkt//NN|UTR|SIN|IND|NOM//conj//1 var//VB|PRT|AKT//cop//23 att//SN//mark//34 ledamöter//NN|UTR|PLU|IND|NOM//nsubj//34 med//PP//case//32 huvudsakligen//AB//advmod//32 teknisk//JJ|POS|UTR|SIN|IND|NOM//amod//32 eller//KN//cc//31 naturvetenskaplig//JJ|POS|UTR|SIN|IND|NOM//conj//29 sakkunskap//NN|UTR|SIN|IND|NOM//nmod//26 borde//VB|PRT|AKT//aux//34 ingå//VB|INF|AKT//csubj//23 i//PP//case//36 rätten//NN|UTR|SIN|DEF|NOM//obl//34 i//PP//case//40 de//DT|UTR/NEU|PLU|DEF//det//40 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//amod//40 mål//NN|NEU|PLU|IND|NOM//nmod//36 .//MAD//punct//1
1.2.2 Bakgrund;En//DT|UTR|SIN|IND//det//43 annan//JJ|POS|UTR|SIN|IND|NOM//conj//1 att//SN//mark//48 reglerna//NN|UTR|PLU|DEF|NOM//nsubj//48 skulle//VB|PRT|AKT//aux//48 vara//VB|INF|AKT//cop//48 flexibla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl//43 och//KN//cc//50 medge//VB|INF|AKT//conj//48 att//SN//mark//53 målen//NN|NEU|PLU|DEF|NOM//nsubj:pass//53 handlades//VB|PRT|SFO//ccomp//50 och//KN//cc//55 avgjordes//VB|PRT|SFO//conj//53 med//PP//case//58 den//DT|UTR|SIN|DEF//det//58 sammansättning//NN|UTR|SIN|IND|NOM//obl//55 som//HP|-|-|-//nsubj//67 i//PP//case//63 varje//DT|UTR/NEU|SIN|IND//det//63 enskilt//JJ|POS|NEU|SIN|IND|NOM//amod//63 fall//NN|NEU|SIN|IND|NOM//obl//67 var//VB|PRT|AKT//cop//67 den//DT|UTR|SIN|DEF//nsubj//67 mest//AB|SUV//advmod//67 lämpliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//acl:relcl//58 .//MAD//punct//1
1.2.2 Bakgrund;Sammansättningsreglerna//NN|UTR|PLU|DEF|NOM//nsubj//73 skulle//VB|PRT|AKT//aux//73 även//AB//advmod//73 vara//VB|INF|AKT//cop//73 förutsebara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//1 ,//MID//punct//75 tydliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//73 och//KN//cc//77 överskådliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//73 för//PP//case//79 dem//PN|UTR/NEU|PLU|DEF|OBJ//obl//77 som//HP|-|-|-//nsubj//81 kommer//VB|PRS|AKT//acl:relcl//79 i//PP//compound:prt//81 kontakt//NN|UTR|SIN|IND|NOM//fixed//82 med//PP//case//85 domstolarna//NN|UTR|PLU|DEF|NOM//obl//81 .//MAD//punct//73
1.2.2 Bakgrund;Vid//PP//case//88 utformandet//NN|NEU|SIN|DEF|NOM//obl//1 av//PP//case//90 sammansättningsreglerna//NN|UTR|PLU|DEF|NOM//nmod//88 skulle//VB|PRT|AKT//conj//1 principen//NN|UTR|SIN|DEF|NOM//nsubj//91 om//PP//mark//101 att//SN//mark//101 tyngdpunkten//NN|UTR|SIN|DEF|NOM//nsubj//101 i//PP//case//99 den//DT|UTR|SIN|DEF//det//99 dömande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//99 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//95 skulle//VB|PRT|AKT//aux//101 ligga//VB|INF|AKT//acl//92 i//PP//case//105 första//RO|NOM//amod//104 domstolsinstans//NN|UTR|SIN|IND|NOM//nmod:poss//105 beaktas//VB|PRS|SFO//obl//101 .//MAD//punct//1
1.2.2 Bakgrund;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 stannade//VB|PRT|AKT//ROOT//1 för//PP//mark//21 att//SN//mark//21 de//DT|UTR/NEU|PLU|DEF//det//5 ledamöter//NN|UTR|PLU|IND|NOM//nsubj:pass//21 som//HP|-|-|-//nsubj:pass//7 anställs//VB|PRS|SFO//acl:relcl//5 med//PP//case//9 fullmakt//NN|UTR|SIN|IND|NOM//obl//7 och//KN//cc//15 som//HP|-|-|-//nsubj//15 i//PP//case//14 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//14 organisationer//NN|UTR|PLU|IND|NOM//obl//15 kallats//VB|SUP|SFO//conj//5 miljöråd//NN|NEU|SIN|IND|NOM//nsubj:pass//15 eller//KN//cc//18 fastighetsråd//NN|NEU|SIN|IND|NOM//conj//16 numera//AB//advmod//21 ska//VB|PRS|AKT//aux//21 benämnas//VB|INF|SFO//advcl//1 tekniskt//JJ|POS|NEU|SIN|IND|NOM//amod//23 råd//NN|NEU|SIN|IND|NOM//obl//21 .//MAD//punct//1
1.2.2 Bakgrund;De//DT|UTR/NEU|PLU|DEF//det//26 ledamöter//NN|UTR|PLU|IND|NOM//nsubj:pass//33 som//HP|-|-|-//nsubj:pass//30 i//PP//case//29 miljödomstol//NN|UTR|SIN|IND|NOM//obl//30 kallades//VB|PRT|SFO//acl:relcl//26 sakkunniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 ledamöter//NN|UTR|PLU|IND|NOM//nsubj:pass//30 benämns//VB|PRS|SFO//parataxis//1 i//PP//case//39 mark-//NN|UTR|-|-|SMS//nmod//39 och//KN//cc//37 miljödomstolen//NN|UTR|SIN|DEF|NOM//conj//35 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//39 ledamöter//NN|UTR|PLU|IND|NOM//obl//33 .//MAD//punct//45
1.2.2 Bakgrund;De//DT|UTR/NEU|PLU|DEF//det//43 tekniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//43 råden//NN|NEU|PLU|DEF|NOM//nsubj//45 ska//VB|PRS|AKT//aux//45 ha//VB|INF|AKT//conj//33 teknisk//JJ|POS|UTR|SIN|IND|NOM//amod//49 eller//KN//cc//48 naturvetenskaplig//JJ|POS|UTR|SIN|IND|NOM//conj//46 utbildning//NN|UTR|SIN|IND|NOM//obj//45 och//KN//cc//51 erfarenhet//NN|UTR|SIN|IND|NOM//conj//49 av//PP//case//54 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//54 sakfrågor//NN|UTR|PLU|IND|NOM//nmod//51 som//HP|-|-|-//obj//57 domstolen//NN|UTR|SIN|DEF|NOM//nsubj//57 prövar//VB|PRS|AKT//advcl//45 .//MAD//punct//1
1.2.2 Bakgrund;De//DT|UTR/NEU|PLU|DEF//det//61 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//61 ledamöterna//NN|UTR|PLU|DEF|NOM//nsubj//63 ska//VB|PRS|AKT//aux//63 ha//VB|INF|AKT//conj//1 erfarenhet//NN|UTR|SIN|IND|NOM//obj//63 av//PP//case//66 frågor//NN|UTR|PLU|IND|NOM//nmod//64 som//HP|-|-|-//nsubj//68 faller//VB|PRS|AKT//acl:relcl//66 inom//PP//case//70 Naturvårdsverkets//PM|GEN//nmod:poss//75 ,//MID//punct//72 Boverkets//PM|GEN//conj//70 eller//KN//cc//74 Lantmäteriets//NN|NEU|SIN|DEF|GEN//nmod:poss//75 verksamhetsområde//NN|NEU|SIN|IND|NOM//obj//68 eller//KN//cc//78 av//PP//case//78 frågor//NN|UTR|PLU|IND|NOM//conj//75 som//HP|-|-|-//nsubj//80 avser//VB|PRS|AKT//acl:relcl//78 industriell//JJ|POS|UTR|SIN|IND|NOM//amod//86 ,//MID//punct//83 kommunal//JJ|POS|UTR|SIN|IND|NOM//conj//81 eller//KN//cc//85 areell//JJ|POS|UTR|SIN|IND|NOM//amod//86 verksamhet//NN|UTR|SIN|IND|NOM//obj//80 .//MAD//punct//63
1.2.2 Bakgrund;De//DT|UTR/NEU|PLU|DEF//det//90 tekniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//90 råden//NN|NEU|PLU|DEF|NOM//nsubj//91 har//VB|PRS|AKT//conj//1 sin//PS|UTR|SIN|DEF//nmod:poss//94 huvudsakliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//94 placering//NN|UTR|SIN|IND|NOM//obj//91 vid//PP//case//98 en//DT|UTR|SIN|IND//det//98 angiven//PC|PRF|UTR|SIN|IND|NOM//amod//98 domstol//NN|UTR|SIN|IND|NOM//obl//91 men//KN//cc//100 har//VB|PRS|AKT//conj//91 tjänstgöringsskyldighet//NN|UTR|SIN|IND|NOM//obj//100 vid//PP//case//104 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//104 mark-//NN|UTR|-|-|SMS//nmod//101 och//KN//cc//106 miljödomstolar//NN|UTR|PLU|IND|NOM//conj//104 .//MAD//punct//91
1.2.2 Bakgrund;Även//AB//advmod//113 de//DT|UTR/NEU|PLU|DEF//det//111 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//111 ledamöterna//NN|UTR|PLU|DEF|NOM//nsubj//113 är//VB|PRS|AKT//cop//113 knutna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//91 till//PP//case//118 en//DT|UTR|SIN|IND//det//118 viss//JJ|POS|UTR|SIN|IND|NOM//amod//118 angiven//PC|PRF|UTR|SIN|IND|NOM//amod//118 domstol//NN|UTR|SIN|IND|NOM//obl//113 men//KN//cc//121 kan//VB|PRS|AKT//aux//121 verka//VB|INF|AKT//conj//113 vid//PP//case//125 de//DT|UTR/NEU|PLU|DEF//det//125 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//125 mark-//NN|UTR|-|-|SMS//obl//121 och//KN//cc//127 miljödomstolarna//NN|UTR|PLU|DEF|NOM//conj//125 .//MAD//punct//1
1.2.2 Bakgrund;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//130 garanterar//VB|PRS|AKT//parataxis//1 att//SN//mark//137 mark-//NN|UTR|-|-|SMS//nsubj//136 och//KN//cc//134 miljödomstolsorganisationen//NN|UTR|SIN|DEF|NOM//conj//132 totalt//AB|POS//advmod//136 sett//PC|PRF|NEU|SIN|IND|NOM//advcl//137 har//VB|PRS|AKT//ccomp//130 den//DT|UTR|SIN|DEF//det//139 kompetens//NN|UTR|SIN|IND|NOM//obj//137 som//HP|-|-|-//nsubj:pass//141 krävs//VB|PRS|SFO//acl:relcl//139 för//PP//mark//144 att//IE//mark//144 handlägga//VB|INF|AKT//advcl//141 målen//NN|NEU|PLU|DEF|NOM//obj//144 .//MAD//punct//130
1.2.2 Bakgrund;I//PP//case//148 mark-//NN|UTR|-|-|SMS//obl//151 och//KN//cc//150 miljödomstolarna//NN|UTR|PLU|DEF|NOM//conj//148 deltar//VB|PRS|AKT//conj//130 inte//AB//advmod//151 nämndemän//NN|UTR|PLU|IND|NOM//obj//151 i//PP//case//155 avgörandena//NN|NEU|PLU|DEF|NOM//obl//151 .//MAD//punct//1

1.2.3 Handläggningen i mark- och miljödomstolarna;Lagen//NN|UTR|SIN|DEF|NOM//nsubj//8 (//PAD//punct//2 2010:921//RG|NOM//appos//0 )//PAD//punct//2 om//PP//case//5 mark-//NN|UTR|-|-|SMS//nmod//0 och//KN//cc//7 miljödomstolar//NN|UTR|PLU|IND|NOM//conj//5 anger//VB|PRS|AKT//ROOT//8 hur//HA//advmod//12 handläggningen//NN|UTR|SIN|DEF|NOM//nsubj//12 ska//VB|PRS|AKT//aux//12 gå//VB|INF|AKT//ccomp//8 till//PL//compound:prt//12 i//PP//case//15 mark-//NN|UTR|-|-|SMS//obl//12 och//KN//cc//17 miljödomstolarna//NN|UTR|PLU|DEF|NOM//conj//15 och//KN//cc//20 i//PP//case//20 Mark-//PM|SMS//conj//15 och//KN//cc//22 miljööverdomstolen//NN|UTR|SIN|DEF|NOM//conj//20 samt//KN//cc//26 för//PP//case//26 den//DT|UTR|SIN|DEF//det//26 handläggning//NN|UTR|SIN|IND|NOM//conj//12 i//PP//case//29 Högsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//29 domstolen//NN|UTR|SIN|DEF|NOM//nmod//26 som//HP|-|-|-//nsubj//31 följer//VB|PRS|AKT//acl:relcl//29 av//PP//compound:prt//31 lagen//NN|UTR|SIN|DEF|NOM//obl//31 .//MAD//punct//8
1.2.3 Handläggningen i mark- och miljödomstolarna;Mark-//NN|UTR|-|-|SMS//nsubj//38 och//KN//cc//37 miljööverdomstol//NN|UTR|SIN|IND|NOM//conj//35 ingår//VB|PRS|AKT//parataxis//8 som//KN//case//41 en//DT|UTR|SIN|IND//det//41 del//NN|UTR|SIN|IND|NOM//obl//38 av//PP//case//43 Svea//PM|GEN//nmod//41 hovrätt//NN|UTR|SIN|IND|NOM//nmod//41 .//MAD//punct//8
1.2.3 Handläggningen i mark- och miljödomstolarna;Mark-//NN|UTR|-|-|SMS//amod//3 och//KN//cc//2 miljödomstolarnas//NN|UTR|PLU|DEF|GEN//conj//0 domar//NN|UTR|PLU|IND|NOM//nsubj:pass//7 och//KN//cc//5 beslut//NN|NEU|PLU|IND|NOM//conj//3 får//VB|PRS|AKT//aux//7 överklagas//VB|INF|SFO//ROOT//7 till//PP//case//9 Mark-//NN|UTR|-|-|SMS//obl//7 och//KN//cc//11 miljööverdomstolen//NN|UTR|SIN|DEF|NOM//conj//9 om//SN//mark//16 inte//AB//advmod//16 annat//PN|NEU|SIN|IND|SUB/OBJ//nsubj//16 är//VB|PRS|AKT//cop//16 föreskrivet//PC|PRF|NEU|SIN|IND|NOM//advcl//7 .//MAD//punct//16
1.2.3 Handläggningen i mark- och miljödomstolarna;Mark-//NN|UTR|-|-|SMS//nsubj//24 och//KN//cc//20 miljööverdomstolens//NN|UTR|SIN|DEF|GEN//conj//18 domar//NN|UTR|PLU|IND|NOM//conj//18 och//KN//cc//23 beslut//NN|NEU|PLU|IND|NOM//conj//21 får//VB|PRS|AKT//aux//28 i//PP//case//27 sin//PS|UTR|SIN|DEF//nmod:poss//27 tur//NN|UTR|SIN|IND|NOM//obl//28 överklagas//VB|INF|SFO//conj//7 till//PP//case//31 Högsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//31 domstolen//NN|UTR|SIN|DEF|NOM//obl//28 om//SN//mark//36 inte//AB//advmod//36 annat//PN|NEU|SIN|IND|SUB/OBJ//nsubj//36 är//VB|PRS|AKT//cop//36 föreskrivet//PC|PRF|NEU|SIN|IND|NOM//advcl//28 .//MID//punct//7
1.2.3 Handläggningen i mark- och miljödomstolarna;De//DT|UTR/NEU|PLU|DEF//det//39 domar//NN|UTR|PLU|IND|NOM//nsubj//48 och//KN//cc//41 beslut//NN|NEU|PLU|IND|NOM//conj//39 som//HP|-|-|-//nsubj:pass//45 inte//AB//advmod//45 får//VB|PRS|AKT//aux//45 överklagas//VB|INF|SFO//acl:relcl//41 är//VB|PRS|AKT//cop//48 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//48 mål//NN|NEU|PLU|IND|NOM//parataxis//7 som//HP|-|-|-//nsubj:pass//51 har//VB|PRS|AKT//aux//51 inletts//VB|SUP|SFO//acl:relcl//48 vid//PP//case//53 förvaltningsmyndighet//NN|UTR|SIN|IND|NOM//obl//51 och//KN//cc//55 överklagats//VB|SUP|SFO//conj//51 till//PP//case//58 en//DT|UTR|SIN|IND//det//58 mark-//NN|NEU|-|-|SMS//obl//55 och//KN//cc//60 miljödomstol//NN|UTR|SIN|IND|NOM//conj//58 ,//MID//punct//48 se//VB|IMP|AKT//conj//7 vidare//AB|KOM//advmod//62 nedan//AB//advmod//62 .//MAD//punct//7
1.2.3 Handläggningen i mark- och miljödomstolarna;Mark-//NN|UTR|-|-|SMS//nsubj//3 och//KN//cc//2 miljödomstolarna//NN|UTR|PLU|DEF|NOM//conj//0 handlägger//VB|PRS|AKT//ROOT//3 huvudsakligen//AB//advmod//3 mål//NN|NEU|PLU|IND|NOM//obj//3 och//KN//cc//7 ärenden//NN|NEU|PLU|IND|NOM//conj//5 enligt//PP//case//9 miljöbalken//NN|UTR|SIN|DEF|NOM//nmod//7 ,//MID//punct//11 fastighetsbildningslagen//NN|UTR|SIN|DEF|NOM//conj//9 (//PAD//punct//13 1970:988//RG|NOM//nmod//11 )//PAD//punct//13 och//KN//cc//16 plan-//NN|UTR|-|-|SMS//conj//9 och//KN//cc//18 bygglagen//NN|UTR|SIN|DEF|NOM//conj//9 (//PAD//punct//3 2010:900//RG|NOM//obl//3 )//PAD//punct//20 .//MAD//punct//3
1.2.3 Handläggningen i mark- och miljödomstolarna;Därutöver//AB//advmod//24 tillkommer//VB|PRS|AKT//parataxis//3 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 mål//NN|NEU|PLU|IND|NOM//nmod//24 enligt//PP//case//29 annan//JJ|POS|UTR|SIN|IND|NOM//amod//29 lag//NN|UTR|SIN|IND|NOM//obl//24 som//KN//mark//32 t.ex.//AB|AN//advmod//32 tomträttstvister//NN|UTR|PLU|IND|NOM//nmod//29 enligt//PP//case//34 jordabalken//NN|UTR|SIN|DEF|NOM//nmod//32 ,//MID//punct//36 mål//NN|NEU|SIN|IND|NOM//conj//34 enligt//PP//case//38 expropriationslagen//NN|UTR|SIN|DEF|NOM//nmod//36 (//PAD//punct//40 1972:719//RG|NOM//conj//34 )//PAD//punct//40 ,//MID//punct//43 ledningsrättslagen//NN|UTR|SIN|DEF|NOM//conj//34 (//PAD//punct//43 1973:1144//RG|NOM//nmod//43 )//PAD//punct//43 och//KN//cc//48 anläggningslagen//NN|UTR|SIN|DEF|NOM//conj//34 (//PAD//punct//50 1973:1149//RG|NOM//appos//48 )//PAD//punct//50 .//MAD//punct//24
1.2.3 Handläggningen i mark- och miljödomstolarna;Ett//DT|NEU|SIN|IND//det//54 mål//NN|NEU|SIN|IND|NOM//nsubj:pass//62 eller//KN//cc//57 ett//DT|NEU|SIN|IND//det//57 ärende//NN|NEU|SIN|IND|NOM//conj//54 i//PP//case//59 mark-//NN|UTR|-|-|SMS//nmod//57 och//KN//cc//61 miljödomstol//NN|UTR|SIN|IND|NOM//conj//59 inleds//VB|PRS|SFO//parataxis//24 genom//PP//case//64 stämning//NN|UTR|SIN|IND|NOM//obl//62 eller//KN//cc//66 ansökan//NN|UTR|SIN|IND|NOM//conj//64 eller//KN//cc//76 genom//PP//mark//76 att//SN//mark//76 en//DT|UTR|SIN|IND//det//71 förvaltningsmyndighets//NN|UTR|SIN|IND|GEN//nmod:poss//75 eller//KN//cc//74 en//DT|UTR|SIN|IND//det//74 kommuns//NN|UTR|SIN|IND|GEN//conj//71 beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//76 överklagas//VB|PRS|SFO//conj//62 .//MAD//punct//76
1.2.3 Handläggningen i mark- och miljödomstolarna;Till//PP//case//79 stämnings-//NN|UTR|-|-|SMS//obl//82 och//KN//cc//81 ansökningsmålen//NN|NEU|PLU|IND|NOM//conj//79 hör//VB|PRS|AKT//conj//3 de//DT|UTR/NEU|PLU|DEF//det//84 mål//NN|NEU|PLU|IND|NOM//obj//82 som//HP|-|-|-//nsubj:pass//87 tidigare//AB|KOM//advmod//87 handlagts//VB|SUP|SFO//acl:relcl//84 av//PP//case//89 miljödomstol//NN|UTR|SIN|IND|NOM//obl:agent//87 och//KN//cc//91 fastighetsdomstol//NN|UTR|SIN|IND|NOM//conj//89 som//KN//mark//94 första//RO|NOM//amod//94 instans//NN|UTR|SIN|IND|NOM//conj//89 .//MAD//punct//82
1.2.3 Handläggningen i mark- och miljödomstolarna;Till//PP//case//97 överklagandemålen//NN|NEU|PLU|DEF|NOM//obl//3 hör//VB|PRS|AKT//conj//3 bl.a.//AB|AN//advmod//98 målen//NN|NEU|PLU|DEF|NOM//obj//98 om//PP//case//103 miljöfarlig//JJ|POS|UTR|SIN|IND|NOM//amod//103 verksamhet//NN|UTR|SIN|IND|NOM//nmod//100 som//HP|-|-|-//nsubj:pass//106 tidigare//AB|KOM//advmod//106 överklagats//VB|SUP|SFO//acl:relcl//103 till//PP//case//108 miljödomstol//NN|UTR|SIN|IND|NOM//obl//106 ,//MID//punct//110 fastighetsbildningsmål//NN|NEU|SIN|IND|NOM//conj//108 och//KN//cc//113 de//DT|UTR/NEU|PLU|DEF//det//113 mål//NN|NEU|PLU|IND|NOM//conj//108 enligt//PP//case//115 plan-//NN|UTR|-|-|SMS//nmod//113 och//KN//cc//117 bygglagen//NN|UTR|SIN|DEF|NOM//conj//115 som//HP|-|-|-//nsubj:pass//120 ska//VB|PRS|AKT//aux//120 överklagas//VB|INF|SFO//acl:relcl//113 till//PP//case//122 mark-//NN|UTR|-|-|SMS//obl//120 och//KN//cc//124 miljödomstol//NN|UTR|SIN|IND|NOM//conj//122 .//MAD//punct//3
1.2.3 Handläggningen i mark- och miljödomstolarna;Sammansättningen//NN|UTR|SIN|DEF|NOM//ROOT//0 i//PP//case//2 mark-//NN|UTR|-|-|SMS//nmod//0 och//KN//cc//4 miljödomstol//NN|UTR|SIN|IND|NOM//conj//2
