Romers rätt;–//RG|NOM//punct//2 en//DT|UTR|SIN|IND//det//2 strategi//NN|UTR|SIN|IND|NOM//ROOT//2 för//PP//case//4 romer//NN|UTR|PLU|IND|NOM//nmod//2 i//PP//case//6 Sverige//PM|NOM//nmod//4
1.5.2 Romer;Fram//AB//advmod//2 till//PP//case//2 1800-talet//NN|NEU|SIN|DEF|NOM//obl//3 användes//VB|PRT|SFO//ROOT//3 ”//PAD//punct//5 tattare//NN|UTR|PLU|IND|NOM//nsubj:pass//3 ///MID//cc//7 tatare//NN|UTR|PLU|IND|NOM//conj//5 ”//PAD//punct//3 om//PP//mark//11 såväl//KN//advmod//11 resande//NN|NEU|SIN|IND|NOM//obl//3 som//KN//cc//13 romer//NN|UTR|PLU|IND|NOM//conj//11 .//MAD//punct//3
1.5.2 Romer;Det//DT|NEU|SIN|DEF//det//17 historiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//17 begreppet//NN|NEU|SIN|DEF|NOM//nmod//20 ”//PAD//punct//17 zigenare//NN|UTR|SIN|IND|NOM//nmod//17 ”//PM|NOM//punct//3 användes//VB|PRT|SFO//xcomp//3 under//PP//case//23 1800-talet//NN|NEU|SIN|DEF|NOM//obl//21 och//KN//cc//27 fram//AB//advmod//27 till//PP//case//27 1954//RG|NOM//conj//21 och//KN//cc//29 omfattade//VB|PRT|AKT//conj//3 då//AB//advmod//29 gruppen//NN|UTR|SIN|DEF|NOM//nmod//33 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 romer//NN|UTR|PLU|IND|NOM//obj//29 .//MAD//punct//3
1.5.2 Romer;Efter//PP//case//36 1954//RG|NOM//obl//3 ,//MID//punct//36 sedan//SN//mark//42 inreseförbudet//NN|NEU|SIN|DEF|NOM//nsubj//42 för//PP//case//41 romer//NN|UTR|PLU|IND|NOM//nmod//39 upphört//VB|SUP|AKT//acl:relcl//36 ,//MID//punct//44 kom//VB|PRT|AKT//parataxis//3 beteckningen//NN|UTR|SIN|DEF|NOM//nsubj//44 ”//PM|NOM//punct//44 zigenare//NN|UTR|PLU|IND|NOM//nsubj:pass//3 ”//PAD//punct//3 att//IE//mark//50 omfatta//VB|INF|AKT//xcomp//3 alla//DT|UTR/NEU|PLU|IND/DEF//det//52 romer//NN|UTR|PLU|IND|NOM//obj//50 .//MAD//punct//3
1.5.2 Romer;Begreppet//NN|NEU|SIN|DEF|NOM//nmod//57 ”//RG|NOM//punct//54 zigenare//NN|UTR|PLU|IND|NOM//nmod//54 ”//PAD//punct//3 exkluderade//VB|PRT|AKT//parataxis//3 dock//AB//advmod//58 de//DT|UTR/NEU|PLU|DEF//det//61 resande//NN|UTR|PLU|IND|NOM//obj//58 som//HP|-|-|-//nsubj:pass//69 under//PP//case//64 tidsperioden//NN|UTR|SIN|DEF|NOM//obl//69 från//PP//case//66 1800-talet//NN|NEU|SIN|DEF|NOM//nmod//64 och//KN//cc//68 framåt//AB//conj//66 omnämndes//VB|PRT|SFO//acl:relcl//61 som//KN//mark//72 ”//PAD//punct//72 tattare//NN|UTR|SIN|IND|NOM//obl//69 ”//PAD//punct//3 .//MAD//punct//3
1.5.2 Romer;Sedan//PP//mark//77 1990talet//RG|NOM//nsubj:pass//77 används//VB|PRS|SFO//advcl//3 främst//AB|SUV//advmod//77 benämningen//NN|UTR|SIN|DEF|NOM//amod//80 romer//NN|UTR|PLU|IND|NOM//nsubj:pass//77 och//KN//cc//82 resande//NN|NEU|SIN|IND|NOM//conj//80 ,//MID//punct//85 alternativt//AB|POS//amod//85 resandefolket//NN|NEU|SIN|DEF|NOM//conj//80 .//MAD//punct//3

1.5.3 Självidentifikation;I//PP//case//1 Sverige//PM|NOM//obl//2 förekommer//VB|PRS|AKT//ROOT//2 ingen//DT|UTR|SIN|IND//det//5 etnisk//JJ|POS|UTR|SIN|IND|NOM//amod//5 registrering//NN|UTR|SIN|IND|NOM//nsubj//2 eller//KN//cc//8 samhällsstyrd//PC|PRF|UTR|SIN|IND|NOM//amod//8 bokföring//NN|UTR|SIN|IND|NOM//conj//5 av//PP//case//10 tillhörighet//NN|UTR|SIN|IND|NOM//nmod//8 till//PP//case//14 en//DT|UTR|SIN|IND//det//14 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//14 minoritet//NN|UTR|SIN|IND|NOM//obl//2 .//MAD//punct//2
1.5.3 Självidentifikation;Huruvida//SN//mark//3 en//DT|UTR|SIN|IND//det//2 person//NN|UTR|SIN|IND|NOM//nsubj:pass//3 räknas//VB|PRS|SFO//ROOT//3 som//KN//mark//6 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//6 minoritet//NN|UTR|SIN|IND|NOM//xcomp//3 eller//KN//cc//9 inte//AB//advmod//9 bygger//VB|PRS|AKT//conj//3 på//PP//case//11 självidentifikationsprincipen//NN|UTR|SIN|DEF|NOM//obl//9 .//MAD//punct//3
1.5.3 Självidentifikation;Den//DT|UTR|SIN|DEF//det//15 enskilde//JJ|POS|MAS|SIN|DEF|NOM//amod//15 individen//NN|UTR|SIN|DEF|NOM//nsubj//18 ska//VB|PRS|AKT//aux//18 själv//JJ|POS|UTR|SIN|IND|NOM//advmod//18 ha//VB|INF|AKT//parataxis//3 en//DT|UTR|SIN|IND//det//20 vilja//NN|UTR|SIN|IND|NOM//obj//18 att//IE//mark//22 tillhöra//VB|INF|AKT//acl//20 minoritetsgruppen//NN|UTR|SIN|DEF|NOM//obj//22 och//KN//cc//25 avgör//VB|PRS|AKT//conj//18 själv//JJ|POS|UTR|SIN|IND|NOM//advmod//25 hur//HA//advmod//31 den//DT|UTR|SIN|DEF//det//29 viljan//NN|UTR|SIN|DEF|NOM//nsubj:pass//31 ska//VB|PRS|AKT//aux//31 manifesteras//VB|INF|SFO//ccomp//25 .//MAD//punct//3

1.5.4 Antiziganism;Antiziganism//NN|UTR|SIN|IND|NOM//nsubj//2 är//VB|PRS|AKT//cop//2 fientlighet//NN|UTR|SIN|IND|NOM//ROOT//2 ,//MID//punct//4 fördomar//NN|UTR|PLU|IND|NOM//conj//2 ,//MID//punct//6 föreställningar//NN|UTR|PLU|IND|NOM//conj//2 eller//KN//cc//8 rasism//NN|UTR|SIN|IND|NOM//conj//2 riktat//VB|SUP|AKT//amod//2 mot//PP//case//11 romer//NN|UTR|PLU|IND|NOM//obl//9 och//KN//cc//15 en//DT|UTR|SIN|IND//det//15 distinkt//JJ|POS|UTR|SIN|IND|NOM//amod//15 form//NN|UTR|SIN|IND|NOM//conj//9 av//PP//case//17 rasism//NN|UTR|SIN|IND|NOM//nmod//15 .//MAD//punct//2
1.5.4 Antiziganism;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//22 är//VB|PRS|AKT//cop//22 både//KN//cc//22 likartad//PC|PRF|UTR|SIN|IND|NOM//conj//2 ,//MID//punct//24 skiljaktig//JJ|POS|UTR|SIN|IND|NOM//conj//22 och//KN//cc//26 sammanflätad//PC|PRF|UTR|SIN|IND|NOM//conj//22 med//PP//case//30 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 former//NN|UTR|PLU|IND|NOM//obl//22 av//PP//case//32 rasism//NN|UTR|SIN|IND|NOM//nmod//30 .//MAD//punct//22
1.5.4 Antiziganism;Antiziganism//NN|UTR|SIN|IND|NOM//nsubj//8 i//PP//case//2 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//nmod//0 självt//JJ|POS|NEU|SIN|IND|NOM//amod//2 är//VB|PRS|AKT//cop//8 ett//DT|NEU|SIN|IND//det//8 komplext//JJ|POS|NEU|SIN|IND|NOM//amod//8 socialt//JJ|POS|NEU|SIN|IND|NOM//amod//8 fenomen//NN|NEU|SIN|IND|NOM//ROOT//8 som//HP|-|-|-//nsubj:pass//10 manifesteras//VB|PRS|SFO//acl:relcl//8 genom//PP//case//12 våld//NN|NEU|SIN|IND|NOM//obl//10 ,//MID//punct//14 hat//NN|NEU|SIN|IND|NOM//conj//12 ,//MID//punct//16 utnyttjande//NN|NEU|SIN|IND|NOM//conj//12 och//KN//cc//18 diskriminering//NN|UTR|SIN|IND|NOM//conj//12 .//MID//punct//8
1.5.4 Antiziganism;Ett//PN|NEU|SIN|IND|SUB/OBJ//nsubj//28 av//PP//case//25 de//DT|UTR/NEU|PLU|DEF//det//25 starkaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//25 historiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 uttrycken//NN|NEU|PLU|DEF|NOM//nmod//20 för//PP//case//27 antiziganism//NN|UTR|SIN|IND|NOM//nmod//25 ägde//VB|PRT|AKT//conj//8 rum//NN|NEU|SIN|IND|NOM//compound:prt//28 under//PP//case//31 Förintelsen//NN|UTR|SIN|DEF|NOM//obl//28 då//HA//mark//34 romerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//34 utsattes//VB|PRT|SFO//advcl//28 för//PP//case//36 folkmord//NN|NEU|SIN|IND|NOM//obl//34 som//KN//mark//39 ett//DT|NEU|SIN|IND//det//39 led//NN|NEU|SIN|IND|NOM//acl:relcl//36 i//PP//case//42 nazisternas//NN|UTR|PLU|DEF|GEN//nmod:poss//42 utrotningsplan//NN|UTR|SIN|IND|NOM//obl//39 .//MAD//punct//28
1.5.4 Antiziganism;Exakta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 uppgifter//NN|UTR|PLU|IND|NOM//nsubj:pass//48 om//PP//case//47 omfattningen//NN|UTR|SIN|DEF|NOM//nmod//45 saknas//VB|PRS|SFO//parataxis//28 men//KN//cc//51 forskare//NN|UTR|PLU|IND|NOM//nsubj//51 uppskattar//VB|PRS|AKT//conj//48 att//SN//mark//64 mellan//PP//case//56 en//DT|UTR|SIN|IND//det//56 halv//JJ|POS|UTR|SIN|IND|NOM//fixed//54 miljon//NN|UTR|SIN|IND|NOM//obl//64 och//KN//cc//58 en//RG|UTR|SIN|IND|NOM//conj//56 och//KN//fixed//58 en//DT|UTR|SIN|IND//det//62 halv//JJ|POS|UTR|SIN|IND|NOM//fixed//60 miljon//RG|NOM//nmod//63 romer//NN|UTR|PLU|IND|NOM//nsubj:pass//64 förintades//VB|PRT|SFO//ccomp//51 .//MAD//punct//28
1.5.4 Antiziganism;Antiziganismen//NN|UTR|SIN|DEF|NOM//nsubj//1 har//VB|PRS|AKT//ROOT//1 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//3 rötter//NN|UTR|PLU|IND|NOM//obj//1 i//PP//case//8 en//DT|UTR|SIN|IND//det//8 lång//JJ|POS|UTR|SIN|IND|NOM//amod//8 historisk//JJ|POS|UTR|SIN|IND|NOM//amod//8 diskriminering//NN|UTR|SIN|IND|NOM//nmod//3 och//KN//cc//11 i//PP//case//11 kampen//NN|UTR|SIN|DEF|NOM//conj//8 att//IE//mark//13 upprätthålla//VB|INF|AKT//acl//11 maktförhållanden//NN|NEU|PLU|IND|NOM//obj//13 som//HP|-|-|-//nsubj//16 ger//VB|PRS|AKT//acl:relcl//14 fördelar//NN|UTR|PLU|IND|NOM//obj//16 eller//KN//cc//19 företräden//NN|NEU|PLU|IND|NOM//conj//17 åt//PP//case//21 majoritetsgrupperna//NN|UTR|PLU|DEF|NOM//obl//16 .//MAD//punct//1
1.5.4 Antiziganism;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//24 baseras//VB|PRS|SFO//parataxis//1 på//PP//case//30 ,//MID//punct//30 å//PP//advmod//30 ena//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 sidan//NN|UTR|SIN|DEF|NOM//nmod//30 främlingsfientlighet//NN|UTR|SIN|IND|NOM//obl//24 ,//MID//punct//33 negativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 stereotypier//NN|UTR|PLU|IND|NOM//conj//30 ,//MID//punct//35 myter//NN|UTR|PLU|IND|NOM//conj//30 och//KN//cc//38 religiösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 föreställningar//NN|UTR|PLU|IND|NOM//conj//30 om//PP//case//42 den//DT|UTR|SIN|DEF//det//42 romska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//42 gruppen//NN|UTR|SIN|DEF|NOM//nmod//38 och//KN//cc//46 å//PP//case//46 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//46 sidan//NN|UTR|SIN|DEF|NOM//conj//42 av//PP//case//52 ett//DT|NEU|SIN|IND//det//52 allmänt//JJ|POS|NEU|SIN|IND|NOM//advmod//50 förnekande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//52 eller//KN//cc//52 utplånande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//46 av//PP//case//56 en//DT|UTR|SIN|IND//det//56 lång//JJ|POS|UTR|SIN|IND|NOM//amod//56 historia//NN|UTR|SIN|IND|NOM//nmod//52 med//PP//case//58 diskriminering//NN|UTR|SIN|IND|NOM//nmod//56 av//PP//case//60 romer//NN|UTR|PLU|IND|NOM//nmod//58 .//MAD//punct//24
1.5.4 Antiziganism;I//PP//case//63 grunden//NN|UTR|SIN|DEF|NOM//obl//64 ligger//VB|PRS|AKT//conj//1 föreställningen//NN|UTR|SIN|DEF|NOM//nsubj//64 att//SN//mark//72 den//DT|UTR|SIN|DEF//det//69 romska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//69 gruppen//NN|UTR|SIN|DEF|NOM//nsubj//72 är//VB|PRS|AKT//cop//72 en//DT|UTR|SIN|IND//det//72 ras//NN|UTR|SIN|IND|NOM//ccomp//64 med//PP//case//76 medfött//JJ|POS|NEU|SIN|IND|NOM//amod//76 sämre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//76 egenskaper//NN|UTR|PLU|IND|NOM//nmod//72 än//KN//case//79 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//79 folk//NN|NEU|PLU|IND|NOM//nmod//76 .//MAD//punct//64
1.5.4 Antiziganism;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//5 för//PP//case//3 romska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 frågor//NN|UTR|PLU|IND|NOM//nmod//0 har//VB|PRS|AKT//aux//5 valt//VB|SUP|AKT//ROOT//5 att//IE//mark//7 utgå//VB|INF|AKT//xcomp//5 ifrån//PP//case//10 den//DT|UTR|SIN|DEF//det//10 definition//NN|UTR|SIN|IND|NOM//obl//7 som//HP|-|-|-//obj//15 Sverige//PM|NOM//nsubj//15 mot//PP//case//14 rasism//NN|UTR|SIN|IND|NOM//nmod//12 presenterar//VB|PRS|AKT//acl:relcl//10 på//PP//case//18 sin//PS|UTR|SIN|DEF//nmod:poss//18 hemsida//NN|UTR|SIN|IND|NOM//obl//15 ://MAD//punct//5
1.5.4 Antiziganism;Antiziganism//NN|UTR|SIN|IND|NOM//nsubj//5 är//VB|PRS|AKT//cop//5 en//DT|UTR|SIN|IND//det//5 bestående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 latent//JJ|POS|UTR|SIN|IND|NOM//amod//5 struktur//NN|UTR|SIN|IND|NOM//ROOT//5 av//PP//case//7 föreställningar//NN|UTR|PLU|IND|NOM//nmod//5 fientliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 mot//PP//case//10 romer//NN|UTR|PLU|IND|NOM//obl//8 som//KN//mark//12 kollektiv//NN|NEU|SIN|IND|NOM//acl:relcl//10 ,//MID//punct//19 vilka//HP|UTR/NEU|PLU|IND//nsubj:pass//19 på//PP//case//18 det//DT|NEU|SIN|DEF//det//18 individuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//18 planet//NN|NEU|SIN|DEF|NOM//obl//19 manifesteras//VB|PRS|SFO//acl:relcl//10 som//KN//case//21 attityder//NN|UTR|PLU|IND|NOM//obl//19 och//KN//cc//24 i//PP//case//24 kulturen//NN|UTR|SIN|DEF|NOM//conj//21 som//KN//mark//26 myter//NN|UTR|PLU|IND|NOM//obl//19 ,//MID//punct//28 ideologi//NN|UTR|SIN|IND|NOM//conj//26 ,//MID//punct//31 folkliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 traditioner//NN|UTR|PLU|IND|NOM//conj//26 och//KN//cc//33 bildspråk//NN|NEU|PLU|IND|NOM//conj//26 ,//MID//punct//37 och//KN//cc//37 i//PP//case//37 handlingar//NN|UTR|PLU|IND|NOM//conj//19 -//MID//punct//37  //_SP////38 social//JJ|POS|UTR|SIN|IND|NOM//amod//43 eller//KN//cc//42 legal//JJ|POS|UTR|SIN|IND|NOM//conj//40 diskriminering//NN|UTR|SIN|IND|NOM//appos//37 ,//MID//punct//46 politisk//JJ|POS|UTR|SIN|IND|NOM//amod//46 mobilisering//NN|UTR|SIN|IND|NOM//conj//43 mot//PP//case//48 romerna//NN|UTR|PLU|DEF|NOM//nmod//46 ,//MID//punct//54 och//KN//cc//54 kollektivt//JJ|POS|NEU|SIN|IND|NOM//amod//54 eller//KN//cc//53 statligt//JJ|POS|NEU|SIN|IND|NOM//conj//51 våld//NN|NEU|SIN|IND|NOM//conj//43 -//MID//punct//43  //_SP////55 vilket//HP|NEU|SIN|IND//nsubj//58 resulterar//VB|PRS|AKT//acl:relcl//43 i//PP//advmod//58 och//KN//cc//61 ///MID//conj//58 eller//KN//cc//63 syftar//VB|PRS|AKT//conj//58 till//PP//compound:prt//63 att//IE//mark//66 fjärma//VB|INF|AKT//xcomp//63 ,//MID//punct//68 driva//VB|INF|AKT//conj//58 bort//PL//compound:prt//68 eller//KN//cc//71 tillintetgöra//VB|INF|AKT//conj//58 romer//NN|UTR|PLU|IND|NOM//obj//71 just//AB//advmod//78 för//PP//mark//78 att//SN//fixed//74 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//78 är//VB|PRS|AKT//cop//78 romer//NN|UTR|PLU|IND|NOM//obl//58 .//MAD//punct//37
1.5.4 Antiziganism;(//PAD//punct//37 www.sverigemotrasism.nu//NN|UTR|SIN|IND|NOM//punct//5 )//PAD//punct//5

1.5.5 Diskriminering;Att//IE//mark//2 diskriminera//VB|INF|AKT//nsubj//2 betyder//VB|PRS|AKT//ROOT//2 att//IE//mark//4 urskilja//VB|INF|AKT//obj//2 och//KN//cc//6 särskilja//VB|INF|AKT//conj//4 .//MAD//punct//2
1.5.5 Diskriminering;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//9 betyder//VB|PRS|AKT//parataxis//2 också//AB//advmod//9 att//IE//mark//12 särbehandla//VB|INF|AKT//ccomp//9 personer//NN|UTR|PLU|IND|NOM//obj//12 illegitimt//AB|POS//advmod//12 pga//AB|AN//case//80 .//MAD//punct//9
1.5.5 Diskriminering;deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//18 ursprung//NN|NEU|SIN|IND|NOM//obj//9 ,//MID//punct//20 kön//NN|NEU|SIN|IND|NOM//conj//18 ,//MID//punct//22 etnicitet//NN|UTR|SIN|IND|NOM//conj//18 ,//MID//punct//24 kultur//NN|UTR|SIN|IND|NOM//conj//18 eller//KN//cc//27 annan//JJ|POS|UTR|SIN|IND|NOM//amod//27 kategoritillhörighet//NN|UTR|SIN|IND|NOM//conj//18 ,//MID//punct//9 och//KN//cc//34 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//34 är//VB|PRS|AKT//cop//34 med//PP//case//34 den//DT|UTR|SIN|DEF//det//34 innebörden//NN|UTR|SIN|DEF|NOM//conj//9 som//KN//mark//40 diskriminering//NN|UTR|SIN|IND|NOM//nsubj//40 är//VB|PRS|AKT//cop//40 ett//DT|NEU|SIN|IND//det//40 svårlöst//JJ|POS|NEU|SIN|IND|NOM//amod//40 samhällsproblem//NN|NEU|SIN|IND|NOM//appos//34 .//MAD//punct//9
1.5.5 Diskriminering;Diskriminering//NN|UTR|SIN|IND|NOM//nsubj//46 i//PP//case//45 denna//DT|UTR|SIN|DEF//det//45 betydelse//NN|UTR|SIN|IND|NOM//nmod//42 innebär//VB|PRS|AKT//parataxis//9 ett//DT|NEU|SIN|IND//det//48 avsteg//NN|NEU|SIN|IND|NOM//obj//46 från//PP//case//50 principen//NN|UTR|SIN|DEF|NOM//nmod//48 att//SN//mark//72 alla//DT|UTR/NEU|PLU|IND/DEF//det//53 människor//NN|UTR|PLU|IND|NOM//nsubj//72 oavsett//PP//case//55 ursprung//NN|NEU|SIN|IND|NOM//nmod//53 ,//MID//punct//57 kön//NN|NEU|SIN|IND|NOM//conj//55 ,//MID//punct//59 grupptillhörighet//NN|UTR|SIN|IND|NOM//conj//55 ,//MID//punct//61 språk//NN|NEU|SIN|IND|NOM//conj//55 ,//MID//punct//63 religion//NN|UTR|SIN|IND|NOM//conj//55 ,//MID//punct//65 kultur//NN|UTR|SIN|IND|NOM//conj//55 ,//MID//punct//67 nationalitet//NN|UTR|SIN|IND|NOM//conj//55 ,//MID//punct//69 samhällsklass//NN|UTR|SIN|IND|NOM//conj//55 och//KN//cc//71 livsomständigheter//NN|UTR|PLU|IND|NOM//conj//55 har//VB|PRS|AKT//advcl//46 lika//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//74 värde//NN|NEU|SIN|IND|NOM//obj//72 .//MAD//punct//46
1.5.5 Diskriminering;Vi//PN|UTR|PLU|DEF|SUB//nsubj//77 skiljer//VB|PRS|AKT//parataxis//46 mellan//PP//case//80 personlig//JJ|POS|UTR|SIN|IND|NOM//amod//80 diskriminering//NN|UTR|SIN|IND|NOM//obl//77 ,//MID//punct//83 institutionell//JJ|POS|UTR|SIN|IND|NOM//amod//83 diskriminering//NN|UTR|SIN|IND|NOM//conj//80 och//KN//cc//86 strukturell//JJ|POS|UTR|SIN|IND|NOM//amod//86 diskriminering//NN|UTR|SIN|IND|NOM//conj//83 .//MAD//punct//9
1.5.5 Diskriminering;Vi//PN|UTR|PLU|DEF|SUB//nsubj//1 utvecklar//VB|PRS|AKT//ROOT//1 resonemangen//NN|NEU|PLU|DEF|NOM//obj//1 kring//PP//case//6 dessa//DT|UTR/NEU|PLU|DEF//det//6 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 former//NN|UTR|PLU|IND|NOM//nmod//2 av//PP//case//8 diskriminering//NN|UTR|SIN|IND|NOM//nmod//6 närmare//AB|KOM//advmod//6 i//PP//case//11 kapitel//NN|NEU|SIN|IND|NOM//nmod//12 13//RG|NOM//nummod//13 Rätten//NN|UTR|SIN|DEF|NOM//appos//6 att//IE//mark//17 inte//AB//advmod//17 bli//VB|INF|AKT//aux:pass//17 diskriminerad//PC|PRF|UTR|SIN|IND|NOM//acl//13 .//MAD//punct//1

2 Minoritetsrättigheter är mänskliga rättigheter;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 valt//VB|SUP|AKT//ROOT//2 att//IE//mark//4 redovisa//VB|INF|AKT//xcomp//2 sitt//PS|NEU|SIN|DEF//nmod:poss//6 uppdrag//NN|NEU|SIN|IND|NOM//obj//4 med//PP//case//11 utgångspunkt//NN|UTR|SIN|IND|NOM//fixed//7 i//PP//fixed//7 ett//DT|NEU|SIN|IND//det//11 rättighetsperspektiv//NN|NEU|SIN|IND|NOM//obl//4 där//HA//advmod//17 minoritetsrättigheter//NN|UTR|PLU|IND|NOM//nsubj//17 av//PP//case//16 naturliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 skäl//NN|NEU|PLU|IND|NOM//nmod//13 har//VB|PRS|AKT//acl:relcl//11 central//JJ|POS|UTR|SIN|IND|NOM//amod//19 betydelse//NN|UTR|SIN|IND|NOM//obj//17 .//MAD//punct//2
2 Minoritetsrättigheter är mänskliga rättigheter;I//PP//case//23 det//DT|NEU|SIN|DEF//det//23 sammanhanget//NN|NEU|SIN|DEF|NOM//obl//26 är//VB|PRS|AKT//cop//26 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//26 ändamålsenligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//2 att//IE//mark//28 belysa//VB|INF|AKT//csubj//26 det//DT|NEU|SIN|DEF//det//31 nära//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//31 sambandet//NN|NEU|SIN|DEF|NOM//obj//28 mellan//PP//case//33 minoritetsrättigheter//NN|UTR|PLU|IND|NOM//nmod//31 och//KN//cc//36 mänskliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 rättigheter//NN|UTR|PLU|IND|NOM//conj//33 .//MAD//punct//2
2 Minoritetsrättigheter är mänskliga rättigheter;I//PP//case//40 detta//DT|NEU|SIN|DEF//det//40 kapitel//NN|NEU|SIN|IND|NOM//obl//41 illustrerar//VB|PRS|AKT//parataxis//2 vi//PN|UTR|PLU|DEF|SUB//nsubj//41 konstaterandet//NN|NEU|SIN|DEF|NOM//obj//41 att//SN//mark//48 minoritetsrättigheter//NN|UTR|PLU|IND|NOM//nsubj//48 är//VB|PRS|AKT//cop//48 mänskliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 rättigheter//NN|UTR|PLU|IND|NOM//obj//41 med//PP//case//56 en//DT|UTR|SIN|IND//det//56 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//56 ,//MID//punct//53 europeisk//JJ|POS|UTR|SIN|IND|NOM//conj//51 och//KN//cc//55 nationell//JJ|POS|UTR|SIN|IND|NOM//conj//51 ansats//NN|UTR|SIN|IND|NOM//nmod//48 .//MAD//punct//41

2.1 Bakgrund;Minoriteters//PM|GEN//nmod:poss//1 rättigheter//NN|UTR|PLU|IND|NOM//nsubj//5 är//VB|PRS|AKT//cop//5 inte//AB//advmod//5 något//DT|NEU|SIN|IND//det//5 ovanligt//JJ|POS|NEU|SIN|IND|NOM//ROOT//5 eller//KN//cc//7 något//DT|NEU|SIN|IND//det//8 nytt//JJ|POS|NEU|SIN|IND|NOM//advmod//5 .//MAD//punct//5
2.1 Bakgrund;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//12 har//VB|PRS|AKT//aux//12 funnits//VB|SUP|SFO//conj//5 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 former//NN|UTR|PLU|IND|NOM//obj//12 av//PP//case//17 rättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 speciallösningar//NN|UTR|PLU|IND|NOM//nmod//14 för//PP//case//19 minoriteter//NN|UTR|PLU|IND|NOM//nmod//17 genom//PP//case//21 årtusendena//NN|NEU|PLU|DEF|NOM//nmod//19 .//MAD//punct//12
2.1 Bakgrund;Nytt//JJ|POS|NEU|SIN|IND|NOM//conj//5 är//VB|PRS|AKT//conj//5 däremot//AB//advmod//5 att//SN//mark//29 ordet//NN|NEU|SIN|DEF|NOM//nmod//28 rättigheter//NN|UTR|PLU|IND|NOM//nsubj:pass//29 används//VB|PRS|SFO//csubj//5 ,//MID//punct//29 för//PP//case//34 de//DT|UTR/NEU|PLU|DEF//det//34 rättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 lösningar//NN|UTR|PLU|IND|NOM//obl//29 som//HP|-|-|-//nsubj//36 funnits//VB|SUP|SFO//acl:relcl//34 tidigare//AB|KOM//advmod//36 har//VB|PRS|AKT//aux//40 inte//AB//advmod//40 gått//VB|SUP|AKT//conj//5 under//PP//case//43 den//DT|UTR|SIN|DEF//det//43 beteckningen//NN|UTR|SIN|DEF|NOM//obl//40 .//MAD//punct//5
