Till statsrådet Maj-Inger Klingvall ;"Genom//PP//case//1 beslut//NN|NEU|SIN|IND|NOM//obl//6 den//DT|UTR|SIN|DEF//det//4 18//RG|NOM//nummod//4 december//NN|UTR|SIN|IND|NOM//obl//6 1997//RG|NOM//nummod//4 bemyndigade//VB|PRT|AKT//ROOT//6 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//6 statsrådet//NN|NEU|SIN|DEF|NOM//obj//6 Maj-Inger//PM|NOM//nsubj//6 Klingvall//PM|NOM//flat:name//9 att//IE//mark//12 utse//VB|INF|AKT//acl//9 en//DT|UTR|SIN|IND//det//15 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//15 utredare//NN|UTR|SIN|IND|NOM//obj//12 med//PP//case//17 uppdrag//NN|NEU|SIN|IND|NOM//obl//12 att//IE//mark//19 lämna//VB|INF|AKT//acl//17 förslag//NN|NEU|SIN|IND|NOM//obj//19 till//PP//case//22 konstruktion//NN|UTR|SIN|IND|NOM//nmod//20 av//PP//case//25 övergångsvis//AB//amod//25 garantipension//NN|UTR|SIN|IND|NOM//nmod//22 för//PP//case//28 de//DT|UTR/NEU|PLU|DEF//det//28 ålderspensionärer//NN|UTR|PLU|IND|NOM//obl//19 som//HP|-|-|-//nsubj:pass//33 inte//AB//advmod//33 kommer//VB|PRS|AKT//aux//33 att//IE//mark//33 omfattas//VB|INF|SFO//acl:relcl//28 av//PP//case//35 regelsystemet//NN|NEU|SIN|DEF|NOM//obl//33 för//PP//case//37 garantipension//NN|UTR|SIN|IND|NOM//nmod//35 inom//PP//case//41 den//DT|UTR|SIN|DEF//det//41 reformerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//41 ålderspensioneringen//NN|UTR|SIN|DEF|NOM//nmod//37 ;//MID//punct//6"
6 Förslag till Lag om ändring i lagen (1998:707) om ändring i lagen (1990:773) om särskilt pensionstillägg till ålderspension för långvarig vård av sjukt eller handikappat barn;För//PP//case//1 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//18 som//HP|-|-|-//nsubj//4 har//VB|PRS|AKT//aux//4 börjat//VB|SUP|AKT//acl:relcl//1 uppbära//VB|INF|AKT//xcomp//4 särskilt//AB//amod//7 pensionstillägg//NN|NEU|SIN|IND|NOM//obj//5 före//PP//case//10 den//DT|UTR|SIN|DEF//det//10 månad//NN|UTR|SIN|IND|NOM//obl//5 då//HA//mark//15 han//PN|UTR|SIN|DEF|SUB//nsubj//15 eller//KN//cc//14 hon//PN|UTR|SIN|DEF|SUB//conj//12 fyller//VB|PRS|AKT//acl:relcl//10 65//RG|NOM//nummod//17 år//NN|NEU|PLU|IND|NOM//obj//15 minskas//VB|PRS|SFO//ROOT//18 tillägget//NN|NEU|SIN|DEF|NOM//nsubj:pass//18 med//PP//case//22 0,5//RG|NOM//nummod//22 procent//NN|UTR|SIN|IND|NOM//obl//18 för//PP//case//25 varje//DT|UTR/NEU|SIN|IND//det//25 månad//NN|UTR|SIN|IND|NOM//obl//18 som//HP|-|-|-//nsubj:pass//31 ,//MID//punct//26 då//HA//advmod//30 tillägget//NN|NEU|SIN|DEF|NOM//nsubj//30 börjar//VB|PRS|AKT//advcl//31 utges//VB|INF|SFO//acl:relcl//25 ,//MID//punct//33 återstår//VB|PRS|AKT//conj//31 till//PP//case//36 den//DT|UTR|SIN|DEF//det//36 månad//NN|UTR|SIN|IND|NOM//obl//33 då//HA//mark//41 han//PN|UTR|SIN|DEF|SUB//nsubj//41 eller//KN//cc//40 hon//PN|UTR|SIN|DEF|SUB//conj//38 fyller//VB|PRS|AKT//advcl//33 65//RG|NOM//nummod//43 år//NN|NEU|PLU|IND|NOM//obj//41 .//MAD//punct//18
6 Förslag till Lag om ändring i lagen (1998:707) om ändring i lagen (1990:773) om särskilt pensionstillägg till ålderspension för långvarig vård av sjukt eller handikappat barn;För//PP//case//1 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//20 som//HP|-|-|-//nsubj//4 har//VB|PRS|AKT//aux//4 börjat//VB|SUP|AKT//acl:relcl//1 att//IE//mark//6 uppbära//VB|INF|AKT//xcomp//4 särskilt//AB//amod//8 pensionstillägg//NN|NEU|SIN|IND|NOM//obj//6 efter//PP//case//11 den//DT|UTR|SIN|DEF//det//11 månad//NN|UTR|SIN|IND|NOM//obl//6 då//HA//mark//17 han//PN|UTR|SIN|DEF|SUB//nsubj//17 eller//KN//cc//15 hon//PN|UTR|SIN|DEF|SUB//conj//13 har//VB|PRS|AKT//aux//17 fyllt//VB|SUP|AKT//acl:relcl//11 65//RG|NOM//nummod//19 år//NN|NEU|PLU|IND|NOM//obj//17 ökas//VB|PRS|SFO//ROOT//20 tillägget//NN|NEU|SIN|DEF|NOM//nsubj:pass//20 med//PP//case//24 0,7//RG|NOM//nummod//24 procent//NN|UTR|PLU|IND|NOM//obl//20 för//PP//case//27 varje//DT|UTR/NEU|SIN|IND//det//27 månad//NN|UTR|SIN|IND|NOM//obl//20 som//HP|-|-|-//nsubj:pass//33 ,//MID//punct//28 då//HA//advmod//32 tillägget//NN|NEU|SIN|DEF|NOM//nsubj//32 börjar//VB|PRS|AKT//advcl//33 utges//VB|INF|SFO//acl:relcl//27 ,//MID//punct//35 förflutit//PC|PRF|NEU|SIN|IND|NOM//conj//33 från//PP//case//38 den//DT|UTR|SIN|DEF//det//38 månad//NN|UTR|SIN|IND|NOM//obl//35 när//HA//mark//43 han//PN|UTR|SIN|DEF|SUB//nsubj//43 eller//KN//cc//42 hon//PN|UTR|SIN|DEF|SUB//conj//40 fyllt//VB|SUP|AKT//advcl//35 65//RG|NOM//nummod//45 år//NN|NEU|PLU|IND|NOM//obj//43 ,//MID//punct//43 dock//KN//advmod//48 längst//AB|SUV//advmod//49 till//AB//advmod//43 och//KN//fixed//49 med//AB//case//53 den//DT|UTR|SIN|DEF//det//53 månad//NN|UTR|SIN|IND|NOM//obl//43 när//HA//mark//58 han//PN|UTR|SIN|DEF|SUB//nsubj//58 eller//KN//cc//57 hon//PN|UTR|SIN|DEF|SUB//conj//55 fyllt//VB|SUP|AKT//advcl//43 70//RG|NOM//nummod//60 år//NN|NEU|PLU|IND|NOM//obj//58 .//MAD//punct//20
6 Förslag till Lag om ändring i lagen (1998:707) om ändring i lagen (1990:773) om särskilt pensionstillägg till ålderspension för långvarig vård av sjukt eller handikappat barn;För//PP//case//1 den//PN|UTR|SIN|DEF|SUB/OBJ//ROOT//1 som//HP|-|-|-//nsubj:pass//5 inte//AB//advmod//5 kan//VB|PRS|AKT//aux//5 tillgodoräknas//VB|INF|SFO//acl:relcl//1 40//RG|NOM//nummod//7 års//NN|NEU|PLU|IND|GEN//nmod:poss//8 försäkringstid//NN|UTR|SIN|IND|NOM//obj//5 för//PP//case//10 garantipension//NN|UTR|SIN|IND|NOM//nmod//8 enligt//PP//case//12 lagen//NN|UTR|SIN|DEF|NOM//obl//5 (//PAD//punct//14 1998:702//RG|NOM//appos//12 )//PAD//punct//14 om//PP//mark//18 garantipension//NN|UTR|SIN|IND|NOM//nsubj//18 utgör//VB|PRS|AKT//acl:relcl//1 särskilt//AB//amod//20 pensionstillägg//NN|NEU|SIN|IND|NOM//obj//18 till//PP//case//22 ålderspension//NN|UTR|SIN|IND|NOM//obl//18 samma//DT|UTR/NEU|SIN/PLU|IND//det//24 andel//NN|UTR|SIN|IND|NOM//obj//18 av//PP//case//28 det//DT|NEU|SIN|DEF//det//28 särskilda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//28 pensionstillägget//NN|NEU|SIN|DEF|NOM//nmod//24 ,//MID//punct//30 beräknat//PC|PRF|NEU|SIN|IND|NOM//conj//18 enligt//PP//case//33 första-tredje//RO|NOM//amod//33 styckena//NN|NEU|PLU|DEF|NOM//obl//30 ,//MID//punct//46 som//KN//obj//46 garantipension//NN|UTR|SIN|IND|NOM//nsubj//46 enligt//PP//case//40 3//RG|NOM//nummod//39 kap.//NN|AN//nmod//40 6//RG|NOM//nummod//42  //_SP////40 §//NN|AN//nmod//43 lagen//NN|UTR|SIN|DEF|NOM//nmod//36 om//PP//mark//46 garantipension//NN|UTR|SIN|IND|NOM//nsubj//46 utgör//VB|PRS|AKT//acl:relcl//33 eller//KN//cc//55 ,//MID//punct//55 om//SN//case//50 förutsättningarna//NN|UTR|PLU|DEF|NOM//nsubj//55 för//PP//case//52 rätt//NN|UTR|SIN|IND|NOM//nmod//50 till//PP//case//54 garantipension//NN|UTR|SIN|IND|NOM//nmod//52 förelegat//VB|SUP|AKT//conj//46 ,//MID//punct//18 skulle//VB|PRT|AKT//aux//58 utgöra//VB|INF|AKT//conj//18 av//PP//case//62 oavkortad//PC|PRF|UTR|SIN|IND|NOM//amod//62 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//62 pension//NN|UTR|SIN|IND|NOM//obl//58 .//MAD//punct//1
6 Förslag till Lag om ändring i lagen (1998:707) om ändring i lagen (1990:773) om särskilt pensionstillägg till ålderspension för långvarig vård av sjukt eller handikappat barn;För//PP//case//1 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//37 som//HP|-|-|-//nsubj//4 är//VB|PRS|AKT//cop//4 född//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//1 år//NN|NEU|SIN|IND|NOM//nmod//6 1937//RG|NOM//obl//4 eller//KN//cc//8 tidigare//AB|KOM//conj//6 och//KN//cc//13 som//HP|-|-|-//nsubj:pass//13 inte//AB//advmod//13 kan//VB|PRS|AKT//aux//13 tillgodoräknas//VB|INF|SFO//conj//4 full//JJ|POS|UTR|SIN|IND|NOM//amod//15 försäkringstid//NN|UTR|SIN|IND|NOM//obj//13 för//PP//case//17 folkpension//NN|UTR|SIN|IND|NOM//nmod//15 enligt//PP//case//19 bestämmelserna//NN|UTR|PLU|DEF|NOM//nmod//17 i//PP//case//25 5//RG|NOM//nummod//22 kap.//NN|AN//nmod//23 1//RG|NOM//nummod//24 §//NN|AN//nmod//25 lagen//NN|UTR|SIN|DEF|NOM//nmod//19 om//PP//case//28 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//28 försäkring//NN|UTR|SIN|IND|NOM//nmod//25 i//PP//case//31 paragrafens//NN|UTR|SIN|DEF|GEN//nmod:poss//31 lydelse//NN|UTR|SIN|IND|NOM//nmod//28 före//PP//case//35 den//DT|UTR|SIN|DEF//det//35 1//RO|NOM//nummod//35 januari//NN|UTR|SIN|IND|NOM//nmod//25 2001//RG|NOM//nummod//35 utgör//VB|PRS|AKT//ROOT//37 särskilt//AB//amod//39 pensionstillägg//NN|NEU|SIN|IND|NOM//nsubj//37 till//PP//case//41 ålderspension//NN|UTR|SIN|IND|NOM//obl//37 samma//DT|UTR/NEU|SIN/PLU|IND//det//43 andel//NN|UTR|SIN|IND|NOM//obj//37 av//PP//case//47 det//DT|NEU|SIN|DEF//det//47 särskilda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//47 pensionstillägget//NN|NEU|SIN|DEF|NOM//nmod//43 ,//MID//punct//37 beräknat//PC|PRF|NEU|SIN|IND|NOM//conj//37 efter//PP//case//52 första-tredje//RO|NOM//amod//52 styckena//NN|NEU|PLU|DEF|NOM//obl//49 ,//MID//punct//49 som//HP|-|-|-//nsubj:pass//57 skulle//VB|PRT|AKT//aux//57 ha//VB|INF|AKT//aux//57 utgetts//VB|SUP|SFO//conj//37 med//PP//case//60 viss//JJ|POS|UTR|SIN|IND|NOM//amod//60 andel//NN|UTR|SIN|IND|NOM//obl//57 av//PP//case//64 oavkortad//PC|PRF|UTR|SIN|IND|NOM//amod//64 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//64 folkpension//NN|UTR|SIN|IND|NOM//nmod//60 .//MAD//punct//37
6 Förslag till Lag om ändring i lagen (1998:707) om ändring i lagen (1990:773) om särskilt pensionstillägg till ålderspension för långvarig vård av sjukt eller handikappat barn;För//PP//case//67 den//DT|UTR|SIN|DEF//obl//37  //_SP////67 som//HP|-|-|-//nsubj//71 är//VB|PRS|AKT//cop//71 född//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//67
6 Förslag till Lag om ändring i lagen (1998:707) om ändring i lagen (1990:773) om särskilt pensionstillägg till ålderspension för långvarig vård av sjukt eller handikappat barn;Om//SN//mark//3 inte//AB//advmod//3 annat//PN|NEU|SIN|IND|SUB/OBJ//nsubj//3 följer//VB|PRS|AKT//advcl//10 av//PP//case//6 denna//DT|UTR|SIN|DEF//det//6 lag//NN|UTR|SIN|IND|NOM//obl//3 skall//VB|PRS|AKT//aux//10 vad//HP|NEU|SIN|IND//dislocated//10 som//HP|-|-|-//nsubj:pass//10 föreskrivs//VB|PRS|SFO//ROOT//10 om//PP//case//12 garantipension//NN|UTR|SIN|IND|NOM//obl//10 i//PP//case//14 lagen//NN|UTR|SIN|DEF|NOM//nmod//12 (//PAD//punct//16 1998:702//RG|NOM//appos//10 )//PAD//punct//16 om//PP//case//19 garantipension//NN|UTR|SIN|IND|NOM//nsubj:pass//24 eller//KN//cc//23 i//PP//case//23 annan//JJ|POS|UTR|SIN|IND|NOM//amod//23 författning//NN|UTR|SIN|IND|NOM//conj//19 tillämpas//VB|PRS|SFO//conj//10 på//PP//case//27 särskilt//PC|PRF|NEU|SIN|IND|NOM//amod//27 pensionstillägg//NN|NEU|SIN|IND|NOM//obl//24 .//MAD//punct//10
6 Förslag till Lag om ändring i lagen (1998:707) om ändring i lagen (1990:773) om särskilt pensionstillägg till ålderspension för långvarig vård av sjukt eller handikappat barn;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//33 skall//VB|PRS|AKT//aux//33 dock//AB//advmod//33 inte//AB//advmod//33 gälla//VB|INF|AKT//parataxis//10 i//PP//case//37 fråga//NN|UTR|SIN|IND|NOM//fixed//34 om//PP//fixed//34 samordning//NN|UTR|SIN|IND|NOM//obl//33 med//PP//case//40 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//40 livränta//NN|UTR|SIN|IND|NOM//nmod//37 som//HP|-|-|-//nsubj:pass//42 avses//VB|PRS|SFO//acl:relcl//40 i//PP//case//45 4//RG|NOM//nummod//45 kap.//NN|AN//obl//42 4//RG|NOM//nummod//47 §//NN|AN//nmod//48 lagen//NN|UTR|SIN|DEF|NOM//obl//42 om//PP//case//50 garantipension//NN|UTR|SIN|IND|NOM//nmod//48 .//MAD//punct//48
6 Förslag till Lag om ändring i lagen (1998:707) om ändring i lagen (1990:773) om särskilt pensionstillägg till ålderspension för långvarig vård av sjukt eller handikappat barn;år1938//NN|NEU|SIN|IND|NOM//conj//33 eller//KN//cc//54 senare//AB|KOM//conj//52 och//KN//cc//59 som//HP|-|-|-//nsubj:pass//59 inte//AB//advmod//59 kan//VB|PRS|AKT//aux//59 tillgodoräknas//VB|INF|SFO//conj//52 40//RG|NOM//nummod//61 års//NN|NEU|PLU|IND|GEN//nmod:poss//62 försäkringstid//NN|UTR|SIN|IND|NOM//obj//59 för//PP//case//64 garantipension//NN|UTR|SIN|IND|NOM//nmod//62 enligt//PP//case//66 lagen//NN|UTR|SIN|DEF|NOM//obl//59 (//PAD//punct//68 1998:702//RG|NOM//appos//66 )//PAD//punct//68 om//PP//mark//72 garantipension//NN|UTR|SIN|IND|NOM//nsubj//72 utgör//VB|PRS|AKT//advcl//10 särskilt//AB//amod//74 pensionstillägg//NN|NEU|SIN|IND|NOM//obj//72 till//PP//case//76 ålderspension//NN|UTR|SIN|IND|NOM//obl//72 samma//DT|UTR/NEU|SIN/PLU|IND//det//78 andel//NN|UTR|SIN|IND|NOM//obj//72 av//PP//case//82 det//DT|NEU|SIN|DEF//det//82 särskilda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//82 pensionstillägget//NN|NEU|SIN|DEF|NOM//nmod//78 ,//MID//punct//84 beräknat//PC|PRF|NEU|SIN|IND|NOM//conj//72 enligt//PP//case//89  //_SP////85 första-tredje//RO|NOM//amod//89  //_SP////87 styckena//NN|NEU|PLU|DEF|NOM//obl//84 ,//MID//punct//89 som//KN//mark//92 garantipension//NN|UTR|SIN|IND|NOM//acl:relcl//89 enligt//PP//case//95 3//RG|NOM//nummod//95 kap//NN|AN//nmod//92 .15//RG|NOM//punct//10 §//NN|AN//nmod//98 lagen//NN|UTR|SIN|DEF|NOM//obl//10 om//PP//mark//101 garantipension//NN|UTR|SIN|IND|NOM//nsubj//101 utgör//VB|PRS|AKT//advcl//10 eller//KN//cc//110 ,//MID//punct//110 om//SN//case//105 förutsättningarna//NN|UTR|PLU|DEF|NOM//nsubj//110 för//PP//case//107 rätt//NN|UTR|SIN|IND|NOM//nmod//105 till//PP//case//109 garantipension//NN|UTR|SIN|IND|NOM//nmod//107 förelegat//VB|SUP|AKT//conj//101 ,//MID//punct//10 skulle//VB|PRT|AKT//aux//113 utgöra//VB|INF|AKT//conj//10 av//PP//case//117 oavkortad//PC|PRF|UTR|SIN|IND|NOM//amod//117 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//117 pension//NN|UTR|SIN|IND|NOM//obl//113 .//MAD//punct//10
6 Förslag till Lag om ändring i lagen (1998:707) om ändring i lagen (1990:773) om särskilt pensionstillägg till ålderspension för långvarig vård av sjukt eller handikappat barn;6//RG|NOM//nummod//120 §//NN|AN//obl//10
6 Förslag till Lag om ändring i lagen (1998:707) om ändring i lagen (1990:773) om särskilt pensionstillägg till ålderspension för långvarig vård av sjukt eller handikappat barn;Om//SN//mark//3 inte//AB//advmod//3 annat//PN|NEU|SIN|IND|SUB/OBJ//nsubj//3 följer//VB|PRS|AKT//advcl//10 av//PP//case//6 denna//DT|UTR|SIN|DEF//det//6 lag//NN|UTR|SIN|IND|NOM//obl//3 skall//VB|PRS|AKT//aux//10 vad//HP|NEU|SIN|IND//dislocated//10 som//HP|-|-|-//nsubj:pass//10 föreskrivs//VB|PRS|SFO//ROOT//10 om//PP//case//12 garantipension//NN|UTR|SIN|IND|NOM//obl//10 i//PP//case//14 lagen//NN|UTR|SIN|DEF|NOM//nmod//12 (//PAD//punct//16 1998:702//RG|NOM//appos//10 )//PAD//punct//16 om//PP//case//19 garantipension//NN|UTR|SIN|IND|NOM//nsubj:pass//24 eller//KN//cc//23 i//PP//case//23 annan//JJ|POS|UTR|SIN|IND|NOM//amod//23 författning//NN|UTR|SIN|IND|NOM//conj//19 tillämpas//VB|PRS|SFO//conj//10 på//PP//case//27 särskilt//PC|PRF|NEU|SIN|IND|NOM//amod//27 pensionstillägg//NN|NEU|SIN|IND|NOM//obl//24 .//MAD//punct//10
6 Förslag till Lag om ändring i lagen (1998:707) om ändring i lagen (1990:773) om särskilt pensionstillägg till ålderspension för långvarig vård av sjukt eller handikappat barn;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//33 skall//VB|PRS|AKT//aux//33 dock//AB//advmod//33 inte//AB//advmod//33 gälla//VB|INF|AKT//parataxis//10 i//PP//case//37 fråga//NN|UTR|SIN|IND|NOM//fixed//34 om//PP//fixed//34 samordning//NN|UTR|SIN|IND|NOM//obl//33 med//PP//case//40 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//40 livränta//NN|UTR|SIN|IND|NOM//nmod//37 som//HP|-|-|-//nsubj:pass//42 avses//VB|PRS|SFO//acl:relcl//40 i//PP//case//46 4//RG|NOM//nummod//45 kap.//NN|AN//nmod//46 4//RG|NOM//nummod//49 och//KN//cc//46 5//RG|NOM//nummod//46 §//NN|AN//nmod//50 §//NN|AN//obl//42  //_SP////50 lagen//NN|UTR|SIN|DEF|NOM//obl//42 om//PP//case//54 garantipension//NN|UTR|SIN|IND|NOM//nmod//52 .//MAD//punct//10
6 Förslag till Lag om ändring i lagen (1998:707) om ändring i lagen (1990:773) om särskilt pensionstillägg till ålderspension för långvarig vård av sjukt eller handikappat barn;I//PP//case//3 fråga//NN|UTR|SIN|IND|NOM//fixed//0 om//PP//case//3 inkomstskatt//NN|UTR|SIN|IND|NOM//obl//4 gäller//VB|PRS|AKT//ROOT//4 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//6 föreskrifter//NN|UTR|PLU|IND|NOM//obj//4 .//MAD//punct//4

7 Förslag till Lag om ändring i lagen (1998:703) om handikappersättning och vårdbidrag;Härigenom//AB//nsubj:pass//1 föreskrivs//VB|PRS|SFO//ROOT//1 i//PP//advmod//1 fråga//NN|UTR|SIN|IND|NOM//fixed//2 om//PP//fixed//2 lagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 (//PAD//punct//7 1998:703//RG|NOM//conj//5 )//PAD//punct//7 om//PP//case//10 handikappersättning//NN|UTR|SIN|IND|NOM//nmod//5 och//KN//cc//12 vårdbidrag//NN|NEU|SIN|IND|NOM//conj//10 att//SN//mark//18 17//RG|NOM//nummod//15 §//NN|AN//nmod//16 §//NN|AN//nsubj//18 skall//VB|PRS|AKT//aux//18 ha//VB|INF|AKT//acl//10 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//20 lydelse//NN|UTR|SIN|IND|NOM//obj//18 .//MAD//punct//5
7 Förslag till Lag om ändring i lagen (1998:703) om handikappersättning och vårdbidrag;17//RG|NOM//nummod//23 §//NN|AN//appos//5
7 Förslag till Lag om ändring i lagen (1998:703) om handikappersättning och vårdbidrag;Handikappersättning//NN|UTR|SIN|IND|NOM//nsubj:pass//4 och//KN//cc//2 vårdbidrag//NN|NEU|SIN|IND|NOM//conj//0 skall//VB|PRS|AKT//aux//4 betalas//VB|INF|SFO//ROOT//4 ut//PL//compound:prt//4 månadsvis//AB//advmod//4 .//MID//punct//4
7 Förslag till Lag om ändring i lagen (1998:703) om handikappersättning och vårdbidrag;När//HA//mark//10 ersättningsbeloppet//NN|NEU|SIN|DEF|NOM//nsubj:pass//10 beräknas//VB|PRS|SFO//advcl//18 för//PP//case//12 månad//NN|UTR|SIN|IND|NOM//obl//10 skall//VB|PRS|AKT//aux//18 den//DT|UTR|SIN|DEF//det//15 ersättning//NN|UTR|SIN|IND|NOM//nsubj//18 för//PP//case//17 år//NN|NEU|SIN|IND|NOM//nmod//15 räknat//PC|PRF|NEU|SIN|IND|NOM//parataxis//4 från//PP//mark//23 vilken//HP|UTR|SIN|IND//nsubj:pass//23 beräkningen//NN|UTR|SIN|DEF|NOM//nsubj//22 utgår//VB|PRS|AKT//acl:relcl//20 avrundas//VB|INF|SFO//advcl//18 till//PP//case//26 närmaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//26 krontal//NN|NEU|SIN|IND|NOM//obl//23 som//HP|-|-|-//nsubj//30 är//VB|PRS|AKT//cop//30 jämnt//AB|POS//amod//30 delbart//JJ|POS|NEU|SIN|IND|NOM//acl:relcl//26 med//PP//case//32 tolv//RG|NOM//nmod//30 .//MAD//punct//4
7 Förslag till Lag om ändring i lagen (1998:703) om handikappersättning och vårdbidrag;Om//SN//mark//36 den//DT|UTR|SIN|DEF//nsubj//36 ersättningsberättigade//PC|PRF|UTR/NEU|SIN|DEF|NOM//advcl//4 förutom//PP//case//38 handikappersättningen//NN|UTR|SIN|DEF|NOM//obl//36 eller//KN//cc//40 vårdbidraget//NN|NEU|SIN|DEF|NOM//conj//38 även//AB//advmod//42 uppbär//VB|PRS|AKT//conj//36 förtidspension//NN|UTR|SIN|IND|NOM//obj//42 eller//KN//cc//45 efterlevandepension//NN|UTR|SIN|IND|NOM//conj//43 enligt//PP//case//47 lagen//NN|UTR|SIN|DEF|NOM//obl//42 (//PAD//punct//49 1962:381//RG|NOM//nmod//47 )//PAD//punct//49 om//PP//case//53 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//53 försäkring//NN|UTR|SIN|IND|NOM//conj//47 ,//MID//punct//55 ålderspension//NN|UTR|SIN|IND|NOM//conj//53 enligt//PP//case//57 lagen//NN|UTR|SIN|DEF|NOM//nmod//55 (//PAD//punct//59 1998:674//RG|NOM//conj//53 )//PAD//punct//59 om//PP//case//63 inkomstgrundad//PC|PRF|UTR|SIN|IND|NOM//amod//63 ålderspension//NN|UTR|SIN|IND|NOM//conj//53 eller//KN//cc//65 garantipension//NN|UTR|SIN|IND|NOM//conj//63 enligt//PP//case//67 lagen//NN|UTR|SIN|DEF|NOM//nmod//53 (//PAD//punct//69 1998:702//RG|NOM//conj//53 )//PAD//punct//69 om//PP//mark//77 garantipension//NN|UTR|SIN|IND|NOM//nsubj:pass//77 skall//VB|PRS|AKT//aux//77 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//76 dessa//DT|UTR/NEU|PLU|DEF//det//76 ersättningar//NN|UTR|PLU|IND|NOM//nsubj:pass//77 anses//VB|PRS|SFO//advcl//42 som//KN//case//80 en//DT|UTR|SIN|IND//det//80 ersättning//NN|UTR|SIN|IND|NOM//obl//77 vid//PP//case//82 avrundningen//NN|UTR|SIN|DEF|NOM//obl//77 .//MAD//punct//4
7 Förslag till Lag om ändring i lagen (1998:703) om handikappersättning och vårdbidrag;Avrundning//NN|UTR|SIN|IND|NOM//nsubj:pass//89 skall//VB|PRS|AKT//aux//89 i//PP//advmod//89 första//RO|NOM//fixed//86 hand//NN|UTR|SIN|IND|NOM//fixed//86 göras//VB|INF|SFO//parataxis//4 på//PP//case//91 garantipensionen//NN|UTR|SIN|DEF|NOM//obl//89 ,//MID//punct//95 därefter//AB//advmod//95 på//PP//case//95 folkpensionen//NN|UTR|SIN|DEF|NOM//obl//89 och//KN//cc//99 sedan//AB//advmod//99 på//PP//case//99 handikappersättningen//NN|UTR|SIN|DEF|NOM//conj//95 eller//KN//cc//101 vårdbidraget//NN|NEU|SIN|DEF|NOM//conj//99 .//MAD//punct//4
7 Förslag till Lag om ändring i lagen (1998:703) om handikappersättning och vårdbidrag;Handikappersättning//NN|UTR|SIN|IND|NOM//nsubj:pass//4 och//KN//cc//2 vårdbidrag//NN|NEU|SIN|IND|NOM//conj//0 skall//VB|PRS|AKT//aux//4 betalas//VB|INF|SFO//ROOT//4 ut//PL//compound:prt//4 månadsvis//AB//advmod//4 .//MID//punct//4
7 Förslag till Lag om ändring i lagen (1998:703) om handikappersättning och vårdbidrag;När//HA//mark//10 ersättningsbeloppet//NN|NEU|SIN|DEF|NOM//nsubj:pass//10 beräknas//VB|PRS|SFO//advcl//18 för//PP//case//12 månad//NN|UTR|SIN|IND|NOM//obl//10 skall//VB|PRS|AKT//aux//18 den//DT|UTR|SIN|DEF//det//15 ersättning//NN|UTR|SIN|IND|NOM//nsubj//18 för//PP//case//17 år//NN|NEU|SIN|IND|NOM//nmod//15 räknat//PC|PRF|NEU|SIN|IND|NOM//parataxis//4 från//PP//mark//23 vilken//HP|UTR|SIN|IND//nsubj:pass//23 beräkningen//NN|UTR|SIN|DEF|NOM//nsubj//22 utgår//VB|PRS|AKT//acl:relcl//20 avrundas//VB|INF|SFO//advcl//18 till//PP//case//26 närmaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//26 krontal//NN|NEU|SIN|IND|NOM//obl//23 som//HP|-|-|-//nsubj//30 är//VB|PRS|AKT//cop//30 jämnt//AB|POS//amod//30 delbart//JJ|POS|NEU|SIN|IND|NOM//acl:relcl//26 med//PP//case//32 tolv//RG|NOM//nmod//30 .//MAD//punct//4
